mM1	mM2	mM3	mM4	mM5	mM6
70.0909	30.0026	87.7832	132.135	58.0688	107.882
8.64517	76.9723	101.055	35.7373	108.62899999999999	77.5443
1.39749	2.72181	0.0	0.412638	0.6271359999999999	0.482117
12.0534	15.6504	16.7732	10.677	18.0302	27.7217
24.0144	34.7444	23.2588	28.3629	37.0717	42.4174
8.64067	18.3258	14.1567	16.8484	19.7537	18.8979
184.46099999999998	197.49200000000002	208.89	144.38	129.379	191.96900000000002
818.063	1014.63	1087.42	1023.88	1092.21	1030.6
2.6362799999999997	5.86803	1.10057	2.33524	3.5491599999999996	10.0043
27.2253	58.6241	52.3817	50.3301	59.4945	71.8723
2.51717	36.4189	10.5085	22.2973	94.8865	29.5253
112.08200000000001	114.89200000000001	167.463	101.025	90.0066	134.317
83.57	93.0082	53.03	98.7029	66.0049	83.0321
4.88034	3.6856699999999996	4.07482	2.2644599999999997	5.63167	3.6078300000000003
11.5181	4.272959999999999	3.20565	4.534590000000001	8.61472	9.2717
205.766	267.173	568.911	943.327	873.9839999999999	271.493
0.0	0.0	0.0	0.0	51.1401	0.0
410.89300000000003	349.144	352.33099999999996	211.06599999999997	295.612	386.108
2.5504599999999997	4.25775	1.06475	1.7571700000000001	11.4454	2.34633
2.51717	2.80145	0.0	0.0	11.296	3.47356
6.62253	8.42338	5.52945	7.263039999999999	3.3964800000000004	9.13875
47.7543	46.5041	71.3099	59.6556	56.0481	42.4538
8.84858	5.744619999999999	7.388089999999999	3.4836300000000002	10.589	11.193
37.2677	65.0429	46.6747	46.5171	66.8968	80.6477
16.714000000000002	24.8022	9.303519999999999	23.0307	1.6667900000000002	15.3763
0.0	0.0	0.0	0.0	0.0	0.0
143.961	74.8197	106.59200000000001	88.2231	79.2312	116.197
380.654	391.145	373.55300000000005	383.069	347.259	407.274
0.0	0.0	0.0	0.0	0.0	0.0
6.26775	31.3903	20.9329	22.2082	22.5017	21.6229
139.283	296.35	282.184	281.836	194.86700000000002	261.454
0.892841	7.94942	0.0	3.16355	8.81475	4.9283
359.852	501.716	550.2869999999999	530.878	462.57300000000004	537.504
9.46585	15.8024	12.4197	9.58281	26.701	10.2633
0.0	0.0	0.0	0.0	0.0	0.0
92.2858	107.70100000000001	169.09	160.468	142.649	141.5
14.6749	12.4641	13.5425	20.5251	14.5574	10.1253
46.854	34.7637	27.453000000000003	26.6983	56.0697	25.5221
24.9116	33.8245	29.9517	18.242	37.5624	28.8764
394.63599999999997	660.8480000000001	594.731	531.033	467.14	551.322
29.7014	23.3086	15.2609	15.2912	27.340999999999998	28.3752
217.729	166.325	179.64	206.18099999999998	126.037	157.338
12.8852	14.3405	1.53692	12.5009	14.0429	8.89049
2571.38	3147.97	2844.73	4099.97	2336.71	2993.94
0.0	0.38275	0.0	1.01546	0.308665	0.0
12.9963	11.1768	6.9053	9.07025	16.9664	15.4886
1.31745	3.6655900000000003	1.64999	5.83504	3.5472900000000003	3.18151
2.09975	1.16844	0.0	0.0	0.0	0.0
18.4134	23.695	22.1004	17.1603	21.6908	26.4021
0.0	6.746239999999999	2.02446	7.1593	6.52853	16.7295
0.9163370000000001	2.54957	0.765092	0.541134	1.6448599999999998	1.2645
29.6503	56.8316	39.8853	36.4786	43.6136	46.0304
2.8117	7.823119999999999	3.13015	2.2139	4.20592	3.23334
13.4285	14.5715	11.7727	15.8601	12.0523	14.3612
6.45536	8.53149	6.73734	3.57389	7.24224	8.62969
43.8304	46.3415	34.7662	36.2371	33.4378	43.8507
13.6081	25.8356	26.7342	7.090730000000001	31.6115	39.7663
0.0	0.0	0.0	0.0	0.0	0.0
40.7427	36.908	39.5558	47.0014	42.5201	50.9929
0.0	0.0	0.0	0.0	0.0	0.0
39.4399	58.7233	48.0603	69.2431	95.6703	87.5214
0.0	0.0	0.0	0.0	0.0	0.0
1.8993200000000001	0.0	0.0	0.0	0.0	0.0
31.4877	39.7795	29.1327	33.6716	35.8988	31.7078
0.0	0.0	0.0	0.0	0.0	0.0
3.79863	0.0	3.17165	4.4865	3.4093400000000003	2.6209599999999997
235.487	161.264	320.084	463.548	249.425	286.117
0.0	0.688383	0.34429099999999996	0.974042	0.370093	0.0
0.0	0.0	0.0	0.0	0.0	0.0
50.8196	91.4371	69.3049	79.029	86.6618	73.6348
50.2857	56.6311	77.4738	59.745	54.2662	59.4785
16.714000000000002	23.6748	16.4926	25.1244	27.2747	25.1612
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
205.705	216.28799999999998	232.482	210.739	124.443	167.808
6.50181	15.9195	15.2002	9.215	11.671	3.5888699999999996
849.179	993.549	1337.52	1396.05	809.613	841.309
2.50209	1.39234	2.08911	1.47759	0.0	0.0
2.91795	2.5979900000000002	0.9745299999999999	5.514130000000001	5.23782	4.42928
90.3459	70.6988	77.7912	66.6912	48.1454	70.1284
23.8413	31.7708	12.0485	21.4894	25.3397	22.5104
108.00299999999999	112.18700000000001	152.69799999999998	115.229	116.321	100.352
50.9785	55.2812	40.3815	40.1399	62.1787	75.7592
4.05679	9.594289999999999	10.1616	7.78603	10.0129	8.39725
248.17700000000002	345.25800000000004	245.274	260.715	528.069	534.6759999999999
45.2903	88.2093	85.2132	69.0627	74.0589	89.6809
77.4586	110.329	158.421	120.441	207.923	128.953
0.9803569999999999	0.545538	0.0	2.50874	1.75977	2.25474
0.0	0.0	1.05936	0.0	0.0	0.0
217.922	210.27	232.03099999999998	245.577	204.56	201.4
9412.62	9863.76	13092.2	11363.8	49029.9	9847.92
161.969	170.74099999999999	123.807	137.412	185.296	144.809
15.3754	11.0724	9.81702	13.3527	14.6115	21.8413
0.0	2.62241	0.0	0.0	0.0	3.25157
117.73700000000001	267.848	245.75900000000001	674.8330000000001	427.345	379.895
166.24099999999999	107.509	116.294	133.99200000000002	86.6999	110.052
0.0	0.0	0.0	0.7432449999999999	0.0	0.0
11.2426	3.1280799999999997	18.7739	33.196	5.04521	27.1499
76.5597	129.862	147.1	108.399	119.214	169.292
0.0	0.0	0.0	1.9030099999999999	0.0	0.0
58.8483	100.26	94.5683	100.925	114.31700000000001	109.853
29.2602	43.4859	45.583999999999996	45.5163	45.4773	53.6726
0.0	0.0	0.0	0.0	0.0	0.0
111.04299999999999	146.241	124.65	136.251	118.488	144.72
12.0021	103.89200000000001	30.6199	29.1384	44.8836	48.3065
0.0	0.0	0.0	0.0	0.0	0.0
9.88604	9.902289999999999	8.2543	7.005730000000001	3.5491599999999996	2.72845
0.0	0.0675081	0.0	0.0	0.0	0.0
2.56875	1.42943	0.0	4.55085	9.22199	7.08949
39.922	78.8644	88.3315	63.6539	51.9545	97.7852
0.760188	0.0	0.6347149999999999	0.0	1.36456	0.52451
85.1668	96.2664	81.1095	101.375	130.185	88.1444
4.23496	3.14217	5.30395	3.3345599999999997	6.96842	1.9480099999999998
32.5597	52.8456	82.6895	48.8708	46.2696	49.6111
0.0	0.0	0.0	0.0	0.0	0.0
17.5937	26.1076	22.0346	21.934	15.7906	17.1972
38.2233	56.0756	55.1248	56.943999999999996	42.8826	55.7431
6.94274	6.00976	10.3054	11.3888	9.693019999999999	10.6451
0.601223	1.67281	0.0	0.710093	0.539608	1.2444899999999999
0.0	0.973908	0.365321	0.258385	0.0	0.6037819999999999
124.04899999999999	243.42	141.733	412.54699999999997	290.06	4.50478
107.887	97.2012	145.844	84.9492	86.0719	139.42700000000002
65.4464	122.564	145.017	153.108	96.0161	104.20700000000001
1.9897599999999998	14.3941	3.32268	4.70014	16.0726	6.86442
403.102	588.14	582.8380000000001	618.345	648.577	569.828
57.1697	60.5226	72.1824	68.3455	60.0712	59.6495
0.659416	2.56861	1.10115	1.55765	1.77551	1.36494
0.0	1.1587399999999999	0.0	1.22969	0.0	5.74696
54.1689	67.9646	60.5885	55.5279	56.8733	70.5191
129.154	105.691	136.381	153.662	129.555	166.43099999999998
0.0	0.0	0.0	0.0	0.0	0.0
393.175	1311.39	335.37199999999996	192.77200000000002	254.859	618.755
13789.0	7673.18	2093.29	2961.09	10125.7	4324.59
0.0	0.0	0.0	0.0	0.0	0.0
19.8051	0.0	0.0	0.0	0.0	0.0
831.091	942.905	995.3389999999999	881.794	519.799	931.694
228.02200000000002	278.135	255.861	216.03400000000002	217.97799999999998	194.363
0.0	0.0	0.0	0.0	0.0	0.0
0.729232	2.84056	0.0	0.861282	1.3090000000000002	2.01261
0.0	0.0	0.0	0.0	1.08914	0.0
62.4282	77.1399	67.3849	51.5849	67.1087	58.4691
23.1644	38.175	32.7309	38.1448	51.1765	36.5761
12.1704	16.9311	16.936	20.7627	15.171	23.7922
814.9110000000001	457.522	583.205	383.64	393.686	435.327
3615.6	3596.75	3388.13	3300.77	2042.77	3292.62
0.0	0.598252	0.0	0.0	0.0	0.0
115.631	149.164	81.1863	147.434	292.474	270.173
4.74829	15.8537	3.9645699999999997	14.0203	12.785	13.1048
169.613	147.476	159.32	118.944	133.202	164.572
2.11748	3.53494	0.0	1.2504600000000001	1.90048	1.4610100000000001
7.373819999999999	22.8613	15.8316	18.0402	25.5271	19.6242
2.37865	6.6182300000000005	2.97907	2.80938	3.2023200000000003	3.2824199999999997
53.1864	68.3784	50.533	53.6115	48.5588	67.7002
186.787	307.204	279.568	267.184	185.03	278.759
13.9283	16.4702	10.1757	21.5913	21.8766	20.4217
23.186999999999998	47.9826	50.8198	42.3624	46.8243	49.4953
0.0	0.0	0.234411	0.33158899999999997	0.25197800000000004	0.0
44.4877	69.8759	53.3208	47.035	36.7085	69.3122
57.6947	63.2378	49.6317	51.6229	163.192	56.6961
13.8224	15.3835	13.1328	11.5404	17.9671	17.101
5.767869999999999	12.3036	8.82906	10.2185	11.2163	10.6125
224.59799999999998	150.034	182.516	177.831	101.913	133.914
285.54200000000003	306.52099999999996	330.564	298.97900000000004	270.82	319.279
350.93199999999996	545.5790000000001	313.149	417.236	493.751	571.243
149.299	170.863	156.409	151.797	266.101	145.287
165.563	193.03599999999997	249.045	216.495	250.018	270.173
41.5083	44.6563	25.4152	37.5855	32.2871	63.0072
2486.27	2499.78	2073.73	2300.76	1803.87	2212.14
27.758000000000003	22.8607	20.3952	23.6048	25.9098	23.7488
1.74833	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	5.76966	0.0
6.44683	8.76934	5.38275	10.1523	5.1432400000000005	11.8617
40.3002	27.1471	65.52600000000001	31.3144	53.3034	49.7584
4.26377	2.3726599999999998	0.0	1.2589700000000001	0.0	2.20642
197.929	282.91200000000003	213.218	238.354	205.51	246.89
74.6311	135.148	164.76	196.46	146.454	162.336
164.155	204.83900000000003	188.97799999999998	196.81799999999998	377.26	253.984
6.8127699999999995	4.7388699999999995	9.95451	6.03482	9.17187	3.5254800000000004
4.32258	4.81077	3.60912	7.65798	3.8796	5.96495
35.1462	36.9425	26.0846	31.1329	21.0296	30.9861
33.2801	55.558	37.0494	26.2043	39.8259	30.6165
120.751	176.445	178.43	173.91	178.547	176.22
3.55113	7.904380000000001	2.965	0.0	9.56161	7.350569999999999
208.925	330.42400000000004	220.34599999999998	284.791	242.49900000000002	280.719
296.498	274.639	263.228	242.69400000000002	363.79900000000004	327.58099999999996
7.119910000000001	15.1052	6.68783	6.3069	11.9817	14.4306
0.0	0.0	0.0	0.0	6.944960000000001	0.0
29.3287	55.4335	46.0203	52.5566	58.9999	75.3619
1.72665	4.80414	0.0	3.05897	4.6491	4.76538
1.32581	0.368885	1.1069799999999999	0.0	0.0	0.45738599999999996
39.6997	46.8611	49.2185	40.4947	39.9502	43.9929
240.78099999999998	216.86599999999999	107.773	121.66799999999999	69.0645	330.55300000000005
1.74528	1.21399	0.0	0.5153300000000001	1.95803	0.903151
150.131	102.71700000000001	148.64	127.65799999999999	90.9344	95.9447
5.47401	9.13836	18.282	6.46526	9.82605	3.77693
66.7734	54.3952	41.9578	39.0259	74.7584	48.4468
0.0	0.0	0.0	0.0	0.0	0.0
0.0	1.76152	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
49.8925	173.523	85.9187	58.9271	83.9614	164.951
1253.55	3487.81	3139.94	2220.82	6750.5	5189.5
0.0	0.0	0.0	18.0554	0.0	21.0955
10.6594	27.2856	14.5961	13.5968	19.8994	15.0037
1595.93	2326.23	2466.76	2527.36	1759.49	2453.77
0.0	1.0985200000000002	0.0	0.0	1.77178	5.4483
92.7756	148.077	134.509	147.8	115.542	123.06299999999999
117.494	101.296	123.663	173.952	70.5497	123.88600000000001
47.3426	65.289	73.9011	81.4421	97.9136	78.1124
317.288	261.947	288.805	336.348	501.852	339.148
90.6522	134.783	127.726	135.507	174.165	191.55200000000002
25.337	25.3787	22.7417	20.9476	24.445999999999998	21.8524
1.42356	1.0185	0.5093989999999999	0.9607680000000001	1.6427200000000002	1.4031799999999999
5.73379	7.97669	7.1811	5.92556	16.0818	12.363
172.638	257.608	213.92	242.21200000000002	211.2	244.301
0.0	1.55014	2.3258799999999997	3.2901	0.0	1.9220400000000002
78.5149	72.1203	83.9651	76.8536	78.1911	73.0968
35.6973	46.9057	48.073	32.233000000000004	63.6644	51.4851
30.7243	42.7427	64.1327	96.1628	41.3633	95.3953
445.25	585.113	660.5880000000001	728.1360000000001	384.25	590.79
34.5509	34.2472	27.0451	38.8946	59.1129	37.9938
10.1502	73.4275	110.17299999999999	80.9204	50.1049	56.027
59.044	109.94200000000001	85.3244	57.6661	95.7951	103.414
4.6505	7.49586	3.74902	6.62902	12.8096	8.741010000000001
304.133	163.674	272.312	312.533	184.072	232.623
0.0	0.8384149999999999	0.0	0.0	0.0	1.03956
471.62199999999996	693.845	657.585	620.433	457.87199999999996	683.072
67.0235	143.359	120.666	90.9106	159.786	140.901
23.6176	26.2849	16.6857	17.1657	138.597	41.3656
39.7749	54.9767	39.6375	77.2853	56.4269	46.0345
73.2976	73.5372	64.7732	69.1931	96.0378	68.2927
340.79900000000004	291.887	264.754	292.259	250.018	235.143
63.0392	63.2578	84.56	72.0133	84.4044	72.7301
26.576999999999998	34.5083	38.2167	60.1634	31.8045	30.5624
67.6863	103.956	108.508	92.7338	68.0396	85.9313
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
193.882	338.55	295.85200000000003	379.019	261.019	311.37
23.6519	26.3231	24.685	45.394	53.0699	8.1596
0.0	0.24561999999999998	0.368537	0.0	1.98078	0.304548
7.79347	11.0089	11.5126	13.4531	23.6746	19.8546
3.77575	1.05054	6.30509	3.3446	0.0	2.60517
346.425	251.605	450.814	419.19	304.145	244.235
21.2619	43.8021	12.4646	22.9749	27.6094	64.2992
132.231	184.447	217.86700000000002	184.287	150.328	149.627
89.245	83.2795	99.7351	102.162	60.3823	109.891
0.0	0.0	1.17074	0.0	0.0	0.0
1.7907799999999998	0.996516	1.49521	0.528766	7.23267	4.94238
1.6554	7.599710000000001	3.80096	2.9327400000000003	7.0573	5.99645
7.3552800000000005	13.4484	21.9331	7.44615	9.4307	7.9749300000000005
150.7	365.934	343.162	426.769	362.73199999999997	366.29
10.6413	8.88236	9.773430000000001	18.224	14.3262	8.8107
5.52224	55.3132	50.7185	48.9166	69.3884	41.9123
1241.89	398.60699999999997	1204.19	504.86	708.18	350.32199999999995
2.60975	3.3885699999999996	2.9053299999999997	5.650930000000001	1.5615299999999999	5.40198
0.0	0.0	0.0	0.0	0.0	0.0
7.95063	3.6869	11.0639	14.0855	19.0289	20.1144
42.5671	90.77	46.9218	37.7393	88.6429	75.237
22.7483	25.3174	20.9929	38.1802	35.4611	22.3045
372.788	312.307	383.086	345.944	231.635	302.438
1.22537	1.36376	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
2.20178	2.04204	2.45116	1.7336599999999998	0.0	0.506392
19.2854	36.0976	36.596	37.2724	31.4708	24.1935
21.4588	18.9068	28.3684	19.0084	27.2845	22.8259
0.0	0.0	1.45976	0.0	0.0	0.0
56.4734	82.3264	75.045	83.6094	87.094	80.1256
3.28154	5.999969999999999	3.1313299999999997	1.66104	4.62824	4.85182
0.0	0.0	0.611001	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.837727	0.848799	0.0
3.70873	12.3827	7.741460000000001	14.235999999999999	3.32865	11.5152
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.35882800000000004	0.0	0.380798	0.578746	0.0
0.0	0.0	0.0	0.0	0.0	0.0
109.649	173.15400000000002	277.126	238.007	186.18400000000003	255.59
17.9834	32.0819	34.0049	31.8598	25.6348	33.2099
25.5826	17.0831	18.5121	33.2367	71.9441	52.9541
0.0	0.0	0.0	0.0	0.0	0.0
556.589	562.227	551.942	677.6189999999999	503.94300000000004	506.787
0.0	0.0	0.0	2.92598	0.0	1.7093200000000002
0.0	0.579852	0.0	0.0	0.0	0.359483
4.69494	7.18462	1.9600099999999998	2.77255	5.26724	7.28863
168.12900000000002	220.138	214.697	148.93	297.35900000000004	216.65599999999998
6.71245	8.40436	4.2034	12.8829	9.036810000000001	4.631419999999999
3.5815699999999997	5.25436	4.62155	3.46101	8.18242	5.61635
19.6813	24.4315	34.1297	16.0929	31.2523	26.1147
6.878189999999999	7.655	7.17864	5.07731	4.62997	4.745769999999999
0.0	1.51315	0.0	1.07053	8.9486	3.75235
19.2262	26.8033	16.2218	16.0149	29.9707	24.9952
14.9678	11.9731	18.7459	16.5732	12.5942	9.68191
18.5436	41.2758	42.32	51.1036	128.708	58.8553
0.0	0.0	5.5378099999999995	3.91678	5.95282	0.0
68.5865	216.667	149.77200000000002	198.15400000000002	182.77900000000002	209.67700000000002
201.96099999999998	267.399	203.514	230.30700000000002	275.02	288.306
34.9286	52.5511	39.9648	48.1291	71.9867	34.8109
48.6291	84.1885	47.3697	43.0762	147.91	89.4742
10.9004	48.526	45.5063	45.06	39.1333	45.1261
15.09	16.7943	13.4993	10.8208	16.4457	16.3613
10.1749	11.3241	19.5396	12.0174	23.7436	22.4654
7.85924	0.728904	0.0	0.0	0.0	0.0
0.0	1.33889	0.0	0.0	2.1594700000000002	1.6601099999999998
0.0	0.0	0.0	1.24625	1.89408	1.4560899999999999
0.0	0.0	0.0	0.0	0.0	0.0
52.714	92.1916	81.7389	74.5745	75.3868	85.5325
95.9925	116.26	106.079	93.3676	126.699	142.205
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
51.0165	46.9773	117.139	58.1027	58.3255	51.123999999999995
22.4349	31.2108	16.8587	22.1916	39.2646	29.4111
93.6909	124.54700000000001	114.443	117.316	116.012	117.31700000000001
40.0335	25.7583	19.8466	32.5069	26.9481	36.254
0.0	3.86675	1.16036	0.8207	2.49464	12.4655
166.84900000000002	157.984	109.223	113.36200000000001	96.0436	174.49
1.9709900000000002	4.93558	0.8228340000000001	1.16395	1.7690000000000001	2.0399
31.7689	34.3747	29.4726	29.7047	37.6216	33.1841
2.43408	8.12693	4.06464	5.749680000000001	8.73851	8.39725
0.0	0.0	0.0	0.8479629999999999	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	2.16697	2.29898	1.16468	0.895359
42.3139	55.9227	55.2028	78.0877	71.2078	56.5663
0.0	0.0	0.0	0.0	0.0	0.0
193.31599999999997	113.588	184.46599999999998	174.43200000000002	142.252	169.835
8.357000000000001	0.0	0.0	0.0	60.0044	5.76611
0.0	0.0	0.0	2.46347	842.408	0.0
12.0921	18.6914	13.4617	11.107999999999999	10.8529	8.34325
7.692539999999999	11.5392	13.125	9.87556	13.5082	13.6153
3.39715	7.56164	2.83644	0.0	0.0	0.0
3.9092	0.9668209999999999	0.725326	3.3345599999999997	3.11873	6.29358
0.0	0.5931649999999999	0.0	0.629483	0.0	0.735474
118.579	247.446	240.446	102.538	281.27099999999996	178.243
43.4218	58.7135	64.0388	42.8969	54.6333	60.7598
188.335	162.011	141.38	176.52200000000002	144.221	171.076
6.580310000000001	2.74631	1.37355	0.971485	2.95297	2.27012
48.1253	37.8324	53.576	43.7577	41.1365	45.8548
582.217	665.6039999999999	555.565	604.614	527.882	598.474
6.887630000000001	6.707319999999999	7.1885	6.10114	10.8181	7.128439999999999
3927.79	8091.71	9768.69	12893.1	8288.11	8562.68
16.0864	19.3399	17.7426	14.7773	18.5375	19.1838
27.5469	44.8789	40.4581	37.827	53.0222	41.2192
2.96874	1.23901	1.85905	3.06803	4.66287	2.5604400000000003
138.39600000000002	271.027	204.44	240.47	286.645	227.706
0.0	0.0	0.842032	1.1911100000000001	3.62054	1.3916600000000001
0.0	0.0	0.0	0.0	0.0	0.0
51.6453	49.5108	71.2991	60.3934	82.6086	69.15100000000001
71.0199	69.1606	88.3374	76.986	69.4172	67.2937
0.0	0.0	0.0	0.0	0.0	0.0
0.0	3.9634199999999997	0.0	0.0	0.0	0.0
115.25399999999999	171.357	170.54	167.658	134.595	150.14
113.399	130.321	147.168	140.484	121.69	125.868
44.5706	74.4066	72.1022	77.3173	57.5042	48.051
3.7700699999999996	18.8814	15.739	11.1319	14.3808	14.9572
138.514	131.997	125.04799999999999	138.034	168.607	137.981
0.0	0.0	0.0	0.0	0.0	0.388203
20.4161	11.3609	11.9324	3.6169599999999997	9.16191	9.860619999999999
51.7431	32.5963	44.0178	39.2044	49.9453	37.7222
40.0804	56.9124	49.6205	68.5588	58.3009	68.6594
7.122439999999999	2.37805	4.75748	2.52365	3.8355099999999998	4.9143
257.698	216.317	277.16	211.50599999999997	262.65	156.71
154.838	125.113	148.762	149.056	180.851	166.83700000000002
37.0176	39.0135	44.4883	39.0837	61.9173	42.1816
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
30.2952	237.516	39.3476	50.0936	248.94400000000002	362.782
0.0	2.0278	3.04257	0.0	0.0	0.0
201.08700000000002	221.99200000000002	205.80900000000003	259.526	177.56799999999998	269.657
70.4093	82.3892	76.9188	69.9469	62.0124	88.9889
46.3542	35.007	44.7851	40.67	38.632	51.1731
55.3317	92.902	78.8569	78.8722	87.3352	155.343
0.0	0.0	0.0	0.0	0.0	0.0
17.2859	18.8819	17.6401	15.5011	14.9398	22.0868
14.9232	32.0309	22.2501	35.251	22.0042	36.7737
18.8598	25.1878	17.8465	25.9875	40.6249	24.2906
262.222	268.704	200.25099999999998	234.168	289.881	240.5
399.483	467.596	383.38699999999994	360.645	535.754	408.69699999999995
153.496	204.049	208.854	233.328	201.545	239.274
85.8913	93.4388	116.94	104.64299999999999	102.09100000000001	84.3561
0.0	0.0	0.0	0.0	0.0	0.0
44.2175	58.8136	84.9443	66.6606	31.6198	62.7542
41.21	50.1306	46.4109	45.8425	59.3507	52.9001
0.0	0.465351	0.0	0.0	0.750556	0.0
7.126119999999999	6.12845	8.65443	4.20826	3.48863	4.46986
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
87.9837	164.235	139.795	151.861	108.36399999999999	148.34
0.0	0.0	0.0	0.0	0.0	0.0
33.2506	74.3202	28.6879	35.0173	51.7279	56.5905
4.89668	0.0	0.408846	3.7591900000000003	9.66868	0.675717
3.002	2.38646	2.86458	1.51955	2.69435	2.0713
7.74752	2.58675	2.5875	10.9805	5.56283	7.48383
0.0	0.0	0.0	0.0	1.0745799999999999	0.0
24.0489	33.4562	25.0994	32.8418	32.3765	25.9268
45.4098	77.1374	79.8204	67.7465	40.7561	89.8722
22.2583	34.3432	36.3243	25.6914	32.6901	34.9038
27.9949	24.2329	20.7771	38.575	55.8354	38.6315
0.0	0.0	0.0	0.0	242.12599999999998	0.0
263.212	395.468	280.204	363.336	310.062	417.70300000000003
0.0	10.9774	0.0	2.64761	0.80478	0.618682
0.0	18.8371	0.0	3.12351	3.79775	0.729888
621.195	1022.54	1518.72	1522.28	1031.6	1044.57
31.4348	38.2891	46.3685	45.3775	55.4861	53.74100000000001
18.7594	14.4799	10.1052	8.75533	14.1212	13.1523
8.84338	11.0724	5.5378099999999995	9.13916	3.96855	6.10171
110.145	87.0736	79.9217	62.7218	91.4032	82.6316
54.5934	75.9489	52.5952	65.7193	48.9986	84.0288
5.35705	6.95574	4.47284	6.32711	3.2053599999999998	6.16038
36.9527	58.5256	47.4669	55.3945	71.4338	58.8379
0.0	0.0	0.0	0.0	0.0	0.0
43.1267	41.3311	38.8091	43.0127	31.3957	41.3282
4.61712	0.0	3.85505	4.0899	0.0	0.0
3.51134	1.95395	0.0	0.0	0.0	0.0
64.1671	153.88	66.97	54.1332	171.40200000000002	126.49600000000001
0.0	0.0	0.0	0.0	0.0	0.0
88.0873	66.61399999999999	66.0047	57.3544	46.6251	87.2709
0.0	0.0	2.21278	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
95.4571	83.1862	177.449	127.633	113.155	121.78399999999999
0.0	0.0	0.0	0.0	0.0	0.0
1630.38	2580.55	1958.45	2452.43	3534.0	2573.53
247.6	565.77	211.726	242.28400000000002	299.52099999999996	327.645
41.0388	52.9399	12.4601	6.60957	75.3404	6.4354
0.0	0.106906	0.481216	0.05672580000000001	0.0	0.19883199999999998
0.0	0.0	0.0	0.0	0.0	0.0
172.532	169.515	123.79700000000001	165.56599999999997	135.494	159.963
602.4540000000001	815.497	637.038	633.581	485.208	905.67
7521.3	16043.9	4186.58	7402.72	11250.8	16433.4
63.2273	215.69299999999998	195.09799999999998	264.615	180.112	221.92
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
60.028	67.4985	36.6395	45.7169	78.3991	65.1259
137.736	285.914	196.408	215.68400000000003	180.56900000000002	198.611
15.69	24.8144	14.4793	18.0435	22.976	19.3723
11.3959	2.11382	3.17165	15.7027	37.5028	7.8628800000000005
6.85	6.35302	5.71937	11.4614	23.5673	6.30176
30.2973	62.5206	59.0253	62.6212	38.5225	68.8101
26.1156	37.1387	24.2279	30.8447	31.2523	36.0382
89.3835	106.15100000000001	141.98	111.148	114.139	108.303
93.4555	116.491	122.76799999999999	108.171	157.691	113.488
44.4521	80.3927	57.5284	68.252	59.8448	65.9423
0.0	0.0	0.0	0.0	0.0	0.0
0.9598389999999999	1.60236	1.60283	2.26729	2.58442	1.32453
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
242.195	155.747	196.97400000000002	185.48	111.506	165.18200000000002
0.0	3.24447	2.4340599999999997	1.7215599999999998	39.2471	0.0
0.0	0.0	7.63975	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
1.42611	0.26452800000000004	0.0	0.56145	5.54648	0.327993
358.79	348.781	464.148	422.452	407.495	296.45599999999996
134.767	152.368	210.75799999999998	165.487	159.355	159.405
1.0481200000000002	0.0	1.7502400000000002	1.23791	1.8814099999999998	0.723175
0.0	0.0	0.0	0.0	0.0	0.0
13.2284	10.515999999999998	8.415239999999999	5.20794	14.1342	12.6043
78.5161	108.275	117.399	97.5304	106.43299999999999	111.586
3.28154	0.0	1.36995	0.0	7.363110000000001	3.39627
6.04703	10.095	7.0685199999999995	10.3559	16.8247	19.6098
1700.22	6430.39	5750.53	1548.61	5521.96	1362.0
45.4426	33.3053	52.7487	35.9991	112.40899999999999	55.8258
850.398	1258.41	1081.71	1011.21	1120.37	1432.11
26.4601	8.28239	12.4272	8.78951	4.4528300000000005	11.4105
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.7776609999999999	1.16683	0.825275	0.0	0.964233
157.05700000000002	165.893	131.134	195.803	138.351	180.609
