mV1	mV2	mV3	mV4	mV5	mV6
0.0	0.0	0.0	0.0	0.0	0.0
1031.18	848.2	832.81	816.7560000000001	856.321	786.232
32.0299	36.6531	34.6004	25.5837	35.7962	34.2501
77.7496	70.3402	79.0486	100.73100000000001	72.5659	81.3782
1.36679	0.6673399999999999	1.8899	17.0958	0.6884560000000001	1.8707599999999998
42.8153	48.0362	42.1969	44.5865	41.2968	52.9914
154.296	118.52799999999999	146.5	111.88	133.67700000000002	119.67399999999999
569.85	518.0980000000001	512.976	487.204	567.132	468.978
0.7227180000000001	0.0	0.0	0.786064	0.0	0.0
81.4369	48.4899	41.1968	54.0091	42.0203	43.4984
262.008	264.052	220.622	303.24	296.094	324.134
590.732	1008.09	848.54	820.2919999999999	652.882	867.424
38.7754	28.3982	30.4634	34.506	28.409000000000002	32.5674
41.5659	49.5428	43.9508	44.5443	47.4157	40.1592
747.0060000000001	880.803	899.398	876.043	970.105	1217.2
218.36700000000002	183.343	200.35299999999998	251.93400000000003	208.675	194.135
101.664	80.7116	66.2866	78.2115	91.5921	73.5346
3.5083900000000003	0.685192	1.94045	4.57909	2.82749	1.92081
25.2972	23.8654	23.7146	34.0434	22.4609	21.127
130.929	108.397	110.197	98.0322	120.429	111.679
327.219	258.966	248.40599999999998	355.9	254.233	322.0
1.19389	2.33167	0.0	1.29853	0.0	1.6341
42.9698	60.472	43.1052	38.9467	82.3318	39.7858
216.83	198.02200000000002	175.084	209.688	199.253	167.773
0.364014	0.710921	0.0	0.39592	0.733416	0.498234
30.47	19.4546	22.6862	35.69	22.4314	19.2485
100.646	98.281	90.1997	91.2229	107.962	85.4599
121.664	122.07600000000001	135.817	148.111	113.569	113.054
181.47099999999998	156.222	194.796	236.333	153.94899999999998	194.458
0.0	0.0	0.0	0.596925	0.0	0.0
78.2596	59.7037	70.4501	78.0258	62.8247	50.7684
23.3575	20.7352	14.6805	18.4762	25.6696	26.1573
260.69	80.3888	170.745	104.462	193.50900000000001	244.135
332.774	318.45599999999996	303.688	419.852	362.056	264.176
478.86	372.249	396.95300000000003	449.17	406.548	402.597
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
1001.38	885.9810000000001	923.087	1103.17	942.578	899.6289999999999
0.0	0.0	0.0	0.0	0.0	0.0
41.5321	48.3972	40.5821	44.269	48.5339	39.4132
0.0	1.8789200000000001	2.66054	2.09278	0.0	0.0
206.77	188.97799999999998	165.84599999999998	186.477	217.196	186.324
91.9403	90.0204	77.0937	78.3124	78.7339	59.2985
0.0	0.0	4.74292	27.6078	2.0733099999999998	0.9389799999999999
62.2459	89.079	100.90799999999999	77.0399	83.2485	94.01100000000001
0.0	0.7045939999999999	0.9977010000000001	0.0	0.0	0.0
5.1254800000000005	2.50252	1.77178	11.1495	5.1634199999999995	5.26152
2.68463	1.57293	2.22726	1.1679700000000002	0.5409	1.46981
582.161	655.7330000000001	653.797	536.61	646.2919999999999	714.7810000000001
82.5499	70.53399999999999	61.1484	68.9424	66.8257	60.5293
659.957	812.82	567.253	902.1030000000001	619.92	907.367
0.771705	0.7535729999999999	0.355685	0.559563	0.259139	0.352084
10.6013	19.4104	18.3233	15.8544	25.3644	25.3929
14.3479	14.0107	19.8391	22.9975	16.7363	16.5375
273.812	275.587	280.686	255.52900000000002	292.986	243.61700000000002
67.253	97.0816	103.774	65.1969	102.60799999999999	89.3827
0.0	0.0	0.0	0.0	0.0	0.0
21.2341	22.3302	11.2927	10.6594	18.1003	20.121
0.0	0.0	0.0	0.0	0.0	0.0
68.0032	53.9544	54.8506	52.3909	50.6663	57.2039
76.7357	39.4684	40.0928	57.6586	41.3074	33.2729
48.7721	45.9252	46.966	45.4689	52.6427	34.5699
71.3467	46.4469	53.8106	58.7881	60.9847	53.2658
3504.13	4340.68	10522.3	8172.47	6416.38	3373.67
308.32	264.58099999999996	279.51599999999996	296.54400000000004	270.38599999999997	220.88400000000001
0.0	13.3981	0.0	7.46156	0.0	0.0
36.0632	37.1194	49.8654	42.4045	48.1129	29.3495
2.04432	1.49721	4.24009	3.8911300000000004	1.02972	0.699526
0.677685	3.30881	0.93705	2.21125	3.41351	7.42051
1.43305	1.6326100000000001	2.31176	2.33798	1.6842599999999999	1.3076299999999998
441.32	353.14	355.963	428.335	350.42	413.18300000000005
38.7236	31.9962	42.8352	38.8779	31.8083	29.3549
181.55200000000002	151.36700000000002	161.485	116.631	170.06099999999998	142.412
33.0677	19.6658	17.8768	40.2928	27.3012	14.9734
44.3698	64.9909	67.4863	48.2589	49.1681	48.583999999999996
11.6927	5.18998	4.40939	5.78071	5.3542	5.81966
468.499	321.889	388.68300000000005	383.455	370.10400000000004	328.465
0.0	0.0	0.0	0.0	0.0	0.0
143.09	151.705	151.82299999999998	144.19799999999998	125.322	156.681
191.78799999999998	216.22299999999998	212.90599999999998	194.89	227.86900000000003	188.37
0.0	0.0	0.0	0.0	0.0	0.0
0.40281500000000003	0.9833770000000001	1.94944	1.97155	0.8115939999999999	0.551343
93.6348	46.4668	38.2046	75.1293	55.6689	29.4138
36.2398	17.8976	26.4948	27.6367	21.8209	25.6564
10.9467	5.65914	11.5748	12.6065	9.73034	3.52541
59.9287	58.5206	64.3292	58.3203	46.0736	73.3915
3.11286	6.07943	6.45633	10.1571	3.1359	10.6516
2.6038900000000003	2.1189299999999998	1.20015	3.30415	0.874389	1.188
4.132680000000001	0.0	11.4287	67.4237	6.661239999999999	6.7878
126.695	215.9	227.396	150.769	233.243	170.69
317.339	311.664	339.18199999999996	260.849	308.665	298.30400000000003
0.0	0.0	0.0	0.0	0.0	2.72472
109.48	99.7006	102.054	113.72399999999999	89.2239	106.072
0.0	0.0	2.79628	8.798210000000001	0.0	0.0
0.9427409999999999	1.5343200000000001	0.434517	2.3925400000000003	1.26629	0.0
230.41299999999998	222.793	246.132	228.49599999999998	218.00900000000001	239.31099999999998
196.625	164.575	271.877	259.686	212.229	336.406
56.2951	64.3756	54.2836	49.1447	50.7422	43.5955
91.6366	92.3019	83.8069	94.9598	118.48299999999999	113.574
32.0419	57.3633	51.6893	90.0302	13.4496	40.2018
16.2521	17.854	22.4721	28.7245	34.7913	8.34173
1553.79	1457.01	1509.81	1581.17	1464.51	1555.7
202.067	240.796	218.78599999999997	167.627	180.791	186.57
9.33624	12.59	14.7536	13.5394	11.1968	10.3447
0.0	0.0	5.70907	0.0	0.0	0.0
364.07300000000004	240.942	282.418	339.79	292.83	263.036
2.90027	1.41606	4.010269999999999	3.15448	4.38261	0.0
4.8337900000000005	1.18005	0.0	3.9431	3.65217	4.96209
109.023	74.2754	93.7796	80.6612	61.93899999999999	63.3327
58.4346	64.5387	56.2806	56.9816	56.0253	47.9885
49.9031	45.3532	46.4569	107.48	52.2635	56.1307
137.205	44.6604	126.478	136.795	57.592	46.949
20.5808	46.8935	18.9717	14.9231	20.7331	37.5592
754.071	829.183	943.528	678.2130000000001	811.5939999999999	763.059
5.80999	2.8367400000000003	0.0	6.31924	2.9265	3.97614
57.4514	47.6211	43.4146	77.01899999999999	53.1658	46.6325
122.421	97.4784	109.816	89.0064	104.98299999999999	96.0924
11.0558	3.59867	5.0957	16.0331	3.71254	10.0882
6.592219999999999	4.13828	1.30217	5.12145	4.26923	3.22248
91.7502	87.9945	93.2609	81.6751	86.1023	75.4979
53.8107	49.4554	41.5794	50.781000000000006	66.1669	47.6572
113.465	98.6109	108.25399999999999	116.005	88.0146	110.264
124.73	74.4187	74.3833	118.167	67.4756	65.3288
33.068000000000005	18.5918	31.8681	30.5169	26.2464	38.4032
81.544	67.0551	65.2779	58.8164	66.5828	88.1141
80.7263	73.324	84.6911	77.7675	82.8729	66.646
133.373	105.133	106.652	85.6399	100.366	94.5747
0.0	1.32554	0.0	0.0	1.36748	0.0
59.7494	94.6919	100.22399999999999	71.9113	67.5923	95.1871
2.18587	1.8400900000000002	1.0422200000000001	3.5252	0.151865	1.23801
25.8305	21.9047	17.8582	18.4833	26.7065	15.8167
1752.91	1997.01	1828.48	2324.66	2013.73	2735.99
94.7112	93.9253	100.385	80.5664	89.8435	64.5646
50.8892	105.59899999999999	127.831	45.2022	81.5982	115.508
465.735	403.991	448.733	388.001	409.287	423.845
0.751714	0.734051	0.6236470000000001	0.9811219999999999	1.8174700000000001	1.2346700000000002
210.63	202.93	192.864	180.822	244.834	166.80599999999998
450.12300000000005	654.528	564.2280000000001	434.671	549.514	541.242
45.0705	47.0374	35.4445	51.7784	43.9853	36.2424
23.0647	22.5227	99.2196	44.5978	46.4708	3.50768
100.801	93.4276	101.58200000000001	128.219	137.691	119.26100000000001
79.2606	79.7616	79.4776	72.3883	84.11399999999999	80.3293
405.379	79.1708	112.105	176.364	81.6759	221.94099999999997
74.7726	73.0157	63.9137	82.8051	83.5435	66.9882
487.77	432.917	418.67400000000004	366.421	385.19199999999995	434.23699999999997
280.62	296.54900000000004	239.19	330.30300000000005	232.354	147.32299999999998
14.5487	4.26205	4.02336	7.91193	6.35109	1.99131
40.4792	31.8187	24.6116	29.3515	28.9211	31.2389
23.2703	23.8597	26.5455	25.3099	23.4425	25.4805
446.414	547.576	518.284	481.217	507.811	464.046
59.3672	58.7487	58.6346	69.183	69.4184	52.2368
24.5965	19.0492	19.9369	23.5236	31.614	15.0915
36.2166	19.8932	31.2984	24.6194	38.765	46.4723
106.027	102.225	102.06700000000001	97.0733	96.6713	95.523
15.0374	21.4613	12.7954	26.4203	17.4793	25.3317
356.964	289.91700000000003	313.082	355.584	352.624	308.33099999999996
109.235	98.8749	102.074	99.8213	115.068	104.454
432.10900000000004	385.471	361.63699999999994	376.34	373.121	349.082
11.4338	14.5406	12.8684	20.0999	16.8758	16.7415
638.933	570.335	638.023	528.3380000000001	615.3009999999999	592.376
231.468	245.235	267.76	245.997	270.52099999999996	240.2
1.29251	1.26214	0.0	2.1087	0.0	0.0
59.5334	59.2745	67.7914	41.898	58.7981	62.3119
12.7545	2.87419	4.0698300000000005	17.0738	5.93026	13.4288
164.06400000000002	126.318	126.515	130.401	158.921	113.71799999999999
539.347	520.4540000000001	584.2819999999999	542.74	528.365	537.678
67.8716	49.0449	39.416	47.2452	58.8017	74.318
103.48299999999999	124.936	137.885	122.785	121.30799999999999	118.462
0.0	0.0	0.0	0.0	0.0	0.0
108.825	76.0291	84.4126	118.363	83.7826	83.55799999999999
93.1848	73.8668	110.65799999999999	67.9658	83.9349	73.5255
75.8912	77.6161	66.4391	62.5178	70.5719	41.7955
18.2086	18.5374	31.6057	22.3328	17.1725	17.4988
5.59143	6.825069999999999	3.8657	6.081519999999999	4.22462	1.9132799999999999
72.2053	68.6031	63.8616	70.044	74.0504	51.6405
475.8	389.584	385.295	431.394	423.805	335.712
26.9772	18.2079	21.3938	16.8283	21.182	16.2901
52.5191	44.5116	49.3263	45.2668	54.9044	52.8959
145.031	147.26	137.683	157.743	137.382	142.214
7.13467	0.0	0.0	11.64	10.7812	0.0
64.4699	62.9551	89.14399999999999	62.3295	61.3389	93.1438
197.558	170.86900000000003	101.462	98.2282	147.844	177.69299999999998
161.381	167.327	148.227	142.265	152.02700000000002	138.537
35.1116	48.6246	51.1977	45.1326	45.0182	41.9415
19.1278	28.0175	29.7545	15.6033	14.452	26.1807
0.9035799999999999	0.0	0.0	0.9827790000000001	0.0	0.0
125.35799999999999	120.664	91.6202	101.285	117.266	139.716
10.6594	6.93927	0.0	7.72911	7.15884	14.5897
0.0	0.0	0.0	0.0	0.0	0.0
16.3199	12.1867	21.2385	13.5738	10.6381	9.19776
72.9933	67.9002	68.8808	74.8761	76.6702	71.4979
81.0758	101.01100000000001	85.0454	66.8968	140.821	114.79700000000001
7.4630399999999995	14.5754	18.0588	8.117180000000001	3.75914	22.9834
218.445	209.787	202.19799999999998	302.39	220.062	224.861
80.5648	120.75200000000001	72.5387	83.5507	75.4987	97.4487
60.0272	58.6168	83.001	186.53900000000002	146.86	105.635
2.6968099999999997	0.0	0.372893	0.8799540000000001	0.271677	0.369118
174.31799999999998	168.75799999999998	194.9	166.764	173.342	160.088
46.72	33.9633	27.9937	31.0536	31.9002	34.8155
43.4091	41.5739	33.4742	41.1608	35.3207	36.1822
5.6624300000000005	6.911739999999999	7.82958	6.15875	11.4087	9.68789
29.6468	18.9837	16.1285	24.3162	17.1364	23.9478
234.38299999999998	214.481	232.364	247.71200000000002	237.60299999999998	230.011
79.1275	76.4635	81.4888	72.6158	92.1685	56.4082
46.7745	31.2116	53.8968	29.6767	23.5604	29.8766
11.3851	9.264669999999999	10.495	12.383	15.2925	2.59718
511.49300000000005	448.246	598.445	656.178	607.765	807.799
206.25	274.737	240.968	286.858	247.956	277.381
178.227	164.484	183.62099999999998	316.999	238.69099999999997	158.80200000000002
75.4028	58.3971	43.1426	35.8213	38.417	41.5195
8.91023	8.70088	5.600169999999999	10.5722	4.08009	6.65217
94.3547	111.62799999999999	100.359	103.61200000000001	110.59100000000001	108.035
34.444	32.8585	32.9722	29.9704	44.5748	39.8913
57.8795	45.3748	56.3601	60.2927	54.2017	54.6737
64.3896	48.4223	50.145	55.5437	55.1736	47.6113
119.978	121.064	121.65700000000001	126.14399999999999	132.952	93.0558
50.3266	49.7155	55.832	43.9175	53.0572	40.0483
48.6876	42.261	55.5669	57.9984	53.7192	57.1199
82.9168	92.9087	91.9321	79.7946	71.5976	76.8805
62.1402	67.1211	63.361999999999995	66.4541	56.6549	58.9192
121.928	108.665	88.3457	116.4	108.885	94.0101
23.0868	22.5443	16.2569	21.6228	21.1042	19.6033
49.0018	79.7508	81.3072	60.4031	92.1472	76.0126
113.807	104.566	113.016	107.46600000000001	109.43799999999999	99.8347
350.721	264.199	351.01099999999997	287.005	279.289	292.596
90.7251	101.33200000000001	81.9919	99.3221	100.35700000000001	111.19200000000001
197.25900000000001	147.859	167.11	149.58	188.923	188.235
193.342	174.612	196.255	148.296	194.773	151.437
231.017	296.414	230.28900000000002	216.205	202.96	238.987
281.142	247.264	272.89099999999996	232.882	294.47700000000003	198.774
166.489	223.25099999999998	216.918	128.438	205.07	226.938
129.251	117.8	137.018	121.836	156.25	194.6
2.30746	1.1266200000000002	1.5952899999999999	7.52913	3.4868099999999997	4.73741
64.8489	70.84899999999999	79.0145	65.6446	69.2099	57.123000000000005
242.90599999999998	273.744	307.557	217.34799999999998	315.839	284.147
76.3694	62.0264	56.3527	67.4889	58.0709	58.2948
62.6121	65.3996	68.0542	59.2911	63.3894	45.1943
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
82.6323	70.1501	66.9076	75.7056	76.8694	52.4747
23.5345	15.7242	13.7018	24.2501	9.982610000000001	6.7815199999999995
181.49599999999998	157.879	131.248	174.71400000000003	111.385	111.36
11.3713	14.2767	7.4873	27.0918	10.3645	14.823
185.641	147.61700000000002	180.16400000000002	137.933	160.253	142.845
220.239	216.392	204.9	184.833	216.391	169.331
163.07	163.466	149.655	125.56700000000001	165.731	146.165
64.9393	67.6411	54.8736	51.0115	72.6889	60.2436
4.44435	4.70159	6.14531	3.62543	7.08898	8.11079
52.8179	49.7984	41.1333	51.5046	61.7712	31.5763
125.771	92.5109	99.3754	101.264	106.95700000000001	107.31200000000001
146.202	228.42700000000002	222.373	206.722	206.19799999999998	160.088
78.4671	64.2248	67.0653	61.5919	79.3038	60.13
21.0632	21.0357	17.2099	17.182000000000002	30.8641	22.2775
145.747	171.69099999999997	191.93099999999998	159.78	145.661	177.322
1.12748	0.36699499999999996	0.519662	0.817533	0.757214	2.572
998.3660000000001	908.528	969.4110000000001	897.17	937.275	856.832
46.5067	13.357000000000001	7.56539	32.7302	30.3153	3.7444
104.24	114.986	72.0677	100.78	122.514	92.4753
0.0	0.0	0.0	9.28233	4.29873	0.0
171.34599999999998	168.136	188.38299999999998	158.78799999999998	176.543	163.595
0.0	0.0	0.0	1.36428	1.26362	0.0
0.0	0.0	2.22191	3.49551	0.0	0.0
46.7772	62.901	51.9559	37.5324	47.1234	43.0332
1.27223	0.0	0.0	5.5349699999999995	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
163.281	325.82099999999997	218.41	178.558	106.382	230.774
106.117	97.0093	73.3651	116.646	89.8435	88.0739
8.20706	8.01422	0.0	2.97547	2.7559400000000003	0.0
15.4192	16.1324	12.1831	17.6691	12.7595	16.959
52.9441	51.7001	49.2254	65.5273	59.7731	48.727
26.514	7.06118	19.9972	26.2163	21.8538	16.4956
7.557910000000001	0.0	5.22525	4.110180000000001	7.613860000000001	15.517000000000001
17.772000000000002	6.31072	0.0	8.78626	9.7656	6.6341
0.0	3.46964	0.0	7.72911	0.0	4.86324
7.9628	0.0	0.0	0.0	0.0	0.0
6.940339999999999	6.77727	6.39771	7.548660000000001	6.99171	6.33294
0.0	0.0	0.0	0.0	0.0	0.0
957.0169999999999	1053.16	1024.67	871.535	966.091	931.8389999999999
17.5854	15.5368	22.0	15.4836	17.7156	9.16938
15.7036	20.4462	13.1187	17.7917	27.3551	24.6284
320.893	338.788	350.06699999999995	303.693	311.723	318.003
2.46227	0.961766	2.04278	1.07123	0.49609899999999996	1.34807
359.064	367.176	361.746	410.12	396.93300000000005	445.06699999999995
27.1456	33.6197	18.3097	30.9652	55.3601	14.4995
4.28766	4.18692	5.92865	2.33174	4.3194	0.0
2.23517	1.09133	3.09062	1.21554	1.12586	0.0
2675.5	2612.64	3237.04	3152.51	2358.39	2441.35
26.0389	18.0109	19.5025	31.8614	21.8597	26.7301
10.1712	9.25506	12.1462	13.8285	10.0137	11.7068
25.0949	28.2753	20.8196	27.2945	23.7249	25.8931
50.3861	48.4452	41.802	45.5282	47.6354	49.8667
0.0	1.08049	0.0	2.4069599999999998	2.22937	0.0
0.7055640000000001	0.22966199999999998	0.6504	0.0	0.947716	0.0
257.851	154.77200000000002	199.53	216.128	188.266	242.84
6.648389999999999	3.70981	1.3132700000000002	10.3302	2.8704	5.19989
0.0	1.73482	0.0	1.93228	0.0	0.0
0.8269200000000001	2.42247	1.7151	2.2485	2.9156400000000002	2.82956
31.206	29.6708	31.7941	28.581999999999997	37.228	35.9683
37.4651	34.9942	22.5234	30.1188	37.7425	24.5249
558.0219999999999	503.621	533.881	567.6	549.262	549.0369999999999
95.0612	90.7018	105.355	89.9759	80.4132	98.3293
3.19272	3.1177	2.9431	6.945130000000001	2.14424	2.9133
60.3581	53.9824	62.3989	49.6965	44.3251	52.5021
0.0	0.34165500000000004	0.967563	0.38054299999999996	0.352466	0.957767
3.56377	2.61003	2.46385	2.9071	2.6926099999999997	2.43891
136.455	99.9369	161.726	90.1096	127.646	93.3849
8.686689999999999	11.3101	9.34211	9.448080000000001	4.86166	6.60538
42.217	35.4993	36.484	31.886999999999997	32.4878	22.4713
250.828	272.15	275.259	255.49200000000002	284.772	343.314
0.0	0.624286	0.0	1.39069	0.644039	5.25021
104.40299999999999	141.505	160.765	104.89	133.17700000000002	144.291
0.0	0.0	0.0	0.0	0.0	0.0
38.9578	42.7246	34.8069	58.6695	44.0764	45.119
74.7477	83.0277	65.2431	72.6613	80.0073	48.5967
324.04200000000003	324.129	331.089	315.797	326.441	341.475
19.0767	6.98566	8.243039999999999	6.48398	8.407810000000001	13.0553
50.6985	49.5073	41.4239	42.61	55.7169	47.3129
0.0	0.0	0.0	0.0	0.0	0.0
0.648135	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	7.535019999999999
34.3875	32.1196	33.0772	34.9624	36.1483	23.5335
761.937	539.695	615.1030000000001	584.092	487.57800000000003	566.498
35.7551	36.9101	25.4259	45.5557	33.9615	30.7615
30.4588	30.9328	23.585	33.1285	23.32	20.011
161.636	142.608	147.03799999999998	163.466	176.40200000000002	135.846
11.1368	12.1801	6.7756	10.1749	9.872910000000001	8.53618
172.68900000000002	195.582	138.471	153.519	132.66	133.832
61.5758	48.2353	52.3952	78.0124	53.1699	50.9386
735.3710000000001	730.316	666.3380000000001	697.721	775.4910000000001	762.3860000000001
0.640225	0.0	0.8852540000000001	2.08902	0.644964	1.75258
80.4634	77.1507	78.2838	79.2001	77.758	64.2853
799.773	1687.44	933.488	642.497	513.943	1102.54
73.8069	108.109	85.0454	127.104	74.3532	42.0922
23.8618	23.7865	30.2447	32.9823	34.5552	23.8147
48.5935	54.4299	47.4292	40.4168	44.6338	33.2555
23.2355	23.3569	16.0641	18.5824	25.4729	16.8369
22.2697	19.820999999999998	17.1606	23.2125	21.2661	19.6857
44.5761	37.4408	39.6542	44.7537	35.7992	34.1328
998.9689999999999	868.051	968.91	884.97	913.02	911.5419999999999
44.0759	37.5458	54.4613	16.3197	36.8443	30.8056
56.4238	46.0521	79.183	71.445	69.5672	54.1753
19.6991	33.2263	14.8573	35.0603	34.2776	19.6092
128.004	163.93	133.471	127.81200000000001	152.205	149.35299999999998
45.1862	27.8681	36.1726	56.9068	71.8748	39.0616
16.1205	11.8668	8.2302	17.2637	14.4909	8.48633
51.8984	44.0107	22.6614	40.1073	41.2757	50.472
3132.65	2877.85	2647.43	3176.08	3046.53	2691.81
0.0	19.7927	28.0263	0.0	0.0	0.0
47.7934	49.8422	38.4961	54.5059	58.8984	53.3489
604.8380000000001	692.805	705.02	521.019	783.579	687.12
3.58166	0.0	0.0	1.9478	0.0	0.0
25.5771	23.6616	25.1285	24.1586	25.7664	17.504
48.3485	38.9184	44.2672	51.8756	39.4916	43.8191
14.689	14.3439	15.9585	19.4001	28.5385	20.1052
35.5528	29.4216	34.995	99.6219	26.7102	33.816
19.8185	10.3215	12.7883	7.1852100000000005	18.6342	21.7009
0.0	0.0	0.0	0.0	0.0	0.0
42.5143	50.9506	40.080999999999996	52.5462	36.0153	42.3202
448.885	391.968	437.043	419.635	348.31199999999995	420.43199999999996
0.0	0.0	0.0	5.2646	1.21904	1.6562700000000001
22.2958	43.5439	43.1605	48.5001	53.9061	24.4135
74.3195	62.6122	64.4789	96.6833	77.8056	71.8043
13.3394	9.924539999999999	12.2965	14.5086	8.95875	8.69426
199.748	201.465	175.054	203.99599999999998	192.72400000000002	200.237
26.9378	28.1838	23.9448	42.902	25.1988	22.3856
0.0	0.0	0.0	0.0	0.0	0.0
69.304	56.99	64.3058	82.3213	84.5154	59.9104
43.9597	36.4878	46.3479	39.4456	39.8566	38.3576
18.1291	15.9899	12.1294	26.0788	13.5502	8.804860000000001
32.6108	22.845	42.1509	40.8666	27.1387	24.2582
424.186	363.291	455.523	361.151	443.963	404.51199999999994
10.8364	9.52358	8.990219999999999	21.8044	13.0999	11.8656
164.985	126.20100000000001	178.7	139.569	149.585	129.218
1.30959	0.639412	0.0	0.71219	1.9789299999999999	0.0
5854.09	6408.77	5343.69	8307.21	5344.54	7324.04
0.244673	0.9556969999999999	1.6915799999999999	0.266119	1.23242	0.0
23.5357	17.237000000000002	16.2716	20.1132	11.0082	3.45148
1.87458	3.66108	0.648008	4.077780000000001	2.83269	1.2828899999999999
1.49386	0.0	0.0	1.6248	0.0	0.0
29.8847	28.5829	31.6993	27.160999999999998	24.3322	24.9346
0.0	1.68448	0.0	5.62864	0.0	11.8054
0.0	0.0	0.901432	0.709067	1.3135	0.8923049999999999
86.1363	91.551	89.1245	84.7637	89.7254	71.3797
18.0034	11.7202	9.68087	21.3945	12.7628	6.38857
26.2725	21.4571	20.4756	26.4971	26.9482	31.3831
81.8064	105.671	96.4459	59.6301	106.70200000000001	114.721
24.9464	33.4953	25.8705	47.4827	37.6966	27.7426
4.55598	0.0	3.93729	11.7689	4.01599	4.6769099999999995
0.0	0.0	0.0	0.0	0.0	0.0
33.0309	34.8878	34.4874	35.1929	32.5963	30.4476
0.0	0.0	0.0	0.0	0.0	0.0
12.1338	10.3676	15.7291	9.89799	15.2795	9.34189
0.0	0.0	0.0	0.0	0.0	0.0
0.0	1.31951	0.0	0.0	0.0	0.0
121.09100000000001	108.786	103.81	118.53399999999999	131.746	117.675
0.0	0.0	0.0	0.0	0.0	0.0
54.0505	23.7512	33.6316	35.2728	43.5605	7.39802
50.2044	76.016	74.4887	58.2861	63.6462	82.2275
2.05356	5.44299	6.0846599999999995	3.82896	4.13753	5.621519999999999
0.0	0.0	0.0	0.0	0.0	0.0
86.773	125.92399999999999	103.319	123.21700000000001	97.1281	120.41799999999999
70.6993	74.8606	69.4903	62.0728	54.4896	51.2986
36.7543	32.7239	31.3895	44.6789	56.6286	32.5513
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
2.4256599999999997	0.789555	0.0	0.8794219999999999	0.0	0.0
45.3318	46.9769	39.6555	45.2802	44.7353	44.3191
199.169	168.55700000000002	183.597	187.743	171.66099999999997	212.028
3.5602099999999997	5.214840000000001	0.0	1.93613	3.5865699999999996	0.0
1.66077	2.83806	1.72229	2.70951	0.8365319999999999	0.568284
48.2072	54.9203	24.9965	43.6938	38.4465	21.9941
996.7289999999999	1110.17	978.2560000000001	1118.08	955.543	989.1239999999999
233.588	264.615	252.865	210.604	264.731	211.041
38.1284	36.3244	36.0046	62.7114	48.716	58.5516
7.93703	7.045939999999999	5.98621	12.5567	3.63445	9.876
112.906	88.554	107.12299999999999	199.87900000000002	85.9109	92.0643
143.232	132.97	129.389	134.183	148.29399999999998	128.079
71.286	84.4219	70.60600000000001	78.634	85.5652	80.271
617.03	705.148	648.405	632.424	759.079	739.85
15.3453	7.933110000000001	9.98509	2.94535	6.36543	9.884
241.805	291.682	239.945	256.811	263.656	297.868
1502.04	1619.53	1665.85	1633.69	1702.3	2013.04
334.336	322.518	299.594	346.871	313.921	332.103
46.9725	27.6469	37.3684	41.9915	39.5415	26.4215
3.35276	6.54796	0.0	7.293260000000001	0.0	0.0
125.645	149.156	137.964	152.735	173.731	150.055
54.3411	46.8214	44.1992	36.5055	35.4222	32.8138
3.58166	1.74875	2.47622	2.9217	1.8040900000000002	2.45115
0.0	0.0	5.52986	4.3497900000000005	0.0	0.0
127.311	144.826	127.036	143.466	140.153	122.15700000000001
119.21700000000001	190.295	193.37400000000002	157.096	200.935	197.69299999999998
119.29299999999999	107.53	120.93700000000001	86.3958	102.84299999999999	103.62
69.3056	58.2569	64.94	63.7833	58.31	57.3331
0.0	2.19089	0.0	0.0	0.0	0.0
76.3676	66.0016	65.5419	84.016	88.4286	86.5044
3.3206599999999997	6.48527	1.9678099999999998	2.0638400000000003	10.0357	7.791530000000001
0.0	0.0	0.0	0.0	0.0	0.0
12.6601	10.989	19.4504	7.64987	14.1709	11.5521
44.9671	37.3366	36.8766	40.2721	22.6935	33.5499
2397.72	3901.11	4053.25	2967.65	3729.98	3414.38
86.6271	84.5917	88.3633	89.5863	60.0864	77.7499
1.6225	2.1125	1.4956399999999999	1.7647099999999998	1.0896700000000001	4.4415
49.2307	45.3005	47.1271	54.5755	53.4101	54.4249
26.1122	28.9312	31.9399	23.4854	37.4348	27.4926
92.65799999999999	130.066	102.76299999999999	98.68	115.708	132.108
0.0	0.0	0.0	0.0	0.0	0.0
12.8647	11.5438	12.4999	14.3704	14.0107	14.7528
123.60799999999999	92.3385	82.8942	109.571	91.5246	78.6713
18.1111	18.7574	12.1419	17.9077	9.39901	21.7843
61.1665	36.7565	43.7668	81.4151	43.0904	25.1746
20.8561	24.6217	19.7994	19.9756	20.3833	18.7468
178.831	197.308	195.892	502.684	287.78	0.0
81.6296	82.09100000000001	62.3318	102.036	88.3706	56.698
66.2607	69.9501	48.2863	89.5987	59.5348	75.9857
42.4683	40.0881	19.5739	23.0953	24.2435	27.1261
552.587	532.773	594.818	570.59	443.93300000000005	545.7130000000001
57.5376	56.1857	69.9567	56.107	53.9661	52.9547
0.9382780000000001	0.45811599999999997	0.0	1.02052	0.472612	0.0
6.666530000000001	2.89328	0.0	2.41695	6.71588	4.05539
