mP1	mP2	mP3	mP4	mP5	mP6
15.9101	18.7855	25.1629	21.6103	20.1267	19.7919
109.137	121.49799999999999	160.416	136.142	122.679	98.5378
326.532	329.855	368.151	291.064	389.286	352.33
119.236	150.613	182.044	146.036	129.714	163.515
57.3904	70.9892	82.8816	94.8352	73.6038	97.6451
7.1924399999999995	0.0	3.38185	0.0	1.61426	0.0
100.022	113.524	110.584	97.7178	122.559	109.604
0.0	0.0	1.09628	0.0	0.0	0.0
94.1772	84.6415	86.8818	103.421	94.7154	94.2507
157.982	146.595	199.77599999999998	149.685	148.122	133.899
56.6447	51.4588	34.0566	51.9163	41.6829	49.8857
128.387	185.27599999999998	188.83900000000003	138.035	161.06799999999998	165.17
105.57700000000001	71.483	83.6074	123.96	112.59899999999999	128.739
4.25021	5.72461	2.66457	2.2760599999999998	4.23961	4.78673
115.04700000000001	128.733	82.39	140.754	115.99600000000001	165.05200000000002
77.6132	93.0498	83.5916	102.31	100.05	97.4965
33.3625	25.586	21.5134	26.6462	21.3939	34.7828
2.9194400000000003	3.1598	6.86353	2.11061	2.62095	5.17856
0.0	0.0	0.0	3.12554	0.0	0.0
273.031	270.436	309.27299999999997	259.195	279.004	262.07099999999997
241.602	202.46099999999998	181.857	223.392	250.877	219.665
637.69	770.2080000000001	554.956	692.829	707.3660000000001	700.051
2.65493	2.29881	12.4833	5.11834	2.38348	8.073189999999999
2.4121	0.0	4.536630000000001	4.6502	2.16548	0.0
7.93151	8.58453	6.06021	13.3795	9.34574	6.0296
0.0	0.0	0.0	0.0	0.0	0.0
69.8983	67.1011	92.8818	51.2653	58.6592	61.6084
178.91299999999998	177.97299999999998	172.481	171.014	141.763	176.02599999999998
2.2976799999999997	3.97897	2.16072	6.644430000000001	3.0941400000000003	1.16448
54.7732	54.4523	59.138999999999996	69.4191	61.9215	55.5187
0.635987	1.1013600000000001	4.78461	3.06524	0.570962	1.28929
1.78997	1.54988	0.0	0.0	0.0	0.0
0.0	0.0	1.8883400000000001	0.967808	0.0	3.05306
493.986	444.423	440.824	437.561	526.049	527.775
0.0	0.0	0.0	1.6798099999999998	1.56449	0.0
337.31300000000005	300.596	326.468	294.29400000000004	205.56799999999998	257.052
50.6155	32.0871	37.8236	39.2062	21.9088	29.3168
84.76799999999999	99.3028	78.152	44.8608	98.4837	92.6607
0.0	0.0	0.0	0.0	2.3178	1.7446
66.0298	52.5373	56.2201	50.7466	46.4617	67.833
6.31251	0.0	0.0	0.0	0.0	0.0
252.079	245.243	165.138	232.06599999999997	223.763	235.41299999999998
139.618	174.61900000000003	149.531	119.62899999999999	177.56900000000002	153.311
56.3058	56.2537	70.5992	72.3666	57.0295	96.5836
94.9909	84.4426	104.81200000000001	78.1353	96.6492	100.135
46.7147	23.2365	32.7139	40.2394	43.7231	32.2387
104.78299999999999	103.98	108.501	138.454	135.291	119.336
70.4006	104.49799999999999	141.866	96.9448	121.891	71.3588
582.884	611.696	482.36199999999997	537.139	540.033	470.291
110.469	92.9184	96.4636	92.0331	76.5058	90.3778
226.27700000000002	220.938	174.30599999999998	243.64	272.297	253.757
133.143	142.97	128.657	142.994	158.589	133.892
1.8882299999999999	0.0	0.0	0.0	0.0	0.0
238.90900000000002	233.845	253.972	247.81400000000002	214.482	184.252
623.975	542.357	379.15	687.063	548.328	648.279
45.6035	49.5877	51.8611	48.0479	22.8507	45.1492
337.536	457.93800000000005	386.156	451.777	341.62800000000004	418.402
3.0639	2.65293	3.8416900000000003	7.87573	11.0026	5.17601
1186.75	1027.57	2232.02	2287.9	0.0	2405.81
54.8228	47.4692	42.4569	62.1711	46.3224	45.7627
4.62671	0.0	2.1754599999999997	4.45984	4.1536599999999995	0.0
73.3195	71.1621	71.8351	86.1249	79.6	63.9475
217.975	220.19299999999998	225.859	254.859	260.918	190.255
0.0	0.9648530000000001	0.0	1.07413	4.00156	0.0
2.66088	0.0	0.0	2.56491	0.0	0.0
73.6143	100.439	100.693	92.4621	104.13799999999999	83.6607
107.887	109.48700000000001	100.365	111.823	127.05799999999999	110.531
2.99685	0.0	256.457	5.77752	67.26100000000001	0.0
8.15195	5.5725	4.84169	5.79005	6.16292	6.958239999999999
106.266	89.5417	85.1763	96.9332	105.005	125.06200000000001
4897.06	5649.66	7410.14	5022.86	4667.82	5235.63
0.0	0.0	0.0	0.0	0.0	0.0
27.3515	36.8398	15.7185	38.0828	24.555	21.563000000000002
334.296	224.328	220.058	357.148	292.61400000000003	302.138
32.3072	7.45966	8.10171	16.6091	15.4688	17.465
31.7358	33.264	19.6342	35.4214	26.2417	33.8608
18.5914	33.0897	31.0812	15.9297	25.0359	26.1729
26.5408	32.8297	35.6553	32.8931	40.8466	46.1178
48.7706	40.2179	61.1512	53.7276	68.8037	58.8505
91.94	91.1299	113.762	86.2918	77.1095	112.811
0.0	0.0	1.18159	0.0	0.0	0.0
19.5465	2.41781	2.6259099999999997	2.69165	10.0274	5.66073
59.0005	74.4403	77.6768	73.1217	77.182	68.3469
17.2933	14.9737	17.2788	11.4603	13.5845	21.9108
10.4363	6.4545699999999995	5.60809	7.1856100000000005	9.36923	1.51119
0.0	0.0	1.5943	0.0	0.0	0.0
0.0	0.0	4.83121	4.95216	4.61219	0.0
432.39300000000003	349.051	339.05699999999996	341.13300000000004	365.49	299.378
4.533919999999999	6.870080000000001	9.593210000000001	6.55558	1.01759	5.74453
113.78399999999999	83.8302	122.958	93.3247	97.6705	91.0525
645.262	666.805	548.1	608.452	604.506	610.547
0.0	1.01139	1008.36	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
76.4258	77.8249	65.7965	76.2633	82.1408	76.3749
0.0	0.0	0.0	0.720371	0.0	0.0
6.899719999999999	4.48068	8.11054	16.6272	10.84	8.74204
0.0	0.0	0.0	1.12815	1.0507	0.0
287.698	311.384	135.274	346.651	387.42400000000004	218.71
13.5331	14.422	17.6212	17.0589	9.34574	15.8277
76.4419	87.1531	53.9952	73.018	87.5683	58.55
87.5936	58.7182	100.97200000000001	59.9211	55.8074	71.6015
2.6431	8.39143	3.31406	5.09554	3.95477	6.251180000000001
139.19899999999998	149.679	133.33700000000002	141.043	139.498	135.844
0.0	0.0	0.0	2.9108099999999997	0.0	0.0
44.088	52.8165	57.3624	68.6952	48.7976	48.9732
39.8774	35.9096	39.0004	33.8265	30.0722	30.7193
29.941	23.5681	22.1837	27.9865	24.4361	31.2682
82.9172	121.65299999999999	53.6075	90.4724	81.6766	68.8708
103.46	101.08	100.935	89.0627	110.76299999999999	90.8488
4.37183	4.8178	4.85872	7.6620800000000004	6.06566	7.65412
130.553	144.545	142.898	190.83	165.24	151.855
558.472	725.342	853.419	740.202	772.948	684.005
571.2040000000001	533.8969999999999	818.143	587.241	522.281	560.785
278.25	303.336	256.935	261.751	246.791	280.33799999999997
13.4388	14.3215	19.4427	18.933	9.280619999999999	11.5261
26.5856	18.5435	28.4732	22.0675	21.2155	18.7135
103.801	92.6572	506.18	105.214	107.598	123.65299999999999
17.0144	0.0	56.0005	4.10018	175.66	0.0
50.3471	47.7456	60.1218	52.3829	50.2216	46.9821
23.7851	50.9448	30.6079	34.9942	55.0689	29.1844
48.4389	65.2424	49.3474	50.5828	43.4863	43.6428
56.3205	52.2492	75.6617	42.6557	61.3968	32.6212
636.643	752.836	716.8810000000001	709.01	750.9689999999999	739.285
0.0	0.0	0.0	0.0	1.1075	0.0
963.685	723.258	683.6410000000001	1001.63	857.951	725.4839999999999
7012.63	9050.9	7642.98	9764.01	11342.9	9270.87
0.0	0.0	0.0	0.0	8.45567	0.0
27.4711	17.2451	16.7918	21.1842	25.2789	15.3148
13.1861	7.611619999999999	8.266739999999999	16.9474	23.6759	4.4552
21.9363	0.0	12.3772	0.0	16.7394	7.782189999999999
250.015	316.684	149.89600000000002	280.988	301.884	244.565
7.570989999999999	18.0275	10.6795	14.5958	32.2853	16.3073
0.0	0.0	0.0	2.48145	0.0	0.0
41.4459	25.7777	31.29	30.948	28.2993	33.7263
50.0535	65.7084	63.772	56.0302	40.5872	67.1008
893.398	1119.93	1174.53	989.709	893.831	1094.78
185.53900000000002	201.57299999999998	88.8858	200.782	190.14	198.71
69.6935	62.895	72.9237	66.2336	66.0927	50.7429
3.0905	2.67596	19291.9	11.9161	0.0	37.5908
50.1631	37.7194	44.6901	47.0813	49.7747	50.8458
119.811	142.196	115.583	148.345	159.488	115.161
765.523	617.873	755.1610000000001	718.445	569.8330000000001	820.783
30.0775	23.7784	28.8994	34.0349	21.7192	21.871
34.6835	41.5432	25.5492	44.5767	39.4406	33.3978
50.809	67.5618	49.4867	66.468	55.3885	64.3756
85.8343	90.4777	63.1704	75.5438	93.8101	90.7853
287.464	237.76	217.06900000000002	251.454	235.732	217.445
632.7959999999999	736.544	780.427	673.97	668.678	691.8810000000001
1.8090700000000002	1.5664200000000001	0.850617	0.8719120000000001	1.62411	0.916848
87.1253	74.6768	86.4835	73.37899999999999	76.2421	67.7944
40.4802	39.9089	32.2252	34.5773	28.0656	38.3906
2.7395	1.89763	571.9169999999999	2.90476	1.2297	2.49911
282.56	300.931	584.577	264.198	253.67	277.814
26.7639	16.3914	19.6437	16.9893	13.4788	23.1582
172.43400000000003	155.16	127.181	99.9462	104.214	156.503
8.12166	9.26201	8.01009	8.59251	10.1366	9.83848
82.9451	111.596	115.20100000000001	92.25399999999999	114.561	95.715
89.3578	63.4623	67.0361	60.9719	47.7724	77.3441
9.29792	9.51452	12.7181	7.333010000000001	12.1415	13.7083
5.8783199999999995	3.35466	1.88452	3.60583	5.75705	5.01041
5.90424	15.3368	12.9553	3.79419	14.1349	7.97947
39.7142	45.0067	40.6421	31.5262	46.6643	36.1108
139.123	148.476	110.749	117.88799999999999	113.28	133.14600000000002
23.0535	18.2255	31.105	32.8499	20.6964	24.3832
153.116	182.16299999999998	132.149	151.509	163.349	135.028
6.98383	8.63866	5.1602	11.5405	7.6133	9.60706
114.366	130.599	240.03599999999997	162.965	153.265	115.92200000000001
137.201	172.467	119.198	147.02200000000002	157.561	170.835
0.0	0.0	0.0	0.0	0.0	0.0
71.3683	38.8428	67.11399999999999	58.9665	62.2407	59.9386
7.84198	10.1851	23.3526	16.3781	7.040189999999999	10.5983
100.427	96.5002	71.4062	116.874	118.74600000000001	89.3799
1.3929	0.0	0.0	0.0	0.0	0.0
1065.58	1073.86	1193.09	1082.11	1177.4	1220.97
4.71932	4.90356	2.6628	5.7622	5.93152	7.334789999999999
170.217	28.8875	92.2005	36.7534	15.8926	46.239
31.1893	36.4577	32.2631	33.0708	28.0004	23.7103
0.0	0.0	0.0	0.0	0.0	0.0
112.32600000000001	135.31799999999998	101.038	108.275	127.148	138.606
0.7774340000000001	1.3463100000000001	1.46218	1.49879	1.7448700000000001	1.9700400000000002
0.0	0.0	2.45547	0.0	0.0	0.0
13.0302	15.1879	7.540610000000001	14.0095	6.74883	8.63572
60.6137	64.9136	60.0005	79.9534	83.0565	53.3547
56.512	54.5778	186.002	50.2835	62.4419	63.8906
8.27967	7.16908	5.19074	5.32069	0.0	0.0
26.5939	16.3106	20.8405	21.3623	19.8957	28.079
542.712	459.506	526.511	521.482	488.765	572.729
2.02172	1.7505400000000002	5.70363	1.94881	2.7225200000000003	2.04924
28.1722	17.5327	33.9439	33.9451	22.9206	33.9098
147.656	143.733	113.84299999999999	137.026	133.38299999999998	114.34100000000001
94.8326	80.6564	96.4531	97.24700000000001	97.5146	77.7167
11.8371	15.8132	10.8134	18.2562	21.8609	16.7975
4.6418	14.737	8.7302	8.94875	12.5016	6.796069999999999
1.1915200000000001	0.0	1.12049	0.0	0.0	0.0
43.8683	35.3185	43.4245	35.6093	37.3102	24.963
44.8087	64.6639	54.9067	53.6635	59.7315	66.0634
0.0	0.0	0.28375500000000003	0.29085900000000003	0.0	0.611698
3150.41	3077.0	2682.45	2832.11	3082.46	3151.58
10.4713	6.0445199999999994	52.5181	3.36456	12.5343	14.1518
7.552919999999999	1.63495	1.77567	4.55031	2.54276	4.78482
240.851	187.327	190.28099999999998	210.56799999999998	217.483	229.226
72.1015	67.4922	78.7987	75.1362	94.4703	75.0581
10.9241	8.5989	11.2068	9.5728	19.6143	18.1191
4.60875	1.99528	2.16701	8.88504	2.06877	4.67148
62.28	49.68	43.8103	43.9617	58.1135	56.1687
0.0	0.9918610000000001	36.6258	0.0	0.0	1.16111
0.0	1.79331	1.94766	0.0	0.0	0.0
40.3959	32.4181	32.891999999999996	38.464	34.0544	33.4556
417.353	413.501	378.08099999999996	431.809	433.311	414.759
22.2995	31.3761	28.1788	20.8235	38.7879	31.0792
3.23366	5.59983	12.1636	0.0	2.9030400000000003	6.555339999999999
139.618	141.814	127.508	131.994	122.932	131.993
92.3366	111.40700000000001	81.8502	86.088	89.0111	122.745
153.313	116.76899999999999	70.7518	129.994	113.42299999999999	143.888
0.0	1.42916	2.32825	1.59103	0.7409	1.67303
84.2891	83.7646	68.4558	94.175	73.9513	78.6403
248.46599999999998	213.72299999999998	264.399	297.805	293.503	260.132
0.0	0.0	0.0	0.0	0.0	0.0
8796.65	7595.53	7858.09	9057.25	9127.42	9127.2
178.562	166.50400000000002	188.585	150.938	140.576	158.717
71.7071	102.446	118.007	110.59299999999999	67.5943	79.9514
1.5041200000000001	0.0	4.24338	2.89974	1.3503399999999999	0.0
0.0	0.0	0.0	0.0	0.0	0.0
35.6026	32.1115	32.0853	45.758	26.6354	25.5617
0.0	0.0	0.0	0.0	0.0	1.26223
1.10344	0.955433	0.0	0.0	1.48593	0.0
123.902	137.45600000000002	145.64600000000002	119.434	106.02	127.551
54.8056	49.2795	59.4677	54.8608	54.8793	51.2784
47.0834	48.8675	49.2616	49.2926	55.4262	43.9316
0.0	0.0	0.0	0.0	9.028939999999999	0.0
40.1765	30.7735	39.2347	44.6855	27.7452	39.1571
22.6048	20.5048	26.8247	29.0527	26.0918	21.8214
432.02	453.907	425.846	419.305	433.24199999999996	440.161
292.26	246.56900000000002	248.572	328.344	285.619	296.928
74.33800000000001	68.9643	61.1683	70.3772	67.9291	78.0408
0.0	0.0	1.01363	0.0	0.0	0.0
201.548	247.679	325.503	267.887	269.163	270.907
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
17.4522	15.1113	0.0	0.0	0.0	35.3796
31.4074	32.0508	23.2063	34.5996	32.2243	26.1501
3.25584	0.0	4.592630000000001	6.27681	7.30737	3.30015
32.5914	21.4716	23.3196	26.9767	32.1215	23.3399
49.0217	32.1115	39.2848	39.4465	41.7134	44.504
0.0	0.0	0.0	0.0	0.0	0.0
145.381	139.563	139.687	130.998	127.68	140.953
0.0	0.0	0.0	0.0	0.0	0.0
86.6781	72.6563	79.7769	93.3292	105.134	76.642
37.7603	74.7322	45.655	36.3984	79.9061	76.5485
14.9089	9.0364	12.6182	12.9341	8.03076	4.53356
4.33121	1.8751200000000001	5.09129	6.2625	2.91628	4.39016
3.20095	0.6928979999999999	0.7525350000000001	1.54275	0.7184189999999999	0.0
14.2737	5.29674	7.67017	21.621	10.9837	4.1336900000000005
0.614898	0.532419	1.15649	1.77816	1.10406	0.623267
88.2708	75.32300000000001	60.5525	70.7004	83.8397	82.1243
2.28222	0.0	0.0	0.0	4.09775	0.0
76.5647	46.4063	54.0005	88.5638	41.2419	81.4871
35.9925	28.5676	20.6843	27.9482	30.5174	36.4824
25.0803	24.6774	22.5132	28.5713	39.9147	24.2661
114.995	111.51899999999999	108.141	133.017	99.1083	111.898
112.434	96.5279	90.0514	109.986	103.505	98.5117
94.6063	131.30700000000002	51.0251	92.5352	123.65299999999999	83.2021
161.297	125.618	122.024	74.6998	93.0317	110.51700000000001
325.775	326.85200000000003	258.944	306.548	309.876	279.105
16.9536	0.0	10.6287	8.17107	5.0734	5.72812
80.4635	73.7517	74.0841	69.4483	78.5838	61.7662
0.0	0.0	0.0	0.0	0.0	0.0
110.417	124.529	119.541	113.59	127.45	110.039
78.6868	59.1969	49.7352	59.6843	63.6933	53.6077
75.2098	31.2922	48.6819	64.0235	36.8292	50.4923
102.654	107.16	119.089	107.274	111.10600000000001	87.5194
5.54557	4.8017199999999995	8.69167	3.5637	1.65952	5.62105
92.1912	85.6307	93.0008	74.3244	83.5177	79.8539
24.5761	27.8999	17.7185	21.5839	27.2115	23.5267
142.944	141.781	139.439	137.78799999999998	135.511	133.536
75.6496	65.5024	106.71	68.3635	144.319	81.4717
0.0	0.0	61.7612	0.0	0.0	0.0
6.60775	8.01	11.185	6.36943	13.0507	9.37676
84.2832	58.7742	57.9815	62.7046	70.5875	90.0172
120.65700000000001	138.8	156.42	144.55100000000002	136.175	132.783
64.9888	65.2424	72.9245	67.1843	51.8615	59.5088
138.865	131.32399999999998	112.064	141.451	137.045	111.805
46.8826	39.6159	38.7762	53.3589	44.1176	34.3524
0.0	0.0	0.0	0.0	0.0	0.0
44.8482	40.3261	35.6864	19.9526	27.8742	33.2198
54.5464	39.571	48.5222	61.1054	35.7344	52.3002
1.9296799999999998	0.8354209999999999	8.16593	1.86008	0.8661909999999999	0.977972
1.26587	1.64411	2.38082	1.22021	3.40933	3.8493
408.94199999999995	351.723	347.736	400.338	378.57800000000003	392.352
60.1667	56.6086	49.4519	64.8466	49.7619	64.347
19.6157	22.6461	21.5209	40.9679	20.5452	13.2552
44.6345	38.6475	40.3278	44.7119	46.3565	30.1613
238.755	235.394	191.505	251.417	199.93400000000003	238.954
541.981	462.348	539.802	548.169	528.513	515.531
16.6173	1.1990299999999998	3.90669	4.0044900000000005	23.6206	5.61449
6.44974	3.10256	5.39135	2.76316	2.57347	5.08474
36.2965	35.1253	182.37599999999998	39.1035	35.78	39.676
48.3492	45.6697	24.8002	55.07899999999999	43.4058	26.7312
0.0	0.0	0.0	0.0	0.0	0.0
28.9709	34.6628	28.73	43.6661	41.1412	41.6452
25.6721	30.3117	32.9207	24.7462	27.2377	27.2043
1.88075	0.542825	0.589546	1.20861	0.0	1.2709
41.3036	61.4526	37.7474	65.6088	66.3273	45.9934
149.996	157.743	158.349	158.436	156.846	153.203
109.994	85.7947	114.978	109.094	91.8109	92.602
3.6628199999999995	12.686	24.1113	15.8882	14.7974	16.707
217.42	261.468	241.37599999999998	311.457	222.3	312.204
109.257	110.912	60.2291	217.895	158.967	145.112
60.0278	45.8612	68.2224	52.9119	38.6166	39.3702
0.0	0.0	0.0	0.0	18.0579	0.0
51.2189	45.2923	38.9425	54.6238	55.7655	40.87
13.3343	34.6371	25.0789	25.7067	71.8257	67.5789
132.672	152.785	164.688	159.859	150.075	148.59799999999998
88.5355	97.8636	72.6292	92.6054	93.0124	76.3749
68.3726	78.9353	70.4204	62.7681	68.6893	77.5535
105.825	118.90100000000001	103.071	103.223	106.315	105.988
123.154	122.49700000000001	125.384	138.333	133.405	113.48200000000001
69.809	59.6602	59.6797	69.9129	56.1601	40.4338
57.6093	49.882	25.2818	22.2126	37.9274	27.2503
151.569	175.915	127.37100000000001	164.75400000000002	147.653	140.55700000000002
9.94138	9.68389	7.01158	13.1764	7.80932	6.29793
0.0	0.0	0.0	1.05823	0.0	2.22554
172.78400000000002	173.23	136.829	179.701	155.118	165.918
1665.98	1527.72	1313.12	1521.47	1517.73	1510.11
321.55400000000003	335.051	494.58099999999996	286.316	308.249	406.032
41.9206	44.9399	54.4395	64.4614	45.699	39.4561
39.4666	63.5773	45.7452	37.1584	54.3831	66.9831
49.5139	57.0111	54.9832	60.4216	46.8158	53.3913
16.3054	11.0491	7.3334	13.6673	7.00093	11.4973
15.3253	10.7816	15.7629	12.4643	12.0386	8.737810000000001
82.09200000000001	73.4659	93.2599	79.1311	78.6448	77.0663
206.859	204.118	121.896	211.051	199.577	186.52900000000002
93.5212	103.315	112.208	127.45100000000001	98.4351	153.632
80.5351	63.153999999999996	75.7344	62.9831	88.6709	73.9301
78.7885	67.3675	54.6428	64.5548	56.5863	49.9131
0.0	0.493312	1.60731	0.0	0.5114810000000001	0.0
34.0398	52.2492	39.2859	47.7267	61.119	39.2081
36.1945	36.87	31.6343	34.889	39.3749	28.4864
71.6387	61.2134	56.7313	71.7808	51.6206	49.6831
43.9538	38.0581	0.0	42.3685	19.7299	66.8281
54.9164	62.863	56.8946	58.318999999999996	59.32899999999999	54.7204
483.293	678.846	661.5260000000001	621.149	491.73	729.363
55.6546	45.3547	52.336999999999996	56.0141	84.4984	62.2192
64.3575	64.641	182.37	85.1965	97.066	84.3686
100.323	74.1544	73.6337	96.705	72.4921	109.13
241.21	198.114	199.612	276.355	245.00799999999998	203.977
103.542	114.941	112.35	129.238	116.79	80.7319
16.6536	19.4354	27.9173	21.6366	17.5511	19.0821
26.1004	25.4244	21.4765	25.9452	27.093000000000004	31.4161
40.1438	47.7939	96.7366	33.859	29.281999999999996	43.2334
16.8191	29.7086	17.7144	17.5094	23.5551	21.1395
411.87300000000005	253.87	426.71	336.45599999999996	219.35	325.492
89.8814	72.3155	114.443	86.6396	104.256	75.7862
7.0222	2.2801099999999996	8.25451	4.230580000000001	6.3042300000000004	6.22806
148.374	138.833	132.10299999999998	147.405	148.887	135.839
6.334980000000001	3.6568300000000002	7.94313	6.10649	11.3745	10.702
29.5564	29.4863	36.8579	34.3742	30.5723	28.3305
1030.6	1000.53	1174.75	1113.85	1149.53	1076.28
61.3648	42.6967	62.8593	61.2641	64.9283	57.7572
6.859839999999999	2.96985	3.22546	4.40828	2.05282	4.63547
50.4068	63.5707	60.7983	71.8269	47.2206	56.6465
53.2104	73.9961	53.0711	66.834	68.036	67.0097
61.3453	68.5689	60.8351	69.3465	68.0904	67.2677
217.42	238.459	199.34799999999998	272.452	217.963	258.94599999999997
177.896	184.435	167.291	135.379	172.31599999999997	185.062
123.053	131.135	99.0278	133.442	157.21	124.728
336.24699999999996	360.966	390.60400000000004	285.987	325.08799999999997	302.268
496.68800000000005	424.33099999999996	479.536	480.05	397.152	506.13300000000004
158.694	150.55100000000002	131.066	178.243	174.678	146.866
38.5786	23.8599	38.0065	46.0413	44.5297	35.3796
6.21336	5.37994	2.9214900000000004	2.99463	5.57809	0.0
2.11291	0.609833	1.32464	0.0	0.0	0.7138899999999999
0.0	0.0	0.0	0.0	0.0	0.0
328.01099999999997	302.298	181.368	346.034	264.142	402.395
63.2099	75.4405	92.6438	60.9301	69.528	61.1842
9.034419999999999	9.42723	28.1018	6.9222	11.0222	14.0883
172.00799999999998	187.71200000000002	223.968	188.36900000000003	222.951	186.729
26.3957	8.22786	15.8863	13.2307	16.1139	13.9126
59.3376	77.0676	54.8705	74.3567	71.0276	77.1864
100.309	68.5046	102.301	84.4343	59.6125	71.6015
15.7708	15.7037	11.8646	12.9217	12.0346	14.3869
758.591	809.966	818.4069999999999	933.1039999999999	685.2080000000001	754.7639999999999
95.1885	80.6287	92.4333	82.7792	85.4561	79.7043
0.0	0.0	0.0	0.0	0.0	0.0
90.93299999999999	109.429	104.354	108.45200000000001	94.0886	106.23100000000001
128.099	129.655	94.2044	93.1982	109.675	96.94
315.908	324.368	285.246	331.462	353.88300000000004	332.96
145.545	136.59799999999998	188.554	130.485	137.06	156.811
116.139	118.566	78.2161	104.12899999999999	128.39600000000002	123.889
81.2844	75.8555	102.76799999999999	92.28200000000001	72.9736	74.1517
37.5663	44.3555	36.9327	49.3791	52.121	43.27
62.3796	44.6769	66.6275	46.7676	54.6189	55.4226
75.817	69.7291	91.6155	71.1892	72.6499	73.2653
0.0	3.93704	0.0	4.38295	4.08205	0.0
53.4308	47.5372	63.153	49.1411	56.3292	79.9949
17.1993	19.1472	6.93174	9.4737	11.0291	19.9239
34.2581	34.4202	28.5689	21.1842	24.6624	26.8623
466.161	400.551	419.968	447.63199999999995	426.485	443.65
296.688	342.523	325.503	357.48400000000004	399.531	300.726
447.23900000000003	368.566	411.356	349.80300000000005	322.26599999999996	363.85400000000004
71.5786	99.7029	198.033	95.9957	94.06200000000001	91.4797
62.4607	59.3848	89.8336	55.4857	56.0745	76.9661
5.35377	7.7260800000000005	3.3564199999999995	8.60112	6.40851	7.235519999999999
129.041	58.6135	143.231	73.4085	64.5706	102.92200000000001
0.621011	0.0	0.0	1.19723	0.0	0.629464
66.476	90.7814	70.0653	90.7418	84.9128	68.7374
73.7583	73.6902	64.4707	68.8193	60.2745	67.0943
0.0	0.0	0.0	0.0	0.0	0.0
97.7656	95.5877	101.615	92.8867	98.6884	81.0787
52.5601	62.2769	45.9585	49.7756	67.0541	51.4062
3.0082400000000002	2.60474	0.0	1.44987	1.3503399999999999	1.52459
74.0847	105.29899999999999	68.354	70.0652	79.059	63.7582
0.431546	0.373661	0.40582199999999996	0.0	0.0	0.87484
61.0105	53.6789	69.4036	64.5013	59.1897	70.8178
322.077	348.385	261.949	338.43	361.216	196.07299999999998
78.5795	65.4224	66.3164	87.3985	64.2143	76.5856
123.99700000000001	172.27599999999998	105.82600000000001	139.122	176.442	134.335
46.836000000000006	39.3059	46.0769	42.3685	38.8129	40.1699
34.9045	38.1068	45.6679	36.5713	44.96	47.6855
3.3810599999999997	1.46377	7.94879	4.888669999999999	1.51768	8.5677
252.00400000000002	213.075	217.843	236.138	215.94	230.304
360.01	299.399	335.874	403.26300000000003	304.039	343.996
41.2037	41.9947	48.8381	45.5097	38.1469	49.1603
406.334	420.707	402.33	449.705	416.901	379.17699999999996
14.2553	9.25737	7.819889999999999	16.0313	12.7978	21.674
4.09507	7.09157	10.0125	7.89475	4.4116599999999995	4.98097
19.8766	13.161	9.895660000000001	19.1597	22.0431	13.0364
49.1554	61.6715	49.9988	61.8874	63.9429	64.06
16.2821	13.3001	12.4226	12.1413	10.4804	15.5696
50.8478	49.2688	47.5322	52.8066	44.0187	48.1653
37.5328	41.7836	52.1029	53.4073	38.509	38.0437
41.9677	32.9737	62.1224	50.1929	34.1882	33.0858
46.1996	35.0023	35.9784	28.5291	42.7721	38.7798
313.703	301.285	504.38699999999994	276.755	308.74	295.587
2.1268	2.76228	3.33336	5.12522	3.81869	2.51503
0.0	0.0	0.0	0.0	0.0	0.0
0.0	1.67356	0.605869	2.48415	1.1568	0.653043
34.7766	31.3666	25.8903	41.9029	33.8227	38.1875
0.0	0.0	0.0	0.0	0.0	0.0
125.429	102.757	101.62	107.885	105.675	108.555
52.8164	32.6657	36.4908	45.7164	35.8041	37.1469
134.875	119.95700000000001	107.304	105.516	118.67200000000001	114.17299999999999
7.75655	6.716130000000001	14.5884	4.98453	4.64233	5.24142
170.21200000000002	184.523	152.17	177.905	187.61900000000003	155.19899999999998
678.559	638.668	531.607	761.3889999999999	735.188	719.192
15.765999999999998	28.5436	39.0873	35.9211	32.1683	36.3196
0.0	0.0	0.0	0.0	0.0	0.0
18.3102	23.315	15.5306	23.014	19.5001	24.2
38.7828	25.1855	20.059	46.7299	27.854	35.3796
139.989	139.047	124.52799999999999	115.89399999999999	155.114	138.059
0.0	3.81996	0.0	4.2526	0.0	4.471769999999999
130.35	132.494	87.4048	95.0559	145.515	95.3592
57.8232	66.7562	64.7338	55.7377	46.9672	58.6102
39.2251	41.9552	34.7171	41.5173	36.5956	37.4202
46.3418	36.6366	30.3161	42.7282	39.7948	29.6131
6.91984	5.99165	11.9301	5.55855	2.07078	10.520999999999999
52.8333	39.5958	32.9835	38.9448	39.4598	39.1518
122.066	120.959	112.23899999999999	111.126	115.67399999999999	114.104
58.8808	58.894	68.7363	79.2642	71.9998	48.3632
276.512	289.827	333.434	346.88300000000004	345.63599999999997	264.183
42.8947	37.141	26.8918	45.9417	41.3615	4.83094
0.0	0.0	0.0	0.369135	0.0	0.0
485.805	417.63699999999994	326.319	528.491	392.52099999999996	580.349
61.8035	108.649	44.0299	69.8044	98.6391	54.4186
32.3895	36.4585	36.5505	32.4702	36.0566	28.2341
21.8469	15.5385	13.2072	24.0673	21.7146	18.9807
