mC1	mC2	mC3	mC4	mC5	mC6
2.59417	2.0826	1.9103400000000001	1.6602599999999998	2.2787599999999997	1.9066299999999998
334.898	303.039	308.41700000000003	283.409	362.851	297.421
0.0	0.0	0.0	0.0	0.0	0.0
213.636	232.106	274.119	400.347	135.989	275.73900000000003
946.949	1858.3	3409.18	0.0	4223.07	3959.88
69.7752	92.9149	67.2865	75.1861	94.4633	79.1977
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
49.5023	32.0002	40.8851	29.871	37.0103	35.0691
0.0	0.0	0.0	0.0	0.0	0.0
139.16299999999998	191.48	164.125	252.166	172.989	229.43200000000002
123.41799999999999	125.501	141.376	115.095	172.625	137.001
