Gene	Brain_Male2	Ovary_Female1	Ovary_Female2	Ovary_Female3	Testis_Male4
ENSOANG00000001713	47.02	0	0	0	0.12
Locus_69429	0	0	0	0.5	0.43
ENSOANG00000005927	4.64	6.3	10.31	6.78	1.54
ENSOANG00000013453	17.16	22.59	8.61	4.2	19.2
ENSOANG00000012826	9.15	9.06	21.93	28.3	21.87
ENSOANG00000014541	8.7	35.34	106.07	102.51	3.79
Locus_68528	0.15	11.9	1.61	3.87	38.8
blastnHuman.ENSG00000251170	0	0	0	0	0
Locus_162021	0.26	8.21	3.3	13.34	0.42
ENSOANG00000015636	18.48	45.37	24.24	22.22	38.26
ENSOANG00000000822	8.66	11.91	9.69	10.86	19.12
Locus_98339	0	0	0	0	1.09
Locus_146535	0.22	0.29	0.2	0.2	0.35
ENSOANG00000014470	0.02	0.06	0.04	0.14	0
Locus_170875	0	0.21	0.59	0.6	0.35
Locus_168938	0	0	0.09	0	7.3
ENSOANG00000015058	4.64	132.52	92.38	84.11	5.46
ENSOANG00000003207	1.86	0	1.21	2.21	3.57
blastnChicken.Locus_19205	0	0	0	0	0
ENSOANG00000002736	417.21	236.6	85.98	201.13	269.77
ENSOANG00000003575	11.08	0.06	0.08	0.41	0.05
Locus_1859	6.16	0.44	0	0	0.47
blastnHuman.ENSG00000238277	0	0	0	0	0
ENSOANG00000022366	115.41	90.55	182.97	270.73	94.34
Locus_91814	1.9	0.09	0.37	0.5	14.3
ENSOANG00000000475	0.02	23.94	30.66	24.29	5.06
ENSOANG00000004020	0	0	0	0	0
ENSOANG00000002739	0	0	0	0	0
ENSOANG00000010057	1.79	10.55	27.19	21.05	3.83
Locus_51212	0	0.66	1.14	0.46	0.13
Locus_95898	0	0	0	0	1.48
Locus_90421	0	0	0	0	11.54
ENSOANG00000011133	1.11	3.63	4.26	3.65	1.52
ENSOANG00000010987	10.57	14.58	15.58	18.91	11.22
ENSOANG00000002163	99.91	246.99	56.3	67.44	227.6
ENSOANG00000002948	0.19	2.82	9.22	10.88	2.51
ENSOANG00000002433	64.36	66.25	38.94	33.63	89.45
ENSOANG00000004231	430.68	781.05	469.12	763.04	191.53
ENSOANG00000008334	4.95	4.95	6.38	2.27	35.87
Locus_124109	0	0	0	0	1.75
ENSOANG00000006255	29.57	29.29	25.75	18.98	36.32
ENSOANG00000020815	2	29.32	5.5	12.06	0.4
Locus_90358	1.09	0	0	0	0.07
Locus_45407	0	0.06	0.08	0.04	7.6
ENSOANG00000007166	9.41	26.75	18.4	22.72	8.94
ENSOANG00000008440	0.03	0.04	0.08	0.11	94.27
Locus_88585	0	4.5	1.02	3.49	0
ENSOANG00000014725	0	10.77	5.77	31.22	0.77
ENSOANG00000011063	0.57	0	0	0.2	62.35
ENSOANG00000012681	7.22	6.82	17.28	13.59	2.26
ENSOANG00000012336	49.12	54.5	18.43	16.51	36.59
Locus_95692	0.43	0.47	0.65	0.92	0
ENSOANG00000005665	7.27	18.72	9.82	12.13	8.89
ENSOANG00000003517	15.22	5.03	6.36	8.91	2.54
ENSOANG00000000937	75.91	7.88	1.96	3.25	9.45
Locus_166579	1.13	4.64	1.04	1.22	10.86
ENSOANG00000003365	7.66	0.92	0.61	0.5	3.67
ENSOANG00000003438	0.08	0.03	0	0	0.11
ENSOANG00000009762	0.09	0.12	1.03	0.48	5.79
Locus_123356	0	0	0	0	1.66
Locus_122606	0	0	0	0	2.34
Locus_138628	1.44	4.47	3.3	2.44	2.84
Locus_29205	0	0.31	0.32	0.75	1.24
ENSOANG00000011111	17.7	27.42	15.31	18.29	60.62
Locus_169014	0.56	0.56	0.51	0	2.1
blastnHuman.CUFF.175691	0	0	0	0	0
ENSOANG00000004214	8.28	2.56	14.3	31.59	0.21
Locus_90680	0	0	0	0	0.54
Locus_49244	0.11	0	0.1	0	0.06
ENSOANG00000008614	38.28	33.85	18.3	31.56	30.93
Locus_35970	0	0	0	0	2.96
ENSOANG00000020196	217.2	193.86	319.71	361.42	405.73
ENSOANG00000009729	0.23	0	0	0.22	0
ENSOANG00000000372	6.11	12.31	8.02	7.5	8.36
ENSOANG00000019812	5.19	35.25	26.74	4.07	5.7
ENSOANG00000009357	2.06	4.76	5.66	4.71	16.26
ENSOANG00000011772	24.19	36	20.37	13.28	19.92
ENSOANG00000009850	0	0	0	0.07	25.98
Locus_188717	0	0.12	0	0	0.84
ENSOANG00000000732	4.26	6.22	12.53	17.5	1.95
ENSOANG00000002783	187.37	94.14	15.72	15.66	74.75
ENSOANG00000010633	5.58	3.27	8.06	8.3	11.02
ENSOANG00000000175	1.18	0.78	2	2.65	0.54
ENSOANG00000020984	0	0.74	0.38	0.91	0
ENSOANG00000014664	1.16	0.94	1.74	0.39	0.15
ENSOANG00000011338	1.49	0	0	0	0.03
ENSOANG00000007586	0	0.36	1.31	0.33	0
Locus_29317	0	0	0	0	1.25
ENSOANG00000001515	0.38	0.3	0.35	1.05	0.28
ENSOANG00000002064	47.98	7.22	2.38	2.84	376.49
Locus_177604	0.22	1.79	1.64	6.22	0
ENSOANG00000012739	73.8	28.53	37.77	59.44	46.23
Locus_166706	0.41	1.35	0.62	0	0.07
CUFF.94309	0	0	0	0	2.58
ENSOANG00000006009	2.37	0	0	0	112.96
ENSOANG00000002243	7.07	11.4	23.43	76.06	11.86
ENSOANG00000004661	21.28	6.34	6.3	4.46	2.58
ENSOANG00000005204	7.38	9.04	7.28	6.55	7.43
CUFF.161779	0	0	0	0	1.35
ENSOANG00000003646	3.52	0.16	0.1	0.1	0.26
ENSOANG00000011456	137.53	26.74	23.74	16.3	159.84
ENSOANG00000022295	0	0	0	0	0
Locus_135776	0	2.17	0.37	1.32	8.76
ENSOANG00000020474	48.37	0.59	0.85	0.24	0.19
Locus_141642	0	3.92	3	6.47	0
blastnHuman.ENSG00000254661	0	0	0	0	0
ENSOANG00000005959	8.07	17.13	16.19	13.8	13.88
Locus_31060	0.21	0.09	0.13	0.39	0.26
ENSOANG00000008603	0	0	0	0	0
Locus_89664	0	0.12	0.33	0.17	0.48
ENSOANG00000015655	9.64	4.66	5.54	10.86	7.94
ENSOANG00000019857	164.14	45.67	14.4	6.36	34.91
ENSOANG00000002148	477.71	420.22	86.04	53.9	289.58
ENSOANG00000013981	3.07	1.96	2.38	0.33	4.13
ENSOANG00000013641	138.24	66.2	23.72	44.83	3.67
ENSOANG00000000861	6.07	4.14	1.35	2.58	0.71
Locus_133785	1.75	0.78	4.28	6.63	1.02
ENSOANG00000009336	6.09	3.79	10.37	6.8	12.57
Locus_87736	0	0.47	0	0.97	0
ENSOANG00000012469	1.02	0.41	0.11	0.34	7.77
ENSOANG00000008671	4.23	8.19	3.98	1.53	10.49
ENSOANG00000020413	0.21	1.07	2.32	0.74	0.14
ENSOANG00000021517	71.79	0.07	0.31	0	0.42
ENSOANG00000013569	2.68	3.91	7.92	7.73	13.26
blastnGorilla.Locus_225474	0	0	0	0	0
blastnHuman.ENSG00000249231	0	0	0	0	0
ENSOANG00000005297	0	0.2	0.25	0.06	0.02
ENSOANG00000004801	96.76	151.19	157.08	258.4	511.59
ENSOANG00000011294	0.08	0.27	0.08	0.92	0.09
Locus_52787	0	0	0.04	0	26.06
Locus_37786	0	0	0.15	0	0.89
ENSOANG00000022215	25.57	26.77	75.44	96.42	31.54
ENSOANG00000015045	97.46	131.75	85.86	98.77	277.77
ENSOANG00000006858	0.14	1.65	1.76	1.78	0.67
ENSOANG00000021271	0	0.06	0.47	0.32	0
Locus_119270	0	0.91	4.06	6.31	0.55
ENSOANG00000005566	2.1	30.42	20.81	1.95	6.33
Locus_133435	4.07	0.68	0.7	0.94	1.51
ENSOANG00000011346	15.85	153.12	98.37	31.49	2.69
ENSOANG00000022580	12.3	19.79	39.78	30.36	27.1
ENSOANG00000005827	33.55	74.3	57.71	57.94	27.61
ENSOANG00000021120	0	0	0	0	0
ENSOANG00000013153	14	23.96	9.52	13.41	9.47
Locus_178352	0.18	5.2	3.52	3.17	1.55
ENSOANG00000003039	10.83	15.54	8.43	9.92	27.4
ENSOANG00000012479	14.54	11.95	10.73	9.68	26.59
ENSOANG00000010147	0	0	0	0	0
Locus_151218	0.13	2.52	0.93	2.11	0
Locus_90013	0.21	0.49	0.29	0	0.91
ENSOANG00000006686	32.8	1.87	2.86	2.07	1.4
ENSOANG00000008148	1.39	0.23	0	0	1.87
ENSOANG00000011840	38.25	52.11	10.66	5.13	125.84
ENSOANG00000009470	15.33	34.01	38.1	17.32	15.21
ENSOANG00000022539	2.13	0	0.56	0.56	0.98
ENSOANG00000007666	32.89	6.69	4.44	2.62	0.93
Locus_72641	3.65	0.39	0.08	0.08	1.66
ENSOANG00000008112	21.26	34.63	13.04	12.19	105.95
Locus_87349	0.38	0	0	0	21.63
ENSOANG00000007436	0	1.9	0.33	1.1	0.38
Locus_130081	0	1.78	0.31	0.62	0.18
ENSOANG00000019954	0.12	0.08	1	1.58	1.64
Locus_183796	0.68	2.69	1.07	5.24	0
Locus_25042	0	0.37	0	0.51	0.15
Locus_137379	1.72	0.38	0	0.53	0
ENSOANG00000007258	74.91	58.41	33.33	63.34	102.74
ENSOANG00000002412	8.98	5.67	2.84	1.48	1.56
ENSOANG00000015969	0	0	0	0	0
ENSOANG00000004159	9.81	3.47	6.27	11.99	10.97
ENSOANG00000003496	1.58	1.05	4.34	4.47	3.26
ENSOANG00000012664	48.07	85.3	70.16	15.25	23.44
blastnMacaque.CUFF.42824	0	0	0	0	0
CUFF.39537	2.58	1.47	1.01	0.34	2.38
ENSOANG00000000920	7.56	25.53	29.59	44.29	39.82
blastnHuman.ENSG00000256789	0	0	1.18	1.19	0.35
ENSOANG00000008177	173.38	37.7	52.71	77.11	44.77
ENSOANG00000003979	0	0.06	0.7	0.35	0.1
ENSOANG00000006548	32.25	0.27	0.45	0.08	2.07
Locus_14507	0	0	0	0	4.51
ENSOANG00000009555	0	0.17	13.56	1.66	0.03
Locus_19440	0	2.22	1.86	3.09	0.08
ENSOANG00000021786	0.12	0	0	0	0
ENSOANG00000022204	1.05	7.75	8.53	4.96	3.01
ENSOANG00000011887	23.51	22.68	14.98	9.95	0.92
Locus_113238	0	0	0	0	1.76
ENSOANG00000010832	0	0	0	0	0
CUFF.98654	0	0.36	0.33	0.85	1.18
ENSOANG00000005681	9.62	8.12	37.83	41.99	11.53
ENSOANG00000005869	13.91	5.37	5.65	8.4	1.79
ENSOANG00000014747	3.56	1.62	5.13	4.99	3.18
ENSOANG00000020110	0.89	0.45	0	0.41	0.48
Locus_191880	0.36	0	0	0	0.77
Locus_37314	7.62	17.12	10.18	28.53	118.65
ENSOANG00000000776	58.23	97.64	90.29	62.97	37.59
ENSOANG00000013299	8.47	27.96	5.35	3.9	14.99
ENSOANG00000000905	13.1	13.63	17.92	23.76	34.1
ENSOANG00000022665	0.42	0.28	0.19	0.39	1.25
ENSOANG00000007197	9.69	30.55	11.25	13.85	7.27
ENSOANG00000007030	61.82	24.28	30.54	41.54	124.05
ENSOANG00000002082	11.01	14.88	9.08	4.56	17.93
ENSOANG00000015682	10.17	16.5	12.91	9.48	35.58
ENSOANG00000001134	0	0.12	0.17	0.17	0
Locus_142769	0.41	0	0	0.19	0.22
ENSOANG00000001740	6.97	12.18	5.73	6.67	21.69
ENSOANG00000020261	2.79	8.52	3.25	0.6	1.45
ENSOANG00000007278	90.67	115.67	26.03	20.62	282.69
ENSOANG00000001957	0.45	1.27	5.95	12.56	2.53
ENSOANG00000004152	11.53	4.39	10.13	1.48	1.68
Locus_60537	0	0	0	0	1.08
ENSOANG00000007739	12.3	0.81	0.68	0.79	0.77
Locus_54176	0	3.33	3.51	10.76	0.17
ENSOANG00000013391	7.31	44.29	42.49	31.06	27.51
ENSOANG00000000900	69.33	58.52	22.39	13.08	18.56
Locus_69598	0	0.25	0	0	0.92
ENSOANG00000010596	9.1	5.07	6.95	8.61	5
ENSOANG00000015626	0	0	0	0	0
Locus_52942	0.36	139.82	69.61	166.56	0.88
ENSOANG00000001949	5.41	2.42	5.49	2.54	2.26
Locus_104797	0	0	0	0	0.18
ENSOANG00000020177	1.37	11.12	8.55	4.28	0.51
ENSOANG00000022365	92.57	160.26	60	38.65	60.16
ENSOANG00000010747	4.8	1.87	2.98	5.25	2.96
ENSOANG00000012433	44.84	41.58	26.06	24.22	61.34
ENSOANG00000010695	2.88	10.16	19.84	13.93	1.77
ENSOANG00000015335	0.09	0.24	0.33	0.66	2.12
ENSOANG00000013698	27.37	12.74	3.36	2.71	66.41
Locus_96592	0.62	0.41	0.19	0	4.88
ENSOANG00000006361	9.82	1.1	0.38	0.15	8
ENSOANG00000006631	2.84	462.28	361.06	484.16	7.56
blastnMacaque.Locus_341543	0	0	0	0	0
ENSOANG00000014215	3.68	5.08	12.33	16.81	6.49
ENSOANG00000020042	345.71	398.49	27.49	22.47	157.29
ENSOANG00000009455	144.93	71.31	6.41	6.26	2.08
ENSOANG00000013628	0.1	0.03	0	0	0.49
ENSOANG00000006185	34.96	19.31	9.12	11.7	18.75
ENSOANG00000014263	0	0.08	0.21	0	0
Locus_171061	0.28	0.18	0.25	0.38	0.07
Locus_120403	0.17	0	0	0	2.6
ENSOANG00000010326	0.28	0.22	0.36	0.21	64.1
ENSOANG00000004412	0	0	0	0	0.98
ENSOANG00000002566	59.29	124.11	37.27	41.14	47.09
Locus_111933	0	17.59	68.83	137.09	0.09
ENSOANG00000020972	3.26	3.77	0	0	3.87
ENSOANG00000005318	0.31	0.24	2.38	0.58	0
Locus_134283	0.53	0.18	0	0	2.28
ENSOANG00000012388	8.33	5.84	14.86	25.22	15.62
ENSOANG00000012085	23.71	7.25	8.81	10.82	2.68
Locus_51130	0.04	0.63	0.19	0.68	0
ENSOANG00000013710	0.96	0.12	0.22	1.39	0.23
Locus_48310	0	0	0	0	3.73
Locus_5665	0	0	0	0	2.6
blastnMouse.Locus_59955	0	0	0	0	0
ENSOANG00000000754	1.2	1.9	2.3	0.6	2.16
Locus_79779	0	0	0	0	1.44
Locus_170918	0	11.74	3.58	9.72	0
ENSOANG00000010875	3.45	7.31	10.85	14.39	6.39
Locus_90177	0	61.57	71.21	187.5	46.26
ENSOANG00000001558	15.08	11.91	8	2.56	27.05
Locus_188674	0	0.04	0.18	0.24	0.1
ENSOANG00000010528	206.27	183.21	69.89	42.85	431.07
ENSOANG00000000254	305.84	219.55	325.31	306.97	283.18
ENSOANG00000004942	3.17	9.36	8.36	22.13	5.75
ENSOANG00000002997	0.17	28.33	12.12	30.09	0.55
ENSOANG00000003698	34.85	125.87	132.61	216.93	27.48
ENSOANG00000011912	11.78	15.83	65.17	37.31	38.06
ENSOANG00000000718	23.45	28.77	11.08	5	27.69
Locus_42312	0	0	0	0	4.92
ENSOANG00000012206	4.87	7.16	11.71	17.1	5.46
ENSOANG00000012049	18.19	19.75	5.16	3.37	58.52
ENSOANG00000007329	20.96	50.05	26.11	14.8	16.98
ENSOANG00000012536	0	0	0	0	0
blastnHuman.ENSG00000224605	0	0	0	0	0
ENSOANG00000013879	0.55	6.51	6.89	7.24	2.19
ENSOANG00000010258	46.34	27.12	11.09	15.3	24.61
Locus_15099	0	0	0	0.32	1.12
Locus_63549	2.23	0	1.42	1.26	0.52
ENSOANG00000014524	5.25	9.85	15.08	18	11.83
Locus_55446	0	0.44	0.82	0.41	0.6
ENSOANG00000000505	30.32	56.93	66.31	105.47	65.99
ENSOANG00000022221	332.1	577.68	69.83	72.42	107.71
Locus_178473	0	3.99	0.99	14.88	0
Locus_44588	0.68	0.3	0	0	0
ENSOANG00000012411	23	10.53	6.69	4.12	27.49
ENSOANG00000012124	3.72	3.95	5.7	9.14	13.89
ENSOANG00000001410	1.1	9.46	14.8	15.16	0.28
ENSOANG00000008862	6.1	7.09	9.62	17.62	4.66
ENSOANG00000005848	16.6	29.23	11.99	10.92	9.83
ENSOANG00000000548	8.76	12.71	8.52	5.28	5.01
Locus_146037	1.31	5.51	47.38	14.02	1.23
ENSOANG00000006740	6.47	33.59	38.2	59.88	26.5
Locus_83725	4.39	0.44	0.24	0.62	2.73
ENSOANG00000002794	53.73	103.76	97.45	162.36	239.47
ENSOANG00000010774	31.33	155.92	41.61	37.66	180.8
Locus_26098	0	0	0	0	2.48
ENSOANG00000004804	33.33	40.4	36.44	14.76	4.3
ENSOANG00000012166	10.92	16.4	85.39	137.14	4.04
ENSOANG00000009876	43.22	49.98	38.89	35.26	38.04
ENSOANG00000004120	63.77	35.57	18.47	17.01	18.24
ENSOANG00000002320	23.63	58.28	7.82	4.3	78.88
ENSOANG00000001141	34.59	44.53	48.11	72.04	96.97
ENSOANG00000014306	0	0	0	0	0.05
ENSOANG00000011722	0.15	0.08	0.35	0.3	0.38
ENSOANG00000013523	1.12	0.2	1.21	2.07	0.55
Locus_123796	0.65	0	0	0	20.75
ENSOANG00000005119	18.03	20.62	16.53	23.63	19.22
ENSOANG00000021746	22.4	86.81	85.88	95.72	77.57
ENSOANG00000013610	6.23	14.15	54.32	45.26	12
ENSOANG00000008983	8.94	8.23	4.3	9.21	0.77
ENSOANG00000011893	2.51	1.79	3	2.26	2.72
ENSOANG00000009481	12.42	7.04	4.17	3.9	6.95
ENSOANG00000000242	0	0.68	0	1.23	0.22
ENSOANG00000014320	0	0	0	0	0
Locus_152414	0	1.27	0.87	0.99	0.06
ENSOANG00000002510	1.24	12.96	3.29	12.17	1.6
Locus_107241	0	0	0	0.36	3.1
ENSOANG00000003652	0	0	0	0	0
Locus_190530	0	0	0	0	1.13
Locus_30909	0	0	0	0	0.78
ENSOANG00000001150	2.58	5.12	4.6	8.67	2.23
ENSOANG00000021660	0	0.26	0.27	0.99	0
ENSOANG00000019926	104.06	187.04	81.13	108.6	806.37
ENSOANG00000003939	6.59	7.88	8.46	4.57	3.92
ENSOANG00000008934	20.97	5.54	3.27	2.61	15.85
Locus_96853	0	0	0	0	1.27
ENSOANG00000010112	44.76	62.94	27.75	20.97	93.24
Locus_148663	0	0	0	0	1.13
ENSOANG00000021217	6.08	21.56	29.21	66.21	12.84
Locus_124121	0	0	0	0	3.84
ENSOANG00000002522	0	1.27	5.68	6.71	0.47
ENSOANG00000009636	11.15	14.49	19.5	19.77	22.52
ENSOANG00000000497	173.52	1.04	0.32	0.44	1.75
CUFF.4318	3.84	0.23	0.32	0	1.13
ENSOANG00000015113	229.36	710.87	501.12	754.32	248.63
ENSOANG00000022003	0	0	0	0	0
Locus_15089	0	0	0	0	2.52
ENSOANG00000014086	4.45	2.61	0.79	0.91	0.13
ENSOANG00000009205	1.39	0.03	0	0.08	99.62
Locus_70718	0	0.99	0	0	0.3
ENSOANG00000003041	49.71	2.86	8.33	11.22	70.37
ENSOANG00000000316	0.1	1.73	3.66	4.63	0.11
ENSOANG00000000198	0	0	0	0	0
ENSOANG00000011081	1.9	9.03	5.24	7.56	15.22
ENSOANG00000012056	37.37	37.06	8.22	5.67	35.86
ENSOANG00000011240	10.33	1.49	0.79	1.36	4.8
CUFF.74783	60.3	85.57	9.17	30.89	32.48
ENSOANG00000004781	314.51	166.64	87.67	70.26	172.31
ENSOANG00000008256	0	0	0	0	0.09
ENSOANG00000000561	57.22	44.96	34.48	26.45	25.15
ENSOANG00000006942	53.55	6.61	5	3.64	2.32
ENSOANG00000001257	6.22	22.24	10.94	19.14	53.84
ENSOANG00000005287	83.93	15.11	11.64	4.38	1.94
Locus_76007	0	5.08	3.84	13.9	0
ENSOANG00000009646	0	0	0.06	0	1.6
ENSOANG00000009632	0.34	0.89	1.92	1.68	1.13
ENSOANG00000003149	17.07	0.24	0.07	0.47	0.57
ENSOANG00000008679	10.11	19.53	15.75	5.81	74.92
ENSOANG00000002209	0	0.1	0.05	0.14	0
ENSOANG00000014633	12.16	25.92	6.35	2.05	51.02
ENSOANG00000010016	2.82	0.88	1.38	2.56	0.06
ENSOANG00000001560	13.01	40.62	16.56	11.29	3.8
Locus_88132	0	2.57	0.27	1.37	0.16
ENSOANG00000002514	70.96	41.89	15.81	3.94	34.58
Locus_136255	0	0	0	0	1.65
ENSOANG00000012741	35.69	58.89	11.96	17.16	47.41
Locus_51972	0	0.08	0.06	0.35	5.61
Locus_173266	0	1.59	3.28	8.3	0
ENSOANG00000008049	11.2	2.55	3.76	8.61	3.97
ENSOANG00000008867	1.29	6.71	28.37	7.42	0.2
blastnHuman.XLOC_004562	0	0	0	0	0
Locus_43945	0.58	0	0	0.18	3.15
ENSOANG00000021210	29.61	85.02	83.77	121.29	58.29
ENSOANG00000007155	1.15	0.49	2.69	1.26	0
ENSOANG00000012781	0	0	0	0	0
ENSOANG00000014483	20.62	2.13	0.5	0.64	2.27
ENSOANG00000013497	176.8	157.05	76.68	157.3	53.97
ENSOANG00000011811	0.8	0.22	0.73	0.68	76.58
ENSOANG00000014778	4.77	9.84	258.61	397.03	15.42
Locus_66312	0	0.13	0.11	0.04	6.31
Locus_117808	2.44	0.44	1.73	0.51	0
ENSOANG00000012065	46.86	69.21	92.32	112.42	27.85
ENSOANG00000006965	52.87	70.71	54.34	67.7	197.05
Locus_44863	0.37	0.12	0.34	0.34	0
ENSOANG00000005965	8.76	0.19	0.57	0.84	0.56
ENSOANG00000003669	0.31	34.22	5.09	11.38	2.47
ENSOANG00000000432	2.05	14.23	14.51	3.76	4.1
Locus_188880	1.05	1.94	1.28	1.29	1.19
ENSOANG00000014285	12.86	28.82	15.27	10.47	14.12
ENSOANG00000001576	4.32	1.47	3.03	3.77	5.65
ENSOANG00000020552	61.22	94.25	13.33	19.79	156.2
ENSOANG00000003752	0	0.04	0.05	0.05	0.22
CUFF.70889	1.95	0.58	0	3.02	2.34
ENSOANG00000007740	53.33	22.69	14.31	7.07	10.47
ENSOANG00000011961	8.98	4.4	8.08	19	9.03
ENSOANG00000008367	0.06	11.38	6.64	10.66	80.93
ENSOANG00000000595	0.91	39.15	1012.45	230.48	28.29
ENSOANG00000007106	1.46	0.56	0.74	0.81	9.2
ENSOANG00000008034	4.15	2.5	4.95	4.56	1.61
ENSOANG00000008429	22.24	25.56	34.74	30.83	3.38
ENSOANG00000009154	3.32	6.07	4.38	2.78	8.31
blastnMouse.Locus_40844	0	0	0	0	0
Locus_188998	0	0	0	0	1.4
ENSOANG00000019862	4.46	54.89	115.06	133.31	6.92
Locus_136951	0.29	3.79	17.67	30.72	3.38
ENSOANG00000013750	4.83	18.36	24.36	23.19	14.32
Locus_183834	0.13	0.09	0.12	0.37	0.07
Locus_170183	0	0	0	0	1.47
ENSOANG00000001644	145.39	92.22	120.25	116.57	445.56
ENSOANG00000009918	12.84	5.15	6.3	3.37	4.92
Locus_167926	0	0.21	0	0.29	0.68
ENSOANG00000004977	34.09	78.58	28.65	21.2	88.52
ENSOANG00000007648	20.87	22.65	68.4	71.65	15.52
ENSOANG00000006336	1.35	4.08	3.81	2.4	1.66
Locus_64795	0	0	0	0	0.66
Locus_98076	0.42	0.07	0.1	0.1	0.9
ENSOANG00000011503	5.42	2.37	2.02	0	4.56
Locus_143232	0	1.02	0.56	0.86	0
ENSOANG00000014041	16.89	21.92	6.45	2.24	18.81
ENSOANG00000009863	203.97	339.65	424.67	519.63	65.07
ENSOANG00000005715	210.73	69.03	15.88	30.89	975.61
ENSOANG00000014294	9.9	27.02	7.42	5.15	19.71
ENSOANG00000001634	0	0	0	0	0
ENSOANG00000008661	8.04	73.93	35.38	51.3	19.44
Locus_8494	0	0	0	0	0.58
ENSOANG00000002198	0.98	5.37	6.88	3.83	0.64
Locus_113250	0	4.55	0	2.94	0.13
ENSOANG00000007732	57.8	35.04	12.92	8.59	21.38
blastnMacaque.Locus_191730	0	0	0	0	0
ENSOANG00000019977	0	0	0	0	0
ENSOANG00000011331	0.23	0.27	1.48	0.11	14.5
ENSOANG00000002665	152.87	193.68	41.1	21.22	29.95
ENSOANG00000008704	399.24	233.82	67.66	71.34	1923.08
ENSOANG00000013096	13.56	6.42	4.59	4.89	12.99
ENSOANG00000002501	0.68	0	0	0	0
ENSOANG00000002453	37.87	26.54	17.2	17.33	20.34
ENSOANG00000004927	260.37	553.7	183.76	209.17	274.81
Locus_79798	0.27	0.72	0.49	4.23	0.58
ENSOANG00000006590	63.67	20.21	19.08	20.42	66.78
ENSOANG00000007458	0	0	0	0.14	30.97
ENSOANG00000008757	17.07	11.85	22.28	33.66	13.33
ENSOANG00000005763	2.31	0.59	0.36	0.87	0.13
ENSOANG00000002437	5.48	12.38	8.38	10.69	12.84
CUFF.134571	0	12.16	7.55	12.28	0
ENSOANG00000005830	23.74	2.67	3.19	5.58	32.22
ENSOANG00000004808	154.91	320.56	190.53	236.5	120.84
ENSOANG00000000339	25.04	30.44	10.16	8.38	52.19
ENSOANG00000009545	48.64	19.3	10.87	8.37	33.95
ENSOANG00000012803	0	0	0	3.72	0
Locus_69024	0	0	0	0	0.37
ENSOANG00000005835	17.32	19.62	13.32	27.3	31.17
ENSOANG00000002141	0.63	34.32	4.18	4.87	227.87
blastnMouse.Locus_2839	0	0	0	0	0
ENSOANG00000011763	67.26	75.16	53.22	42.01	84.25
Locus_41009	0	0	0	0.07	0.29
Locus_165809	0	0	0	0	3.11
ENSOANG00000013830	56.6	34.33	81.12	49.91	71.77
ENSOANG00000015722	38	40.32	15.93	24.38	55.89
ENSOANG00000003773	6.97	19.71	36.46	52.76	11.17
blastnOpossum.Locus_35996	0	0	0	0	0
ENSOANG00000009159	580.85	456.95	332.82	289.36	420.61
ENSOANG00000014027	3.22	12.6	3.71	2.02	10.79
ENSOANG00000013579	2.96	2.31	4.87	8.81	1.38
ENSOANG00000003993	1.84	1.53	1.85	1.28	4.16
Locus_19449	0.47	0	0.57	0.29	0.59
Locus_14197	0.08	2.17	0.82	2.42	1.45
ENSOANG00000001581	46.37	35.77	12.82	8.85	33.98
ENSOANG00000020330	45.68	7.3	7.73	10.97	14.94
ENSOANG00000010623	4.54	12.99	11.97	5.92	0.57
ENSOANG00000004653	7.85	1.51	3.87	3.93	6.9
ENSOANG00000003744	919.68	423.62	474	604.47	638.98
ENSOANG00000013028	0	0	0.21	0	0.56
ENSOANG00000004616	30.3	92.98	18.7	28.99	50.91
ENSOANG00000013142	75.03	110.51	47.34	68.11	220.7
ENSOANG00000003733	3	0	0.32	0.43	0.06
ENSOANG00000011160	5.55	45.7	53.76	76.23	7.6
ENSOANG00000002054	7.91	23.67	13.54	27.3	2.2
ENSOANG00000004029	192.21	112.99	101.66	104.46	494.63
Locus_32078	0	0.2	0.28	0.56	1.13
ENSOANG00000014414	10.34	10.04	5.36	3.9	2.46
ENSOANG00000003825	1.93	7.12	7.26	8.64	2.31
ENSOANG00000002338	6.62	4.68	7.98	8.45	1.41
ENSOANG00000014846	0	0	0	0	42.71
Locus_56448	2.68	1.3	0.22	0	0
Locus_33563	0	9.33	1.23	3.65	0
Locus_111342	0	0.19	0	0	1.23
ENSOANG00000009787	7.94	0.04	0.07	0.07	0.2
ENSOANG00000012300	0	0.97	1.11	0.84	95.46
ENSOANG00000011626	0	0	0	0	0
Locus_147631	0	0.54	0.74	0.75	0
ENSOANG00000008345	132.1	72	28.32	34.39	177.53
ENSOANG00000022377	19.65	15.91	4.97	14.29	23.82
ENSOANG00000015247	0	0.45	0.04	0	0.05
ENSOANG00000005464	0.04	73.56	21.74	40.96	4.04
ENSOANG00000011145	1.96	3.1	4.75	0.98	2.29
ENSOANG00000021401	39.19	25.64	24.91	21.79	77.97
Locus_23850	0.7	3.26	0.32	0.32	0
ENSOANG00000021322	0.16	0.52	0.68	0.9	0.54
ENSOANG00000009826	0.54	8.38	4.42	2.73	0.14
Locus_109450	0	0.17	0.23	0.7	0.27
Locus_189074	0.28	0	0	0	0.08
Locus_14165	0.92	0	0.85	0	0.5
ENSOANG00000013197	4.72	1.27	2.81	5.99	0.4
