Gene	Brain_Female1	Brain_Male1	Brain_Male2	Cerebellum_Female1	Cerebellum_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Testis_Male1	Testis_Male2
Locus_38917	0.33	0.34	0.09	0.3	0.53	0	0	0	0	0	0	1.07	0.99
ENSMMUG00000008225	5.73	4.95	4.43	3.31	3.14	5.59	5.78	3.55	3.83	3.99	4.41	1.11	0.7
blastnHuman.CUFF.149882	0	0.09	0	0	0	0	0	0	0	0	0	0.29	0.55
ENSMMUG00000007560	1.82	2.77	4.06	3.74	4.15	7.32	4.19	6.67	6.6	4.5	4.27	9.89	12.29
ENSMMUG00000008178	76.56	43.35	69.14	17.7	34.6	30.03	49.21	40.83	28.24	38.19	91.61	137.33	119.61
blastnHuman.XLOC_007542	0	0	0.2	0.18	0	0	0	0	0	0	0	0	0
CUFF.131019	0.37	0	0	0.51	0.59	0	0.49	0.55	0	0	0.47	0.23	0
ENSMMUG00000009742	1.67	2.78	2	3.58	2.51	8.31	9.18	12.8	9.65	9.6	9.27	27.79	49.09
blastnHuman.XLOC_006407	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_249305	0.23	0.07	0.18	0	0	0	0	0	0.66	0.38	0.57	1.06	2.18
blastnHuman.ENSG00000256204	0	0.1	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000008680	0.18	0.14	0	0	0.07	2.58	1.06	5.25	3.76	0.15	0	0.04	0.17
ENSMMUG00000001917	39.67	43.9	55.81	1.63	3.59	1.21	0.63	0.7	0.69	1.97	2.69	3.17	0.45
blastnHuman.ENSG00000227017	0	0.22	0	0	0	0	0	0	0	0	0	0.3	0
ENSMMUG00000021372	5.92	5.26	10.44	3.22	6.11	2.02	5.23	4.48	2.12	4.6	8.56	1.23	1.05
blastnGorilla.Locus_371371	0	0	0	0	0	0	0	0	0	0	0	0.09	0
ENSMMUG00000017471	33.46	39.45	41.71	22.84	22.21	121.96	60.24	46.7	14.16	63.94	72.01	42.99	89.75
Locus_18132	0	0	0	0	0	0	0	0	0	0	0	1.06	0.26
ENSMMUG00000007265	58.82	54.58	65.86	22.25	50.05	58.79	47.45	37.85	39.79	50.39	64.77	120.15	163.85
blastnPan.Locus_40106	0	0	0	0	0	0	0	0	0	0	0	0	0.4
ENSMMUG00000021384	0.42	1.58	1.2	0.19	0.56	0	0.37	2.89	1.43	3.48	1.94	10.37	12.53
ENSMMUG00000014634	0.61	0.37	0.09	0	0	0	0.16	0.18	0	0	0	0.37	0.15
blastnHuman.XLOC_002897	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnOrangutan.Locus_106300	0	0	0.3	0	0	0	0	0	0	0	0	0.08	0
ENSMMUG00000007548	0.22	0.08	0	0.07	0.09	0.18	0.07	3.31	5.84	9.74	15.53	0.75	0.61
ENSMMUG00000007164	0	0	0	0	0	0	0	0	0	0	0	0.15	0.24
blastnPan.CUFF.165054	0	0	0	0	0	0	0	0	0	0	0	0.88	0
ENSMMUG00000013951	9.15	12.29	13.24	4.14	8.09	5.42	9.66	10.26	5.33	9.97	31.18	10.79	8.67
Locus_500747	0	0	0	0	0	0	0	0	0	0	0	1.37	1.08
blastnPan.Locus_42820	0	0	0	0	0	0	0	0	0	1.39	2.11	0	0
ENSMMUG00000022601	6.12	7.13	8.33	7.25	5	4.53	1.72	3.11	5.49	4.08	2.46	9.42	14.27
blastnHuman.Locus_17334	0	0.24	0	0.27	0.96	0	2.11	0	0.58	0.66	0	0.16	0
ENSMMUG00000016459	204.68	183.3	319.6	40.62	50.16	117.18	121.27	129.68	66.93	113.42	140.13	46.59	68.68
ENSMMUG00000017401	31.38	33.06	42.49	5.34	4.71	4.33	3.54	10.57	9.47	0.45	0.34	1.37	1.1
ENSMMUG00000017288	22.94	20.67	30.16	16.98	17.05	46.4	28.1	19.23	13.25	16.48	37.94	26.21	38.51
blastnPan.CUFF.225412	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000011156	1.04	0.79	1.72	1.25	1.34	2.65	0.34	0.19	0.19	1.29	0.98	2.52	1.82
Locus_209823	0	0	0	0	0	0	0	0	0	0	0	1.93	0.65
Locus_246388	0.5	0.31	0	0.34	0	0	0	0	0	0	0	0.51	0.32
ENSMMUG00000012065	3.65	3.08	2.91	2.96	3.17	1.03	1.43	1.3	2.87	0.67	1.11	63.93	92.28
ENSMMUG00000029585	0	0.16	0.4	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000001442	0	0	0	0	0	0	0	0	0	0	0	0.04	0
Locus_19731	0	0.04	0	0	0	0	0	0	0	0	0	0.84	0.41
Locus_273915	0	0	0	0	0	0	0	0	0	0	0	0.96	0
ENSMMUG00000030401	5.64	6.92	6.43	3.51	5.88	2	4.65	2.57	3.92	2.95	8.19	173.01	202.06
blastnHuman.Locus_12632	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000001846	1.27	1.81	2.42	0	0	0.17	0.39	0.29	0.28	0.16	0	0.9	0.81
ENSMMUG00000021187	2.72	0.81	1.19	1.17	0.42	0.7	0.15	0.95	0.26	0.58	0.15	9.36	11.09
ENSMMUG00000005140	9.71	11.34	14.87	5.33	6.64	7.83	10.04	13.06	12.92	10.68	47.35	29.22	25.27
blastnGorilla.Locus_393778	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000021250	0.24	0.11	0.37	1.15	2	0	0	0	0	0	0	30.77	29.74
ENSMMUG00000002202	0.1	0	0.04	0	0.04	0	0	0	0.15	0	0	27.4	26.11
ENSMMUG00000006787	0	0.18	0	0	0.23	0.5	0.39	0.86	1.28	0	0	0.42	0.56
ENSMMUG00000018764	0.36	0.54	0.14	0.73	0.71	3.31	1.63	1.3	1.03	1.76	3.12	1.61	4.29
ENSMMUG00000002065	16.06	14.88	19.93	11.79	12.47	29.69	23.44	7.54	11.84	6.98	12.87	10.1	10.95
Locus_370615	0	0	0	2.82	0.22	0	0	0	0	0	0	0	0
ENSMMUG00000015265	0	0	0	0	0	0	0	0	0	0	0	0.29	0.23
ENSMMUG00000003875	25.66	30.25	28.84	10.24	17.81	44.81	48.6	51.85	32.1	84.24	109.17	15.15	6.55
blastnHuman.ENSG00000224173	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000003803	0	0.35	1.12	0	0	0	0	0	0	0	0	0.23	0.18
ENSMMUG00000017044	0.85	1.4	1.43	1.73	0.89	1.29	0.9	1.53	0.76	0.66	0.15	2.06	1.2
ENSMMUG00000022585	1.38	2.63	1.38	2.91	2.07	2.56	1.98	3.42	2.59	172.66	36.94	3.09	4.71
blastnPan.CUFF.414395	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000016827	11.21	13.04	13.9	9.08	12.02	87.07	30.01	12.11	9.86	6.12	17.47	32.28	52.8
blastnHuman.ENSG00000237283	0	0	0	0	0	0	0	0	0	0	0	0	0.17
ENSMMUG00000032012	0	0.15	0	0.34	0	0.42	0	0	0.36	0	0	2.18	2.97
ENSMMUG00000010084	0	0	0	0	0.27	0	0.45	0	0	0	0	0.07	2.62
ENSMMUG00000018222	13.15	14.59	15.47	17.17	13.96	20.29	15.75	6.3	9.58	8.25	3.84	14.72	11.84
blastnMouse.CUFF.153832	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_441816	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000021024	1.23	1.62	1.24	3.38	2.24	0.24	0.5	1.11	0.89	0.47	0	8.42	6.56
Locus_115904	0	0	0	0.2	0.47	0	0	0	0	0.49	0	1.2	1.71
ENSMMUG00000004273	49.2	50.19	52.28	21.32	18.13	1.17	0.97	1.12	1.86	0.08	0	8.17	6.74
ENSMMUG00000007203	5.55	5.27	6.01	10.35	6	2.19	4.61	4.87	2.14	3.04	2.08	10.4	10.2
ENSMMUG00000032098	4.53	5.22	3.15	3.71	3.95	17.61	46.34	3.98	4.59	5.96	3.4	4.91	1.72
blastnPan.Locus_106615	0	0.29	0.74	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000017799	8.15	8.25	10.13	7.5	13.08	8.36	6.68	5.22	3.27	12.21	21.45	6.05	4.2
blastnHuman.XLOC_006638	0	0.32	0	0	1.65	0	0	0	0	0	0	0.21	0
blastnGorilla.Locus_133190	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_40662	0	0	0	0	0	0	0	0	0.52	0	0	11.43	7.01
blastnHuman.XLOC_011747	0	0	0	0	0	0	0	0	0	0	0	0.03	0
ENSMMUG00000019397	4.03	6.11	2.34	0.69	2.39	13.61	10.57	5.9	7.29	0	3.77	3.03	0.64
blastnGorilla.Locus_353209	0	0	0	0	0	0	0	0	0	0	0	0.08	0
ENSMMUG00000013942	0.02	0.01	0.02	0	0	0	0	0	0	0	0	0.32	0.22
ENSMMUG00000000903	1.53	1.95	3.74	0.33	0.51	0.54	0.95	0.12	0.23	0.79	0.2	0.32	0.26
ENSMMUG00000009777	0	0	0	0	0	0	0	0	0	0	0	0	0.08
ENSMMUG00000000725	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000001903	0.31	0.56	0.24	0.63	0.73	1.56	1.61	0.45	0	0.51	0	1.3	3.71
ENSMMUG00000001365	0.13	0.12	0.09	0.02	0.05	0.14	0.13	0.02	0.02	0.06	0.23	6.6	11.11
Locus_371508	0.67	0	0	0	0	0	0	0	0	0	0.83	3.08	2.54
blastnPan.Locus_116583	0	0.13	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000006861	0	0	0	0.03	0	0.07	0.06	0	0	0	0	9.87	12.53
Locus_189727	0	0	0	0.92	0.76	0	0.21	0.7	2.19	40.97	15.7	1.47	0.71
blastnGorilla.Locus_442270	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_149145	0	0.1	0	0.22	0	0	0	0	0	0	0	0	0
ENSMMUG00000001893	18.38	23.17	22.25	26.83	18.25	16.24	8.56	22.2	17.72	105.59	24.21	7.67	7.74
ENSMMUG00000018249	0	0.07	0	0	0	0	0	0	0	2.69	0	1.08	1.63
blastnGorilla.Locus_337580	0	0	0	0	0	0	0	0	0	0	0	0.17	0
ENSMMUG00000001736	0	0.36	0.37	0	0.19	0	0.31	0	0	0	0	45.3	40.48
ENSMMUG00000023105	2.8	2.94	4.27	0.7	0.34	1.72	0.67	0.62	0.49	0	0.74	0.15	0.11
ENSMMUG00000006317	0.13	0.23	0.2	0.18	0	0.22	0.84	0.75	0	0.42	0	2.19	4.89
blastnMouse.Locus_66991	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnMouse.Locus_52640	0	0	0	0	0	0	0	0	0	0	0	0.12	0
ENSMMUG00000000114	0	0.09	0	0	0	0	0	0	0	0	0	0.18	0
blastnHuman.CUFF.434665	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_29443	0	0	0	0	0	0	0	0	0	0	0	0.29	0
ENSMMUG00000031449	0.88	0.53	0.45	0.25	0.52	0.74	0.38	0.53	0.11	0.24	0.36	5.08	8.69
ENSMMUG00000011350	172.55	120.91	197.11	76.49	113.13	453.96	384.58	213.57	112.93	206.5	479.1	471.51	320.22
ENSMMUG00000031477	0	0	0	0	0	0	0	0	0.1	0	0	13.53	13.96
Locus_139466	0	0	0	0	0	0	0	0	0	0	0	2.75	1.12
ENSMMUG00000031022	0	0.26	0	0	0.1	0	0	0.88	0.17	0.2	0.15	2.3	0.15
ENSMMUG00000001065	0	0	0	0	0	0	0	0	0	0	0	0.03	0
ENSMMUG00000008578	53.73	54.52	24.33	10.83	25.12	0	0	0.41	0	12.82	28.51	1.12	0.18
blastnOrangutan.Locus_206915	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000232193	0	0	0	0	0	0	0	0	0	0	0	0.12	0
ENSMMUG00000005228	81.13	60.87	81.44	42.35	40.9	118.26	67.02	49.45	51.07	85.93	126.2	123.51	281.04
ENSMMUG00000010489	6.35	7.94	9.6	5.67	6.21	21.46	13.07	27.28	24.04	32.38	36.46	4.58	4.82
blastnHuman.ENSG00000253388	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000985	7.8	6.29	5.62	4.48	4.07	5.09	12.55	19.97	17.19	6.12	7.75	15.83	11.57
ENSMMUG00000016125	0	0	0	0	0	0	0.23	0.52	0.25	6.66	13.42	0.57	0.56
ENSMMUG00000001285	3.32	5.36	5.99	2.4	4.34	1.31	2.42	1.92	1.9	0.34	0.82	2.09	3.3
ENSMMUG00000013800	2.44	2.38	3.38	2.53	1.29	43.8	20.2	18.75	16.62	105.07	72.92	3.53	4.74
blastnPan.CUFF.422082	0	0.04	0	0	0	0	0	0	0	0	0	0	0
blastnOrangutan.Locus_217670	0	0.18	0.45	0.4	0	4.91	0	0	0.84	0.96	0	0	0.37
ENSMMUG00000031950	0	0.31	0	0	0.41	0	0	0	0	0	0	1.67	0.66
ENSMMUG00000007945	24.58	22.48	26.78	4	4.53	0.55	2.97	7.74	11.67	0.77	0.9	0.36	0.34
ENSMMUG00000003497	0.67	0.69	0.49	80.29	89.83	0.19	0.5	0.09	0.21	0.03	0.06	2.56	1.44
Locus_289361	0.82	0.1	0	0	0	0	0	0	0	0	0	0.03	27.19
blastnGorilla.Locus_417363	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnMouse.Locus_71822	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000031338	0	0	0	0	0	0	0.89	0	0.98	0	0	2.44	6.86
Locus_394493	0	0	0	0	0	0	0	4.58	0.18	0.62	0.16	0.1	0.16
ENSMMUG00000008788	0	0	0	0	0	0	0	0	0	0	0	0.18	0
blastnHuman.Locus_100635	0	0	0	0.24	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_160263	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_240358	0	0	0	0	0	0	0	0	0	0	0	3.65	3.76
blastnGorilla.Locus_240178	0	0.16	0	0	0	0	0	0	0	0	0	0	0
blastnPan.CUFF.336637	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000003608	3.68	5.35	3.57	1.03	3.66	704.95	284.96	0	1.64	0.47	0.59	0.55	0.36
ENSMMUG00000011069	23.72	17.55	19.35	20.03	24.7	17.65	22.89	23.53	22.78	29.63	38.29	72.95	80.09
ENSMMUG00000008059	3.06	2.1	1.18	4.11	3.2	1.21	2	1.71	2.73	0.15	0.22	6.01	3.3
ENSMMUG00000019848	6.71	7.28	7.12	7.41	7.91	8.55	7.35	7.67	8.2	8.12	10.2	17.12	23.53
ENSMMUG00000020989	3.21	2.36	3.79	11.73	8.65	5.43	10.22	16.57	10.58	81.94	163.86	1.94	1.38
ENSMMUG00000000838	25.03	38.98	33.91	2.54	7.2	18.29	18.38	70.58	46.44	10	49.02	16.61	9.68
ENSMMUG00000012110	1.4	1.67	1.81	1.52	1.39	5.93	13.5	23.45	13.37	6.93	20.16	2.54	2.15
ENSMMUG00000002771	0.77	0.74	0.72	0.81	0.88	0.72	0.78	1.78	3.57	0.37	0.85	4.21	4.33
ENSMMUG00000004051	0.76	3.32	0.92	1.04	2.84	5.87	8.68	31.92	97.4	22.14	80.4	5.67	3.85
ENSMMUG00000022214	0.08	0.23	0.29	0.05	0.24	0.25	0.39	0.88	0.54	0.99	0.28	7.72	11.52
blastnHuman.Locus_62129	0	0	0	0	0	0	0	0	0	0	0	0.08	0
blastnGorilla.Locus_416014	1.3	0	0.5	0.44	0	0	0	0	0	0	0	0	0
ENSMMUG00000008045	6.94	9.51	9.01	7.09	7.08	9.22	2.23	4.92	2.97	4.31	5.4	2.98	1.94
blastnHuman.ENSG00000229525	0	0	0	0	0	0	0	0	0	0	0	0.48	0.3
ENSMMUG00000015694	0	0.19	0.12	0.22	0.38	0.54	0.63	0.23	0.46	0.26	0	4.26	4.58
ENSMMUG00000019686	0	0	0	0	0	0	0	0.41	0	0	0	0.11	0
ENSMMUG00000007696	1.06	1.12	1.02	0.59	0.63	4.47	7.46	5.71	5.17	34.71	34.62	8.02	5.91
blastnHuman.ENSG00000226716	0	0	0	0	0	0	0	0	0	0	0	0	0.24
Locus_19150	0	0.26	0	0	0	0	0.56	0	0	0	0	0.26	0.27
blastnPan.CUFF.279973	0	0	0	0	0	0	0	0	0	0	0	0.18	0.25
ENSMMUG00000001424	6.81	8.11	8	4.98	6.22	0	0.1	0.15	0.11	0.04	0.06	3.93	4.19
ENSMMUG00000015182	9.47	12.98	12.99	13.44	10.71	40.14	33.39	46.65	56.02	33.42	34.66	18	17.91
ENSMMUG00000002168	0.06	0.11	0.19	0.04	0	0	0	0.18	0.27	0	0	191.93	356.91
ENSMMUG00000010782	7.44	8.21	9.54	4.76	6	10.3	10.9	17.75	9.41	1.99	6.7	69.14	71.39
Locus_340034	0	0.09	0.12	0	0	0	0	0	0	0	0	3.77	2.44
ENSMMUG00000020221	0	0.2	0.25	0	0	1.11	0	0	0	0.54	0	3.17	2.29
ENSMMUG00000004031	0.15	0.18	0.11	0.1	0.24	0	0	0	0	0	0	0	0
ENSMMUG00000013344	1.34	1.54	1.24	1.64	3.18	0.45	0.35	0.39	0	1.76	0.67	29.24	23.59
ENSMMUG00000004101	13.17	11.64	10.76	17.97	11.01	10.96	13.37	14.11	18.79	24.41	5.79	28.52	25.63
ENSMMUG00000022324	0.56	0.82	0.92	0.38	0	0.13	0	0.58	0.23	129.81	568.7	0.32	0.2
ENSMMUG00000031841	0	0	0	0	0.4	0	0	0	0	0	0	0	0
ENSMMUG00000004389	13.06	10.28	13.14	20.83	16.37	0	0	0	0.05	0.17	0.3	2.87	2.64
Locus_341900	0	0	0	0	0	0	0	0	0	1.03	0	0.63	1.98
ENSMMUG00000000213	0.44	0.13	0	0.3	0	0	0.58	0.64	0.64	0	0.55	0.27	0.56
blastnHuman.ENSG00000243969	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnGorilla.CUFF.88973	0	0	0	0	0	0	0	0	0	0	0	13.96	17.9
blastnGorilla.Locus_371338	0	0	0	0	0	0	0	0	0	0	0	0.15	0
ENSMMUG00000018555	2.34	2.27	2.06	2.32	1.78	2.17	1.26	1.81	2.79	1.44	0.75	3.12	2.94
blastnMouse.Locus_39870	0	0	0	0	0	0	0	0	0	0	0	0.54	2.26
Locus_288788	0.28	0	0	0	0	0	0	0	0	0	0	11.95	13.12
ENSMMUG00000019108	8.64	7.67	9.22	2.73	2.54	9.04	4.95	3.89	5.17	7.78	15.43	5.84	6.11
ENSMMUG00000007660	20.81	23.91	18.35	17.18	10.21	16.87	16.37	21	9.64	35.94	42.88	16.54	9.1
blastnHuman.ENSG00000236414	0	0	0	0	0	0	0	0	0	0	0	0.08	0.26
blastnHuman.Locus_45778	0	0	0	0	0	0	0	0	0	0	0	0.13	0
blastnHuman.Locus_175696	0.42	0.13	0.33	0.58	0	4.27	0	1.23	1.22	0	0	0.25	0
ENSMMUG00000012773	0	0	0	0	0	0	0	0	0	0	0	8.62	8.92
ENSMMUG00000012632	0	0.06	0	0	0.24	0.34	0.53	0.89	0	0	0	4.55	2.64
ENSMMUG00000000683	13.71	23.7	43.92	0.16	0.95	0.41	0.63	0	0	0	2.1	4.69	2.29
ENSMMUG00000018428	2.28	1.15	1.32	3.24	1.2	5.13	3.74	3.61	3.02	1.56	0.24	12.43	15.3
ENSMMUG00000015782	0	0.07	0	0	0.18	0.38	0.29	0	0	0	0	2.38	2.56
ENSMMUG00000023690	270.25	266.17	350.6	123.55	202.68	6.47	0.89	0.49	0.33	0.93	0.7	1.92	2.21
blastnMouse.Locus_81969	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000243276	0	0	0	0	0	0	0	0	0	0	0	0.05	0.16
ENSMMUG00000001705	0.92	1.14	0.79	8.86	7.29	4.64	5.47	6.93	7.66	1.34	0.38	0.94	0.87
ENSMMUG00000017921	2324.41	1687.05	2260.7	839.84	894.91	321.67	262.26	344.17	467.84	325.15	501.69	1515.42	1264.04
ENSMMUG00000001276	13.19	21	19.28	5.18	10.02	14.28	9.25	3.53	1.68	0.72	2.41	6.35	5.39
ENSMMUG00000001652	0.11	0.1	0	0	0.35	0	0.14	0	0	0	0	0.22	0.35
ENSMMUG00000019074	7.5	5.33	6.62	0	0	0	0	0	0	0	0	0.02	0
ENSMMUG00000032353	3.26	4.69	5.46	6.48	3.65	4.13	1.78	1.19	2.36	5.36	1.02	0.82	0.69
ENSMMUG00000004081	0.95	1.44	0.9	1.4	1.12	1.86	0.41	0.18	0.36	0.31	0.2	8.26	8.81
Locus_288818	0.33	0.26	0.46	4.19	13	0	0.09	0	0.1	0.11	0	0.11	0.04
blastnMouse.ENSMUSG00000087185	1.1	2.34	0	0	0.87	0	0	0	0	1.81	0	0	0
Locus_476277	0	0	0	0	0	0	0	0	0	0	0	0.24	0.38
ENSMMUG00000014891	7.52	10.97	12.31	10.39	13.46	4.18	2.85	120.51	253.89	11.39	19.51	16.1	14.48
ENSMMUG00000010548	3.53	6.1	6.38	6.8	4.38	3.06	6.06	8.75	4.33	9.69	5.66	3.71	2.3
ENSMMUG00000004539	13.42	13.22	12.02	10.08	13.02	4.11	13.07	5.67	4.79	2.72	2.86	52.13	49.14
ENSMMUG00000030173	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_139234	0	0.08	0	0	0	0	0	0	0	0	0	0.87	0.52
ENSMMUG00000004563	32.04	38.21	43.83	12.18	16.95	7.79	11.58	7.39	4.28	17.62	31.15	1.49	1.16
Locus_210235	0	0	0	0	0	0	0	0	0	0	0	2.85	2.31
ENSMMUG00000014514	8.38	5.51	8.52	4.41	4.36	4.85	10.67	5.25	3.81	2.76	5.08	8.84	6.83
ENSMMUG00000013573	90.59	117.53	207.48	17.98	46.08	158.53	76	64.62	17.8	56.15	365.77	48.21	90.2
ENSMMUG00000031122	3.14	2.31	1.04	1.53	2.49	10.61	4.71	3.28	5.85	4.43	1.68	0.99	3.7
ENSMMUG00000020547	0.73	0.2	0.36	0.27	0.26	4.72	3.49	6.04	4.82	8.21	4.99	4.25	5.15
ENSMMUG00000007258	14.81	17.96	21.35	8.73	15.85	30.99	24.93	20.44	15.35	12.46	88.29	5.78	3.84
blastnGorilla.CUFF.299909	0	0	0	0	0	0	0	0	0	0	0	0.05	0
blastnPan.Locus_40034	0	0	0	0	0	0	0	0	0	0	0	0.24	0
Locus_188041	0	0	0	0	0	0	0	1.05	1.04	0	0	0.14	0
blastnGorilla.Locus_293336	0	0	0	0	0	0	0	0	0	0	0	0.06	0.55
ENSMMUG00000005001	5.72	4.86	4.43	3.45	3.41	29	21.09	10.14	10.91	24.03	11.18	2.61	1.37
Locus_340113	0	0.03	0	0	0	0	0	0	0	0	0	2.62	0.81
Locus_192595	0.15	0.32	0	0	0.12	0	0	0	0	0	0	1	0.95
blastnHuman.ENSG00000253220	0	0	0	0	0	0	0	0	0	0	0	0.09	0.57
ENSMMUG00000014251	10.35	7.37	8.12	11.93	8.86	4.69	4.16	4.57	5.3	6.27	2.97	17.02	19.66
Locus_373543	0	0.07	0	0	0.09	0	0	0	0	0	0	1.83	1.17
blastnMouse.ENSMUSG00000085842	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.CUFF.166802	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000015152	10.82	8.75	9.82	14.03	12.44	16.36	10.82	10.8	9.99	12.74	9.93	11.02	19.82
ENSMMUG00000003364	0	0.3	0.11	0.1	0	0.48	0.75	0.21	0	45.79	2.51	0.58	0.55
Locus_472660	0	0	0	0	0	0	0	0	0	0	0	0.13	0.85
blastnHuman.XLOC_000428	0	0.15	0	0	0	0.42	0.32	1.09	0.36	1.22	0	0.05	0
ENSMMUG00000010058	3.27	3.95	2.93	2.56	3.21	2.2	5.4	3.41	4.47	5.73	13.53	8.47	10.88
Locus_39663	0	0.06	0	0	0.15	0	0	0	0	0	0	0.57	0.95
ENSMMUG00000006895	3.14	4.9	5.21	4.29	1.42	7.58	12.36	17.07	8.44	10.34	10.65	13.7	5.41
ENSMMUG00000005736	0.15	0.04	0.04	0.3	0.27	0.08	0.63	5.8	2.1	113.28	73.92	0.29	0.09
blastnMouse.Locus_60130	0	0	0	0	0	0	0	0	0	0	0	0.17	0
ENSMMUG00000020389	1.08	1.31	1.39	0.71	0.64	0.3	0.18	0.46	0.72	0.81	0.34	3.93	3.96
Locus_273459	0	0	0	0	0	0.7	0.14	1.97	1.05	0	0	4.32	3.47
Locus_312775	0	0	0	0	0	0	0	0	0	0	0	6.07	3.64
ENSMMUG00000022563	0.27	0.25	0	0	0	0	0	0	0	0	0.34	0.05	0
ENSMMUG00000000241	0	0.09	0	0.06	0	0.47	0	0.14	0	422.4	210.32	0.02	0
blastnPan.Locus_152540	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000017865	0	0	0	0	0	0	0	0	0	0	0	7.48	8.5
ENSMMUG00000002447	0	0	0	0	0	0	0	0	0	0	0	2.51	2.74
ENSMMUG00000021649	3.29	4.92	5	2.1	2.05	54.62	23.46	12.85	8.74	10.73	5.72	4.25	4.65
blastnHuman.Locus_45835	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000010171	0.98	0.83	0.83	0.33	0.54	3.79	5.5	3.57	0.85	3.21	3.78	0.71	0.06
ENSMMUG00000014926	0.07	0.09	0.28	0.15	0.17	1.11	2.2	0.96	0.42	4.08	0.73	3.18	5.23
blastnPan.Locus_45551	0	0.15	0	0	0	0	0	0	0	0	0	0.2	0.16
ENSMMUG00000002029	2.29	2.56	4.63	1.68	1.95	0.6	10.39	2.06	8.67	13.33	1.1	3.29	0.78
ENSMMUG00000032494	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000398	38.47	44.03	64.9	12.22	19.68	2.75	1.88	14	7.54	0.75	2.6	2.12	1.16
ENSMMUG00000006191	3.66	5.97	7.9	1.46	2.9	9.53	16.2	17.18	11.48	35.38	25.91	11.15	10.06
ENSMMUG00000009811	33.27	26.2	39.06	23.2	32.4	7.68	10.04	10.86	6.24	30.32	116.3	49.98	77.54
ENSMMUG00000008026	17.28	18.59	21.43	18.56	22.02	13.65	13.67	11.42	14.12	13.57	20.33	23.95	32.93
ENSMMUG00000021462	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000022786	3.12	2.69	3.25	0.56	0.19	0.13	0.59	0.12	0.11	0.04	0.03	0.14	0.22
blastnHuman.XLOC_004353	0	0	0	0	0	0	0	0	0	0	0	0.33	0
ENSMMUG00000002147	10.43	11.68	9.28	14.37	10.39	18.11	18.68	14.69	15.43	42.2	26.31	15.34	14.14
blastnGorilla.Locus_61782	0	0	0.73	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000021168	0.18	0	0	0	0	0	0	7.68	5.83	1.15	0.66	0.18	0
ENSMMUG00000023126	14.61	8.19	13.56	10.8	12.34	39.49	24.58	37.41	87.05	55.29	17.95	59.01	134.15
blastnMouse.Locus_40585	0	0	0	0	0	0	0.16	0	0	0.2	0	0	0
ENSMMUG00000001083	0.85	0.92	1.25	1.37	1.45	0.42	0.6	27.53	44.94	16.53	18.27	0.29	0.96
ENSMMUG00000019420	16.08	24.49	31.3	7.89	17.75	2.86	7.21	3.09	2.45	6.5	30.12	22.51	7.87
ENSMMUG00000017563	0.1	0.12	0	0.07	0.04	2.43	4.11	4.51	2.09	31.57	51.47	5.38	2.08
ENSMMUG00000005466	0.88	0.91	0.47	0.02	0.03	0	0.18	0.05	0.05	0.06	0.04	5.62	2.18
blastnGorilla.Locus_338059	0	0	0	0	0	0	0	0	1.72	0	0	0.24	0
