Gene	Brain_Female1	Brain_Female2	Cerebellum_Female1	Cerebellum_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Testis_Male1
blastnMacaque.Locus_312493	0	0	0	0	0	0	0	0	0	0	2
ENSGGOG00000002669	338	801	289	192	351	244	300	354	291	262	5330
ENSGGOG00000008222	0	1	3	1	6	1	0	0	0	0	34
ENSGGOG00000026184	462	932	462	153	141	85	304	317	237	282	2698
blastnHuman.ENSG00000250822	0	0	0	0	0	0	0	0	0	0	1
ENSGGOG00000000626	1669	3341	998	528	346	95	1004	1731	761	989	8938
ENSGGOG00000024030	140	254	50	29	11	5	44	75	35	51	1054
ENSGGOG00000005360	70	175	41	45	17	20	47	95	56	117	428
blastnPan.CUFF.319688	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000015561	131	291	115	82	38	18	131	148	111	190	502
blastnHuman.ENSG00000226277	0	1	0	0	0	0	0	0	0	0	1
ENSGGOG00000024004	0	1	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000227116	0	0	1	0	0	0	0	0	0	0	5
ENSGGOG00000008313	537	813	64	74	864	154	119	256	37	70	1111
blastnPan.Locus_160089	0	0	0	0	0	0	0	0	0	0	1
Locus_439827	0	0	0	0	0	0	0	0	1	0	28
blastnMacaque.Locus_187639	0	0	0	0	0	0	0	0	0	0	1
blastnMouse.Locus_111510	0	0	0	0	0	0	0	0	0	0	0
blastnPlatypus.Locus_143737	0	0	0	0	0	0	0	0	0	2	0
ENSGGOG00000000215	24	73	18	2	2	1	1	3	3	5	521
ENSGGOG00000003638	205	569	145	39	53	22	95	132	92	80	275
Locus_415142	0	0	0	0	0	0	0	3	0	0	0
blastnHuman.XLOC_012889	0	3	0	0	0	0	0	0	0	0	1
ENSGGOG00000008175	109	238	56	27	89	12	28	24	17	25	94
ENSGGOG00000014891	339	771	170	116	20	46	120	110	37	27	2168
ENSGGOG00000000505	9	35	1	3	0	0	3	2	9	52	18
ENSGGOG00000022822	0	1	1	0	0	0	0	2	0	2	3
blastnHuman.Locus_193694	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000002862	65	73	56	10	30	9	56	35	10	5	83
ENSGGOG00000028362	166	411	139	126	78	50	290	314	273	402	858
ENSGGOG00000007675	0	0	0	0	0	0	0	1	0	0	2
blastnHuman.ENSG00000229402	0	0	0	0	0	0	0	0	0	0	1
ENSGGOG00000001381	288	664	224	203	86	64	132	308	182	269	736
ENSGGOG00000012277	534	1039	1429	479	198	117	277	148	67	88	960
ENSGGOG00000015977	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000011460	0	0	0	0	0	0	0	0	0	1	1348
ENSGGOG00000011151	420	577	281	92	40	17	89	98	46	39	132
ENSGGOG00000009363	53	128	46	26	9	7	854	1814	1043	1043	374
ENSGGOG00000013379	554	1206	337	143	191	84	230	202	238	252	2057
ENSGGOG00000006385	839	2445	245	112	127	135	540	970	43	138	157
blastnHuman.Locus_147246	0	0	0	0	0	0	0	0	0	0	6
blastnHuman.XLOC_008746	0	0	0	0	0	0	0	0	0	0	0
Locus_293929	8	25	5	5	1	1	24	30	66	133	50
ENSGGOG00000003891	9	4	5	1	1	0	13	3	3	0	509
Locus_393719	0	0	0	0	0	0	0	0	0	0	3
blastnMacaque.Locus_190527	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_100615	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000025346	411	560	220	118	77	102	234	278	325	409	1912
blastnHuman.ENSG00000254130	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000011264	61	134	47	29	12	12	119	60	164	326	392
ENSGGOG00000004319	662	2238	981	520	69	60	234	200	241	284	2079
ENSGGOG00000024477	655	1623	312	255	12792	7959	1437	1858	957	2659	18526
Locus_391791	0	0	0	0	0	0	0	0	0	0	3
ENSGGOG00000003174	1	0	3	1	1	2	0	3	0	0	108
Locus_18431	0	5	0	1	0	0	0	0	0	0	12
ENSGGOG00000013811	283	576	257	476	230	184	88	106	80	272	904
blastnMacaque.Locus_114954	0	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_340955	0	0	0	0	0	0	0	0	0	0	3
ENSGGOG00000024249	117	416	138	125	38	25	81	110	78	110	859
ENSGGOG00000000577	722	1849	898	562	50	42	26	48	7	38	783
blastnPan.Locus_55328	0	0	0	0	0	0	0	0	0	0	25
blastnHuman.ENSG00000235488	6	13	3	6	1	1	1	9	7	1	1000
ENSGGOG00000012436	178	371	63	72	35	64	202	398	83	276	883
blastnHuman.Locus_183918	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000023904	14	46	4	8	5	6	16	10	21	62	40
Locus_132606	1	6	0	1	0	0	0	3	0	0	2
ENSGGOG00000023839	5	15	9	3	1	1	1	4	1	3	13
ENSGGOG00000002785	1	0	0	0	0	0	0	0	0	0	59
ENSGGOG00000025372	346	2078	155	308	3	2	0	3	1	1	4
ENSGGOG00000026172	2	3	0	1	8	3	442	114	649	1450	515
blastnMacaque.Locus_394441	0	0	0	2	1	0	0	0	0	0	2
ENSGGOG00000001460	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blastnMacaque.Locus_314008	0	0	1	0	0	0	0	0	0	0	2
blastnMacaque.Locus_340158	0	0	0	0	0	0	0	0	0	0	0
blastnMouse.ENSMUSG00000091371	0	1	0	0	0	0	0	0	0	0	0
ENSGGOG00000011802	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_62719	1	0	0	0	1	0	0	0	0	0	4
ENSGGOG00000005524	471	938	235	171	43	50	149	236	138	191	2147
ENSGGOG00000005677	0	0	0	0	0	0	0	0	0	0	931
ENSGGOG00000022817	76	185	24	35	78	88	353	407	232	359	4705
ENSGGOG00000014910	2807	4835	928	513	0	0	1	8	30	64	94
ENSGGOG00000001815	66	125	77	37	23	13	28	51	39	50	1522
blastnHuman.ENSG00000236003	3	6	1	1	2	0	0	1	1	1	7
blastnHuman.Locus_86132	0	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_314492	2	3	7	2	0	0	0	0	0	0	2
blastnHuman.ENSG00000254295	2	6	1	4	0	0	1	1	1	0	24
ENSGGOG00000022635	25	94	29	31	9	3	19	22	17	32	221
ENSGGOG00000009798	38	73	8	46	2	1	56	31	0	2	98
ENSGGOG00000015900	145	241	91	59	37	28	131	224	247	180	6027
blastnMacaque.Locus_244972	0	0	0	0	0	0	0	0	0	0	30
Locus_177616	0	0	0	0	0	0	0	0	0	0	18
ENSGGOG00000016680	1238	2925	758	720	542	682	1868	1842	1037	1804	6354
Locus_58036	15	22	4	4	8	6	5	1	5	5	17
blastnHuman.ENSG00000229307	0	0	0	0	0	0	0	0	0	0	2
ENSGGOG00000004918	785	2013	488	543	2368	1400	1257	2052	1045	2322	9850
ENSGGOG00000023543	170	448	266	79	49	22	66	62	62	83	11818
blastnMacaque.Locus_191952	0	0	0	0	0	0	0	1	0	1	1
ENSGGOG00000016352	486	781	853	574	227	162	201	319	281	174	2278
ENSGGOG00000005898	12	34	189	119	3	6	4	5	16	33	15069
Locus_73029	5	11	0	0	0	0	0	0	0	0	2
ENSGGOG00000024188	69	157	41	51	9	8	3199	1588	530	619	407
Locus_72659	0	0	0	0	0	0	0	0	0	0	44
ENSGGOG00000009087	4	6	22	13	31	3	50	73	278	386	162
ENSGGOG00000005760	1	5	8	10	7	1	0	0	0	0	11
ENSGGOG00000005958	182	396	182	187	38	46	125	195	219	405	882
ENSGGOG00000010250	11	23	11	2	3	2	1	5	2	3	18
ENSGGOG00000000491	122	315	110	58	150	49	181	230	199	200	1191
blastnMacaque.Locus_115763	0	1	0	1	0	0	0	0	0	0	2
blastnHuman.ENSG00000254143	0	0	0	0	1	0	0	0	0	0	2
blastnHuman.ENSG00000244493	0	0	0	0	0	0	1	0	0	0	0
ENSGGOG00000000050	78	228	89	52	26	15	724	944	1710	1695	158
ENSGGOG00000015117	180	424	105	44	16	19	65	70	119	146	1132
ENSGGOG00000001647	1427	3254	705	519	192	132	357	536	308	463	1251
blastnHuman.ENSG00000237399	2	8	2	0	2	0	3	1	1	2	24
blastnHuman.Locus_119280	0	0	0	0	0	0	0	0	0	0	3
ENSGGOG00000027199	8	11	11	4	0	0	1	0	0	0	103
ENSGGOG00000025325	0	0	0	0	0	0	0	0	2	8	0
ENSGGOG00000016451	52	114	12	1	0	0	0	0	1	2	5
ENSGGOG00000022518	255	311	161	105	69	64	197	350	187	281	6550
ENSGGOG00000005920	0	0	0	0	0	0	0	1	0	0	24
Locus_225053	0	0	0	0	0	0	0	0	0	0	3
blastnHuman.XLOC_009419	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000012749	0	0	0	1	0	0	0	0	0	1	1
ENSGGOG00000000741	0	0	0	1	0	1	0	0	0	2	1130
ENSGGOG00000001973	682	1811	574	209	2	3	1	8	0	1	274
ENSGGOG00000015328	5	89	3	6	4	6	25	21	19	154	27
ENSGGOG00000027633	0	2	0	0	0	0	0	0	0	0	2
blastnMacaque.Locus_340498	0	0	0	0	0	0	0	0	0	0	1
ENSGGOG00000016502	1369	2639	1122	512	1	0	2	0	0	0	100
ENSGGOG00000012604	2393	3005	843	162	0	1	2	1	2	9	230
ENSGGOG00000010518	6	8	0	0	1	0	0	0	0	0	5
ENSGGOG00000013883	18	45	61	39	17	39	1	9	6	8	34
blastnPan.CUFF.407388	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000022392	20	45	24	12	10	5	11	15	9	10	92
blastnHuman.Locus_159205	0	0	0	0	0	0	0	0	0	0	12
blastnPan.Locus_42362	0	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_190292	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000010383	7	23	2	2	6	4	1524	977	523	746	1321
blastnMacaque.Locus_189231	0	1	0	0	0	0	0	0	0	0	0
ENSGGOG00000014041	257	382	138	62	7	1	4	1	9	1	64
Locus_337996	1	2	0	0	0	3	1	3	2	2	12
blastnPan.Locus_177717	0	0	0	0	0	0	0	0	0	0	3
ENSGGOG00000013168	95	155	60	21	7	7	55	38	15	23	282
blastnMacaque.Locus_371946	0	0	0	0	0	0	0	1	0	0	1
blastnHuman.CUFF.271154	0	0	0	0	1	1	0	0	0	0	8
ENSGGOG00000003292	438	973	107	118	688	845	224	147	293	1027	4324
ENSGGOG00000023863	351	676	429	140	2	1	311	156	24	80	198
ENSGGOG00000002877	3	6	2	0	26	64	10	10	1	12	13
blastnMacaque.Locus_140379	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000237359	0	0	0	0	0	0	0	0	0	0	1
ENSGGOG00000002270	709	2107	633	413	218	143	634	543	697	645	1774
ENSGGOG00000027268	0	0	0	0	0	0	0	0	0	0	1
Locus_106309	1	4	1	7	1	0	1	2	1	0	33
ENSGGOG00000003164	1061	2307	471	428	835	591	1324	1875	1114	1388	2066
Locus_371475	23	27	29	14	3	2	7	6	10	6	65
Locus_59069	1	2	0	0	0	0	0	0	1	0	3
ENSGGOG00000027061	392	1057	279	215	113	49	129	290	135	237	686
blastnMouse.ENSMUSG00000089797	0	1	0	0	0	0	0	0	0	0	0
ENSGGOG00000021992	0	0	0	0	0	0	1	0	0	0	3
ENSGGOG00000026351	304	471	179	166	136	78	115	150	205	135	4418
ENSGGOG00000001280	276	832	176	127	642	127	200	188	22	46	719
ENSGGOG00000012200	118	266	36	45	133	237	136	99	84	197	543
ENSGGOG00000010755	0	1	0	0	1	1	10	2	1	4	5
blastnOpossum.Locus_120654	0	0	0	0	0	0	0	0	0	0	1
blastnMacaque.Locus_371862	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000016601	346	754	182	188	2	6	573	420	10	13	40
ENSGGOG00000003557	195	384	231	171	85	54	249	260	107	130	820
Locus_258116	0	0	0	0	0	0	0	0	0	0	245
ENSGGOG00000010104	235	726	410	292	2063	733	2420	3142	1472	1137	1012
Locus_463843	80	101	72	7	0	2	7	10	2	2	28
ENSGGOG00000009107	665	1314	723	285	172	86	272	411	413	436	1947
ENSGGOG00000013832	332	601	30	23	0	0	3	0	8	3	33
ENSGGOG00000000450	981	2345	764	617	99	81	343	357	353	594	4274
ENSGGOG00000011373	0	1	2	2	0	0	0	1	2	2	179
Locus_440487	1	3	0	0	0	0	0	1	0	0	9
Locus_293918	0	0	0	0	0	0	0	0	0	0	11
ENSGGOG00000022511	0	0	0	0	0	0	0	0	0	0	114
Locus_268916	428	2007	505	0	100	0	443	0	510	1	36
blastnHuman.ENSG00000247006	1	0	0	0	0	0	0	0	0	0	13
Locus_133167	0	0	0	0	0	0	0	0	0	0	8
ENSGGOG00000022930	2196	5933	1479	1098	409	290	946	1833	892	1317	8008
blastnPan.Locus_73397	0	0	0	0	0	0	0	0	0	0	3
ENSGGOG00000009031	112	223	66	29	32	12	59	48	44	71	618
ENSGGOG00000004145	549	1489	1573	1269	15	8	168	52	42	44	1261
ENSGGOG00000008063	14	93	3	9	53	68	59	40	88	70	151
ENSGGOG00000007377	58	65	50	13	9	9	15	26	15	16	276
ENSGGOG00000008339	620	1263	419	220	125	78	462	490	256	330	6318
ENSGGOG00000006889	227	495	146	106	94	42	106	245	331	767	1003
ENSGGOG00000016846	1	3	1	0	1	1	2	0	4	2	8
ENSGGOG00000012350	248	324	680	178	1	0	0	4	0	2	15
ENSGGOG00000003168	32	125	64	82	37	29	52	76	73	217	355
ENSGGOG00000015107	139	294	61	77	226	340	315	196	179	478	1009
ENSGGOG00000012408	224	517	351	89	21	16	77	88	158	116	308
Locus_465350	0	0	0	0	0	0	0	0	0	0	270
ENSGGOG00000027551	618	1002	979	143	153	46	81	130	82	47	433
blastnPan.Locus_129995	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000009029	12	19	8	6	2	3	13	19	26	16	69
Locus_337684	0	0	0	0	0	0	0	1	0	0	15
blastnHuman.Locus_136540	0	0	0	0	0	0	0	0	0	0	6
ENSGGOG00000009289	344	961	413	331	149	106	234	249	187	276	1584
ENSGGOG00000007092	297	705	392	340	172	165	125	262	41	255	1261
ENSGGOG00000015824	556	1104	327	268	180	216	711	704	368	452	1010
ENSGGOG00000012264	0	0	0	0	0	0	0	0	0	0	3
ENSGGOG00000014001	537	1305	635	432	291	263	921	923	1166	819	2973
blastnMacaque.Locus_138788	0	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_139904	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000003470	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000004807	1378	2658	1107	288	7	9	6	8	1	1	491
blastnHuman.XLOC_007307	0	0	0	0	0	2	0	3	0	3	0
blastnMacaque.Locus_209696	0	2	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000225457	0	2	2	1	0	0	0	0	0	0	0
ENSGGOG00000024656	1	1	0	0	0	0	0	0	0	0	14
ENSGGOG00000026906	11	26	70	107	0	0	239	132	3	9	377
blastnMacaque.Locus_115980	0	0	0	0	0	0	0	0	0	0	5
ENSGGOG00000016056	2385	6391	1878	1149	94	100	2108	3132	433	214	2239
blastnHuman.XLOC_008709	0	0	0	0	0	0	0	0	0	0	7
Locus_370883	0	0	0	0	0	0	0	0	0	0	12
ENSGGOG00000009808	675	1422	621	390	286	223	1128	1241	1065	1584	4844
blastnMacaque.Locus_341394	0	0	0	0	0	0	0	1	0	0	1
blastnPan.CUFF.1616	0	0	0	0	0	0	0	0	14	1	0
ENSGGOG00000003134	5	17	2	3	0	0	1	0	0	0	4
Locus_227684	0	0	0	0	0	0	1	0	0	1	15
blastnMouse.CUFF.195049	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000004077	122	280	111	118	52	54	222	279	113	160	1051
ENSGGOG00000012673	2642	3833	1086	481	0	1	3	3	1	2	273
ENSGGOG00000006864	319	677	362	216	100	67	190	260	201	308	2331
ENSGGOG00000006540	0	5	2	12	2	3	2	3	0	3	144
ENSGGOG00000012041	573	1458	892	705	206	141	308	388	258	305	1792
ENSGGOG00000023308	1131	1107	554	135	15	13	23	26	27	10	261
ENSGGOG00000028453	0	2	0	0	0	0	1	6	0	0	59
blastnHuman.ENSG00000256039	1	1	0	0	0	0	0	0	0	2	2
Locus_134859	0	0	0	0	0	0	0	0	0	0	12
ENSGGOG00000011315	450	735	178	61	7	8	0	0	6	2	84
blastnHuman.Locus_69966	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000006443	2	2	0	0	0	0	0	0	0	1	4
blastnMacaque.Locus_60411	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blastnPlatypus.Locus_31004	0	0	0	0	0	0	0	0	0	0	1
ENSGGOG00000005429	10	14	1	5	0	0	17	39	1	2	285
blastnHuman.ENSG00000237852	0	0	0	0	0	0	0	0	0	0	0
Locus_61515	0	2	1	0	0	0	0	0	0	0	361
Locus_257544	0	0	0	0	0	0	0	0	0	0	9
blastnHuman.ENSG00000255126	205	663	134	185	4	7	489	590	7	17	4283
ENSGGOG00000023234	122	211	37	44	21	46	105	108	153	187	340
blastnMacaque.Locus_190178	0	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_209068	0	0	0	0	0	0	0	0	0	0	4
ENSGGOG00000025179	566	1125	497	322	0	0	0	0	0	0	114
ENSGGOG00000005320	0	5	2	1	0	9	12	52	18	64	105
blastnPan.CUFF.367502	3	10	2	3	0	0	1	1	0	1	4
ENSGGOG00000022994	796	2240	919	1318	291	182	1100	1140	1450	1545	5265
Locus_415896	5	3	0	0	0	0	0	0	0	0	0
ENSGGOG00000026845	32	80	19	0	13	0	11	0	56	0	88
ENSGGOG00000012637	196	686	505	383	160	71	365	379	419	381	681
blastnHuman.ENSG00000241596	0	5	1	0	1	0	1	0	0	1	4
ENSGGOG00000014060	159	338	70	70	20	7	69	74	48	45	404
ENSGGOG00000008788	39	73	164	122	0	1	506	736	502	169	57
ENSGGOG00000004823	1	0	0	0	6129	3788	3	3	2	0	3
ENSGGOG00000015907	16	24	4	14	0	0	0	2	1	2	502
blastnPan.Locus_177260	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000002384	87	314	101	147	11	11	54	100	69	101	315
blastnHuman.Locus_117603	0	1	0	0	0	0	0	0	0	0	1
blastnPan.Locus_82199	2	1	0	1	0	0	0	1	0	1	2
ENSGGOG00000003876	29	94	32	17	6	1	10	29	27	49	188
Locus_134474	0	1	0	0	0	0	3	4	0	0	3
blastnPan.CUFF.390477	0	0	0	0	0	0	0	0	0	0	1
ENSGGOG00000023483	0	0	0	0	0	0	0	0	0	0	2
Locus_195523	0	0	0	0	0	0	0	0	0	0	53
ENSGGOG00000003643	7	38	0	2	4	9	30	24	38	114	16
ENSGGOG00000009493	35	173	20	22	204	66	90	149	10	5	78
blastnOrangutan.Locus_86972	0	0	1	1	0	0	0	0	1	0	2
ENSGGOG00000024976	41	68	26	27	1	5	10	21	14	19	269
ENSGGOG00000016599	214	525	708	210	52	22	60	57	75	51	1380
ENSGGOG00000000943	154	430	243	140	119	96	250	286	656	730	736
ENSGGOG00000016743	277	794	320	140	153	54	145	135	43	59	525
ENSGGOG00000026289	24	47	28	23	0	2	6	21	3	6	21
Locus_414836	1	5	1	0	0	0	0	0	0	0	0
ENSGGOG00000012301	288	277	248	310	79	67	175	163	1510	2140	11391
ENSGGOG00000022141	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000024454	10	37	8	0	0	3	0	0	7	8	426
blastnMacaque.Locus_190093	7	9	0	0	0	1	2	0	1	1	1
ENSGGOG00000014704	0	6	0	0	0	0	0	0	0	0	476
ENSGGOG00000016277	839	2163	6212	2500	72	35	166	70	32	66	935
Locus_149884	2	3	0	0	0	0	0	0	0	0	4
ENSGGOG00000013076	528	1274	513	319	259	271	741	877	606	1095	4351
Locus_60414	0	0	0	0	0	0	0	0	0	0	16
ENSGGOG00000001469	29	67	17	20	7	5	16	48	32	63	348
ENSGGOG00000011506	161	399	117	45	73	88	138	118	65	137	152
ENSGGOG00000011330	2	14	9	2	0	0	1	0	1	1	13
ENSGGOG00000016235	467	1336	362	313	376	694	792	688	184	597	3112
Locus_464433	1	5	0	1	0	0	0	0	0	0	0
ENSGGOG00000026129	4	10	8	4	0	0	2	3	5	6	82
ENSGGOG00000006341	171	290	120	85	37	43	87	150	134	208	708
Locus_94380	0	0	0	0	0	0	0	0	0	0	39
ENSGGOG00000007532	0	0	0	1	0	0	0	0	0	0	1
ENSGGOG00000001353	65	121	64	32	12	13	51	84	96	122	411
ENSGGOG00000024574	0	0	0	0	0	0	0	0	0	0	4
ENSGGOG00000004230	923	1828	716	344	330	192	400	543	365	554	8066
ENSGGOG00000013491	322	1046	233	185	19	13	92	182	66	129	1243
ENSGGOG00000013016	279	433	139	94	42	25	113	120	226	348	804
ENSGGOG00000003721	3	7	11	1	3	1	4	13	1	1	310
Locus_226519	0	0	1	0	3	0	31	20	4	0	379
ENSGGOG00000026955	124	401	29	22	33	25	117	51	282	526	175
ENSGGOG00000006133	55	84	7	5	204	48	599	801	382	419	133
ENSGGOG00000008933	1	0	0	0	0	0	1	0	24	9	71
ENSGGOG00000000606	126	260	108	51	13	16	30	57	40	78	265
ENSGGOG00000007811	1326	2150	1175	601	623	349	722	1158	520	599	12746
blastnPan.Locus_46789	0	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_272465	0	0	0	0	0	0	0	0	0	0	2
ENSGGOG00000001364	38	137	10	2	3	7	43	24	75	165	63
ENSGGOG00000001232	330	420	1	5	1	6	15	27	37	68	109
ENSGGOG00000012734	67	153	55	43	40	27	118	150	95	148	2178
blastnHuman.Locus_158998	0	0	0	0	0	0	0	1	0	0	1
ENSGGOG00000011143	5	10	0	3	17	8	12	13	7	9	308
ENSGGOG00000001424	970	2525	82	114	407	489	1938	1874	868	1840	2773
blastnMacaque.Locus_314685	0	0	0	0	0	0	0	0	0	0	2
ENSGGOG00000013636	42	79	2	4	0	0	3794	1947	1	2	6
blastnOrangutan.Locus_106951	8	13	0	0	0	0	0	0	0	0	18
ENSGGOG00000005684	85	235	118	88	15	4	48	95	76	120	677
ENSGGOG00000006980	2465	4396	1459	819	389	169	426	443	558	389	14695
ENSGGOG00000004181	2	10	1	5	0	0	1	3	1	2	134
ENSGGOG00000013271	785	2705	255	301	744	556	1551	1014	358	634	1155
blastnOpossum.Locus_190833	0	0	0	0	0	0	0	0	0	0	32
Locus_392795	0	0	0	0	0	0	0	0	0	0	9
ENSGGOG00000010938	380	753	484	308	98	56	238	284	135	113	555
Locus_227465	6	16	10	7	0	0	1	1	0	1	29
Locus_18823	0	0	0	0	0	0	0	0	0	0	36
blastnMouse.ENSMUSG00000086266	3	10	1	0	0	0	1	1	201	77	0
ENSGGOG00000025000	0	0	0	0	0	0	0	0	0	0	0
Locus_441589	0	0	0	0	0	0	0	0	2	0	53
Locus_370928	0	1	0	0	0	0	0	0	0	0	5
blastnMacaque.Locus_244879	0	0	0	0	0	0	1	0	0	0	5
blastnHuman.ENSG00000226208	0	0	0	0	0	0	0	0	0	0	3
blastnHuman.Locus_127061	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000014933	5	29	10	6	77	17	249	525	1109	781	160
ENSGGOG00000015423	18	25	10	8	1	0	0	0	0	1	630
ENSGGOG00000022213	0	0	0	0	0	0	2	1	0	3	0
ENSGGOG00000034862	130	333	147	137	18	20	73	106	51	82	1080
ENSGGOG00000024754	451	1076	176	138	279	61	281	294	136	166	764
ENSGGOG00000002227	785	1198	275	147	271	70	224	174	84	76	1141
ENSGGOG00000015405	39	111	15	17	6	4	40	31	76	80	725
blastnOpossum.Locus_376311	0	3	0	2	0	0	0	0	0	0	0
ENSGGOG00000014216	102	235	31	51	186	260	342	347	362	736	291
Locus_318671	0	5	3	1	0	0	1	1	0	1	88
ENSGGOG00000012463	2	20	2	8	0	3	1	4	3	6	78
CUFF.283067	0	0	0	0	0	0	1	0	2	1	7
ENSGGOG00000021935	92	226	81	99	0	3	4	14	1	10	583
Locus_195706	0	0	0	0	0	0	1	0	0	0	4
ENSGGOG00000004863	0	0	0	0	0	0	0	0	0	0	555
ENSGGOG00000005921	69	153	75	75	15	10	39	9	38	65	140
Locus_240340	0	0	0	0	0	0	0	0	0	0	7
ENSGGOG00000007020	41	90	45	17	5	0	23	40	8	9	378
ENSGGOG00000007795	158	501	627	241	765	298	269	441	74	82	1445
ENSGGOG00000009142	2590	4465	466	170	159	26	54	58	13	13	272
blastnMacaque.Locus_189537	0	0	0	0	0	0	1	4	1	0	0
ENSGGOG00000016494	483	1039	215	115	72	56	263	365	316	494	860
Locus_464701	3	3	4	1	0	0	0	1	0	0	873
ENSGGOG00000004545	3	5	0	1	0	0	0	0	0	0	1
Locus_393778	0	0	0	0	0	0	0	0	0	0	32
blastnHuman.ENSG00000248203	0	0	1	0	0	0	0	0	0	0	3
ENSGGOG00000000372	1320	3083	920	640	304	182	734	604	450	529	2533
ENSGGOG00000023401	2	5	0	3	0	0	0	0	0	1	204
ENSGGOG00000023783	0	0	0	0	0	0	0	0	0	317	16
ENSGGOG00000005393	0	8	0	0	0	0	0	0	0	0	0
ENSGGOG00000004583	304	534	102	60	22	22	116	202	134	183	1870
Locus_133076	0	0	0	0	0	0	0	0	0	0	4
ENSGGOG00000013978	2167	5720	1412	1034	349	266	1092	1585	612	1268	4938
blastnHuman.Locus_37837	1	2	1	5	0	0	0	0	0	0	0
blastnHuman.Locus_166650	0	0	0	0	0	0	0	0	0	0	4
ENSGGOG00000006597	351	575	324	102	120	97	145	183	153	113	585
CUFF.14369	2	20	1	1	0	0	0	0	0	0	0
Locus_439697	0	0	0	3	0	0	1	1	0	1	16
blastnMacaque.Locus_394545	0	3	0	0	0	0	0	0	0	0	6
blastnMacaque.Locus_62111	0	0	0	0	0	0	0	0	0	0	0
blastnPan.CUFF.154289	0	0	0	0	0	0	0	0	0	0	6
ENSGGOG00000028188	590	541	445	104	9	15	6	11	8	24	10
ENSGGOG00000026693	1	7	2	0	2	2	0	1	2	1	6
ENSGGOG00000012768	7	23	122	94	1	3	22	35	789	4600	57
blastnHuman.Locus_17763	0	0	0	0	0	0	0	0	0	0	1
ENSGGOG00000005257	400	510	177	171	224	144	591	688	434	369	678
ENSGGOG00000014112	1928	4105	2592	1239	543	393	845	1097	1003	682	16642
ENSGGOG00000000892	0	0	0	0	0	0	0	0	0	0	2
blastnHuman.Locus_120807	0	0	0	0	0	0	0	0	0	0	5
ENSGGOG00000009595	0	0	0	4	26	2	1318	1842	1087	1003	1
Locus_354045	0	0	0	0	0	0	1	0	0	1	5
ENSGGOG00000010459	481	1004	362	279	81	99	235	318	232	469	4187
blastnMouse.Locus_59587	0	0	0	0	0	0	0	2	0	1	2
ENSGGOG00000001909	8	20	0	1	13	16	5	8	32	95	12
blastnHuman.XLOC_006327	0	1	0	0	0	0	0	1	0	0	0
ENSGGOG00000014404	320	546	15	15	116	123	154	227	102	240	1656
ENSGGOG00000011626	1535	3909	1450	1030	781	348	1409	1665	1416	1149	5732
Locus_18879	0	0	0	0	0	0	12	29	19	35	13
ENSGGOG00000010647	20	40	94	25	7	30	8	8	2	3	21
ENSGGOG00000028155	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000011880	515	1364	528	229	113	88	270	256	148	198	1168
ENSGGOG00000013757	130	270	106	68	106	42	183	202	119	172	468
ENSGGOG00000009378	291	985	282	144	161	86	348	305	313	283	861
ENSGGOG00000006273	601	1072	282	117	80	47	208	186	102	86	1179
ENSGGOG00000024181	89	177	49	31	8	8	38	22	44	13	266
blastnMacaque.Locus_18353	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000012331	0	0	1	0	4	1	12	15	0	2	14
