Gene	Brain_Female1	Brain_Female2	Cerebellum_Female1	Cerebellum_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Testis_Male1
ENSGGOG00000003123	608	1019	526	249	270	80	446	662	224	226	1984
ENSGGOG00000022750	34	81	31	29	8	9	22	42	22	54	247
ENSGGOG00000004800	1123	2182	863	535	193	145	965	1314	827	1012	7059
ENSGGOG00000013520	153	294	181	79	121	89	317	269	222	211	909
ENSGGOG00000005681	155	264	77	43	51	25	120	204	114	148	4086
ENSGGOG00000001843	839	1491	752	352	464	270	458	892	520	460	14427
ENSGGOG00000023849	451	851	122	115	39	30	116	235	122	226	971
ENSGGOG00000025338	0	3	0	3	0	0	1	3	2	4	3
blastnMacaque.Locus_474401	0	0	0	0	0	0	1	2	0	0	0
blastnMacaque.Locus_341194	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000008084	177	342	70	41	12	12	280	520	341	235	446
blastnHuman.CUFF.409160	0	0	0	0	0	0	0	0	1	0	2
blastnMacaque.Locus_20021	0	0	0	0	0	0	0	1	0	0	1
blastnMacaque.Locus_138995	0	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_221911	0	0	0	0	0	0	0	0	0	1	0
ENSGGOG00000013827	1	2	0	0	2	1	0	1	0	1	62
ENSGGOG00000009337	1278	2793	1612	975	0	0	1	3	0	3	19
blastnHuman.XLOC_000828	0	2	0	0	0	0	0	0	0	1	3
ENSGGOG00000007560	0	0	0	0	0	0	0	0	0	0	336
ENSGGOG00000025528	64	202	61	74	22	13	229	404	621	949	1429
Locus_95185	0	2	0	1	0	0	1	0	0	0	6
ENSGGOG00000009185	30	47	6	5	9	8	100	33	57	52	632
blastnPan.Locus_138783	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_102728	0	0	0	0	0	0	0	0	0	0	1
ENSGGOG00000024332	1119	2024	656	344	147	111	384	530	317	470	10762
Locus_195961	0	0	0	0	0	0	0	0	0	0	9
Locus_415028	1	6	7	18	0	0	0	4	0	0	7
ENSGGOG00000003583	43	98	37	31	3	1	4	0	0	0	431
ENSGGOG00000027024	1037	2381	397	330	529	349	713	981	609	725	1577
ENSGGOG00000003458	0	0	0	0	7	4	0	0	0	0	261
ENSGGOG00000010600	0	1	3	0	1	1	0	0	0	1	9
ENSGGOG00000023989	5	11	9	5	3	1	11	99	2	6	20
ENSGGOG00000009224	711	1715	1447	2477	31	15	2629	6366	295	536	94
ENSGGOG00000007681	248	468	130	162	86	48	286	613	495	598	1059
ENSGGOG00000003783	0	0	0	0	0	0	0	0	0	0	376
ENSGGOG00000008626	1710	3396	1596	768	635	467	1726	2818	2341	1558	5206
ENSGGOG00000010083	38	40	4	7	26	14	60	131	12	40	132
blastnMacaque.Locus_246459	0	1	0	0	0	0	0	0	0	0	2
ENSGGOG00000015447	73	173	15	37	277	163	524	780	352	717	310
Locus_392148	0	0	0	0	0	0	0	0	0	0	6
ENSGGOG00000007013	20	39	22	11	3	3	8	11	5	3	83
ENSGGOG00000004897	6	16	2	2	3	1	1715	3430	13	18	24
ENSGGOG00000000332	879	1365	887	679	158	204	338	436	92	228	6006
ENSGGOG00000016841	1299	1536	967	258	16930	9194	106	131	405	1026	5305
ENSGGOG00000013248	367	961	86	69	184	173	205	176	80	108	319
blastnOpossum.Locus_315409	0	0	0	0	0	0	0	0	0	0	0
Locus_465475	0	2	2	0	0	0	0	0	1	0	3
blastnHuman.XLOC_004624	0	0	0	0	0	0	0	0	1	0	1
ENSGGOG00000016628	0	0	0	0	0	0	0	0	0	0	7
ENSGGOG00000012336	271	813	187	215	353	219	410	533	531	966	1638
Locus_393275	0	0	0	0	8	9	0	0	0	1	3
blastnMacaque.Locus_115816	0	1	0	0	0	0	0	0	0	0	0
ENSGGOG00000013359	75	248	33	41	0	6	5	4	304	253	83
ENSGGOG00000008233	136	213	86	42	26	12	150	96	43	49	1020
ENSGGOG00000012788	112	248	96	53	21	23	71	73	43	43	604
Locus_105453	11	33	17	33	20	10	4	11	7	6	35
blastnPan.CUFF.150477	0	0	0	0	0	1	0	0	0	0	2
ENSGGOG00000004080	3	1	3	1	3565	959	738	524	5	9	6950
blastnMouse.CUFF.74271	0	0	0	0	0	0	0	0	0	0	1
ENSGGOG00000016111	219	647	129	100	40	34	376	933	602	960	3845
Locus_240059	0	0	0	0	0	0	0	0	0	1	19
ENSGGOG00000014582	99	231	121	78	80	31	102	130	161	160	253
Locus_337285	0	0	0	0	0	0	0	0	0	0	6
blastnHuman.ENSG00000249830	0	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_39518	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000016794	1430	3196	731	468	170	176	4528	5216	712	753	1297
Locus_338176	0	4	2	0	0	0	0	0	0	0	8
ENSGGOG00000003696	445	1011	221	174	73	37	220	337	140	171	4614
Locus_441893	4	8	0	1	0	0	0	0	0	0	0
blastnMacaque.Locus_61699	0	0	0	0	0	0	0	0	0	0	1
ENSGGOG00000025995	53	102	51	30	12	17	40	82	54	56	561
ENSGGOG00000008356	103	458	8	4	15	13	63	24	131	248	195
blastnMacaque.Locus_474470	0	0	0	0	0	0	0	0	0	0	2
ENSGGOG00000016070	287	937	461	164	113	14	40	33	3	1	134
ENSGGOG00000013280	526	1209	171	254	160	296	1195	792	288	745	2857
ENSGGOG00000023536	416	1831	227	191	225	97	756	578	587	461	1046
ENSGGOG00000002200	941	2894	2008	706	327	235	617	613	574	399	3850
ENSGGOG00000025253	0	0	0	0	0	0	0	0	0	0	2
ENSGGOG00000026947	48	127	72	35	0	2	15	14	13	17	417
Locus_338643	0	0	0	0	0	0	0	0	0	0	21
ENSGGOG00000005064	613	1317	344	157	322	310	532	605	1289	1320	512
ENSGGOG00000012704	3	3	0	0	5	6	25	12	19	40	16430
blastnMacaque.Locus_245242	0	0	0	0	0	0	0	0	0	0	2
ENSGGOG00000006628	342	581	304	122	101	39	194	281	345	247	259
Locus_293451	0	0	0	0	0	0	0	0	0	0	26
ENSGGOG00000014612	61	379	22	49	8	4	0	3	0	3	366
ENSGGOG00000015699	109	166	3	6	0	0	6	1	3	1	36
Locus_133230	0	0	0	0	0	0	0	0	0	1	4
Locus_440071	0	0	1	1	0	0	0	0	0	0	14
blastnHuman.ENSG00000255079	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.CUFF.189558	0	1	1	0	0	0	27	0	2	1	0
ENSGGOG00000014949	162	295	123	65	25	21	119	95	26	98	580
ENSGGOG00000028008	0	1	1	0	0	0	0	0	0	0	0
ENSGGOG00000003626	261	405	0	2	6	15	151	86	13	23	174
ENSGGOG00000007882	0	0	0	9	0	0	202	698	3400	2738	7
Locus_415988	0	0	0	0	0	0	0	0	0	0	89
ENSGGOG00000011983	1670	2841	1166	486	297	181	742	621	449	425	4013
ENSGGOG00000028613	6	37	9	8	2	4	4	0	0	2	44
Locus_392071	0	0	0	0	2	0	0	0	0	0	1
Locus_393721	0	3	0	3	0	0	0	0	0	0	0
Locus_195999	0	0	0	0	0	0	0	0	0	0	3
blastnMacaque.Locus_188261	12	12	1	2	4	1	1	7	1	0	36
ENSGGOG00000007539	0	0	1	0	1	1	0	0	0	0	0
ENSGGOG00000024664	45	109	27	27	14	10	40	99	29	49	1645
blastnHuman.Locus_87617	0	0	0	0	0	0	0	0	0	1	2
ENSGGOG00000027893	232	622	190	99	158	141	113	158	125	142	350
Locus_439690	3	11	19	2	3	1	1	0	2	0	34
blastnPan.Locus_159411	0	0	0	0	0	0	1	2	0	0	0
blastnPan.CUFF.396891	0	0	0	0	0	0	0	0	0	0	5
ENSGGOG00000010740	132	345	238	203	467	308	229	204	285	529	1666
Locus_239762	1	0	0	0	0	1	5	0	2	7	2
ENSGGOG00000004505	231	508	194	95	29	24	67	91	16	49	160
ENSGGOG00000009295	226	434	257	109	52	29	92	115	101	143	476
ENSGGOG00000002423	451	898	144	93	17	16	93	75	45	71	3362
ENSGGOG00000001191	5	6	12	5	0	0	2	6	2	4	17
ENSGGOG00000016001	17	25	20	9	93	27	1145	1179	4	19	17
ENSGGOG00000010117	17	33	35	14	4	4	28	21	19	16	252
ENSGGOG00000016163	12	46	6	3	1	1	1	11	6	6	40
Locus_135193	0	0	0	0	0	0	1	12	22	17	2
ENSGGOG00000006719	101	200	46	58	103	88	125	166	84	215	541
ENSGGOG00000006295	474	1011	318	189	53	60	255	314	257	455	1457
ENSGGOG00000012237	1075	2494	702	423	9	11	33	23	17	19	954
ENSGGOG00000002732	0	3	0	0	475	69	0	1	0	0	0
ENSGGOG00000009912	290	573	66	162	4	3	160	24	17665	7004	13
CUFF.33796	0	0	0	0	0	0	306	390	5	2	4
ENSGGOG00000013574	580	838	286	140	781	157	322	402	218	205	437
blastnHuman.ENSG00000224142	0	1	0	0	0	0	0	0	0	0	0
ENSGGOG00000012125	108	167	107	49	3912	1049	64	98	32	138	833
Locus_105342	0	0	0	0	0	0	0	0	0	0	74
blastnChicken.Locus_128034	2	2	1	0	0	0	0	1	0	0	0
ENSGGOG00000022454	20	33	3	6	1	0	1	1	2	0	10
ENSGGOG00000006958	49	319	14	46	8	24	8	3	1	4	538
ENSGGOG00000006482	264	394	134	82	46	135	247	341	223	150	1238
ENSGGOG00000025405	1837	3352	646	357	166	186	757	1294	686	1072	2730
ENSGGOG00000009988	41	76	20	14	29	41	98	69	98	238	66
ENSGGOG00000003854	135	348	48	59	681	579	110	212	274	509	1902
ENSGGOG00000016745	21	109	27	16	10	5	92	107	61	55	199
ENSGGOG00000015415	13	30	2	9	0	1	0	0	0	0	904
ENSGGOG00000001876	0	0	0	0	0	0	0	7	0	0	3039
blastnMacaque.Locus_498896	0	2	1	0	1	0	0	0	0	0	1
blastnHuman.ENSG00000233405	0	0	0	0	0	0	0	0	0	0	9
ENSGGOG00000007622	33	34	29	8	6	1	9	7	5	13	131
Locus_338779	0	1	0	0	0	0	0	0	0	1	4
Locus_57756	0	2	0	0	0	0	0	0	0	0	23
ENSGGOG00000014963	3	5	12	15	0	2	2	0	0	0	2431
ENSGGOG00000016153	2	1	0	0	1	1	1	3	4	3	9
ENSGGOG00000010463	429	848	87	29	28	15	112	22	2	13	633
ENSGGOG00000013126	3112	5908	2090	970	585	374	550	801	777	1035	6750
ENSGGOG00000015363	2	6	1	3	0	1	72	247	496	586	2
blastnPan.Locus_61124	4	3	11	1	0	0	0	2	0	0	2
blastnMacaque.Locus_140543	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000003452	36	197	26	10	9	4	21	26	20	9	141
ENSGGOG00000005986	66	181	59	19	4	5	27	27	29	38	812
ENSGGOG00000007164	358	533	486	96	5	9	18	13	11	43	227
blastnMacaque.Locus_474450	2	0	0	1	0	0	0	0	0	0	0
ENSGGOG00000011262	41	103	45	47	27	26	160	226	34	109	390
blastnOrangutan.Locus_3305	0	0	0	0	0	1	0	0	0	0	2
ENSGGOG00000012815	0	1	0	0	0	0	0	0	0	0	12
ENSGGOG00000028419	0	8	2	1	2	2	0	0	0	12	4
ENSGGOG00000027778	2	2	0	2	0	0	0	1	0	0	172
blastnMacaque.Locus_475307	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000026046	9	5	2	0	3	3	7	6	6	14	15
ENSGGOG00000016864	254	499	10	9	4	2	95	69	1	2	2810
ENSGGOG00000008674	1154	2486	1383	582	269	174	545	614	326	207	1847
ENSGGOG00000007825	45	167	281	115	14	12	6	6	19	22	1288
ENSGGOG00000027409	264	784	229	226	35	53	159	218	118	281	750
Locus_132519	0	0	0	0	0	0	0	0	0	0	9
blastnHuman.ENSG00000242618	1	6	0	0	0	0	1	0	0	1	1
ENSGGOG00000007786	4	28	0	1	3	3	4	6	12	83	24
Locus_134657	1	1	1	0	0	0	1	2	1	0	13
ENSGGOG00000002310	12350	23066	9625	8055	71	81	517	525	649	454	299
ENSGGOG00000000776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSGGOG00000000277	23	64	53	51	18	30	34	84	35	116	2611
ENSGGOG00000016101	364	1130	241	410	659	476	70	150	1025	1159	2927
ENSGGOG00000010604	9622	13923	8559	5914	557	422	490	804	420	563	18496
ENSGGOG00000023971	457	949	437	265	102	77	273	378	343	554	3225
ENSGGOG00000007512	2	3	0	0	2	1	1	0	1	1	77
Locus_105334	0	2	0	0	0	0	0	0	0	0	19
ENSGGOG00000001900	10	25	53	17	14	7	243	1453	36	21	83
ENSGGOG00000011237	1537	4246	718	522	255	200	666	512	313	448	2819
ENSGGOG00000007790	31	236	18	30	6	11	104	83	56	79	190
ENSGGOG00000008451	2	11	2	0	6	3	2	2	0	0	12
blastnMacaque.Locus_427331	1	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000007805	545	1789	774	381	365	216	677	733	756	628	1500
CUFF.132508	13	43	8	2	2	1	0	1	0	0	4
Locus_370530	0	0	0	0	0	0	0	0	0	0	6
ENSGGOG00000003437	337	743	149	184	696	1193	460	696	394	840	426
blastnHuman.ENSG00000235066	0	1	0	0	0	0	0	1	0	0	12
ENSGGOG00000014007	692	1805	572	480	256	167	523	573	507	560	1318
Locus_73903	0	0	0	0	0	0	0	0	0	0	49
blastnHuman.ENSG00000230998	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000024427	6	0	1	0	15269	10983	4	0	0	4	326
ENSGGOG00000000431	0	0	0	0	0	0	4	2	0	0	159
ENSGGOG00000002972	78	193	32	35	11	5	49	58	20	29	1848
ENSGGOG00000022087	1	3	3	1	1	0	1	0	0	0	0
ENSGGOG00000023665	121	325	80	71	22	23	75	188	110	270	452
ENSGGOG00000025247	0	1	0	0	0	0	14	11	0	0	0
blastnMacaque.Locus_222034	0	0	0	0	0	0	0	0	0	0	13
Locus_134003	0	0	0	0	0	0	0	0	0	0	4
ENSGGOG00000026086	0	0	0	0	0	1	0	0	0	0	366
ENSGGOG00000011205	631	1529	198	65	2	0	40	90	14	7	355
ENSGGOG00000023541	38	53	4	4	0	0	4	7	0	7	1656
Locus_58478	4	16	0	0	95	53	1	0	0	0	5
ENSGGOG00000012069	470	934	496	349	109	86	215	269	349	355	3038
ENSGGOG00000008891	574	1538	446	346	84	69	318	524	504	1023	3442
ENSGGOG00000013569	250	528	244	288	53	41	159	236	201	258	3731
blastnHuman.ENSG00000253308	0	0	0	0	0	0	0	2	0	0	11
blastnMouse.ENSMUSG00000085848	1	0	0	0	0	0	0	0	0	0	1
blastnHuman.CUFF.38231	0	0	0	0	0	0	0	0	0	0	1
blastnMacaque.Locus_474560	0	1	0	0	0	0	0	0	0	0	0
Locus_196462	0	3	0	0	0	0	1	0	0	0	1
ENSGGOG00000014861	122	306	142	92	21	15	108	129	85	111	323
blastnHuman.ENSG00000253656	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000005034	257	1057	112	160	316	343	87	191	486	695	2452
blastnPan.Locus_45552	1	0	0	0	0	0	0	0	0	0	2
blastnHuman.Locus_157701	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000233756	3	7	0	0	0	0	0	0	0	0	0
ENSGGOG00000005896	299	739	203	143	62	42	102	105	112	174	1164
ENSGGOG00000014036	1570	4420	2822	951	171	488	222	302	67	64	168
blastnHuman.ENSG00000255178	2	1	0	0	0	0	0	1	0	0	0
blastnMacaque.CUFF.359923	0	0	0	0	0	0	0	0	0	0	1
blastnHuman.ENSG00000256064	4	7	0	0	0	0	0	9	0	0	19
ENSGGOG00000002919	0	0	0	0	0	0	0	0	0	0	8
ENSGGOG00000015271	1018	1668	858	495	288	179	489	749	1851	1488	9115
ENSGGOG00000015585	5	22	5	3	0	1	7	1	423	274	87
ENSGGOG00000026672	0	0	0	0	2	2	4	2	0	5	33
blastnHuman.ENSG00000231815	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000001395	280	631	289	97	49	19	250	309	77	38	270
blastnHuman.XLOC_007512	0	0	0	0	0	0	0	0	0	0	0
blastnMouse.Locus_3099	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000025684	0	0	0	0	0	0	1	0	3	4	0
blastnPan.Locus_98015	0	0	0	0	0	0	0	0	0	0	4
blastnHuman.ENSG00000249362	0	1	0	0	0	0	0	0	0	0	15
ENSGGOG00000026889	207	438	167	97	174	83	191	370	267	379	1199
ENSGGOG00000011869	346	974	861	628	904	558	1147	656	919	1477	585
ENSGGOG00000016714	2156	4051	1710	671	74	8	203	189	57	84	153
ENSGGOG00000023818	3	22	5	4	1	2	31	58	51	61	783
ENSGGOG00000010392	45	297	21	6	30	24	492	261	66	218	386
ENSGGOG00000007279	190	378	161	90	40	27	124	140	93	142	1495
ENSGGOG00000008151	365	686	19	18	1	3	8	1	4	3	327
Locus_17734	0	1	0	0	0	1	7	3	0	0	1
ENSGGOG00000000658	120	161	90	42	18	13	37	56	33	60	337
ENSGGOG00000004263	121	100	45	7	30	1	41	15	431	92	107
ENSGGOG00000027329	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000007077	148	1393	110	221	88	132	533	522	390	2055	610
ENSGGOG00000015500	2073	3621	1856	900	718	594	1421	2086	2016	2284	10457
blastnMacaque.Locus_221844	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000004026	793	1413	1011	468	132	180	340	412	313	346	3389
blastnMacaque.Locus_271874	0	0	0	0	0	0	0	0	0	0	0
Locus_58676	0	1	0	0	0	0	2	2	0	0	3
ENSGGOG00000026856	1199	3110	539	461	482	351	1061	1104	707	1031	3933
Locus_313095	0	0	0	0	0	0	0	0	0	0	17
ENSGGOG00000008523	0	0	0	0	0	0	0	0	1	0	3
Locus_73620	0	0	0	1	0	0	0	0	0	0	5
Locus_94521	2	8	0	1	0	0	0	0	0	1	11
ENSGGOG00000011473	70	221	55	53	17	16	80	116	80	124	763
ENSGGOG00000014738	9	157	5	10	0	0	0	1	0	1	5
blastnHuman.Locus_62626	1	0	0	0	0	0	0	0	0	0	40
ENSGGOG00000022390	91	285	61	109	31	28	126	168	158	252	591
Locus_58939	0	1	0	0	0	0	1	0	0	0	26
ENSGGOG00000010565	68	110	37	13	14	17	56	56	19	42	131
ENSGGOG00000009724	291	453	258	104	36	22	164	171	132	246	1868
blastnHuman.Locus_117904	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000016857	0	4	1	5	0	4	0	13	1	5	14
ENSGGOG00000011554	3408	6286	762	342	13	29	126	92	68	252	136
ENSGGOG00000006088	18759	27693	5054	1856	580	543	1320	1196	1309	1613	2721
ENSGGOG00000001004	533	1423	361	239	898	339	119	140	22	43	3696
ENSGGOG00000012347	23	65	0	1	9	7	10	4	11	19	168
ENSGGOG00000000731	74	199	67	49	16	5	18	43	7	16	351
Locus_132970	0	0	0	0	0	0	0	0	0	1	4
blastnHuman.ENSG00000233922	1	1	0	0	0	0	0	0	0	0	0
ENSGGOG00000009231	195	280	189	64	63	57	99	112	52	72	1064
ENSGGOG00000005362	0	0	0	0	3	0	0	0	0	0	5
blastnHuman.Locus_146963	0	1	0	0	0	0	0	1	0	0	0
Locus_294474	0	0	0	0	0	0	0	0	0	0	14
ENSGGOG00000002402	77	149	22	13	0	0	0	1	1	3	508
ENSGGOG00000027074	662	1425	2344	2028	253	48	17	18	139	264	97
blastnHuman.ENSG00000227292	1	3	0	0	3	1	0	1	0	0	1
ENSGGOG00000013213	296	820	48	99	5428	943	1874	2355	2235	2117	786
ENSGGOG00000012095	117	233	186	138	90	88	114	151	122	165	476
blastnMacaque.Locus_221386	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000009865	5	4	95	55	0	0	0	1	0	0	89
ENSGGOG00000003270	0	0	0	0	0	0	0	0	0	0	0
blastnPan.Locus_159904	0	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_102643	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000234504	0	0	0	0	0	0	2	9	0	0	34
blastnHuman.Locus_174293	1	2	1	2	0	0	0	0	0	2	1
blastnHuman.ENSG00000224391	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.CUFF.227276	0	0	0	0	0	0	0	0	0	0	0
blastnPan.CUFF.8940	0	1	0	0	0	0	0	0	0	0	4
ENSGGOG00000013030	18	42	15	6	16	6	22	19	366	319	27
ENSGGOG00000024299	81	235	79	76	14	24	88	245	237	242	885
ENSGGOG00000022966	0	0	0	0	0	0	0	1	0	0	52
Locus_160406	0	0	0	0	0	0	0	0	0	0	172
Locus_464620	2	4	0	0	0	0	0	0	0	0	0
ENSGGOG00000024342	312	543	249	182	536	184	892	3273	1012	2017	2837
ENSGGOG00000001884	1062	2017	31	22	49	47	137	166	97	396	3518
blastnMouse.ENSMUSG00000054418	0	0	0	1	0	0	0	0	0	0	0
Locus_196001	0	1	0	0	0	0	0	0	1	4	6
blastnHuman.ENSG00000225214	3	0	1	0	0	0	0	0	0	0	0
ENSGGOG00000006777	2546	4434	2373	1147	20	22	13	9	6	9	664
ENSGGOG00000026808	0	0	0	0	0	0	0	0	1	0	5
ENSGGOG00000003894	0	0	0	5	0	0	0	1	2822	5316	3
blastnMacaque.Locus_312402	0	0	0	0	0	0	0	0	0	0	0
blastnPan.Locus_65119	0	0	1	0	0	0	0	0	0	0	0
ENSGGOG00000016907	6	22	3	4	38	13	41	41	31	56	8
ENSGGOG00000025239	47	146	29	19	8	7	83	133	14	75	390
blastnMacaque.Locus_427354	0	0	0	0	0	0	0	0	0	0	2
ENSGGOG00000014755	647	1572	626	225	494	226	513	778	696	436	2765
ENSGGOG00000000879	13643	26337	5611	4394	4327	2835	13259	12104	12839	14005	80936
ENSGGOG00000012866	5103	12525	3159	1340	1209	807	1355	1491	1822	1565	10891
blastnMacaque.Locus_192506	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000000225	3	30	0	0	1	0	9	6	2	0	28
ENSGGOG00000028609	0	0	0	0	0	0	0	0	3	0	0
ENSGGOG00000004403	1	1	0	0	0	0	9	4	1	1	22
ENSGGOG00000016124	228	679	229	126	36	44	202	175	150	179	971
blastnMacaque.Locus_289184	0	0	0	0	0	0	0	0	0	0	1
Locus_258019	0	0	0	0	0	0	0	0	1	0	2
ENSGGOG00000000826	40	168	10	3	8	2	74	47	133	339	243
blastnOpossum.Locus_321607	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000025843	17	50	57	24	15	6	13	14	28	33	49
blastnMacaque.Locus_244453	0	0	0	0	0	0	0	0	0	0	3
ENSGGOG00000006414	59	199	9	7	2	2	6	1	4	2	334
Locus_392358	0	6	3	2	4	3	4	3	5	1	7
blastnHuman.Locus_136625	0	0	0	0	0	0	0	0	0	0	1
blastnHuman.CUFF.353604	0	0	0	0	0	2	0	0	0	1	1
blastnMouse.Locus_104774	0	0	0	0	0	0	0	0	0	0	0
Locus_96474	0	2	1	0	1	0	0	2	0	1	5
Locus_370529	0	0	0	1	0	0	0	0	0	0	8
ENSGGOG00000012800	8	48	8	15	0	1	1	2	0	2	37
blastnHuman.ENSG00000227712	0	0	0	0	0	0	1	1	3	10	5
blastnHuman.ENSG00000250024	0	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_18755	0	0	0	0	0	0	0	0	0	0	1
ENSGGOG00000013186	356	1266	210	146	283	365	875	536	663	1027	1995
blastnHuman.CUFF.71862	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000011740	0	0	0	1	0	0	0	10	51	142	4
ENSGGOG00000009814	12	26	1	0	3	8	6	1	11	49	159
Locus_294581	0	0	0	0	0	0	0	0	0	0	26
ENSGGOG00000005224	852	2479	1369	493	29	6	0	0	0	0	248
blastnMacaque.Locus_272494	0	0	0	0	0	0	0	0	0	0	0
blastnPan.Locus_42610	1	1	0	0	0	0	0	0	1	0	1
ENSGGOG00000026488	0	0	0	0	0	0	0	0	0	0	16
ENSGGOG00000025387	17	46	26	1	36	9	31	47	1	0	72
ENSGGOG00000005779	403	681	271	123	157	55	126	134	58	114	2867
blastnMacaque.Locus_341685	0	0	0	0	0	0	0	0	0	1	1
ENSGGOG00000025619	27	27	55	34	1	1	28	35	15	14	13
blastnHuman.ENSG00000227673	0	0	0	1	0	0	0	0	0	1	1
Locus_414996	0	0	0	0	0	0	0	0	0	0	136
ENSGGOG00000015095	92	128	54	70	34	35	101	111	21	68	513
ENSGGOG00000013699	140	222	124	90	10	9	51	56	69	102	330
blastnMacaque.Locus_340852	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000005842	1	2	0	0	1	2	12	25	20	106	13
ENSGGOG00000014092	0	0	0	0	0	0	1	1	1	4	2
Locus_392315	0	0	0	0	0	0	0	0	0	0	29
ENSGGOG00000010306	208	616	174	99	23	28	97	158	174	263	830
ENSGGOG00000024032	1	3	0	1	3	2	8	10	19	6	17
ENSGGOG00000010359	445	914	267	171	166	99	357	478	256	379	1601
Locus_371926	0	0	0	0	0	0	0	0	0	0	14
blastnMacaque.Locus_394930	0	0	0	0	0	0	0	0	1	0	0
ENSGGOG00000000598	233	555	45	41	70	48	152	178	363	568	516
ENSGGOG00000001743	31	78	15	18	9	7	60	96	49	61	169
ENSGGOG00000014340	1215	2898	1376	765	1073	532	8	7	4	6	413
ENSGGOG00000010671	612	1102	298	349	15	7	131	113	63	174	153
ENSGGOG00000009512	0	0	0	0	0	0	0	0	0	0	0
Locus_465477	21	80	14	18	1	4	4	11	2	7	32
ENSGGOG00000004763	428	1090	235	281	173	116	1009	1436	1595	1813	2763
ENSGGOG00000023121	0	0	0	0	0	0	0	0	0	0	2
blastnMacaque.Locus_474195	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000011320	278	909	547	336	228	154	420	413	476	380	474
ENSGGOG00000028421	116	338	96	65	84	53	107	98	71	97	178
blastnPan.Locus_45901	0	0	0	0	0	0	0	0	0	0	3
ENSGGOG00000013783	90	266	134	142	19	12	102	103	79	105	3627
ENSGGOG00000007057	67	158	115	62	19	18	51	66	58	80	874
ENSGGOG00000005513	54	84	63	34	470	224	120	226	458	418	201
ENSGGOG00000003051	1710	4491	1034	477	346	236	504	572	350	294	5183
blastnMacaque.Locus_60433	0	1	0	0	0	1	0	0	0	0	19
ENSGGOG00000000145	96	229	101	69	4	0	1497	998	9	31	418
ENSGGOG00000009880	7952	11710	1119	345	6	1	12	5	2	1	3334
ENSGGOG00000001128	67	94	22	9	20	16	22	39	29	36	2469
Locus_133190	0	0	0	0	0	0	0	0	0	0	6
ENSGGOG00000025453	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000026461	0	0	0	0	0	0	0	0	0	0	5
ENSGGOG00000005773	43	120	24	34	119	275	116	134	53	176	95
blastnMacaque.Locus_39869	0	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_39421	0	0	0	0	0	0	1	0	0	0	10
ENSGGOG00000000108	9830	14164	41	9	30	7	1	2	0	0	5
ENSGGOG00000013225	19	39	79	68	2	11	64	93	56	55	3467
blastnMouse.Locus_67195	0	1	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_18702	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000027744	11	29	3	5	6	4	130	127	42	28	83
blastnHuman.CUFF.70729	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000023716	682	1198	627	281	480	226	522	643	562	472	4392
ENSGGOG00000024290	0	2	0	2	0	1	1	0	1	2	4
ENSGGOG00000016817	202	398	17	1	0	0	8	5	1	0	194
ENSGGOG00000005945	0	0	1	1	0	0	7	2	0	1	726
ENSGGOG00000012401	4	12	9	3	3	3	9	6	7	14	1072
blastnMacaque.Locus_102613	0	0	0	0	0	0	0	0	0	0	0
Locus_441265	1	1	0	0	0	0	0	0	0	0	5
ENSGGOG00000007162	74	128	46	59	59	33	44	41	26	31	493
