Gene	Brain_Female1	Brain_Male1	Cerebellum_Female1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1
ENSPPYG00000014609	67	60	81	25	7	111	47	10	4
blastnGorilla.Locus_195611	0	1	0	0	0	0	0	1	0
ENSPPYG00000002819	0	0	0	0	0	76	282	578	2158
blastnOpossum.Locus_419386	0	0	0	0	0	0	0	0	0
ENSPPYG00000008934	4073	2142	1550	196	226	518	493	116	279
ENSPPYG00000018036	187	89	65	677	231	693	629	506	1239
ENSPPYG00000009109	182	94	126	230	101	66	111	174	283
ENSPPYG00000005380	28	46	31	9	10	33	49	0	9
ENSPPYG00000018849	78	9	9	48	21	214	184	300	1018
ENSPPYG00000002938	1447	635	999	831	649	940	1488	679	874
ENSPPYG00000004345	320	213	231	219	91	140	259	74	147
ENSPPYG00000007632	5	4	4	3	0	20	0	6	1
ENSPPYG00000018049	1	1	0	0	0	0	1	0	1
ENSPPYG00000004522	440	162	287	213	89	221	440	77	313
ENSPPYG00000002608	581	294	371	273	318	303	633	87	161
ENSPPYG00000019530	176	89	958	132	85	657	849	158	991
ENSPPYG00000010253	282	42	57	400	184	1295	1503	2349	2613
ENSPPYG00000001075	441	336	291	393	191	294	399	540	511
ENSPPYG00000007835	0	0	0	0	0	8	45	1	0
ENSPPYG00000004129	0	0	0	0	0	0	0	0	0
ENSPPYG00000003112	344	128	166	71	126	348	519	263	416
blastnMacaque.Locus_209479	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_475202	0	0	0	0	0	0	0	0	0
ENSPPYG00000006394	114	61	102	95	29	105	192	95	543
blastnMacaque.Locus_19736	0	0	0	0	0	0	0	0	0
ENSPPYG00000004675	28	15	49	12	4	26	17	2752	6727
ENSPPYG00000003691	92	80	49	550	110	388	211	472	167
ENSPPYG00000001558	1200	613	525	555	360	841	1299	180	705
ENSPPYG00000012230	3	8	6	1	0	1	6	0	0
ENSPPYG00000012746	1	1	2	0	0	0	0	0	0
blastnGorilla.Locus_17165	0	0	0	0	0	0	0	0	0
ENSPPYG00000001865	0	0	0	0	0	0	0	0	0
ENSPPYG00000000551	4	1	1	2	1	8	6	8	30
ENSPPYG00000019488	374	164	115	261	138	442	591	73	227
ENSPPYG00000019788	1	3	7	6	3	11	33	6	29
blastnMouse.Locus_21353	0	0	0	0	0	0	0	0	0
blastnHuman.CUFF.319538	0	0	0	0	0	0	0	0	0
ENSPPYG00000015811	0	0	0	0	0	0	0	0	0
ENSPPYG00000014426	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSPPYG00000010581	280	131	375	227	83	115	299	87	237
blastnHuman.ENSG00000254808	277	125	67	2	7	97	77	24	253
ENSPPYG00000005804	1634	926	349	28	2	8	7	3	6
ENSPPYG00000004694	1072	798	739	555	162	398	485	255	347
blastnMacaque.Locus_273784	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000256955	163	66	18	0	0	0	0	1	5
ENSPPYG00000010469	48	24	55	38	15	11	35	7	29
ENSPPYG00000005244	61	13	209	0	0	58	224	6	5
blastnHuman.CUFF.115265	4	0	0	1	1	0	0	1	2
ENSPPYG00000016784	263	136	331	412	99	169	329	161	316
blastnGorilla.Locus_57542	0	0	0	0	0	0	0	0	0
ENSPPYG00000020737	13	14	2	10	11	6	1	3	4
blastnHuman.ENSG00000237530	0	0	0	0	0	0	0	0	0
ENSPPYG00000017410	33	9	107	24	18	12	10	19	23
ENSPPYG00000020310	391	246	314	79	30	72	71	24	24
ENSPPYG00000003378	117	55	196	110	28	66	106	27	119
Locus_129656	1	0	1	0	1	2	2	2	1
ENSPPYG00000020599	20	6	15	32	14	16	11	9	8
ENSPPYG00000005937	390	180	317	75	66	137	199	35	107
ENSPPYG00000014984	5	4	11	43	12	37	24	8	34
ENSPPYG00000006105	1	0	0	0	0	1	0	0	1
blastnHuman.ENSG00000226442	0	0	0	0	0	0	0	0	2
blastnPan.CUFF.456741	0	0	0	0	0	0	0	0	0
ENSPPYG00000011635	256	142	86	48	33	334	443	23	42
ENSPPYG00000014763	171	60	69	231	58	255	130	202	99
ENSPPYG00000006521	825	220	8	22	21	21	46	0	1
ENSPPYG00000004644	25	8	7	8	4	22	19	3	14
ENSPPYG00000005342	0	0	0	0	0	0	0	0	0
ENSPPYG00000018400	229	87	171	90	22	136	185	221	372
blastnMacaque.Locus_370916	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_341050	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_125930	0	0	0	0	0	0	0	0	0
ENSPPYG00000009220	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_312584	0	0	0	0	0	0	0	0	0
ENSPPYG00000003412	0	0	0	0	0	4	23	0	0
ENSPPYG00000014105	309	166	253	378	199	311	462	148	323
ENSPPYG00000019494	4	0	6	8	0	4	0	0	0
ENSPPYG00000016215	121	70	72	68	40	64	131	36	42
ENSPPYG00000020149	82	12	34	19	6	26	49	8	17
ENSPPYG00000013046	1077	445	621	1287	895	2053	2403	2918	1875
blastnMacaque.Locus_340930	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_57633	0	0	0	0	0	0	0	0	0
ENSPPYG00000006606	122	75	122	19	6	25	38	0	1
ENSPPYG00000017716	17	15	79	39	7	55	84	12	24
ENSPPYG00000012713	20	12	6	3	0	1	7	10	17
ENSPPYG00000009586	61	35	71	60	23	46	86	30	84
ENSPPYG00000009254	347	179	305	110	77	173	264	85	219
blastnMacaque.Locus_271821	0	0	0	0	0	0	0	0	0
ENSPPYG00000008145	18	8	74	52	14	73	122	26	108
ENSPPYG00000007793	2894	2602	680	514	225	482	598	67	218
blastnMacaque.Locus_62028	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_139033	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_429203	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000224020	3	1	1	4	5	5	7	0	2
ENSPPYG00000007477	146	32	242	194	46	183	167	930	2084
ENSPPYG00000006383	2	3	1	1	0	3	1	0	1
ENSPPYG00000016038	11	2	1	54	37	8	8	3	0
blastnMacaque.Locus_40464	1	1	0	0	0	0	0	0	0
ENSPPYG00000005114	309	156	258	161	64	107	138	484	342
blastnHuman.CUFF.14161	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_28741	0	0	0	0	0	0	0	0	0
blastnPan.Locus_139070	3	0	0	0	0	0	0	0	0
ENSPPYG00000013492	299	21	52	24	6	453	1110	22	41
ENSPPYG00000009175	822	374	758	302	115	124	76	108	83
blastnPan.Locus_152440	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_177757	0	0	0	0	0	0	0	0	0
ENSPPYG00000002834	0	0	0	0	0	0	0	0	0
ENSPPYG00000004231	0	0	0	0	0	0	1	1	0
ENSPPYG00000001115	227	69	95	165	131	309	667	39	100
ENSPPYG00000005724	1149	425	1064	836	427	466	728	241	1187
ENSPPYG00000001644	289	349	71	240	698	289	514	173	225
ENSPPYG00000019825	1025	492	470	325	188	725	732	221	552
blastnGorilla.Locus_227013	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_103274	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_392085	0	0	1	0	0	0	0	0	0
blastnHuman.ENSG00000250893	0	0	0	1	0	2	1	1	5
ENSPPYG00000002572	3	2	8	0	0	275	398	0	0
blastnHuman.Locus_24809	0	0	0	0	0	0	0	0	0
ENSPPYG00000006372	5	6	8	7	0	7	6	11	13
ENSPPYG00000011020	14	12	6	0	0	166	249	80	388
ENSPPYG00000010939	135	100	119	60	17	87	120	17	69
blastnHuman.ENSG00000251487	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000226323	0	0	0	0	0	0	0	0	0
ENSPPYG00000014724	3	5	1	0	0	0	0	0	0
blastnGorilla.Locus_196253	0	0	0	0	0	0	0	0	0
ENSPPYG00000004432	136	25	85	786	260	362	505	331	618
blastnMacaque.Locus_429753	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_195319	0	0	0	0	0	0	0	0	0
ENSPPYG00000010180	192	77	38	277	219	97	138	166	122
ENSPPYG00000017323	72	45	5	11	1	129	24	64	38
ENSPPYG00000005130	251	282	32	2	0	1	1	3	0
ENSPPYG00000011166	829	429	102	689	216	233	260	96	96
ENSPPYG00000011176	56	42	101	91	74	195	199	46	87
blastnHuman.Locus_101914	0	0	0	0	0	0	0	0	0
ENSPPYG00000010310	77	70	39	24	7	57	72	116	61
ENSPPYG00000016228	0	1	0	0	0	0	0	0	0
ENSPPYG00000009187	0	0	0	1840	1566	6	50	1	0
blastnPan.CUFF.356605	1	0	1	0	0	0	0	0	0
ENSPPYG00000005436	0	0	1	1	0	0	1	0	7
blastnGorilla.Locus_133789	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_210258	0	0	0	0	0	0	0	0	0
ENSPPYG00000016168	155	83	77	102	63	219	274	248	296
ENSPPYG00000016462	404	144	229	119	89	144	193	21	84
blastnHuman.Locus_183295	0	0	0	0	0	0	0	0	0
ENSPPYG00000009135	91	62	135	0	2	3	0	0	0
blastnMacaque.Locus_140434	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_474964	0	0	0	0	0	0	0	0	0
ENSPPYG00000006737	27	30	19	15	4	19	41	10	16
blastnHuman.Locus_184315	0	0	0	1	0	0	0	0	0
ENSPPYG00000009784	24	4	21	3	4	6	22	0	0
ENSPPYG00000017633	0	0	4	0	0	0	0	0	0
blastnMacaque.Locus_61133	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_115160	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000226849	10	7	19	2	1	7	11	3	5
ENSPPYG00000013896	48	28	55	21	10	440	347	87	69
blastnMacaque.Locus_429962	0	0	0	0	0	0	0	0	0
ENSPPYG00000011182	37	21	36	48	50	32	53	57	31
blastnMouse.ENSMUSG00000084764	0	0	0	0	0	0	0	0	0
ENSPPYG00000006948	201	162	83	130	93	290	413	287	275
ENSPPYG00000001919	0	0	0	0	0	0	1	2	0
blastnGorilla.Locus_60329	3	2	0	1	0	0	0	0	0
Locus_218214	0	0	0	0	0	7	1	0	0
ENSPPYG00000006505	161	56	123	188	50	149	130	78	164
blastnHuman.ENSG00000228231	0	0	0	0	0	0	0	0	0
ENSPPYG00000020361	3029	1745	1132	368	137	358	594	708	2451
ENSPPYG00000020651	56	36	17	11	7	24	13	16	19
blastnHuman.CUFF.139481	0	0	2	1	0	2	1	0	0
ENSPPYG00000005312	124	69	98	40	11	36	84	15	57
blastnHuman.ENSG00000249492	1	5	4	2	1	1	4	1	3
ENSPPYG00000017331	845	451	75	1	0	8	3	5	2
ENSPPYG00000011298	1	2	0	12	5	14	144	0	1
ENSPPYG00000005492	583	211	114	0	1	3	2	1	1
ENSPPYG00000020544	1	1	3	1	0	0	3	0	2
ENSPPYG00000006238	0	0	0	0	0	1	0	0	0
ENSPPYG00000005715	955	455	762	1456	514	836	1018	1243	1118
blastnHuman.ENSG00000237675	0	0	0	0	0	0	0	0	0
blastnHuman.CUFF.62190	0	0	0	0	0	0	0	0	0
ENSPPYG00000018776	243	59	129	46	20	826	2038	1246	2090
blastnMacaque.Locus_102413	0	0	0	0	0	0	0	0	0
ENSPPYG00000012531	1057	330	470	1758	485	2923	1247	1320	360
ENSPPYG00000016837	81	33	54	19	4	21	9	12	21
blastnMacaque.Locus_188834	0	0	0	0	0	0	0	0	4
ENSPPYG00000010408	1211	1036	389	263	191	555	534	162	375
blastnGorilla.Locus_393280	0	0	0	0	0	0	0	0	0
ENSPPYG00000003006	34	70	12	2	3	4	10	0	2
ENSPPYG00000006353	27	7	12	51	11	43	45	34	36
blastnMouse.ENSMUSG00000091773	0	0	0	0	0	0	0	0	0
ENSPPYG00000018939	27	34	22	3	5	17	41	0	9
blastnHuman.Locus_100478	0	0	1	0	0	0	0	0	0
ENSPPYG00000012857	144	60	191	8	1	8	1	0	0
blastnGorilla.Locus_227441	0	0	0	0	0	0	0	0	0
blastnGorilla.CUFF.127079	3	2	0	0	0	0	0	0	0
ENSPPYG00000019557	120	64	176	76	33	202	249	70	263
blastnMouse.ENSMUSG00000091819	0	0	0	0	0	0	0	0	0
ENSPPYG00000013084	390	152	340	332	123	253	324	481	468
ENSPPYG00000010644	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_273102	0	0	0	0	0	0	0	0	0
ENSPPYG00000019409	615	220	3012	79	38	121	230	32	118
blastnMacaque.Locus_475128	0	0	0	0	0	0	0	0	0
ENSPPYG00000010425	51	11	11	3	8	12	27	0	19
blastnHuman.Locus_61152	0	0	0	0	0	0	0	0	0
ENSPPYG00000006565	86	45	117	25	14	40	119	32	118
blastnGorilla.Locus_337627	0	0	0	0	0	0	0	0	0
ENSPPYG00000007886	32	19	2	0	0	0	0	3	1
ENSPPYG00000008557	532	95	50	59	18	88	114	22	66
ENSPPYG00000011588	860	537	579	993	656	783	1030	2779	3499
ENSPPYG00000011414	0	0	0	0	0	0	0	0	0
blastnPlatypus.Locus_156865	0	0	0	3	0	0	0	0	0
ENSPPYG00000015896	3067	1607	1410	857	222	745	1421	723	1007
ENSPPYG00000008198	36	27	1	1	0	10	7	2	2
blastnMacaque.Locus_273391	0	0	0	0	0	0	0	0	0
ENSPPYG00000006880	2	2	2	1	0	10	4	9	2
ENSPPYG00000009095	0	1	2	0	0	0	0	0	0
blastnHuman.ENSG00000227930	0	0	0	0	0	0	0	0	0
blastnMouse.Locus_40895	0	1	0	0	0	0	0	0	0
ENSPPYG00000000560	139	108	130	91	105	79	129	46	131
blastnMouse.Locus_2416	0	0	0	0	0	0	0	0	0
blastnMacaque.CUFF.252725	1	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000249645	0	0	0	0	0	0	0	0	0
ENSPPYG00000015673	3260	1665	1548	1501	447	465	907	522	949
ENSPPYG00000020835	0	0	0	0	0	0	0	0	0
blastnMouse.ENSMUSG00000053545	0	1	0	0	0	0	0	0	0
ENSPPYG00000011887	3	1	10	0	0	0	0	0	0
blastnGorilla.Locus_19296	0	0	0	0	0	0	0	0	0
ENSPPYG00000000015	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_428800	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_69905	0	0	0	0	0	0	0	0	0
ENSPPYG00000011755	420	330	532	286	91	503	678	306	461
blastnMacaque.Locus_210772	0	0	0	0	0	0	0	0	0
ENSPPYG00000018871	3	5	12	6	2	6	11	4	12
ENSPPYG00000016486	377	141	110	69	77	207	212	60	142
blastnMouse.ENSMUSG00000085832	NA	NA	NA	NA	NA	NA	NA	NA	NA
Locus_253554	0	0	0	0	0	0	0	2	2
ENSPPYG00000002896	2	0	0	0	0	0	0	0	0
ENSPPYG00000007890	110	37	74	56	34	68	119	107	120
blastnHuman.Locus_118877	0	0	0	0	0	0	0	0	0
blastnHuman.XLOC_007124	0	0	0	0	0	0	0	0	0
ENSPPYG00000019370	188	38	1	219	108	11	3	28	6
ENSPPYG00000008465	1432	554	568	140	85	495	674	144	505
blastnHuman.Locus_166672	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_342234	0	0	0	0	0	0	0	0	0
ENSPPYG00000009411	6	1	1	4	0	50	5	2321	3452
ENSPPYG00000000952	247	135	308	202	125	138	201	30	85
ENSPPYG00000017393	2	1	1	0	3	1260	1526	3330	6980
blastnHuman.ENSG00000249879	1	0	0	0	0	0	2	0	1
ENSPPYG00000018783	148	83	82	334	167	89	129	69	70
blastnHuman.ENSG00000237819	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000233616	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000225084	1	1	1	2	2	0	3	0	2
ENSPPYG00000010070	24	7	24	1	4	29	24	5	21
blastnPan.Locus_46777	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_415988	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_115618	0	0	0	0	0	0	0	0	1
ENSPPYG00000015393	3	1	2	0	0	24	36	5	13
Locus_253721	6	6	3	2	0	4	7	0	2
blastnHuman.ENSG00000226643	0	0	0	0	0	0	0	0	0
blastnMouse.Locus_111537	0	0	0	0	0	0	0	0	0
ENSPPYG00000004849	2	1	0	0	0	12	11	510	567
ENSPPYG00000001663	1	5	12	0	0	8	7	0	0
ENSPPYG00000013679	447	341	223	218	76	253	369	150	282
ENSPPYG00000001449	7	3	6	11	5	7	9	0	3
ENSPPYG00000011318	631	356	471	651	248	309	510	473	392
blastnPan.Locus_177414	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000226520	0	0	0	0	0	0	1	0	0
ENSPPYG00000002757	656	96	255	557	267	825	755	395	549
blastnPan.CUFF.137813	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_193761	1	0	0	0	0	0	0	0	0
Locus_207938	0	0	0	0	0	0	0	0	22
ENSPPYG00000007357	98	19	18	1157	291	402	312	270	199
blastnOpossum.Locus_314243	0	0	0	0	0	0	0	0	0
ENSPPYG00000004157	37	20	361	99	160	142	206	20	82
blastnPan.Locus_45460	0	0	0	0	0	0	0	0	3
blastnHuman.Locus_38466	0	0	0	4	6	0	0	0	0
ENSPPYG00000002695	13	13	12	0	0	0	0	0	0
ENSPPYG00000016903	1	1	1	0	0	14	97	0	2
blastnHuman.ENSG00000232837	0	0	0	0	0	0	0	0	0
blastnPan.Locus_153129	0	4	0	0	0	0	0	0	0
blastnHuman.ENSG00000256424	0	0	0	0	0	0	0	0	0
ENSPPYG00000010661	0	0	0	0	0	1	0	0	0
ENSPPYG00000005953	5	4	23	6	3	4	9	2	5
ENSPPYG00000014788	0	0	0	0	0	0	3	38	143
ENSPPYG00000017483	110	77	59	17	8	39	28	5	9
ENSPPYG00000013632	44	12	5	24	42	26	23	14	29
blastnHuman.Locus_62067	0	0	0	0	0	0	0	0	0
ENSPPYG00000001931	28	16	22	79	28	60	89	20	46
blastnHuman.ENSG00000224592	3	2	0	0	0	0	0	0	0
ENSPPYG00000012234	34	16	13	28	33	76	51	46	82
blastnMacaque.Locus_373465	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_24270	0	0	0	0	0	0	0	0	0
ENSPPYG00000009953	155	104	34	12	46	51	80	3	54
ENSPPYG00000014648	123	53	106	140	36	109	140	114	176
ENSPPYG00000009637	304	149	153	102	66	247	188	88	120
ENSPPYG00000001595	321	40	87	424	328	893	924	519	771
ENSPPYG00000007040	18	16	42	30	15	33	21	9	31
blastnMouse.CUFF.118781	0	0	0	0	0	0	0	0	0
ENSPPYG00000006495	265	95	151	291	88	128	241	149	144
ENSPPYG00000005940	529	247	387	266	94	482	904	400	1033
blastnHuman.CUFF.82641	0	0	0	0	0	0	0	0	0
ENSPPYG00000016313	1	0	0	1	1	3	4	2	1
blastnMacaque.Locus_139605	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_117709	0	0	0	0	0	0	1	0	1
ENSPPYG00000014698	2	1	0	1	0	14	29	0	1
blastnMacaque.Locus_18795	0	0	0	0	0	0	0	0	0
ENSPPYG00000013641	16	3	3	7	1	0	4	0	1
ENSPPYG00000003405	130	65	208	304	69	416	817	163	474
blastnMacaque.CUFF.195767	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_101658	0	0	0	0	0	0	0	0	0
blastnHuman.XLOC_009678	0	0	0	0	0	0	0	0	0
ENSPPYG00000015973	51	8	9	61	55	101	101	10	36
ENSPPYG00000018732	246	89	180	300	44	115	303	144	291
ENSPPYG00000019837	245	160	261	139	79	247	278	134	344
blastnMacaque.Locus_498699	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_464667	1	0	0	0	0	0	0	0	3
ENSPPYG00000013696	NA	NA	NA	NA	NA	NA	NA	NA	NA
blastnHuman.Locus_146955	0	0	0	0	0	0	0	0	1
ENSPPYG00000008951	1	0	0	0	0	0	4	0	0
ENSPPYG00000011066	5	1	1	0	0	2	6	0	0
blastnHuman.ENSG00000237480	0	1	0	0	0	3	2	1	14
ENSPPYG00000020387	3	0	3	0	2	5	11	331	1780
ENSPPYG00000003655	373	432	111	66	25	201	181	171	196
ENSPPYG00000005122	1533	735	56	1	1	375	267	0	11
ENSPPYG00000005118	564	242	4	5	5	0	0	2	4
blastnHuman.XLOC_003703	0	0	0	0	0	0	0	0	0
ENSPPYG00000016964	514	185	379	390	152	161	341	227	355
blastnHuman.ENSG00000255774	0	0	0	0	0	0	0	0	0
ENSPPYG00000005645	148	106	98	98	47	170	191	86	66
blastnGorilla.Locus_105894	1	0	0	0	0	1	1	0	1
ENSPPYG00000018434	16	9	6	75	29	133	126	62	25
ENSPPYG00000009467	0	0	0	1	0	0	1	0	1
ENSPPYG00000012528	15	16	38	37	4	10	39	4	17
blastnHuman.XLOC_006983	0	0	0	0	0	0	0	0	0
blastnPan.CUFF.341438	1	0	0	0	0	1	0	0	0
ENSPPYG00000007920	104	9	15	69	19	79	27	16	16
blastnGorilla.Locus_442005	0	0	0	0	0	0	0	0	0
ENSPPYG00000017507	2	2	1	0	0	10	27	4	9
ENSPPYG00000008010	3	2	8	10	6	3	0	11	2
blastnHuman.CUFF.338704	0	0	0	0	0	1	0	0	0
ENSPPYG00000011366	102	42	232	126	29	100	147	124	151
ENSPPYG00000005270	10	11	2	12	4	1171	1886	1	3
blastnHuman.Locus_61241	0	0	0	0	0	0	0	0	0
ENSPPYG00000002371	197	83	166	166	122	388	498	111	361
ENSPPYG00000013059	14	5	21	18	1	6	14	11	11
blastnHuman.XLOC_004615	0	0	0	0	0	0	0	2	0
ENSPPYG00000014134	20	2	6	10	15	12	10	6	2
ENSPPYG00000014608	3	1	1	0	0	42	53	0	2
blastnHuman.XLOC_008474	0	0	1	0	0	0	0	0	0
blastnMacaque.Locus_222439	0	0	0	0	0	0	0	0	0
ENSPPYG00000007022	136	103	61	15	8	19	20	19	11
blastnHuman.Locus_63027	0	0	0	0	0	0	0	0	0
ENSPPYG00000002415	2251	1175	447	11	6	2	2	1	0
ENSPPYG00000017527	119	68	113	49	38	202	224	227	385
blastnMouse.Locus_98787	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_103226	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_100469	0	0	0	0	0	0	0	0	0
ENSPPYG00000015341	154	49	148	68	51	112	201	64	193
blastnGorilla.Locus_465035	0	1	1	0	0	0	0	0	0
blastnMacaque.Locus_210814	1	0	2	1	0	0	0	0	0
ENSPPYG00000014531	9	6	8	19	2	20	7	57	47
ENSPPYG00000009794	1	0	0	0	0	0	0	0	0
ENSPPYG00000005447	14	10	20	22	9	9	31	14	14
blastnMacaque.Locus_139737	1	3	2	4	3	4	4	1	3
blastnPan.CUFF.419187	0	0	0	0	0	0	0	0	0
ENSPPYG00000011528	10	5	14	1	0	20	53	596	1813
ENSPPYG00000000966	1	0	0	0	0	364	786	354	1460
ENSPPYG00000010729	0	0	0	0	0	0	0	0	0
ENSPPYG00000002093	1075	555	296	52	10	10	17	32	66
blastnMacaque.Locus_191590	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000254334	0	0	0	0	0	0	0	0	0
ENSPPYG00000015863	26	13	21	11	0	10	15	7	9
ENSPPYG00000015327	0	0	11	0	0	134	201	0	0
blastnMacaque.Locus_38826	0	0	0	0	0	0	0	0	0
ENSPPYG00000020304	0	1	2	1	1	0	2	1	0
ENSPPYG00000020229	7	1	6	3	3	9	10	3	6
ENSPPYG00000017621	1052	518	614	393	143	412	727	271	546
ENSPPYG00000003079	200	242	122	59	33	296	408	1625	1832
ENSPPYG00000014882	1	0	2	1	2	4	2	0	0
ENSPPYG00000017729	110	63	225	23	30	5	32	1	7
ENSPPYG00000006550	116	56	141	127	49	166	247	114	150
blastnGorilla.Locus_440057	0	0	0	0	0	0	0	0	0
blastnHuman.XLOC_004842	2	1	1	1	0	2	9	1	5
ENSPPYG00000013271	174	118	150	127	24	97	95	49	112
Locus_155814	0	0	0	2	0	19	15	1	5
ENSPPYG00000011871	3478	2241	1487	5213	3237	2051	2789	781	882
blastnHuman.Locus_194322	18	8	2	1	2	1	2	0	0
ENSPPYG00000004658	456	202	673	223	69	341	315	305	1008
ENSPPYG00000020967	335556	203466	113860	552122	603051	539328	252063	88613	182017
ENSPPYG00000020927	4	1	4	3	0	9	7	4	18
blastnMacaque.Locus_341281	0	0	0	0	0	0	0	0	0
ENSPPYG00000013335	0	0	0	0	0	0	0	0	0
ENSPPYG00000016876	0	1	0	105	41	2	4	0	1
Locus_23951	1	0	0	0	0	0	1	0	3
ENSPPYG00000015149	0	0	0	0	0	4	2	2316	3871
blastnGorilla.Locus_17504	0	0	0	1	0	0	1	0	0
blastnMacaque.Locus_370524	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_133424	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000249782	0	0	0	0	0	0	0	0	0
ENSPPYG00000000108	274	146	87	106	46	162	192	103	142
ENSPPYG00000006539	270	108	331	117	73	153	297	70	169
ENSPPYG00000003420	53	21	52	81	22	34	69	20	27
blastnHuman.ENSG00000228504	0	0	0	0	0	0	0	0	0
ENSPPYG00000016301	0	0	0	1	0	0	0	0	1
blastnPlatypus.Locus_19926	0	0	0	0	0	0	0	0	0
ENSPPYG00000015742	53	43	57	177	97	161	278	320	374
blastnMacaque.CUFF.400433	1	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000251584	0	0	0	0	0	0	0	0	0
ENSPPYG00000019277	76	8	6	47	19	30	35	8	17
ENSPPYG00000015168	90	74	14	13	0	1	14	3	14
ENSPPYG00000020578	1633	755	759	32	9	310	546	132	96
blastnMacaque.Locus_140673	1	0	0	0	0	0	0	0	0
ENSPPYG00000017601	404	242	221	296	124	167	294	138	279
ENSPPYG00000002582	0	0	0	0	0	0	0	0	0
ENSPPYG00000019688	442	167	229	150	115	370	428	68	189
blastnHuman.ENSG00000228412	0	0	1	0	0	0	1	0	0
ENSPPYG00000008484	2457	910	723	6	8	18	39	0	3
blastnHuman.Locus_117637	0	0	0	0	0	0	0	0	1
blastnGorilla.Locus_227781	1	3	0	0	0	0	0	0	0
blastnMacaque.Locus_140159	1	1	2	0	0	0	0	1	0
ENSPPYG00000009698	0	1	0	53	2	148	24	30	16
ENSPPYG00000007304	364	206	327	87	70	313	349	48	256
ENSPPYG00000014140	526	245	462	120	65	112	188	115	144
blastnPan.CUFF.244209	0	1	0	0	0	0	0	0	1
blastnHuman.ENSG00000228563	0	0	0	0	0	0	0	0	0
ENSPPYG00000017116	8	3	14	18	4	11	17	13	12
ENSPPYG00000016248	190	49	216	16	2	132	94	6	11
ENSPPYG00000013127	36	13	0	0	0	0	0	0	0
ENSPPYG00000020505	2	0	0	1	0	5	5	2	0
ENSPPYG00000020885	883	421	336	66	42	265	213	198	136
blastnMacaque.Locus_100965	1	0	0	0	0	0	0	0	0
ENSPPYG00000019660	8	7	5	5	5	44	63	52	88
blastnGorilla.CUFF.213743	2	1	5	0	1	4	2	1	11
blastnGorilla.Locus_441622	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_70212	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_428748	0	0	0	0	0	0	0	0	0
ENSPPYG00000017428	0	0	0	0	0	1	1	24	240
blastnHuman.Locus_87373	1	2	4	0	0	0	0	0	0
ENSPPYG00000007719	0	0	0	0	0	1	0	0	0
ENSPPYG00000016942	8	10	11	57	17	117	88	39	147
ENSPPYG00000019548	62	4	18	132	9	39	42	62	155
blastnMacaque.Locus_187491	0	0	0	0	0	0	0	0	0
blastnHuman.XLOC_002030	0	0	0	0	0	0	0	0	0
ENSPPYG00000002335	615	278	874	177	62	263	372	37	103
ENSPPYG00000019826	12	5	3	23	21	4	16	9	24
ENSPPYG00000015548	0	0	0	0	0	978	2505	0	0
