Gene	Brain_Female1	Brain_Male1	Cerebellum_Female1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1
blastnMacaque.Locus_101021	0	0	1	0	0	0	0	0	0
ENSPPYG00000009639	0	0	2	0	0	0	1	1	2
ENSPPYG00000014136	1	0	3	0	0	1	4	0	0
ENSPPYG00000020381	1168	548	470	218	223	355	640	130	271
ENSPPYG00000005046	187	109	179	49	36	468	676	150	292
ENSPPYG00000005916	0	0	0	0	0	2	1	0	0
ENSPPYG00000016446	84	56	96	70	32	74	98	46	105
ENSPPYG00000004913	353	167	192	111	36	183	283	50	73
ENSPPYG00000017468	3121	2306	785	337	168	167	128	120	130
ENSPPYG00000017860	16	4	0	33	4	46	15	155	390
ENSPPYG00000020644	7	24	1	0	0	0	0	0	0
blastnPan.Locus_117727	0	0	0	0	0	0	0	0	0
Locus_144745	3	1	0	23	13	1	1	0	1
ENSPPYG00000013017	72	12	27	28	10	26	29	28	25
ENSPPYG00000015886	19	3	18	18	7	3	3	1	1
blastnHuman.ENSG00000242048	5	3	11	0	0	7	1	2	12
ENSPPYG00000019774	135	67	83	23	11	108	91	18	46
ENSPPYG00000019344	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSPPYG00000018883	519	190	271	84	29	79	111	74	111
ENSPPYG00000015917	360	234	319	2	1	3	0	2	1
ENSPPYG00000013243	0	0	0	0	0	0	1	81	5
ENSPPYG00000010944	177	144	103	433	131	292	431	144	217
ENSPPYG00000007757	1028	374	378	67	51	127	200	42	119
blastnMacaque.CUFF.35406	0	0	0	0	0	0	0	0	0
ENSPPYG00000013041	0	1	2	0	0	1	5	8	7
blastnMacaque.Locus_427600	0	0	1	0	1	0	0	0	0
ENSPPYG00000007712	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_19020	0	0	0	0	0	0	0	0	1
blastnMacaque.Locus_140425	0	0	0	0	0	0	0	0	0
ENSPPYG00000013628	11	7	16	5	6	10	28	9	32
ENSPPYG00000008245	238	149	203	271	295	85	126	51	166
blastnHuman.ENSG00000237280	1	0	1	1	1	1	6	0	13
ENSPPYG00000008098	619	300	366	265	180	552	879	92	159
blastnMouse.Locus_66219	0	0	0	0	0	0	0	0	0
ENSPPYG00000004434	320	118	440	694	268	387	516	353	615
blastnHuman.Locus_61166	0	0	1	0	0	0	0	0	1
blastnHuman.ENSG00000224666	0	0	0	0	0	0	1	0	0
ENSPPYG00000007899	387	194	344	137	79	331	333	38	186
ENSPPYG00000005590	197	148	416	92	80	86	121	17	51
ENSPPYG00000009776	300	201	269	97	30	244	193	111	192
ENSPPYG00000015968	345	116	213	700	259	498	527	679	619
ENSPPYG00000002097	0	1	2	0	0	0	0	1	0
blastnPan.Locus_94248	4	0	0	0	0	0	0	0	0
ENSPPYG00000018582	298	102	300	718	231	381	785	139	322
blastnHuman.Locus_17868	3	1	0	0	0	0	0	0	0
ENSPPYG00000002759	0	0	0	0	0	0	0	0	0
blastnHuman.CUFF.63014	0	0	0	0	0	0	0	0	0
ENSPPYG00000015126	142	42	144	132	56	195	315	112	206
blastnHuman.Locus_102836	0	0	0	0	0	0	0	0	0
ENSPPYG00000018606	280	106	197	10	1	0	0	1	0
blastnGorilla.Locus_353749	1	0	0	0	0	0	0	0	0
blastnGorilla.Locus_196431	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_69860	2	2	3	0	0	0	0	0	0
ENSPPYG00000012232	108	85	168	66	17	127	160	55	137
blastnHuman.Locus_166506	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_18092	0	0	0	0	0	0	0	0	1
Locus_229024	3	2	9	2	0	5	1	21	18
blastnHuman.Locus_166427	0	0	0	0	0	0	0	0	0
blastnMouse.Locus_74312	0	0	0	0	0	0	0	0	1
blastnHuman.Locus_12315	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_17411	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_18070	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000228553	0	0	0	0	0	0	0	0	0
Locus_106300	11	19	9	1	1	0	7	0	8
ENSPPYG00000019104	50	18	107	18	5	39	42	12	23
ENSPPYG00000006813	79	52	72	81	39	58	112	50	124
blastnHuman.ENSG00000237104	0	0	0	0	0	0	0	0	0
ENSPPYG00000015222	8	2	0	14	22	0	0	0	0
blastnGorilla.Locus_268124	0	0	0	0	0	0	0	0	0
Locus_194880	0	0	1	0	0	0	0	0	24
blastnPan.CUFF.69031	3	1	0	0	0	0	0	0	0
ENSPPYG00000020814	876	592	223	81	16	67	42	70	44
blastnMacaque.Locus_209682	0	0	2	0	1	0	0	0	0
ENSPPYG00000005148	1241	836	665	737	370	786	1153	800	1194
blastnGorilla.Locus_370766	0	1	0	0	0	0	0	0	0
ENSPPYG00000006214	8	0	1	1	0	976	30	352	49
ENSPPYG00000002048	8	1	3	10	5	30	9	20	5
blastnMacaque.Locus_314867	1	0	0	0	0	0	0	0	0
ENSPPYG00000015137	NA	NA	NA	NA	NA	NA	NA	NA	NA
blastnHuman.ENSG00000254689	0	0	0	0	0	0	0	0	0
ENSPPYG00000010195	208	103	96	460	377	280	396	71	240
ENSPPYG00000002054	1	0	0	11	4	0	0	558	1329
ENSPPYG00000016071	339	230	139	412	258	312	394	289	230
blastnMacaque.Locus_210047	0	0	0	0	0	0	0	0	0
ENSPPYG00000007067	136	96	110	44	20	105	193	37	80
blastnMacaque.Locus_429709	1	0	0	0	0	0	0	0	0
blastnMacaque.Locus_40083	1	0	0	0	0	0	0	0	0
blastnGorilla.Locus_135449	0	1	0	0	0	0	0	0	0
ENSPPYG00000007472	153	76	47	103	34	78	103	64	93
Locus_137864	0	0	0	0	2	4	0	0	0
Locus_206691	0	2	0	22	4	1	7	0	2
blastnPan.Locus_73430	0	0	0	0	0	0	0	0	0
blastnPan.Locus_97786	0	0	0	0	0	0	0	0	0
ENSPPYG00000017789	0	0	0	126	57	5	5	2	1
blastnMacaque.Locus_19818	0	0	0	0	0	0	0	0	0
ENSPPYG00000014142	743	217	100	120	118	251	258	20	142
ENSPPYG00000002172	875	305	512	815	359	438	684	343	488
blastnMouse.Locus_98575	0	0	0	0	0	0	0	0	0
ENSPPYG00000006959	157	60	193	250	147	845	1511	739	730
blastnGorilla.Locus_393056	0	1	0	0	0	0	0	0	0
ENSPPYG00000005534	723	328	611	212	106	290	176	192	220
ENSPPYG00000015233	124	75	87	1	0	134	454	374	1604
ENSPPYG00000020863	1331	742	635	265	176	772	593	155	385
blastnPan.CUFF.61807	0	0	0	0	0	0	0	0	0
ENSPPYG00000005606	0	0	0	0	0	0	0	0	0
ENSPPYG00000013721	938	421	345	230	149	191	314	59	65
ENSPPYG00000020443	976	437	452	458	335	643	1089	252	433
ENSPPYG00000000328	1	0	0	2	1	27	1	17	11
ENSPPYG00000014550	136	93	89	55	72	43	86	21	24
ENSPPYG00000005921	356	99	145	271	171	213	281	313	177
blastnGorilla.Locus_59858	0	0	0	0	0	0	1	0	0
ENSPPYG00000003800	2	1	2	1	0	4	11	1	5
blastnHuman.Locus_126281	0	1	1	0	1	0	0	0	1
blastnHuman.ENSG00000236289	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_138767	0	0	0	1	0	0	0	0	0
ENSPPYG00000006585	2	1	1	2	0	2	8	1	1
ENSPPYG00000003635	0	0	1	0	0	0	0	0	0
ENSPPYG00000016920	12	6	3	2	0	2	5	2	1
ENSPPYG00000000457	202	148	155	203	67	160	165	259	289
blastnHuman.CUFF.401724	0	0	1	0	0	0	0	0	0
ENSPPYG00000010260	362	137	154	203	124	840	818	298	510
ENSPPYG00000011121	232	66	159	204	75	360	305	279	335
blastnHuman.ENSG00000235072	NA	NA	NA	NA	NA	NA	NA	NA	NA
blastnHuman.Locus_193120	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000245466	8	2	0	0	0	0	0	0	0
blastnHuman.ENSG00000228392	0	0	0	0	0	0	0	0	0
ENSPPYG00000017714	325	158	263	441	138	183	403	179	251
ENSPPYG00000000501	128	63	63	208	162	62	81	77	160
ENSPPYG00000025943	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_19858	0	1	0	0	0	1	0	0	0
blastnHuman.XLOC_011801	0	0	0	0	0	0	0	0	0
ENSPPYG00000003132	0	0	0	1	0	0	0	5	2
blastnGorilla.Locus_135115	0	0	0	0	0	0	0	0	0
blastnHuman.XLOC_010451	0	0	0	0	0	0	0	0	0
ENSPPYG00000013239	1	0	1	0	0	1	0	0	0
ENSPPYG00000015415	26	0	2	31	5	24	12	78	109
ENSPPYG00000018222	152	77	115	112	106	129	218	78	200
blastnHuman.ENSG00000234497	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000231054	1	0	0	0	0	0	0	2	0
ENSPPYG00000016640	315	138	263	72	38	359	304	134	320
blastnMacaque.Locus_115944	0	0	0	0	0	1	0	0	0
ENSPPYG00000013057	8	6	17	13	2	3	6	7	4
blastnGorilla.Locus_195334	0	0	0	0	0	0	0	1	1
ENSPPYG00000005680	1036	363	292	388	281	796	1068	343	1079
ENSPPYG00000011875	155	69	42	33	27	100	116	158	156
ENSPPYG00000002942	239	100	236	144	75	115	87	45	41
ENSPPYG00000015681	138	109	151	125	24	58	162	89	370
ENSPPYG00000018995	118	167	97	57	33	110	139	94	92
blastnPan.Locus_129752	0	0	0	0	0	0	0	0	0
blastnChicken.Locus_110303	0	0	0	0	0	0	0	0	0
Locus_158619	0	0	0	0	0	0	0	3	11
blastnMacaque.Locus_313652	0	0	0	0	0	0	0	0	0
ENSPPYG00000010199	133	72	104	67	51	148	145	90	98
ENSPPYG00000025891	63	44	41	285	168	129	167	317	281
blastnMouse.Locus_34388	0	0	0	0	0	0	0	0	0
ENSPPYG00000014980	162	79	72	98	37	58	105	55	107
ENSPPYG00000003507	8	4	4	31	13	5	16	1	2
ENSPPYG00000000078	0	0	0	0	0	0	0	0	1
ENSPPYG00000004351	50	9	60	96	35	41	92	76	119
ENSPPYG00000014277	36	14	29	66	38	445	403	21	17
blastnHuman.ENSG00000231363	0	0	0	0	0	0	1	1	2
blastnHuman.CUFF.385030	0	0	0	0	0	0	0	0	0
ENSPPYG00000003362	0	1	0	0	0	98	50	6	8
ENSPPYG00000020575	4766	1548	1428	741	479	966	1574	429	531
blastnHuman.ENSG00000229127	5	3	5	6	1	16	25	0	9
ENSPPYG00000018781	0	0	0	6	0	0	0	0	0
blastnHuman.CUFF.387124	0	0	0	0	0	0	0	0	0
ENSPPYG00000003077	1808	1747	965	1320	704	2000	2762	3338	2299
blastnGorilla.Locus_179176	0	0	1	0	0	0	0	0	0
ENSPPYG00000005449	85	0	2	11	8	233	504	10	5
blastnHuman.ENSG00000224215	1	1	0	0	0	0	0	0	0
blastnMacaque.Locus_448142	0	0	1	0	0	0	0	0	0
ENSPPYG00000015825	1	1	1	3	0	1	0	2	5
Locus_206996	1	0	1	0	0	2	0	0	1
ENSPPYG00000012051	360	191	303	615	346	365	554	617	522
ENSPPYG00000019155	1	0	0	0	0	0	0	0	0
ENSPPYG00000000130	283	167	61	62	10	118	43	580	278
ENSPPYG00000020209	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_293565	0	0	0	0	0	0	0	1	1
ENSPPYG00000005086	4	0	1	2	0	0	0	0	6
blastnMacaque.Locus_312867	0	0	0	0	0	0	0	0	0
Locus_106458	0	0	1	0	0	0	2	0	0
ENSPPYG00000006980	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSPPYG00000014018	0	0	0	0	0	0	0	0	0
Locus_156387	0	0	0	0	0	0	0	2	5
blastnHuman.XLOC_005615	0	0	0	0	0	0	0	0	0
ENSPPYG00000011973	989	21	238	0	0	0	0	2	0
ENSPPYG00000013691	228	113	7	1	0	0	1	0	2
blastnPan.Locus_45629	0	0	0	2	0	0	0	1	14
blastnHuman.ENSG00000227071	0	0	1	0	0	0	0	0	0
ENSPPYG00000008789	1365	925	908	285	153	745	1051	132	513
ENSPPYG00000019236	4	1	2	51	11	12	10	60	49
ENSPPYG00000007873	40	19	66	71	21	55	90	77	94
blastnMacaque.Locus_426992	0	0	0	0	0	0	0	0	0
ENSPPYG00000016878	83	25	10	294	159	35	0	8	3
ENSPPYG00000014059	133	50	143	126	77	107	174	237	192
blastnHuman.ENSG00000253142	0	0	0	1	0	0	0	0	0
blastnMouse.ENSMUSG00000085862	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_190911	0	0	0	0	0	0	0	0	0
ENSPPYG00000014228	33	17	23	37	10	34	54	92	97
ENSPPYG00000002962	56	31	99	51	22	279	524	80	306
ENSPPYG00000019586	2116	698	1064	634	422	613	727	273	544
ENSPPYG00000014469	0	0	0	0	0	0	0	0	0
ENSPPYG00000004270	1	0	0	3	1	2	2	26	62
blastnMouse.CUFF.45744	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000254153	0	0	0	0	0	0	0	0	0
ENSPPYG00000012409	1	1	1	0	0	0	3	0	0
ENSPPYG00000013227	169	56	88	88	21	80	94	129	198
Locus_207827	0	0	0	1	4	0	0	0	0
blastnHuman.Locus_102915	0	0	0	0	0	0	0	0	0
ENSPPYG00000003429	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_149621	0	0	0	0	0	0	0	0	0
blastnHuman.XLOC_009301	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_132521	0	0	0	0	0	0	0	0	0
blastnPan.Locus_97590	0	0	0	0	0	0	0	0	0
Locus_11252	0	0	0	0	0	5	3	0	0
blastnHuman.Locus_183325	1	0	0	0	0	0	0	0	1
ENSPPYG00000009579	12	6	6	6	9	21	37	26	36
ENSPPYG00000004681	5251	1649	3253	2148	662	435	461	761	6538
ENSPPYG00000006510	10	2	8	4	0	1	2	423	1955
blastnHuman.Locus_126657	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_40486	0	0	0	0	0	0	0	0	0
ENSPPYG00000002989	694	563	467	314	214	554	597	299	289
ENSPPYG00000010883	5	0	0	0	0	0	0	0	0
ENSPPYG00000004927	122	75	79	38	24	66	69	38	113
ENSPPYG00000000252	102	54	26	53	13	41	60	134	99
ENSPPYG00000002766	14	8	14	129	30	9	5	7	2
ENSPPYG00000019842	4	0	0	2	0	2	2	42	14
ENSPPYG00000007815	58	35	151	19	11	40	17	2	26
ENSPPYG00000005362	3	1	6	14	9	0	0	0	0
ENSPPYG00000018961	575	349	367	1144	472	555	721	361	314
Locus_156344	0	1	0	4	0	0	1	0	0
blastnHuman.XLOC_010505	0	0	0	0	0	0	0	0	6
ENSPPYG00000018234	486	294	509	872	215	422	319	354	239
ENSPPYG00000000198	18	7	26	23	1	10	20	14	9
blastnPan.CUFF.465403	0	0	0	0	0	6	14	0	0
ENSPPYG00000012072	107	52	20	68	41	70	15	78	17
blastnPan.Locus_139395	0	0	1	0	0	0	0	0	0
Locus_86852	2	1	5	0	0	1	0	1	8
ENSPPYG00000000678	0	0	0	0	0	0	0	0	0
ENSPPYG00000018934	141	107	30	8	8	160	244	8	29
ENSPPYG00000017966	88	28	5	3	52	17	29	0	0
blastnMacaque.Locus_190227	0	0	0	0	0	0	0	0	0
ENSPPYG00000016199	312	220	135	20	11	13	9	53	14
ENSPPYG00000004372	124	52	156	10	8	14	13	3	0
blastnGorilla.Locus_352820	2	2	1	0	0	4	1	6	5
ENSPPYG00000008911	384	238	328	379	145	433	654	323	410
ENSPPYG00000019605	175	103	178	165	58	172	217	136	309
ENSPPYG00000011764	82	66	1	0	0	3	2	2	20
ENSPPYG00000009884	6	26	7	0	0	520	584	0	0
ENSPPYG00000000151	16	6	3	4	2	10	1	3	1
ENSPPYG00000005359	0	0	0	0	0	0	0	0	0
ENSPPYG00000013407	103	51	40	106	99	361	274	64	167
blastnHuman.ENSG00000249426	2	0	1	1	1	0	0	0	0
blastnHuman.ENSG00000256695	0	0	0	0	0	0	0	0	0
ENSPPYG00000018201	0	0	0	0	0	0	0	1	0
ENSPPYG00000020675	73	28	86	20	25	25	45	25	47
ENSPPYG00000020343	59	27	39	12	5	40	43	15	94
ENSPPYG00000003037	1	5	0	7	2	16	7	20	19
ENSPPYG00000010300	0	0	0	0	0	0	0	0	0
ENSPPYG00000020797	613	206	386	238	168	311	398	188	372
ENSPPYG00000017616	4	3	4	6	2	7	12	7	11
blastnMouse.ENSMUSG00000075070	0	0	0	0	0	0	0	0	0
blastnMouse.Locus_3474	0	0	0	0	0	0	0	0	0
ENSPPYG00000000089	39	32	22	40	5	23	22	94	120
blastnHuman.ENSG00000249295	0	0	0	0	0	0	0	0	0
blastnPan.CUFF.274608	0	0	0	0	0	0	0	0	0
ENSPPYG00000007498	365	145	155	217	68	342	1519	136	231
blastnMacaque.Locus_102153	0	1	0	0	0	0	0	0	0
blastnMouse.ENSMUSG00000085562	0	0	0	0	0	0	0	0	0
blastnPan.Locus_55514	0	0	0	0	0	0	0	0	0
ENSPPYG00000014342	3	0	3	1	0	2	2	0	3
ENSPPYG00000014407	6	2	0	1	0	0	7	1	2
blastnHuman.ENSG00000233219	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_221857	0	0	0	0	0	0	0	0	0
ENSPPYG00000008633	604	260	324	228	158	497	584	323	322
blastnMouse.ENSMUSG00000084851	0	0	0	0	0	0	0	0	0
ENSPPYG00000016885	207	64	143	275	249	225	470	183	267
blastnHuman.CUFF.195371	0	1	0	0	0	0	0	0	1
ENSPPYG00000007808	0	1	0	2	0	0	0	0	0
blastnMacaque.Locus_19012	0	0	0	0	0	0	0	0	0
Locus_265521	4	2	6	2	0	7	10	0	2
ENSPPYG00000009516	0	0	0	0	0	3	0	1	0
ENSPPYG00000013124	296	166	17	1	0	41	430	0	0
blastnMacaque.Locus_274048	0	2	1	0	0	0	0	0	0
ENSPPYG00000010678	1	0	1	0	0	0	2	2	2
blastnMacaque.Locus_473092	0	0	0	0	0	0	0	0	0
ENSPPYG00000004651	24	23	45	7	7	750	732	28	19
blastnGorilla.CUFF.76284	0	0	5	0	0	1	0	0	1
ENSPPYG00000007326	30	32	2	0	0	0	0	5	4
ENSPPYG00000020742	37	56	37	36	24	59	59	30	30
blastnMacaque.Locus_428908	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_292410	0	0	0	0	0	0	0	0	0
ENSPPYG00000016708	10	10	6	52	16	14	27	15	35
blastnMacaque.Locus_39837	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_244499	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_370338	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_293853	0	0	0	0	0	0	0	0	0
ENSPPYG00000012648	57	34	50	55	5	47	36	31	40
Locus_87168	0	0	0	0	0	0	0	0	10
ENSPPYG00000018078	0	0	0	0	0	0	0	0	0
ENSPPYG00000014336	1055	512	632	188	77	278	263	156	248
blastnChicken.Locus_51980	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000226412	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_126641	0	0	0	0	0	0	0	0	0
ENSPPYG00000008547	2136	1264	2187	2970	783	2559	3146	2500	2813
blastnHuman.ENSG00000250354	0	0	0	0	0	0	3	0	1
blastnMacaque.Locus_139681	0	0	0	0	0	0	0	0	0
blastnHuman.CUFF.288669	1	0	0	0	0	0	0	0	2
ENSPPYG00000008301	305	260	251	82	43	339	369	84	251
blastnMouse.ENSMUSG00000084862	4	1	1	0	0	0	5	0	1
ENSPPYG00000011933	0	0	1	1	0	0	0	0	0
ENSPPYG00000018670	15	7	1	7	3	77	119	0	0
blastnGorilla.Locus_464717	0	0	0	1	0	0	0	0	0
ENSPPYG00000012631	11929	6320	3524	15	2	1	4	8	88
ENSPPYG00000020588	1	2	3	0	0	0	0	0	0
ENSPPYG00000000384	0	0	0	0	0	0	0	0	0
ENSPPYG00000006635	5	3	0	0	0	626	628	0	0
ENSPPYG00000017148	155	67	86	51	13	55	79	69	122
ENSPPYG00000000703	450	213	352	229	165	625	676	202	432
ENSPPYG00000006851	0	0	0	0	0	0	0	0	0
ENSPPYG00000018767	140	22	146	158	29	236	263	542	1155
ENSPPYG00000010050	12	3	4	6	1	427	225	160	286
ENSPPYG00000015395	20	11	9	0	0	26	60	7	366
blastnPan.Locus_55271	0	0	0	0	0	0	0	2	0
ENSPPYG00000019250	40	15	4	29	6	120	130	58	25
blastnMacaque.Locus_246046	1	0	0	0	0	0	0	0	0
ENSPPYG00000011025	447	151	4	1	3	112	55	109	115
blastnHuman.ENSG00000254209	0	0	0	0	0	0	0	0	0
ENSPPYG00000020365	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000235578	NA	NA	NA	NA	NA	NA	NA	NA	NA
blastnMacaque.Locus_474532	0	0	0	1	0	0	0	0	0
ENSPPYG00000010017	9	9	10	18	16	74	56	5	9
blastnPan.Locus_177720	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_140267	0	0	0	0	0	0	0	0	0
ENSPPYG00000009624	787	313	535	521	355	1519	1624	907	733
ENSPPYG00000017910	528	208	285	363	101	144	161	306	216
blastnMacaque.Locus_499942	0	0	0	0	0	1	3	0	0
blastnHuman.ENSG00000231814	0	1	1	0	0	0	0	0	0
blastnMacaque.Locus_372532	0	0	0	0	0	0	0	0	0
ENSPPYG00000013545	0	0	0	0	0	0	0	0	0
ENSPPYG00000005765	493	204	499	391	185	212	351	148	305
blastnGorilla.CUFF.355451	0	0	0	0	1	0	1	0	0
ENSPPYG00000001560	2089	859	2492	1464	622	1391	2103	1063	1498
ENSPPYG00000001167	312	171	175	128	28	145	317	68	317
ENSPPYG00000008599	3	0	3	0	4	6	1	18	6
ENSPPYG00000004103	0	0	0	1	2	0	0	0	0
ENSPPYG00000015799	796	385	706	333	99	545	528	378	434
ENSPPYG00000019354	44	17	22	12	11	23	41	15	29
blastnGorilla.Locus_392551	0	0	0	0	0	0	0	0	0
ENSPPYG00000007432	6	3	1	1388	425	391	146	34	14
ENSPPYG00000002076	388	242	295	2238	945	372	1044	494	652
ENSPPYG00000018114	7	2	9	2	0	366	511	2	15
Locus_158552	7	12	6	0	0	0	0	0	0
ENSPPYG00000011061	0	0	0	0	0	0	0	0	0
ENSPPYG00000007355	0	0	9	24	45	13	64	0	0
Locus_3298	0	0	0	0	0	0	0	1	0
ENSPPYG00000008804	275	128	359	356	114	252	203	106	301
ENSPPYG00000017750	0	2	0	0	0	113	147	1	4
ENSPPYG00000019835	2	1	0	0	2	12	11	2	5
ENSPPYG00000010872	107	36	30	15	16	52	87	5	7
blastnGorilla.Locus_106023	0	0	1	0	0	0	0	0	0
blastnHuman.ENSG00000251152	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_136623	0	1	0	0	0	0	0	0	0
ENSPPYG00000014009	6	2	10	1	0	5	52	0	3
ENSPPYG00000017092	7	2	8	7	1	1	4	1	7
blastnMacaque.Locus_312895	0	0	0	0	0	0	0	0	0
ENSPPYG00000017479	52	48	80	13	2	56	123	17	54
ENSPPYG00000001839	8	3	24	23	5	38	37	6	25
ENSPPYG00000001066	266	137	330	146	64	138	260	42	243
ENSPPYG00000009340	221	142	243	67	42	226	330	86	233
blastnPan.CUFF.28893	0	0	0	0	0	0	0	0	0
ENSPPYG00000013039	5	5	4	10	3	61	267	8	142
ENSPPYG00000020879	1173	419	588	414	315	820	744	516	506
blastnMacaque.Locus_19287	0	0	0	0	0	0	0	0	0
blastnMouse.Locus_67274	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000250411	0	0	0	0	0	0	0	0	0
ENSPPYG00000003784	234	85	64	171	125	119	82	34	30
ENSPPYG00000004083	55	29	27	8	1	15	23	0	1
ENSPPYG00000009850	445	144	72	50	28	11	17	7	11
ENSPPYG00000007231	1	0	5	0	0	0	0	6	47
ENSPPYG00000008940	8	1	21	2	1	50	183	5	35
ENSPPYG00000008533	3475	1379	2119	1373	838	2031	3064	1016	1331
ENSPPYG00000002413	78	113	37	17	11	33	25	22	21
ENSPPYG00000004320	1	2	0	1	0	0	0	3	15
blastnHuman.Locus_102378	0	0	0	0	0	0	0	0	0
ENSPPYG00000015951	332	268	218	68	49	113	243	84	465
ENSPPYG00000005602	0	1	0	0	0	0	0	0	0
ENSPPYG00000013362	154	110	1	1	0	0	0	0	0
blastnHuman.Locus_101507	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_274011	0	0	0	0	0	0	0	0	0
ENSPPYG00000018479	82	42	62	55	26	96	94	22	37
ENSPPYG00000009443	291	144	118	43	50	310	401	149	303
blastnMacaque.Locus_272515	0	0	0	0	0	0	0	0	0
ENSPPYG00000016001	335	197	5	32	13	37	45	43	84
blastnMacaque.Locus_273260	3	0	0	0	0	0	0	2	0
blastnMacaque.Locus_40404	0	0	0	0	0	0	0	0	3
ENSPPYG00000005692	678	308	226	252	164	273	397	227	228
blastnMacaque.Locus_62170	0	0	0	0	0	0	0	0	0
ENSPPYG00000015633	11	17	19	3	0	4	13	4	9
blastnMacaque.Locus_340634	0	0	0	0	0	0	0	0	0
ENSPPYG00000002707	179	55	250	338	91	231	211	355	245
ENSPPYG00000008778	101	76	91	70	50	209	234	134	174
blastnMacaque.Locus_102584	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_210666	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000232820	0	0	0	0	0	0	0	0	0
ENSPPYG00000004575	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSPPYG00000016655	8194	3830	3811	4475	3127	4194	2621	3531	2027
ENSPPYG00000004428	136	58	153	166	25	125	340	247	283
blastnMacaque.Locus_288428	0	0	0	0	0	0	0	0	0
ENSPPYG00000015298	2682	883	1207	3563	2355	2236	2493	1876	1838
ENSPPYG00000007968	23	2	2	23	6	35	11	40	33
blastnMacaque.Locus_188083	0	1	0	0	0	0	0	0	0
blastnGorilla.Locus_135822	0	0	1	0	0	0	0	0	0
blastnGorilla.CUFF.277936	0	0	0	0	0	0	0	0	0
ENSPPYG00000009084	5	1	2	278	136	179	207	39	113
ENSPPYG00000012897	359	225	641	286	75	129	201	87	88
blastnPan.Locus_117000	0	0	0	0	0	0	0	0	0
ENSPPYG00000018951	960	624	422	386	239	545	576	446	661
ENSPPYG00000005239	0	0	0	0	0	0	0	0	0
ENSPPYG00000013756	3	1	2	0	2	16	2	0	1
blastnOpossum.Locus_374314	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_464251	0	0	0	0	0	0	0	0	0
ENSPPYG00000018084	0	0	0	0	0	0	0	1	1
ENSPPYG00000006199	25	28	6	11	10	6	24	0	21
blastnHuman.Locus_136268	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_126195	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000234871	0	0	0	0	0	0	0	0	0
ENSPPYG00000008289	54	81	15	0	0	0	0	1	0
ENSPPYG00000020694	1701	556	74	2	1	46	73	7	16
ENSPPYG00000003136	2	1	0	0	0	78	124	2	6
ENSPPYG00000017079	437	247	400	240	28	52	60	40	90
ENSPPYG00000015071	272	103	216	519	167	167	232	259	256
blastnPan.CUFF.444096	2	0	1	6	5	29	36	8	10
ENSPPYG00000007533	27	10	16	5	2	51	78	18	46
ENSPPYG00000020065	0	0	0	0	0	0	0	0	0
ENSPPYG00000019550	377	177	376	541	280	257	378	181	334
ENSPPYG00000014702	228	118	147	264	60	87	167	67	120
ENSPPYG00000011577	882	604	489	188	97	619	946	245	550
ENSPPYG00000011898	27	18	21	8	2	11	8	1	3
ENSPPYG00000013598	0	0	0	0	0	0	0	0	0
ENSPPYG00000009008	150	2	36	27	0	67	20	21	29
blastnMacaque.Locus_427408	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000255119	4	5	3	3	1	0	0	2	0
blastnMacaque.Locus_500740	0	0	0	0	0	0	0	2	0
