Gene	Brain_Female1	Brain_Male1	Brain_Male2	Cerebellum_Female1	Cerebellum_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Testis_Male1	Testis_Male2
Locus_101654	0	0	0	0	0	0	0	0	0	0	0	55	10
ENSMMUG00000030557	63	191	67	94	81	32	58	54	47	37	99	545	167
ENSMMUG00000019105	123	376	166	213	163	97	82	75	71	31	81	265	156
Locus_187833	1	15	2	0	1	1	0	0	0	0	0	2	0
blastnHuman.ENSG00000234775	18	49	17	1	3	0	2	2	2	0	0	12	3
ENSMMUG00000002913	364	1012	373	884	991	291	293	128	131	60	318	690	184
Locus_101021	0	0	0	2	0	0	0	0	0	0	0	36	5
blastnPan.CUFF.146072	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000009771	2	1	1	1	2	53	9	0	1	0	0	68	16
blastnHuman.ENSG00000235119	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000009126	268	1183	477	188	251	146	274	224	102	326	178	458	77
blastnGorilla.Locus_417248	0	0	0	0	0	0	1	0	0	0	0	6	1
Locus_40517	0	0	0	0	0	0	0	0	0	0	0	4	2
ENSMMUG00000012380	82	285	131	77	92	21	19	22	4	18	84	103	29
ENSMMUG00000010936	61	290	56	75	143	58	448	357	484	6	0	132	11
CUFF.134763	0	0	0	0	0	0	0	0	0	0	0	36	5
ENSMMUG00000016834	1	0	0	0	0	0	0	0	0	0	0	0	0
blastnChicken.CUFF.63862	0	0	0	0	0	0	0	0	0	0	0	1	0
Locus_187583	0	3	0	0	0	0	0	0	0	0	0	115	68
ENSMMUG00000003644	45	144	62	44	57	37	46	43	19	32	124	235	103
blastnHuman.Locus_69444	0	0	0	1	0	0	1	0	0	0	1	7	0
ENSMMUG00000021840	336	1131	268	784	971	112	178	255	229	349	645	7624	1170
ENSMMUG00000019178	0	0	0	2	64	0	0	0	0	0	0	5	2
ENSMMUG00000029243	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMMUG00000004220	0	0	0	1	1	67	12	0	0	0	0	2	5
Locus_342073	0	0	0	0	0	0	1	0	0	0	0	164	26
blastnGorilla.Locus_177881	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSMMUG00000030882	5	38	7	13	16	2	2	5	2	0	0	113	28
ENSMMUG00000012140	226	598	152	84	117	140	262	140	292	140	77	678	575
Locus_221590	0	3	1	1	0	0	0	0	0	0	0	9	0
ENSMMUG00000010702	127	423	190	56	94	95	173	49	47	182	321	139	40
blastnHuman.Locus_126616	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000031069	0	0	0	0	0	0	0	0	1	1	2	3	0
blastnHuman.ENSG00000224330	0	1	0	0	0	0	0	0	0	0	0	1	0
ENSMMUG00000022604	620	1501	855	459	531	2817	2077	6	8	8	27	132	41
ENSMMUG00000032306	37	111	32	110	122	0	1	0	1	2	10	212	102
ENSMMUG00000009255	231	822	340	286	193	155	170	174	170	156	222	564	263
ENSMMUG00000022727	1311	3729	1344	2632	1927	575	633	489	852	467	420	4112	1921
Locus_341883	0	0	1	0	0	0	0	0	0	0	0	18	2
blastnHuman.XLOC_005783	0	0	0	0	0	0	1	0	0	0	0	2	0
ENSMMUG00000018093	77	419	151	75	136	141	159	79	92	105	510	1833	552
ENSMMUG00000018621	34	70	36	33	35	32	26	38	16	11	12	342	248
Locus_18036	0	0	0	0	0	0	0	0	0	0	0	5	7
Locus_115316	0	0	1	0	1	1	0	0	0	0	0	15	0
ENSMMUG00000015014	291	969	313	377	309	193	231	193	245	177	132	801	213
blastnHuman.ENSG00000235403	0	1	0	0	0	0	0	0	0	1	0	1	1
ENSMMUG00000021614	315	1046	399	737	529	446	429	365	440	319	433	3536	2007
Locus_474791	0	0	1	0	0	0	0	1	0	0	0	13	2
ENSMMUG00000005956	0	1	0	0	0	0	0	0	0	0	0	18	0
CUFF.210577	4	43	6	5	13	0	0	0	0	0	1	2	0
ENSMMUG00000022111	123	470	104	837	1077	24	51	437	307	503	648	325	96
blastnGorilla.Locus_226331	0	0	0	0	0	0	0	0	0	0	0	4	0
Locus_189555	1	2	0	0	0	0	1	0	0	0	0	49	9
blastnHuman.XLOC_003656	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_340504	0	0	0	0	0	0	0	0	0	0	0	25	13
ENSMMUG00000004147	1	6	1	1	1	0	0	0	0	2	0	4	0
ENSMMUG00000018450	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000015249	16	78	15	14	11	105	196	2	1	645	591	57	28
ENSMMUG00000009468	116	494	185	238	199	56	59	95	148	114	154	782	280
ENSMMUG00000023706	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_429068	0	0	0	0	1	0	0	0	0	0	0	90	36
Locus_101479	0	0	0	0	0	0	0	0	0	0	0	3	1
ENSMMUG00000032215	1	2	2	0	1	3	1	2	0	1	1	4	1
ENSMMUG00000018997	63	177	101	113	76	92	135	92	80	182	383	580	130
ENSMMUG00000016082	3	7	5	11	11	5	1	2	5	4	1	112	63
ENSMMUG00000029600	0	1	0	0	0	0	0	0	0	0	0	2	0
ENSMMUG00000030395	8	51	32	7	17	2	5	4	2	0	3	3237	1167
ENSMMUG00000021641	210	676	275	173	283	626	1183	36	92	11	55	263	52
ENSMMUG00000009336	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.XLOC_003125	0	0	0	0	0	0	0	0	0	0	0	5	3
ENSMMUG00000023435	0	1	0	1	0	1	0	54	642	3616	7304	2	0
ENSMMUG00000013255	128	385	156	93	121	305	1183	508	619	1492	2011	555	102
Locus_245494	0	0	0	0	0	0	0	1	7	0	0	0	0
ENSMMUG00000015148	68	245	91	22	34	49	114	333	224	99	107	10244	3184
Locus_314685	0	0	0	0	0	0	0	0	0	0	0	34	2
ENSMMUG00000011708	1	0	0	0	0	0	0	0	1	0	0	0	0
ENSMMUG00000022836	365	1625	776	815	865	45	11	17	8	0	0	363	95
Locus_138949	1	6	8	21	7	1	0	0	0	1	0	24	14
Locus_472759	1	0	0	0	4	0	0	0	0	1	1	0	0
ENSMMUG00000001209	12	54	17	29	18	24	14	20	9	16	11	117	12
ENSMMUG00000031799	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_133312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blastnHuman.Locus_37351	0	0	0	0	0	0	0	0	0	0	0	1	0
blastnHuman.CUFF.24286	0	1	0	0	1	0	0	0	0	0	0	12	4
ENSMMUG00000021131	255	1094	498	490	411	9	7	11	12	3	2	4	0
blastnHuman.Locus_37124	0	0	0	0	0	0	0	0	0	0	0	4	3
ENSMMUG00000020946	16	65	23	44	43	12	10	7	17	14	13	184	98
Locus_273010	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSMMUG00000001489	0	0	0	0	0	0	0	0	0	0	0	28	7
blastnGorilla.Locus_57062	0	2	0	1	0	1	0	0	0	0	0	18	6
ENSMMUG00000010596	454	2050	893	587	702	38	138	317	115	97	50	805	271
Locus_101150	0	0	0	0	0	0	0	0	0	0	0	21	7
blastnPan.CUFF.55379	0	2	2	1	2	0	0	0	0	0	0	9	6
ENSMMUG00000005629	9	30	6	3	1	0	3	2	5	0	0	11686	4682
Locus_428969	0	0	0	0	0	0	0	1	0	0	0	4	0
blastnGorilla.Locus_372109	0	0	0	0	0	1	0	0	0	0	0	7	0
ENSMMUG00000000233	0	0	0	0	0	1	0	1	0	3	0	477	84
Locus_500935	2	2	2	0	1	0	0	0	0	0	0	8	2
ENSMMUG00000021996	607	1978	808	94	114	55	121	97	93	143	83	678	236
ENSMMUG00000013271	27	117	63	10	29	19	33	35	11	35	63	119	9
blastnHuman.XLOC_008895	0	1	0	0	0	0	0	0	0	0	0	8	1
ENSMMUG00000012939	8	52	26	7	16	17	36	24	5	148	339	152	32
ENSMMUG00000023634	174	638	269	283	247	86	178	183	178	111	95	1203	289
blastnHuman.ENSG00000251270	0	1	0	0	0	1	0	0	0	0	0	3	0
ENSMMUG00000030949	17	39	5	2	2	33	77	40	22	30	67	349	17
Locus_115973	1	11	0	12	0	0	0	0	0	1	0	5	0
Locus_289985	0	1	0	0	1	1	0	0	0	0	0	8	1
ENSMMUG00000022672	4	16	5	0	3	219	294	42	28	5	5	388	29
Locus_313013	0	0	0	1	0	0	0	0	1	0	0	17	6
ENSMMUG00000018124	45	194	81	34	38	46	53	57	39	37	118	411	135
ENSMMUG00000015482	318	1120	405	442	286	227	155	131	151	93	102	1370	720
Locus_290024	0	0	0	0	0	0	0	0	0	0	0	10	3
blastnHuman.Locus_2208	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000030183	356	1011	488	513	343	802	847	339	344	454	376	1591	732
blastnHuman.XLOC_010410	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_140102	0	0	0	0	0	0	0	0	0	0	0	27	15
Locus_221566	0	0	0	0	0	0	0	0	0	0	0	8	0
blastnGorilla.Locus_57314	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMMUG00000001690	454	1388	506	652	518	209	583	981	1022	650	873	748	170
Locus_117457	1	5	1	4	1	0	0	0	0	0	0	6	0
blastnHuman.ENSG00000228204	64	198	100	8	9	8	15	9	5	6	13	26	4
blastnPan.CUFF.194644	1	0	2	1	1	18	12	2	2	0	0	1	0
blastnHuman.ENSG00000253100	0	0	0	0	0	0	0	0	0	0	0	7	4
ENSMMUG00000005273	13	64	24	22	16	3	9	11	10	4	3	168	34
ENSMMUG00000031520	48	226	65	74	75	42	45	34	35	43	143	353	154
Locus_115100	0	1	1	0	0	0	0	0	0	0	0	3	1
blastnGorilla.Locus_105238	0	0	0	0	0	0	0	0	0	0	0	2	2
blastnPan.CUFF.346207	1	1	1	4	2	0	0	0	0	0	0	0	0
ENSMMUG00000011931	78	231	111	40	79	28	56	62	56	92	269	52	11
ENSMMUG00000012282	230	436	133	662	222	212	121	232	80	258	288	185	58
Locus_246656	0	0	0	0	0	0	0	0	0	0	0	11	0
ENSMMUG00000020861	20	108	44	21	27	104	125	693	706	64	214	845	285
ENSMMUG00000011735	134	544	188	256	161	41	41	46	54	58	56	205	83
ENSMMUG00000018351	93	212	69	83	83	24	56	26	56	20	14	403	278
Locus_372379	0	0	0	1	0	0	0	0	0	0	0	25	8
ENSMMUG00000016446	387	1290	505	464	483	203	333	222	160	332	454	1058	381
blastnHuman.XLOC_009764	0	0	0	0	0	0	0	0	0	0	0	9	2
ENSMMUG00000022610	90	459	209	157	145	118	62	231	213	289	225	1266	426
ENSMMUG00000015631	180	513	198	70	107	517	167	31	35	89	79	774	141
ENSMMUG00000011232	57	240	51	198	205	8	35	4	1	0	2	3711	768
ENSMMUG00000030300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMMUG00000023136	38	172	65	108	68	36	59	43	55	25	45	692	185
Locus_273543	0	2	0	1	0	0	0	1	0	0	0	569	333
Locus_273337	1	5	1	2	0	0	0	0	0	402	136	31	9
ENSMMUG00000008548	34	158	74	27	12	19	9	10	7	12	7	242	71
Locus_139124	0	0	0	0	0	0	0	0	0	0	0	37	13
Locus_342175	0	0	0	0	0	2	0	0	0	0	0	1	0
ENSMMUG00000021872	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnOpossum.Locus_228639	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000009936	57	202	67	91	66	47	103	59	41	75	152	562	185
ENSMMUG00000005712	163	460	189	215	180	44	80	66	95	71	107	574	282
blastnGorilla.Locus_135412	0	1	0	0	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_60103	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_341040	0	0	0	0	0	0	0	0	0	0	0	25	6
blastnMouse.Locus_40556	0	0	0	0	0	0	0	0	0	0	0	3	0
blastnHuman.ENSG00000232311	0	0	1	0	0	0	0	0	0	0	0	1	0
blastnHuman.CUFF.49258	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMMUG00000019483	2	84	2	0	3	0	5	0	2	0	0	1981	517
ENSMMUG00000005180	0	0	0	0	0	0	0	0	0	1	0	17	1
ENSMMUG00000004892	98	195	101	52	64	46	68	115	107	120	191	346	162
ENSMMUG00000014463	0	0	0	0	0	0	0	0	0	0	0	79	27
ENSMMUG00000030035	1	3	1	1	1	1	3	2	0	3	2	219	34
ENSMMUG00000001328	18	86	22	4	13	13	155	5	15	3	10	31	10
ENSMMUG00000004132	169	657	325	179	145	33	31	53	93	401	79	8747	3741
ENSMMUG00000011188	218	441	146	1	3	15	47	46	44	75	129	134	15
ENSMMUG00000001741	205	579	207	164	149	57	88	100	91	192	137	389	195
ENSMMUG00000014587	25	153	30	83	45	13	10	13	19	14	13	1422	436
ENSMMUG00000002034	14	45	29	27	29	0	1	0	4	1	0	9	4
blastnGorilla.Locus_226141	0	0	1	0	0	0	0	0	0	0	0	1	0
ENSMMUG00000002194	1686	7118	2223	2647	1603	2663	1501	1086	671	838	489	4719	1981
ENSMMUG00000012832	14	36	22	10	5	16	11	40	75	11	7	498	223
ENSMMUG00000018278	103	563	171	231	123	33	71	94	56	62	36	2862	641
Locus_139193	0	0	0	0	0	0	0	0	0	0	0	8	5
blastnHuman.CUFF.263224	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_222061	0	2	0	0	0	0	0	0	0	0	0	49	16
ENSMMUG00000028841	0	0	0	0	0	0	0	0	1	0	0	0	0
blastnXenopus.Locus_81555	0	0	0	0	0	0	0	0	0	0	0	1	0
blastnGorilla.Locus_60946	0	0	0	0	0	0	0	0	1	0	0	1	0
ENSMMUG00000020817	34	133	55	39	40	7	18	19	11	8	11	211	49
blastnPan.Locus_86403	0	0	0	0	0	0	0	0	0	0	0	1	0
Locus_61661	0	2	0	0	0	0	0	0	0	0	0	92	44
Locus_209135	0	0	1	0	0	0	0	0	0	0	0	22	3
ENSMMUG00000032456	77	213	114	3	1	0	3	0	2	0	1	170	65
ENSMMUG00000029775	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_447586	0	0	0	0	0	0	0	0	0	0	0	11	3
ENSMMUG00000012716	201	588	281	216	222	803	1441	224	229	2437	1654	1366	218
blastnGorilla.Locus_105962	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_61614	0	1	0	0	0	0	0	0	0	0	0	13	7
ENSMMUG00000003538	211	837	326	297	239	71	105	204	257	132	118	192	32
Locus_289084	6	42	16	4	6	40	38	11	7	5	27	252	183
ENSMMUG00000013874	181	729	362	92	170	0	3	2	2	15	13	1668	440
blastnGorilla.Locus_224448	9	11	7	12	10	0	7	1	0	1	1	56	20
blastnHuman.XLOC_008760	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000009694	37	206	56	63	58	24	76	19	19	145	59	105	38
Locus_61355	0	0	0	0	0	0	0	0	0	0	0	20	1
blastnHuman.Locus_87273	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMMUG00000005087	34	83	24	75	38	23	46	54	33	33	9	144	28
blastnGorilla.Locus_134058	0	0	0	0	0	0	0	1	0	0	0	0	0
blastnPan.Locus_130279	1	4	3	3	1	6	2	5	2	0	0	0	0
ENSMMUG00000020323	277	546	321	314	252	66	55	94	94	49	46	264	138
ENSMMUG00000032409	0	0	2	1	1	0	2	1	2	0	1	5	0
blastnGorilla.Locus_57701	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000003715	564	1780	688	83	91	0	0	0	1	0	0	43	12
blastnPan.CUFF.230320	1	3	1	2	1	1	0	2	3	2	14	0	0
ENSMMUG00000006148	197	583	257	149	140	136	131	67	158	98	121	2121	652
Locus_61478	0	0	0	0	0	0	0	0	0	0	0	37	8
blastnHuman.ENSG00000236336	0	0	0	0	0	0	0	0	0	0	0	4	2
ENSMMUG00000031289	0	1	0	0	0	0	2	2	1	1	1	8	2
blastnHuman.ENSG00000223466	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMMUG00000019416	265	1034	340	468	662	3862	4988	2184	1457	1986	7005	2045	777
ENSMMUG00000029623	0	4	0	1	0	0	0	0	0	0	0	1	3
ENSMMUG00000018784	187	632	228	326	228	42	75	80	126	102	136	1986	1305
ENSMMUG00000022337	0	0	1	0	0	0	1	0	0	28	7	0	1
ENSMMUG00000020844	0	1	0	0	0	2	0	0	0	0	0	14521	4992
ENSMMUG00000004097	0	1	0	0	1	0	0	0	0	0	0	4	1
ENSMMUG00000023291	317	1487	832	274	433	252	339	352	186	373	2165	6052	1964
ENSMMUG00000015047	4	35	11	19	12	3	2	2	7	2	1	4901	1373
ENSMMUG00000006521	77	247	71	196	146	34	33	46	48	59	33	230	77
blastnHuman.ENSG00000250193	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMMUG00000012458	75	240	116	12	7	22	145	88	61	82	57	57	1
ENSMMUG00000017509	3	7	1	0	0	0	0	1	0	0	1	11157	7235
ENSMMUG00000021797	5317	17430	8401	707	963	856	364	7	18	6	3	3788	1680
blastnHuman.ENSG00000229938	1	2	1	0	0	0	0	0	0	0	0	10	2
blastnMouse.CUFF.129372	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000023570	0	0	0	0	0	0	0	0	0	0	0	6	2
ENSMMUG00000031568	12	15	10	17	12	14	84	3	15	124	90	25	2
ENSMMUG00000031010	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_312474	1	9	3	1	4	0	0	0	0	0	0	49	21
ENSMMUG00000019524	9	33	9	7	13	5	9	6	3	6	18	185	38
ENSMMUG00000002264	6	4	9	13	11	0	0	0	0	1	1	12	9
Locus_372993	1	0	2	12	9	3	0	2	1	0	0	332	62
Locus_246088	0	0	0	0	0	0	0	0	1	0	0	5	2
blastnPan.Locus_177148	0	2	0	0	1	0	0	0	0	0	0	0	0
blastnGorilla.Locus_353524	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000225555	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000003779	0	1	0	0	0	0	0	0	0	0	0	1	0
ENSMMUG00000014002	851	2912	1446	1545	1803	358	475	293	302	130	476	5362	1117
blastnGorilla.Locus_96209	1	3	0	1	0	0	0	0	0	0	0	0	2
ENSMMUG00000002053	475	1822	452	631	652	161	413	229	199	1012	1461	5735	2364
ENSMMUG00000002133	203	703	333	148	143	42	34	40	77	48	42	193	103
ENSMMUG00000022960	67	336	68	43	53	2	5	6	2	16	5	19	5
ENSMMUG00000000133	0	1	0	0	0	0	0	0	0	0	0	2	0
ENSMMUG00000018527	34	186	68	127	241	102	287	17	16	8	111	142	16
ENSMMUG00000007480	192	735	294	223	231	88	175	150	137	106	358	492	131
ENSMMUG00000032169	43	117	25	4	6	7	9	15	11	5	3	46	11
blastnHuman.ENSG00000237184	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000001128	2	9	3	6	17	2	9	5	5	3	0	7025	4622
blastnGorilla.Locus_393468	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMMUG00000008287	235	600	250	272	263	164	204	126	181	139	253	2256	750
ENSMMUG00000009069	181	631	267	125	136	27	38	21	10	40	19	279	97
Locus_190126	0	7	1	2	3	4	7	0	0	0	0	6	3
blastnHuman.ENSG00000238221	8	10	5	16	4	0	3	0	2	2	1	4	0
Locus_313704	0	1	0	1	0	2	2	26	111	0	6	149	8
ENSMMUG00000005698	8	58	21	25	16	0	3	2	3	18	23	35	17
ENSMMUG00000002719	189	701	281	237	258	47	114	168	148	41	68	2982	708
ENSMMUG00000018041	18	62	18	1	7	4	15	328	248	19	50	49	4
ENSMMUG00000022517	2	8	0	5	0	90	12	8	3	2	0	2011	712
Locus_40502	0	0	0	0	0	0	1	0	1	0	0	11	4
ENSMMUG00000029586	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000031948	0	6	2	11	4	2	1	0	1	0	0	9	4
ENSMMUG00000002797	163	496	208	139	191	123	159	51	29	84	49	73	26
ENSMMUG00000016906	3185	17435	11332	1245	1610	5	40	7	7	5	31	746	141
ENSMMUG00000016262	57	183	69	91	93	44	87	358	858	612	1883	619	114
ENSMMUG00000013904	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000007768	0	1	2	280	655	0	0	22	10	1	1	70	15
blastnOrangutan.Locus_60427	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMMUG00000003954	38	329	115	129	70	232	278	208	78	99	61	80	29
ENSMMUG00000022070	55	85	32	160	28	72	118	53	15	709	617	260	36
blastnPan.CUFF.190522	0	0	0	0	0	0	0	0	0	0	0	1	1
blastnHuman.Locus_167743	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000008553	162	529	253	193	197	129	257	121	134	139	112	533	81
ENSMMUG00000013198	291	1020	576	236	403	53	153	242	144	163	324	1760	430
ENSMMUG00000006510	33	111	27	85	94	11	50	12	46	13	10	244	64
Locus_370676	0	1	0	0	0	0	0	0	0	0	0	429	91
blastnPan.CUFF.409040	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMMUG00000012967	234	961	459	240	261	326	779	349	209	460	405	2152	387
blastnHuman.Locus_62643	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMMUG00000019564	417	1554	739	302	390	327	347	264	212	217	1095	2991	1597
ENSMMUG00000029008	1	4	1	2	0	0	0	1	0	0	1	111	8
blastnHuman.ENSG00000235131	0	1	2	1	0	0	1	0	0	0	0	4	0
ENSMMUG00000030696	10	45	7	6	8	30	103	51	56	28	20	29	8
ENSMMUG00000002770	18	73	22	17	28	17	30	5	3	1	4	12	3
Locus_474880	0	0	0	0	0	0	0	0	0	0	0	40	15
Locus_245683	0	0	0	0	0	0	0	0	0	0	0	17	7
Locus_18933	0	1	3	0	0	0	1	1	0	1	1	0	0
blastnPlatypus.Locus_111307	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_39491	0	0	0	0	0	0	0	0	0	0	0	25	9
ENSMMUG00000022513	721	2581	1133	350	347	3	0	0	0	0	1	10	0
blastnHuman.XLOC_007745	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000023415	18	57	18	7	4	8	22	46	67	25	24	2633	929
Locus_119924	0	1	1	2	2	0	0	1	0	844	2	4	0
ENSMMUG00000007011	97	392	206	86	111	164	202	368	382	415	1018	2482	708
blastnGorilla.Locus_226370	0	1	0	0	0	0	0	0	0	0	0	10	0
blastnOrangutan.Locus_12211	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnPan.CUFF.330209	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000003735	327	1489	785	473	719	0	1	0	1	2	1	155	30
Locus_189655	0	0	0	0	0	0	0	0	0	7	1	2	0
ENSMMUG00000023060	0	1	1	0	2	0	1	2	2	0	2	68358	28484
ENSMMUG00000006012	717	2435	1341	401	390	162	200	147	240	156	219	477	141
blastnHuman.ENSG00000223360	0	0	0	0	0	0	0	0	0	0	1	0	0
blastnHuman.CUFF.407331	0	1	1	0	0	0	0	0	0	0	0	1	0
ENSMMUG00000031171	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMMUG00000009303	4	13	1	10	6	0	1	0	0	1	2	3594	1694
blastnOpossum.Locus_232049	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMMUG00000001095	114	523	167	140	182	53	77	103	177	64	214	1294	386
ENSMMUG00000008569	190	836	230	213	389	69	129	118	112	72	315	574	103
ENSMMUG00000032322	42	137	65	84	62	18	37	22	42	37	27	281	42
ENSMMUG00000030326	1	10	4	3	1	7	13	6	13	21	55	14	0
ENSMMUG00000012334	3	0	0	0	0	0	0	0	1	1	0	13832	4630
ENSMMUG00000002340	177	769	281	660	475	56	150	196	219	119	83	2386	672
Locus_371062	0	0	0	0	0	0	0	0	0	0	0	15	1
ENSMMUG00000031099	0	0	0	0	0	0	1	0	0	0	0	1	1
ENSMMUG00000020693	127	396	157	282	171	102	161	98	36	78	73	429	116
Locus_341138	0	0	0	0	0	0	0	0	1	0	0	19	10
ENSMMUG00000017581	0	0	0	0	0	0	0	1	1	0	0	99	28
CUFF.11520	0	0	0	0	0	0	1	0	0	0	0	29	7
ENSMMUG00000019111	30	113	5	8	11	14	188	1	1	1	4	305	30
ENSMMUG00000020363	213	826	424	293	391	218	227	255	233	188	454	1710	715
ENSMMUG00000016333	76	301	114	97	105	60	74	50	91	38	99	643	322
blastnHuman.Locus_2031	0	0	0	0	0	0	0	0	0	0	0	7	0
blastnHuman.CUFF.42198	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000012438	0	0	0	0	0	0	1	0	0	0	0	0	0
blastnPan.Locus_41074	0	1	0	0	0	0	0	1	0	0	0	0	0
Locus_428911	0	0	0	0	1	1	0	0	0	0	0	3	0
ENSMMUG00000030891	860	2389	1020	576	720	409	433	490	404	1737	1519	7724	2797
ENSMMUG00000006873	2	11	13	9	4	7	10	193	126	1240	1795	56	2
ENSMMUG00000028920	24	153	67	6	24	144	50	28	13	11	197	1237	1022
Locus_189644	0	0	0	0	0	0	0	0	0	0	0	19	3
ENSMMUG00000031834	144	421	220	253	210	771	376	117	118	44	70	109	42
blastnOpossum.Locus_320776	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000012713	44	207	138	2	3	0	0	0	5	0	0	1325	213
blastnHuman.ENSG00000228561	1	0	0	0	0	0	0	0	0	0	0	1	0
ENSMMUG00000012248	184	732	288	268	236	174	151	215	289	375	294	2602	1505
Locus_221845	0	0	0	0	0	0	0	0	0	0	0	135	16
ENSMMUG00000014621	45	149	47	101	97	45	42	43	40	54	205	256	92
blastnPan.CUFF.265347	0	1	0	1	0	1	2	1	3	0	0	4	2
Locus_473944	0	0	0	0	0	0	0	0	0	0	0	10	3
ENSMMUG00000030761	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnPan.CUFF.227667	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_130466	0	0	0	0	0	0	0	0	0	0	0	8	1
blastnHuman.XLOC_012822	0	1	0	0	0	0	1	0	0	0	0	3	0
blastnPan.CUFF.184581	0	1	0	0	0	0	0	0	0	1	0	1	0
ENSMMUG00000018021	91	326	105	105	103	20	33	26	30	23	29	998	359
blastnOrangutan.Locus_106865	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_60691	0	0	0	0	0	0	0	0	0	0	0	12	3
ENSMMUG00000007794	377	1414	440	131	141	0	0	1	1	0	0	41	7
Locus_313487	0	0	0	1	0	0	0	0	0	0	0	9	0
ENSMMUG00000031371	6	20	7	8	13	2	6	4	5	5	5	30	9
ENSMMUG00000002999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Locus_139401	0	0	0	0	0	0	0	0	0	0	0	11	3
blastnOrangutan.Locus_266316	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnGorilla.CUFF.393999	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSMMUG00000007734	1205	3450	3566	387	521	0	2	0	0	0	0	34	5
ENSMMUG00000032414	38	161	67	87	64	11	33	16	35	17	21	112	19
ENSMMUG00000007878	256	935	372	320	288	314	353	219	191	204	349	2352	1058
blastnGorilla.Locus_371900	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000007466	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMMUG00000019185	0	0	0	4	2	0	0	0	0	0	0	1	0
Locus_429688	0	0	0	0	0	0	0	0	0	0	0	15	5
blastnPan.CUFF.425201	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSMMUG00000005210	135	423	200	148	100	42	29	39	31	48	28	789	411
ENSMMUG00000019619	1204	4043	1701	942	1116	530	673	451	413	418	1120	17492	6054
