Gene	Brain_Female1	Brain_Male1	Brain_Male2	Cerebellum_Female1	Cerebellum_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Testis_Male1	Testis_Male2
ENSMMUG00000006063	313	1120	428	536	328	236	243	152	146	68	128	2843	1022
ENSMMUG00000020993	2	12	12	3	1	173	64	183	185	4	1	125	19
blastnHuman.ENSG00000225420	1	0	0	0	0	0	0	0	0	0	0	1	0
blastnGorilla.Locus_59370	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000011728	0	0	0	0	0	0	0	0	2	0	8	8	0
ENSMMUG00000017930	598	2418	1084	476	682	332	418	323	231	192	632	9483	2884
ENSMMUG00000010809	352	1220	444	681	526	33	41	58	62	138	76	593	199
ENSMMUG00000006530	2	8	0	2	2	2	4	4	17	7	5	1940	819
blastnOrangutan.Locus_218222	0	0	0	0	0	0	0	1	5	0	0	1	1
ENSMMUG00000013830	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000253164	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMMUG00000001462	123	270	80	412	161	25	32	43	35	22	4	74	11
blastnHuman.Locus_29450	0	0	0	0	0	0	0	0	0	0	0	6	8
ENSMMUG00000000342	2	7	0	3	1	0	0	0	1	0	0	8	2
blastnHuman.ENSG00000239593	3	11	1	0	1	0	2	1	1	0	0	17	4
blastnHuman.ENSG00000224073	0	0	0	0	0	0	0	0	0	0	0	2	0
Locus_313651	0	0	0	0	0	0	0	0	0	0	0	330	23
ENSMMUG00000004922	80	314	103	49	35	41	24	14	22	18	12	1062	643
blastnHuman.Locus_194341	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000017394	0	1	2	1	1	4	7	2	0	1	0	99	31
ENSMMUG00000020384	82	277	128	93	98	80	82	82	89	96	113	3653	1462
ENSMMUG00000012894	64	248	101	99	42	20	23	168	233	1	0	246	38
ENSMMUG00000008481	12952	35224	20383	5	6	19	45	9	18	11	5	175	49
ENSMMUG00000023645	16	79	33	20	21	1	9	15	14	8	10	354	96
ENSMMUG00000007997	64	191	65	97	76	14	25	55	63	20	6	113	30
blastnHuman.Locus_136082	0	0	0	0	0	0	0	0	0	0	0	4	0
ENSMMUG00000016533	0	7	5	0	0	1	0	2	4	1	0	80	37
ENSMMUG00000016815	13	97	36	0	0	0	0	0	0	0	1	77	16
ENSMMUG00000006457	141	623	235	442	598	121	314	137	112	131	589	386	70
ENSMMUG00000028946	0	2	0	0	0	0	0	0	0	0	1	0	0
blastnHuman.XLOC_009577	0	1	1	0	0	0	0	0	0	3	0	1	0
Locus_191646	0	0	0	0	0	0	0	13	7	0	2	81	71
blastnGorilla.Locus_134623	0	0	0	0	0	0	0	0	0	0	0	25	19
ENSMMUG00000010536	1355	4400	2543	1131	1552	32	97	22	12	12	26	533	180
ENSMMUG00000020648	75	181	104	69	66	466	389	415	213	776	2474	5432	1126
ENSMMUG00000002788	0	2	0	0	0	0	0	1	0	0	0	24	5
ENSMMUG00000031455	5	90	33	5	15	2	12	5	6	2	102	88	10
ENSMMUG00000009689	0	3	1	0	0	1	0	0	0	2	4	17	2
Locus_40404	3	3	1	1	1	0	0	1	0	0	0	20	4
ENSMMUG00000019966	54	378	96	89	122	34	52	35	31	28	69	436	109
blastnOrangutan.CUFF.178941	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000001274	0	0	0	0	0	0	1	0	0	0	0	0	0
Locus_100443	0	1	0	0	0	0	0	0	0	0	0	18	1
ENSMMUG00000016662	69	257	92	57	60	104	86	84	83	90	248	2536	664
ENSMMUG00000020295	287	1072	422	635	615	88	122	103	122	6	16	573	140
blastnPan.CUFF.398372	1	13	1	5	4	0	2	0	0	0	0	6	0
Locus_499561	0	0	0	0	0	0	0	0	0	0	0	186	179
ENSMMUG00000017823	47	155	57	156	59	12	8	22	31	9	5	401	182
ENSMMUG00000004802	365	1070	382	537	357	556	351	237	207	290	151	3058	1288
ENSMMUG00000014115	0	1	0	0	0	0	0	0	0	0	0	0	0
Locus_116162	0	0	0	0	0	0	0	0	0	0	0	81	6
ENSMMUG00000008926	229	866	408	281	225	2057	2052	363	178	226	536	3815	1074
ENSMMUG00000029588	22	62	25	27	15	6	7	4	6	12	5	631	181
ENSMMUG00000010883	12	42	5	22	24	18	12	11	9	12	55	2137	589
ENSMMUG00000001321	202	673	365	555	552	262	284	105	91	179	423	656	251
ENSMMUG00000002501	83	373	186	615	391	0	1	4	2	0	0	921	385
Locus_190057	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMMUG00000020542	17	45	24	35	20	8	23	16	27	26	29	103	40
ENSMMUG00000018898	77	214	65	261	143	43	73	52	59	61	43	1244	428
ENSMMUG00000020910	106	267	71	233	100	56	69	78	75	80	44	527	152
ENSMMUG00000032017	185	584	300	23	31	3	9	21	8	5	12	51	15
blastnHuman.Locus_174444	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_60419	0	0	0	0	0	0	0	0	0	0	0	54	20
Locus_61014	0	0	0	0	0	0	0	0	0	0	0	45	0
Locus_19293	0	0	0	0	0	0	1	0	0	0	0	15	2
ENSMMUG00000018953	0	5	1	2	5	0	4	0	2	1	5	1768	343
ENSMMUG00000019938	3235	11710	3786	2696	3286	3	2	17	3	1115	2050	112	15
blastnPan.CUFF.171585	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSMMUG00000030797	0	0	1	0	0	0	0	0	0	0	0	0	5
ENSMMUG00000017568	194	873	302	303	217	678	369	232	157	82	130	1265	445
ENSMMUG00000031217	3	6	3	0	4	1	0	1	2	0	0	64	19
blastnHuman.Locus_147412	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000014047	1	2	0	1	0	17	85	1	4	5	2	12	1
ENSMMUG00000017387	1	28	8	3	7	1	2	0	0	72	67	7	1
Locus_340574	0	0	0	0	0	0	0	0	0	0	0	17	2
blastnHuman.XLOC_005930	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000007766	137	396	131	307	247	109	150	106	148	82	94	2674	1334
blastnHuman.Locus_184644	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000013402	20	81	32	54	97	16	12	832	352	137	8	279	78
ENSMMUG00000003243	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnMouse.ENSMUSG00000086352	0	0	1	0	0	0	0	0	0	0	0	0	0
Locus_475279	0	0	0	1	0	0	0	0	0	0	0	4	0
ENSMMUG00000008095	71	216	116	116	85	44	57	87	107	83	147	1192	528
ENSMMUG00000020624	1	9	3	1	8	4	18	44	16	6	15	88	25
ENSMMUG00000014178	1	5	3	2	0	0	0	0	0	0	0	0	0
ENSMMUG00000019409	0	0	0	0	0	0	0	0	1	0	0	5	2
ENSMMUG00000007200	145	576	208	333	185	323	247	182	189	214	141	1967	539
blastnGorilla.Locus_463651	0	0	0	0	0	0	0	0	0	0	0	2	0
Locus_498603	0	1	0	0	0	0	0	0	0	0	0	4	0
ENSMMUG00000013732	550	1905	1038	405	593	221	231	1	6	0	1	56	19
Locus_273027	2	4	2	1	0	3	1	1	1	3	0	25	8
ENSMMUG00000003605	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMMUG00000031615	375	1262	520	534	403	208	90	77	134	59	53	530	242
ENSMMUG00000005813	86	246	141	65	53	41	65	65	98	79	152	338	113
ENSMMUG00000005881	615	1517	773	347	256	77	35	206	153	4901	14110	4	1
blastnPan.Locus_176808	0	0	0	0	0	0	0	0	0	0	0	1	0
blastnGorilla.Locus_59464	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000012156	398	1246	704	450	404	134	188	132	121	117	110	1361	743
Locus_191623	0	1	0	0	0	3	2	0	0	0	0	1	0
ENSMMUG00000009258	0	0	0	0	0	0	0	0	0	0	0	608	171
Locus_246641	1	1	0	0	1	17	14	4	2	0	0	21	7
ENSMMUG00000007356	8	54	17	10	12	1	0	5	2	0	10	1	1
blastnMouse.Locus_52212	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000235806	0	1	0	0	0	0	0	0	0	0	0	1	0
ENSMMUG00000013017	7	43	17	11	20	13	14	1	6	3	30	32	1
Locus_39847	0	0	0	0	0	2	1	0	0	0	0	2	1
blastnOrangutan.Locus_180488	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnPan.Locus_42154	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000234752	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_140497	7	10	12	0	0	1	0	0	0	0	0	6	4
ENSMMUG00000006480	2	11	8	19	5	1	0	141	99	2	0	1	0
ENSMMUG00000000361	42	202	53	21	20	9	27	37	52	15	28	300	76
ENSMMUG00000023328	1	0	0	0	0	0	0	0	0	0	0	2416	1289
ENSMMUG00000001898	114	394	180	163	109	158	85	93	91	70	58	1499	624
ENSMMUG00000002144	0	0	0	0	0	7	5	2	5	0	0	48	7
ENSMMUG00000017241	0	0	0	0	0	1	0	0	0	0	0	1	1
blastnGorilla.Locus_197163	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000083	10	26	10	12	9	2	7	10	7	4	10	179	59
ENSMMUG00000007948	36	77	42	36	29	13	26	17	36	12	3	318	145
ENSMMUG00000014408	664	2357	1205	533	769	128	188	90	101	30	63	11994	3735
ENSMMUG00000001071	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_71960	2	14	9	1	3	3	16	4	17	10	24	51	13
Locus_372983	0	1	1	1	0	0	0	18	23	0	0	0	0
Locus_313063	0	0	0	0	0	0	0	0	0	0	0	11	5
ENSMMUG00000021027	76	225	69	87	72	45	18	17	17	38	32	344	165
ENSMMUG00000023089	150	514	165	108	136	26	65	272	307	413	763	520	282
blastnMouse.Locus_99583	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnGorilla.CUFF.103886	0	1	0	0	0	0	0	0	0	0	0	1	0
ENSMMUG00000006672	0	1	0	0	0	101	50	0	0	0	0	45	4
ENSMMUG00000012431	0	2	0	0	1	0	0	1	1	0	0	5967	2234
blastnGorilla.Locus_371599	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000015322	0	3	1	3	1	0	4	16	3	5	5	2453	693
Locus_102142	0	0	0	0	0	0	0	0	0	0	0	34	3
blastnMouse.Locus_74390	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000004182	0	1	0	0	0	0	0	0	2	1	3	10	6
ENSMMUG00000013307	116	524	239	160	136	119	117	80	70	129	147	599	264
Locus_498573	1	3	0	0	0	0	1	0	0	0	0	69	12
Locus_499668	1	5	0	0	1	5	24	1	0	0	0	7	1
blastnGorilla.Locus_196429	0	2	0	0	0	0	0	0	0	0	0	4	0
blastnPan.Locus_116860	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000229813	1	5	3	0	0	0	0	0	0	0	1	5	1
ENSMMUG00000003123	25	115	35	22	25	9	17	7	6	6	4	58	23
blastnPan.Locus_94228	0	3	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000625	0	1	0	1	5	0	0	0	0	0	0	2	1
ENSMMUG00000009101	9	37	18	8	27	24	47	10	6	2	10	1602	453
ENSMMUG00000022440	6	5	5	6	4	0	2	0	2	1	0	5	0
ENSMMUG00000010112	0	0	0	0	0	0	0	0	0	0	0	13	4
blastnHuman.ENSG00000215808	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_370916	3	5	1	7	2	0	0	1	0	1	2	3	0
ENSMMUG00000009330	49	235	84	71	54	110	113	32	76	19	69	596	71
blastnGorilla.Locus_393223	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000019376	214	533	294	153	172	146	169	121	126	202	489	1613	558
blastnHuman.ENSG00000231090	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000009655	13	33	15	2	7	0	1	12	10	0	0	8267	4109
blastnHuman.Locus_126927	0	1	0	0	0	0	1	0	0	0	0	1	0
ENSMMUG00000017723	20	44	20	29	69	5	1	2	3	0	0	337	42
Locus_139815	0	0	0	1	0	0	0	0	0	0	0	12	11
ENSMMUG00000031337	115	533	162	63	58	10	7	39	15	3	3	365	100
blastnMouse.Locus_53877	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000009708	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000016431	34	115	46	106	70	3	6	8	22	52	41	116	21
ENSMMUG00000008684	314	1013	304	366	226	157	144	280	195	1566	1822	333	104
ENSMMUG00000021937	141	347	180	166	86	141	145	111	93	213	313	217	52
Locus_429249	2	4	0	2	1	0	0	0	0	0	0	8	2
ENSMMUG00000000935	138	220	147	141	99	101	65	101	47	139	245	448	149
ENSMMUG00000021621	117	336	201	1	1	0	0	34	30	1	0	7	2
ENSMMUG00000015174	6	39	17	3	7	1	5	2	2	0	12	12	2
ENSMMUG00000004902	231	971	447	213	188	46	76	117	175	143	250	434	138
ENSMMUG00000003558	17	31	15	31	20	50	20	47	61	101	57	65	34
ENSMMUG00000022217	12	42	29	929	1324	0	1	0	0	0	0	34	13
ENSMMUG00000021820	713	2157	923	671	684	470	443	255	243	292	479	2363	940
ENSMMUG00000012617	154	601	175	116	95	0	1	2	4	0	0	65	16
ENSMMUG00000019427	45	147	44	110	80	169	46	35	38	52	21	147	121
ENSMMUG00000012988	468	2073	635	60	22	840	468	21	19	2	4	1903	439
ENSMMUG00000006960	1	3	0	0	0	1	4	1	0	1	0	59	24
ENSMMUG00000000946	16	76	8	8	13	10	15	22	16	26	5	110	36
ENSMMUG00000018414	7	38	10	40	48	6	23	3	4	0	1	68	8
blastnPan.Locus_16894	1	10	0	6	0	0	0	0	0	0	0	0	1
ENSMMUG00000020183	130	604	243	107	181	5	15	39	29	6	18	59	4
blastnHuman.XLOC_007916	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000014485	0	1	0	119	142	0	0	0	0	0	0	287	131
ENSMMUG00000021896	0	1	0	0	0	0	1	0	0	3	2	4	0
ENSMMUG00000015097	119	424	158	490	582	15	50	55	42	27	48	341	104
ENSMMUG00000013477	0	4	1	2	2	12045	6386	59	21	0	1	62	99
blastnHuman.ENSG00000224190	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMMUG00000018752	287	817	447	503	454	163	194	141	107	154	213	994	502
ENSMMUG00000008729	95	299	201	114	114	158	256	164	106	246	494	1531	413
ENSMMUG00000010944	0	2	1	0	1	324	220	8	4	29	46	375	98
blastnHuman.ENSG00000223504	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000008541	252	600	341	399	307	503	328	349	392	323	359	720	317
ENSMMUG00000018009	0	1	0	0	1	0	0	0	0	0	0	0	1
ENSMMUG00000030247	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_57790	0	0	0	0	0	0	0	0	0	0	0	6	0
blastnGorilla.Locus_415573	2	1	0	2	0	0	0	0	0	0	0	0	0
CUFF.1901	0	0	0	3	3	2	1	0	1	1	0	0	1
Locus_274002	0	0	0	0	0	2	0	0	0	0	0	11	2
blastnHuman.Locus_101206	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_118157	0	0	0	0	0	0	0	0	0	0	0	1	0
blastnPan.Locus_177963	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000006144	71	225	110	182	70	50	39	44	73	51	20	3368	1290
ENSMMUG00000005484	411	1500	656	274	438	70	251	231	248	176	827	2552	988
blastnHuman.Locus_194327	0	0	0	0	0	0	0	0	0	0	0	1	2
Locus_116101	0	0	0	0	0	0	0	0	0	0	0	60	0
blastnHuman.ENSG00000233942	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000004507	4	8	1	0	0	0	0	0	0	0	0	0	0
Locus_394286	0	0	0	0	0	0	0	0	0	0	0	14	2
blastnHuman.ENSG00000248571	0	0	0	0	0	0	0	0	0	0	1	3	0
blastnHuman.ENSG00000234129	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000011445	96	237	82	221	159	52	44	18	25	8	2	38	15
blastnPan.CUFF.266487	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMMUG00000007546	3	2	3	0	1	0	0	1	0	1	9	88	51
blastnMouse.Locus_81091	0	0	0	0	0	0	0	0	0	0	0	1	0
blastnHuman.Locus_183913	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000029525	0	2	0	2	0	0	1	0	3	0	1	1	0
ENSMMUG00000029508	181	652	174	82	89	121	142	25	28	8	74	216	50
CUFF.287235	1	0	1	4	1	0	0	0	0	0	0	33	17
ENSMMUG00000013497	0	0	0	0	0	0	0	0	0	0	0	5	1
blastnHuman.Locus_38107	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000236457	0	1	0	0	1	0	0	0	0	0	0	3	0
ENSMMUG00000005570	1	1	3	2	0	20	6	2	1	4	0	103	105
blastnGorilla.Locus_18255	2	4	1	3	3	0	0	0	0	0	0	0	0
Locus_102116	1	1	0	0	0	0	1	0	0	0	0	30	5
ENSMMUG00000019134	0	0	0	0	0	0	0	0	1	0	0	4	3
Locus_272341	0	4	1	3	2	0	1	0	2	0	2	15	3
blastnMouse.Locus_14027	0	0	0	0	0	0	0	0	0	0	0	3	0
Locus_313191	0	1	0	0	0	0	0	0	0	0	0	6	0
Locus_221544	0	0	0	0	0	0	0	0	0	0	0	16	7
ENSMMUG00000000131	33	182	52	28	34	64	131	215	285	4	26	265	146
ENSMMUG00000019467	185	698	264	233	280	99	198	86	82	280	1380	210	35
ENSMMUG00000013759	36	163	61	131	132	10	16	17	16	9	7	604	159
ENSMMUG00000003000	563	1269	623	339	524	373	375	276	167	193	345	1257	503
ENSMMUG00000020685	25	102	43	17	31	89	183	139	99	35	86	359	224
Locus_116144	1	0	0	0	0	0	0	0	0	0	0	97	10
ENSMMUG00000032454	5	19	11	1	0	0	0	0	0	0	0	109	17
ENSMMUG00000012279	96	323	131	174	123	96	56	49	36	38	41	530	174
blastnOrangutan.Locus_228603	0	0	1	1	0	0	0	0	0	0	0	0	0
blastnPan.Locus_159974	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnPan.Locus_17288	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000012181	176	386	96	182	91	1160	1709	1138	966	2311	5025	757	186
ENSMMUG00000010793	111	428	171	125	85	114	989	199	183	48	46	467	89
blastnHuman.Locus_23251	0	0	0	0	0	0	0	0	0	0	0	4	1
ENSMMUG00000002472	1386	4888	2219	867	1123	463	622	1192	1220	935	3114	9629	2621
ENSMMUG00000014584	91	432	200	122	127	68	119	82	43	252	1178	1065	382
ENSMMUG00000003260	42	216	79	88	86	61	44	41	26	26	103	458	160
blastnOrangutan.Locus_265918	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000940	1	0	0	0	0	2	13	2	1	1	1	14	2
ENSMMUG00000017529	392	1809	848	384	371	57	141	54	59	118	149	693	123
ENSMMUG00000002973	1	1	0	0	0	0	0	0	0	0	0	6	6
ENSMMUG00000014193	156	500	166	281	177	74	42	73	74	99	47	626	282
ENSMMUG00000001316	46	131	69	104	56	43	54	39	79	30	20	442	124
ENSMMUG00000016913	15	68	41	0	0	0	4	0	0	0	0	1	0
Locus_192075	0	0	0	0	0	0	0	0	0	0	0	28	9
Locus_339831	0	0	1	0	0	0	0	0	0	0	0	19	0
ENSMMUG00000023167	70	226	110	88	39	17	30	35	27	40	30	457	139
ENSMMUG00000006059	247	943	420	199	263	41	78	92	41	179	453	683	250
blastnGorilla.Locus_393904	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000015163	209	770	264	301	258	142	117	92	180	114	100	1530	662
blastnPan.CUFF.404757	0	0	0	0	0	0	0	0	0	0	0	3	1
ENSMMUG00000000912	8	23	10	12	6	12	27	16	11	62	28	47	9
ENSMMUG00000003494	118	362	103	249	199	75	102	91	103	53	66	521	263
blastnGorilla.Locus_19132	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000029511	84	112	37	56	47	57	83	67	95	100	73	401	194
ENSMMUG00000011408	16	60	21	11	18	0	1	10	9	11	2	239	54
Locus_372262	0	0	0	0	0	0	0	0	0	0	0	7	0
ENSMMUG00000022355	33	122	14	187	112	171	116	11	17	5	0	13214	7455
blastnHuman.Locus_130842	2	11	1	2	1	0	1	0	0	0	0	10	2
ENSMMUG00000002444	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000020988	0	1	1	0	0	0	0	0	0	0	0	11	0
blastnHuman.Locus_146019	0	0	0	0	0	0	0	0	0	0	0	2	0
blastnHuman.ENSG00000227175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blastnHuman.Locus_17271	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000016406	367	1184	533	583	387	564	473	276	303	421	236	3996	1847
ENSMMUG00000004989	0	0	0	0	0	0	0	0	1	0	0	2	0
ENSMMUG00000001142	0	1	0	0	0	0	0	1	0	0	0	4	1
blastnHuman.ENSG00000240687	0	2	0	0	1	0	0	0	0	0	0	0	0
Locus_245969	0	0	0	0	0	0	0	0	0	0	0	5	0
ENSMMUG00000016048	101	365	154	133	87	18	40	78	85	48	117	202	79
Locus_210005	1	3	1	0	1	0	0	2	1	0	0	42	15
ENSMMUG00000032481	56	135	65	56	33	43	21	19	26	24	23	226	95
ENSMMUG00000009164	0	3	0	3	0	0	1	0	0	1	1	3	2
ENSMMUG00000023786	0	1	0	0	0	0	0	0	0	0	0	4	0
blastnHuman.ENSG00000255257	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSMMUG00000017363	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMMUG00000014962	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSMMUG00000030654	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMMUG00000022996	64	286	125	49	94	63	163	223	159	219	721	2769	780
Locus_244849	0	0	0	0	0	0	0	0	0	0	0	22	9
ENSMMUG00000006429	1918	5943	2402	852	1170	1160	2946	3254	3037	1594	3563	3211	809
blastnGorilla.Locus_391375	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000015665	46	176	62	65	60	20	7	17	25	16	15	1420	428
Locus_244917	5	22	15	0	0	1	0	0	0	1	0	0	0
ENSMMUG00000003401	178	590	191	305	181	145	87	154	147	307	95	2342	1082
blastnGorilla.Locus_391231	0	0	0	0	0	0	2	0	0	0	0	1	0
ENSMMUG00000017404	86	210	71	63	45	36	25	26	21	0	0	1076	438
ENSMMUG00000031064	0	0	0	0	0	0	0	0	0	0	0	1	0
Locus_222195	0	0	0	0	0	0	0	0	0	0	0	22	10
ENSMMUG00000013632	0	15	6	2	15	2	9	2	3	3	13	32	4
ENSMMUG00000015155	256	1119	679	98	134	110	109	71	70	42	287	1042	322
ENSMMUG00000007938	715	2580	1193	898	968	820	1166	951	938	2943	4208	3266	1383
ENSMMUG00000020851	1	2	0	1	3	0	1	0	1	1	2	21	7
blastnMouse.Locus_52041	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000006383	145	319	104	222	157	267	202	180	217	207	38	392	200
Locus_100264	0	0	0	0	0	0	0	0	0	0	0	18	4
ENSMMUG00000018231	69	179	83	101	61	14	21	39	28	17	11	3699	1533
ENSMMUG00000014075	51	66	19	29	22	0	1	16	6	0	1	2083	929
ENSMMUG00000003230	59	202	102	12	27	4	8	6	0	3	11	250	58
Locus_244105	1	1	0	0	2	0	0	0	0	0	0	34	12
ENSMMUG00000022489	0	1	1	0	3	0	0	0	0	0	1	2	0
blastnHuman.ENSG00000236724	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMMUG00000022338	111	385	225	54	116	141	100	72	49	58	489	1522	329
ENSMMUG00000010314	71	161	55	22	12	38	44	26	17	92	13	425	79
ENSMMUG00000007515	0	0	0	0	0	0	0	0	0	0	0	60	16
ENSMMUG00000009031	0	0	0	0	0	0	0	0	1	0	0	10	6
Locus_314192	12	46	34	0	1	0	1	0	0	0	0	6	1
blastnMouse.CUFF.219403	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMMUG00000007617	382	1023	500	120	115	9	79	0	0	1	0	751	262
blastnGorilla.Locus_439807	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_73319	0	1	0	1	0	0	0	0	0	0	0	4	1
ENSMMUG00000013107	259	956	458	365	444	72	165	126	117	53	165	595	340
blastnHuman.ENSG00000256684	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000018652	14	23	30	1	3	4	6	7	12	150	44	12	2
blastnGorilla.Locus_59376	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000003819	153	426	235	141	203	166	182	107	95	110	521	6869	2788
ENSMMUG00000020196	430	1392	685	682	590	269	360	675	932	637	1617	1692	609
blastnMouse.Locus_80708	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMMUG00000014050	1	1	0	3	0	0	6	732	805	70	54	11	1
blastnPan.CUFF.236846	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000227610	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000009213	22	104	46	34	44	23	22	28	28	13	6	282	49
ENSMMUG00000031237	63	217	66	29	33	199	425	248	198	840	2139	485	148
ENSMMUG00000010281	50	169	73	155	119	37	52	53	46	39	57	1175	289
Locus_473862	1	6	0	23	33	0	0	0	0	0	0	8	1
ENSMMUG00000011706	260	926	389	175	190	191	238	96	97	367	588	501	136
blastnPan.Locus_80975	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000018816	11	68	9	2	5	0	15	27	30	63	328	280	59
ENSMMUG00000004457	73	294	129	34	64	98	112	688	321	611	3931	965	400
ENSMMUG00000002032	926	3218	1430	1085	953	410	530	620	1111	312	420	3646	1338
Locus_370944	0	0	0	0	0	0	0	0	3	3	6	72	37
Locus_210173	0	0	1	0	0	0	0	1	0	0	0	18	6
ENSMMUG00000017447	8	45	13	9	9	6	6	5	4	6	2	176	92
ENSMMUG00000029001	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000023685	115	335	113	201	202	100	91	66	85	78	39	5441	1828
ENSMMUG00000031173	0	0	0	0	0	0	0	0	0	0	0	2	0
blastnPan.Locus_159444	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000541	120	424	131	294	231	195	161	130	136	224	409	1498	698
blastnHuman.Locus_28955	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_245247	0	0	0	0	0	0	0	0	0	0	0	8	2
Locus_140688	4	1	1	7	0	0	0	20	2	16	55	773	190
ENSMMUG00000029122	4	30	6	1	0	0	0	45	39	17	2200	2	0
ENSMMUG00000019718	67	198	95	34	59	61	103	68	56	500	1584	1242	577
ENSMMUG00000023688	15	55	12	7	3	2	0	1	0	1	0	6	1
blastnPan.Locus_139248	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_448558	0	5	3	0	0	2	1	1	1	4	5	4	2
ENSMMUG00000006216	16	82	33	19	24	2	19	134	117	185	94	77	15
ENSMMUG00000009729	2	21	13	8	3	0	0	0	0	0	0	0	0
Locus_273335	1	2	2	1	1	0	0	0	0	0	0	32	10
Locus_288872	0	0	0	0	0	0	0	1	0	0	0	4	0
ENSMMUG00000002433	1622	4999	2121	1312	1352	329	236	59	40	8	47	153	33
ENSMMUG00000016711	109	490	180	151	197	217	372	257	225	2112	2139	1031	176
blastnGorilla.Locus_135246	0	0	0	0	0	0	0	0	0	0	0	0	0
