Gene	Brain_Female1	Brain_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Ovary_Female1	Ovary_Female2	Testis_Male1	Testis_Male2
ENSXETG00000023608	1094	1112	653	1215	370	511	156	205	408	556	306	482
ENSXETG00000012367	13845	15956	2222	2672	1699	1423	1154	1834	106	29	13118	11331
ENSXETG00000017066	119	97	181	36	579	894	696	646	3	22	18	63
ENSXETG00000009658	919	1254	136	157	346	597	10	35	33	72	240	579
ENSXETG00000017817	744	925	209	171	154	169	88	136	1865	2372	478	572
ENSXETG00000005343	8	7	31	61	82	130	189	403	0	3	36	52
Locus_183208	6	2	9	3	4	2	51	14	2	2	1	0
ENSXETG00000021016	1156	34	7	0	43	42	5	1	1	0	13	16
ENSXETG00000033650	16	15	2	4	8	3	0	2	15	17	3854	3176
ENSXETG00000022674	64	58	284	193	351	306	89	93	345	672	121	129
ENSXETG00000003741	2229	3252	2	3	91	53	9	16	771	673	314	457
ENSXETG00000030978	528	238	56	35	920	575	51	14	80	33	29689	8630
ENSXETG00000032585	998	689	3995	3312	475	608	53	115	148	2418	11919	6320
ENSXETG00000025142	7	0	79	6	195	67	43866	16158	1	28	103	59
ENSXETG00000000156	72	54	201	266	65	103	93	181	1	12	28	61
ENSXETG00000004391	2203	2507	1299	1089	2335	2192	678	1429	4425	3604	1340	2325
ENSXETG00000009786	530	571	245	230	1102	853	319	329	141	464	550	834
Locus_35444	1	1	1	1	24	24	2	1	0	0	25	96
ENSXETG00000033732	0	0	0	0	0	0	0	0	0	0	0	0
Locus_162561	0	0	0	0	0	0	0	0	0	0	6	104
ENSXETG00000025051	627	730	1074	1116	714	541	323	448	2085	4616	972	1980
ENSXETG00000031032	184	170	4	1	272	362	5	0	365	35	1998	2361
ENSXETG00000000747	363	322	674	737	667	642	156	216	3267	2092	1084	624
Locus_189695	0	2	0	0	0	0	0	0	0	0	3	0
ENSXETG00000032751	1381	1481	2322	2093	3771	2900	1202	1349	1093	1047	2111	1542
ENSXETG00000018573	25	24	6	5	22	5	2	3	1	4	681	1916
ENSXETG00000025516	152	205	67	59	173	151	93	101	194	675	86	157
ENSXETG00000007417	54	59	17	12	25	21	14	13	452	78	1268	1205
ENSXETG00000005850	2526	3171	5	10	3	14	0	0	0	0	5	44
ENSXETG00000006261	28	1	1	3	115	94	3	0	0	1	4566	9930
ENSXETG00000014981	502	470	46	54	1833	1804	123	205	104	54	1370	1746
ENSXETG00000009713	33	29	40	30	91	116	49	54	2	23	562	1421
ENSXETG00000004912	4147	4390	217	483	203	259	174	185	1014	841	7796	4751
ENSXETG00000019401	1746	2398	3596	2935	990	1319	280	439	76	92	806	987
ENSXETG00000020364	69	117	0	0	1	0	0	0	0	0	2	46
ENSXETG00000032079	683	602	891	546	1773	1864	1081	1153	1123	1044	2357	2052
ENSXETG00000013655	11170	11044	12404	10461	16828	11723	4440	3308	8562	8138	12253	9436
ENSXETG00000026622	684	860	325	378	767	1028	270	570	1695	792	1401	607
ENSXETG00000009861	1	0	3	0	3	0	4	0	0	5	1	0
ENSXETG00000016887	20	17	10	9	15	26	5	14	0	8	32	168
ENSXETG00000002268	5015	7112	798	913	686	945	207	243	2137	2415	1101	984
ENSXETG00000027293	0	0	1	2	187	258	283	82	0	0	2	1
Locus_181301	0	0	0	0	0	0	0	0	0	0	16	5
ENSXETG00000010736	911	791	388	265	2043	1190	748	362	1446	1930	672	830
ENSXETG00000022941	758	888	218	205	252	269	158	229	394	403	835	938
ENSXETG00000030961	73	115	33	38	74	76	33	49	101	249	52	162
ENSXETG00000025604	220	390	1	0	1	2	3	1	3	3	52	151
ENSXETG00000008500	2001	2194	2658	2876	2254	2581	1103	1494	1274	1805	1802	1695
ENSXETG00000011722	4746	4657	1968	2086	3567	2670	1368	1463	3800	3542	4150	2140
ENSXETG00000032185	108	106	114	6	70	31	127	32	3	4	122	108
ENSXETG00000003744	680	762	625	835	884	1013	585	739	301	269	2197	1615
ENSXETG00000004798	367	398	421	363	1813	1780	651	591	1098	1212	926	987
ENSXETG00000017405	7079	6573	5494	5404	2422	2909	810	1274	730	1088	5176	4198
ENSXETG00000024442	1607	1868	326	314	1371	1577	191	202	859	5027	475	3039
ENSXETG00000016030	1442	1692	118	132	199	210	119	108	2906	1597	1983	2212
ENSXETG00000009980	39	21	89	67	134	109	44	66	36	196	191	116
ENSXETG00000021159	434	435	291	280	749	557	2165	3961	776	533	704	677
ENSXETG00000022387	224	262	146	151	180	202	107	135	1136	313	471	234
ENSXETG00000000802	234	234	159	166	31	53	5	11	2	3	114	277
ENSXETG00000006309	965	1007	415	368	1153	861	283	329	1927	1934	1158	784
ENSXETG00000003868	0	1	0	0	1	1	0	0	393	349	57	22
Locus_46460	2	8	5	1	16	5	3	11	67	64	26	99
ENSXETG00000001886	647	397	679	244	689	435	373	312	132	53	1222	691
ENSXETG00000009913	65	85	19	27	45	43	19	41	4073	3699	969	1961
ENSXETG00000032024	9	6	3	0	0	4	0	1	11	8	473	405
ENSXETG00000004692	479	735	116	143	55	85	14	29	1	11	88	282
ENSXETG00000023250	39	57	25	51	1387	530	1575	1391	6	3	11	3
ENSXETG00000022803	1080	1282	1277	3005	1015	2716	567	1774	386	461	901	1046
ENSXETG00000014109	265	286	103	157	63	83	19	29	111	117	217	453
ENSXETG00000008743	5	3	0	1	4	8	0	0	0	1	15	12
ENSXETG00000018134	14273	234	9	21	7	21	0	3	0	2	25	36
ENSXETG00000019515	149	134	97	38	144	102	261	315	150	95	22	62
Locus_150226	73	79	37	28	2	0	0	0	0	1	10	12
ENSXETG00000014385	75	59	101	120	151	255	207	191	427	1614	248	239
ENSXETG00000004254	27	17	31	31	64	81	28	44	211	406	49	125
ENSXETG00000002652	212	224	121	93	211	208	127	120	1257	2525	295	535
ENSXETG00000005314	921	918	1490	1267	1768	1789	558	670	5832	4164	4463	1885
ENSXETG00000022130	3	3	22	18	70	61	29	39	1	1	33	110
ENSXETG00000005930	0	0	1	2	0	4	1	11	0	6	13	31
ENSXETG00000031170	0	0	0	0	0	0	0	0	0	0	0	0
Locus_96398	0	0	0	0	0	0	0	0	21	18	1	0
ENSXETG00000013106	6807	5405	3131	3610	3712	4413	2336	3309	10085	1915	7607	1582
ENSXETG00000018517	950	970	537	630	738	812	299	510	3557	3742	3230	2793
ENSXETG00000000459	1866	1936	1157	1203	1275	1160	646	828	7059	2561	2768	462
ENSXETG00000009580	297	197	2806	3185	719	1102	328	985	45	40	1121	1257
ENSXETG00000030147	195	187	237	220	476	375	329	440	827	318	347	154
ENSXETG00000026410	2644	2893	1221	1698	2331	2871	1266	1332	6445	2317	4874	2274
ENSXETG00000021533	1956	1872	3	7	1	5	1	4	1	0	7	8
ENSXETG00000004971	59	62	742	1326	149	117	65	86	2	4	159	117
ENSXETG00000005360	102	98	67	53	200	126	166	105	2	13	212	285
ENSXETG00000024904	0	0	0	0	1	19	323	8	0	0	0	2
Locus_54297	4	0	1	0	8	9	4	9	0	3	63	142
ENSXETG00000024935	313	276	28	28	0	3	1	0	5	2	85	158
ENSXETG00000010948	119	136	53	52	127	100	69	70	212	471	101	289
ENSXETG00000006539	119	128	120	88	110	90	44	85	412	1248	303	784
ENSXETG00000018326	813	959	373	361	462	500	178	245	1021	3304	755	1058
ENSXETG00000031055	217	320	18	21	23	26	21	15	352	1637	156	629
Locus_132845	0	0	0	0	0	0	0	0	5	1	5	2
ENSXETG00000014363	129	205	5	12	13	36	2	2	36	42	270	1123
ENSXETG00000031586	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000030848	51	44	53	33	86	147	180	525	5	2	60	28
ENSXETG00000027334	58	73	16	18	22	32	14	18	11	9	67	71
ENSXETG00000010703	1174	1057	118	95	2002	2113	3797	2629	402	385	844	876
ENSXETG00000005824	921	919	623	589	1280	1135	907	1098	1271	2239	1727	2482
ENSXETG00000027207	148	112	77	43	151	116	122	93	212	1664	152	716
Locus_132372	0	0	0	0	0	0	0	0	0	0	13	9
ENSXETG00000001239	1488	1991	2949	2469	244	349	20	36	2	7	132	277
ENSXETG00000012154	377	296	1	2	401	374	22	6	41	181	7021	3053
ENSXETG00000030572	198	182	329	396	135	107	65	60	2932	3306	559	746
ENSXETG00000012186	114	122	19	18	96	81	17	7	2073	3170	1556	2793
ENSXETG00000008057	61	92	64	34	100	82	81	96	1341	605	156	234
ENSXETG00000010128	44786	13680	117	223	135	150	3	2	2	3	843	266
ENSXETG00000022279	3382	3523	7698	7046	45505	34212	39128	27275	112	93	5142	4477
ENSXETG00000019461	1956	2722	75	59	47	83	18	22	174	193	136	192
Locus_84818	119	91	5	6	183	146	12	8	0	0	433	166
ENSXETG00000016998	2204	2446	122	110	1690	1331	479	353	1196	925	1035	585
ENSXETG00000032953	156	160	54	44	290	366	631	712	672	1122	277	273
Locus_191810	94	116	24	35	45	65	27	36	292	155	70	47
ENSXETG00000009212	300	403	153	136	151	141	62	93	195	160	852	1143
ENSXETG00000009607	422	465	8	1	11	15	0	1	0	0	27	84
ENSXETG00000017416	99	44	72	45	147	94	7	0	23	12	95	77
Locus_110179	190	192	216	101	266	313	609	845	854	256	92	67
ENSXETG00000027944	4	2	1	0	858	927	648	662	0	0	7	3
ENSXETG00000011861	1120	1169	565	469	1341	1393	567	734	1236	1178	5066	5050
ENSXETG00000030779	65	70	0	0	0	1	0	0	0	0	0	1
ENSXETG00000021621	349	439	213	502	179	254	84	151	170	338	106	121
ENSXETG00000008245	110	145	5578	8085	1167	7323	46	262	4	77	157	1445
Locus_24685	149	7	5	0	1	1	0	0	0	5	63122	18427
ENSXETG00000021331	2465	2867	7230	7264	1183	1258	725	705	1822	2646	1087	1400
ENSXETG00000008640	535	620	929	962	1029	1236	1386	1875	1099	247	530	533
ENSXETG00000021816	1389	1027	552	489	1688	1703	1263	1277	12960	2727	5100	1466
CUFF.97878	2	1	0	0	0	0	0	10	0	0	0	0
ENSXETG00000012115	438	659	6	4	12	2	0	2	0	0	65	302
ENSXETG00000024712	44	25	5	0	5	6	1	0	21	78	75	209
ENSXETG00000001482	497	571	465	677	560	594	437	865	288	452	364	522
ENSXETG00000019474	2599	2754	1283	1292	1139	1008	411	413	543	1039	1239	1729
ENSXETG00000024797	39	40	19	28	59	42	28	28	34	60	279	556
ENSXETG00000011464	1171	1014	1453	1543	816	940	410	572	535	410	781	666
ENSXETG00000026360	73	60	188	103	1604	1216	25	58	944	1082	120	219
ENSXETG00000030630	1	0	0	0	0	0	0	0	0	0	0	2
ENSXETG00000003001	99	58	1	19	22	29	12	33	2840	2279	242	184
ENSXETG00000033000	43	49	58	62	250	280	652	631	2	0	4	9
ENSXETG00000030593	1	2	0	0	140	139	0	1	0	2	1	0
ENSXETG00000033711	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000006740	0	0	0	0	0	0	0	0	0	0	12	57
ENSXETG00000019275	48	5	32425	35815	3644	3258	1035	1848	18	14	924	753
Locus_134379	3	0	28	24	54	39	13	20	0	1	1	3
ENSXETG00000003578	145	94	327	186	2040	2644	2366	2875	195	124	445	311
ENSXETG00000014144	2058	1489	8743	7610	7089	7859	4141	7296	1029	5495	4325	14232
Locus_74677	6	2	1	0	0	2	0	1	0	0	1	8
ENSXETG00000008795	95	187	1	0	48	62	0	1	10	38	16	19
Locus_112424	0	0	0	0	0	0	0	0	9	4	2	0
ENSXETG00000026059	3	0	0	0	35	2	1	0	10941	36605	543	2925
Locus_175827	0	0	0	0	108	170	0	0	0	0	10	4
ENSXETG00000007667	208	240	185	217	191	244	205	277	1535	2374	445	435
ENSXETG00000008951	762	1002	341	324	446	708	210	241	1872	2651	449	1051
ENSXETG00000012371	5041	5378	2137	2417	2707	2975	1479	1981	2022	829	2975	1292
Locus_91659	2	0	4	10	8	7	5	3	0	2	13	122
ENSXETG00000019651	113	64	91	69	294	283	154	161	207	162	248	387
ENSXETG00000030756	0	0	6	0	1	0	2	1	1	2	3	20
ENSXETG00000034319	0	0	0	0	0	0	0	0	0	0	2	0
ENSXETG00000034330	0	0	0	0	0	0	0	0	0	0	25	82
ENSXETG00000030007	2	2	6	9	2	1	7	3	6	17	10	22
Locus_70781	4	1	1	2	3	0	0	1	0	0	1	15
Locus_88539	1	7	0	0	0	0	0	0	0	2	4	8
ENSXETG00000017494	0	0	2	1	2	1	7	4	3	1	3	14
ENSXETG00000031483	184	114	1	0	332	245	17	1	100	7	2278	1875
ENSXETG00000005083	204	397	209	346	287	312	68	152	3939	1753	150	461
ENSXETG00000009034	107	35	228	46	227	160	882	409	7	9	21	37
ENSXETG00000021905	213	228	956	768	848	939	388	663	227	2027	504	4001
ENSXETG00000005990	14	4	175	56	5718	1951	739	1635	170	102	63	120
ENSXETG00000003607	417	527	125	119	281	310	214	217	546	2783	298	1018
Locus_188497	10	16	2	0	12	12	0	0	0	0	6	12
ENSXETG00000015186	146	220	75	85	170	172	98	181	472	562	751	1071
ENSXETG00000019999	6	1	31	5	4	1	729	884	3	18	68	387
ENSXETG00000014530	776	553	0	2	1522	5771	1	6	85	74	286	123
ENSXETG00000005519	78	63	132	230	48	73	24	59	745	1033	61	134
ENSXETG00000016951	2418	2636	1248	1182	2698	2130	828	1365	3603	5331	2476	2934
ENSXETG00000005730	24	16	29	13	11	18	15	42	0	9	10	22
ENSXETG00000033195	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000000407	4	0	0	0	3	0	0	0	0	1	93	70
ENSXETG00000013755	189	57	173	213	1243	1688	578	427	7781	2563	1413	743
ENSXETG00000011813	1	0	1	0	0	6	0	0	1	0	1	1
ENSXETG00000031026	43	0	253	107	1920	2278	80	21	2	1	136	90
ENSXETG00000025503	5390	5834	2680	3112	3822	4854	2146	2263	4711	3640	4149	3421
ENSXETG00000003784	951	1083	466	523	758	727	425	436	5166	3250	910	491
ENSXETG00000031474	335	506	308	298	586	359	152	152	321	190	446	672
ENSXETG00000030841	713	817	166	130	201	147	112	206	1156	455	185	196
ENSXETG00000002789	158	161	89	116	141	140	64	69	735	2220	246	597
ENSXETG00000022583	0	0	0	0	3	0	0	0	1925	1846	17	39
ENSXETG00000007975	1287	1030	5946	3793	7188	4272	4586	1944	5147	7276	6515	3958
ENSXETG00000015299	12229	13275	4666	4568	7279	7250	3652	4271	6515	2561	11412	4391
ENSXETG00000004007	14	5	1	2	2	0	32	34	0	2	21	31
ENSXETG00000019547	372	450	25	31	35	51	16	20	49	142	51	206
ENSXETG00000012908	49	161	2	1	5	5	2	3	0	0	17	93
ENSXETG00000010491	466	543	163	219	9	13	3	2	6	93	144	468
ENSXETG00000024193	709	1091	90	128	236	195	122	170	4	3	169	328
ENSXETG00000010865	602	74	576	391	494	536	223	450	3958	1823	1915	1208
ENSXETG00000002501	5492	6309	1956	2738	3325	3871	1596	2520	3486	3909	12911	14257
ENSXETG00000008531	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000003507	0	1	0	0	0	0	0	0	706	1042	25	26
ENSXETG00000015270	1707	2388	11	16	35	76	2	9	344	225	171	500
ENSXETG00000012503	229	249	109	112	186	256	33	85	140	446	68	240
Locus_59225	0	1	0	0	0	2	0	0	0	3	64	33
ENSXETG00000014678	70	23	230	115	310	576	135	675	88	192	99	119
ENSXETG00000011079	83	88	144	115	2330	1459	231	181	163	361	134	270
ENSXETG00000012662	37	44	9	14	19	30	4	16	1030	1623	329	648
ENSXETG00000004033	729	1080	0	1	121	68	0	0	0	0	22	178
ENSXETG00000034191	4	3	1	2	2	1	1	1	1	2	14	28
ENSXETG00000033102	220	216	117	168	148	166	112	136	627	630	1193	742
Locus_97894	435	254	0	3	175	114	6	1	0	1	40	12
ENSXETG00000024858	312	312	92	93	667	880	770	610	1	51	73	71
ENSXETG00000005916	493	621	410	608	589	949	47	102	6	36	118	377
ENSXETG00000018537	8	9	1	6	24	27	7	21	143	262	85	544
ENSXETG00000013118	381	543	170	104	398	306	142	209	828	511	3257	3495
ENSXETG00000012528	1760	2194	834	909	900	1027	750	826	4074	5744	3968	7186
ENSXETG00000002133	14	4	5	1	48	83	11	11	33	15	72	74
ENSXETG00000007179	140	137	877	1762	289	587	44	198	6	29	197	554
ENSXETG00000031549	58	56	9	16	17	3	3	7	43	198	42	197
ENSXETG00000033525	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000009500	148	182	25	44	144	152	45	66	444	797	118	362
Locus_75564	96	11	92	173	141	148	158	209	173	2	322	27
ENSXETG00000019033	62	10	15	12	1392	1097	678	1073	3894	2015	714	260
Locus_104390	6	0	3	0	2	1	4	3	0	0	2946	2154
ENSXETG00000033570	11	14	0	0	0	0	0	0	0	0	0	8
Locus_44569	12	26	33	17	51	28	88	45	1	1	16	7
ENSXETG00000015569	676	753	269	278	366	438	172	240	4257	1466	5457	1717
ENSXETG00000034157	0	0	0	0	0	0	0	0	0	4	12	11
ENSXETG00000018291	214	110	135	44	1940	1120	6738	6256	175	464	353	654
Locus_12002	0	0	0	0	0	6	0	0	0	0	1	1
ENSXETG00000000251	78	57	59	25	748	533	713	795	1	13	92	87
ENSXETG00000005300	1442	1961	164	181	72	141	13	32	11	7	117	142
ENSXETG00000021652	8	11	1	0	1	2	0	3	0	3	1300	2444
Locus_87459	17	20	12	9	28	14	24	23	296	1913	41	230
ENSXETG00000009498	1025	879	692	537	610	623	186	243	434	370	561	312
ENSXETG00000033904	143	197	59	29	169	127	23	50	744	255	479	380
ENSXETG00000033142	38	62	10	10	10	7	19	14	541	1427	56	145
ENSXETG00000020665	1698	691	727	293	239	147	24	12	2	0	97	59
ENSXETG00000011231	12	4	15	6	20	13	27	22	0	2	49	158
ENSXETG00000013203	372	523	139	97	216	250	74	146	129	202	367	631
ENSXETG00000018840	2159	2497	1160	1332	1655	1803	1093	1700	4091	1686	4002	2810
ENSXETG00000015002	0	0	0	0	1184	563	326	1722	169	464	1	35
blastnMacaque.Locus_372993	0	0	0	0	0	0	0	0	0	0	0	4
ENSXETG00000006558	2572	3699	470	369	1269	2154	1026	1358	745	1051	430	408
Locus_49533	49	85	24	30	24	24	17	17	12	3	27	15
ENSXETG00000020879	1	0	0	0	31	0	0	0	5553	9105	5	11
ENSXETG00000030902	14	1	39	26	2103	1807	29608	38332	6	33	1519	2122
ENSXETG00000010068	371	356	202	141	402	453	109	179	1112	992	991	850
ENSXETG00000010912	0	0	0	0	0	0	0	0	0	0	0	0
Locus_130223	0	0	0	0	0	1	2	7	0	0	3	2
ENSXETG00000004073	2605	2790	8	12	34	43	9	2	77	6	408	574
ENSXETG00000008172	0	0	4	3	43	54	2	0	3	6	95	299
ENSXETG00000027014	65	38	24	18	338	526	543	691	718	759	94	80
ENSXETG00000017033	6	2	3	4	2	13	4	14	0	0	0	1
Locus_16448	0	0	316	348	4	1	1	1	367	188	10	1
ENSXETG00000026033	65	59	38	19	4	6	40	22	78	425	13	152
ENSXETG00000031540	0	1	1	0	2	6	0	0	0	0	3	2
ENSXETG00000027370	1559	1576	1556	873	1900	1022	658	726	3082	4308	4924	7005
ENSXETG00000030398	58	88	49	47	69	69	47	76	491	696	79	144
ENSXETG00000001501	1	1	0	0	67	77	0	0	1741	5529	2	8
ENSXETG00000009559	268	307	147	214	175	213	83	139	287	1064	242	773
ENSXETG00000022638	0	1	0	0	0	0	0	0	0	1	3	8
ENSXETG00000009300	0	0	0	0	0	0	0	0	1	0	0	0
ENSXETG00000008666	0	0	0	0	0	0	0	1	0	0	0	0
ENSXETG00000009295	0	0	0	0	0	0	0	0	0	0	0	1
ENSXETG00000013776	608	761	581	522	1002	985	307	418	1611	2448	1038	1542
ENSXETG00000031974	29	34	27	20	96	145	34	50	2	5	424	157
ENSXETG00000023585	770	895	2	8	52	165	0	0	3	9	49	237
Locus_10098	13	4	5	2	8	3	3	1	20	0	6	1
ENSXETG00000007241	17767	23671	821	753	7179	15392	10007	18467	5272	5358	1776	1069
Locus_117687	12	6	27	2	15	12	94	59	0	0	0	1
ENSXETG00000006635	28815	34396	31942	40861	50913	61284	30143	50117	20785	8543	74590	51245
ENSXETG00000021062	0	0	0	0	0	0	0	0	0	0	0	0
Locus_155026	5	18	0	0	1	0	0	0	76	27	1	0
ENSXETG00000000129	177	233	175	177	312	234	120	170	835	624	238	187
Locus_48115	0	0	7	1	0	0	0	0	0	0	0	0
ENSXETG00000022881	1356	1453	178	166	327	415	184	292	401	589	422	1253
Locus_53118	0	0	0	0	41	34	3	13	0	0	1	3
ENSXETG00000025475	1071	1010	541	673	868	824	380	495	3801	2618	2560	2931
ENSXETG00000016309	283	255	134	175	315	260	163	199	317	394	223	275
ENSXETG00000002103	2273	2746	548	480	131	274	0	5	10	21	355	578
Locus_138181	0	3	0	0	0	0	0	0	0	0	1	1
ENSXETG00000006456	653	660	188	84	159	211	89	65	2314	1369	935	709
ENSXETG00000021364	1266	1559	698	669	1135	1137	487	754	4469	2321	2588	1586
ENSXETG00000014912	46	59	8	7	9	8	1	4	34	11	41	49
Locus_4819	5	2	0	1	0	0	0	0	0	0	33	3
ENSXETG00000004906	287	358	322	351	313	343	125	206	593	728	301	415
ENSXETG00000007521	787	1108	18	32	46	51	19	39	0	1	67	115
ENSXETG00000022419	39	79	14	16	23	19	20	27	457	145	109	92
ENSXETG00000003040	96	89	25	26	48	48	8	24	456	1191	207	399
ENSXETG00000013436	5278	6051	20951	23254	20611	24781	28928	46778	4391	6480	13477	18641
CUFF.113455	139	46	15	2	67	18	3	7	0	0	247	103
Locus_131858	6	3	30	7	35	8	44	14	1	0	4	1
ENSXETG00000022434	828	1019	433	395	581	496	213	249	2508	3101	1479	1375
ENSXETG00000031498	9	4	19	9	39	23	16	53	1	2	25	37
ENSXETG00000030826	12	22	104	131	5	7	0	6	39	13	12	33
ENSXETG00000021999	2435	2482	1124	1510	299	181	46	56	4	3	757	2261
ENSXETG00000007437	675	635	915	871	633	555	242	261	1203	1723	1039	1472
ENSXETG00000005257	965	719	1499	1282	1433	1030	471	465	2697	3135	2401	2230
ENSXETG00000020864	1895	2083	51	55	80	107	213	179	1864	2067	304	234
ENSXETG00000009083	1	0	4	1	1	0	0	0	41	32	15	14
ENSXETG00000031284	4	0	0	0	110	46	19157	36236	0	0	10	9
ENSXETG00000026577	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000024242	141	112	38	39	59	47	33	60	123	261	24	93
ENSXETG00000011603	920	900	1143	1114	573	888	315	577	532	622	1215	813
Locus_147226	0	0	0	0	0	0	0	1	3	10	8	17
blastnOpossum.Locus_121151	0	0	0	0	0	0	0	0	0	0	0	2
ENSXETG00000007817	29	55	33	34	66	87	32	45	781	1112	197	500
ENSXETG00000007223	0	2	1	0	1	0	16	143	109	27	28	404
ENSXETG00000003603	391	266	369	302	1055	1378	1108	2459	66	159	1520	2040
ENSXETG00000000708	37	73	67	32	48	40	34	36	174	152	183	39
ENSXETG00000018689	5728	7099	2744	3210	3563	4187	1933	3089	20926	7682	12808	4829
ENSXETG00000018076	461	607	166	157	231	275	152	198	456	636	224	345
ENSXETG00000021953	174	158	80	47	194	175	93	86	263	675	905	1715
Locus_141051	75	104	21	24	30	39	25	36	835	769	542	644
ENSXETG00000013082	114	26	73456	67507	0	4	1	5	3	0	12	10
ENSXETG00000032339	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000030893	449	587	62	64	137	141	29	45	458	455	325	385
ENSXETG00000006578	312	409	129	182	192	337	75	219	430	411	164	233
Locus_173129	0	0	0	0	0	0	0	0	21	24	3	2
ENSXETG00000009754	1203	1453	1128	1296	982	1239	131	238	897	3545	487	1223
ENSXETG00000000011	8	4	7	4	296	334	3	3	84	157	6	20
ENSXETG00000018460	5199	4640	3383	3425	4696	4614	2694	3261	8503	2413	6895	2044
Locus_129691	118	128	69	49	125	139	65	95	44	37	74	52
ENSXETG00000014799	211	281	269	357	253	293	193	313	570	1225	261	498
ENSXETG00000015262	23	22	48	38	83	118	52	92	36	153	77	198
ENSXETG00000020205	262	257	163	157	240	223	150	193	557	286	413	160
ENSXETG00000015399	9	4	80	48	82	88	53	41	5	2	26	70
ENSXETG00000019374	752	790	480	354	697	506	321	305	1834	1860	1929	1683
ENSXETG00000026340	0	0	0	0	0	0	0	0	0	0	0	0
Locus_115980	543	438	0	0	0	0	0	0	0	0	5	3
CUFF.137422	1	0	0	1	0	0	0	0	0	0	42	13
ENSXETG00000018214	374	554	212	255	245	247	143	214	1350	1438	929	1106
ENSXETG00000016162	13498	12062	6519	6412	6881	6251	4255	3817	14426	9158	16071	6683
ENSXETG00000018641	873	787	526	671	855	790	461	511	2014	1554	2314	1943
ENSXETG00000032805	135	247	149	281	318	426	866	1340	2537	1052	136	72
ENSXETG00000011145	10	20	19	21	25	29	4	9	100	242	48	76
ENSXETG00000007555	493	1099	0	1	1	0	1	2	0	0	0	2
Locus_56606	2	2	3	0	0	0	0	0	0	1	278	47
ENSXETG00000032196	8	5	0	0	25	11	7189	11130	0	0	75	95
ENSXETG00000010570	1368	67	2	7	311	394	536	717	0	7	216	398
ENSXETG00000022817	83	56	80	37	124	85	43	76	613	856	56	118
ENSXETG00000017318	408	436	122	100	843	900	474	400	1880	1654	261	218
ENSXETG00000005842	798	873	226	384	430	586	208	289	3418	6329	738	883
ENSXETG00000033998	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000012615	387	398	535	861	1349	1925	57	275	9	8	519	358
ENSXETG00000011546	222	253	0	1	0	0	0	0	1	0	2	1
ENSXETG00000001272	27	3	0	0	384	605	0	0	0	1	104	188
ENSXETG00000006919	4	1	1	1	63	18	20012	22077	0	0	28	67
Locus_97883	0	0	0	0	14	49	0	0	0	0	0	2
ENSXETG00000003318	0	0	0	0	0	0	0	0	0	0	0	1
ENSXETG00000018606	195	227	191	125	230	384	109	369	899	1266	459	917
CUFF.146487	185	187	4	0	25	28	0	0	0	0	1	0
ENSXETG00000021674	100	10	0	0	80	172	0	0	0	1	12	10
ENSXETG00000032408	24	6	0	0	6	3	0	0	0	8	4	7
ENSXETG00000003694	121	148	143	84	111	115	71	91	860	377	203	130
ENSXETG00000025357	0	0	0	0	0	0	0	0	0	0	0	10
ENSXETG00000000722	0	0	0	0	2	6	3	3	0	0	1	28
Locus_153308	3	2	1	1	6	0	5	4	23	8	4	9
ENSXETG00000010331	108	95	167	94	260	191	101	195	1003	1043	615	2036
CUFF.43337	23	27	1	0	1	0	0	1	0	0	18	15
ENSXETG00000013318	0	1	0	0	0	0	0	0	0	0	0	2
ENSXETG00000006234	4595	4450	1977	1664	2151	1923	649	696	4611	4493	6627	6227
ENSXETG00000008087	1723	2380	0	1	1	3	0	0	24	48	163	145
ENSXETG00000025132	88	125	989	1188	115	137	47	101	92	344	191	369
ENSXETG00000009374	17	10	84	6	311	25	174	95	1	0	27	90
ENSXETG00000007838	48	43	258	74	138	76	19	34	381	363	525	1104
ENSXETG00000012844	3238	4300	429	613	539	637	183	402	1156	2015	1246	2248
ENSXETG00000016111	19	11	0	1	5380	4057	335	583	1	2	75	103
ENSXETG00000001785	482	747	226	189	925	1004	550	747	1934	902	799	673
ENSXETG00000003512	3081	3158	1606	1181	5658	2553	5495	3281	4130	3511	7002	4050
ENSXETG00000025614	120	101	178	185	105	135	34	39	101	601	98	401
ENSXETG00000030490	0	0	0	0	0	0	0	0	2	1	0	1
Locus_50801	0	0	0	0	0	0	0	0	138	748	0	1
Locus_43746	0	0	0	1	0	2	0	6	0	0	1	0
Locus_18472	0	0	0	0	0	0	0	0	0	1	31	82
ENSXETG00000011189	44	58	62	38	29	38	2	3	61	51	52	769
Locus_747	123	137	0	2	1	2	1	1	1	15	4	0
Locus_171039	1	0	0	0	0	0	0	0	0	0	82	52
ENSXETG00000013217	3	0	0	0	0	0	0	0	0	1	5	11
