Gene	Brain_Female1	Brain_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Ovary_Female1	Ovary_Female2	Testis_Male1	Testis_Male2
ENSXETG00000008147	481	478	309	334	358	393	205	241	923	1186	960	1250
ENSXETG00000033940	177	207	110	167	301	296	249	210	1	20	429	701
blastnHuman.ENSG00000254041	0	0	0	0	0	0	0	0	0	0	1	0
ENSXETG00000019906	50	36	2	3	119	126	15	9	2	1	942	1281
ENSXETG00000021118	570	775	379	282	891	725	371	435	3860	2460	1515	695
Locus_10284	6	5	0	0	0	0	0	0	0	0	0	0
ENSXETG00000027242	324	328	810	393	880	1098	529	521	475	198	1642	2571
ENSXETG00000000305	1797	1423	32	38	36	41	31	17	17	0	200	88
Locus_56952	0	0	0	0	0	0	0	5	0	0	54	101
ENSXETG00000020602	467	525	105	105	176	203	79	96	1360	1674	510	870
ENSXETG00000015604	171	183	203	202	76	67	101	139	407	644	329	328
ENSXETG00000006717	177	174	13	45	388	529	52	149	2	8	81	254
ENSXETG00000005992	0	0	0	0	0	2	0	0	0	0	0	5
ENSXETG00000033058	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000033996	580	604	1442	1109	1863	1475	665	975	13446	1827	4522	2862
Locus_78897	131	88	186	14	121	61	1097	1137	3	7	13	45
ENSXETG00000033122	74	48	261	138	191	209	230	158	1	1	23	50
ENSXETG00000001642	570	751	318	295	343	346	1727	367	27	11	673	230
ENSXETG00000003689	582	417	852	862	3371	2173	675	804	578	587	5876	8600
ENSXETG00000016815	115	101	96	78	164	149	106	165	410	211	893	830
ENSXETG00000014881	56	37	32	5	97	25	61	26	9108	12013	4234	5593
ENSXETG00000003894	576	500	850	719	398	460	169	188	980	582	965	492
ENSXETG00000033220	126	128	27	38	60	66	7	31	0	2	171	216
ENSXETG00000005825	920	688	897	626	1205	719	870	596	3937	2353	2235	760
ENSXETG00000022468	1953	2082	1112	1297	423	353	153	208	500	627	1491	1819
ENSXETG00000007886	251	359	30	24	107	92	17	34	403	247	454	683
ENSXETG00000019441	2162	2628	6949	7636	1566	2076	765	1558	6710	7722	8801	7657
ENSXETG00000003036	758	735	553	386	568	422	248	216	1113	686	775	791
Locus_90306	5	8	1	3	6	9	1	22	31	80	102	82
CUFF.24006	1076	957	26	29	108	121	40	78	5	5	23	15
ENSXETG00000003576	0	1	1	0	38	61	20	123	0	0	15	49
ENSXETG00000027285	123	78	174	170	288	161	50	43	953	1607	331	399
ENSXETG00000030416	0	0	0	0	0	0	0	0	0	0	0	0
Locus_181806	179	226	169	128	201	219	93	135	318	68	881	1005
ENSXETG00000014540	100	139	42	51	95	106	42	45	162	329	189	287
Locus_180670	22	15	29	34	40	77	48	48	1	0	37	58
ENSXETG00000026146	199	175	60	62	129	1321	18	37	1	2	98	88
ENSXETG00000011349	136	223	51	42	57	68	13	26	1359	3669	70	249
ENSXETG00000012197	1561	1679	792	1366	1233	1366	575	674	798	748	1634	2110
ENSXETG00000002702	918	666	13	7	4	5	1	2	14	1	71	1454
ENSXETG00000032920	0	0	0	0	0	0	0	0	0	0	2	0
ENSXETG00000017099	7314	8431	93	113	198	163	233	317	3	8	595	482
ENSXETG00000016207	190	290	1	1	11	10	0	0	25	11	131	269
ENSXETG00000013259	514	1004	57	122	0	0	0	0	0	0	2	3
ENSXETG00000006722	20	28	16	7	43	18	8	7	106	187	133	185
ENSXETG00000012529	487	496	201	362	822	1312	2232	1566	2100	1364	639	892
ENSXETG00000003457	98	218	35	40	4479	2354	50	124	24	55	40	41
ENSXETG00000009720	1129	1084	516	657	1513	1069	411	350	2637	1185	2949	1755
ENSXETG00000021354	421	891	307	178	441	411	183	215	223	181	275	511
ENSXETG00000023228	589	665	190	158	249	468	48	103	799	398	451	320
ENSXETG00000020351	1066	880	5594	6300	2965	2931	909	1192	1731	2580	4151	5361
Locus_78357	3	4	0	0	0	0	0	0	2	7	19	35
Locus_147551	0	1	0	0	0	0	0	0	0	0	12	6
ENSXETG00000023501	1940	2088	1138	1127	2171	2388	1332	1846	13436	8466	2713	1867
ENSXETG00000009137	5281	2327	3218	2285	2138	2963	207	146	159	96	2291	907
ENSXETG00000013342	78	94	66	49	1066	1266	334	394	2262	3423	218	488
ENSXETG00000004170	38	30	6	1	0	2	0	0	0	0	0	3
ENSXETG00000006092	159	163	224	169	380	316	156	183	2262	649	838	757
CUFF.73382	2	0	0	2	6	8	0	2	0	0	1	6
ENSXETG00000004714	7	15	1	0	9	7	0	1	6	30	64	242
ENSXETG00000011321	3	3	0	0	3	1	0	0	14	76	17	43
ENSXETG00000017223	1317	1105	826	638	891	803	399	391	7586	4261	972	490
ENSXETG00000014602	178	149	130	138	181	323	27	57	0	4	210	341
ENSXETG00000021337	34	17	73	41	34	28	101	69	7	2	288	298
Locus_193781	0	2	0	0	0	0	0	0	2	0	15	53
ENSXETG00000015574	405	384	90	64	628	895	86	128	2726	787	140	102
ENSXETG00000002100	3	2	6	0	8	5	5	6	1313	3946	373	1229
ENSXETG00000018036	25	21	39	20	25	22	14	10	8	8	84	75
ENSXETG00000010594	1462	1580	815	1241	881	1164	470	739	3359	2344	3397	1884
ENSXETG00000024245	16	28	18	7	15	12	6	10	52	20	14	15
ENSXETG00000009070	483	517	437	501	413	343	238	262	365	1310	1083	3267
ENSXETG00000018288	81	104	89	89	58	80	44	41	368	871	347	758
ENSXETG00000015581	78	87	37	28	44	62	37	25	154	213	343	491
ENSXETG00000024739	57	86	82	79	77	90	32	43	155	498	134	445
Locus_183337	0	0	1	3	0	1	0	0	2	0	9	1
ENSXETG00000015623	49	6	44	79	16	29	1	10	109	2	111	66
ENSXETG00000002257	2621	3389	1329	1369	2173	2629	862	1222	1995	2059	4950	9364
ENSXETG00000030602	14	56	0	0	2	0	0	0	27	6	33	101
ENSXETG00000013066	468	745	473	591	593	912	392	545	3976	2793	2176	695
ENSXETG00000001810	149	148	1	0	84	110	0	1	25	10	177	542
ENSXETG00000021745	1289	2201	2	3	8	11	0	0	4	3	12	47
ENSXETG00000007594	706	459	754	468	1334	659	420	255	3881	2119	2368	991
ENSXETG00000014638	9202	11507	2575	2293	13650	14961	2901	4292	1501	2912	2694	2760
ENSXETG00000023867	6375	7382	41	44	136	218	17	22	4	15	4279	3233
ENSXETG00000015370	340	425	3217	2048	0	4	1	0	0	1	39	43
ENSXETG00000021449	194	183	290	191	587	591	314	319	410	982	332	326
ENSXETG00000024611	1759	2082	663	931	796	1188	539	694	3177	2074	4313	4036
ENSXETG00000025887	654	578	669	719	2583	1868	889	1046	1486	993	1320	420
ENSXETG00000031279	473	742	36	43	151	287	23	67	792	665	305	447
ENSXETG00000014469	37	46	13	12	60	51	5	4	11	38	467	623
ENSXETG00000008923	407	395	306	104	247	146	235	153	4	5	390	431
Locus_165253	1	0	0	2	1	0	0	0	1	0	11	7
ENSXETG00000030806	0	0	0	0	0	0	0	0	0	1	0	0
CUFF.19923	6	6	4	3	0	6	1	0	0	0	1	0
ENSXETG00000018642	95	130	31	42	52	83	18	42	330	240	60	150
ENSXETG00000025242	51	46	2	0	20	244	5	5	52	23	163	173
ENSXETG00000022093	378	293	4	2	374	186	27	1	1	7	3326	4915
ENSXETG00000010083	45	78	11	15	24	25	13	7	143	182	65	67
CUFF.77694	0	0	0	0	0	0	0	0	0	0	87	127
ENSXETG00000026897	882	907	1079	1084	1105	911	458	446	1543	3097	2827	3210
ENSXETG00000002567	0	0	0	0	0	0	0	0	0	0	0	1
ENSXETG00000026107	1	2	0	0	0	1	0	0	0	0	206	148
ENSXETG00000016743	0	1	0	0	0	1	2	0	0	0	15	1
ENSXETG00000016071	7	13	0	0	1073	2047	59	23	0	0	118	410
ENSXETG00000033144	10	31	10	2	51	3	3	23	14319	10832	464	301
ENSXETG00000017231	709	814	752	978	1057	828	897	1025	3809	4039	2991	1346
ENSXETG00000012553	308	359	214	261	398	355	171	231	977	816	541	397
ENSXETG00000031218	43	85	47	44	60	92	38	49	150	163	45	144
ENSXETG00000017718	26	38	7	6	14	7	14	19	1278	985	963	1798
ENSXETG00000002298	37	34	92	159	2	2	0	2	101	200	181	447
ENSXETG00000021954	937	1044	201	195	2288	1130	2183	333	1607	1310	748	365
Locus_74025	0	1	0	0	4	2	0	0	0	0	0	2
ENSXETG00000013435	823	839	2259	2801	1768	1781	346	478	957	2343	1433	3811
blastnOpossum.Locus_87683	0	0	0	0	0	0	0	0	0	0	3	7
ENSXETG00000008313	0	0	0	0	285	241	0	1	0	0	2	0
ENSXETG00000033460	0	0	0	0	0	0	0	0	0	0	15	93
ENSXETG00000007987	365	337	7	3	1353	89	2	4	20	3	83	140
ENSXETG00000015701	660	645	466	323	755	611	314	302	2943	1836	1962	749
ENSXETG00000028015	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000023455	783	772	147	113	191	202	292	349	5	30	80	121
ENSXETG00000031188	39	30	19	29	28	30	7	15	281	463	65	87
ENSXETG00000021386	103	113	1	0	0	2	0	0	1	9	34	54
ENSXETG00000004206	1	1	3	0	7513	3173	634	925	2	2	212	141
Locus_102535	103	86	759	357	356	324	36	38	0	2	71	43
ENSXETG00000033291	3	0	0	0	255	399	0	0	0	0	1098	688
Locus_155206	1	0	0	1	2	0	2	2	0	0	1	9
ENSXETG00000019457	7815	7061	3966	4403	7483	6924	3689	4113	30012	8521	7703	3480
ENSXETG00000009036	195	222	113	92	1148	1429	122	163	4640	2947	3035	2260
ENSXETG00000008555	1125	943	1018	510	1076	927	731	699	1076	772	1347	530
ENSXETG00000011677	1143	1872	1180	1201	685	798	72	171	969	1134	262	533
CUFF.113920	1	3	2	3	2	5	1	0	0	0	2	0
ENSXETG00000034085	994	899	88	181	9	18	12	3	374	725	794	1315
Locus_100100	1	0	17	12	14	16	0	1	0	0	5	18
Locus_176606	1033	1071	9	8	135	126	13	10	2368	360	1587	685
ENSXETG00000027223	147	180	103	159	119	215	68	155	3	19	382	932
Locus_49910	21	28	0	0	0	0	0	0	0	0	0	0
Locus_60477	31	21	0	1	0	0	0	0	0	0	7	31
ENSXETG00000024668	46	40	4	0	2	2	2	0	3	4	56	78
ENSXETG00000015249	156	128	105	131	463	509	297	275	982	980	420	443
ENSXETG00000030797	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000017860	231	194	210	187	989	693	394	517	922	1034	2930	3922
ENSXETG00000002407	79	102	159	40	338	108	164	82	2105	277	377	101
ENSXETG00000004726	1489	1983	149	160	153	232	136	116	285	966	1530	3601
ENSXETG00000027089	0	0	0	0	6	11	2	0	0	1	3	5
ENSXETG00000022456	1154	1729	6281	9206	1073	1571	186	371	950	761	570	718
ENSXETG00000030428	266	214	575	213	493	305	1342	1331	39	104	2933	2556
ENSXETG00000031670	769	730	95	172	98	137	71	94	1123	1387	473	703
ENSXETG00000028066	3142	3812	2794	3106	3561	4633	3363	3495	22012	4583	5395	2027
ENSXETG00000003669	51	43	73	31	73	91	134	198	8	6	677	863
ENSXETG00000021442	677	974	232	439	299	439	140	218	981	631	578	624
ENSXETG00000025061	1248	1602	769	658	1221	1067	567	608	2015	5923	1289	2541
ENSXETG00000027291	285	309	287	222	527	270	165	221	421	381	188	254
ENSXETG00000006324	640	447	843	370	881	489	430	298	3826	6956	1437	1699
Locus_108701	11	4	1	1	3	3	1	4	0	1	3	12
ENSXETG00000026556	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000030771	5	1	0	2	19	32	0	0	0	0	1	0
Locus_155212	1	0	3	0	2	0	3	0	0	0	0	1
ENSXETG00000018230	4727	4933	2484	2237	2604	2494	1617	1905	3906	2736	2765	2312
ENSXETG00000005911	1471	1865	154	160	173	242	67	74	839	1004	353	235
ENSXETG00000013683	563	639	602	812	841	634	581	643	4246	3689	1516	1001
ENSXETG00000021236	7531	4855	21138	16602	84103	70258	38722	81694	366	1099	13472	35090
ENSXETG00000010087	273	600	368	134	591	238	186	189	1928	350	296	836
ENSXETG00000001226	228	284	70	88	286	246	167	184	377	1299	485	1799
ENSXETG00000022588	50	57	56	32	91	64	29	48	7	4	44	69
ENSXETG00000021318	50	15	19	7	1224	288	1	0	0	2	50	96
ENSXETG00000016485	0	0	0	0	0	0	0	0	0	0	5	39
ENSXETG00000000488	148	203	101	91	192	191	56	133	1406	881	194	214
ENSXETG00000033039	0	0	0	0	16	16	10	41	0	2	2	8
ENSXETG00000020324	525	586	324	338	451	709	120	214	91	26	101	69
ENSXETG00000019653	1913	2270	1215	1314	1390	1161	590	779	2626	3901	4425	5040
ENSXETG00000033486	185	203	120	131	300	303	83	130	1416	1988	393	618
ENSXETG00000024069	2578	2380	1251	1186	1566	1665	843	1008	9924	2910	4751	1609
ENSXETG00000022056	19	16	0	5	242	317	321	562	16	40	45	67
ENSXETG00000015547	3650	5724	1038	1160	274	420	1351	2970	587	993	284	1016
ENSXETG00000009480	53	69	27	20	69	100	27	34	132	246	130	202
ENSXETG00000016306	117	146	91	93	142	187	47	124	690	691	359	419
ENSXETG00000019002	262	386	57	91	259	228	73	109	598	726	788	872
ENSXETG00000015297	640	666	266	333	235	284	105	126	555	761	2275	2195
Locus_95146	0	14	9	5	4	26	3	13	17	16	55	148
ENSXETG00000032133	12	13	30	12	32	30	99	114	0	2	9	41
ENSXETG00000013779	38	22	135	74	219	251	87	95	2335	514	486	162
ENSXETG00000005812	184	124	495	440	898	918	376	603	3067	2773	1445	1710
ENSXETG00000010197	99	120	61	51	118	86	73	56	1135	1957	485	754
ENSXETG00000024088	4943	4033	4846	3460	6094	3532	3323	2390	8907	3776	7375	1634
ENSXETG00000020746	4903	4870	3336	3460	4185	3443	2079	2419	14027	4381	3985	906
ENSXETG00000031975	66	71	50	38	93	63	41	64	58	104	615	594
ENSXETG00000021867	632	692	166	146	765	686	230	185	892	885	1231	1328
ENSXETG00000012508	755	1007	352	437	444	605	218	392	691	650	1513	1695
Locus_32316	0	0	0	0	9	6	68	225	0	0	1	0
ENSXETG00000025473	435	563	250	227	395	291	151	215	308	263	1181	494
ENSXETG00000026283	217	17	6	1	25976	12739	3840	5227	229	37	343	91
ENSXETG00000018268	15	2	3	2	1842	1687	110	262	372	760	141	342
ENSXETG00000007104	5867	7526	874	829	151	219	181	308	9	5	278	160
Locus_109592	826	952	450	331	516	566	306	389	4510	1188	1236	577
Locus_25038	2	2	1	1	0	3	0	10	1	0	2	9
ENSXETG00000032697	3280	3596	1262	1298	1637	1390	3360	3764	4051	2108	5262	2325
Locus_73177	11	13	0	0	0	2	0	0	8	0	0	1
ENSXETG00000027483	664	477	466	360	595	556	245	268	1776	2009	2151	1129
ENSXETG00000031316	33	12	24	15	24	23	65	116	4	4	151	208
ENSXETG00000025035	0	0	0	1	0	0	1	1	0	0	0	0
Locus_171478	11	3	6	2	7	16	7	9	14	6	59	33
Locus_51837	1	4	4	4	4	3	2	3	24	33	7	28
ENSXETG00000010205	1205	1103	580	331	1360	653	645	486	3535	6681	1646	1929
ENSXETG00000033465	250	312	117	80	281	261	186	229	359	379	371	371
CUFF.160326	0	0	0	0	0	0	0	0	11	9	2	0
blastnHuman.ENSG00000229066	0	0	3	1	0	0	0	0	0	0	1	1
ENSXETG00000007976	130	66	1203	255	2108	1969	753	904	65	41	2245	688
ENSXETG00000003125	366	407	244	266	295	339	100	202	2335	1368	1003	1109
ENSXETG00000002135	0	0	0	0	0	0	0	0	1	6	0	0
ENSXETG00000007814	38	19	6	5	1623	989	297	376	2	6	34	35
ENSXETG00000024519	99	202	18	20	21	30	6	16	0	1	52	141
ENSXETG00000031027	0	5	0	0	0	0	0	0	0	3	71	192
Locus_138503	1335	1504	73	110	113	130	3	9	3	2	239	246
ENSXETG00000024313	0	0	0	0	0	0	0	0	0	0	0	1
ENSXETG00000033630	0	0	0	0	0	0	0	0	0	0	0	2
ENSXETG00000034034	10	21	0	0	1	1	0	0	2	1	12	16
ENSXETG00000032536	2	0	3	2	2	1	0	0	0	0	9	7
ENSXETG00000031719	854	1268	258	226	250	232	101	139	549	486	511	436
ENSXETG00000030917	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000032976	1531	1881	2145	2035	1578	1607	729	757	1643	1052	2432	1288
ENSXETG00000013185	4415	4611	1957	3246	4943	3508	3464	1625	1440	1496	3452	2755
ENSXETG00000013367	142	89	489	379	376	344	155	277	51	224	455	439
ENSXETG00000030957	13	13	13	15	21	22	8	6	1	14	4	28
ENSXETG00000026391	5	1	17	11	184	115	19	32	0	0	1	8
ENSXETG00000012773	938	1005	757	632	1669	1223	721	708	2521	1876	1032	597
ENSXETG00000027042	47	45	20	18	36	34	12	12	21	58	153	312
ENSXETG00000030814	4	0	0	0	0	0	0	0	0	0	500	1962
ENSXETG00000005620	229	280	309	304	561	504	360	772	1497	1149	684	403
ENSXETG00000023610	10	5	2	2	1	4	0	1	0	0	21	37
ENSXETG00000013887	277	261	179	240	362	493	182	235	5036	6725	8986	13396
ENSXETG00000003266	436	191	1764	1753	80	134	2	4	6	7	177	126
ENSXETG00000000900	799	1274	43	37	18	16	28	35	9	27	447	1431
ENSXETG00000005526	371	389	277	410	358	1146	239	325	129	223	596	963
ENSXETG00000015707	257	224	156	119	972	678	169	129	307	413	446	378
ENSXETG00000000359	1418	1648	1686	2503	2075	2821	1594	2655	3912	9363	5607	10154
ENSXETG00000013392	344	415	70	57	92	133	24	35	371	351	442	686
Locus_33545	5	6	2	0	5	13	1	6	0	2	4	1
Locus_95085	0	0	1	1	0	0	0	0	0	1	14	11
Locus_10629	2	0	0	0	0	0	0	1	0	0	40	28
Locus_183621	0	0	3	0	1	12	3	1	0	2	2	1
ENSXETG00000021325	316	297	298	257	830	950	272	276	219	69	921	478
ENSXETG00000017279	168	100	24	30	51	57	167	567	377	1131	161	386
ENSXETG00000010686	308	521	49	65	70	75	42	66	597	365	279	114
ENSXETG00000015007	401	497	147	142	187	234	87	108	626	993	404	670
ENSXETG00000008597	1976	2397	59	16	193	164	24	22	0	1	148	162
ENSXETG00000006126	567	518	7	18	28	16	22	3	64	45	46	91
ENSXETG00000020901	633	587	435	322	603	330	288	226	720	2831	1397	3153
Locus_191186	0	0	0	0	0	3	0	3	0	0	127	70
ENSXETG00000016765	238	242	45	54	132	109	54	52	94	181	109	121
Locus_52401	2	5	4	6	12	35	106	127	3	0	3	0
ENSXETG00000018590	204	407	111	127	171	292	78	193	333	363	431	616
ENSXETG00000006675	1880	2593	1	7	5	19	26	24	90	35	105	84
ENSXETG00000011858	1009	1017	2778	3003	4593	2856	2421	2176	3150	901	3396	317
ENSXETG00000018511	143	159	367	320	81	115	30	65	335	1141	104	281
Locus_166974	0	0	0	0	0	0	0	0	0	0	3	11
ENSXETG00000031406	253	390	10	3	424	421	66	138	1	4	77	100
Locus_149718	2	0	0	0	0	0	0	0	0	1	4	8
ENSXETG00000004684	0	0	0	0	0	0	0	0	2	0	0	5
ENSXETG00000015843	457	351	824	480	1199	755	835	1147	481	1291	873	1734
ENSXETG00000025031	2	3	1	0	3	2	3	8	8	30	33	453
Locus_49158	4	5	0	0	4	0	0	0	0	0	2	8
ENSXETG00000008949	128	157	152	119	168	306	151	169	139	230	101	218
Locus_10617	93	122	0	0	0	1	0	0	10	12	0	1
ENSXETG00000012405	758	837	3	2	4	2	20	9	2	42	24	200
ENSXETG00000033363	28	36	0	0	0	1	0	0	0	0	1	1
ENSXETG00000004744	77	83	88	73	136	164	71	76	401	490	269	417
ENSXETG00000004294	0	0	0	0	15	0	0	0	3735	5274	0	1
ENSXETG00000031297	0	0	1	0	5	0	0	0	0	0	9	15
ENSXETG00000030105	147	173	124	168	149	243	158	81	570	1100	410	789
ENSXETG00000030128	0	0	0	0	0	0	0	1	0	0	1	2
ENSXETG00000015030	70	22	7	6	4	4	18	8	2	3	26	82
ENSXETG00000033054	0	0	0	0	0	0	0	0	1	2	2	3
ENSXETG00000031570	1065	1381	444	570	1069	1264	430	821	1807	1314	1926	1856
ENSXETG00000014487	248	259	145	137	203	225	87	121	4275	1907	397	261
ENSXETG00000025658	56	77	122	172	87	98	39	70	65	537	94	383
ENSXETG00000009953	212	127	0	0	15	51	0	0	15	26	81	198
ENSXETG00000030081	36	57	65	102	65	80	18	33	129	78	181	180
ENSXETG00000004263	1879	2454	581	690	950	1090	488	587	1801	2209	2020	2494
ENSXETG00000022136	4	4	96	74	6	6	0	0	2	1	19	18
Locus_121460	4	7	0	0	0	0	0	0	0	0	3	16
ENSXETG00000011202	2	2	272	503	1	6	0	2	10	19	451	365
ENSXETG00000001165	811	729	1	0	115	149	0	0	2252	1169	241	138
ENSXETG00000006175	91	4	77	51	56	97	15	38	4	3	159	251
ENSXETG00000004516	2887	4407	254	174	369	380	72	147	6309	958	7116	2861
ENSXETG00000032652	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000000870	883	804	53	37	180	207	1214	839	1443	500	335	185
ENSXETG00000017667	916	896	1176	1275	1002	1041	616	860	166	629	576	1313
ENSXETG00000019927	687	296	258	53	292	456	9	5	3	3	150	195
ENSXETG00000016493	0	0	0	0	9	0	0	0	2771	6505	2	27
ENSXETG00000017907	465	594	239	192	418	340	154	182	1025	1358	2733	5962
ENSXETG00000031128	0	0	0	0	0	0	2	0	0	1	2	14
ENSXETG00000019579	532	226	1711	1615	835	1014	453	910	8	19	170	166
ENSXETG00000034109	2	6	0	0	0	0	0	0	0	0	0	2
ENSXETG00000011587	53	69	33	10	59	34	20	20	236	710	94	590
ENSXETG00000032351	4	0	4	1	958	9	177	19	55	49	5	18
ENSXETG00000019639	276	346	98	71	171	181	526	856	5208	3967	385	122
ENSXETG00000026258	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000012733	73	54	103	105	299	366	185	203	146	77	121	166
ENSXETG00000014446	3327	2909	1027	832	1543	1498	544	542	2760	1789	2903	2324
ENSXETG00000006338	278	297	191	169	57	35	20	14	7	7	99	83
ENSXETG00000022365	594	601	263	204	374	432	312	349	2003	2867	1031	881
ENSXETG00000006032	1001	1104	539	631	794	1024	508	803	3491	1433	1077	462
ENSXETG00000032208	7	6	0	0	9	0	0	0	0	0	5	10
ENSXETG00000027121	18	19	33	34	226	129	185	134	258	762	146	203
ENSXETG00000023811	25216	27554	18	80	86	280	0	0	0	0	144	103
CUFF.6584	1	1	0	2	0	1	2	0	0	0	29	4
ENSXETG00000005816	167	205	109	93	128	157	69	110	337	325	241	314
ENSXETG00000024337	3	1	3	4	4	7	1	1	27	51	2	13
ENSXETG00000018012	7	2	0	0	58	91	0	2	11	8	44	60
ENSXETG00000030098	1827	2466	21	66	10	24	1	1	116	26	418	48
ENSXETG00000001083	96	55	0	0	143	117	4	20	102	139	788	690
ENSXETG00000032247	3	5	0	0	3	2	0	1	2	1	363	1181
ENSXETG00000013764	25	42	12	15	108	134	9	16	2	4	114	310
ENSXETG00000005352	1005	1443	452	521	623	744	209	366	1065	925	353	431
ENSXETG00000009215	5	12	0	0	5451	4637	644	1011	0	0	72	424
ENSXETG00000033275	1	1	0	0	0	0	0	2	0	1	0	0
ENSXETG00000010201	297	284	146	178	302	231	126	219	157	410	659	1522
Locus_174967	0	0	0	0	2	0	0	0	339	459	3	8
ENSXETG00000007846	145	84	230	177	294	176	93	227	6359	4527	1546	856
ENSXETG00000023967	4	10	6	5	9	5	1	8	0	0	3	2
ENSXETG00000023971	226	379	3	1	4	5	1	4	28	17	51	46
ENSXETG00000002557	2	0	12	8	8	3	0	0	0	1	0	0
ENSXETG00000014653	21	7	22	11	550	629	90	286	239	476	104	297
ENSXETG00000027151	46	63	14	17	32	34	14	20	139	137	63	44
ENSXETG00000008076	43	48	22	35	27	43	11	38	726	2315	61	275
ENSXETG00000030983	4	13	5	14	5	22	1	5	0	7	34	435
Locus_171213	0	1	0	0	0	0	0	0	0	0	42	25
ENSXETG00000008715	1744	1837	3798	2871	98	160	15	22	313	243	348	391
ENSXETG00000003270	79	79	172	262	243	264	82	105	485	840	222	308
Locus_126768	7	0	0	0	0	0	0	0	0	0	3961	2154
ENSXETG00000025395	0	0	0	0	0	0	0	0	38	5	2	1
ENSXETG00000026675	0	0	0	0	0	0	0	0	2	0	0	0
ENSXETG00000032604	10	1	120	0	83	54	10954	25072	1	0	32	82
ENSXETG00000026245	555	411	137	175	359	382	114	207	423	598	1379	1917
ENSXETG00000030044	49	82	33	24	20	31	14	7	364	319	181	322
blastnHuman.ENSG00000236502	0	0	0	0	0	0	0	0	0	0	0	0
Locus_179157	0	0	3	1	4	4	4	4	0	0	2	0
ENSXETG00000019662	214	157	310	196	479	273	256	208	8546	4055	1425	1918
ENSXETG00000024568	288	273	150	122	234	283	128	190	743	1166	356	637
ENSXETG00000024434	813	809	325	400	554	790	88	192	769	390	2789	2634
ENSXETG00000012407	250	341	151	203	357	555	100	159	1443	1099	576	235
ENSXETG00000024532	85	90	126	89	245	126	104	102	2654	2792	608	787
ENSXETG00000006611	2	0	1	0	1503	1414	6505	6728	0	0	7	23
ENSXETG00000018189	891	898	838	517	1196	804	636	545	2458	2344	1241	713
ENSXETG00000018108	29	41	17	35	15	19	18	17	5	17	29	70
ENSXETG00000007668	2710	2802	889	536	1550	954	1564	765	3331	3957	3409	2681
ENSXETG00000016906	245	233	119	103	225	254	87	136	818	1196	371	548
ENSXETG00000024306	0	0	0	0	0	0	0	0	0	0	0	0
CUFF.61994	1	0	0	0	0	8	0	0	1	3	5	4
ENSXETG00000011686	381	520	167	129	642	614	208	284	561	754	759	1234
ENSXETG00000005654	0	0	1	0	3	2	2	5	13	73	7	58
ENSXETG00000019117	139	152	1	2	8	5	0	2	1	0	6	3
ENSXETG00000004464	407	386	491	378	3103	3728	955	1181	6741	3299	1467	490
ENSXETG00000022671	403	483	314	355	473	448	645	576	2355	4019	1869	2733
Locus_36992	0	0	0	0	5	1	0	0	2	1	60	26
ENSXETG00000011778	4350	4579	4544	5013	4087	4124	1738	2897	8887	8874	12668	8158
ENSXETG00000010172	39	57	21	14	61	46	9	5	156	251	211	420
ENSXETG00000013171	192	286	340	231	4	3	2	1	0	1	68	88
ENSXETG00000002431	80	102	1043	839	588	638	156	246	10	9	799	1461
ENSXETG00000007254	73	13	0	0	174	253	0	0	0	3	14	31
Locus_185479	0	2	2	5	1	5	1	1	0	1	614	369
ENSXETG00000018104	113	205	9	4	432	426	18	12	41	27	317	487
ENSXETG00000017458	1364	1987	0	1	16	15	0	28	2	1	50	89
ENSXETG00000010329	169	208	86	71	1423	1322	357	492	588	581	228	288
ENSXETG00000025827	0	3	53	143	8	8	25	14	4	8	214	521
ENSXETG00000027567	63	2	3	0	1145	961	1	0	0	2	145	242
ENSXETG00000015280	528	636	351	337	483	466	216	309	1805	1764	875	747
ENSXETG00000013529	594	688	121	107	371	387	158	164	327	662	191	267
ENSXETG00000006970	628	718	797	1223	787	1080	505	529	939	838	1969	2281
ENSXETG00000015170	8224	9149	142	85	4919	7142	12658	17690	14256	3925	1884	1097
ENSXETG00000026942	2500	3111	6476	6081	6698	7375	4303	6357	1058	8570	2867	16976
ENSXETG00000015178	0	0	0	0	0	0	0	0	0	0	1	2
ENSXETG00000024723	873	1220	2251	2493	2300	2486	1155	1816	352	1637	968	2155
ENSXETG00000006894	1270	1307	569	618	770	726	240	376	1244	849	1230	1474
ENSXETG00000004011	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000030051	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000034223	31	35	4	2	12	12	6	9	590	1439	269	332
Locus_163701	7	2	0	0	7	6	0	0	0	0	1	12
CUFF.153518	0	3	0	5	0	8	0	2	0	6	13	14
ENSXETG00000009170	494	507	293	274	394	450	134	222	2059	2035	2403	3470
ENSXETG00000009147	167	254	4	2	4	7	3	10	0	3	13	13
