Gene	Brain_Female1	Brain_Male1	Brain_Male2	Cerebellum_Female1	Cerebellum_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Ovary_Female1	Ovary_Female2	Testis_Male1	Testis_Male2	Testis_Male3
ENSGALG00000011114	89	73	321	123	153	55	41	84	54	162	88	1797	721	124	307	1325
ENSGALG00000012559	916	531	1462	347	368	37	50	88	70	51	47	653	243	178	178	453
ENSGALG00000006574	4	5	2	6	5	0	3	0	1	2	12	3	4	68	27	26
ENSGALG00000003168	57	73	244	71	183	52	65	307	393	39	19	1656	527	87	125	706
ENSGALG00000010746	1369	1007	3359	1296	1713	773	734	3444	2855	1909	1588	28220	8995	3285	3951	10804
Locus_64702	2	1	15	2	4	3	5	19	3	7	2	169	5	11	41	110
Locus_22054	0	0	0	0	0	0	0	0	0	0	0	0	0	6	16	69
ENSGALG00000004638	137	88	251	296	319	75	62	702	616	245	183	12232	1297	137	114	399
ENSGALG00000006338	155	106	541	222	253	231	154	310	239	278	214	4477	897	283	343	2272
Locus_49104	0	0	0	0	0	0	0	0	0	0	0	1	0	73	50	165
CUFF.226779	0	0	0	0	2	0	0	0	1	0	0	0	0	5	2	4
ENSGALG00000011072	0	0	0	0	0	0	0	75	61	0	0	0	57	0	2	2
Locus_20333	0	0	0	0	0	0	0	0	0	0	0	0	0	7	26	64
Locus_97854	2	0	12	3	2	0	0	0	0	0	0	41	2	0	0	0
ENSGALG00000003529	220	111	420	45	66	9	5	48	39	8	2	610	155	12	12	38
Locus_21238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58
Locus_29149	0	0	3	0	0	0	0	0	0	0	0	9	0	1	0	18
ENSGALG00000000195	615	360	819	522	619	47	46	74	75	166	102	659	233	176	187	571
Locus_49329	0	0	0	0	0	0	0	0	0	1	0	0	0	7	3	8
Locus_46328	1	0	0	0	0	0	0	1	0	1	0	54	0	0	1	7
ENSGALG00000024160	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0
blastnPlatypus.Locus_177757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000014973	52	29	67	26	49	7	16	32	37	6	12	13	21	516	282	879
ENSGALG00000015713	236	140	488	171	211	159	99	188	140	157	238	3196	1269	1419	1410	4113
ENSGALG00000011889	73	30	71	41	77	19	7	124	76	48	83	1228	354	425	265	538
ENSGALG00000004351	246	115	119	85	147	31	37	99	89	47	88	306	222	93	35	60
ENSGALG00000021976	5	12	28	6	28	0	0	1	0	0	0	3	0	0	0	0
ENSGALG00000008681	1315	691	2782	220	396	76	101	206	94	189	146	6085	1158	213	273	1031
ENSGALG00000003319	13	20	78	17	14	10	5	129	92	62	41	885	429	393	788	3890
ENSGALG00000000869	54	51	18	42	94	29	35	33	65	65	179	92	172	102	38	35
ENSGALG00000005893	136	103	442	173	187	77	47	93	66	75	56	2827	969	3615	3722	18025
ENSGALG00000001926	71	55	47	171	393	9794	21963	96	162	52	172	1526	1769	238	77	132
ENSGALG00000022541	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	6
ENSGALG00000014347	31	33	122	56	73	47	33	81	70	110	67	1750	620	2022	1805	5562
ENSGALG00000008667	6734	5013	8063	4691	6416	1185	784	3188	3045	2310	1745	11086	16138	1886	2869	3691
CUFF.263532	0	0	0	1	0	0	2	1	0	0	0	0	0	14	7	15
Locus_20314	0	0	0	0	0	0	0	0	0	0	0	3	0	251	228	822
ENSGALG00000012715	1032	876	4838	384	489	356	414	14	29	3	1	1560	611	103	92	591
blastnHuman.ENSG00000225461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blastnPan.Locus_7554	0	0	0	1	1	1	0	2	0	1	2	28	20	9	21	39
Locus_88247	0	0	1	0	0	0	0	3	4	1	0	1	0	0	0	2
ENSGALG00000012557	0	0	0	0	0	1	0	0	0	0	1	2	6	4	3	23
blastnOpossum.Locus_86724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ENSGALG00000006449	302	123	654	32	32	8	33	43	24	0	0	1079	221	244	169	1009
ENSGALG00000012121	49	36	324	84	102	113	62	126	73	236	191	1772	456	125	150	1340
ENSGALG00000001883	121	46	92	46	83	9	21	68	47	369	357	173	151	86	57	129
ENSGALG00000004285	50	41	57	0	0	2	4	2576	2078	1202	1884	326	84	54	11	63
ENSGALG00000000662	4	3	10	2	6	0	0	3	32	3	1	719	334	8	10	0
ENSGALG00000000641	212	151	240	91	217	48	71	152	122	133	368	759	453	650	193	359
CUFF.108004	0	0	0	0	0	0	0	0	0	0	0	3	0	6	5	17
ENSGALG00000021002	386	232	533	295	255	102	73	92	80	64	40	738	309	145	120	366
ENSGALG00000016352	1197	664	1907	104	99	2	1	0	0	0	0	5	6	24	26	69
CUFF.106123	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	12
Locus_66723	0	0	0	0	1	0	0	0	0	0	0	0	0	30	18	89
ENSGALG00000001420	1049	650	1765	1116	1121	385	291	518	524	542	294	6680	1670	536	569	2037
ENSGALG00000016666	4093	2738	7003	3131	5170	2617	3665	6436	3735	8017	14038	42004	17162	2122	2095	3377
Locus_118058	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	15
Locus_19193	0	0	0	0	0	1	0	6	3	1	0	370	171	2	3	8
Locus_22033	0	0	2	0	0	0	0	0	1	0	0	9	4	0	0	0
ENSGALG00000015904	2176	1642	5115	1653	1980	352	292	840	891	845	656	10591	3974	1025	1058	3790
ENSGALG00000000560	3	7	7	6	9	24	21	12	17	11	28	373	111	46	60	305
ENSGALG00000004180	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
ENSGALG00000011483	909	609	1670	679	1054	2650	2285	1713	1400	4979	2351	2374	1490	866	1366	2601
ENSGALG00000011286	250	168	375	232	311	129	88	162	133	141	113	1419	1035	1814	2039	2392
ENSGALG00000003815	858	568	1501	791	1015	332	250	1007	982	1336	1217	10541	4611	1655	1981	5572
ENSGALG00000006297	13	14	81	29	33	0	0	0	0	4	3	0	2	15	17	38
ENSGALG00000014762	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	42
ENSGALG00000006036	912	643	6651	767	860	78	29	71	39	28	12	9296	1601	42	132	1075
ENSGALG00000003204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ENSGALG00000006522	13	5	20	23	53	10	7	15	11	52	66	179	83	61	46	345
ENSGALG00000002982	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSGALG00000023404	11	8	22	6	15	5	3	35	10	10	20	104	16	17	81	104
ENSGALG00000011556	96	73	238	111	160	92	62	154	128	92	120	1683	557	154	129	482
ENSGALG00000010208	44	22	197	8	13	4	0	32	35	5	5	4268	457	87	133	1069
ENSGALG00000011649	1312	758	896	751	1074	227	258	503	416	574	1203	1120	944	1299	491	739
ENSGALG00000005284	3	5	16	5	4	152	86	7	10	4	4	67	36	5	6	30
ENSGALG00000011498	416	268	1371	317	431	138	107	971	611	335	396	4825	993	319	506	2348
Locus_4828	0	0	0	1	1	1	1	0	1	2	0	6	3	0	3	9
Locus_98870	0	0	0	0	0	0	0	10	11	1	7	38	10	9	4	17
ENSGALG00000007731	187	86	260	98	91	65	42	137	90	23	36	2706	1101	2647	2002	5786
Locus_99344	3	0	0	0	0	0	1	0	0	0	0	4	0	12	7	21
ENSGALG00000010915	1	2	5	0	4	1	0	0	0	0	1	145	123	0	1	7
ENSGALG00000012080	0	0	0	1	1	2	1	5	8	44	19	38	54	3	2	5
ENSGALG00000006426	173	108	344	270	347	131	76	305	236	174	80	3925	752	234	508	1669
ENSGALG00000016636	17	10	23	19	17	32	12	8	10	2	2	138	122	5	32	43
ENSGALG00000015072	10	10	49	4	4	0	0	0	0	0	0	1128	92	231	645	7433
Locus_47968	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	16
ENSGALG00000001429	274	209	1445	171	245	158	124	130	94	158	53	3565	1037	154	253	1636
Locus_28476	0	1	0	0	0	0	0	0	0	0	0	43	13	1	3	1
CUFF.130161	7	7	2	18	69	16	15	60	37	2	31	24	42	20	10	8
ENSGALG00000011897	364	251	1219	212	340	563	593	412	363	58	98	2418	646	529	560	2897
ENSGALG00000007964	3	2	2	1	5	2	3	397	287	1	16	15	22	3	1	0
ENSGALG00000023636	20	15	11	10	31	343	926	16	10	1	24	195	83	133	48	97
Locus_47630	1	0	0	0	0	0	0	2	0	0	0	0	0	8	7	42
ENSGALG00000001922	88	59	29	98	111	36	34	57	86	38	38	167	146	336	333	117
ENSGALG00000023049	0	0	0	0	0	0	0	0	0	0	0	0	0	29	1	18
Locus_97860	0	0	0	0	0	0	0	0	0	0	0	5	0	6	9	29
ENSGALG00000000692	203	102	132	549	627	13	24	793	376	393	428	1216	392	54	60	71
ENSGALG00000000370	30	17	22	16	32	24	49	68	71	69	116	43	42	74	40	38
ENSGALG00000008280	226	139	758	177	228	250	286	318	266	327	260	2111	860	1069	1192	4320
ENSGALG00000006563	198	127	706	96	101	82	71	273	198	24	15	341	262	79	166	330
ENSGALG00000010233	438	218	343	22	22	1	3	0	0	0	0	0	0	2	2	5
Locus_64826	4	3	20	3	1	0	1	1	1	0	0	174	12	0	4	4
Locus_66880	0	0	0	0	0	0	0	0	0	0	0	2	1	22	18	72
ENSGALG00000001191	0	0	0	0	0	0	0	0	1	4	2	2	1	0	2	2
ENSGALG00000009611	146	114	617	192	239	147	68	246	204	330	127	7787	1117	271	489	2393
ENSGALG00000007326	25	38	111	17	55	11	14	40	34	63	11	228	238	15	57	220
Locus_5727	0	0	0	0	0	0	0	0	0	0	0	53	14	7	19	56
ENSGALG00000008764	631	453	2005	389	430	86	53	199	149	115	94	9809	1599	317	377	2061
ENSGALG00000015982	14	7	47	5	8	1	2	2	0	3	4	22	9	101	171	394
Locus_118903	0	0	0	0	0	0	0	0	0	0	0	0	0	11	9	58
ENSGALG00000023515	67	23	362	7	7	2	0	83	35	23	3	418	143	463	297	656
ENSGALG00000023560	2	1	5	2	1	0	0	3	2	6	0	45	24	8	3	26
Locus_102789	2	2	5	2	7	0	0	0	0	0	0	7	1	11	23	189
ENSGALG00000012016	14	19	7	11	17	95	140	3	0	0	78	23	15	20	6	8
ENSGALG00000004527	158	77	256	3366	3816	57	20	52	33	2	0	3799	606	16	34	146
ENSGALG00000012969	57	44	150	124	144	133	15	36	30	21	5	797	234	437	450	1309
ENSGALG00000003429	212	120	268	126	134	120	108	121	82	59	103	2263	560	572	295	812
Locus_127604	0	0	0	2	0	1	0	1	0	0	0	10	0	2	7	18
Locus_106598	0	0	0	0	0	1	0	1	1	0	0	4	1	3	4	3
ENSGALG00000017293	44	32	1115	110	106	62	22	51	25	17	3	5873	236	29	116	2441
ENSGALG00000005194	0	2	1	2	0	0	2	0	9	1	2	63	23	1	1	10
Locus_19166	41	40	37	66	41	75	42	71	91	51	30	378	650	46	39	64
ENSGALG00000016143	531	294	781	521	659	17	12	124	81	9	14	2672	799	647	476	1106
ENSGALG00000022610	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CUFF.236790	0	0	0	0	0	0	0	0	0	0	0	3	0	12	4	7
ENSGALG00000004669	147	95	520	80	119	1	0	93	305	36	20	17	15	46	92	497
ENSGALG00000002992	46	36	69	19	20	0	0	1	1	0	1	3643	930	1389	1641	3537
ENSGALG00000006181	556	388	2179	583	690	532	410	694	564	469	284	18686	3426	2060	3989	15666
Locus_106820	0	0	0	0	0	0	0	0	0	0	0	0	1	4	7	57
ENSGALG00000012466	178	94	458	138	154	428	304	921	309	363	170	2737	1040	278	1462	2666
ENSGALG00000010219	108	46	122	89	98	121	143	146	72	191	269	731	332	480	244	799
ENSGALG00000000707	685	459	2692	686	899	968	769	648	498	840	490	6371	2134	420	704	2956
ENSGALG00000014945	31	41	190	22	37	20	9	14	14	7	6	811	174	179	265	2764
ENSGALG00000000234	69	94	323	387	762	130	95	532	646	203	118	4796	1936	123	350	523
ENSGALG00000001452	1021	678	3017	859	1138	3400	2718	2066	1722	2043	2383	6746	2973	2720	3289	12489
ENSGALG00000006856	704	453	643	514	877	706	799	401	319	574	423	6315	3206	588	1016	2279
CUFF.246030	0	0	0	2	1	1	3	1	0	0	0	0	0	12	6	1
Locus_46845	0	0	0	4	4	0	0	4	3	0	0	23	2	12	13	13
ENSGALG00000007319	101	74	400	45	89	1	0	0	2	3	4	31	3	22	22	128
Locus_98239	13	8	42	66	67	4	1	2	0	0	0	5	0	1	3	19
ENSGALG00000023886	104	62	369	187	295	1	0	1	2	1	1	3	2	133	241	1261
ENSGALG00000008886	65	47	145	124	145	53	38	76	63	85	42	1049	238	600	715	2487
ENSGALG00000016655	20	11	32	28	29	10	13	12	7	2	7	1637	990	221	353	1281
ENSGALG00000016339	413	305	1172	237	370	264	286	67	47	48	15	1215	536	204	241	909
ENSGALG00000001476	236	184	844	312	393	616	484	531	433	938	576	8444	2967	254	428	2036
ENSGALG00000019211	7	8	12	15	45	5	4	41	33	195	147	36	45	1294	1317	3710
ENSGALG00000022341	161	56	185	80	144	57	187	199	100	119	289	1126	122	727	134	756
ENSGALG00000019761	67	106	30	71	129	8	5	26	12	18	5	148	217	51	119	87
ENSGALG00000002228	124	66	163	196	323	50	82	104	83	245	357	4227	1251	1300	775	1801
ENSGALG00000005362	3	0	0	1	1	0	0	2	2	4	12	1	0	7	7	11
ENSGALG00000004965	0	0	0	0	0	0	0	0	0	0	0	1	0	20	2	0
ENSGALG00000004409	1	1	0	0	3	0	0	0	0	0	0	0	0	1	0	1
Locus_119089	2	0	2	0	0	0	0	0	0	0	0	0	0	2	3	4
Locus_63716	0	1	0	1	0	0	0	0	0	0	0	5	0	0	1	0
Locus_22112	0	0	0	0	0	0	0	0	0	0	0	7	2	44	13	26
ENSGALG00000016721	14	10	28	11	13	12	5	70	40	389	239	252	201	2	10	50
ENSGALG00000001442	1498	696	1398	655	669	4	1	33	26	0	1	5	4	200	58	101
ENSGALG00000002028	28	17	36	107	134	5	7	13	10	15	3	90	65	19	24	79
ENSGALG00000016883	1568	847	5562	2329	2320	914	508	212	224	260	144	6715	1843	588	1268	4957
ENSGALG00000010719	2	3	1	3	1	1	0	2	1	4	1	179	136	11	48	160
ENSGALG00000024061	0	0	0	0	0	0	0	0	0	43	0	0	0	1	2	21
CUFF.162085	1	0	0	0	0	0	0	0	0	0	0	9	3	1	0	4
Locus_20571	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	38
ENSGALG00000005468	730	442	1213	528	667	173	133	429	308	200	125	3056	1042	425	512	1284
Locus_110858	0	0	2	1	0	0	0	0	0	0	0	0	0	17	16	92
ENSGALG00000019602	21	3	77	18	18	76	13	225	111	196	74	3136	2416	7	24	66
ENSGALG00000008041	251	146	582	298	398	126	87	278	168	209	134	4009	937	267	297	885
ENSGALG00000014700	266	211	1443	209	371	73	55	107	132	100	127	2564	339	190	297	1822
ENSGALG00000010341	777	428	942	925	1039	333	221	684	581	578	461	5965	2755	956	970	2213
ENSGALG00000003910	3211	1802	6061	2274	2597	1668	1303	1738	1647	2735	2372	22501	3773	4579	4448	14190
ENSGALG00000002415	239	158	773	227	232	135	84	206	147	193	172	2543	697	385	382	1688
ENSGALG00000000888	125	81	336	96	123	37	34	65	58	38	59	1099	221	338	235	882
Locus_127977	1	0	0	64	67	0	0	0	0	0	0	0	0	0	3	1
ENSGALG00000013732	171	115	256	156	176	52	26	79	68	63	28	1402	436	74	110	417
ENSGALG00000016042	101	57	208	138	126	41	23	56	36	38	11	1280	329	711	1143	3332
ENSGALG00000003499	2305	1213	1695	539	1022	89	128	161	124	94	216	526	562	1924	661	1140
ENSGALG00000001752	26	17	27	106	143	2	8	25	15	12	10	108	11	96	136	383
ENSGALG00000016446	34	34	87	80	83	3	4	537	468	4	7	4118	2463	39	74	166
ENSGALG00000013870	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	1
ENSGALG00000018754	44	35	16	12	37	34	35	134	113	184	446	267	540	94	19	23
ENSGALG00000000523	34	39	197	54	83	41	26	102	61	102	34	1577	452	42	129	474
ENSGALG00000000674	351	186	407	335	423	183	120	1458	711	703	623	4509	1072	887	615	2197
ENSGALG00000015323	95	61	476	128	210	101	58	124	81	97	28	10530	959	339	699	7427
ENSGALG00000014982	158	83	930	167	170	65	24	417	321	96	24	11130	1432	362	1034	8041
ENSGALG00000023754	0	0	0	0	0	0	0	2	2	8	1	51	244	11	23	29
ENSGALG00000014362	3	2	7	2	7	2	0	2	3	11	1	39	20	4	19	40
ENSGALG00000012929	1421	828	3046	863	1045	583	589	696	665	635	400	5213	1832	2016	2387	8900
ENSGALG00000010148	324	205	836	368	363	10	10	46	12	0	1	50	18	32	23	90
ENSGALG00000006914	23	12	32	703	657	1	2	0	0	0	0	0	0	3	1	3
ENSGALG00000013834	179	138	408	105	139	111	85	86	63	62	23	507	275	118	177	458
ENSGALG00000013961	575	299	1205	447	400	116	87	85	88	68	74	1064	293	70	80	365
Locus_118446	0	0	0	9	2	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000022249	56	12	11	13	63	4	21	50	7	5	29	26	34	61	17	3
ENSGALG00000001320	0	1	0	1	1	3	5	777	346	5752	7313	4	4	74	54	121
ENSGALG00000007145	556	395	2393	682	861	2682	2102	1839	1751	903	890	69364	13058	660	976	4615
blastnHuman.ENSG00000237179	0	0	1	3	2	0	0	1	0	0	0	46	35	0	2	0
ENSGALG00000003074	106	55	306	541	544	131	199	60	31	48	42	525	112	651	805	4374
ENSGALG00000013547	257	136	726	152	279	172	174	430	253	325	449	3503	935	1023	990	3736
ENSGALG00000022462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_60961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_117639	1	1	0	1	0	0	0	0	0	0	0	26	4	1	1	0
ENSGALG00000001034	265	172	323	220	313	126	93	240	196	114	181	2273	921	189	101	367
ENSGALG00000007332	634	376	359	287	323	10	14	82	75	32	180	550	335	41	23	27
ENSGALG00000014783	1046	816	2225	350	422	192	217	1565	1314	511	270	8114	2825	47	51	151
Locus_66070	1	1	4	4	0	8	2	12	7	4	4	42	20	13	15	12
Locus_118932	0	0	0	0	0	0	0	0	0	0	0	0	0	16	46	136
Locus_20918	0	0	1	3	0	0	0	0	0	0	0	4	0	0	3	6
ENSGALG00000015747	137	94	785	189	222	153	147	564	441	137	121	6064	586	311	488	3035
ENSGALG00000001310	66	53	189	142	142	82	97	125	59	118	83	1138	410	194	128	627
ENSGALG00000023219	0	0	0	0	1	0	0	1	0	0	0	0	1	9	4	2
CUFF.43712	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	57
CUFF.119602	0	1	1	0	0	0	0	0	2	0	1	0	0	6	2	29
ENSGALG00000016805	0	0	0	0	0	0	5	1745	2095	1227	1099	0	0	1	0	9
Locus_5309	0	0	1	0	1	4	4	3	4	3	0	0	1	0	2	2
ENSGALG00000002803	479	327	1993	383	481	173	141	268	196	104	82	13147	2997	1557	2252	15072
ENSGALG00000010639	181	141	295	281	345	63	80	4	2	2	2	51	5	119	184	754
ENSGALG00000024394	79	75	43	28	82	16	65	243	89	112	232	229	163	111	46	59
ENSGALG00000006938	1024	568	1686	919	1110	260	265	518	376	350	378	3096	711	1838	1004	2863
ENSGALG00000014743	85	58	369	79	141	45	52	37	23	3	2	335	104	86	151	710
ENSGALG00000000994	7	2	2	2	8	6	10	10	4	4	15	14	5	195	45	101
Locus_106786	0	0	0	0	0	1	0	2	0	1	0	9	2	3	3	8
Locus_127384	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	18
ENSGALG00000001097	0	0	1	1	2	0	0	1	0	0	0	1	0	2	3	11
CUFF.183966	0	0	0	0	0	0	0	0	0	0	0	0	0	14	11	56
CUFF.170963	0	0	0	0	2	0	0	0	0	0	0	1	0	3	11	15
Locus_110097	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	20
Locus_48575	0	0	0	1	0	0	0	0	0	0	0	0	0	9	5	13
ENSGALG00000024350	8	2	11	3	2	6	4	12	8	2	3	82	8	2	10	49
ENSGALG00000016854	86	56	464	103	138	58	30	62	45	82	30	2336	392	160	307	2457
ENSGALG00000015293	0	4	0	0	0	3	0	6	4	1	4	95	18	5	11	15
CUFF.250908	0	0	4	0	1	0	1	0	0	0	0	7	0	0	0	6
ENSGALG00000022445	3	0	0	2	16	37	26	29	48	72	242	92	418	44	14	13
CUFF.6364	1	0	0	0	0	2	1	1	0	0	0	0	0	6	2	6
ENSGALG00000022166	66	25	60	24	28	6	14	91	41	44	86	255	106	420	140	274
ENSGALG00000014914	4	1	7	2	4	1	0	33	8	8	11	157	27	8	1	5
ENSGALG00000012808	122	86	476	129	146	67	35	92	51	66	28	2848	506	25	79	174
ENSGALG00000016236	2478	1624	7076	2652	2835	1405	1301	1843	1982	2223	1278	24876	4590	6601	8647	38173
ENSGALG00000013273	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	8
ENSGALG00000015733	800	508	3901	955	1111	776	259	1087	573	1033	412	22348	2350	990	1578	13459
ENSGALG00000005080	266	151	1096	224	329	84	40	218	110	181	137	3126	990	169	220	978
ENSGALG00000022331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CUFF.3502	0	0	0	0	0	7	5	2	9	2	0	0	0	0	0	1
ENSGALG00000016552	277	178	1999	310	366	235	158	424	199	229	129	9540	1017	623	1359	8410
ENSGALG00000005021	88	45	91	80	105	21	27	587	478	457	511	1356	302	29	53	124
ENSGALG00000023441	573	309	148	5	22	8	30	75	46	7	96	210	382	223	36	40
Locus_49822	1	0	1	0	0	2	0	0	0	0	0	0	0	54	29	55
ENSGALG00000022759	56	40	63	48	94	17	9	26	21	24	15	232	154	554	591	817
ENSGALG00000022029	291	129	113	164	195	322	395	311	318	231	623	285	500	574	186	242
ENSGALG00000011137	30	11	18	213	153	40	61	3	9	3	11	31	33	100	44	46
ENSGALG00000003129	83	57	324	111	172	35	39	283	213	180	159	10492	804	96	97	777
ENSGALG00000000806	1218	571	534	268	466	10	12	3	1	17	38	7	1	38	7	12
ENSGALG00000008842	705	457	950	1006	1008	246	159	262	229	247	241	3691	1034	315	344	1138
ENSGALG00000016863	11	7	15	10	7	27	18	17	15	41	15	185	147	175	218	520
blastnHuman.ENSG00000225420	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSGALG00000022302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000024208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000014819	485	438	1636	711	1044	298	267	282	354	224	186	12925	4071	492	615	2728
ENSGALG00000007241	212	149	200	162	307	193	236	157	169	129	186	1235	1041	382	258	412
CUFF.58278	0	0	0	0	0	0	0	0	0	0	1	2	5	4	2	14
ENSGALG00000007582	133	88	127	72	117	281	222	63	89	59	79	1708	733	1312	921	1507
Locus_99125	1	1	1	0	1	1	3	2	0	1	0	2	0	10	5	15
ENSGALG00000009105	478	277	821	212	321	158	168	347	288	492	872	4577	1290	574	343	1322
ENSGALG00000011089	92	111	731	86	291	135	65	212	131	368	120	27030	2375	146	439	3257
ENSGALG00000007110	6	5	5	0	2	10	10	0	0	0	0	11	9	29	20	31
Locus_98288	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	30
ENSGALG00000008903	297	197	1005	987	1159	278	258	1074	842	425	244	11524	1913	212	184	1138
ENSGALG00000022808	204	136	1274	169	230	146	82	211	142	180	62	8752	1490	219	584	6462
ENSGALG00000021870	6	9	10	7	7	7	12	4	15	4	25	172	67	55	13	54
ENSGALG00000021954	27	7	20	16	31	9	17	61	41	48	112	161	95	63	24	31
ENSGALG00000009950	25	15	49	23	32	17	11	14	21	17	8	242	173	254	573	1131
ENSGALG00000006638	157	76	147	105	120	12	15	8	3	48	4	63	77	428	287	500
ENSGALG00000022477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_47461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	6
ENSGALG00000002428	37	21	78	0	1	0	1	45	50	1	0	8	2	12	7	20
ENSGALG00000019976	160	88	510	100	186	54	63	170	100	101	71	1937	492	345	402	1692
ENSGALG00000016221	13	9	54	12	12	1	1	13	6	2	2	1352	274	1867	3149	13188
ENSGALG00000007367	3	5	0	1	0	1	0	12	9	0	2	3	0	35	39	98
ENSGALG00000017399	91	64	199	90	110	39	28	60	57	43	53	864	254	901	564	2332
ENSGALG00000012956	826	447	1346	526	673	345	336	85	66	104	63	4202	1452	193	262	964
Locus_109933	0	3	0	0	0	0	0	0	0	0	0	1	0	4	5	31
ENSGALG00000004992	0	0	1	0	0	0	0	1	0	0	0	6	0	0	0	0
Locus_46523	0	0	3	3	0	0	1	1	0	0	0	6	4	21	15	39
ENSGALG00000024304	5	12	7	0	3	0	1	75	283	116	1100	2	2	49	22	20
ENSGALG00000012586	26	24	554	48	98	54	49	108	72	309	73	7383	802	1160	4394	51541
ENSGALG00000009267	0	0	0	0	0	0	0	1	0	0	0	0	1	6	2	4
Locus_5085	0	0	0	0	0	0	1	1	0	0	0	0	1	2	1	6
ENSGALG00000013268	113	134	277	28	65	0	0	0	3	0	0	13866	1887	168	449	1968
ENSGALG00000005408	7	5	52	8	28	18	25	131	156	567	191	1025	348	85	162	1121
ENSGALG00000012849	319	215	626	183	227	141	125	381	447	181	224	2061	675	160	194	726
ENSGALG00000023981	93	59	11	19	54	10	41	66	38	66	263	56	218	190	30	28
ENSGALG00000016017	109	47	56	34	49	101	68	32	25	14	10	354	148	224	157	285
ENSGALG00000005986	863	552	1894	797	981	25	14	26	15	9	5	4963	992	108	169	544
ENSGALG00000007856	0	1	0	2	2	0	0	0	1	0	0	2	3	3	5	11
ENSGALG00000023705	1	2	11	4	2	5	2	4	1	210	1	61	2	20	42	466
ENSGALG00000020557	68	59	465	49	54	28	23	94	59	64	20	21850	4330	60	133	923
ENSGALG00000002157	746	339	258	502	735	1367	763	2284	930	1330	889	1421	3890	1304	1678	660
ENSGALG00000020590	378	190	241	211	405	238	274	1003	371	426	808	1447	1573	590	311	319
ENSGALG00000013632	156	76	670	140	162	430	451	59	38	408	557	1209	306	372	399	1749
ENSGALG00000004571	1439	772	3458	899	1113	457	443	667	565	304	262	5142	1939	515	571	3298
ENSGALG00000021142	6	2	2	2	9	1	1	0	6	2	0	149	231	11	1	4
ENSGALG00000010772	364	280	1787	577	704	10	17	19	21	0	0	798	18	6	35	107
ENSGALG00000007125	174	119	674	299	377	177	111	317	239	677	431	10731	1431	55	73	613
Locus_19696	0	1	0	0	0	0	0	1	0	1	0	84	24	1	0	3
Locus_64686	0	0	0	0	0	0	2	0	0	1	7	0	0	590	65	183
ENSGALG00000000221	0	0	0	5	5	0	0	41	12	0	2	2	0	36	17	37
ENSGALG00000003785	4	0	9	5	1	16	10	1	0	0	0	8	0	47	14	75
ENSGALG00000009641	571	303	352	400	620	1058	859	460	871	228	482	4527	6099	1682	1009	1761
ENSGALG00000015892	36	15	206	22	35	12	20	56	21	6	13	2283	315	377	322	3499
CUFF.66332	1	0	0	0	1	0	0	0	0	0	0	0	0	2	1	8
Locus_5095	3	4	19	8	8	0	0	0	3	0	0	15	3	22	41	115
ENSGALG00000014848	0	1	48	39	66	532	284	0	0	2	0	320	2	0	28	179
ENSGALG00000003737	132	87	187	42	37	0	1	88	104	17	16	1153	242	32	22	32
blastnOpossum.Locus_88472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_65381	10	4	2	18	19	9	14	18	13	8	7	9	8	4	15	3
ENSGALG00000015447	24	33	73	30	94	36	70	60	125	42	158	606	223	311	229	967
