Gene	Brain_Female1	Brain_Female2	Cerebellum_Female1	Cerebellum_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Testis_Male1
ENSGGOG00000006064	0.47	1.41	0.34	0.57	0.65	2.75	15.22	19.24	3.56	0.98	0.36
ENSGGOG00000023750	22.01	15.76	13.16	17.86	16.38	17.93	24.8	30.51	24.13	34.3	39.3
blastnHuman.CUFF.319877	0	0	0	0	0	0	0	0	0.66	0	0
Locus_72663	0	0	0.15	0.69	0	0	0	0	0	0	0.35
ENSGGOG00000025165	4.13	4.12	4.54	4.07	8.4	4.5	3.67	3.62	4.73	5.16	3.83
ENSGGOG00000002284	3.15	4.85	2.69	3.4	2	2.15	5.59	3.62	3.68	3.47	1.1
ENSGGOG00000027319	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000008379	0.3	0.46	24.55	16.52	1.04	1.24	0.27	0.39	0.66	1.27	6.18
ENSGGOG00000016134	0	0.05	0	0	0	0.59	0	0	0	0	0.05
ENSGGOG00000010553	20.11	23.02	43.29	7.85	0.64	0.06	0.07	0.07	10.75	1.95	3.46
ENSGGOG00000010884	2.88	1.99	0.91	1.78	2.25	1.36	4.45	5.27	3.18	2.25	2.73
blastnMacaque.Locus_340865	0	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_499266	0	0	0	0	0	0	0	0	0	0	0.16
ENSGGOG00000017184	0.11	0.16	0.05	0.07	0.08	0.11	0.8	0.68	0.07	0.16	0.21
blastnMacaque.Locus_39469	0	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_114914	0	0	0	0	0	0	0	0.22	0	0	0
ENSGGOG00000002477	2.21	1.75	8.12	11.5	6.74	3.66	14.82	27.09	6.09	4.73	7.67
blastnMacaque.Locus_116147	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000000213	4.77	4.32	2.17	3.83	1.7	2.07	0.21	0.49	1	1.44	6.19
ENSGGOG00000013065	24.13	22.17	19.03	7.94	16.93	18.26	12.3	9.72	4.81	7.23	3.69
ENSGGOG00000011357	48.22	33.62	23.63	18.55	98.29	46.55	112.84	139	46.52	31.12	3.96
ENSGGOG00000006089	7.59	7.38	5.78	6.13	2.6	6.14	7.31	5.84	8.46	11.11	18.03
blastnMacaque.Locus_40756	0	0	0	0	0	0	0	0	0	0	0.12
ENSGGOG00000001722	0	0	0	0	0	0	0	0	0	0	0.48
ENSGGOG00000015463	13.95	12.43	12.58	11.75	5.62	10.57	57.49	59.44	6.96	5.93	8.16
Locus_392932	0	0	0	0	0	0	0.41	0.16	0.22	0.17	0.25
ENSGGOG00000015996	0.42	0.7	1.15	1.63	0.6	0.71	0.89	1.78	1.61	0.97	1.36
Locus_240673	0	0	0	0	0	0	0	0	0	0	0.36
blastnMacaque.Locus_372566	0	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_448574	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000027816	0.06	0	0	0	0	0	0	0	0	0	0.09
blastnHuman.Locus_146117	0	0	0	0	0	0	0	0	0	0	0.42
blastnHuman.CUFF.286937	0	0	0	0	0	0	0	0.5	0	0	0.05
Locus_293830	12.17	20.64	0.5	0.39	0	2.22	2.66	0.79	1.08	2.53	1.9
ENSGGOG00000001548	4.43	7.2	2.06	5.71	5.42	16.81	11.31	18.02	12.44	22.76	13.4
Locus_73861	0.18	0.09	0	0	0	0	0	0	0	0	0.68
ENSGGOG00000009366	7.66	8.53	10.14	8.7	0.96	1.36	11.25	9.18	1.4	3.24	4.66
ENSGGOG00000006584	0	0	0.09	0.07	0	0	0	0.05	0.07	0	6.46
ENSGGOG00000016370	2.88	3.6	4.46	4.61	5.27	5.63	3.05	2.56	3.6	4.24	40.38
ENSGGOG00000027473	5.75	8.58	5.08	5.67	9.74	4.39	7.32	9.64	8.73	6.35	10.73
blastnOrangutan.Locus_265186	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000004363	10.37	9.82	7.49	6.32	7.04	5.47	9.31	8.26	7.59	7.77	16.88
ENSGGOG00000011835	5.78	5.27	5.84	4.64	16.69	13.14	4.62	6.63	10.61	7.38	4.09
ENSGGOG00000017035	0.14	0.3	0.08	0	0	0	0.11	0.08	0.81	1.62	0.1
ENSGGOG00000015383	4.21	4.78	8.37	8.69	8.91	12.28	7.77	7.14	13.82	19.22	10.05
ENSGGOG00000026578	0	0.08	0	0	0	0	0.25	0	0	0	0.16
ENSGGOG00000007656	0.92	0.98	2.68	3.1	1.16	0.62	0.35	0.2	0.23	0.28	2.9
blastnPan.Locus_177320	0	0	0	0	0	0	0	0	0	0	0.11
ENSGGOG00000008732	0.07	0.17	0.08	0.26	0	0.37	0.67	0.35	0	0.09	56.24
Locus_225537	0	0	0	0	0	0	0	0	0	0	4.65
blastnHuman.ENSG00000230696	0	0	0	0	0	0	0	0	0	0	0.22
ENSGGOG00000008913	0	0	0	0	0	0	0	0	0	0	0.12
blastnPan.CUFF.442366	0	0.09	0.23	0	0	1.02	0	0.48	0	0	0.33
Locus_134793	0	0	0	0	0	0	0	0	0	0	0.72
Locus_95171	0.19	0.03	0	0	0	0	12.39	0.15	0	0	0.01
blastnMacaque.Locus_61645	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000008939	13.32	17.95	6.62	6.71	15.13	3.72	4.46	4.06	0.86	1.95	1.84
blastnMouse.ENSMUSG00000072828	0	0	0	0	0	0	0	0	1.29	0	0
ENSGGOG00000022847	0	0	0	0	0	0	0	0	0	0	0
blastnPan.Locus_8051	0	0	0	0	0	0	0	0.65	0	0	0.08
blastnHuman.Locus_159328	0	0	0	0	0	0	0	0	0	0	0.28
ENSGGOG00000010270	0.12	0.38	0.22	0.14	0.28	0.2	0.83	3.23	1.86	2.25	1.7
ENSGGOG00000002797	3.6	5.3	0.07	0.1	0	0	0.27	0	0	0.07	1.32
blastnHuman.ENSG00000255314	0	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_221692	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000008845	1.28	0.64	1.02	1.24	6.71	7.84	7.32	9.28	8	16.91	1.04
ENSGGOG00000024064	25.17	22.96	13.87	16.52	24.43	21.19	39.77	28.53	24.16	29.54	65.67
ENSGGOG00000015829	6.74	7.51	6.65	4.5	5.89	2.99	4.52	3.2	3.46	2.2	2.21
blastnPan.CUFF.167073	0	0	0	0	0	0	0	0	0	0	0.09
Locus_227101	0	0.12	0.15	0	0	0.66	0	0	1.5	0.67	0.37
blastnHuman.XLOC_013947	0	0	0	0	0	0	0	0	0	0	0.02
ENSGGOG00000008344	38.74	35.69	24.58	20.27	24.58	27.67	61.23	70.3	71.55	62.09	62.41
ENSGGOG00000007375	0.11	0.2	0.12	0	0	0	0.98	0.39	0.71	0.83	0.73
ENSGGOG00000024959	0	0	0	0	0	0	0.13	0.11	0.14	0.23	0.04
ENSGGOG00000006783	3.1	4.87	0.78	1.81	11.83	6.25	1.35	2.06	0.09	0.07	0.26
ENSGGOG00000012304	0.5	0.52	0.49	0.38	1.81	0.86	0.33	0.67	0.49	0.73	0.2
ENSGGOG00000001935	27.84	33.88	33.11	25.1	70.46	55.79	33.69	28.71	31.48	26.54	15.51
ENSGGOG00000003499	0	0.01	0	0	0	0	0	0	0	0.04	0.02
blastnHuman.ENSG00000234689	0	0.35	0	1.31	1.33	0	0	0.89	0	0.48	0.69
ENSGGOG00000028137	103.75	115.82	98.8	77.89	260.69	214.71	166.59	246.23	293.91	241.32	110.43
blastnMacaque.Locus_473571	0.4	0	0	0	0	0	0	0	0	0	0
blastnHuman.XLOC_014088	0	0	0	0	0	0	0	0	0	0	0
blastnPan.CUFF.346184	0.31	0.72	0.35	1.08	0	0	0	0	0	0	0
blastnMacaque.Locus_61320	0	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_60798	0.31	0.14	0	0	0	0	0	0	0	0	0
blastnPan.CUFF.165338	0.07	0.03	0.07	0.11	0	0	0	0	0	0	0.15
ENSGGOG00000010428	11.99	10.34	8.27	4.33	13.71	8.86	9.03	5.89	7.86	7	9.58
ENSGGOG00000003661	16.15	17.46	4.11	4.66	231.44	274.24	52.32	43.52	98.54	162.42	35.65
ENSGGOG00000016037	0	0	0	0	0	0	0	0.07	0	0	0.03
Locus_353254	0	0	0	0.81	0	2.33	0.35	0	0	0	0.16
ENSGGOG00000010211	34.68	38.99	45.04	31.32	68.44	37.95	30.52	24.98	39.81	17.21	6.97
blastnHuman.CUFF.167767	0	0	0.24	0	0	0	0.96	0	2.07	0.27	0.05
blastnOrangutan.CUFF.227121	0.25	0.23	0.83	1.71	0	0	0	0	0.4	0	0.23
ENSGGOG00000011319	824.36	863.35	637.17	217.01	3531.41	2108.05	5.59	1.16	109.92	2.37	1.7
blastnMacaque.Locus_371508	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000008849	1.59	2.44	2.91	4.36	0.9	1.03	1.95	2.13	2.37	3.22	6.03
ENSGGOG00000001112	0.32	0.71	1.07	1.8	0.37	1.48	3.93	4.79	11.18	14.56	4.09
Locus_257472	0.35	2.43	2.77	0.61	0	0	0	0.41	0	0.44	0.24
Locus_417253	0	0	0	0	0	0	1.45	2.59	0	0	0.5
blastnHuman.ENSG00000232504	0.3	0.42	0.17	0.27	0	0.25	0	0.06	0	0.13	0.19
Locus_106219	0	0	0	0	0	0	0	0	0	0	1.82
ENSGGOG00000003756	1.71	1.96	5.42	2.47	1.37	4.69	4.01	2.87	1.88	5.73	2.29
ENSGGOG00000006675	6.46	7.77	5.6	2.57	9.58	11.68	6.15	4.29	5.79	6.33	0.96
ENSGGOG00000002067	0	0	0	0	0	0	0	0	0	0	0
Locus_240034	0	0	0	0	0	0	0	0	0	0	0.42
blastnOpossum.Locus_88135	0	0	0	0	0	0	0	0	0	0	0
blastnOpossum.Locus_34595	0	0	0	0	0	0	0	1.12	0	0	0
Locus_57738	0.06	0.12	0	0	0	0.32	0	0.15	0.2	0.16	5.31
Locus_133368	0	0	0.16	0.12	0	0.36	2.45	2.27	0.58	0.18	0.03
ENSGGOG00000015249	0.45	0.27	0.6	0.43	0	0.2	0.12	0.29	0.27	0.16	6.99
ENSGGOG00000034986	28.08	25.8	24.94	24.42	24.84	21.75	23.15	23.27	20.99	26.91	39.26
Locus_415941	0.36	0.17	0	0	0.64	1.82	0.27	1.08	0	0.23	0.04
ENSGGOG00000002739	9.73	11.78	11.54	11.32	12.77	15.66	9.92	10.76	5.37	8.54	25.14
ENSGGOG00000007933	8.41	15.14	9.67	11.64	12.37	6.25	21.3	16.84	13.84	10.82	8.17
blastnOrangutan.CUFF.52772	0	0	0	0	0	0	0	0	0	0	0.04
ENSGGOG00000004651	107.44	67.3	90.82	89.31	1.49	0.42	24.14	23.27	6.21	0.32	0.91
ENSGGOG00000001301	70.89	64.07	50.87	27.06	37.63	27.34	20.82	16.43	20.81	13.91	18.37
ENSGGOG00000015596	1.16	1.24	1.09	1.4	0	0	0	0	0.03	0	0.05
ENSGGOG00000025342	1.72	1.48	2.7	0.69	3.29	1.33	1.19	1.42	8.83	12.96	0.37
blastnHuman.ENSG00000254291	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000025010	6.13	7.4	7.85	2.14	30.42	26.65	6.75	4.37	162.06	59.73	6.34
Locus_313189	0	0	0	0	0	0.88	0	0	0	0	0.53
ENSGGOG00000026792	0.16	0.44	0.72	0	0	0	1.66	2.82	0.26	0.6	0.73
blastnMacaque.Locus_273998	0	0.09	0	0	0	0	0	0	0	0	0.09
ENSGGOG00000004906	3.18	2.28	1.77	5.98	45.8	33.1	2.46	1.32	1.71	2.81	8.31
Locus_225056	0.08	0.04	0	0	0.58	0.41	0.12	0	0	0	1.06
ENSGGOG00000004748	0.23	0.16	0.04	0.09	1.03	0.48	0.2	0.16	0.84	0.74	0.63
Locus_442076	0	0	0	0	0	0	0	0	0	0	0.72
ENSGGOG00000013171	9.26	10.41	29.57	49.76	14.63	17.35	15.16	16.82	57.29	41.96	6.28
Locus_441932	0.18	0.17	0	0.31	0	0	0	0	0	0	0.21
ENSGGOG00000000757	0.5	0.34	1.45	0.95	0	0.22	88.79	96.05	0.04	0.03	0.15
ENSGGOG00000005328	0.2	0.21	0	0.17	0	0.5	0.3	0.36	0	0.06	0.09
Locus_393459	0	0.74	0	0	0	0	0	0	0	0	1.1
Locus_224450	0.11	0.11	0.16	0.35	0.2	0.29	2.58	0.65	1.72	0.62	0.07
ENSGGOG00000002865	0	5.92	3.61	0	7.54	0	3.2	1.26	0	4.06	1.72
Locus_442268	0.13	0.12	0	0	0	0	0	0.15	0.2	0.16	0.84
blastnMacaque.Locus_427151	0.13	0.17	0.07	0.11	0	0	0	0	0	0	0.12
ENSGGOG00000002940	3.37	5.61	1.88	5.3	5.84	6.89	11.69	10.73	7.57	12.15	4.75
blastnMouse.Locus_52751	0	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_499161	0.09	0.04	0	0	0	0	0	0	0	0	0.06
ENSGGOG00000004760	7.42	6.74	5.84	7.24	7.35	3.32	6.1	4.98	4.81	4.77	2.34
blastnMacaque.ENSMMUG00000007656	0	0	0	0	0	0	0	0	1.81	0	0
ENSGGOG00000001672	57.35	48.01	48.98	50.64	131.3	92.92	60.36	85.07	65.88	46.19	100.28
ENSGGOG00000007022	0.54	0.33	0	0.17	0	0	0.12	0.17	0	0.15	0.34
Locus_18829	0	0	0	0	0	0	0	0	0	0	0.33
ENSGGOG00000027381	1.86	3.33	0.7	1.16	43.99	15.12	6.72	2.95	3.6	8.39	0.31
Locus_196784	0.08	0	0.09	0	0	0	0	0	0	0.11	2.25
blastnMacaque.Locus_288377	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_166337	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000010968	6.43	6.93	3.31	1.52	0.04	0	0.85	1.35	0.23	0.43	1.83
ENSGGOG00000004967	26.89	22.06	36.22	22.09	30.81	32.03	16.73	17.12	18.88	14.91	27.38
blastnHuman.Locus_119607	0	0.1	0	0	0	0	0	0	0	0	0
ENSGGOG00000008460	0	0	0	0	0	0	0	0	0	0	0.14
blastnHuman.ENSG00000228308	0	0	0	0	0	0	0	0	0	0	0.13
ENSGGOG00000005923	2.22	1.46	0.1	0.05	0.11	0	0.05	0.04	0.05	0	3.43
ENSGGOG00000011256	1.99	4.33	3.75	5.25	3.13	3.33	2.52	2.36	1.01	1.91	19.8
ENSGGOG00000010484	1.05	0.28	0.1	0.15	0.93	0.44	0.52	0.1	0.71	0.78	0.14
blastnHuman.ENSG00000254366	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000028554	585.66	630.49	224.69	192.22	195.12	271.98	195.37	97.43	78.32	140.31	118.76
blastnMacaque.Locus_18912	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000001770	0	0.05	0	0	0.12	0	0.16	0.25	0.06	0.22	4.09
blastnMacaque.Locus_394458	0.31	0.14	0	0	0	0	0	0	0	0	0.07
ENSGGOG00000001893	7.46	4.65	10.16	6.78	9.78	6.15	29.62	44.4	29.89	4.8	28.85
Locus_392713	0.91	1.42	0.26	0.2	2.41	2.28	0.17	0.4	1.11	0.72	0.18
blastnPan.CUFF.307737	0	0	0	0	0	0	0	0	0	0	0.49
blastnMacaque.Locus_288611	0.16	0.22	0.36	0.56	0	0	0	0	0	0	0.07
ENSGGOG00000001010	132.23	123.15	85.59	86.35	26.14	21.29	15.1	13.8	6.32	6.68	4.87
ENSGGOG00000016688	48.28	39.54	50.68	33.19	70.08	58.21	31.54	37.14	27.75	20.03	30.65
ENSGGOG00000000783	11.83	13.45	24.21	24	21.99	17.31	13.82	13.84	22.34	16.35	30.99
ENSGGOG00000009747	0.11	0.07	1.27	2.33	0	0.27	1.37	1.27	0.09	0.34	0.14
Locus_60116	0	0	0	0	0	0	0	0	0	0	0.47
ENSGGOG00000016707	16.37	14.63	12.07	15.99	34.3	37.14	16.87	32.23	20.38	21.42	62.74
ENSGGOG00000015282	10.6	21.18	11.18	21.49	24.84	42.06	23.82	19.75	29.7	35.93	5.69
blastnMacaque.Locus_115323	0	0.26	0	0	0	0	0	0	0	0	0.07
blastnPan.Locus_86611	0.28	1.02	0	0	0	0	0	0	0	0.35	0.06
blastnHuman.ENSG00000232684	0.05	0.19	0	0.17	0.18	0.5	0.23	0	0	0.13	0.46
Locus_17614	0	0.28	0	0	0	0	0	0	0	0	0.49
blastnHuman.XLOC_010152	0	0	0	0	0	0	0	0	0	0	0.12
ENSGGOG00000005994	18.37	12.13	18.55	12.96	9.93	13.68	8.42	10.76	12.84	11.78	30.64
blastnMacaque.Locus_19962	0	0.07	0	0	0	0	0	0	0	0	0.04
ENSGGOG00000013218	0.73	0.63	0.02	0	0	0.46	1.4	1.13	0.09	0.3	0.58
blastnPlatypus.Locus_164829	0	0	0	0	0	0	0	0	0	0	0
Locus_59762	0	0	0	0	5.72	1.35	0	0.32	0	0	0.12
blastnMacaque.Locus_19115	0	0.07	0	0	0	0	0	0	0	0	0
blastnHuman.CUFF.71601	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000003473	6.28	6.2	4.16	5.89	6.9	2.82	6.63	7.35	10.34	9.9	6.57
blastnMacaque.Locus_427490	0	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_18898	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000001163	11.26	13.59	6.23	2.33	3.17	1.4	2.27	1.32	0.29	0.35	1.48
ENSGGOG00000000872	16.77	14.76	13.33	10.43	3.79	6.7	9.73	10.28	10.19	12.31	22.85
Locus_257260	0	0	0	0	0	0	0	0	0	0	1.96
Locus_195140	0	0.01	0	0	0	0	0	0.02	0	0	1.74
Locus_134037	0.66	1.76	0.47	0.65	1.24	1.54	1.22	0.88	0.43	0.89	8.08
Locus_58394	0	0	0	0	0	0	0	0	0	0	1.11
ENSGGOG00000009946	2.54	4.25	1.05	3.99	37.23	13.6	76.59	147.25	0.96	0.43	0.9
ENSGGOG00000013273	20.28	20.68	10.44	13.36	33.88	30.65	24.45	20.99	19.16	21.19	82.48
ENSGGOG00000011543	5.71	6.5	4.44	15.13	3.43	4.58	3.87	4.6	3.28	4.54	4.4
ENSGGOG00000001334	183.65	99.88	145.29	107.52	396.27	353.9	244.23	338.61	339.09	310.75	229.98
blastnMacaque.Locus_139553	0.29	0.54	0.33	1.01	0	0	0.44	0.34	0.47	0	0.27
ENSGGOG00000025320	1.31	2.41	1.14	1.82	0.95	2.24	2.41	4.87	4.06	6.72	5.92
blastnMacaque.Locus_244229	0	0.23	0	0	0	0	0	0	0	0	0.46
blastnMacaque.Locus_474858	0	0	0	0	0	0	0	0	0	0	0.22
ENSGGOG00000022441	61.92	67.44	51.13	48.99	127.07	142.91	101.59	162.67	171.49	198.91	94.56
blastnHuman.ENSG00000233729	0	0.07	0	0	0	0	0	0	0.25	0	0
ENSGGOG00000008149	1.75	1.97	0.99	1.81	3.56	11.55	3.02	2.43	12.23	7.83	1.58
ENSGGOG00000012042	3.5	2.45	0.44	0.54	1.52	2.93	1.11	0.65	0.25	0.49	0.27
ENSGGOG00000002181	2.84	3.64	0.75	2.42	8.52	4.32	6.4	5.52	5.8	9.74	1.4
blastnMouse.Locus_54187	0	0	0	0	1.2	0	0	0	0.55	0	0.08
ENSGGOG00000001243	28.15	37.26	27.56	37.58	126.31	99.46	41.71	69.14	37.3	61.06	28.09
blastnHuman.ENSG00000254627	0	0	0	0	0	0	0	0	0	0	0
Locus_268114	0	0	0	0	0	0.56	0	0.26	0.36	0.28	0.38
blastnOrangutan.Locus_106021	0	0	0	0	0.83	1.17	0	0	0.38	0.3	0.05
ENSGGOG00000011643	5.12	3.82	5.74	5.08	4.32	2.96	6.26	4.53	9.84	9.15	6.55
ENSGGOG00000002103	5.64	7.51	2.79	2.81	1.1	2.08	5.69	8.66	4.89	6.1	34.49
blastnHuman.ENSG00000233705	6.81	4.94	0	0	0	0	0	0.15	0	0	0.02
blastnMacaque.Locus_139429	0.12	0	0	0	0	0	0	0	0	0	0.11
ENSGGOG00000007674	25.61	26.73	22.28	11.86	14.08	10.32	17.82	12.5	15.63	9.61	8.17
ENSGGOG00000028221	123.23	153.89	49.02	50.15	7.46	7.31	32.33	23.16	24.85	28.79	27.19
ENSGGOG00000013528	0.24	0.71	0	0	0.46	0.28	0.06	0.11	0.12	0.12	0.06
blastnHuman.CUFF.207101	0	0	0	0	0	0	0	0	0	0	0.03
ENSGGOG00000004139	0.42	0.2	0.24	0	0	0	3.49	6.28	5.5	0.54	1.42
blastnMouse.Locus_67725	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000011786	10.2	11.12	12.7	13.13	4.08	5.6	12.34	11.77	13.91	20.15	13.98
ENSGGOG00000013164	25.67	23.43	6.64	6.54	0.73	0.52	0.1	0.26	0.02	0.09	0.07
blastnMacaque.Locus_40209	0	0	0	0	0	0	0	0	0	0	0
Locus_439441	0	0	0	0	0.72	0	0	0	0	0	0.85
blastnHuman.ENSG00000230470	0	0.16	0	0.3	0	0	0	0	0	0	0.67
ENSGGOG00000010507	3.53	3.69	3.18	3.37	4.17	5.03	10.14	6.3	15.14	7.82	7.65
blastnHuman.Locus_174668	0	0	0	0	0	0	0	0	0	0	0
Locus_105867	0.06	0.08	0.27	0.1	0	0.3	0	0	0.39	0.15	0.7
ENSGGOG00000014578	0	0	0	0	0	0	0	0	0	0	0.03
Locus_440188	0.15	0	0	0	0	0	0.44	0	0	0	0.89
Locus_370338	0	0	0	0	0	0	0	0	0	0.13	1.96
blastnPan.CUFF.7762	0	0	0	0	0	0	0	0	0	0	0.13
ENSGGOG00000008128	3.16	3.56	6.33	6.1	1.96	2.41	3.14	4.11	2.42	3.07	7.32
ENSGGOG00000026690	1.92	1.07	0.14	0.43	1.59	1.13	2.36	4.01	3.02	9.95	10.72
ENSGGOG00000022476	0.08	0.07	0	0.05	0	0	0	0	0	0	1.83
ENSGGOG00000027904	0	0	0	0.06	0	0	0	0	0	0	0.5
blastnHuman.Locus_37613	0	0	0	0	0	0	0	0	0	0	0.07
Locus_135503	0	0	0	0	0	0	0	0	1.04	1.36	0
ENSGGOG00000009218	1.98	1.95	1.99	4.36	1	1.63	1.01	0.82	1.02	1.6	5.35
ENSGGOG00000027159	0	0.14	0	0.27	0.55	0	0.23	0	0	0.2	4.62
ENSGGOG00000015072	7.61	7.53	5.53	5.62	2.55	3.97	4.49	4.87	3.15	4.33	7.28
ENSGGOG00000008925	1.98	2.89	2.95	3.21	1	1.06	3.82	4.11	0.69	0.63	5.07
blastnMacaque.Locus_341809	0	0	0	0	0	0	0	0	0	0	0.06
blastnMacaque.Locus_62165	0.49	0	0	0	0	0	0	0	0	0.31	0.17
ENSGGOG00000006913	3.22	3.52	2.68	3.46	2.3	3.14	4.62	3.88	5	6.1	10.29
Locus_370904	0	0.1	0	0	0	0	0	0.25	0	0	0.1
CUFF.330660	0	0	0	0	0	0	0	0	0	0	0.49
ENSGGOG00000014196	3.74	2.32	4.53	2.43	4.31	4.51	2.77	3.9	3.8	4.57	34.45
blastnPan.Locus_17747	0	0	0	0	0	0	0	0	0	0	0
Locus_133707	0.1	0.05	0	0.18	0	0	0	0	0	0	0.98
ENSGGOG00000007573	10.65	15.18	10.11	15.86	16.42	12.89	34.65	35.57	38.54	28.8	9.89
ENSGGOG00000006145	3.5	4.62	4.61	4.75	2.12	1.96	3.32	5.44	2.32	2.17	2.06
ENSGGOG00000023106	2.09	3.59	0.87	0.64	0.87	0.15	35	11.55	2.05	2.15	0.55
blastnPan.Locus_16414	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000001904	4	4.04	3.24	5.9	1.09	3.6	2.92	2.8	4.66	2.21	248.57
ENSGGOG00000005625	3.51	1.98	3.21	3.84	3.71	3.94	4.17	1.78	1.5	3.59	4.12
ENSGGOG00000012504	11.28	8.34	7.3	4.59	0.79	0.45	0.54	0.16	0.94	0.45	0.91
ENSGGOG00000027757	10.56	12.32	7.47	13.61	7.1	8.21	12.06	18.45	25.66	23.86	34.15
ENSGGOG00000009644	2.48	2.45	2.83	2.11	1.4	1.13	2.28	2.24	2.29	2.9	3.48
blastnHuman.Locus_86399	0	0.1	0	0.2	0	0	0	0	0	0	0.1
ENSGGOG00000009860	5.07	5.94	2.87	4.43	5.48	14.02	16.72	12.56	15.16	15.19	31.25
ENSGGOG00000026156	10.22	9.98	14.16	17.34	12.74	10.97	8.39	9.96	7.57	5.06	11.07
blastnMacaque.Locus_210308	0	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_473054	0	0	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_76848	0.15	0	0	0	0	0	0	0	0	0	1
ENSGGOG00000006450	146.94	101.07	42.55	81.68	99.93	317.05	155.17	102.08	110.01	179.93	60.02
ENSGGOG00000026719	44.74	32.87	18.59	13.2	0.49	2.09	1.36	0.94	0.45	1.18	1.62
Locus_464972	0.41	0.94	0.69	0.71	0.72	0	0	0	0	0	0
ENSGGOG00000016772	4.77	4.24	2.15	3.77	16.79	25.91	11.8	12.47	3.12	8.42	3.29
ENSGGOG00000010065	4.12	4.16	4.82	5.55	5.32	5.17	5.83	5.69	5.45	8.04	7.59
ENSGGOG00000016972	24.83	28.85	23.78	27.59	28.14	24.81	9.32	7.78	8.3	7.54	8.27
ENSGGOG00000011118	2.41	2.06	4.31	4.5	0	0	0.18	0.03	0.04	0.12	0.18
Locus_134043	0.38	0.26	0	0	0	0.95	0	0.22	0.31	0.72	0.09
ENSGGOG00000002318	32.11	30.41	19.5	9.46	0.51	2.15	16.01	11.6	0.58	1.5	0.61
ENSGGOG00000014358	7.08	7.53	7.86	3.9	0.72	0.92	1.71	1.86	0.59	0.23	6.4
blastnMacaque.Locus_429231	0	0.18	0	0	0	0	0	0	0	0	0
ENSGGOG00000007187	10.4	8.06	8.13	11.27	36.84	25.52	58.37	61.57	6.76	8.58	58.75
ENSGGOG00000005916	4.54	2.95	2.33	2.59	0.11	1.67	0.18	0.54	0.44	0.58	3.49
blastnHuman.Locus_38011	0	0	0	0	0	0	0	0.92	0	0	0
blastnHuman.ENSG00000225144	0.46	0.07	0	0	0	0	0.23	0	0	0	1
ENSGGOG00000023870	32.8	25.31	26.51	17.34	52.1	45.1	22.54	22.71	25.11	14.34	18.09
blastnMacaque.Locus_289834	0	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_209532	0	0	0	0	0	1.31	0	0	0.85	0	0.06
ENSGGOG00000023583	0.07	0.03	0	0	0	0	0	0.08	0	0	0.25
ENSGGOG00000022606	0.06	0	0.07	0	0	0	0.09	0	0.1	0	0.1
ENSGGOG00000023718	5.94	6.16	4.74	3.66	7.43	7.01	5.77	7.88	17.61	9.77	5.5
ENSGGOG00000007779	31.08	34.97	20.17	10.59	0	0	0.05	0.08	0	0.12	0.63
ENSGGOG00000027642	3.13	2.4	19.88	4.63	0	0	0	0	0	0	0.87
ENSGGOG00000023906	11.77	13.14	8.39	10.4	16.94	14.75	14.02	9.86	9.08	17.66	11.25
ENSGGOG00000014868	139.2	137.36	57.67	60.3	27.66	62.18	37.67	83.76	4.98	9.35	8.19
ENSGGOG00000000102	0	0.04	0	0	0	0	0.27	0.21	0.87	1.59	0.04
blastnHuman.Locus_167445	0	0	0	0	0	0	0	0	0	0	0
ENSGGOG00000004497	0.2	0.25	0.08	0.08	0.08	0	0.24	0.11	0.52	0.14	2.83
ENSGGOG00000002406	0	0	0	0	0	0.21	0	0	0	0	21.64
Locus_292514	0	0	0	0	0	0	0	0	0	0	0.46
ENSGGOG00000016566	3.59	3.81	5.46	6.17	0.71	1.25	1.05	0.65	1.05	1.08	4.13
