Gene	Brain_Female1	Brain_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Ovary_Female1	Ovary_Female2	Testis_Male1	Testis_Male2
ENSXETG00000033874	8.18	6.77	72.77	63.66	16.44	14.36	11.56	11.04	0.11	0.06	10.86	20.75
ENSXETG00000015786	18.87	19.19	11.31	10.12	5.74	7.92	8.44	9.9	4.66	2.87	2.67	1.61
ENSXETG00000023649	0.68	0.65	0.77	0.58	0.65	0.43	1.31	0.39	3.35	2.98	4.05	3.32
ENSXETG00000031822	0.27	0	6.05	0	1.41	0	0.35	0	0	0	0.1	1.79
ENSXETG00000030758	0.02	0.05	0	0.06	5.05	2.7	11.58	10.82	0	0.03	0.07	0.15
ENSXETG00000030433	0.63	0.62	0.3	0.16	5.75	6.64	0.71	0.97	0.02	0.1	0.37	0.46
ENSXETG00000007973	44.73	47.24	33.68	44.58	31.57	35.3	29.99	31.35	28.74	12.27	98.06	57.53
ENSXETG00000014940	57.35	58.62	90.21	159.1	51.79	59.64	59.12	69.31	10.04	8.41	27.82	19.67
ENSXETG00000009517	592.82	564.25	1115.42	757.07	1204.49	666.97	1278.88	606.59	1056	320.38	680.81	128.34
ENSXETG00000006442	4.04	2.82	0.18	0.29	1.57	3.3	0	0	5.22	13.04	2.88	4.88
Locus_112317	0	0	0.86	0	0.36	0.35	0	0.29	2.05	0.55	6.23	4.76
ENSXETG00000017065	205.9	196	567.05	333.78	333.48	258.2	821.51	540.62	5.59	10.01	77.23	52.85
ENSXETG00000014934	7.18	8.02	0.64	0.24	7.19	3.57	1.21	0.41	0	0	45.03	73.87
ENSXETG00000023647	190.56	192.62	17.73	13.68	29.16	27.02	26.85	24.87	20.67	8.91	18.3	9
ENSXETG00000032694	0.04	0.03	0.21	0.07	266.83	172.31	0.68	0.57	0.04	0	0.14	0.33
ENSXETG00000023141	15.71	14.08	10.29	9.98	6.38	7.15	5.05	5.37	14.66	23.56	25.42	31.35
ENSXETG00000026976	12.27	13.75	11.46	6.83	17.21	18.08	3.67	2.7	8.2	4.48	8.61	27.38
ENSXETG00000012866	35.24	34.01	38.28	50.63	41.13	46.56	48.45	60.79	99.2	46.61	95.32	21.74
ENSXETG00000009579	0.25	0.07	0.15	0.15	0.95	1.94	2.1	1.24	0.18	2.6	0.49	1.6
ENSXETG00000004009	13.42	16.57	14.94	24.43	13.54	17.98	10.26	16.86	20.96	27.18	20.95	31.92
ENSXETG00000015831	30.32	17.4	47.13	20.61	57.62	41.99	110.96	44.67	42	10.79	97.69	25.72
ENSXETG00000000793	16.51	17.63	0.92	0.68	4.38	3.6	0.44	1.72	0.05	0.04	3.22	1.12
ENSXETG00000030188	1.03	0.65	0.05	0	3	2.04	0.26	0.01	1.36	1.35	22.93	16.78
ENSXETG00000017078	27.44	3.57	0	0	0	0	0	0	0	0	3.8	3.66
ENSXETG00000020657	6.21	5.18	6.42	6.04	8.58	8.02	3.98	4.51	18.6	36.21	37.16	48.33
Locus_78109	20.82	4.88	63.36	15.95	27.63	11.42	137.92	94.42	0.25	0.61	9.98	6.04
ENSXETG00000016357	19.38	15.45	15.07	10.92	19.69	21.48	32.44	57.89	83.39	36.02	19.95	10.87
ENSXETG00000010290	12.7	17.02	0.29	0.05	0.33	0.15	0	0	1.49	0.27	0.8	1.26
Locus_115840	0	0	0	0	0	0	0	0	0	0	0.74	2.49
ENSXETG00000022808	3.57	2.15	0.26	0.26	12.12	14.91	20.38	6.82	0.04	0.07	0.95	0.89
Locus_47875	3.36	1.84	0	0	0	0	0	0	0	0	0.58	0.16
ENSXETG00000002635	15.63	13.98	82.58	124.12	34.4	62.44	11.7	17.58	0.57	0.5	8.86	6.7
ENSXETG00000027914	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000022040	4.26	4.48	3.68	2.38	8.02	4.96	5.37	2.94	2.54	3.89	3.23	5.82
ENSXETG00000022932	29.61	28.54	23.14	29.21	18.15	19.08	18.54	16.68	44.04	35.54	67.57	38.94
ENSXETG00000008422	52.54	53.95	71.75	78.51	69.44	63.24	79.74	73.54	73.87	54.74	168.67	59.42
ENSXETG00000031598	0	0	0	0	0	0	0	0	0.28	2.07	0.19	0.48
ENSXETG00000012711	2.66	3.02	7.96	10.98	18.05	20.45	4.04	4.84	9	2.31	0.83	0.62
ENSXETG00000009635	4.61	4.33	3.96	3.64	3.68	2.49	1.78	2.26	5.25	5.5	6.45	8.78
ENSXETG00000018176	0.05	0.08	0	0	0.11	0.05	0	0.09	0.53	4.72	0.24	1
Locus_34315	0.18	0.16	0.33	0.16	0.61	0.1	0	0	0.39	0.32	1.19	1
ENSXETG00000025036	0	0	0	0	0	0	0	13.04	0	0	0	0
ENSXETG00000006058	16.81	9.41	131.99	118.83	99.52	125.56	134.47	189.86	24.67	23.91	27.33	42.03
ENSXETG00000004281	1.17	0.89	2.47	2.28	1.77	0.79	0.21	1.01	3.21	4.13	1.08	1.48
ENSXETG00000010447	5.94	5.17	5.69	6.69	6.72	6.17	4.96	5.99	21.39	16.43	20.89	18.87
ENSXETG00000009314	0.14	0	2.02	1.3	0.33	0.64	0.36	0	0	0	0.04	0.18
ENSXETG00000012209	14.45	11.85	9.91	6.42	9.36	10.15	8.62	6.98	19.52	16.68	8.76	4.96
ENSXETG00000011308	215.31	157.18	661.06	631.78	300.07	269.37	438.46	393.77	71.13	51.61	392.73	119.83
ENSXETG00000023722	44.39	30.06	38.36	44.4	44.88	36.97	51.13	48.91	47.13	36.63	68.14	19.14
ENSXETG00000021157	0.55	0	0	0	0	0	0.28	0	0	0	0.74	0.48
ENSXETG00000001097	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000015745	52.57	52.43	65.76	72.12	55.07	39.29	76.38	55.11	45.85	60.68	43.38	21.99
ENSXETG00000012498	0	0	0.18	0.09	0.63	0.56	0.41	0.09	0	0	0.04	0.16
ENSXETG00000003451	33.82	37.81	39.25	27.04	36.79	29.79	51.29	32.14	35.11	31.45	25.14	8.16
Locus_144983	0	0	0	0	0.28	0.13	7.34	5.39	0	0	0.27	0
ENSXETG00000022132	0.02	0.12	620.29	605.88	0.04	0.43	0.51	0.53	0	0	0.04	0.04
ENSXETG00000011268	5.31	5.15	26.46	33.96	15.31	10.37	9.9	8.39	4.79	15.51	3.7	7.43
Locus_148221	0	0	0	0	0	0	0	0	0	0	1.61	0.3
ENSXETG00000026830	3.59	2.99	18.69	8.29	28.77	21.86	26.67	13.69	50.93	39.49	11.91	10.66
ENSXETG00000014925	9.87	8.89	9.56	6.97	19.89	12.87	14.71	11.34	13.81	26.49	13.58	16.86
ENSXETG00000025029	0	0	0	0	0.54	0	0.6	0	54.56	1214.35	0	1.18
ENSXETG00000000908	0.8	0	0	0	0.36	0	0	0	0	0	0.47	0
ENSXETG00000033631	69.24	35.22	59.64	58.65	3.42	7.82	0	0.08	0	0.04	1.8	2.19
Locus_182601	0	0	0	0	228.63	293.46	17.63	26.5	0.01	0	0.17	0.04
ENSXETG00000003653	0.21	0.14	175.85	141.44	0.06	0.1	0.27	0.36	0	0.02	0.35	0.87
ENSXETG00000023730	1.56	2.41	2.57	1.39	39.39	36.44	1.86	1.12	0	0.03	0.52	0.46
ENSXETG00000025545	1.68	2.83	2.49	1.33	2.47	2.16	3.78	2.89	5.26	13.86	4.2	13.9
ENSXETG00000025660	0.05	0.2	0	0	4.41	3.48	138.69	239.46	0.05	0.01	1.76	1.42
ENSXETG00000032776	1.65	1.22	4.33	2.51	2.49	3.13	11.42	4.51	13.66	23.24	5.3	9.24
ENSXETG00000016299	5.75	5.99	12.9	11.51	17.99	14.04	13.44	10.91	40.85	55.45	30.35	48.76
ENSXETG00000032237	0	0	0	0	0	0	0.35	1.53	0	0	0	0.25
ENSXETG00000018453	6.17	6.23	8.44	3.24	15.09	10.02	30.41	20.82	18.79	5.41	5.76	5.19
ENSXETG00000023839	63.46	35.7	341.88	212.25	82.43	55.27	47.74	24.22	22.5	52.53	46.77	86.72
ENSXETG00000020899	0.72	0.73	1.93	2.53	1.92	2.52	2.43	2.44	0.66	2.15	1.79	3.81
ENSXETG00000006627	19.78	29.16	1.06	0.99	0.16	0.27	0.03	0.18	0	0.39	0.44	2.09
ENSXETG00000007266	29.58	33.9	25.03	17.38	19.36	21.82	25.38	23.42	23.01	12.47	9.7	10.77
ENSXETG00000025909	11.12	11.41	14.22	18.38	13.41	15.05	21.3	26.82	16.19	25.56	22.24	15.78
Locus_135688	1.86	2.89	0.86	2.54	1.6	1.04	5.93	0.87	0	0	0.17	0.29
ENSXETG00000012450	1.17	1.43	2.4	5.17	4.75	5.45	3.62	5.44	1.46	4.24	3.58	15.06
ENSXETG00000005344	38.82	49.01	0.03	0.11	0.02	0.06	0.07	0	0	0	0.07	0.05
ENSXETG00000033897	8.21	7.98	0.14	0.14	0.04	0.08	0.29	0.21	0.23	0.11	0.86	0.91
ENSXETG00000031682	0	0	0	0	0	0	0.16	0	0	0	0	0.04
ENSXETG00000032125	0	0	0	0	0	0	0	0	0	0	0.04	0
ENSXETG00000016293	0.04	0	0	0	0	0	0	0.08	0.07	0.17	3.13	1.75
ENSXETG00000002514	1.42	1.05	12.53	13.1	0.76	1.31	0.22	0.02	2.37	1.49	3.59	3.29
ENSXETG00000011956	0	0	0.88	0.61	0.05	0	12.67	10.47	0	0	0.04	0.21
ENSXETG00000024699	35.09	37.76	140.64	100.7	1.17	2.97	1.94	1.69	0	0	0.44	0.21
ENSXETG00000005758	0.56	0.5	1.04	0.48	1.9	1.78	3.21	2.11	0	0.03	0.69	0.83
ENSXETG00000031920	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000025867	0.14	0	0	0	0.24	1.01	43.26	59.14	0	0	0.16	0.26
ENSXETG00000031892	0	0	0	0	0	0	0	0	0	0	0.04	0
ENSXETG00000020947	2.34	1.43	2.37	1.2	7.89	6.74	3.26	2.74	5.08	19.05	7.11	12.49
ENSXETG00000030502	0.1	0.15	0.06	0.31	0.16	0.23	0.35	0.96	0	0	0.05	0.04
ENSXETG00000033247	0.02	0	0	0	0.02	0	0	0	0.01	0.12	0.02	0.27
Locus_105600	0.58	0.38	0	0.26	0	0.16	0	0	0	0.07	3.09	1.08
ENSXETG00000022670	37.57	44.68	1.06	0	0.39	0.51	9.6	2.78	0.06	0.06	0.17	0.93
ENSXETG00000010656	766.18	651	4441.19	4001.78	2659.44	2846.66	3178.27	3914.46	187.78	760.01	1056.74	3231.75
ENSXETG00000015117	1.44	0.52	4.23	2.26	4.65	3.36	28.32	42.42	0.07	0.05	5.29	1.63
ENSXETG00000006633	20.43	14.15	51.3	54.18	47.85	55.36	79.41	79.52	76.38	120.19	36.69	31.81
ENSXETG00000020355	705.59	586.47	4189.04	4534.16	2886.77	2900.77	3549.12	4194.94	134.28	355.54	872.44	1162.1
ENSXETG00000006226	0.06	0	0.06	0	0.91	0	0.39	0.17	97.6	189.04	0.64	1.24
ENSXETG00000027058	16.95	15.87	22.9	19.11	13.14	9.27	11.05	6.85	9.86	17.72	6.89	8.35
ENSXETG00000027674	0	0	0	0	0	0	0	0	0.02	0	0	0
ENSXETG00000003972	4.22	4.34	29.19	53	9.17	10.69	5.01	6.49	5.92	13.57	4.19	6.47
ENSXETG00000024567	4.84	4.03	7.13	4.68	6.24	9.21	9.44	5.1	24.83	23.27	10.6	13.51
ENSXETG00000017729	421.02	425.25	0.86	0.52	0.76	5.46	0	3.77	0.02	0.01	1.31	0.32
ENSXETG00000030041	15.3	12.18	13.44	9.48	38.97	22.93	33.59	18.34	10.76	23.25	8.8	9.88
ENSXETG00000007450	19.32	34.22	0	0	0	0	0	0	0	0	0.46	0.39
Locus_142116	0	0	0	0	0	2.28	0.65	0	0	0.78	0	0.32
ENSXETG00000023700	10.67	12.18	10.37	11.16	10.45	10.58	5.62	6.74	8.45	7.29	15.59	20.59
ENSXETG00000021532	0.29	0.03	0.96	0.05	12.76	2.54	0.07	0.05	0.16	0.09	0.26	0.43
ENSXETG00000033089	7.18	7.74	15.47	22.58	8.91	14.32	12.4	21.23	11.31	17.66	5.64	5.82
Locus_85636	0	0	3.07	3.47	0	0	0	0	0.03	0.41	0.46	0.27
ENSXETG00000010561	1.54	3.17	0.53	0.48	1.05	0.74	0.04	0.02	2.21	2.37	1.26	1.21
Locus_136711	2.11	0.82	0	0	0.6	0.88	0	0	0	0.2	1.08	1.73
ENSXETG00000020021	47.74	45.37	37.03	27.68	11.54	14.25	3.56	3.67	31.29	10.9	56.6	31.36
ENSXETG00000005684	2.41	2.62	8.72	8.42	7.8	4.61	11.45	7.99	14.45	33.8	4.28	3.18
ENSXETG00000010098	379.94	276.39	1456.99	1244.45	1494.59	1262.23	1642.7	1260.67	400.02	498.95	534.23	370.55
ENSXETG00000003203	7.59	7.17	66.12	139.29	40.51	64.25	43.84	86.48	10.34	43.83	40.53	110.28
ENSXETG00000010090	0	0	0	0	0.06	0.21	1.8	1.93	0	0	1.96	0.92
ENSXETG00000008844	63.05	43.97	44.3	54.09	54.6	63.15	63.62	69.87	23.56	10.21	37.01	6.41
ENSXETG00000031016	31.53	32.79	46.98	54.07	234.72	121.74	86.07	55.39	64.99	87.77	25.55	21.52
Locus_121443	7.1	5.11	0	0	0.24	0.03	0	0	0.03	0	2.09	2.39
ENSXETG00000010187	2.27	3.1	3.5	1.92	26.16	20.69	14.59	19.4	0.35	0.86	8.28	24.86
Locus_4547	0	0	0	0	0	0	0	0	0	0.04	4.53	6.58
ENSXETG00000031996	9.16	9.73	5.79	5.95	10.59	9.08	18.68	19.26	1.06	4.99	6.75	11.59
ENSXETG00000008248	0	0	0	0	0	0	0	0	0	0	0.08	0.27
Locus_165763	0	0	0	0	0	0	0	0	0	0	2.86	0.99
ENSXETG00000007493	7.92	7.29	0.17	0.14	0.5	0.46	0.19	0.2	2.36	1.36	2.21	2.09
ENSXETG00000005310	8.02	10.29	4.13	8.84	0.24	0.09	0.05	0	0.02	0.01	0.19	0.26
Locus_187479	1.8	0.37	22.19	8.34	21.4	25.34	23.16	16.11	0.54	2.22	46.22	41.31
Locus_166575	37.63	3.13	1.17	0.29	2.02	5.27	1.81	0.05	0.16	0.13	272.01	375.86
ENSXETG00000032450	0	0	0.12	0	0	0.07	0	0	0	0	0	0
ENSXETG00000030029	1	0.72	0.26	0.13	3.16	1.52	0.35	0.25	0.04	0.01	16.55	20.1
ENSXETG00000015598	19.58	19.85	13.6	12.94	13.02	11.27	15.51	11.26	7	9.54	15.99	24.07
ENSXETG00000030581	0	0	0.11	0	0.05	0.02	0	0	0	0	0.05	0
ENSXETG00000023288	0.51	0.45	3.09	3.24	4.71	4.83	3.52	2.59	20.21	54.01	3.53	7.06
ENSXETG00000031341	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000005949	3.14	1.46	5.79	11.12	139.55	85.59	285.07	281.25	1.63	0.91	4.49	6.3
ENSXETG00000020835	2.37	1.98	17.76	15.44	6.58	7.03	2.39	3.09	12.19	4.59	5.14	6.58
ENSXETG00000004548	36.32	28.96	69.85	68.98	67.42	58.18	64	64.19	33.3	19.62	46.34	23.9
ENSXETG00000018204	22.73	27.38	21	19.79	11.45	12.14	12.48	13.02	12.3	27.7	12.43	21.23
CUFF.86423	1.74	3.31	0	0	0	0.28	0	0	0	0	0.74	0.31
ENSXETG00000011723	3.48	2.91	4.1	2.62	2.97	2.31	2.27	2.53	23.48	44.09	8.56	12.48
ENSXETG00000006924	0	0	0.82	0	24.8	20.77	91.55	158.85	0	0	0.09	0.36
ENSXETG00000020362	87.16	95.36	39.6	37.67	20.87	21.08	24.97	19.17	1	1.09	27.21	27.23
ENSXETG00000026430	0.02	0.05	357.29	240.55	0.07	0.19	0.29	0.46	0	0	0.01	0.12
ENSXETG00000001467	9.25	11.47	8.24	10.78	6.52	12.95	9.82	13.7	0.14	0.14	5.91	8.34
ENSXETG00000012265	0.61	0.54	0.45	1.12	2.11	2.33	1.56	0.92	0.07	0.87	0.09	0.69
ENSXETG00000001776	4.67	4.26	1.94	2.4	8.49	12.04	59.42	64.55	5.55	7.5	26.13	44.07
Locus_138849	0.25	0.45	0	0	0.86	0	0	0	0	0	0	0.31
ENSXETG00000026353	0	0	0	0	0	0	0	0	0	0	0	0.05
ENSXETG00000000302	2.24	1.75	5.75	5	5.02	3.07	6.08	4.25	1.38	1.14	5.98	6.28
ENSXETG00000000689	11.11	9.02	91.75	50.16	9.26	11.5	1.11	1.26	0.56	0.39	1.6	16.36
ENSXETG00000017404	0.12	0.04	2.77	0.68	0.2	0.11	0.13	0.07	0.1	0.19	0.65	0.39
ENSXETG00000005740	12.08	13.17	16.26	16.01	13.44	19.38	16.58	20.31	14.6	26.02	14.96	14.29
ENSXETG00000022815	3.21	3.99	10.87	9.37	1.44	1.34	1.93	2.3	7.5	9.59	2.81	5.93
ENSXETG00000022831	0.05	0	0	0	0.27	0	0	0	39.33	67.65	12.56	15.88
ENSXETG00000000101	0.53	0.66	2.55	2.32	8.39	8.29	9.73	11.92	0	0.48	0.94	1.06
ENSXETG00000013841	22.33	23.12	19.35	23.73	18.28	18.82	23.59	23.8	70	49.87	57.48	41.93
Locus_10625	0	0	0	0	0	0	0	0	3.71	17.34	0.22	0.9
Locus_161069	0	0.8	3.73	0	3.08	1	5.71	6.29	0	0.34	2.16	1.12
ENSXETG00000015044	9.08	15.3	6	8.64	9.54	6.87	2.32	2.13	0.05	0.02	2.29	1.74
ENSXETG00000030119	0.82	0.13	0	0	0	0	0	0	0	0	0.58	7.66
ENSXETG00000006917	0.25	0.22	6.41	9.29	0.51	13.31	0.48	0.94	2.71	2.11	11.69	15.52
ENSXETG00000016383	0.41	0.08	0	0	1.34	1.57	2.31	1.64	0.1	0.18	0.33	0.38
ENSXETG00000026888	0	0	0.11	0	0.13	0	0.15	0.11	0.06	0.38	0.04	0.07
ENSXETG00000016896	30.93	29.58	38.2	43.23	22.14	25.72	36.72	27.69	20.42	10.11	30.13	16.22
ENSXETG00000003278	14.53	12.31	2.42	6.04	4.39	6.52	0.12	0.35	0.08	0.05	1.28	0.41
ENSXETG00000024874	22.61	16.97	12.52	10.05	26.55	30.95	17.51	20.67	41.35	39.42	8.84	5.37
ENSXETG00000007324	19.06	28.36	0.35	0.26	4.37	6.73	9.11	9.21	8.78	7.48	6.53	4.31
Locus_53592	0.16	0.14	0.6	1.18	0.93	1.45	0.41	3.65	0	0	0.36	0.2
ENSXETG00000023695	8.88	9.7	13.11	16.09	19.17	17.09	22.43	19.09	35.95	22.4	94.18	85.96
ENSXETG00000032416	0	0	0	0	0.15	0	0	0	0	0	0.1	0.08
ENSXETG00000030102	0	0	0	0	0	0	0	0	0	0	0	0
ENSXETG00000027463	0	0.05	0	0	0.14	0	0.15	0	0	0	0	0
ENSXETG00000017488	85.37	56	298.1	242.74	248.74	225.06	300.32	234.92	65.01	156.87	70.24	84.58
ENSXETG00000011009	0	0	0	0	0	0	0	0	0	0	0	0.04
ENSXETG00000016289	10.85	4.36	0	0.21	1.57	2.17	0	0	0.06	0	0.42	4.92
ENSXETG00000023817	2.61	0.6	2.19	0.97	1.67	1.47	5.2	6.22	1.22	3.1	1.08	1.07
ENSXETG00000011683	1.94	0.07	0.72	0	0.36	2.08	5.94	2.76	0	0.08	24.38	21.46
ENSXETG00000031031	0.34	0.38	0.78	0.51	0.97	0.35	0.72	0.84	4.94	1.83	0.65	1.99
ENSXETG00000005844	0	0	0	0	2.89	3.4	0.99	3.39	0.04	0	1.1	2.02
ENSXETG00000020613	1.51	1.53	4.59	2.75	2.97	2.17	1.01	0.94	5.12	4.68	3.55	3.33
ENSXETG00000033071	2.06	1.37	0.95	0.4	8.87	9.54	7.69	9.38	3.65	3.07	1.09	8.84
ENSXETG00000012621	0.77	1.02	0	0	0	0.05	0	0	0.05	0.02	0.11	0.99
ENSXETG00000007195	0.44	0.25	0.7	1.44	0.24	0.37	1.86	3.33	0.08	0.01	2.66	1.79
ENSXETG00000012037	31.74	29.88	22.21	30.05	32.18	36.52	23.08	22.8	11.89	17.03	19.11	16.42
ENSXETG00000032844	0	0	0	0	0	0	0.4	0.58	0	0	0	0.1
ENSXETG00000004463	0.99	0.69	1.22	0.54	0.93	1.27	0.23	0.17	3.92	3.03	0.85	0.83
ENSXETG00000021591	16.04	14.11	13.79	19.37	3.62	6.52	0.78	1.78	0.18	0.07	3.63	2.72
ENSXETG00000006838	0.31	0.44	0.69	0.34	1.78	2.15	7.11	3.02	2.97	3.81	4.28	3.87
ENSXETG00000018302	5.76	5.91	6.2	4.06	7.31	5.9	10.87	8.85	26.45	8.31	11.76	9.25
ENSXETG00000014950	53.12	53.06	0.77	0.35	0.13	0.09	0.03	0.02	0.06	0.06	0.47	0.4
Locus_42317	0	0	0	0	0	0	0	0	0	0	0.47	0.8
ENSXETG00000024989	0.04	0.03	0.56	0.9	0.39	0.8	3.18	5.53	0	0.02	0.08	0.09
Locus_76377	0	0	0	0	0	0	0	0	0	0	10.38	6.94
Locus_170352	2.46	1.48	0.56	0.21	2.95	2.7	0	0.14	2.1	2.19	15.39	10.6
Locus_71460	0.61	2.15	0.37	0	0	0	0	0.38	0	0	0.75	3.16
Locus_166921	0	0	0	0	0	0	0	0	0	0	1.33	0.41
Locus_100457	0.79	0.7	0	0	0	0	0	0	0	0	0	0
ENSXETG00000023546	4.82	5.19	21.9	20.4	16.34	6.04	14.28	5.98	16.16	18.57	16.92	14.19
ENSXETG00000005505	67.19	65.79	16.83	18.29	19.89	20.05	66.97	25.09	0.9	6.11	21.35	9.66
ENSXETG00000034182	0	0	0	0	0	0	0	0	0.21	0.22	1.33	3.11
ENSXETG00000006460	126.05	218.11	6.42	2.59	0.26	1.12	0	0	0	0.01	2.33	2.94
ENSXETG00000018009	30.4	29.15	70.74	52.8	22.23	25.08	11.21	13.22	0.37	0.52	14.01	13.17
ENSXETG00000024399	0.98	0.76	0.65	0.29	0.55	0.25	2.34	0.53	0	0	0.85	1.57
ENSXETG00000030206	0	0	0	0	0.12	0	0	0	0	0	0	0
ENSXETG00000026934	12.35	8.15	0	0	1.1	0	0.49	3.94	0.11	0.19	0.43	0
Locus_148348	0.23	0.07	0.14	0.27	1.21	2.44	0	0	0	0	0.9	2.07
ENSXETG00000007988	3.19	5.72	27.38	35.73	6.54	5.79	7.17	9.57	5.39	35.35	13.08	79.36
ENSXETG00000016934	3.33	4.12	5.02	6.15	4.92	4.76	5.63	6.56	8.73	10.25	9.91	15.29
CUFF.118222	2.25	1.29	5.14	5.79	2.13	2.07	2.36	2.73	0	0	5.7	1.49
ENSXETG00000004981	0.23	0.1	0.42	0.15	0.32	0.13	2.09	0.79	0.72	1.11	0.19	0.88
ENSXETG00000009863	0.26	0.1	0.1	0.07	0.12	0.23	0.21	0	0	0.01	0.34	0.41
ENSXETG00000001806	304.26	336.68	386.1	532.4	279.63	295.1	370.98	341.88	145.66	102.61	240.61	106.52
ENSXETG00000027962	0	0	0	0	0	0	0	0	0.16	0.15	0	0.05
ENSXETG00000032513	1.41	0.56	2.46	2.66	0.78	0.87	0.07	0.68	0	0	0.17	0.59
ENSXETG00000013890	21.05	20.04	19.17	25.02	19.67	18.84	25.53	23	48.64	24.16	37.02	12.83
ENSXETG00000003029	98.76	67.28	113.86	121.47	116.57	124.91	137.14	117.84	228.45	21.87	176.75	33.63
Locus_15214	0.37	0.11	0.11	0	0	0.07	0	0	0	0.03	142.87	125.61
ENSXETG00000023304	8.41	8.94	20.67	20.07	14.65	14.69	12.4	10.68	7.23	6.89	10.13	8.29
ENSXETG00000003486	19.67	20.32	14.74	11.91	7.55	6.8	5.63	4.13	8.86	18.23	4.64	6.07
Locus_92659	0.91	0.92	0.23	0.15	0.43	0.46	0.11	0.85	3.53	16.75	0.98	3.78
ENSXETG00000025771	8.01	7.35	12.11	11.37	12.87	12.05	12.97	9.95	14.26	12.62	9.74	10.2
ENSXETG00000017379	26.52	28.58	24.69	24.81	16.45	23.98	18.26	20.87	65.13	57.07	20.1	29.16
ENSXETG00000009046	0.53	0.47	0.64	0.17	0.86	1.05	1.43	1.29	0.02	0.51	4.66	5.74
ENSXETG00000030783	2.49	4.53	12.33	10.24	1.2	1.17	1.67	6.86	0.43	0.33	0.19	1.06
ENSXETG00000014846	0.26	0.14	2.2	0.62	2.12	2.54	6.46	4.55	0.06	0.01	0.16	0.13
ENSXETG00000027217	333.2	231.03	272.06	286.08	232.74	150.87	280.85	185.39	54.81	48.16	340.66	120.44
ENSXETG00000026460	0.22	0.22	0.04	0	0	0.07	0.05	0.45	0.31	0.53	3.97	10.11
ENSXETG00000032151	2.43	1.71	3.12	1.56	3.09	4.44	1.36	0.39	0.6	0.57	2.22	3.15
Locus_72561	0	0	0	0	0	0	0	0	0	0	54.35	33.06
ENSXETG00000003062	10.38	10.26	15.16	27.94	14.5	13.83	11.89	12.98	6.27	7.68	62.86	70.84
ENSXETG00000020033	0.43	0.08	0.22	0.09	185.62	42.16	1952.51	2315.05	0.04	0.05	0.78	0.49
ENSXETG00000030369	30.33	26.58	39.56	27.26	28.5	22.59	36.35	22.97	133.9	43.46	25.59	11.26
ENSXETG00000033186	0	0	0	0	0.24	0	0	0	0	0	0.85	0.46
CUFF.39857	0.21	0.19	0.39	0	0.73	0	3.79	0	0	0.11	0	0
ENSXETG00000019391	14.04	14.92	19.6	27.2	16.09	18.1	15.95	20.42	43.11	71.7	124.06	94.63
CUFF.92156	0.22	0	0	4.08	0	0	0	0	0	0	0.17	0
Locus_131432	0	0	0	0	0	0.36	0	0.91	0	0	0.24	0
Locus_117693	11.28	9.87	0	0	0	0	0	0	0	0	0	0
CUFF.141707	0.3	0.27	0.83	1.09	1.2	2.17	1.53	2.52	0	0	0.44	0
ENSXETG00000025842	19.87	10.15	24.93	22.4	28.42	25.95	23.11	32	1.56	1.32	10.95	11.22
ENSXETG00000004305	22.69	22.8	36.51	30.16	42.52	26.15	44.82	26.93	83.32	18.25	64.5	13.14
ENSXETG00000014055	16.84	19.17	3.56	5.96	20.95	22.73	3.18	2.92	17.88	4.72	5	4.54
ENSXETG00000014441	0.57	0.1	3.98	1.75	7.72	30.47	5.19	7.21	72.62	39.11	11	4.92
ENSXETG00000019440	17.49	16.8	29.71	21.24	27.75	19.85	31.42	21.46	34.54	35.56	15.62	4.8
ENSXETG00000008413	18.44	21.71	21.44	30.29	24.68	23.02	53.16	38.78	8.13	8.81	13.22	11.84
ENSXETG00000022374	12.92	6.56	8.5	8.27	12.7	11.1	8.09	11.51	0.06	0.13	6.8	10.88
ENSXETG00000007442	0.57	0.53	3.38	1.87	2.6	4.49	8.09	13.21	0.09	0.21	1.75	2.53
ENSXETG00000024008	26.61	30.7	18.16	15.81	19.78	21.69	27.66	30.28	56.24	33.73	42.45	41.3
ENSXETG00000003498	82.26	72.99	78.42	90.7	63.18	50.86	94.06	85.52	1316.17	833.59	180.88	45.88
ENSXETG00000024796	157.11	149.11	135.23	198.02	139.16	126.76	154.01	182.84	105.7	106.67	176.76	134.32
Locus_139136	0.16	0.07	0	0	0	0	0	0	0	0	1	2.38
ENSXETG00000011609	5.43	4.24	7.78	5.61	10.15	7.14	21.67	15.92	5.7	4.69	9.4	9.53
ENSXETG00000020230	4.88	5.07	0	0.06	0.26	0.61	0	0	0	0.05	0.07	0.32
Locus_103095	0	0	0	0	0	0	0.99	0	0.21	0.89	0.29	1.21
ENSXETG00000001053	2.87	1.25	2.2	1.28	3.29	3.02	2.21	1.83	14.62	40.17	38.65	114.89
ENSXETG00000010042	4.09	2.29	6.67	5.95	5.73	7.8	10.93	9.25	3.8	5.96	4.91	4.47
ENSXETG00000030761	54.45	53.97	26.48	21.43	29.01	26.97	17.78	18.86	13.94	27.67	19.18	35.72
