Gene	Brain_Female1	Brain_Male1	Brain_Male2	Cerebellum_Female1	Cerebellum_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Ovary_Female1	Ovary_Female2	Ovary_Female3	Testis_Male1	Testis_Male2	Testis_Male3	Testis_Male4
ENSOANG00000006995	355	265	608	359	289	118	157	120	200	224	104	814	349	384	77	337	133	694
Locus_59303	1	3	2	1	3	0	0	0	0	0	0	0	0	1	132	482	247	476
ENSOANG00000004529	12	115	16	533	274	0	0	1	3	0	0	0	0	2	0	2	4	1
ENSOANG00000015814	208	101	104	212	145	26	29	14	23	12	14	74	157	51	8	49	30	43
ENSOANG00000000704	721	420	1093	448	402	96	95	303	532	330	210	2113	2023	1362	175	792	209	943
Locus_45238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	20
Locus_170806	0	0	0	0	0	2	0	0	0	0	0	19	5	3	0	0	1	2
Locus_64638	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	11
Locus_38723	3	2	8	0	0	0	0	0	0	0	0	131	60	130	144	416	369	1115
ENSOANG00000021549	3	2	6	1	0	0	0	0	0	0	0	0	0	1	46	119	85	166
Locus_177592	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	4	8	5
ENSOANG00000008063	227	158	370	222	184	68	76	75	67	31	21	888	383	264	21	67	31	149
Locus_170830	6	0	6	16	2	0	0	4	1	0	0	4	3	1	1	14	5	17
ENSOANG00000000653	2286	649	3928	823	989	300	371	596	1104	455	132	7796	3447	3320	276	1083	379	2252
ENSOANG00000020650	123	119	177	112	91	41	76	68	142	137	85	184	157	223	50	232	145	545
ENSOANG00000008682	330	167	321	238	270	89	97	189	435	576	313	2005	2025	2650	416	1900	1071	2909
ENSOANG00000010881	700	526	103	2368	2488	8	2	12	24	1	1	108	184	230	9	48	18	12
ENSOANG00000003981	51	26	114	31	32	13	21	10	25	27	20	577	648	305	16	101	32	90
Locus_41891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9	7	32
ENSOANG00000007408	1713	666	2985	848	837	359	363	707	996	507	351	5497	3146	2474	274	1437	480	2522
ENSOANG00000007814	636	305	1070	541	468	139	166	110	278	144	111	3783	1683	1954	144	824	286	1952
ENSOANG00000003914	753	817	290	858	1216	1134	691	1148	1183	937	1344	246	684	794	129	998	226	392
CUFF.149784	2	0	0	1	0	0	0	0	1	0	0	8	4	4	2	4	4	4
ENSOANG00000010536	445	346	143	309	444	244	138	252	266	165	199	312	248	574	215	1101	422	660
ENSOANG00000007697	0	0	0	1	0	0	5	0	4	0	3	0	0	0	5	2	1	0
ENSOANG00000005279	0	0	0	2	1	0	0	0	0	0	0	0	0	1	1	5	0	7
ENSOANG00000008518	56	16	345	52	43	70	39	8	5	145	166	952	122	105	21	47	31	255
ENSOANG00000007558	152	84	466	209	98	2024	1488	38	133	12	18	910	224	279	43	191	145	690
ENSOANG00000012613	246	237	182	290	302	488	220	74	59	28	44	146	58	73	38	104	37	15
ENSOANG00000011589	61	11	43	42	54	16	12	32	82	35	27	187	211	270	128	638	278	1062
ENSOANG00000001935	6	1	35	2	1	0	0	11	27	43	55	2186	336	443	168	416	300	7111
Locus_104772	0	0	0	0	1	0	0	0	0	0	0	4	0	1	0	0	4	4
ENSOANG00000000183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000015442	65	9	8	13	9	2	1	168	119	4	1	12	23	18	0	1	0	3
ENSOANG00000014465	0	1	0	0	0	8	1	2	1	1	0	4	9	18	3	6	9	4
ENSOANG00000005072	873	339	1797	520	443	215	210	660	868	1443	620	6868	2702	2301	196	835	262	2071
Locus_182571	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	8	4	28
Locus_1685	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	13	0	45
ENSOANG00000003564	521	280	1087	393	273	207	234	143	254	200	113	2571	596	951	225	959	598	5453
ENSOANG00000008522	56	19	126	38	20	115	25	102	38	19	27	1103	388	101	155	336	197	645
ENSOANG00000006217	73	40	126	49	36	14	12	23	117	34	28	206	107	130	15	82	19	165
ENSOANG00000006713	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	6	8	7
ENSOANG00000002422	153	49	126	65	57	168	96	41	94	40	37	432	149	245	79	496	245	846
ENSOANG00000010852	0	0	0	0	0	0	1	0	0	3	0	16	8	17	0	0	0	0
Locus_31124	0	2	5	0	0	0	0	0	0	0	0	6	1	3	0	3	1	8
ENSOANG00000006738	4	3	0	2	0	2	1	2	1	0	0	0	4	15	850	2086	1350	638
ENSOANG00000010707	899	395	1991	645	516	433	558	212	308	423	277	3621	1997	1766	570	2373	847	8501
ENSOANG00000005436	185	143	417	141	156	15	10	31	38	12	13	495	351	102	25	97	48	275
ENSOANG00000021410	4	3	10	3	10	15	5	12	1	3	2	9	5	4	255	648	341	811
ENSOANG00000020668	419	176	1600	216	195	240	345	31	122	127	92	1392	271	305	190	548	346	5690
ENSOANG00000009925	65	48	38	137	182	20	20	28	26	2	1	43	58	49	56	183	100	110
ENSOANG00000004971	438	368	2696	729	432	74	56	91	96	24	41	1309	147	129	80	295	155	1879
ENSOANG00000019901	2	1	2	0	0	0	0	0	0	0	0	7	0	1	0	1	0	1
blastnHuman.ENSG00000257061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000014837	1	0	0	0	0	0	0	2	8	0	0	41	35	48	1	6	0	5
ENSOANG00000007238	98	45	140	10	8	0	2	0	0	0	1	176	32	56	152	614	294	2287
ENSOANG00000005734	5960	2266	30930	2058	1652	107	155	185	561	459	205	19628	2424	2687	2925	10517	4975	137714
Locus_154390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	12	8	33
ENSOANG00000020681	24	3	10	33	16	34	8	49	6	25	10	149	117	180	18	46	13	35
Locus_152803	24	30	9	35	21	29	6	39	19	11	21	9	14	3	4	7	12	7
ENSOANG00000000721	328	299	361	599	552	220	173	361	252	84	91	382	230	241	226	755	337	1029
ENSOANG00000004167	194	107	71	17	41	16	189	7	11	2	0	3	5	9	0	5	0	2
Locus_163985	0	0	0	0	0	2	0	1	0	4	8	7	5	3	1	6	4	5
ENSOANG00000010033	312	246	125	180	179	21	31	48	177	91	72	83	100	163	24	117	115	307
ENSOANG00000014048	273	72	209	273	144	123	237	5	24	78	49	277	150	176	15	73	50	183
ENSOANG00000010236	221	102	138	273	81	155	47	80	65	83	40	186	122	82	63	172	103	393
ENSOANG00000009004	5	6	66	16	6	12	25	10	22	11	7	37	16	7	2	18	7	100
ENSOANG00000011515	126	66	99	96	70	62	53	72	114	56	58	190	262	187	59	248	96	207
Locus_26472	0	0	0	0	0	0	0	0	0	0	0	54	27	78	0	1	0	1
Locus_182642	15	7	4	53	42	6	5	1	4	1	3	7	0	4	4	5	8	13
Locus_88571	0	0	4	0	0	0	0	0	0	0	0	5	2	2	0	0	0	0
ENSOANG00000008022	19	2	10	3	0	14	41	89	84	82	22	20947	35124	50918	0	6	0	5
ENSOANG00000012128	1	5	7	11	9	10	4	33	18	0	0	197	48	47	4	25	7	16
ENSOANG00000012667	209	142	119	170	212	54	50	69	119	74	47	192	139	296	26	205	84	281
ENSOANG00000013134	2	10	25	1	7	0	0	944	1242	0	0	312	164	409	0	0	0	2
ENSOANG00000003505	483	336	370	213	290	1565	1430	1053	1988	1394	871	447	572	1039	106	536	172	966
ENSOANG00000000983	25	21	29	0	0	23	5	18	7	0	0	106	43	38	3	54	15	54
ENSOANG00000003283	11	9	33	10	9	0	0	6	9	0	0	17	10	13	280	792	574	2049
ENSOANG00000001540	93	92	42	49	63	138	250	351	622	312	348	51	187	243	280	959	651	1131
ENSOANG00000006598	463	401	299	166	264	681	613	270	493	386	241	155	438	774	80	425	100	489
ENSOANG00000002806	97	92	134	60	104	50	46	45	97	68	49	117	94	155	493	1444	733	5094
ENSOANG00000021472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_113634	2	1	1	0	1	0	0	1	1	1	0	3	0	1	0	1	0	2
ENSOANG00000007909	299	168	545	500	330	135	116	166	241	194	94	1450	923	562	263	771	720	2756
Locus_189765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	12	8	99
ENSOANG00000009516	2	0	5	1	0	0	0	14	6	0	0	3	2	0	2	4	3	15
ENSOANG00000000674	3	0	1	0	0	0	4	1	2	0	3	4	9	1	0	9	1	2
ENSOANG00000021586	3	2	0	5	5	7	0	1	0	2	0	41	28	70	16	37	37	23
ENSOANG00000007746	4206	2521	5890	2130	2038	218	193	679	980	1047	665	3540	1527	1770	1191	5024	2854	15382
ENSOANG00000009132	166	146	106	143	117	75	72	28	89	42	18	148	115	203	113	361	321	1001
ENSOANG00000005226	251	185	165	279	176	146	171	127	273	207	139	829	547	785	111	486	284	560
ENSOANG00000012134	111	130	234	161	95	32	24	30	28	29	22	212	114	33	27	96	30	141
ENSOANG00000007722	23	16	156	12	17	2	4	0	0	0	0	209	27	46	44	149	97	868
ENSOANG00000009034	274	166	213	299	255	111	122	76	159	115	103	342	378	603	104	515	270	689
Locus_29281	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	34	27	52
ENSOANG00000005511	11	7	33	3	3	2	2	2	5	7	3	133	33	14	6	45	21	160
ENSOANG00000019366	23	4	1	2224	9	13	18	2365	10	18	7	1	16090	15	4	10	5	2
ENSOANG00000016053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000010592	34	56	26	36	32	22	22	9	18	42	15	29	39	57	5	58	18	17
ENSOANG00000012237	62	70	264	20	8	11	9	9	12	12	23	198	80	28	6	30	9	138
ENSOANG00000005081	232	134	390	113	135	174	178	138	190	62	60	2571	1100	661	177	604	289	1707
Locus_145658	2	0	1	0	1	0	0	0	1	3	0	50	12	23	1	1	0	1
ENSOANG00000000349	414	277	173	758	384	231	220	91	215	148	331	119	279	399	128	228	499	131
ENSOANG00000005609	289	252	1339	270	196	0	1	11	19	1	0	208	17	39	33	82	83	677
ENSOANG00000003970	22	26	14	10	16	35	40	23	43	27	23	29	129	104	8	49	10	31
ENSOANG00000009898	0	4	15	0	0	28	11	0	2	0	0	3	3	8	4	11	8	68
ENSOANG00000007677	124	92	47	104	111	31	22	17	32	3	10	34	49	64	3	40	19	17
Locus_566	0	2	4	4	2	3	1	0	2	4	3	4	0	2	1	3	3	1
ENSOANG00000004441	1948	846	8264	1423	784	148	222	117	305	199	92	11936	2788	1972	190	746	501	4688
ENSOANG00000011280	410	680	557	450	393	11	0	8	5	1	1	14	13	13	110	247	210	721
CUFF.99909	1	0	0	0	0	0	0	0	3	3	3	5	6	3	0	3	1	4
Locus_24428	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	5
ENSOANG00000020588	1715	891	1260	1656	1405	363	321	492	877	743	513	2980	2392	4083	150	885	267	904
ENSOANG00000015842	60	20	113	56	38	114	32	234	119	5	3	362	123	172	31	127	42	97
ENSOANG00000021286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000005052	16	13	43	2	0	0	0	0	0	0	0	1	1	3	163	525	431	1581
ENSOANG00000005090	2	1	17	2	0	0	5	0	0	0	0	67	6	14	0	0	0	2
Locus_14967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	26	27	64
Locus_182168	69	36	10	29	21	68	115	30	48	39	27	27	58	53	9	80	31	63
Locus_51054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	3
Locus_70782	17	0	3	7	2	0	0	0	0	0	0	1	1	0	0	1	0	1
ENSOANG00000007635	597	412	1425	518	336	157	160	167	327	157	132	1096	482	447	212	753	521	3441
ENSOANG00000014493	3	3	0	4	3	19	19	18	19	12	9	53	165	347	3	15	9	10
ENSOANG00000003029	66	13	207	33	17	24	14	4	6	7	3	817	145	104	90	182	137	3191
ENSOANG00000002678	251	205	207	302	276	130	76	188	420	231	267	1023	747	1071	447	1812	970	2264
Locus_111521	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	1
blastnGorilla.Locus_391480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000021607	46	40	24	48	44	33	23	15	42	40	27	16	54	57	12	84	53	75
ENSOANG00000014170	334	136	108	240	141	237	118	119	189	73	94	130	166	291	47	222	98	71
ENSOANG00000006666	20	8	31	15	7	6	10	17	37	30	17	126	68	82	28	120	59	295
ENSOANG00000002821	136	68	268	106	59	42	52	17	54	58	14	306	132	207	23	121	69	706
ENSOANG00000008621	529	286	868	265	275	206	235	142	299	184	119	878	597	624	306	1128	581	5386
ENSOANG00000015030	3	0	2	1	0	0	0	11	25	5	6	14	2	6	14	21	9	42
Locus_8437	0	0	0	0	1	0	0	0	0	0	0	8	0	2	0	2	0	1
ENSOANG00000012409	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3	1	2
CUFF.61455	529	664	347	1254	1035	17	8	3	7	0	1	22	13	7	3	17	7	6
ENSOANG00000003719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSOANG00000013589	45	42	30	85	52	58	24	62	57	58	38	119	175	125	89	289	111	160
Locus_136178	0	0	0	0	0	0	0	0	0	3	3	1	5	1	1	0	1	0
ENSOANG00000000851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
ENSOANG00000010216	67	47	8	45	42	32	41	34	66	74	82	11	39	62	14	97	22	25
ENSOANG00000019912	7	1	1	2	1	0	0	5	3	0	0	142	47	90	0	4	2	11
ENSOANG00000012797	82	50	54	24	53	85	55	18	7	79	60	299	949	766	94	510	166	321
blastnMacaque.Locus_38850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000010560	2137	2123	1238	1421	1719	250	133	145	239	675	565	279	226	221	470	1478	555	917
ENSOANG00000001105	814	401	276	480	726	550	488	824	835	580	379	1153	3501	4243	410	2077	542	1076
ENSOANG00000013068	83	54	97	84	49	132	68	340	405	125	80	637	308	252	98	424	198	597
ENSOANG00000000631	10	9	18	11	7	1	2	2	3	0	1	6	6	0	4	9	6	16
ENSOANG00000011359	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSOANG00000002358	18	18	12	24	24	20	11	8	3	0	1	248	115	152	7	30	8	21
ENSOANG00000011667	413	313	151	111	117	90	125	35	111	349	348	797	1233	5006	12	128	66	86
ENSOANG00000004571	2883	970	1733	2867	1620	941	489	1165	897	1903	910	4963	4092	4792	600	2860	1203	4866
ENSOANG00000012421	522	428	3261	111	76	28	49	96	252	92	51	1940	566	434	57	252	96	1000
Locus_117390	0	0	0	0	1	0	0	0	0	0	0	4	0	5	0	0	1	0
ENSOANG00000003131	74	125	196	1	0	3	1	1684	1690	49	101	153	94	156	27	74	29	85
Locus_42092	0	0	1	0	0	0	0	0	0	0	0	45	2	28	5	12	10	179
ENSOANG00000004275	730	450	698	566	575	231	268	149	376	318	282	1194	890	1022	163	1120	370	1671
Locus_161670	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	1	3
Locus_42009	3	0	0	0	0	0	0	0	0	0	0	1	0	1	10	14	19	41
ENSOANG00000000211	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0
ENSOANG00000015199	1	1	0	1	0	2	3	0	0	2	1	1	9	7	0	4	1	0
ENSOANG00000015054	183	110	522	153	68	15	39	98	126	151	87	296	119	53	18	95	54	504
ENSOANG00000010098	129	41	56	72	70	494	314	104	137	421	257	829	1405	1748	129	413	209	230
Locus_137405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	18	13	34
ENSOANG00000004707	65	36	108	75	38	754	1392	102	343	358	480	1454	1836	1828	56	519	134	305
ENSOANG00000021225	239	110	106	134	90	20	20	17	34	31	16	156	179	119	41	136	57	152
Locus_41112	0	0	0	0	0	0	0	0	3	0	0	7	15	40	6	17	12	21
blastnChicken.CUFF.141216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSOANG00000009449	737	355	1433	595	621	60	74	71	188	312	103	501	289	261	15	139	39	301
Locus_132455	6	6	9	1	6	1	2	6	7	0	0	0	0	0	2	6	1	17
ENSOANG00000003547	1409	972	3307	2071	1268	2	1	3	6	4	0	23	5	11	255	468	219	1006
ENSOANG00000007125	15	15	68	35	36	28	2	42	22	13	18	333	134	48	75	250	128	192
Locus_41976	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	7
ENSOANG00000003138	14	14	99	160	63	3	6	18	18	18	12	196	104	27	181	441	378	1153
ENSOANG00000009367	0	0	8	0	1	0	0	1	0	0	1	137	38	92	1	4	1	13
Locus_20378	0	1	0	0	0	5	5	0	0	0	0	0	0	0	0	1	1	2
Locus_14587	0	0	1	0	0	0	0	0	0	1	0	3	2	0	0	4	1	9
ENSOANG00000009809	2619	1559	418	1617	1664	3976	4625	832	1770	1048	1063	488	2370	3477	470	1802	807	772
ENSOANG00000001196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSOANG00000022309	2	0	0	0	1	1	0	0	1	1	0	793	1259	3475	0	1	1	0
ENSOANG00000013551	62	14	153	41	32	22	16	10	24	24	6	333	101	108	53	234	86	724
ENSOANG00000021522	8	5	2	4	2	0	0	0	0	0	0	0	0	0	2	4	3	1
ENSOANG00000011416	176	133	33	119	128	158	88	139	175	98	89	43	179	190	55	262	84	85
ENSOANG00000011192	115	47	417	265	230	8	9	196	389	20	31	501	107	82	309	843	343	2929
ENSOANG00000014768	107	76	86	18	34	2	13	202	286	2562	2048	102	153	127	49	190	69	368
Locus_157090	0	0	1	0	0	1	0	0	0	0	0	0	1	0	8	8	9	34
ENSOANG00000013814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000013172	933	323	699	440	334	2411	4949	269	219	248	303	784	505	389	93	371	128	289
ENSOANG00000009479	25	2	36	8	4	25	7	5	4	0	0	36	17	21	29	92	55	264
ENSOANG00000007456	25	8	0	21	16	33	20	93	133	107	216	5	31	62	7	36	20	6
ENSOANG00000002707	182	116	51	133	115	79	160	51	135	68	54	46	80	78	61	284	172	205
ENSOANG00000010653	5	11	25	18	24	47	45	2	3	4	3	28	17	15	21	65	115	618
Locus_143519	0	0	0	0	0	0	0	0	0	0	0	1	1	2	22	88	31	141
ENSOANG00000006094	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0
CUFF.152406	1	0	1	0	1	1	0	1	1	0	0	1	0	0	0	5	5	16
ENSOANG00000006341	1459	944	773	827	929	503	881	179	390	246	352	234	361	409	319	1398	738	1283
Locus_136222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	12
ENSOANG00000009977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
ENSOANG00000003391	109	91	128	111	121	66	78	234	477	409	411	110	122	112	43	207	98	144
ENSOANG00000014953	104	89	99	50	41	18	11	48	49	78	83	112	72	47	11	52	19	44
ENSOANG00000008903	48	11	69	13	8	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000009350	872	739	1230	495	563	135	86	94	150	45	20	981	1252	1370	18	103	44	155
ENSOANG00000013288	1	14	34	0	0	0	0	0	1	0	0	187	40	66	6	8	15	18
ENSOANG00000007772	4	9	10	5	1	7	0	236	47	0	0	81	97	36	0	3	2	1
ENSOANG00000005386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_226050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000012286	87	68	85	122	71	94	92	100	275	220	288	333	413	394	12	80	62	77
ENSOANG00000008714	80	77	28	90	108	93	55	135	155	98	82	74	141	172	57	371	128	181
blastnMouse.Locus_65926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000002743	116	83	84	76	48	166	109	37	58	14	12	175	180	219	133	745	272	470
ENSOANG00000001729	0	0	0	0	0	438	436	0	0	1	0	12	67	89	20	21	15	39
ENSOANG00000007305	6385	4606	21948	2757	1891	235	569	364	1199	402	256	10040	5352	4118	816	3092	1791	14174
ENSOANG00000002094	95	12	85	310	154	10	5	73	27	0	1	567	645	76	111	506	155	413
ENSOANG00000005672	187	100	249	55	44	3	6	8	37	6	3	217	346	227	4	25	8	61
ENSOANG00000015009	291	67	112	181	102	516	347	293	219	379	158	463	401	379	518	1683	792	1859
ENSOANG00000013788	614	358	195	400	653	23	10	9	15	0	1	43	71	62	102	284	136	84
ENSOANG00000020275	6	7	24	18	9	3	0	3	1	4	0	41	11	6	11	22	9	33
Locus_89167	0	0	2	0	0	0	0	0	0	0	0	7	7	24	0	0	0	1
ENSOANG00000005268	643	292	1281	515	456	133	77	439	410	117	124	1879	431	341	27	146	54	389
ENSOANG00000021616	130	152	107	80	78	4	3	8	21	0	4	68	42	21	12	42	8	27
Locus_26680	4	0	19	2	9	1	0	2	5	7	12	9	5	2	0	2	0	3
ENSOANG00000001992	26	71	0	53	1	1	2	0	4	1	1	44	2	8	0	1	0	0
ENSOANG00000012397	9	2	8	10	16	8	11	33	69	0	0	76	21	37	1	24	14	29
ENSOANG00000002224	594	293	1291	377	310	57	96	105	361	221	121	2377	1235	1180	246	1172	468	5697
Locus_8845	0	0	0	0	0	0	0	0	0	1	0	64	15	90	15	7	8	12
ENSOANG00000001974	240	37	881	141	109	935	414	48	116	23	11	879	1019	900	22	145	139	335
ENSOANG00000020884	74	69	74	48	79	23	12	221	128	133	99	103	100	104	73	458	103	272
ENSOANG00000006106	453	361	1028	1207	671	1	1	31	96	2	4	2	3	10	38	72	74	556
ENSOANG00000000895	6	0	7	6	11	24	12	357	120	1506	1087	516	75	700	13	51	26	86
ENSOANG00000013657	125	53	131	232	220	117	95	51	199	57	28	124	159	220	18	207	50	77
ENSOANG00000010973	21	16	4	12	9	3	3	4	3	13	7	49	57	167	1	27	1	9
ENSOANG00000001609	351	89	118	49	51	18	16	9	29	25	8	47	60	47	59	212	80	210
Locus_31255	0	0	0	0	0	0	0	0	0	0	0	4	2	3	0	0	0	0
Locus_95827	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	7	16	78
ENSOANG00000001619	23	4	250	5	5	4	1	1	4	0	0	157	15	23	425	979	745	17721
Locus_120587	50	6	8	10	9	12	19	1	26	308	28	51	65	89	3800	10334	5331	24782
Locus_156960	0	0	0	0	0	0	0	0	0	0	0	1	0	0	21	71	47	315
Locus_100016	0	0	0	0	2	0	0	1	0	0	0	1	2	0	8	31	23	166
Locus_26234	0	0	0	1	1	1	1	2	3	0	1	2	5	3	0	0	0	0
ENSOANG00000006121	1146	478	1973	795	656	237	332	507	1145	601	569	4668	4750	3644	120	596	200	898
ENSOANG00000014121	22	8	22	18	21	235	173	62	87	26	35	207	157	140	10	63	25	45
Locus_9186	0	0	0	0	0	0	0	0	0	0	0	6	0	4	0	0	0	0
ENSOANG00000010918	89	79	87	30	69	32	60	135	323	90	117	181	135	239	121	453	310	1028
Locus_153713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	10	8	20
ENSOANG00000005232	51	127	48	114	50	71	128	129	121	54	72	51	111	76	182	768	410	563
CUFF.28946	179	97	41	270	136	0	0	0	0	0	0	0	3	1	0	0	1	0
ENSOANG00000002599	323	141	857	137	117	58	58	70	197	867	358	2657	1281	1097	168	465	283	1779
ENSOANG00000009256	3	0	2	0	2	1	0	0	1	0	0	1	1	3	24	114	44	160
Locus_71980	0	0	0	0	0	0	0	0	0	0	0	6	4	12	0	0	0	0
Locus_89283	38	62	17	26	14	0	2	1	0	0	0	1	0	0	2	6	1	3
Locus_56821	5	0	1	5	0	2	1	10	8	0	1	8	7	3	0	3	1	1
ENSOANG00000002161	16	8	17	8	7	2	3	0	11	3	0	7	92	64	7	41	28	190
Locus_157043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	94	66	153
ENSOANG00000002922	1	3	1	1	1	1	0	1	3	0	0	4	17	38	0	1	2	2
ENSOANG00000010790	41	35	17	97	126	23	5	42	19	24	20	28	44	82	45	178	89	117
blastnHuman.ENSG00000241202	6	1	7	124	68	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000011023	3	0	1	6	11	0	0	0	0	0	0	19	5	4	8	37	33	188
ENSOANG00000006852	135	161	196	124	155	15	21	8	28	6	4	174	35	96	16	51	15	54
ENSOANG00000015707	787	653	3748	1138	946	173	228	169	325	185	155	7527	1114	1505	242	897	603	6243
ENSOANG00000013725	47	30	8	40	41	16	16	14	20	29	70	4	46	30	34	133	66	21
ENSOANG00000014817	7	7	4	12	13	0	1	0	0	0	0	9	7	6	0	0	0	3
ENSOANG00000021696	44	74	31	77	41	0	0	11	11	1	0	2	0	2	9	27	11	3
ENSOANG00000010130	72	66	45	63	66	92	87	42	84	61	35	68	54	74	73	231	185	472
ENSOANG00000009716	254	201	198	231	205	122	85	79	114	86	66	422	262	269	155	616	282	1221
Locus_58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	2	46
ENSOANG00000009125	129	75	474	157	178	82	71	65	90	47	48	1179	181	248	225	874	530	4695
Locus_181709	0	0	0	0	1	0	0	4	0	0	0	3	2	0	1	4	150	2241
ENSOANG00000003662	71	36	100	228	253	39	33	167	159	31	51	438	218	366	114	415	154	829
ENSOANG00000000911	107	61	15	58	100	126	86	61	96	63	89	35	83	68	25	175	48	40
Locus_14044	0	0	0	0	0	0	0	11	30	0	0	2	0	4	28	88	61	218
ENSOANG00000015094	289	111	246	293	244	49	54	49	58	37	18	327	290	191	49	186	76	223
ENSOANG00000006516	16	4	16	3	3	3	5	5	8	6	0	33	14	26	6	18	13	112
ENSOANG00000012639	99	50	24	59	77	18	12	10	26	10	12	33	66	53	35	210	61	87
Locus_134580	2	2	1	3	0	0	0	0	0	0	0	0	0	0	0	2	1	5
ENSOANG00000007162	0	0	0	0	0	0	0	0	1	0	0	8	3	0	176	196	160	703
ENSOANG00000013635	91	68	474	157	121	50	40	34	62	48	51	1175	249	124	302	1007	648	5956
ENSOANG00000000288	0	0	4	1	0	0	0	0	0	0	0	2	1	1	114	299	290	1165
ENSOANG00000006088	179	92	1068	178	166	63	38	52	70	101	61	5777	592	297	149	363	163	3614
ENSOANG00000001440	773	481	3051	869	686	266	280	236	587	709	586	10020	3024	1823	383	1210	747	5480
ENSOANG00000008127	23	23	198	56	29	19	0	233	217	127	124	1168	159	98	107	100	68	488
ENSOANG00000012474	0	0	0	0	0	0	0	10	4	2	0	15	10	14	16	32	22	49
ENSOANG00000015340	10	20	4	4	10	1	0	0	3	0	3	3	5	6	3	1	0	2
ENSOANG00000020394	1	1	0	2	1	0	0	1	0	0	0	833	84	83	0	3	0	1
blastnHuman.ENSG00000231150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSOANG00000010960	183	83	379	137	144	1	1	0	3	0	0	27	21	11	11	41	36	319
ENSOANG00000020022	62	45	15	51	95	213	109	225	101	111	271	25	91	105	11	79	13	15
blastnMouse.Locus_60746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_25382	0	0	0	1	0	0	0	0	1	0	0	1	0	0	7	15	4	23
Locus_189772	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0
ENSOANG00000005309	4	0	6	0	1	0	2	0	3	4	2	103	31	22	4	17	5	35
ENSOANG00000009684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000010415	887	574	266	601	432	764	970	1225	2813	1413	1176	600	1123	965	193	2246	862	766
