Gene	Brain_Female1	Brain_Male1	Brain_Male2	Cerebellum_Female1	Cerebellum_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Ovary_Female1	Ovary_Female2	Placenta_Indiv1	Placenta_Indiv2	Placenta_Indiv3	Testis_Male1	Testis_Male2	Testis_Male3
ENSMODG00000009189	1228	525	866	644	1359	142	317	16	20	7	10	142	199	98	137	71	129	286	415
ENSMODG00000025061	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMODG00000003059	1005	223	524	380	385	356	674	278	101	44	7	142	174	2381	1454	2827	168	269	880
ENSMODG00000000842	0	0	4	0	0	0	0	1	0	183	94	1	3	7	1	2	1	6	36
ENSMODG00000020351	1518	244	1173	589	496	235	771	515	334	360	186	3858	2078	2738	461	874	955	1916	8240
Locus_120723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	5
Locus_192395	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	33	109	175
ENSMODG00000002972	4	0	3	3	13	1	7	2	2	7	4	184	334	117	44	50	7	9	21
ENSMODG00000004636	8599	1389	6961	3812	3768	166	517	103	94	22	12	277	298	150	40	39	196	501	845
ENSMODG00000007265	159	53	276	34	24	0	0	1	1	0	1	2915	1209	44	21	14	458	1302	3507
Locus_188230	6	2	2	2	1	2	2	0	1	0	0	4	4	2	1	1	6	10	17
ENSMODG00000013490	587	229	217	345	392	434	980	241	318	165	137	184	676	416	1306	621	91	159	251
ENSMODG00000009825	6085	1295	4222	2048	2201	422	1206	474	307	219	183	856	1134	1194	1172	1500	298	777	1378
ENSMODG00000017309	171	27	125	73	80	67	200	90	82	95	60	209	201	219	209	157	146	228	583
ENSMODG00000007065	105	9	78	19	24	0	1	0	0	0	0	4	7	0	0	0	0	0	7
ENSMODG00000004831	47	8	14	13	11	8	21	9	12	9	2	44	106	43	39	50	33	106	152
CUFF.26085	511	102	289	173	180	41	186	95	90	98	102	391	1258	136	418	497	99	120	199
ENSMODG00000012177	27	18	9	20	20	307	623	11	6	1	5	10	12	17	18	15	5	5	4
ENSMODG00000004990	854	167	260	505	467	613	1232	1018	493	345	304	1659	2857	694	476	910	388	914	1128
Locus_231560	0	0	0	0	0	0	0	0	0	0	1	0	0	117	1	24	0	0	0
ENSMODG00000009905	29	5	10	19	13	27	47	9955	3595	3	5	73	169	382	284	880	103	101	185
ENSMODG00000009371	850	208	530	662	579	53	210	53	35	6	14	126	171	51	44	59	60	116	233
ENSMODG00000024312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000018527	453	78	153	291	257	90	254	219	113	90	51	581	856	278	157	164	912	1932	2974
ENSMODG00000016114	371	121	127	282	520	11	5	8	18	4	1	50	55	3	1	3	0	5	4
ENSMODG00000002903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMODG00000018115	2007	426	4781	1072	878	379	1161	468	360	211	175	11068	4167	3550	848	997	552	1899	3803
CUFF.255782	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	36	117	155
Locus_88942	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	20	0	99
ENSMODG00000001420	274	38	248	36	28	14	18	117	88	8	6	319	143	200	24	55	16	26	182
Locus_316900	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	2	1	2
ENSMODG00000002311	581	105	262	73	86	90	417	203	159	124	79	662	854	633	354	430	84	195	343
ENSMODG00000023904	1	0	0	0	0	3	2	2	0	3	5	3	5	0	2	0	2	1	2
ENSMODG00000001225	0	3	1	2	2	0	3	0	1	2	1	19	51	2	13	1	11	25	34
ENSMODG00000004357	2	1	2	2	0	1	9	1	0	11	16	22	15	12	13	4	83	222	263
ENSMODG00000008782	295	56	83	77	53	20	37	69	31	34	16	40	104	223	136	109	19	51	44
Locus_34471	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	5
Locus_231356	2	1	1	0	0	0	1	2	4	0	0	11	1	0	0	0	3	3	2
ENSMODG00000002081	691	198	477	60	50	0	6	1	1	0	0	159	296	20	34	38	11	22	22
ENSMODG00000016961	3242	847	864	841	766	987	1690	692	363	295	210	397	873	357	265	271	140	214	233
Locus_321717	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	21	14
ENSMODG00000023323	1033	274	603	120	117	0	0	0	0	0	0	0	0	0	0	0	1	0	5
ENSMODG00000007201	3494	1534	3778	2087	2483	8575	16375	2989	2167	1545	1354	2012	1416	3624	3332	1943	809	2890	6351
blastnMouse.CUFF.186367	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000021503	96	17	47	63	53	0	0	12	6	101	127	28	55	22	20	11	6	35	108
Locus_315885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	9
Locus_120844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3
Locus_373212	1	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	2	6	33
ENSMODG00000016875	108	19	77	14	12	5	37	37	42	25	17	270	192	301	65	166	18	37	146
ENSMODG00000008614	240	43	78	79	59	26	72	73	43	39	31	148	296	246	100	121	163	308	436
Locus_418812	4	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4	4
ENSMODG00000013046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMODG00000017645	322	127	116	642	797	3	24	23	31	69	72	112	187	127	159	198	11	7	13
ENSMODG00000014713	65	41	22	33	2	1	8	7	8	28	17	326	1174	37	1	2	5	48	40
Locus_419971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	6
Locus_98935	0	0	1	0	0	0	0	0	0	0	0	6	5	1	1	0	58	126	360
Locus_232239	3	1	1	0	0	4	0	0	0	0	0	0	0	2	0	0	13	30	68
blastnMouse.ENSMUSG00000085430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blastnGorilla.Locus_106135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000012125	71	21	26	38	47	113	293	149	67	46	16	149	350	85	289	125	78	135	124
Locus_35727	0	0	0	0	0	0	0	0	0	0	0	64	23	0	0	0	0	0	0
ENSMODG00000003952	69	13	65	35	26	14	54	43	38	37	14	710	490	349	86	525	322	586	3029
blastnMacaque.Locus_314586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000012954	1388	411	913	933	1006	576	1066	6498	2654	1362	1043	1965	2219	643	1055	630	121	271	412
ENSMODG00000024529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	122	243
ENSMODG00000020903	37	8	15	33	24	0	6	552	115	130	50	38	31	14	17	51	48	58	77
ENSMODG00000008018	847	296	648	437	495	197	370	299	163	88	75	2151	2025	570	553	374	284	935	1599
ENSMODG00000013363	488	121	44	481	494	307	514	413	145	221	141	184	664	124	121	155	163	300	128
ENSMODG00000024383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000017192	202	83	62	371	462	35	76	665	297	50	36	310	637	357	242	347	13	24	47
ENSMODG00000008154	838	134	632	148	129	25	80	174	104	48	20	614	251	477	36	102	42	101	254
Locus_319522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
ENSMODG00000012501	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000014591	5	1	1	1	2	0	0	0	0	1	0	4	8	0	0	1	43	85	223
ENSMODG00000020640	342	109	676	70	95	78	587	87	67	57	48	847	706	810	431	487	225	391	2133
ENSMODG00000024784	3	1	1	2	3	0	0	8	18	0	0	3	23	0	0	0	5	4	7
Locus_373562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	36
ENSMODG00000007497	1063	206	1422	78	24	11501	31581	0	7	1	0	93	98	29	3	71	478	904	5145
ENSMODG00000017350	903	221	1175	265	308	113	555	102	98	50	49	1163	782	553	235	244	523	1387	3992
ENSMODG00000000989	109	43	113	17	31	39	73	76	27	94	34	1726	1863	424	437	252	64	159	440
ENSMODG00000003389	29	13	22	15	36	4	19	960	504	615	518	37	66	1769	2028	633	21	61	68
ENSMODG00000001016	73	17	21	37	22	1319	1971	956	311	812	360	101	71	488	91	362	22	28	88
ENSMODG00000008525	1326	176	634	278	179	0	0	348	238	129	73	2424	2584	788	162	492	26	23	74
Locus_377071	1	0	0	0	0	0	0	0	0	0	0	1	1	25	8	23	0	0	0
ENSMODG00000004798	759	317	509	319	471	226	517	169	141	144	161	332	458	273	750	301	22	50	99
ENSMODG00000025691	2	3	0	0	0	0	0	0	0	0	0	199	650	6	34	23	185	419	556
ENSMODG00000003817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000025201	243	52	115	57	72	51	263	88	71	66	61	418	567	275	185	170	119	209	365
ENSMODG00000010322	83	8	62	38	42	2	3	1	0	8	1	30	9	265	65	134	1	2	15
Locus_316891	29	16	6	10	17	29	126	25	25	22	11	23	64	26	76	32	1366	3393	3888
ENSMODG00000003379	244	98	115	59	109	35	136	49	45	36	35	186	359	102	265	114	36	160	141
ENSMODG00000015595	96	45	37	79	111	38	108	72	71	118	70	238	503	50	318	80	44	55	139
ENSMODG00000018507	481	85	203	57	53	22	19	616	428	5	0	4199	4310	792	234	1658	55	55	153
ENSMODG00000009082	2463	717	999	1496	1450	692	1308	810	575	342	165	1347	2181	1023	1416	1110	1134	2409	2453
ENSMODG00000007694	164	10	21	91	61	9	12	24	14	14	4	78	117	11	1	9	151	202	258
ENSMODG00000003282	906	266	494	358	391	202	500	368	231	171	129	890	1125	369	222	297	1272	2954	5926
ENSMODG00000017985	10	7	6	5	0	0	0	0	3	0	0	74	189	8	0	7	8	8	31
ENSMODG00000007056	170	41	31	274	219	47	145	43	43	30	28	85	331	28	61	25	696	1318	962
blastnMacaque.Locus_271980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_228693	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	8	14
CUFF.29417	4	1	1	2	2	29	76	46	33	130	105	2	1	14	9	10	108	129	277
Locus_418920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	9	31
ENSMODG00000008270	244	45	96	89	69	42	261	53	59	32	24	100	342	66	119	121	19	74	113
Locus_232293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	13
Locus_87705	0	0	0	0	0	0	0	0	0	0	0	458	162	1	0	1	13	27	96
ENSMODG00000008227	520	145	1114	95	83	48	401	62	63	68	45	1970	702	780	380	250	79	220	873
ENSMODG00000014867	14	9	13	6	3	20	42	3	4	16	9	22	32	5	13	8	4	5	3
ENSMODG00000011994	655	124	149	223	206	177	624	235	139	436	353	352	1141	188	172	325	655	1461	1302
Locus_317157	0	2	6	67	25	0	0	1	0	0	0	0	0	0	0	0	92	231	182
ENSMODG00000004070	19	7	28	6	2	0	9	2	2	0	2	42	30	18	7	3	41	154	1122
ENSMODG00000020782	7930	1158	3070	3114	2388	423	1175	894	529	406	251	1465	2367	1552	1004	1845	691	1099	1905
ENSMODG00000005023	2	1	0	0	0	0	0	1	0	5	8	2	2	6	0	1	2	3	5
ENSMODG00000025517	272	77	96	198	195	150	299	219	96	107	85	158	361	255	178	184	136	212	234
ENSMODG00000015493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
blastnHuman.CUFF.140136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000004267	87	26	21	13	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0
blastnHuman.ENSG00000225790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CUFF.80334	10	2	2	1	1	1	5	2	1	0	0	8	10	7	2	1	17	22	26
ENSMODG00000018438	562	119	168	58	55	0	0	1	0	0	0	0	1	2	1	0	0	0	0
ENSMODG00000013077	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000016809	1128	548	680	370	424	211	615	177	179	62	62	536	820	282	822	246	915	1879	3148
ENSMODG00000014420	13	2	2	20	10	4	5	37	7	247	73	0	10	0	1	2	2	1	0
Locus_190345	3	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	7	15	16
ENSMODG00000023874	250	62	186	251	271	37	117	169	67	142	48	664	711	157	161	155	56	150	277
Locus_34246	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	6	6
ENSMODG00000010656	663	141	573	287	244	60	245	92	91	56	35	1030	958	1238	495	376	525	1292	3991
Locus_232215	0	0	0	0	0	0	0	0	0	0	0	1	1	5	6	9	0	0	1
ENSMODG00000019752	297	65	188	87	110	20	138	43	37	19	7	400	700	66	62	34	198	392	675
ENSMODG00000009191	406	81	298	128	132	35	183	104	91	95	51	451	633	443	309	278	66	117	414
Locus_91795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	141
ENSMODG00000011634	165	43	57	98	126	61	203	62	27	42	56	40	196	64	163	143	44	65	58
ENSMODG00000013535	272	71	90	163	200	149	344	283	214	218	144	188	631	257	307	261	33	52	135
ENSMODG00000014253	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	5	229	686	1717
ENSMODG00000013032	699	356	624	487	823	58	434	104	154	135	96	199	378	133	129	102	118	167	330
ENSMODG00000004545	33	20	14	13	32	4	5	23	22	7	8	184	206	30	59	27	117	163	298
ENSMODG00000000463	0	0	0	0	0	0	0	52	37	0	0	31	99	11	10	23	0	0	0
ENSMODG00000002305	50	13	27	9	12	23	52	47	17	44	28	89	124	5	5	6	20	40	119
ENSMODG00000017449	2237	465	1771	687	658	39	75	1062	641	320	167	1511	764	1412	173	227	203	401	1176
Locus_121276	0	0	0	0	0	1	12	0	0	0	0	0	1	0	0	0	0	0	0
ENSMODG00000012037	282	48	142	74	48	24	75	20	16	32	18	238	198	565	58	415	25	81	80
ENSMODG00000009839	77	10	75	27	44	66	170	55	30	25	15	121	178	44	75	47	35	85	199
Locus_419600	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	6	6
Locus_91265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	9
ENSMODG00000013732	1003	158	573	269	185	343	658	205	121	41	53	1235	435	472	41	100	840	1597	6103
Locus_188660	0	0	0	0	0	1	19	0	0	0	0	0	0	0	0	1	0	3	3
Locus_189247	0	0	0	0	0	2	32	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000015555	71	28	34	5	5	0	0	5	2	0	4	1294	1013	87	46	26	314	639	1588
Locus_419464	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	27	0	0	0
blastnPlatypus.Locus_11353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000018975	10	0	10	15	16	0	1	1060	601	274	522	0	0	0	0	0	0	0	4
ENSMODG00000005050	14	14	7	9	5	0	2	677	400	420	303	33	62	80	17	93	580	1703	1365
Locus_231337	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
Locus_33038	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	2
ENSMODG00000007872	453	80	266	177	178	2995	8593	369	182	373	65	4235	3761	3761	1034	1635	403	988	2301
Locus_373988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	18
Locus_377638	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	1	1	12
ENSMODG00000010485	19	9	26	44	27	20	91	241	159	152	140	149	247	440	630	550	0	3	18
ENSMODG00000023518	6	1	0	19	31	3	6	6	3	3	2	16	21	0	6	5	12	32	16
blastnMacaque.Locus_21219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000021490	1565	219	1102	568	431	224	499	391	241	219	144	2307	1469	895	465	440	194	445	843
ENSMODG00000023533	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
Locus_186656	0	0	0	0	0	0	0	0	0	0	0	2	10	0	1	0	2	7	5
ENSMODG00000001183	96	45	51	0	1	0	3	1	1	2	1	2080	1944	17	144	584	33	19	170
ENSMODG00000003545	8	1	0	7	2	18	42	608	210	2	0	24	282	284	245	199	17	26	41
ENSMODG00000001020	0	2	2	0	0	0	7	2	0	0	0	1	5	1	3	3	3754	9040	18794
ENSMODG00000010361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Locus_33062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	7
blastnOrangutan.Locus_66476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000018089	0	0	0	2	2	1	10	1	0	0	0	8	5	0	0	0	127	228	533
Locus_231950	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0
ENSMODG00000025379	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0
ENSMODG00000020092	0	0	0	0	0	0	1	0	0	0	0	1	5	1	0	0	134	331	896
blastnHuman.ENSG00000242686	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMODG00000020451	269	87	735	51	59	22	194	42	46	37	17	807	623	570	508	202	62	165	1480
ENSMODG00000021043	2670	260	699	1442	1320	0	4	17	10	0	1	527	349	241	16	224	404	846	2323
ENSMODG00000007591	104	39	19	97	119	33	45	24	20	18	9	59	121	23	299	32	28	49	24
Locus_122218	0	0	0	0	0	1	3	0	0	1	2	12	2	0	0	0	0	1	2
ENSMODG00000011958	18	1	6	0	0	0	2	335	330	13	19	26	25	395	103	48	207	362	1462
ENSMODG00000021166	252	105	46	143	127	100	276	63	68	48	30	118	271	85	235	114	260	504	334
ENSMODG00000015559	4499	796	4162	1006	912	1117	4645	687	484	279	156	4356	3994	2817	777	1521	330	868	2482
ENSMODG00000014804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000011740	190	47	20	107	146	279	485	178	56	274	132	85	289	101	253	94	13	14	12
ENSMODG00000015904	79	9	35	18	10	5	10	15	7	4	5	45	31	119	12	36	8	23	52
ENSMODG00000000725	29	11	33	11	8	31	98	389	293	154	76	211	114	21	23	55	1023	3467	9916
ENSMODG00000000926	534	107	222	483	419	38	87	11	17	0	1	226	239	294	55	49	357	893	1092
Locus_87370	7	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_33581	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	20	119	70
ENSMODG00000015337	760	193	830	316	327	285	545	143	67	182	93	848	371	458	140	121	64	174	377
blastnHuman.ENSG00000255300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_230351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	18	30
ENSMODG00000024961	326	118	357	112	148	26	103	66	61	26	11	915	1238	174	158	160	106	251	693
ENSMODG00000008412	1492	497	1272	622	793	163	453	153	112	63	19	347	278	374	198	147	484	811	1565
ENSMODG00000018342	470	109	277	185	152	34	133	74	102	23	19	625	1131	129	271	178	118	245	382
Locus_35059	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	2	0	0	1
Locus_374301	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5
ENSMODG00000014388	735	216	244	511	559	2030	4667	1313	1135	588	450	219	836	304	1324	777	146	226	201
blastnHuman.Locus_136511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMODG00000002883	166	19	44	66	75	43	124	61	30	20	21	192	259	86	19	43	102	184	355
ENSMODG00000002469	918	287	1086	312	284	247	1310	317	320	306	180	1220	1446	789	1006	600	346	1587	3028
ENSMODG00000023408	12	3	40	2	9	0	13	1	0	2	1	28	39	2	0	0	1	6	10
blastnHuman.ENSG00000232590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000015704	44	18	7	74	64	27	67	25	6	3	2	6	11	16	15	4	19	14	25
ENSMODG00000011895	994	274	1589	575	618	617	1586	338	291	315	207	3576	2673	2361	1906	1132	667	1684	5101
ENSMODG00000013326	339	138	890	563	539	960	2595	379	282	437	245	2298	636	3842	1152	608	266	1029	3763
ENSMODG00000019147	540	141	420	317	306	159	338	254	159	157	70	1241	1104	669	504	355	817	1911	4391
ENSMODG00000014202	568	145	531	244	261	137	305	98	72	110	54	990	737	284	300	169	172	665	1351
ENSMODG00000003702	1	0	6	3	1	0	1	0	1	0	0	17	0	5	4	0	0	3	14
ENSMODG00000001914	941	50	301	138	75	1	0	1	0	0	0	31	55	22	2	18	208	486	917
ENSMODG00000019486	43	5	29	0	3	5	10	13	4	7	5	60	33	15	5	8	40	76	346
ENSMODG00000024792	0	0	0	0	1	0	0	0	1	0	0	0	0	0	4	1	146	246	403
Locus_314188	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	1	11
ENSMODG00000009620	107	41	32	64	46	238	272	239	212	150	70	152	473	558	786	461	23	20	32
ENSMODG00000007627	2947	573	689	585	389	7074	17970	1981	1632	532	275	12544	10126	8984	3488	3234	580	760	1524
ENSMODG00000004213	129	32	65	103	121	77	221	121	85	89	54	168	544	149	517	198	165	366	425
ENSMODG00000002613	966	240	832	1109	985	1	1	274	148	1	0	35	15	4	0	0	648	1352	3270
Locus_418633	7	8	5	1	0	1	0	1	0	0	0	5	1	1	1	1	7	31	23
ENSMODG00000022725	20	7	5	8	7	1	11	3	1	1	0	31	55	18	40	28	3	3	9
Locus_229860	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	6	8
Locus_231691	317	191	232	246	325	0	1	10	18	1	1	4	12	2	2	1	16	30	23
ENSMODG00000016704	36	9	6	8	9	9	31	170	198	1	12	13	31	17	46	20	30	35	154
ENSMODG00000006620	118	54	32	114	150	27	72	64	29	16	9	60	279	40	212	66	16	9	15
ENSMODG00000024116	105	39	162	43	42	122	164	79	13	22	26	359	74	385	85	51	3154	15586	14243
ENSMODG00000018324	120	23	41	41	30	11	87	27	36	16	17	158	285	66	23	51	276	595	971
ENSMODG00000001832	1494	507	7324	263	250	100	790	232	335	163	116	6732	1474	3037	527	628	155	419	1399
ENSMODG00000003893	891	321	755	603	626	331	668	758	549	214	129	3959	3023	16655	11536	3431	1347	2602	4856
Locus_319882	7	0	1	18	10	0	1	0	0	0	0	3	3	1360	3	111	0	0	0
ENSMODG00000002365	16	1	4	1	0	3	38	22	14	196	125	335	221	47	9	20	14	13	25
ENSMODG00000012494	642	139	544	210	161	595	1354	348	270	186	101	2827	863	2527	511	843	54	120	392
Locus_32427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	11
ENSMODG00000024436	271	93	123	151	258	1	7	50	35	3	5	23	77	2	15	0	6	10	9
ENSMODG00000013912	5	1	9	6	1	0	6	1	3	1	3	22	83	17	8	27	0	9	16
ENSMODG00000005668	83	26	95	32	41	19	37	24	14	5	4	139	114	46	47	15	12	37	78
Locus_392296	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	14	22	34
ENSMODG00000009291	334	77	397	105	72	117	285	26	21	7	6	302	247	132	74	81	15	58	233
ENSMODG00000024098	169	69	89	378	379	78	145	135	74	197	165	327	649	475	931	302	40	91	128
ENSMODG00000011203	1412	409	786	1079	1200	758	1280	1481	756	734	546	1716	2146	585	827	631	10627	22691	41045
blastnGorilla.Locus_178791	2	0	0	0	0	0	0	8	2	0	0	1	7	1	2	3	0	0	0
ENSMODG00000007800	54	13	11	17	19	22	82	24	30	9	11	107	472	63	116	138	4	14	7
ENSMODG00000014302	1430	328	584	917	1160	339	1327	397	316	226	192	432	841	448	514	618	320	750	921
ENSMODG00000001082	27	10	23	10	3	0	2	3	0	8	1	184	384	8	134	10	136	224	300
ENSMODG00000007363	25	6	22	12	3	4	4	7	1	4	1	43	43	26	51	16	3	3	25
Locus_91313	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	15	51
ENSMODG00000013883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000023350	43	15	15	28	12	4	47	122	56	329	193	99	56	239	28	180	15	22	37
ENSMODG00000006908	0	0	0	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Locus_316949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	26	25
ENSMODG00000012183	2	0	5	1	1	0	0	0	2	0	0	29	20	13	1	0	105	352	1256
ENSMODG00000025325	13	3	1	3	4	0	1	0	1	0	0	6	27	0	0	0	354	582	420
ENSMODG00000024954	17	4	2	3	1	0	6	11	8	10	17	47	60	25	8	59	0	1	0
ENSMODG00000024898	0	0	0	0	0	0	0	0	0	253	44	4	0	0	0	0	1	2	0
ENSMODG00000001957	95	26	54	39	43	12	79	24	39	23	9	110	162	119	231	97	809	1357	4355
Locus_229012	3	0	4	0	0	2	1	0	0	1	0	10	0	1	1	0	4	3	9
ENSMODG00000008967	389	101	249	176	173	185	360	2981	2799	106	71	746	416	884	346	533	61	124	270
ENSMODG00000003690	34	10	13	5	26	483	1045	139	57	196	198	5331	4683	125	39	47	22	37	122
ENSMODG00000013192	3	2	2	134	192	107	250	158	106	10	6	241	115	38	33	9	1	0	7
ENSMODG00000015776	1	4	0	0	2	0	3	3	0	2	0	256	1056	11	40	12	361	657	788
ENSMODG00000002034	664	239	311	254	305	255	652	247	228	167	162	315	1243	421	1626	798	96	207	201
ENSMODG00000020075	283	84	310	34	25	244	2363	79	130	92	70	2602	2386	1006	527	626	79	249	624
ENSMODG00000005461	4285	1627	871	1208	1270	979	1069	1391	812	29	18	677	1209	145	258	193	135	346	251
ENSMODG00000009043	107	26	11	16	20	7	48	8	12	8	10	44	287	18	43	57	70	73	55
ENSMODG00000023093	52	10	20	30	12	17	43	10	10	8	5	213	181	58	12	31	17	30	57
Locus_232245	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ENSMODG00000012358	2	1	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000000015	853	152	373	330	302	68	236	794	307	29	13	212	168	140	66	54	212	492	681
ENSMODG00000014526	99	20	33	24	33	11	51	12	3	4	5	225	310	34	55	45	358	978	1488
ENSMODG00000020748	11	3	4	6	2	17	37	6	2	0	0	39	34	13	21	5	0	4	8
ENSMODG00000002011	14	16	4	10	7	25	18	26	37	10	20	17	100	7	67	25	10	20	17
Locus_87400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4
ENSMODG00000008132	1298	227	1015	463	386	155	779	511	378	544	548	1863	1784	860	175	492	390	852	2710
ENSMODG00000010962	1170	200	476	527	562	86	215	138	55	58	42	341	434	75	31	55	142	344	323
Locus_373857	1	0	0	1	0	0	0	1	0	0	0	1	3	90	35	389	0	0	0
ENSMODG00000001198	1985	309	708	349	204	18	7	198	105	0	0	78	133	19	9	10	110	334	428
ENSMODG00000018166	14	0	14	0	0	0	0	28	30	213	143	211	220	215	72	131	26	57	317
Locus_121016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	22
Locus_89057	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	3	9	3
ENSMODG00000006599	1	0	0	0	0	0	1	0	0	1	0	116	75	0	0	0	4	15	13
Locus_390725	32	50	11	59	117	13	33	6	11	24	6	32	151	7	227	31	40	49	35
