Gene	Brain_Female1	Brain_Male1	Cerebellum_Female1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1
ENSPPYG00000000979	0.24	0	0.12	1.65	0	3.53	0.91	5.05	4.17
ENSPPYG00000025924	32.43	58.77	132.35	227.54	51.43	206.36	101.9	988.36	1519.61
ENSPPYG00000016127	3.96	4.88	9.02	4.57	5.35	6.87	5.63	2.92	5.27
ENSPPYG00000015230	2.74	1.51	3.5	11.96	10.79	4.45	8.44	4.88	4.33
ENSPPYG00000009000	22.39	23.51	31.75	59.22	57.5	51.67	53.22	96.21	48.69
blastnHuman.Locus_158644	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000225156	0.03	0.07	0.04	0	0	0	0.04	0.16	0
blastnMacaque.Locus_116189	0	0	0.46	0	0	0	0	0	0
ENSPPYG00000011265	8.16	8.17	6.22	0	0	0	0	0	0
ENSPPYG00000005172	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_371036	0	0	0	0	0	0	0	0	0
ENSPPYG00000015129	0	0.2	0	0.17	0	0	0.11	0.24	0.4
blastnHuman.ENSG00000251248	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_341900	0	0	0	0	0	0	0	0	0
ENSPPYG00000018890	0.56	0.35	0.07	3.27	3.53	0.6	0.5	4.79	2.39
ENSPPYG00000001090	9.29	9.52	15.53	14.08	9.02	9.07	13.77	16.71	11.9
blastnHuman.Locus_183509	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_19612	0	0	0	0	0	0	0	0	0
ENSPPYG00000019092	8.49	20.91	16.41	10.36	14.92	21.83	24.19	134.1	32.62
ENSPPYG00000005738	0.96	0.37	1.18	4.67	1.32	2.25	1.69	6.07	3.68
ENSPPYG00000002516	1.45	1.95	3.31	3.19	1.4	1.64	3.1	2.25	4.14
ENSPPYG00000013838	6.88	6.86	8.59	2.41	6.12	1.64	1.56	0	0
blastnMacaque.Locus_18537	0	0	0	0	0	0	0	0	0
ENSPPYG00000003343	9.99	14.21	7.02	18.36	15.1	14.35	15.68	27.14	25.7
ENSPPYG00000014755	3.03	2.82	7.39	4.55	3.3	1.85	2.45	1.66	2.74
ENSPPYG00000001630	0.07	0.61	0.93	0.51	0.55	0.68	0.82	2.34	1.62
blastnHuman.Locus_101703	0.15	0	0	0.26	0	0	0	0	0
blastnGorilla.Locus_464986	0	0	0	0	0	0	0.2	0	0
ENSPPYG00000014393	55.65	359.62	0	0	0	21.9	28.06	0	0
ENSPPYG00000006438	0.09	0.09	0.05	0	0	0.64	0.18	0	0
ENSPPYG00000006765	0.46	0.24	0.07	0	0	87.38	54.47	0	0
blastnHuman.Locus_159096	0	0	0	0	0	0	0	0	0
ENSPPYG00000018043	0.48	1	0.45	1.23	0	0.37	0.53	1.17	0.16
ENSPPYG00000012970	0.79	0.92	0.56	0.47	0.76	0.83	1.18	0.5	0.61
blastnHuman.Locus_38542	0	0	0	0	0	0	0	0	0
ENSPPYG00000007584	3.75	2.65	3.09	1.02	1.57	3.63	3.87	2.9	0.93
blastnHuman.ENSG00000233479	0	0	0	0	0	0	0	0	0
ENSPPYG00000016527	24.67	32.55	14.19	8.42	12.47	17.27	14.92	9.42	8.94
blastnGorilla.Locus_61554	0	0	0	0	0	0	0	0	0
ENSPPYG00000008623	29.91	40.07	21.13	58.44	84.66	37.89	40.73	45	37.53
blastnHuman.XLOC_010879	0	0	0	0	0	0	0	0	0
Locus_227669	0	0	0	0	0	0.23	0	2.96	0.83
blastnHuman.ENSG00000225216	0.17	0	0	0.29	0.63	0	0.19	0	0.23
Locus_165235	0	0	0	72.84	26.05	1.34	0.65	1.43	0
ENSPPYG00000013787	3.31	3.78	1.7	0.21	1.13	0.62	0.41	0.1	0.13
blastnHuman.Locus_28480	0	0	0	0	0	0	0	0	0
ENSPPYG00000003913	11.03	6.52	4.59	4.04	11.63	25.96	21.53	10.21	8.26
Locus_120113	0	0	0	0	0	0	0	6.8	6.45
blastnHuman.ENSG00000225424	0	0	0	0	0	0	0	0	0
ENSPPYG00000013815	17.64	17.35	19.66	27.56	53.94	20.97	21.63	53.55	226.92
ENSPPYG00000019876	0	0	0	0	0	0	0	0	0
ENSPPYG00000020441	0	0	0	0	0	0	0	0.09	0
ENSPPYG00000020548	0	0	0	0	0	0	0	0	0
ENSPPYG00000008276	0.76	0.68	0.58	1.07	1.1	9.6	17.37	31.94	67.84
Locus_24110	0	0	0	0	0	0	0	0	2.63
ENSPPYG00000003735	5.67	4.58	2.25	2.26	3.02	5.2	5.81	1.85	2.49
ENSPPYG00000019792	0.23	4.66	1.12	0	0	24.13	29.05	710.37	286.96
ENSPPYG00000010054	4.71	0.38	0.69	3.63	1.36	0.98	0.1	66.65	5.18
blastnPan.Locus_139091	0.37	0	0	0	0	0.57	0	0	0
blastnMouse.CUFF.56138	0	0	0	0	0	0	0	0	0
ENSPPYG00000013102	7.31	1.91	1.08	1.7	1.35	0.83	0.56	8.95	3.08
ENSPPYG00000014674	0.07	0.14	0.03	0	0	0.03	0.12	4.94	12.05
ENSPPYG00000008240	68.29	43.45	109.76	133.56	173.38	131.96	94.61	173.91	78.21
ENSPPYG00000004254	0.32	0.55	0.13	1.37	0.4	1.55	1.9	1.43	3.37
blastnHuman.ENSG00000237181	0	0	0	0	0	0.42	0	0.34	0.09
Locus_3130	0.61	2.51	0	0	0	0	0	0	0
blastnMacaque.Locus_115326	0	0	0	0	0	0	0	0	0
ENSPPYG00000008445	0	0.11	0.07	0	0	0	0	0	0
ENSPPYG00000000735	0.06	0.25	0.3	0	0	0	0	0	0
blastnPan.CUFF.66281	0	0	1.75	0	0	0	0	0	0
blastnMouse.ENSMUSG00000089924	0.18	0	0	0	0	0	0	0	0
ENSPPYG00000002360	5.12	0.41	0.12	0	0.36	0	0.11	0	0
Locus_179714	0.26	0.54	0.98	0	0	0	0	0	0
blastnHuman.Locus_13788	0	0	0	0	2.75	0	0	0	0
ENSPPYG00000003469	7.72	1.74	14.11	12.68	2.74	4.32	0.75	2.51	0.84
ENSPPYG00000013113	0.28	0.73	0.09	0	0	0.22	0.31	0	0
ENSPPYG00000006455	2.06	1.29	0.5	35.3	9.39	2.32	1.53	7.88	2.45
blastnHuman.Locus_17193	0	0	0	0	0	0	0	0	0
ENSPPYG00000015878	1.25	0.83	0.46	0.49	0.42	0.35	0.09	0.07	0.04
ENSPPYG00000018615	1.8	2.17	20.49	1.59	3.44	1.06	0.39	0.28	0.95
ENSPPYG00000005669	0.92	1	0.07	5404.57	12853	0.37	0.06	0.26	0.07
ENSPPYG00000008255	7.27	1.83	0.98	4.36	4.71	0.3	0.98	6.68	2.42
blastnGorilla.Locus_105895	0	0	0	0	0	0	0	0	0
blastnHuman.CUFF.205372	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000233420	0	0	0	0	0	0	0	0	0
ENSPPYG00000015004	0.86	0.71	0.21	7.63	13.95	5.49	0.95	14.61	3.76
ENSPPYG00000001789	218.56	218.72	81.08	166.46	186.18	158.94	110.89	201.19	114.04
ENSPPYG00000020174	1.65	1.52	2.96	2.79	2.19	1.47	2.23	0.44	1.35
blastnHuman.XLOC_010989	0	0	0	0	0	0	0	0.83	0.19
ENSPPYG00000015657	3.78	6.69	4.91	14.36	6.25	1.51	0.77	4.96	3.33
blastnPan.Locus_117757	2.64	1.02	0	0.56	0.61	0	0	0	0.45
ENSPPYG00000002374	25.07	16.85	16.6	31.03	27.6	23.07	25.3	42.47	38.69
ENSPPYG00000000357	16.87	5.42	0.3	4.07	23.38	6.66	7.91	6.48	1.24
ENSPPYG00000004487	0	0	0	0.07	0	3.92	4.94	4.37	10.56
Locus_87949	0.24	0	0	2.05	0	0.37	0	0	0.33
ENSPPYG00000018386	2.69	2.62	5	6.97	1.9	1.75	2.15	8.57	4.44
blastnMacaque.Locus_139848	0	0	0	0.22	0	0.2	0	0	0
ENSPPYG00000013214	4.65	9.04	4.12	6.19	3.6	1.34	0.93	0	0.13
ENSPPYG00000011170	2.21	1.14	2.16	4.49	2.98	6.38	4.87	6.35	6.89
ENSPPYG00000006930	10.14	11.33	8.23	5.71	10.48	9.71	9.49	7.51	6.86
ENSPPYG00000008659	0	0.68	0.27	0	0	0.17	0	0	0
ENSPPYG00000013810	0.22	0.38	0.07	0.01	0.04	0.33	0.62	0.1	0.22
ENSPPYG00000014176	0.53	0.72	0	61.06	28.2	6.83	8.34	6.38	8.45
ENSPPYG00000020198	3.71	2.81	1.74	3.15	2.2	2.97	3.42	0.72	0.33
ENSPPYG00000009747	42.2	92.19	19.77	28.39	35.06	23.39	33.96	46.44	34.64
blastnMouse.ENSMUSG00000020624	0	0	0.42	0	0	0	0	0	0
ENSPPYG00000007722	3.94	6.53	2.07	1.21	1.16	6.18	3.8	4.6	5.93
ENSPPYG00000009018	0	0	0	0	0	0	0	0	0
ENSPPYG00000001002	0.79	2.16	0	0	0	0.05	0	0.09	0.2
ENSPPYG00000006230	0	0	0	0	0	2.38	0.25	4.9	0.31
blastnMacaque.Locus_115918	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_12698	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_463755	0	0	0	0	0	0	0	0	0
ENSPPYG00000015084	13.37	7.38	14.53	86.52	115.65	15.41	15.75	40.12	21.23
ENSPPYG00000013536	19.37	11.88	11.68	25.71	25.54	22.39	20.55	25.49	18.82
blastnHuman.ENSG00000245688	0.34	0	0.14	0	0	0.51	0	0.27	0
blastnHuman.ENSG00000251145	0	0	0	0	0	0	0	0	0
ENSPPYG00000014586	4.93	10.34	0.8	2.46	2.72	3.06	3.16	2.93	6.65
ENSPPYG00000014362	14.74	12.8	8.42	15.15	9.35	4.35	6.18	4.46	5.84
ENSPPYG00000000373	0	0	0	0	0	0.21	0	0.34	0
ENSPPYG00000011253	20.13	29.48	50.92	65.98	44.91	42.78	33.36	32.6	32.49
blastnPan.Locus_176675	0	0	0	0	0	0	0	0	0
ENSPPYG00000006663	7.92	9.26	6.81	6.62	5.64	8.38	10.1	10.34	11.49
blastnMacaque.Locus_312887	0	0	0	0	0	0	0	0	0
ENSPPYG00000003129	2.54	1.31	1.79	6.85	3.22	7.67	5.45	17.17	13.95
ENSPPYG00000014034	7.29	9.53	4.87	7.75	10.41	13.09	18.91	13.02	20.93
ENSPPYG00000007861	1.69	1.61	3.83	0.86	0.17	2.02	0	0.56	0.13
blastnHuman.Locus_47170	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_314500	0.2	0	0	0	0	0	0	0	0
ENSPPYG00000002993	8.19	10.18	12.59	6.16	7.91	20.96	18.35	19.17	20.58
blastnGorilla.Locus_73138	0	0	0	0	0	0	0	0	0
ENSPPYG00000020922	1.29	1.33	4.42	0	0	0	0	0	0
ENSPPYG00000019006	0	0	0	0	0	0	0	0	0
ENSPPYG00000004170	0.26	0.18	0.44	1.35	1.3	0.6	0.59	0.32	0.96
ENSPPYG00000011626	9.87	3.31	10.99	1.37	2.95	4.87	6.2	0	2.19
ENSPPYG00000009262	44.01	54.03	21.02	9.58	8.41	33.85	24.47	38.76	58
ENSPPYG00000019897	0	0	0	0	0	7.96	1.26	1287.9	559.42
blastnHuman.ENSG00000233835	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_135097	0	0	0	0	0	0	0	0	0
ENSPPYG00000006133	8.42	16.02	6.99	4.09	4.08	7.76	6.06	0.9	1.6
ENSPPYG00000005142	0.1	0.1	0.3	0	0	0	0	0	0
ENSPPYG00000018981	17.31	32.62	14.5	10.5	18.7	85.44	64.26	77.31	64.75
ENSPPYG00000002599	4.5	2.71	3.2	14.39	14.17	34	14.78	27.27	13.88
blastnGorilla.Locus_391358	0	0	0	0	0	0	0	0	0
ENSPPYG00000011829	12.57	17.98	3.15	1.91	3.68	7.14	9.56	4.99	3.69
ENSPPYG00000007592	17.82	13.31	14.37	14.15	16.44	12.04	9.59	17.13	15.39
ENSPPYG00000006496	0.94	0.56	1.21	3.51	1.19	5.23	2.28	15.45	9.13
ENSPPYG00000004241	0.52	0	0	0.18	0.77	0.32	0	2.53	4.56
ENSPPYG00000010880	1.11	0.38	2.76	0	0	0	0	0	0
blastnGorilla.CUFF.101030	0.17	0	0.21	0	0	0	0	0	0.93
ENSPPYG00000008962	90.55	90.16	56.64	194.16	194.12	59.18	62.17	94.04	55.62
ENSPPYG00000004583	8.1	10.34	12.28	4.76	10.29	13.52	14.68	13.67	11
blastnMouse.ENSMUSG00000085338	0.37	0	0	0	0	0	0	0	0
ENSPPYG00000011756	10.73	8.51	0.22	0.08	0	0	0.1	0	0
ENSPPYG00000009121	37.08	25.48	19.11	0	0	0	0	0	0
blastnMacaque.Locus_100714	0	0	0	0	0	0	0	0	0
ENSPPYG00000012223	4.96	2.51	10.1	12.77	27.61	25.67	33.37	18.67	26.12
ENSPPYG00000012024	16.49	37.97	10.76	0.32	2.76	4.84	4.15	1.36	1.02
blastnPan.CUFF.444640	0.03	0	0	0	0	0	0	0	0
ENSPPYG00000013704	3.94	5.08	5.79	6.96	3.42	1.09	0.59	0.11	0.03
ENSPPYG00000012767	0.15	0.21	0.19	0	0	9.18	8.13	152.23	129.59
ENSPPYG00000017432	23	16.75	24.36	13.74	24.12	32.39	21.61	17.4	17.37
ENSPPYG00000020011	0.57	0.47	0.86	0.2	0.42	0.17	0.25	0	0.31
blastnHuman.Locus_46044	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000250822	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000254499	0	0	0	0	0	0	0	0	0
blastnPan.CUFF.319688	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_61877	0	0	0	0	0	0	0	0	0
ENSPPYG00000013082	0.42	0.23	0.11	0.05	0.21	0	0.06	0.14	0.73
blastnHuman.ENSG00000227116	0.3	0	0	0	0	0	0	0	0
blastnPan.Locus_160089	0.14	0.6	0.54	0.74	0	0.22	0.32	0	0
ENSPPYG00000009922	0.75	0.58	1.48	1.6	2.42	0.43	0.94	0.3	0.94
blastnMacaque.Locus_340016	0	0	0	0	0	0.2	0.58	0	0
blastnMacaque.Locus_187639	0	0	0	0	0	0	0	0	0
blastnPlatypus.Locus_143737	0	0	0	0	0	0	0	0	0
ENSPPYG00000002769	16.23	13.98	0.26	0	0.15	0.13	0.05	0	0.06
ENSPPYG00000010393	2.83	0	0.43	2.64	0	1.17	0.1	23.34	3.4
blastnMacaque.Locus_71837	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_339295	0	0	0	0	0	0	0	0	0
blastnHuman.XLOC_012889	0.11	0	0	0	0	0	0.12	0	0.44
ENSPPYG00000017100	1.59	1.74	0.58	0.16	0	0	0	0.45	0.13
ENSPPYG00000002102	4.32	4.6	1.84	4.39	2.31	1.38	2.71	2.21	2.95
blastnGorilla.Locus_440195	0	0.41	0.12	0.34	0.37	0.15	0.11	0	0
ENSPPYG00000015586	0.04	0.24	0.24	0.07	0.14	39.38	81.75	323.22	802.24
blastnHuman.Locus_193694	0	0.8	0	0	0	0	0	0	0
ENSPPYG00000012966	18.63	20.63	9.9	29.65	26.07	20.48	23.26	23.9	17.87
ENSPPYG00000014707	1.96	4.39	0.1	0	0	0	0	0	0
ENSPPYG00000014624	47.95	63.08	46.64	22.05	26.15	27.44	36.52	33.76	49.85
ENSPPYG00000008858	58.14	99.26	55.47	176.03	123.43	147.17	137.58	284.42	103.82
blastnHuman.ENSG00000229402	0	0	0	0	0	0	0	0	0
ENSPPYG00000001059	3.17	1	1.07	18.59	5.15	8.07	4.04	16.81	13.34
blastnHuman.CUFF.441118	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000256499	0	0	0	0	0	0	0	0	0
Locus_10997	0	0	0	0	0	3.14	1.27	0.56	0.31
ENSPPYG00000018396	12.13	17.67	12.84	10.56	8.29	1.16	0.74	10.52	5.94
blastnGorilla.Locus_440898	0	0	0	0	0	0	0.47	0	0
ENSPPYG00000007436	0.18	1.61	0.8	0.06	0	0.86	3.06	3.09	22.24
blastnHuman.Locus_147246	0	0	0	0	0	0	0	0	0
ENSPPYG00000006868	0.11	0	0	0	0	0	0.13	0	0
blastnHuman.Locus_100615	0	0	0	0	0	0	0	0	0
ENSPPYG00000006719	0.98	1.1	2.46	1.03	0.28	0.12	0	0.55	0.31
blastnHuman.ENSG00000254130	0	0	0	0	0	0	0	0	0
ENSPPYG00000017159	2.17	2.24	0.75	26.21	89.49	2.07	0.71	0	0
blastnHuman.Locus_37152	0	0	0	0	0	0	0	0	0
ENSPPYG00000012926	7.6	5.1	4.12	3.72	3.6	5.41	7.28	3.55	6.9
ENSPPYG00000012505	8	10.53	8.17	22.88	12.65	11.21	12.65	29.77	19.73
ENSPPYG00000008365	25.58	19.67	17.06	0.85	1.69	0.69	1.33	0.1	0.62
ENSPPYG00000000010	0	0	0	0	0	0	0	0	0
ENSPPYG00000009798	0	0.22	0.27	0	0	0	0.12	0	0
blastnMacaque.Locus_114954	0	0	0	0	0	0	0	0	0
ENSPPYG00000012994	8.19	7.5	3.3	11.56	10.1	6.53	7.79	6.18	6.37
blastnMacaque.Locus_340955	0	0	0	0	0	0	0	0	0
ENSPPYG00000005427	6.74	12.02	12.69	1.24	0.75	1.59	1.26	0.39	0.06
ENSPPYG00000003665	1.91	2.37	2.96	7.71	6.78	7.91	9.32	12.64	9.73
ENSPPYG00000005782	0.13	0.39	0.21	1.24	0.76	0.68	0.66	0.86	0.89
ENSPPYG00000007771	5.72	4.88	7.49	32.09	35.58	33.18	25.71	16.88	18.58
ENSPPYG00000006174	6.51	7.44	6.85	4.68	6.96	3.91	7.02	3.33	2.81
ENSPPYG00000002260	112.01	77.92	30.09	100.24	316.8	104.74	102.99	237.41	80.25
blastnPan.Locus_55328	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_183918	0	0	0	0	0	0	0	0	0
ENSPPYG00000010824	118.92	146.86	27.77	2.21	4.25	17.75	16.6	0.82	3.15
ENSPPYG00000013357	24.11	31.8	19.03	8.54	11.46	16.61	13.4	10.09	9.52
ENSPPYG00000009997	9.94	22.74	2.47	34.14	39.42	12.14	5.18	11.81	7.3
ENSPPYG00000011304	10.59	6.4	5.59	18.53	13.59	4.2	5.47	9.11	5.22
blastnMacaque.Locus_394441	0	0	0	0	0	0	0	0	0
ENSPPYG00000015413	1.87	0.16	0.83	18.52	3.39	17.25	5.12	20.65	7.83
ENSPPYG00000009700	3.14	2.7	1.85	3.72	7.39	5.3	2.89	2.96	3.45
blastnMacaque.Locus_340158	0	0	0	0	0	0	0	0	0
blastnMouse.ENSMUSG00000091371	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_150263	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_371882	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_62719	0	0	0	0	0	0	0	0	0
ENSPPYG00000010293	0	0	0	0	0	0	0	0	0
ENSPPYG00000012217	8.26	7.45	4.37	5.93	8.56	6.45	6.62	6.02	7.02
blastnHuman.ENSG00000236003	0	0	0.67	0.23	1	1.23	0	0	0.37
ENSPPYG00000004395	3.99	0.83	1.74	1.19	0	1.21	5.42	0.24	0
ENSPPYG00000004934	9.38	8.96	7.32	6.38	11.01	6.39	5.47	2.53	2.9
ENSPPYG00000012042	0.3	0.84	0.13	0.17	0.12	1.33	2.27	0.16	0.51
blastnHuman.Locus_86132	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000254295	0.46	0	3.99	0	0	0	1.52	1.11	1.25
ENSPPYG00000010564	1.36	0.32	0.26	2.32	1.16	0.8	0.58	15.14	9.23
ENSPPYG00000025938	0.98	0.68	0	8.4	0	1.5	2.91	3.19	8.52
ENSPPYG00000014027	26.94	43.67	22.6	0.03	0	0.05	0.09	0.04	0.02
blastnMacaque.Locus_244972	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_246701	0.48	0	0	0	1.77	0	0	0	0
blastnHuman.ENSG00000229307	0	0	0	0	0	0	0	0	0
Locus_61529	0	0	0	0	0	0	0.56	0	0.69
ENSPPYG00000016265	7.46	6.29	12.64	30.01	33.96	9.62	12.96	13.56	12.35
ENSPPYG00000014438	55	47.52	38.09	48.87	59.76	73.3	92.62	16.47	9.78
Locus_265428	3.26	0.79	0	0	0	0	0	0	0
ENSPPYG00000010165	4.66	10.5	0.06	0.08	0.17	1.27	0.21	1.7	0.57
ENSPPYG00000003137	0.25	0.51	0.15	0	0	108.93	47.97	0.3	0
blastnHuman.Locus_61550	0	0	0	0	0	0	0	0	0
ENSPPYG00000019000	6.07	8.7	8.51	7.55	6.88	8.82	10.44	15	10.41
ENSPPYG00000016423	10.66	11.19	10.35	6.06	9.36	16.63	14.92	17.67	20.04
ENSPPYG00000002533	21.27	29.72	22.37	16.74	14.27	19.59	20.57	13.82	10.42
ENSPPYG00000012012	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_115763	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000254143	0	0	0	0.4	0	0	0	0	0
ENSPPYG00000002346	1.91	1.35	2.27	4.14	3.78	1.42	2.27	1.87	3.15
ENSPPYG00000015803	2.59	1.25	0.46	0	0.25	7.66	6.44	4.9	5.65
blastnHuman.ENSG00000244493	0.42	0.87	0	0	0	0	0	1.02	0
ENSPPYG00000020474	0.48	1.97	0.3	0.41	0	0	0	0	0
blastnHuman.ENSG00000237399	0.47	0.83	1.96	0.5	0.27	0.33	0.28	0.62	0.55
blastnHuman.Locus_119280	0	0	0	0	0	0	0	0	0
ENSPPYG00000008592	218.05	698.51	179.61	371.26	155.49	242.62	243.97	442.23	334.1
ENSPPYG00000018831	6.32	10.4	7.01	8.39	13.81	3.02	7	8.52	8.31
blastnHuman.ENSG00000234962	0	0	0	0	0	0	0	0	0
ENSPPYG00000014046	0	0	0	0	0	0	0.1	0	0
ENSPPYG00000008407	66.19	45.08	28.34	11.18	5.42	20.26	20.01	9.05	8.8
ENSPPYG00000004325	0.09	0	0	0	0	0.28	0.52	0.68	0.25
ENSPPYG00000013157	9.05	10.89	8.84	19.95	24.6	96.59	47.31	4	1.46
blastnHuman.XLOC_009419	0	0	0	0	0	0	0	0	0
ENSPPYG00000019264	0.5	0.09	0.04	0.77	0.46	2.79	4.86	2.68	2.36
ENSPPYG00000003540	2.48	3.48	5.25	3.86	2.61	2.56	2.01	2.58	2.12
blastnMacaque.Locus_340498	0	0	0	0.38	0	0	0.12	0	0
ENSPPYG00000010779	4.61	0	1.77	5.75	3.92	6.46	3.53	98.97	16.95
blastnPan.Locus_39689	0	0	0	0	0	0	0	0	0
blastnPan.CUFF.407388	0	0	0	0	0	0	0	0	0
blastnHuman.Locus_159205	0	0	0	0	0	0	0	0	0.28
ENSPPYG00000025950	12.66	24	8.81	19.11	24.55	15.54	13.48	10.84	8.1
blastnMacaque.Locus_190292	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_189231	0	0	0	0	0	0	0.56	0	0
blastnPan.Locus_177717	0	0	0	0	0	0	0	0	0
ENSPPYG00000019943	1.01	1.04	0	0	0	0	0	0	0
blastnMacaque.Locus_371946	0	0	0	0	0	0	0	0	0
blastnHuman.CUFF.271154	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_240170	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_135092	0	0	0	0	0	0	0	0	0
ENSPPYG00000008929	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_140379	0	0	0	0	0	0	0	0	0
ENSPPYG00000006740	87.62	62.02	41.4	25.29	14.32	15.02	11.33	3.71	2.41
ENSPPYG00000009345	339.57	601.2	141.92	255.94	278.37	302.79	180.99	404.1	181.35
blastnHuman.ENSG00000237359	0	0	0	0.32	0.35	0	0.31	0	0.13
ENSPPYG00000008286	76.88	78.27	48.73	146.88	149.63	100.1	104.69	186.72	113.88
ENSPPYG00000013700	8.1	7.02	6.87	10.7	2.02	1.29	0.76	0.6	0.15
blastnMouse.ENSMUSG00000089797	0	0	0	0	0	0	0	0	0
Locus_218065	0	0.39	0	0	0	0	0.84	0	0
ENSPPYG00000005169	15.96	12.38	20.84	27.45	27.94	25.17	28.85	29.56	26.36
blastnGorilla.Locus_441618	0	0	0	0	0	0	0	0	0
blastnOpossum.Locus_120654	0	0	0	0	0	0	0	0	0
ENSPPYG00000006751	19.73	28.79	10.84	22.39	25.04	20.29	25.99	45.68	23.66
blastnMacaque.Locus_371862	0	0.78	0	0	0	0	0	0	0
ENSPPYG00000001445	7.68	7.15	8.78	4.94	6.55	9.33	13.44	3.34	11.2
ENSPPYG00000007977	103.22	89.07	70.92	10.94	9.43	0.89	0.55	1.91	1.39
ENSPPYG00000018630	5.34	5.28	4.08	3.4	2.65	2.55	1.59	3.1	2.61
ENSPPYG00000008180	5.63	11.04	4.38	2.28	4.17	3.31	3.66	11.69	5.59
ENSPPYG00000016384	0	0	0	0	0	0	0	0	0
ENSPPYG00000011314	0.49	1.59	1.57	2.5	2.32	0.85	3.4	0.51	1.24
ENSPPYG00000014955	16.36	13.43	12.81	19.28	22.52	16.98	17.11	15.45	11.36
Locus_120760	0.15	0	0	0	0	0	0	1.47	2.48
blastnGorilla.Locus_59325	0	0	0	0	0	0	0	0	0
Locus_194574	0	0	0	0	0.86	0.71	0.77	0	0
ENSPPYG00000020816	11.63	15.46	10.92	5.29	5.72	2.73	2.37	2.26	3.9
blastnHuman.ENSG00000247006	0	0	0	0	0	0	0	0	0
blastnPan.Locus_73397	0	0	0	0	0	0	0	0	0
Locus_227832	0	0	0	0	0	0	0	7.36	0.75
ENSPPYG00000014626	9.31	5.31	6.01	31.12	25.34	33.18	33.56	100.72	68.61
ENSPPYG00000011471	3.3	6.29	0.95	1.3	1.25	4.11	5.52	4.72	1.39
ENSPPYG00000016888	0	0	0	0	0	0	0	0	0
ENSPPYG00000013453	6.3	6.98	7.19	7.1	11.69	12.01	11.44	5.6	11.53
blastnPan.Locus_129995	0	0	0	0	0	0	0	0.85	0
ENSPPYG00000009858	0.37	1.77	0.53	0	0.23	1.3	0.14	0.59	0.46
ENSPPYG00000018743	2.53	3.42	4.98	6.47	3.95	1.77	2.48	3.07	6.11
blastnHuman.Locus_136540	0	0	0	0	0	0	0	0	0
ENSPPYG00000005357	3.41	2.09	4.63	9.03	5.13	2.98	3.17	3.71	3.06
blastnGorilla.Locus_227254	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_392566	0	0	0	0	0	0	0	0	0
blastnHuman.ENSG00000233633	0	0	0	0	0	0	0	0	0
ENSPPYG00000018621	4.92	6.46	6.41	0.76	0.16	0.1	0.16	0.05	0.17
ENSPPYG00000011045	6.13	4.19	3.57	3.46	1.92	2.61	2.07	5.43	2.98
ENSPPYG00000015318	0.73	0.47	0.06	0.08	0.34	0.21	0.71	0.22	0
ENSPPYG00000019930	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_138788	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_228115	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_139904	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_370505	0	0	0	0.51	0	0	0	0	0
ENSPPYG00000004922	6.58	1.99	1.49	3.49	3.14	3.02	1.76	10.74	5.89
blastnMacaque.Locus_498654	0.22	0.23	0	0.19	0	0.17	0.37	0.27	0.3
blastnGorilla.Locus_416303	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_209696	0	0	0	0	0	0	0	0	0
Locus_61689	0.12	0	0.31	2.3	0.9	1.86	3.4	5.06	4.69
ENSPPYG00000011041	130.95	128.29	53.13	57.13	50.33	60.09	56.69	70.23	47.97
blastnHuman.ENSG00000231107	0	0.31	0	0	0	0	0	0.12	0
blastnHuman.ENSG00000225457	0	0.11	0.07	0.09	0	0	0	0	0
