gene	CACNG8
gene	TUBB3
gene	CPLX2
gene	KIAA0408
gene	ATP1A3
gene	C1orf95
gene	SCHIP1
gene	DIRAS1
gene	NPTXR
gene	PACSIN1
gene	LSAMP
gene	SHC3
gene	KIAA1644
gene	FRRS1L
gene	KCNJ9
gene	ATCAY
gene	ELAVL3
gene	NAP1L5
gene	KCTD16
gene	OPCML
gene	CAMK2A
gene	SVOP
gene	SHISA9
gene	PMP2
gene	CLCN4
gene	CDK5R2
gene	CACNG3
gene	SLC1A2
gene	CALN1
gene	NPTX1
gene	RPH3A
gene	SPRN
gene	PNMA3
gene	SYP
gene	KCNJ6
gene	CDK5R1
gene	NOVA2
gene	GALNT9
gene	TNR
gene	B3GAT1
gene	NMNAT2
gene	FUT9
gene	NECAB1
gene	SPOCK1
gene	SYT7
gene	EFNB3
gene	C1orf61
gene	HCN2
gene	SLC17A7
gene	FBXL16
gene	IL17D
gene	RNF157
gene	KCNQ3
gene	RBFOX1
gene	PALM2
gene	NKAIN2
gene	PAK3
gene	CECR6
gene	KIAA1549L
gene	CELF4
gene	KIAA0513
gene	XKR4
gene	ADCY1
gene	YPEL4
gene	SYT11
gene	SERP2
gene	LHFPL4
gene	GRIN1
gene	GPR123
gene	KCNA1
gene	SLC35F1
gene	RTN4RL2
gene	ATP2B3
gene	RIMKLA
gene	SBK1
gene	DLGAP2
gene	ARC
gene	PNMAL2
gene	SEC14L5
gene	ZNF365
gene	GPM6B
gene	ARNT2
gene	TTC9B
gene	KCNC2
gene	PEX5L
gene	SLC1A3
gene	DNM3
gene	KCNQ5
gene	CLVS2
gene	DLG2
gene	CADM3
gene	PRRG3
gene	JAKMIP3
gene	SYT5
gene	AJAP1
gene	SGTB
gene	HRK
gene	KCNV1
gene	ATP2B2
gene	DOC2A
gene	LRRC7
gene	KCNB1
gene	GABRA3
gene	SEMA6B
gene	SRGAP3
gene	AKAP5
gene	SH2D5
gene	TRIM9
gene	NTM
gene	SLC6A17
gene	GNG4
gene	NELL2
gene	PCDH19
gene	TTBK1
gene	CREG2
gene	FAM19A1
gene	STXBP1
gene	KCNK12
gene	SLITRK4
gene	KCNF1
gene	GRM5
gene	AQP4
gene	TMEM132B
gene	OLFM1
gene	PTCHD1
gene	SNX32
gene	GRIN2B
gene	CCDC184
gene	PTPRT
gene	FGF14
gene	ADD2
gene	TPPP
gene	CAMK2N2
gene	NRSN1
gene	BEGAIN
gene	LRRC55
gene	KCNIP4
gene	SLC6A1
gene	KHDRBS2
gene	APC2
gene	LUZP2
gene	IGFL4
gene	KNDC1
gene	LHFPL3
gene	CEND1
gene	ARPP21
gene	SLC8A2
gene	CCDC85A
gene	RNFT2
gene	RAPGEF4
gene	FAM163B
gene	KCNA6
gene	GLRA3
gene	RIMS2
gene	FRMPD4
gene	CNKSR2
gene	PNMAL1
gene	ETNPPL
gene	CIT
gene	ADCYAP1R1
gene	KCTD4
gene	ELFN2
gene	FAM155A
gene	SCN2B
gene	PNMA2
gene	CHRNB2
gene	GPR98
gene	NCAM2
gene	HHIPL1
gene	FOXG1
gene	FMN2
gene	ELOVL2
gene	GABBR2
gene	B4GALNT1
gene	CHD5
gene	KCNS2
gene	OLFM3
gene	SLC12A5
gene	RND2
gene	CBLN4
gene	GRIN2A
gene	HCN1
gene	DLGAP1
gene	HTR2A
gene	RORB
gene	RPS6KL1
gene	DACH2
gene	CUX2
