5S_rRNA	0
7SK	0
A1BG	7
A1CF	1
A2M	841
A2ML1	0
A4GALT	92
A4GNT	0
AAAS	114
AACS	69
AADAC	0
AADACL2	0
AADACL3	0
AADACL4	0
AADAT	24
AAED1	107
AAGAB	124
AAK1	106
AAMDC	228
AAMP	270
AANAT	0
AAR2	72
AARD	0
AARS	461
AARS2	57
AASDH	34
AASDHPPT	241
AASS	73
AATK	17
ABAT	4
ABCA1	187
ABCA12	0
ABCA13	0
ABCA3	646
ABCA4	0
ABCA5	1254
ABCA6	96
ABCA8	171
ABCA9	329
ABCB1	54
ABCB10	105
ABCB11	0
ABCB4	21
ABCB5	0
ABCB6	375
ABCB8	89
ABCB9	19
ABCC1	384
ABCC10	109
ABCC11	0
ABCC12	0
ABCC3	18
ABCC4	23
ABCC6	12
ABCC8	35
ABCC9	715
ABCD2	1
ABCD3	161
ABCD4	54
ABCE1	260
ABCF1	934
ABCF2	306
ABCF3	397
ABCG1	158
ABCG2	27
ABCG4	1
ABCG5	3
ABCG8	0
ABHD1	167
ABHD10	48
ABHD11	46
ABHD12	105
ABHD12B	3
ABHD13	102
ABHD14A-ACY1	222
ABHD14B	28
ABHD15	26
ABHD16A	79
ABHD16B	4
ABHD17A	319
ABHD17B	45
ABHD17C	24
ABHD2	374
ABHD3	52
ABHD4	55
ABHD5	92
ABHD6	7
ABHD8	80
ABI1	249
ABI2	55
ABI3	17
ABI3BP	96
ABL1	412
ABL2	44
ABLIM1	848
ABLIM2	1043
ABLIM3	1366
ABO	12
ABR	56
ABRA	4502
ABRACL	2
ABT1	44
ABTB1	171
ABTB2	70
ACA59	2
ACA64	1
ACAA1	106
ACAA2	437
ACACB	1923
ACAD10	47
ACAD11	104
ACAD8	45
ACAD9	220
ACADL	107
ACADM	872
ACADS	170
ACADSB	125
ACADVL	3292
ACAN	0
ACAP1	11
ACAP2	121
ACAP3	210
ACAT1	912
ACAT2	65
ACBD3	195
ACBD4	34
ACBD5	166
ACBD7	0
ACCS	32
ACCSL	0
ACD	42
ACE	40
ACE2	5
ACER1	1
ACER2	108
ACER3	59
ACHE	332
ACIN1	660
ACKR1	88
ACKR2	2
ACLY	109
ACMSD	2
ACN9	32
ACO1	230
ACO2	2879
ACOT11	4
ACOT12	0
ACOT13	228
ACOT2	237
ACOT4	1
ACOT6	13
ACOT7	18
ACOT8	79
ACOT9	137
ACOX1	186
ACOX2	5
ACOX3	0
