5S_rRNA	0	
7SK	0	
A1BG	4	
A1CF	0	
A2M	455	
A2ML1	0	
A4GALT	29	
A4GNT	0	
AAAS	88	
AACS	78	
AADAC	0	
AADACL2	0	
AADACL3	0	
AADACL4	0	
AADAT	11	
AAED1	43	
AAGAB	90	
AAK1	86	
AAMDC	311	
AAMP	238	
AANAT	0	
AAR2	79	
AARD	2	
AARS	315	
AARS2	44	
AASDH	28	
AASDHPPT	187	
AASS	116	
AATK	5	
ABAT	0	
ABCA1	113	
ABCA12	0	
ABCA13	0	
ABCA3	272	
ABCA4	0	
ABCA5	850	
ABCA6	66	
ABCA8	139	
ABCA9	209	
ABCB1	6	
ABCB10	90	
ABCB11	0	
ABCB4	5	
ABCB5	1	
ABCB6	231	
ABCB8	66	
ABCB9	9	
ABCC1	526	
ABCC10	70	
ABCC11	0	
ABCC12	2	
ABCC3	2	
ABCC4	51	
ABCC6	10	
ABCC8	36	
ABCC9	352	
ABCD2	1	
ABCD3	128	
ABCD4	39	
ABCE1	203	
ABCF1	674	
ABCF2	335	
ABCF3	482	
ABCG1	68	
ABCG2	9	
ABCG4	0	
ABCG5	1	
ABCG8	0	
ABHD1	95	
ABHD10	29	
ABHD11	38	
ABHD12	75	
ABHD12B	1	
ABHD13	78	
ABHD14A-ACY1	232	
ABHD14B	33	
ABHD15	35	
ABHD16A	102	
ABHD16B	1	
ABHD17A	203	
ABHD17B	42	
ABHD17C	28	
ABHD2	175	
ABHD3	24	
ABHD4	128	
ABHD5	100	
ABHD6	5	
ABHD8	90	
ABI1	173	
ABI2	34	
ABI3	12	
ABI3BP	80	
ABL1	237	
ABL2	13	
ABLIM1	659	
ABLIM2	568	
ABLIM3	1130	
ABO	14	
ABR	44	
ABRA	481	
ABRACL	0	
ABT1	66	
ABTB1	183	
ABTB2	70	
ACA59	0	
ACA64	0	
ACAA1	106	
ACAA2	612	
ACACB	5776	
ACAD10	53	
ACAD11	140	
ACAD8	45	
ACAD9	218	
ACADL	39	
ACADM	939	
ACADS	264	
ACADSB	198	
ACADVL	2862	
ACAN	0	
ACAP1	4	
ACAP2	73	
ACAP3	104	
ACAT1	1385	
ACAT2	44	
ACBD3	172	
ACBD4	23	
ACBD5	131	
ACBD7	0	
ACCS	19	
ACCSL	0	
ACD	23	
ACE	19	
ACE2	2	
ACER1	0	
ACER2	29	
ACER3	48	
ACHE	5	
ACIN1	496	
ACKR1	131	
ACKR2	3	
