ENSEMBL ID	Human_Cerebellar_Cortex_Average_RPKM	Chimp_Cerebellar_Cortex_Average_RPKM	Rhesus_Monkey_Cerebellar_Cortex_Average_RPKM	Mouse_Cerebellar_Cortex_Average_RPKM
ENSG00000000003	8.141580000000001	15.713533333333332	12.221086666666666	39.70910000000001
ENSG00000000005	0.0	0.5161051666666666	1.8274483333333331	3.53452
ENSG00000000419	43.76011666666667	37.678050000000006	47.36595	58.05943333333334
ENSG00000000457	18.868833333333335	32.48431666666667	29.399050000000003	44.836749999999995
ENSG00000000460	11.605051666666666	10.763045	9.405788333333332	5.726875
ENSG00000000938	6.297675000000001	8.189413333333333	7.00035	1.0368978333333334
ENSG00000000971	10.962343333333335	16.764736666666664	99.4338	49.362766666666666
ENSG00000001036	39.84676666666667	44.54058333333334	45.5828	159.62766666666667
ENSG00000001084	37.506483333333335	61.15558333333333	41.46956666666667	126.51883333333335
ENSG00000001167	41.63205	73.67864999999999	44.07221666666666	33.80161666666667
ENSG00000001460	42.90376666666666	13.000206666666669	1.6417765	1.9037049999999998
ENSG00000001461	168.16566666666665	172.06483333333333	248.5635	137.44366666666667
ENSG00000001497	130.93433333333334	117.13366666666667	135.77633333333333	134.80633333333333
ENSG00000001561	46.886583333333334	103.22845000000001	83.82383333333333	73.39231666666667
ENSG00000001617	10.916883333333333	18.455883333333333	49.4909	64.65081666666667
ENSG00000001626	0.13223133333333334	0.7790958333333332	0.15953883333333332	0.5790575
ENSG00000001629	59.676966666666665	80.67254999999999	58.48930000000001	59.53306666666668
ENSG00000001630	108.79811666666666	119.96616666666667	102.9686	122.64481666666666
ENSG00000001631	80.39741666666667	91.24029999999999	73.03781666666667	98.6316
ENSG00000002016	15.07765666666667	13.966299999999999	14.816821666666664	25.379266666666666
ENSG00000002330	144.47023333333334	128.16243333333333	111.15208333333334	137.76406666666668
ENSG00000002549	77.61176666666667	130.9091666666667	90.76158333333335	75.30233333333334
ENSG00000002726	0.0	0.05514616666666666	1.7145066666666668	0.2670943333333333
ENSG00000002745	1.3732563333333336	4.73274	3.8202083333333334	4.2609933333333325
ENSG00000002746	25.795216666666665	29.808966666666663	74.79613333333333	61.527433333333335
ENSG00000002822	37.5468	34.76071666666667	42.00511666666666	44.042899999999996
ENSG00000002834	73.16211666666668	90.17586666666666	151.2945	270.36083333333335
ENSG00000002919	34.144283333333334	30.768666666666665	65.2924	70.61683333333332
ENSG00000002933	20.20286666666667	37.13523333333334	25.901833333333332	30.056141666666665
ENSG00000003056	104.19988333333333	200.64766666666665	200.673	317.88283333333334
ENSG00000003096	18.455953333333333	27.397616666666664	33.24333333333333	90.03026666666666
ENSG00000003137	171.1155	66.38535	106.01048333333334	46.94695000000001
ENSG00000003147	138.68966666666668	74.55835	39.37781666666667	107.60936666666667
ENSG00000003249	93.97076666666668	72.38206666666666	108.70708333333334	101.75673333333333
ENSG00000003393	265.4316666666667	422.55	330.437	257.4456666666667
ENSG00000003402	144.1225	55.79081666666667	51.42556666666667	15.6137
ENSG00000003436	4.407645	4.896028333333334	24.033350000000002	8.639908333333334
ENSG00000003509	47.43795	29.34391666666666	54.01415	88.21641666666666
ENSG00000003756	242.08766666666668	245.31399999999996	197.39566666666664	221.712
ENSG00000003987	48.89685	49.116166666666665	56.756783333333324	133.79666666666665
ENSG00000003989	3.990979	15.433349999999999	36.17286666666667	35.583
ENSG00000004059	718.6065	589.5045000000001	532.6878333333333	381.77383333333336
ENSG00000004139	33.56908333333333	45.35908333333333	75.40408333333333	69.7737
ENSG00000004399	8.505346666666666	13.697586666666666	22.981216666666665	30.58996666666667
ENSG00000004455	66.53998333333334	172.10933333333332	156.3165	78.63518333333333
ENSG00000004468	1.1932100000000003	14.411918333333334	28.696051666666666	33.71315
ENSG00000004478	665.9581666666667	545.6291666666666	965.8159999999998	544.7199999999999
ENSG00000004487	122.64883333333334	126.88366666666667	122.81833333333334	117.55033333333334
ENSG00000004534	380.5753333333334	304.4211666666667	110.46786666666667	166.36216666666667
ENSG00000004660	105.64221666666667	113.19136666666667	189.33950000000002	157.61216666666664
ENSG00000004700	32.207899999999995	42.26351666666667	34.96645	37.16285
ENSG00000004766	51.998016666666665	52.87981666666667	73.27463333333334	69.14341666666667
ENSG00000004776	20.417708333333334	68.1679	200.50256666666667	29.14435
ENSG00000004777	61.789183333333334	61.9548	60.30146666666667	40.43456666666667
ENSG00000004779	318.4421666666667	341.3691666666667	683.2543333333333	61.69833333333333
ENSG00000004799	12.145823333333334	30.887583333333335	7.098211666666667	52.36528333333334
ENSG00000004809	0.0	0.0	0.0	0.0
ENSG00000004838	6.264566666666666	6.068653333333334	5.637215	8.016879999999999
ENSG00000004846	0.0	0.0	0.0	0.0
ENSG00000004848	0.0	0.0	3.5722166666666664	1.4644266666666665
ENSG00000004864	17.196933333333334	24.7208	35.37656666666667	15.100214999999999
ENSG00000004866	85.31958333333334	98.00484999999999	57.582483333333336	29.889316666666662
ENSG00000004897	58.03541666666667	72.82008333333333	59.398450000000004	70.88273333333333
ENSG00000004939	2.4724833333333334	0.18298	0.3252818333333333	1.8497556666666666
ENSG00000004948	0.0	0.0	0.24967116666666667	1.0968493333333331
ENSG00000004961	51.2584	55.4607	85.93270000000001	95.9363
ENSG00000004975	75.70021666666666	68.1317	52.569566666666674	50.37506666666666
ENSG00000005001	36.62583333333333	48.7481	11.139666666666669	0.0
ENSG00000005007	163.097	183.38883333333334	232.168	170.30333333333337
ENSG00000005020	13.429561666666666	19.0283	12.044293333333334	32.046083333333335
ENSG00000005022	1107.9358333333334	783.8903333333333	923.2921666666667	1729.3666666666666
ENSG00000005059	1.2435566666666666	22.35101333333333	25.564333333333334	5.019785000000001
ENSG00000005073	0.0	0.0	0.0	0.0
ENSG00000005075	155.2897	398.72749999999996	730.7985	581.2651666666667
ENSG00000005100	31.570966666666667	49.909	44.792	69.42448333333333
ENSG00000005102	0.0	0.17817166666666664	0.16726166666666667	2.645695
ENSG00000005108	3.1993700000000005	11.868136666666667	17.253751666666666	48.95823333333333
ENSG00000005156	38.23956666666666	35.22111666666667	37.09016666666667	44.988283333333335
ENSG00000005175	45.262766666666664	52.95495	40.1924	70.31415
ENSG00000005187	0.8972953333333332	1.1199033333333335	3.488635	1.5902
ENSG00000005189	11.538685	11.862256666666667	16.532118333333333	2.6541166666666665
ENSG00000005194	94.28253333333333	80.01308333333333	95.75821666666667	96.86678333333333
ENSG00000005206	145.60783333333333	89.52738333333333	211.102	141.82466666666667
ENSG00000005238	45.58706666666668	80.28963333333334	43.1243	100.43153333333333
ENSG00000005243	7.7773650000000005	5.14461	25.732883333333334	3.0621699999999996
ENSG00000005249	38.72845	47.218916666666665	35.836983333333336	43.01186666666666
ENSG00000005302	68.76036666666668	75.02275	52.01746666666667	70.01318333333333
ENSG00000005339	125.82766666666664	173.63233333333335	134.78315	125.145
ENSG00000005379	77.89511666666667	118.95016666666668	100.16665	222.303
ENSG00000005381	2.625976666666667	9.362713333333334	0.9285321666666667	0.42445433333333343
ENSG00000005421	1.2810606666666666	0.8225220000000001	0.0	0.40395566666666666
ENSG00000005436	17.959	15.114893333333335	6.191413333333334	17.523063333333333
ENSG00000005448	50.90775	71.36825	90.84948333333334	40.933883333333334
ENSG00000005469	19.977083333333333	16.26385	8.990708333333334	67.12536666666666
ENSG00000005471	0.31455833333333333	0.5725106666666667	1.225038	5.327196666666667
ENSG00000005483	188.22383333333335	246.10083333333333	227.01533333333336	267.5698333333334
ENSG00000005486	249.02583333333328	231.08483333333334	262.2626666666667	164.10033333333334
ENSG00000005513	87.70443333333333	152.83948333333333	177.30678333333333	195.56633333333335
ENSG00000005700	55.68431666666667	56.870583333333336	46.19206666666667	56.974333333333334
ENSG00000005810	88.87981666666667	113.26416666666665	113.99351666666665	212.995
ENSG00000005812	169.78533333333334	233.00233333333333	209.9864	361.98199999999997
ENSG00000005844	2.146183333333333	3.6271826666666667	1.1774691666666666	45.991543666666665
ENSG00000005882	491.45216666666664	483.80583333333334	434.63283333333334	595.5145
ENSG00000005884	50.7245	33.19273333333334	30.573399999999996	85.81813333333332
ENSG00000005889	58.57226666666667	100.26246666666667	68.43354999999998	61.819583333333334
ENSG00000005893	115.01921666666665	168.45633333333333	157.66818333333333	204.94299999999998
ENSG00000005955	256.9415	268.95149999999995	249.88566666666665	301.6116666666666
ENSG00000005961	9.349068333333333	22.572666666666667	13.865816666666667	1.9085633333333336
ENSG00000005981	0.5232150000000001	0.49700300000000003	0.0	5.483719999999999
ENSG00000006007	119.71483333333335	144.43583333333336	150.205	571.274
ENSG00000006015	389.4318333333333	216.7951666666667	324.7983333333333	179.188
ENSG00000006016	8.508803333333335	47.142500000000005	21.746925	8.193671666666665
ENSG00000006025	35.49666666666667	32.4516	44.6429	38.69263333333333
ENSG00000006042	78.48958333333333	220.00616666666667	43.65261666666667	48.76361666666666
ENSG00000006047	1.3963066666666666	0.7548483333333333	0.18564499999999998	11.401828333333333
ENSG00000006059	0.0	0.25410099999999997	0.0	0.35476183333333333
ENSG00000006062	16.3501	24.916700000000002	27.075483333333334	12.047611666666667
ENSG00000006071	174.68383333333335	123.60766666666666	104.17093333333334	97.83813333333335
ENSG00000006074	0.0	0.0	0.0	0.0
ENSG00000006075	0.8501633333333333	0.0	0.757825	0.9775616666666668
ENSG00000006114	28.34445	43.76253333333333	36.87871666666667	75.75930000000001
ENSG00000006116	6.279303333333334	25.662366666666667	31.9756	48.85738333333333
ENSG00000006118	282.1408333333334	270.3726666666667	809.7611666666667	826.3765
ENSG00000006125	279.85283333333336	412.2871666666667	346.0455	396.72016666666667
ENSG00000006128	2.265396666666667	0.0	4.407788333333333	35.73900166666667
ENSG00000006194	38.48513333333333	38.287600000000005	38.45361666666667	50.5377
ENSG00000006210	296.12999999999994	2639.7636666666663	0.0	8341.775
ENSG00000006282	198.6695	183.77166666666668	143.0054	2.451283333333333
ENSG00000006283	55.22161666666667	101.09895	193.36800000000002	258.97383333333335
ENSG00000006327	8.05198	5.873754999999999	6.156073333333334	90.40626666666667
ENSG00000006377	0.0	0.16257483333333334	0.1495256666666667	0.18914666666666669
ENSG00000006432	40.61378333333334	77.18125	75.36393333333334	92.3464
ENSG00000006451	78.45453333333333	129.16833333333332	95.31815	200.2218333333333
ENSG00000006453	2.3304066666666663	2.0554936666666666	0.9651008333333332	2.861241666666667
ENSG00000006459	17.495900000000002	28.29681666666667	35.9443	62.05231666666666
ENSG00000006468	508.0046666666667	550.0046666666666	384.9096666666667	298.32933333333335
ENSG00000006530	61.47941666666667	69.26833333333333	57.612516666666664	61.8499
