ENSEMBL ID	Human_Kidney_Average_RPKM	Chimp_Kidney_Average_RPKM	Rhesus_Monkey_Kidney_Average_RPKM	Mouse_Kidney_Average_RPKM
ENSG00000000003	108.59296666666665	125.98691666666667	148.7701666666667	15.608883333333333
ENSG00000000005	0.8547183333333335	3.3748583333333335	0.39451449999999993	0.5473433333333334
ENSG00000000419	58.84921666666667	52.21431666666666	60.40195	103.0902
ENSG00000000457	18.823788333333333	40.18033333333333	26.391116666666665	50.452400000000004
ENSG00000000460	7.995243333333332	6.000725	2.8381133333333337	5.218228333333333
ENSG00000000938	13.94562333333333	28.5114	8.162243333333334	6.899683333333333
ENSG00000000971	63.11093333333333	89.48851666666667	179.87116666666665	366.1176666666667
ENSG00000001036	289.4642	224.43866666666668	194.93949999999998	2074.1749999999997
ENSG00000001084	68.7701	182.5884333333333	77.59143333333334	817.5773333333332
ENSG00000001167	42.9874	79.01051666666666	59.86876666666666	53.631316666666656
ENSG00000001460	14.36988	20.827866666666665	7.121041666666668	0.35828166666666666
ENSG00000001461	36.491234999999996	46.9082	64.4022	65.60703333333332
ENSG00000001497	81.52335000000001	55.76701666666667	60.22553333333334	141.26383333333334
ENSG00000001561	71.69205	132.95703333333333	124.0225	88.64971666666668
ENSG00000001617	136.9051166666667	90.1715	87.4412	77.84828333333334
ENSG00000001626	105.77872483333333	0.8347669999999999	2.359735	15.256933333333334
ENSG00000001629	71.8996	74.0974	79.56358333333333	221.96099999999998
ENSG00000001630	137.21644999999998	134.40966666666668	86.18934999999999	655.4195000000001
ENSG00000001631	99.67181666666666	98.22018333333334	46.31783333333333	77.58438333333334
ENSG00000002016	10.819425	11.193255	9.629121666666666	12.875121666666667
ENSG00000002330	203.82983333333334	231.54566666666665	188.43616666666665	181.48800000000003
ENSG00000002549	272.023	1028.3606666666667	662.1225	1098.8818333333334
ENSG00000002726	954.08358	986.8664999999997	2725.445	30.41971666666667
ENSG00000002745	0.45441	1.8844416666666668	0.5609866666666666	3.1552631666666664
ENSG00000002746	16.42705833333333	48.16988333333333	141.893	0.0
ENSG00000002822	27.331199999999995	33.80835	25.31175	20.409516666666665
ENSG00000002834	154.3187	202.78236666666666	191.77333333333334	457.9866666666666
ENSG00000002919	44.71841666666666	46.43993333333333	90.44538333333334	44.721966666666674
ENSG00000002933	965.46026	1445.8253333333332	427.4646666666667	3419.86
ENSG00000003056	209.5732	289.4575	329.255	718.7555000000001
ENSG00000003096	44.979031666666664	101.89798333333333	98.91236666666667	17.629299999999997
ENSG00000003137	138.1151983333333	27.978189999999998	13.90299	47.45253333333334
ENSG00000003147	76.24409666666666	65.61978333333334	34.7985	17.574628333333333
ENSG00000003249	29.36045	80.58836666666666	57.71095	5.189618333333334
ENSG00000003393	38.9346	37.60263333333333	50.83418333333333	81.17843333333333
ENSG00000003402	178.1966666666667	206.45700000000002	180.111	100.22768333333333
ENSG00000003436	158.0779666666667	347.34549999999996	168.36433333333335	25.696318333333334
ENSG00000003509	54.372800000000005	49.364133333333335	53.90085	120.21063333333335
ENSG00000003756	215.922	181.37249999999997	147.41933333333336	124.69136666666664
ENSG00000003987	2.9027588333333334	1.2746471666666666	2.6738428333333335	19.683701666666668
ENSG00000003989	14.171041666666666	16.525731666666665	8.957426666666665	5.409691666666667
ENSG00000004059	545.6621666666666	502.6173333333334	367.51066666666674	294.0408333333334
ENSG00000004139	21.389816666666665	14.952093333333332	3.4132199999999995	0.8078965000000001
ENSG00000004399	97.47063333333334	77.90586666666667	42.4796	49.672716666666666
ENSG00000004455	239.053	677.8728333333333	693.7411666666667	667.6313333333334
ENSG00000004468	1.4250283333333333	18.122063333333337	13.700731666666668	20.936218333333333
ENSG00000004478	285.5796666666667	405.23350000000005	366.69900000000007	732.1313333333334
ENSG00000004487	106.7162	115.63691666666666	76.23598333333332	67.36385
ENSG00000004534	390.5220000000001	368.2128333333333	68.56806666666667	130.58866666666668
ENSG00000004660	13.64425	9.514198333333335	6.747048333333333	3.6831333333333336
ENSG00000004700	52.26338333333333	75.99351666666666	35.850166666666674	24.369333333333334
ENSG00000004766	29.951533333333334	33.160999999999994	38.58775	55.55383333333333
ENSG00000004776	48.856321666666666	109.03741666666666	65.69826666666667	39.167683333333336
ENSG00000004777	27.586333333333332	19.40583333333333	46.80631666666667	5.78764
ENSG00000004779	407.36100000000005	495.7368333333334	1132.8848333333333	120.89049999999999
