ENSEMBL ID	Human_Primary_Visual_Cortex_Average_RPKM	Chimp_Primary_Visual_Cortex_Average_RPKM	Rhesus_Monkey_Primary_Visual_Cortex_Average_RPKM	Mouse_Primary_Visual_Cortex_Average_RPKM
ENSG00000000003	11.455338333333332	14.636726666666666	10.350036666666666	42.6568
ENSG00000000005	0.19710000000000003	0.4625066666666667	1.8529000000000002	2.103665
ENSG00000000419	46.2416	43.517783333333334	43.8782	58.18920000000001
ENSG00000000457	9.44797	20.665716666666665	27.135483333333337	49.46686666666667
ENSG00000000460	6.98716	5.320931666666667	6.174976666666667	4.30239
ENSG00000000938	21.604885	23.276886666666666	10.242655000000001	0.1608265
ENSG00000000971	34.79146666666667	11.680026666666668	117.76305000000002	48.429849999999995
ENSG00000001036	56.89596666666666	41.779716666666666	31.30196666666667	160.84266666666667
ENSG00000001084	74.93385	100.24975	67.34193333333332	135.83166666666668
ENSG00000001167	45.52783333333334	57.89548333333334	36.04486666666667	28.027033333333335
ENSG00000001460	40.09741333333333	29.940883333333332	2.478002833333333	2.534815666666667
ENSG00000001461	107.62598333333334	106.59516666666667	106.29338333333334	132.21083333333334
ENSG00000001497	93.61321666666664	84.36271666666666	128.33016666666666	111.64008333333334
ENSG00000001561	108.60358333333333	106.80461666666667	66.38498333333332	64.316
ENSG00000001617	13.930171666666666	34.12428333333333	14.031631666666664	33.33853333333334
ENSG00000001626	1.2434318333333334	0.8666023333333334	0.6691353333333332	1.5571458333333335
ENSG00000001629	84.66244999999999	72.41675000000001	60.3902	70.56535000000001
ENSG00000001630	138.91106666666667	151.46148333333335	123.70019999999998	123.8985
ENSG00000001631	90.83146666666666	118.19620000000002	80.1264	93.30914999999999
ENSG00000002016	11.291760000000002	9.162745	8.664325	22.929216666666665
ENSG00000002330	302.3813333333333	267.75050000000005	97.52441666666668	122.97383333333333
ENSG00000002549	117.16403333333334	175.25	100.27714999999999	89.38375
ENSG00000002726	0.0	1.210801666666667	0.0	0.23846983333333335
ENSG00000002745	1.6715866666666666	4.9493599999999995	8.552565000000001	3.2447665000000003
ENSG00000002746	59.15218333333334	106.17514999999999	153.006	72.95728333333334
ENSG00000002822	39.2738	32.92501666666667	31.888099999999998	31.428083333333333
ENSG00000002834	105.06413333333332	120.77788333333335	191.35483333333335	303.72049999999996
ENSG00000002919	38.30145	44.64265	65.97573333333332	81.35728333333334
ENSG00000002933	37.7677	38.96581666666667	30.452858333333335	88.06165
ENSG00000003056	122.99178333333333	202.47249999999997	201.83983333333333	292.2013333333333
ENSG00000003096	14.960758333333333	16.214725	26.92016666666667	91.64751666666668
