ENSEMBL ID	Human_Muscle_Average_RPKM	Chimp_Muscle_Average_RPKM	Rhesus_Monkey_Muscle_Average_RPKM	Mouse_Muscle_Average_RPKM	Human_Kidney_Average_RPKM	Chimp_Kidney_Average_RPKM	Rhesus_Monkey_Kidney_Average_RPKM	Mouse_Kidney_Average_RPKM	Human_Cerebellar_Cortex_Average_RPKM	Chimp_Cerebellar_Cortex_Average_RPKM	Rhesus_Monkey_Cerebellar_Cortex_Average_RPKM	Mouse_Cerebellar_Cortex_Average_RPKM	Human_Prefrontal_Cortex_Average_RPKM	Chimp_Prefrontal_Cortex_Average_RPKM	Rhesus_Monkey_Prefrontal_Cortex_Average_RPKM	Mouse_Prefrontal_Cortex_Average_RPKM	Human_Primary_Visual_Cortex_Average_RPKM	Chimp_Primary_Visual_Cortex_Average_RPKM	Rhesus_Monkey_Primary_Visual_Cortex_Average_RPKM	Mouse_Primary_Visual_Cortex_Average_RPKM
ENSG00000115207	40.18408333	83.85836667	51.07916667	92.19385	86.8952	94.24791667	81.51143333	167.8113333	75.9503	93.61235	84.7641	154.8003333	60.46996667	66.09306667	66.6779	120.213	57.3251	64.34223333	86.37413333	127.1781667
ENSG00000115211	97.71658333	160.9081667	159.8478333	190.7745	102.2417167	123.5940167	101.2290667	101.2739333	115.8118833	135.176	122.3023333	117.8961667	80.32433333	115.2944667	121.7318667	93.38731667	88.66543333	109.2979	96.47941667	93.20866667
ENSG00000115216	172.4316667	268.104	158.0993333	113.67515	108.1040167	172.1505	130.3813333	111.16765	163.5713333	161.782	144.707	145.8648333	140.2386667	134.2155	117.9371167	103.9759833	110.9532167	144.0105	128.7286667	127.5473333
ENSG00000115221	65.1966	93.16558167	39.46873333	21.06611667	17.9442015	200.2392667	34.23705	134.1790833	0.082050333	0	0.125858667	0.752339833	0	0	0	1.644454167	0	0.078798167	0.0561055	1.3141565
ENSG00000115226	13.75184167	21.304995	6.132458333	8.339365	26.16706333	38.90575	19.08693333	21.461785	217.5938333	164.7593333	296.978	383.9736667	337.4741667	311.9716667	389.4975	283.6401667	370.3718333	360.62	475.2615	346.5271667
ENSG00000115232	1.021583333	2.235571833	0.688088667	9.107898333	10.33240333	8.294905	9.601235	4.577412	3.416015	3.76057	2.3708255	2.027773167	3.336208333	3.261625	4.236625167	4.06641	2.929568333	3.596401167	1.413091167	12.83022
ENSG00000115233	175.3441667	385.8685	274.1595	231.7468333	121.3156167	198.5593333	121.2012333	231.5601667	137.1625	138.847	143.1908333	218.2486667	204.8551667	195.3346667	169.3245	235.7988333	193.8921667	199.7038333	207.4133333	232.442
ENSG00000115234	86.24396667	80.37886667	38.95816667	61.77203333	125.4691167	152.1966667	154.7551667	147.3723333	117.4131667	136.0351667	159.003	126.8733333	147.5613333	143.6256667	183.5256667	109.2316167	124.206	158.2301667	174.1488333	107.6420333
ENSG00000115239	21.61065	18.2988	15.51215667	26.96978333	49.05985	66.40136667	29.18716667	24.14406667	53.0224	69.6272	42.09496667	30.87753333	93.02478333	79.7603	44.58056667	34.12618333	82.2169	62.2139	43.29181667	35.25628333
ENSG00000115241	214.4301667	246.5558333	247.5738333	189.5178333	222.9803333	249.4985	154.9171667	241.6795	167.9678333	147.4866667	155.279	197.23	186.5161667	159.666	152.3525	198.398	172.749	160.9131667	149.2343333	211.7503333
ENSG00000115252	8.018521667	6.060028333	4.331725	5.401415	50.9087055	146.7214667	46.70211667	200.5953333	130.4356667	185.0261667	97.3894	13.089235	115.3170667	137.0688333	97.32843	173.6556667	53.49071167	72.62033333	40.65006667	227.4931667
ENSG00000115257	2.251356667	1.190911667	0.449022833	1.072371667	29.3476	15.6982	5.464936667	11.97060833	2.661863333	9.216463333	8.190271667	3.169958333	8.867761667	18.97856667	7.958778333	4.81043	11.45844667	18.55071667	11.229215	6.321148333
ENSG00000115263	0	0	0	0	0	0	0	0	0	0	0	2.943575	0	0	0	0	0	0.396261667	0.796858333	0
ENSG00000115266	1.043116667	1.707252	1.031262333	0.419486667	2.4527195	1.030514833	0.425904	1.362965	115.4908667	117.7082667	177.2018333	140.5693333	129.0928833	107.41755	150.0589167	103.5960333	111.9779	96.48408333	157.2196667	113.9703333
ENSG00000115267	12.33237	15.35265	6.983525	9.482041667	41.80500333	82.30853333	43.26148333	28.56713333	4.817403333	8.656423333	5.895386667	6.269096667	10.56344833	16.70025333	5.451615	8.567241667	19.51516333	13.14260833	8.327331667	9.073225
ENSG00000115268	4525.686667	1569.105	2822.036667	2447.46	4523.608333	1637.498333	3133.496667	2654.465	2748.071667	1214.096333	2579.243333	1879.01	1742.446667	863.3926667	3463.911667	2577.981667	2299.996667	1004.153833	1853.975	2339.246667
ENSG00000115271	23.24584333	4.854298333	2.18545	5.450641667	44.49277167	51.15358333	46.14991667	70.0195	33.03115	18.76140833	9.425586667	23.15621667	75.59813333	42.7187	43.1531	23.06411667	76.65205	46.95383333	74.40613333	34.74443333
ENSG00000115274	46.25696667	104.5322833	76.93078333	84.6041	163.1487	172.1605	155.5958333	119.5904	132.7368333	185.5495	154.8608333	72.3645	155.3115	167.7341667	184.169	79.41381667	143.6453333	165.26	166.9946667	73.20671667
ENSG00000115275	69.98508333	73.85045	67.40025	29.81925	203.9315	198.0053333	174.3286667	126.1238	124.2519667	107.9658333	84.56978333	71.32851667	96.59791667	78.56806667	61.59966667	75.74875	104.9664667	96.65876667	65.40803333	76.55566667
ENSG00000115282	24.25096667	28.62581667	11.2597	0	42.62291667	64.64356667	33.0099	0	19.8063	29.8692	13.52518333	0	21.13071667	7.76275	4.396233333	0	11.82468333	16.76665	5.606866667	0
ENSG00000115286	1487.331333	1186.347333	1206.2655	1880.656667	502.5951667	486.3246667	652.1268333	909.5778333	356.571	307.463	434.0536667	650.7055	365.778	368.0595	576.0975	534.5491667	419.0698333	434.7998333	448.1173333	503.6151667
ENSG00000115289	43.16635	68.5912	71.32975	28.15175	69.4984	63.24501667	42.93805	37.70093333	52.57616667	51.05635	74.5895	66.86705	43.32945	56.89111667	72.01866667	50.79876667	53.71448333	70.47083333	77.039	52.46133333
ENSG00000115290	8.702141667	7.818508333	10.47205	48.23658333	136.2124717	99.2854	162.8706667	50.14131667	0.5728915	1.1698205	2.891271667	32.7081	16.31356	17.00833333	13.36647833	35.29656667	5.165291667	5.799888333	9.387331667	42.08526667
ENSG00000115295	132.7526667	497.115	133.234	179.3890667	36.3509	37.98483333	45.9773	53.72356667	63.00236667	99.98058333	89.5695	76.5744	80.9011	113.0013	86.94356167	124.0998333	65.06583333	101.9330667	98.5451	94.092
ENSG00000115297	1.356231667	0	0	0	12.08298333	0	0.178083333	0	1.747445	0.6981	1.065355	1.218413333	1.896465	1.219803333	1.608541667	0.23488	3.447783333	1.637438333	2.3499	0.198068333
ENSG00000115306	215.3136667	289.192	272.6186667	178.4851667	418.1711833	598.9403333	587.9296667	760.8535	460.8335	611.1835	524.7533333	792.2656667	1008.410833	958.4296667	846.2878333	907.0536667	765.2536667	758.2651667	816.7	1001.911667
ENSG00000115307	242.5563333	296.2315	187.83	272.4795	282.1375	386.439	304.1995	560.0916667	238.1366667	252.6661667	251.8763333	185.1071667	180.9483333	228.5775	230.6173333	162.2448333	235.4106667	259.4258333	225.4253333	164.0926667
ENSG00000115310	802.06	852.4306667	1129.064833	1337.4835	366.5551833	571.9426667	605.1711667	196.7771667	672.1263333	703.5901667	434.5223333	551.2501667	1428.766667	1524.641667	1223.274833	887.5443333	888.8143333	1472.878333	1295.273333	778.9688333
ENSG00000115317	72.31658333	52.14051667	56.69426667	62.6687	99.9356	91.75431667	120.4769	84.54785	81.37235	86.74455	77.07801667	80.15566667	99.45358333	87.56281667	89.24485	79.04896667	104.25735	87.30595	94.1589	83.67756667
ENSG00000115318	3.10202	2.211061167	9.784706667	11.44518667	9.830641667	5.898611667	10.199715	7.572633833	3.387236667	11.645665	18.38146667	8.742421667	9.381163333	11.55565	29.7192	8.034021667	7.30643	11.99949167	47.87313333	7.217098333
ENSG00000115325	9.072268333	5.8802	17.11893	8.42349	16.83415	12.53601667	36.07761667	11.86482667	8.452158333	28.22471667	13.83557167	4.146375	4.423021667	17.273405	24.4895	5.826941667	10.76996	20.45404333	30.93975	5.181566667
ENSG00000115339	1.013571667	0.964023167	0.532124667	5.002765	20.53417833	53.48788333	12.49667167	179.5808333	7.795961667	6.797701667	5.828531667	0.6664705	6.133051667	4.663568333	4.112726667	2.553693167	5.339868333	3.665311667	3.854718333	6.529776667
ENSG00000115350	181.5476667	131.7416833	116.9571333	106.5344	105.5015	141.65935	289.4076667	151.4928167	31.87468333	28.95663333	71.37538333	95.56303333	119.6636167	91.22611667	170.7476167	86.06765	120.2987	76.75075	78.08813333	82.8422
ENSG00000115353	2.52682	1.082288333	0.144172	0.312735167	2.900756667	0.4343635	1.348574667	0	0	0	0.4993635	8.427258333	5.239858333	6.926198333	9.135553333	32.3844	4.903586667	7.991176667	9.077656667	10.67521667
ENSG00000115355	9.871115	18.61427333	10.03885	2.790375	28.28730667	12.33697333	11.37159333	10.237255	52.53023333	126.0326667	66.50025	63.71858333	95.39705	106.8825833	71.7071	64.52436667	108.3314833	95.12801667	88.67036667	69.67148333
ENSG00000115361	31.39778333	22.075945	50.49181667	955.5101667	59.10011667	69.83733333	86.14186667	1438.855	1.631157667	1.116659	5.198738333	125.9023333	3.929741667	4.653098333	7.668216667	125.0824	2.629313333	1.649868667	5.038425	104.58105
ENSG00000115363	2.105601667	12.33520333	4.171698333	11.85612667	101.4703	212.2183333	61.11075	441.9916667	0.676691667	6.869223333	0.924073333	89.29243333	0.680978333	0.661703333	4.59203	64.04185	0	1.160831667	2.959118333	66.87428333
ENSG00000115364	105.60815	169.1271667	92.66461667	52.15193333	137.5712167	234.2706667	215.0295	67.20081667	51.60008333	70.03121667	59.09525	76.16681667	98.41071667	106.8561667	64.26981667	84.56928333	103.3654333	104.2925167	79.35023333	81.91648333
ENSG00000115365	50.24076667	139.7935	99.19048333	69.32006667	62.45395	127.8629333	99.94806667	95.47931667	209.1246667	326.3596667	325.5213333	302.9031667	379.3916667	479.169	398.38975	391.2776667	329.3611667	405.8505	361.6836667	395.7686667
ENSG00000115368	32.51951667	50.38923333	51.75726667	40.9161	82.25243333	73.98031667	44.79995	48.4092	83.11906667	81.11168333	43.91753333	49.5113	66.69516667	81.22778333	42.5834	57.94745	75.24328333	76.14471667	44.82563333	54.11528333
ENSG00000115380	134.0046433	0.112320167	72.89715	65.08536667	303.1516833	0.342356833	536.56	69.53925	50.56011667	0	82.46333333	49.09225	96.64323333	0	161.29595	46.41646667	94.2152	0.156726167	207.356	43.4657
ENSG00000115392	9.007876667	11.92080167	3.495844	9.957668333	20.44546	47.39356667	11.824015	21.81961667	14.67835	54.21825	18.55115	9.7468	29.95646667	41.08263333	14.04670333	12.50021333	33.44705	40.9258	13.7157	11.24818167
ENSG00000115414	105.2625167	81.1655	97.8414	80.06463333	404.44695	302.7301667	287.2603333	92.0585	28.34016667	58.58735	35.51548333	78.83076667	95.24525	124.6310167	48.80983833	82.78808333	88.46776667	117.7545167	60.6091	78.21471667
ENSG00000115415	54.08866667	88.57406667	128.4412	31.33101667	109.70685	360.8483333	106.9631	78.01928333	61.13876667	56.80835	54.80975	46.90663333	96.64095	102.79075	88.68715	28.2239	79.40266667	76.26998333	108.0726667	32.45135
ENSG00000115419	27.78188833	50.90831667	47.45	65.69446667	280.74225	371.1231667	194.8821667	210.0675	152.0888333	135.43955	92.32546667	234.157	323.8328333	269.2243333	199.99555	265.1141667	192.8805167	235.202	190.3035	299.327
ENSG00000115421	9.630793333	12.37504667	9.027775	10.16126167	12.255	17.76151667	13.37867	16.78963333	23.99046667	26.66028333	23.92421667	27.99561667	21.30858333	21.69195	17.27327583	28.35773333	14.21572833	24.90296667	21.69251667	31.02218333
ENSG00000115423	0.172773167	0.034455217	0.042063983	0.078882833	2.783963833	0.2261124	3.912513333	0.2949335	0.450723333	0.0806945	0.096341483	4.62571	4.407881667	1.884558333	1.542573833	5.401120167	2.321826667	1.002601333	0.934601333	4.860525
ENSG00000115425	18.565225	38.07506667	159.3785	57.55161667	128.2819717	379.0361667	585.039	1019.448667	21.75885	48.9239	122.3434333	14.92522667	15.19663333	42.88315	52.03743333	18.56386333	17.37070167	48.10063333	76.08931667	27.37271
ENSG00000115446	86.55251667	175.1081667	98.56416667	89.4996	186.0435	229.1441667	206.3531667	242.2316667	137.9043333	184.7118333	189.3351667	194.4166667	161.9783333	220.463	182.6375	165.4515	157.6386667	224.3436667	194.5348333	176.8573333
ENSG00000115457	61.84768333	97.88698333	140.16625	3.145535	502.5465667	445.256	530.7566667	6.908541667	10.29906167	7.170388333	26.69953333	267.8535	115.0003	221.0031667	204.8613333	179.8461667	257.0035	391.293	513.9113333	233.1781667
ENSG00000115459	35.2728	17.688395	37.05868333	28.54741667	29.4301	26.90348333	17.8635	66.80756667	32.44583333	28.36663333	41.35043333	52.55371667	23.73148333	20.86828333	27.7235	35.1763	31.8787	24.96296667	33.2572	42.97905
ENSG00000115461	672.3061667	382.7483333	569.3461667	586.6301667	751.3008333	762.8548333	745.6695	381.4101667	78.78835	63.44685	138.8949333	361.9056667	53.74916667	97.2779	174.8431167	149.5645	35.33295	54.1114	117.2013333	195.2085
ENSG00000115464	41.056	80.26298333	35.34615	55.18238333	72.9298	83.75011667	46.6106	104.7650833	100.63285	110.0176167	90.44658333	117.8271667	87.7775	89.941	58.61218333	106.6973667	76.21243333	79.33618333	74.15061667	119.6335
ENSG00000115468	106.8475333	32.3675	18.26596667	15.63950667	392.3312	708.8068333	572.1046667	498.706	45.93938333	74.83515	56.92188333	89.81188333	216.9775	203.8053333	92.3373	55.8359	442.3346667	172.5912167	55.10788333	66.83595
ENSG00000115474	2.992386667	0.168508333	1.9810145	2.7903765	9.664296667	15.07626	7.268656667	6.559608333	2.406375833	3.115848333	5.005918333	50.62359667	3.402871667	4.752035	7.3321	15.01576167	1.729557667	2.96826	9.407621667	38.49751667
ENSG00000115484	302.718	347.2378333	334.318	431.4641667	362.0555	306.3186667	297.4733333	537.3446667	356.0471667	284.9548333	335.6913333	268.9813333	382.864	418.7158333	384.376	281.8958333	280.6748333	375.0438333	325.3411667	283.39
ENSG00000115486	22.710355	27.3187	42.34693333	33.52126667	65.1812	111.6314833	130.2608333	79.45601667	36.61216667	52.93263333	60.23713333	54.94588333	40.83556667	59.79845	55.08126667	45.22851667	30.82273333	54.77766667	63.52058333	42.75811667
ENSG00000115488	0	0	0	61.80058333	0	0	0	67.99485	0	0	0	3.83834	0.197546667	0	0	30.033	0	0	0	24.06431667
ENSG00000115504	18.831275	26.30426667	39.74768333	23.20601667	42.35628167	63.96215	59.64231667	15.68279	109.62675	139.2538333	109.9638	63.38156667	138.8666667	185.6616667	104.3542	60.91136667	93.4444	162.5115	130.4785	65.37238333
ENSG00000115507	0	0	0	0.106955167	0.575372333	0.153187667	0.0864055	0.3872165	0	0	0.229237	1.853981667	6.369745	7.575818333	8.4239	10.051695	9.243178333	6.62502	7.83166	17.1805
ENSG00000115514	74.9496	119.3131333	122.4720333	246.697	85.00568333	156.5931833	145.174	275.0951667	70.47658333	68.70166667	90.59001667	205.611	104.18685	114.1259667	115.7269167	204.23	75.91853333	96.3506	105.8196	206.865
ENSG00000115520	47.20738333	55.32176667	25.89438333	48.31468333	101.7667167	143.1039167	109.5345	228.8036833	64.54885	57.9615	75.58138333	90.47753333	120.7590667	106.9466	92.88976667	102.2451333	91.47665	107.3403667	112.2146	104.7921333
ENSG00000115524	334.4728333	507.7026667	336.9933333	283.1586667	567.6278333	546.2616667	432.7683333	369.3138333	492.5055	547.8938333	448.2553333	457.5631667	355.363	423.7148333	300.9244833	469.1168333	368.8328333	430.6536667	440.1008333	442.7455
ENSG00000115525	84.10151667	105.6556333	47.7515	191.1979	31.89476667	56.10911667	23.87493333	24.87655	116.5628333	165.1316667	241.2866667	411.3458333	224.0013333	388.2715	208.0993667	441.9456667	205.7247333	378.956	281.8215	476.1628333
ENSG00000115526	15.66874333	58.87633333	70.5155	1.432307	22.99305833	29.8867	26.36055	0.546246667	78.44831667	95.92128333	83.06893333	182.1825	160.8636667	166.4223333	136.3496833	171.0855	113.5456	138.5271	146.0613167	159.0383333
ENSG00000115539	135.6605833	148.573	91.27283333	351.6516667	108.3345167	142.3988333	52.64905	240.251	70.87018333	50.6796	31.47866667	162.6488333	99.99985	92.78781667	26.43061667	140.5325	83.74135	66.11211667	24.0838	122.0561667
ENSG00000115540	114.3194667	169.6121667	130.6843167	123.1322833	78.7762	107.22685	71.5114	106.3367833	79.2368	120.0728333	104.3819333	98.49365	134.7778333	162.2765	94.50226667	105.0593667	88.69023333	150.7633333	140.4261667	100.4494667
ENSG00000115541	1091.512333	1072.572	12.749905	618.9158333	2132.943333	3371.62	39.41283333	862.1548333	1072.028833	602.6223333	14.54593333	309.7373333	946.2093333	1104.161833	19.91953667	312.7248333	1032.373	1112.54	28.02333	271.0718333
ENSG00000115548	44.41725	93.21016667	34.2596	32.64258333	117.9578	76.18821667	56.72611667	59.17195	57.81106667	97.61215	87.59008333	69.098	74.47411667	89.8899	64.19654333	83.76338333	61.22376667	74.39446667	86.52923333	71.69576667
ENSG00000115556	233.2469667	317.64155	359.0466667	129.97285	46.49448833	38.06963333	58.03985	5.940556667	6.762771667	16.03178167	37.97765	76.99525	7.734676667	19.17475	14.28725333	36.95728333	15.70211667	17.51616667	19.27211667	40.14521667
ENSG00000115561	200.108	326.9473333	187.889	205.3785	211.9623333	263.8023333	191.9275	380.0251667	269.4605	208.9468333	218.3518333	284.1413333	271.4325	189.1505	141.2465	300.9623333	189.7028333	160.427	146.6975	276.4756667
ENSG00000115568	29.19113333	77.9649	61.28391667	26.04493333	28.93601667	32.83603333	30.12045	26.03055	45.69986667	64.9247	74.47868333	85.47125	40.28066667	48.55648333	63.17969167	65.24926667	42.31195	43.84358333	75.71558333	64.85408333
ENSG00000115590	7.935988333	1.033501167	1.221021167	5.720363333	16.69600167	83.37203333	10.70300167	1.014751667	0.489641667	1.0241	0.324614833	0.359295	3.835683333	0.413791667	0.972462167	2.857711667	5.1278615	14.341039	0.134815833	1.017273667
ENSG00000115592	160.05735	353.1991667	629.2763333	209.8796167	0	0	0	15.68326	0	0	0	6.075475333	0.277986	0.116406	0	9.502801667	0	0	0.249945	3.627396833
ENSG00000115593	579.8795	563.1631667	556.5793333	1124.578833	0	0	0	4.46508	0	0.2539625	0.117507	1.0742485	3.144496667	4.572953333	4.67978	42.39609333	2.762153333	2.4477725	1.867886667	1.397120667
ENSG00000115594	34.9098	42.77083333	17.452695	8.831195	48.0515	143.4913333	79.33948333	13.66315333	2.984885	8.554293333	4.510015	11.53327667	6.747795	14.00685667	5.300681667	6.96516	4.73658	16.224495	3.332016667	10.24669833
ENSG00000115596	0	0	0	0	0	0	0	214.1933333	0	0	0	289.821	0	0	0	0	168.52	0	0	148.6388333
ENSG00000115598	2.118596333	0.698388667	0.090436833	5.476348333	8.80697	6.345175	5.611126667	4.534531667	0.316693833	0.3166295	0.448576833	1.923161667	9.246288333	4.256436667	0.401249833	2.035259167	4.48291	5.118731667	0.266899667	2.413731667
ENSG00000115604	2.295745	0.385498833	0	0.801390833	9.157293333	9.043415	4.552065	4.2440065	0.602906	0	0.108783333	0.120018833	2.545781167	0.607467833	0.508054667	0.141446167	2.318620333	1.721753167	0.190094333	0.1103775
ENSG00000115607	2.05408	1.3797935	0	0.300558333	4.867352333	8.339770333	0.146022333	1.864101667	0	0.291120333	0.2000755	0	1.827558	0.1356335	0	0	2.077639167	0.8810325	0	0.098176333
ENSG00000115616	12.45604333	37.46718333	34.15893333	99.4516	21.583408	43.08791667	26.81708333	92.14376667	0.621248	9.887371667	2.862208333	6.39874	3.045191667	9.8582	3.825858333	19.6249	2.178128333	8.188596667	4.625538333	24.94198333
ENSG00000115641	393.9326667	28.78308333	94.49918333	4.253125	48.55505	246.2921667	86.90401667	116.1294667	9.384315	15.08610833	12.21753833	12.79131	125.503	97.85905	128.1674167	148.8806667	91.70928333	125.162	154.3356667	172.6878333
ENSG00000115648	13.88184	9.564828333	5.057536333	8.884451833	63.97897	1.175526667	2.234943333	35.52123333	0.616042667	1.074310833	17.18843667	8.091713333	1.135470167	1.654703	8.842818333	7.982820333	1.3270675	2.7297	11.415885	6.055335
ENSG00000115649	164.0415	119.2562167	87.91285	82.88785	274.3231333	257.7121667	296.091	259.0041667	121.7078333	107.02295	130.2113333	79.6297	80.79218333	70.666	86.56203333	82.35318333	88.8847	67.3008	93.05173333	80.11775
ENSG00000115652	39.11243333	46.8099	28.07191667	20.54413333	89.92063333	150.7582	50.05391667	54.4835	46.18178333	39.27883333	59.3085	42.3758	64.05375	52.20176667	55.96391667	57.10428333	61.9093	67.06421667	80.45923333	67.70338333
ENSG00000115657	61.11468333	79.49103333	105.1662167	59.59525	52.939095	49.44085	69.65135	90.2939	53.2627	53.98728333	61.59161667	29.17343333	56.2974	53.94941667	49.52825	34.02971667	47.48663333	47.0802	47.92413333	34.25301667
ENSG00000115661	29.27988333	64.27783333	37.05311667	62.90633333	104.1967	172.6546667	154.1725	358.9101667	38.66225	44.21823333	77.13683333	139.9346667	72.97135	75.09168333	113.7720667	157.6291667	50.8381	73.7756	95.12215	170.838
ENSG00000115665	0.391705	0.073800667	0.583569333	0	0.510623333	0.848958667	0.498338	0	0.0930835	0	0.437957	35.56891667	0.113910667	0.670760833	1.099845167	27.66403333	0	0.808602	0.2943605	5.571421667
ENSG00000115677	793.221	1164.896667	891.6031667	722.535	433.058	549.7645	552.7048333	675.071	215.7505	221.6385	222.7055	250.0951667	310.4768333	317.1118333	277.2665	226.3883333	212.616	246.0463333	253.4011667	232.8633333
ENSG00000115685	178.971	119.2106167	115.10485	77.32801667	154.2276667	159.7651667	141.2075	83.9096	224.1241667	218.3721667	162.6068333	154.383	385.7696667	288.4585	363.2698333	227.4956667	312.666	272.682	232.1815	180.4696667
ENSG00000115687	1.861439333	0.557459	3.380716667	0.965942833	19.85618333	11.14830167	58.04381667	2.643835	22.75735	22.84715	31.16915	5.884608333	19.04631667	18.70715	50.6881	6.02726	22.8704	23.78638333	56.47365	5.088951667
ENSG00000115694	666.6066667	847.1236667	220.487	208.8361667	225.2256667	214.41	194.1763333	238.6931667	264.9968333	251.8546667	175.0338333	396.0156667	318.5831667	287.2978333	259.3341667	523.509	216.806	263.6251667	177.5015	571.8598333
ENSG00000115705	16.52174833	0.395472333	0.100166333	0.071544833	0.310191667	0	0.174041667	0	0.100015833	0	0.297281333	0.390156333	0.269680833	0	0.393155833	1.956011667	0.097592167	0.102908833	0.1542145	0.954394667
ENSG00000115718	0.390106167	1.997129	0.549055833	2.915725	41.76581667	34.29955	6.050188333	530.8745	0.638594667	4.310315	1.8033535	0	1.9346	6.477033333	10.05356	0.780933333	0.757311667	6.664893333	5.280675	7.453516667
ENSG00000115738	0	0	0	1657.055	0	0	0	140842	0	0	0	47748.05	0	0	0	41387.05	0	0	0	39414.71667
ENSG00000115750	7.522466667	8.944913333	16.52395	18.72668333	28.10125	28.51611667	55.26068333	23.28108333	21.3472	17.56891667	37.69795	43.75581667	18.72068333	19.13275	33.87401667	46.7205	14.64778333	16.96571667	41.98738333	48.56388333
ENSG00000115756	92.50736667	56.24838333	75.04085	0	343.1153333	389.225	323.8136667	0	2024.748333	1260.212333	2630.226667	1.69184	941.1391667	524.2626667	740.8935	5.006723333	348.5346667	250.9941667	868.2436667	3.327628333
ENSG00000115758	344.3258333	652.1243333	204.2641667	500.8306667	262.7211833	710.5456667	438.5265	2199.810667	89.52788333	62.71958333	143.1546667	111.74515	121.2469167	102.6172167	67.97523333	97.95111667	100.6266667	84.742	89.46905	122.4628333
ENSG00000115760	22.66085	42.42678333	33.3021	47.78641667	38.06905	49.97695	40.03931667	146.3063333	53.00278333	78.98583333	62.75713333	111.5	41.774	57.97681667	40.59100833	81.64868333	43.49175	51.61798333	59.42423333	94.80338333
ENSG00000115761	28.35576667	37.10618333	35.87541667	23.23483333	36.30996667	61.10251667	26.20245	26.4859	25.41871667	37.58595	24.43313333	45.32071667	24.00283333	43.80808333	21.46633333	42.56328333	22.40078333	38.46291667	20.12806667	40.8342
ENSG00000115762	67.3305	236.0173333	60.1403	113.4033167	297.9245833	405.3716667	222.3716667	523.9305	270.6551667	360.3573333	271.295	596.8881667	375.6343333	443.0043333	289.4091683	454.8945	195.50465	392.2761667	349.1973333	518.5658333
ENSG00000115806	139.0479333	247.2643333	201.9048333	287.3273333	135.90195	210.972	126.1076667	254.5485	126.6511667	159.585	116.4681167	193.4913333	163.6686667	164.7075	105.3751333	223.8286667	136.0953833	148.2235	129.8711667	243.8441667
ENSG00000115808	16.73636667	44.98506667	17.19715	11.07668667	25.12813333	42.72916667	23.56458333	34.20003333	28.12391667	42.48213333	30.55674667	79.25598333	41.28928333	47.35125	30.19039833	139.3254167	44.58495	42.84616667	32.83755	79.43766667
ENSG00000115816	91.52256667	84.1849	69.93876667	110.4866833	65.32593333	80.25313333	75.09825	109.6802	59.60368333	77.70136667	69.86333333	82.71443333	54.18705	59.1986	40.64775	79.0355	44.1114	49.93898333	56.36213333	80.63681667
ENSG00000115825	22.22616667	24.4382	22.5652	19.34575	28.29611667	38.5615	35.10773333	72.08176667	7.511815	15.31858333	10.19051667	21.79263333	12.25283	15.8537	9.841391667	18.85156667	11.30961667	10.49237	11.51045833	18.86913333
ENSG00000115827	3.350555	16.11624167	8.581443333	9.996741667	9.488406667	23.92286667	22.16801667	37.38021667	16.94471167	26.05336667	19.194165	16.68165167	18.22873333	32.2763	17.76000167	16.88009	11.35186333	31.21768333	29.67891667	14.92206833
ENSG00000115828	6.520746667	14.090985	3.4340795	10.06079667	35.35913833	58.38463333	54.6235	6.244831667	2.577821667	7.75587	1.197276667	27.600215	70.20531667	104.9676667	26.3184	46.12765	42.96176667	90.9133	46.18863333	42.85931667
ENSG00000115839	78.72873333	125.0225167	66.20898333	86.42431667	67.32638333	99.69738333	59.1029	120.0743667	85.68046667	121.8248333	96.0034	152.7778333	161.5055	153.2511667	108.5493333	147.0063333	100.3048833	131.4796667	114.3133833	157.8166667
ENSG00000115840	315.3388333	556.4163333	473.2738333	1023.660667	61.97251667	78.59725	69.86716667	181.259	138.8425	128.6566667	112.1164	329.4925	196.1285	247.7543333	155.9638833	320.2308333	157.7561	260.7366667	198.9895	309.0763333
ENSG00000115841	8.166215	13.09823833	8.01811	28.67076667	12.91837167	16.93788833	13.10505	18.94805	11.93983833	10.12099333	7.865251667	17.63636667	20.12703333	15.35755	10.447325	13.25675	10.71103	18.22693333	14.53596667	13.48396833
ENSG00000115844	0	0	0	0	0.511211667	0.374681667	0	0	0	0.207201667	0.250893333	0.157832667	11.02868833	9.240958333	17.46450833	35.67098333	8.472761667	8.34373	15.79961667	22.62773333
ENSG00000115850	0	0.143372167	0.057087667	0.037124167	0.148274833	0.2087105	11.93937967	0.038087667	0.028432	0.433683333	0.067384333	1.206446	0.0459575	0.148886167	0.030573	1.842051	0.033383667	0.2216835	0.0339215	11.88621667
ENSG00000115866	124.8883167	139.8118333	161.4366667	193.7683333	137.62005	146.7336667	180.8843333	157.838	73.52453333	98.27276667	61.43498333	95.17008333	78.47508333	88.67576667	55.73571667	95.68365	91.6249	71.21785	70.4332	96.32803333
ENSG00000115875	131.8059167	134.58735	94.84271667	135.1206667	307.014	292.7386667	175.1723333	232.8515	178.3273333	220.486	195.3811667	294.104	172.4458333	206.8586667	139.2462333	271.2348333	140.03585	203.7748333	178.124	267.0728333
