ENSEMBL ID	hK1	hK2	hK3	hK4	hK5	hK6	cK1	cK2	cK3	cK4	cK5	cK6	rK1	rK2	rK3	rK4	rK5	rK6	mK1	mK2	mK3	mK4	mK5	mK6
ENSG00000000003	97.2763	59.6159	203.9	135.91299999999998	38.0046	116.848	195.167	130.775	92.648	131.02700000000002	79.2695	127.035	175.68900000000002	119.524	144.888	136.234	144.447	171.83900000000003	16.0318	13.9266	9.6608	13.4286	15.1063	25.4992
ENSG00000000005	1.59283	0.0	0.0	2.35639	1.17909	0.0	6.972460000000001	2.23445	1.36534	3.7985300000000004	1.19814	4.68023	0.0	0.0	0.899027	0.0	1.4680600000000001	0.0	0.0	0.0	0.0	0.0	1.78095	1.50311
ENSG00000000419	33.8476	61.8239	64.1034	82.4736	67.7977	43.0491	59.5564	62.8438	63.1469	49.0643	49.4231	29.2514	48.3409	55.8193	59.5605	73.2207	73.403	52.0673	104.62799999999999	123.14	78.3033	84.8119	122.44	105.21799999999999
ENSG00000000457	17.0827	24.8157	23.8712	20.3577	18.2656	8.54983	49.1595	49.25899999999999	54.5042	31.6853	29.9826	26.4914	22.2608	30.7454	27.3185	27.0201	24.4916	26.5103	47.6577	53.3283	47.7023	57.5107	47.951	48.5644
ENSG00000000460	10.3213	9.32167	3.27932	5.22363	16.8892	2.93634	8.32273	5.3343300000000005	7.45028	5.6137	4.4948	4.78851	2.45899	3.7227699999999997	2.14626	1.28885	4.506069999999999	2.90574	5.08293	5.21828	4.67802	3.8705199999999995	7.31487	5.14475
ENSG00000000938	20.4549	39.5868	1.08317	7.96329	8.76629	5.8192900000000005	25.1339	12.837	20.302	43.6455	48.5884	20.5616	13.7338	3.3535699999999995	3.64586	7.6628300000000005	12.8992	7.6782	3.64992	14.2679	5.38866	4.58588	8.42607	5.07967
ENSG00000000971	56.6946	153.336	11.6494	63.4951	31.6239	61.8666	141.274	91.2939	67.7626	116.161	58.2629	62.1767	225.583	176.854	115.154	137.355	195.767	228.514	237.77700000000002	611.116	128.487	226.727	545.456	447.14300000000003
ENSG00000001036	576.128	324.534	133.19799999999998	397.14	20.8702	284.915	203.90200000000002	222.685	288.952	261.145	186.25599999999997	183.692	262.81	187.86599999999999	167.433	196.313	179.636	175.579	2807.56	1221.24	2801.77	3005.49	1193.59	1415.4
ENSG00000001084	105.449	53.1665	83.5218	120.595	21.5908	28.2975	54.0165	123.272	136.545	93.3361	586.179	102.182	83.0945	74.5484	74.714	62.9907	59.968	110.23299999999999	1006.59	654.71	1250.82	845.2689999999999	587.009	561.066
ENSG00000001167	46.1162	44.7487	42.0488	35.1775	58.6738	31.1594	94.6262	62.6709	117.354	56.1338	60.7056	82.5726	64.6417	60.1549	49.6177	55.5623	62.4275	66.8085	65.9592	56.2368	65.95100000000001	40.9251	45.1174	47.5984
ENSG00000001460	6.0126599999999994	20.8809	21.1732	21.1256	8.90175	8.125169999999999	26.3199	12.652000000000001	23.1927	20.3133	22.6138	19.8755	4.33	1.87297	6.78735	8.916	8.31253	12.5074	0.0	0.0	2.14969	0.0	0.0	0.0
ENSG00000001461	9.26441	41.0957	74.5692	22.5162	16.6551	54.8468	82.0738	39.9171	49.9165	39.9787	22.8973	46.6658	70.8021	65.1388	62.0014	54.1667	65.8701	68.4341	47.2055	80.0608	77.753	66.842	66.7206	55.0603
ENSG00000001497	53.8592	80.4758	116.119	77.4014	80.8777	80.407	59.5023	82.0307	58.0385	53.8232	40.5132	40.6942	69.0242	75.7377	61.6671	59.3292	42.5489	53.0461	127.819	146.158	119.93799999999999	128.914	154.852	169.90200000000002
ENSG00000001561	28.0353	45.8172	130.186	124.42399999999999	10.3766	91.3132	172.283	98.3209	158.05200000000002	93.4293	169.518	106.139	121.137	112.85799999999999	146.674	124.079	118.264	121.12299999999999	56.7082	119.181	73.3057	66.6533	98.9401	117.11
ENSG00000001617	14.4679	234.388	275.941	50.7168	101.976	143.941	132.171	82.948	105.68299999999999	99.0074	65.7702	55.4494	92.9298	79.1629	72.0737	90.6665	88.1243	101.69	92.7694	75.493	77.3649	57.6094	91.43299999999999	72.42
ENSG00000001626	0.746229	4.26839	620.536	4.41581	0.0	4.70592	0.816637	1.04682	0.319826	0.593195	1.68396	0.548164	2.60806	1.16131	2.52505	1.7690400000000002	3.43606	2.65889	11.3847	12.3622	15.4742	25.6945	10.4295	16.1965
ENSG00000001629	66.1988	92.8912	57.4174	100.634	59.1423	55.1139	83.936	104.713	97.0521	63.5104	48.4215	46.9514	91.3064	74.5206	83.2315	71.4906	78.6862	78.1462	239.43	201.952	295.824	242.92700000000002	153.85	197.783
ENSG00000001630	33.3475	63.2889	372.316	194.15099999999998	47.7783	112.417	143.621	134.305	165.976	129.123	114.902	118.531	74.753	95.7608	60.6683	114.12299999999999	97.0867	74.7443	754.936	566.303	660.7439999999999	660.6080000000001	674.7560000000001	615.17
ENSG00000001631	91.4784	117.389	110.18700000000001	95.3034	89.6533	94.0198	109.039	122.001	109.337	90.1297	72.6873	86.1271	46.9231	44.9512	46.1782	45.8537	46.9064	47.0944	91.7314	82.5317	71.861	73.6347	69.1487	76.5988
ENSG00000002016	6.43909	13.154000000000002	6.47853	9.525830000000001	11.9163	17.4028	9.37335	6.7586699999999995	19.2725	12.7663	4.83211	14.1566	15.9741	2.01533	18.2581	5.75622	11.9258	3.8451800000000005	13.5162	11.7414	9.12233	4.5286	14.2643	24.0779
ENSG00000002330	168.77900000000002	194.983	234.22400000000002	253.99200000000002	150.78799999999998	220.213	250.517	236.765	209.52700000000002	198.93599999999998	262.668	230.861	184.41400000000002	181.294	174.1	217.482	203.835	169.49200000000002	138.12	244.25099999999998	203.917	148.747	156.17600000000002	197.717
ENSG00000002549	134.22899999999998	252.88099999999997	322.623	572.9730000000001	92.463	256.969	504.608	1001.65	1713.09	841.76	1113.45	995.6060000000001	838.913	643.4540000000001	607.148	546.2669999999999	714.798	622.155	1472.68	765.933	1497.04	1246.13	783.7639999999999	827.7439999999999
ENSG00000002726	14.7628	927.3580000000001	0.0	3024.8	0.9106799999999999	1756.67	189.829	1776.27	1657.72	665.0	321.11	1311.27	3045.13	2241.47	3841.95	1666.29	3233.79	2324.04	13.585999999999999	68.5422	44.5245	24.9483	11.7185	19.1988
ENSG00000002745	2.72646	0.0	0.0	0.0	0.0	0.0	1.9891400000000001	2.86855	2.33707	1.08366	1.0254299999999998	2.0028	3.3659199999999996	0.0	0.0	0.0	0.0	0.0	1.1589200000000002	7.04718	0.977719	0.0	4.58648	5.1612800000000005
ENSG00000002746	8.029539999999999	0.468658	0.577052	68.3025	0.0	21.1846	15.0637	56.7222	55.0621	70.8955	11.6483	79.6275	149.4	155.791	113.949	115.836	155.148	161.234	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000002822	23.666	41.0206	25.254	20.1577	34.5066	19.3823	38.7175	24.1447	37.4983	39.9055	40.4584	22.1257	28.9214	25.9138	19.4292	24.2465	35.0317	18.3279	16.4637	22.2472	21.6059	15.8333	31.3712	14.9358
ENSG00000002834	150.658	259.17400000000004	41.8841	230.21099999999998	68.9691	175.016	261.772	223.859	258.282	211.158	165.515	96.1082	215.36	164.257	154.405	212.824	188.187	215.607	511.351	467.35400000000004	548.031	544.118	333.986	343.08
ENSG00000002919	30.5181	45.199	46.0575	53.6128	31.0626	61.8605	47.3131	40.1355	67.0336	31.8406	53.0855	39.2313	101.25299999999999	89.1233	101.197	102.954	75.5928	72.5522	45.0767	54.5409	51.6105	35.0603	31.8559	50.1875
ENSG00000002933	627.5269999999999	2321.12	0.0	2076.44	9.883560000000001	757.791	443.213	1861.29	1771.08	2117.4	1594.36	887.6089999999999	777.454	336.88599999999997	301.438	453.392	372.251	323.367	4326.5	2873.48	4675.21	4069.14	2358.93	2215.9
ENSG00000003056	187.104	245.625	331.751	266.586	96.4982	129.875	315.527	335.62	348.369	290.151	233.02900000000002	214.049	355.37699999999995	317.099	318.337	340.885	339.50800000000004	304.324	682.196	795.4110000000001	718.868	874.5160000000001	655.279	586.263
ENSG00000003096	30.9352	7.05439	34.7438	72.9043	90.53399999999999	33.7025	151.162	110.509	79.551	90.35799999999999	73.0559	106.75200000000001	118.71700000000001	85.1591	101.10799999999999	94.7329	86.8622	106.895	14.0469	23.8741	14.942	11.765999999999998	15.3077	25.8391
ENSG00000003137	1.1208799999999999	1.83182	2.25549	2.4873	804.8389999999999	16.1567	27.8038	38.5235	36.5102	35.6405	24.4509	4.94024	4.15131	13.9663	24.6733	9.972710000000001	20.6616	9.99272	35.1511	59.42	23.2432	23.0772	101.514	42.3097
ENSG00000003147	25.9403	51.2255	187.044	71.954	6.40078	114.9	73.3353	53.0681	45.3975	42.1003	117.88799999999999	61.9295	36.3855	41.6501	32.8647	39.0144	26.8331	32.0432	9.18287	14.3587	20.1424	13.075999999999999	30.2846	18.4032
ENSG00000003249	24.0734	30.9119	27.680999999999997	33.0698	35.6407	24.7859	35.1264	24.1219	50.1142	30.0717	237.993	106.103	53.508	66.0856	48.2832	52.7702	78.8437	46.775	2.88572	7.52035	4.86904	2.4171400000000003	3.8067800000000003	9.63868
ENSG00000003393	59.4727	34.3451	21.2882	35.7429	55.4542	27.3045	49.8561	53.9483	47.0573	27.0475	19.1418	28.5648	57.8899	50.9464	49.5446	41.8904	56.1318	48.602	75.4847	64.942	126.14	80.2504	61.5979	78.6556
ENSG00000003402	175.127	267.685	95.355	210.31	181.493	139.21	169.10299999999998	156.796	234.886	197.354	229.368	251.235	189.49400000000003	157.882	193.03900000000002	157.64700000000002	194.64	187.96400000000003	117.266	82.1024	114.435	106.288	87.7378	93.5369
ENSG00000003436	198.925	432.27099999999996	0.0	181.09799999999998	25.8908	110.28299999999999	228.06	153.327	397.241	363.17699999999996	739.94	202.328	169.11700000000002	207.00599999999997	133.252	127.068	185.357	188.386	13.0744	43.8079	7.878710000000001	20.3384	29.5672	39.5113
ENSG00000003509	108.71600000000001	44.8953	38.8128	51.0163	40.6711	42.1253	48.6127	47.5563	59.1198	40.8872	53.6384	46.3704	68.4269	50.3382	62.1279	55.5659	41.0123	45.9339	102.779	115.037	96.7138	102.646	157.747	146.341
ENSG00000003756	270.32099999999997	172.423	134.841	129.083	423.42800000000005	165.43599999999998	245.481	177.605	169.141	162.75	169.87599999999998	163.382	143.157	151.713	148.39	127.19	166.623	147.44299999999998	117.459	147.384	97.8702	114.176	141.559	129.7
ENSG00000003987	4.56237	1.8640400000000001	0.765053	3.3747300000000005	0.0	6.85036	2.7738	0.5333479999999999	1.9553900000000002	1.8133700000000001	0.571975	0.0	0.938737	4.7373199999999995	2.1459200000000003	2.7061599999999997	2.80333	2.71159	28.4371	2.80715	31.6242	47.638999999999996	2.55775	5.0370099999999995
ENSG00000003989	2.18365	45.2031	4.39404	24.7666	3.2328900000000003	5.24597	22.3037	5.10543	14.3503	12.7294	35.0412	9.624360000000001	14.6771	16.7786	3.28666	6.9078800000000005	6.0378	6.05652	4.95136	3.7635400000000003	4.17719	7.77632	4.89881	6.89093
ENSG00000004059	534.633	522.469	759.612	555.783	419.82800000000003	481.648	416.406	392.73199999999997	514.012	479.55199999999996	692.9010000000001	520.101	310.687	384.842	332.342	454.24800000000005	342.93	380.015	272.497	327.145	281.552	269.283	306.966	306.802
ENSG00000004139	32.1753	26.8281	11.8919	19.4283	23.8178	14.1975	17.7082	14.7241	16.8694	12.5154	18.2577	9.63776	8.63855	4.49566	1.11079	1.94554	0.0	4.28878	1.11257	1.44971	0.0	0.931909	0.733837	0.6193529999999999
ENSG00000004399	26.8424	345.9	54.945	39.4818	30.3762	87.2784	167.697	60.8107	57.3897	64.5035	61.7336	55.3007	43.9201	42.0864	40.7403	38.6056	46.6255	42.8997	45.5536	71.6386	39.0937	39.0339	54.9129	47.8036
ENSG00000004455	111.095	256.686	142.61	510.05400000000003	120.521	293.35200000000003	536.615	879.99	784.811	577.072	596.49	692.2589999999999	689.695	736.2810000000001	609.745	641.914	670.8480000000001	813.9639999999999	593.355	528.114	869.863	989.941	423.45099999999996	601.064
ENSG00000004468	2.6547099999999997	0.0	0.0	0.0	5.89546	0.0	23.2415	33.5167	13.6534	10.5515	19.9689	7.8003800000000005	4.36979	24.8086	10.4886	31.4928	0.0	11.0446	27.0009	33.2283	9.49131	15.0777	20.7777	20.0414
ENSG00000004478	148.838	223.261	371.165	460.034	213.27200000000002	296.908	315.67900000000003	486.18800000000005	566.8240000000001	376.07199999999995	274.295	412.343	439.395	365.14	298.926	429.17800000000005	290.717	376.838	799.33	667.691	874.7510000000001	856.4010000000001	521.868	672.747
ENSG00000004487	93.15100000000001	97.9371	88.7231	90.9515	173.30700000000002	96.2275	133.202	117.171	129.352	107.12299999999999	111.176	95.7975	91.9988	71.575	64.1433	68.5129	86.9992	74.1867	56.3195	70.414	63.4996	66.5733	69.4351	77.9416
ENSG00000004534	691.115	274.53700000000003	510.36400000000003	215.293	337.814	314.009	402.848	434.346	364.994	350.86300000000006	275.247	380.97900000000004	68.6688	65.2083	65.8279	61.3736	74.9697	75.3601	135.109	143.055	113.124	121.28399999999999	135.86	135.1
ENSG00000004660	8.80518	28.7801	20.6713	5.06573	7.966489999999999	10.5767	7.85153	13.7245	7.547619999999999	15.5543	8.09517	4.312069999999999	2.01303	9.14282	9.38747	4.0621599999999995	5.41031	10.4665	3.3216900000000003	3.6068800000000003	4.20349	0.69558	6.57286	3.6983
ENSG00000004700	56.6525	92.5855	51.0775	40.8167	32.6782	39.7699	77.296	55.7344	80.0947	80.1262	93.5304	69.1794	39.9656	28.4193	34.4675	31.8577	37.9745	42.4164	20.6123	22.2463	33.198	30.345	18.9515	20.8629
ENSG00000004766	15.9878	36.8172	40.458	34.0444	34.0703	18.3315	44.8894	31.9428	36.545	36.9718	24.4167	24.2003	40.0732	34.7108	37.7361	38.7946	40.1876	40.0242	56.0253	47.5949	53.8688	64.8711	52.7134	58.2495
ENSG00000004776	3.54653	20.285999999999998	28.546	41.9732	26.2532	172.533	191.47	29.8508	164.16099999999997	152.238	80.0318	36.4729	80.2694	77.333	42.0365	67.3158	55.5684	71.6665	41.6495	31.0118	37.6472	52.3298	39.2452	33.1226
ENSG00000004777	33.6987	33.5226	16.2155	13.547	46.0949	22.4393	37.9064	18.9916	15.682	14.543	12.1101	17.2019	25.5971	57.445	37.9997	26.0437	66.7727	66.9797	6.20251	4.84923	5.23272	6.75396	4.09111	7.596310000000001
ENSG00000004779	384.398	188.463	850.8560000000001	544.297	146.34	329.81199999999995	389.952	634.249	495.816	410.333	371.76	672.311	1092.23	1122.15	991.829	1272.49	1204.58	1114.03	130.32299999999998	145.555	104.711	129.954	114.613	100.18700000000001
ENSG00000004799	7.18664	141.918	32.538000000000004	274.653	15.9597	202.865	64.6654	61.3294	370.64099999999996	1319.66	1010.89	249.88	51.2615	11.1933	43.9432	10.6569	43.0541	73.3239	1084.42	214.61599999999999	444.19300000000004	764.155	558.328	244.63099999999997
ENSG00000004809	0.0	2.30399	0.0	0.0	0.0	0.0	2.05709	3.29615	2.4169	4.48273	0.706975	0.0	0.7735350000000001	0.585544	0.0	0.557481	0.866247	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000004838	11.1446	10.9279	2.24257	3.2974	4.12489	4.01604	1.62615	2.34507	0.0	1.7718200000000002	1.67661	0.0	3.2103	3.4715800000000003	1.88707	5.94935	0.0	5.96129	30.2021	27.8759	44.5898	45.062	37.3519	27.3214
ENSG00000004846	11.4609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000004848	28.0798	0.0	0.0	0.0	602.795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000004864	35.8587	44.8872	56.8042	116.255	13.5546	45.3644	77.9275	141.27700000000002	148.455	137.673	122.814	94.1552	114.59700000000001	109.325	94.7378	112.23100000000001	101.259	118.804	360.189	229.753	402.61699999999996	337.452	258.47700000000003	284.39099999999996
ENSG00000004866	57.5914	37.3711	232.62900000000002	100.861	30.0932	67.1438	71.0579	118.809	96.5545	78.0966	60.5215	108.25200000000001	89.2221	98.14200000000001	84.1328	85.90299999999999	79.6204	75.0013	38.86	45.6347	43.105	33.1528	40.8208	42.4647
ENSG00000004897	46.9402	64.4192	29.0632	52.0816	62.3673	29.2765	59.2721	56.5622	64.4811	58.8411	52.5105	32.713	55.2254	50.6148	50.9501	38.9081	61.5671	49.001000000000005	52.0271	54.9432	69.2811	64.514	48.4469	50.5431
ENSG00000004939	0.0	8.58003	865.2289999999999	301.353	0.0	645.139	634.295	162.764	73.8041	114.351	23.6948	138.83700000000002	347.404	442.216	293.955	581.085	503.23800000000006	423.73900000000003	105.26	123.208	79.771	84.4318	170.628	147.982
ENSG00000004948	0.0	0.995375	1.22559	9.01034	0.0	8.77925	5.33225	4.27203	13.574000000000002	7.74655	4.58142	14.317	30.0765	11.3835	15.1258	13.0056	17.9634	23.8914	6.183680000000001	7.16224	1.7389400000000002	0.8632639999999999	2.71913	4.58985
ENSG00000004961	94.8843	84.3744	530.675	132.112	26.8557	65.3676	63.1165	68.51	76.5485	66.5521	128.05100000000002	123.0	122.88	100.84100000000001	72.4564	105.94	110.601	64.6865	66.2296	84.2444	73.8338	99.0631	65.5265	105.34100000000001
ENSG00000004975	79.3133	83.2514	39.5752	51.9895	128.40200000000002	72.0339	67.7438	63.7722	56.3784	44.5949	36.8631	36.9466	62.0927	57.4474	62.5998	48.9569	52.894	56.3368	24.0476	32.2843	21.2098	28.3831	30.2812	35.9017
ENSG00000005001	0.0	0.0	137.02100000000002	100.736	0.0	0.0	99.3575	95.5226	0.0	108.258	0.0	0.0	56.0426	169.69099999999997	0.0	0.0	0.0	80.941	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000005007	52.4017	98.8136	202.2	126.505	61.3825	115.16799999999999	174.768	161.156	158.446	118.557	101.791	102.366	228.533	205.653	218.179	210.832	169.908	187.287	113.72	136.946	146.998	130.004	110.09899999999999	124.984
ENSG00000005020	29.1531	54.4504	129.898	58.5314	4.11059	50.0265	85.0768	107.11	86.8681	90.4909	55.3451	65.2656	94.8326	76.9749	71.3035	76.5794	84.4472	64.3568	90.8794	141.487	119.486	109.735	118.329	120.89399999999999
ENSG00000005022	1776.35	1123.35	11518.6	5331.94	994.783	3103.2	2858.87	3026.08	3107.83	2618.62	2044.95	3707.14	3612.58	4251.89	3958.13	4008.41	4406.22	3895.57	7394.85	8590.35	8145.75	8665.15	9473.05	9331.36
ENSG00000005059	33.5023	79.39	18.5391	9.91249	37.2001	21.1274	39.1075	29.3735	27.2816	53.2635	36.5409	49.2201	13.7866	10.4361	11.3456	20.8654	12.3512	12.9426	2.83957	6.16675	3.5933900000000003	0.0	5.61886	0.0
ENSG00000005073	2.98983	1.22155	4.51222	7.74039	0.0	16.1611	42.3955	6.270630000000001	17.8809	5.92221	7.845560000000001	6.56717	22.3673	16.9314	15.3393	25.9711	19.4819	18.8444	16.5261	20.9819	11.7972	8.51855	16.77	18.3998
ENSG00000005075	413.42400000000004	367.631	611.701	278.822	135.016	284.816	532.273	648.189	708.757	705.61	109.758	446.60699999999997	925.704	1106.02	953.972	1002.52	907.773	809.41	752.347	805.752	582.5459999999999	776.938	870.1210000000001	734.3760000000001
ENSG00000005100	32.5114	32.4698	18.1725	29.3924	45.4591	11.3903	36.2378	32.9388	44.8987	27.9978	19.7001	18.5751	22.6698	22.5054	20.3891	21.9625	18.3118	21.4698	38.2721	45.8801	56.1813	57.0624	57.5561	56.247
ENSG00000005102	0.0	3.3418300000000003	0.0	0.0	9.082189999999999	0.0	1.49186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.96402	10.5867	7.34395	13.1247	11.4835	11.6304
ENSG00000005108	22.1492	17.5961	16.0946	38.6832	2.7326599999999996	33.8111	26.0345	8.19936	12.3935	10.2707	5.7849900000000005	23.5016	14.0518	10.1577	11.6333	11.8605	12.7589	7.8619	5.47549	12.684000000000001	5.7192300000000005	4.1496	9.97485	10.4508
ENSG00000005156	40.4239	27.3367	26.6469	29.2137	43.3379	20.9297	47.4584	29.9832	43.0145	22.9	28.3101	12.97	29.4458	25.7634	18.0956	20.9458	17.5581	23.7493	58.5593	48.1384	66.3131	52.3425	51.3274	49.446000000000005
ENSG00000005175	54.1466	39.5524	60.2562	34.59	36.4382	28.0857	52.7032	67.9425	42.2194	42.4157	35.8141	43.417	47.2649	47.5339	43.0639	39.4162	29.4895	44.3713	47.1987	60.2954	34.5488	37.2091	68.6731	47.1405
ENSG00000005187	99.9687	50.2179	225.895	367.909	26.0826	125.495	212.824	213.23	174.894	164.146	80.7444	284.10900000000004	166.24	216.963	224.31	151.643	165.395	180.68099999999998	4638.68	8.446439999999999	3812.03	3638.22	7.32954	18.5582
ENSG00000005189	2.7457	9.53533	5.52504	1.01548	5.58939	2.47359	10.0159	2.88879	4.11873	5.45655	4.64701	7.05927	4.80204	2.9935400000000003	4.261769999999999	7.7358899999999995	7.591889999999999	6.5275	8.1575	5.567819999999999	12.7809	11.7135	4.61195	9.73113
ENSG00000005194	158.885	74.1886	158.227	119.92299999999999	62.4076	90.5569	101.723	148.97	122.295	101.814	129.27	83.3666	133.94299999999998	138.214	122.475	157.524	128.355	107.79299999999999	131.958	121.87	193.355	167.542	95.28399999999999	95.8842
ENSG00000005206	137.62	134.711	249.52200000000002	147.392	115.669	121.399	96.2199	104.572	114.279	92.3042	105.676	48.4404	178.558	149.885	143.873	169.033	174.222	143.838	64.3293	85.4046	74.7508	97.6006	83.2608	78.3798
ENSG00000005238	45.8958	58.4181	134.091	64.6327	22.214000000000002	60.4306	63.7485	52.0019	61.281000000000006	63.8463	128.134	44.0876	54.843999999999994	43.4399	65.7577	51.3049	39.8603	48.7849	57.6021	81.8807	54.2758	87.0985	79.935	88.2869
ENSG00000005243	12.8782	78.9241	48.589	52.3921	4.76654	29.0047	37.582	45.1643	27.5973	17.915	24.2176	42.5702	62.2696	42.1218	67.2357	45.832	86.0534	49.751000000000005	8.18643	2.37048	4.6043	13.7143	25.1985	15.190999999999999
ENSG00000005249	8.23236	4.8049599999999995	5.91628	11.3088	17.4114	36.023	70.3568	14.8481	27.2184	17.7625	7.07707	20.7337	13.9745	5.83631	6.60935	7.64031	9.71344	5.567740000000001	17.0337	13.9266	13.5251	10.9107	6.6089899999999995	18.965
ENSG00000005302	54.0245	73.5755	47.56100000000001	41.6263	58.3212	32.4469	82.9348	67.1026	80.0755	67.1021	71.1158	38.0317	55.1163	48.3829	59.7147	49.402	59.1289	50.1701	136.078	158.715	162.168	152.24200000000002	153.15	130.317
ENSG00000005339	79.6778	117.74799999999999	90.5892	64.2312	104.43799999999999	77.7206	121.208	86.0099	93.6475	83.4021	67.3019	55.3471	89.9937	80.7381	85.3721	82.2314	81.4226	80.8291	68.679	79.0849	65.6212	65.2865	75.8512	70.9531
ENSG00000005379	19.5357	43.5608	8.661669999999999	27.4311	16.6672	34.006	37.2289	23.4739	20.7342	24.7597	15.9518	18.9857	22.3299	15.4602	23.7174	23.3545	24.3963	20.8449	1.12668	5.8724099999999995	2.3763	2.35934	7.80306	4.07688
ENSG00000005381	0.6544300000000001	0.5347569999999999	0.0	0.0	0.484442	0.0	0.954443	0.9176040000000001	1.1213899999999999	1.0399399999999999	2.95218	2.88299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000005421	3.66751	0.0	0.0	0.0	0.0	2.20269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.761628	0.0	0.725125	0.0	0.0	0.0	0.0	0.0	1.73583	0.0	1.15364
ENSG00000005436	34.8816	43.0577	38.0821	41.1726	45.599	30.7561	41.6923	24.4663	24.8105	30.678	21.7721	27.2588	10.3839	13.8712	14.2423	19.8096	10.9445	12.3507	10.0811	11.494000000000002	10.0995	10.0274	14.13	16.8361
ENSG00000005448	49.1703	135.14700000000002	7.49568	44.0856	78.3115	53.6937	55.4402	36.5787	48.5338	76.9888	34.7446	48.1593	115.887	126.24700000000001	114.375	136.105	93.3841	110.696	7.56083	5.473330000000001	4.25244	7.38864	3.3247	2.80602
ENSG00000005469	13.0727	22.621	51.0637	45.5045	21.0619	30.482	61.1517	41.5316	51.4142	42.7897	19.6668	36.1522	102.529	105.398	102.865	101.715	113.4	116.087	1579.24	669.23	1330.12	1439.09	864.102	756.1460000000001
ENSG00000005471	11.1723	24.5547	0.387612	3.13463	0.85555	2.08243	1.12427	1.0808799999999998	0.660461	1.5312299999999999	1.15916	2.26399	4.280480000000001	7.9205	5.87101	2.05661	1.06523	3.66353	1.63173	1.41746	0.5506409999999999	0.0	2.15255	3.6334699999999995
ENSG00000005483	74.3106	164.263	111.70200000000001	79.4936	165.90200000000002	113.088	176.03599999999997	124.595	122.32	100.962	75.2716	90.9058	126.678	108.06200000000001	133.65200000000002	120.089	122.764	116.811	164.54	179.918	142.405	170.757	183.69	171.206
ENSG00000005486	219.81	162.694	423.082	448.892	201.625	289.86400000000003	198.715	242.437	262.145	207.653	234.835	173.169	104.875	99.2344	87.2056	93.5335	88.0837	106.02799999999999	203.296	178.97099999999998	194.53099999999998	240.0	187.18900000000002	148.872
ENSG00000005513	30.4896	8.3047	0.0	7.517589999999999	15.0466	18.3119	7.414739999999999	0.0	0.0	0.0	7.644819999999999	14.9313	4.18228	0.0	22.9453	0.0	9.3671	6.04038	0.0	7.4829300000000005	7.2672300000000005	0.0	11.3635	0.0
ENSG00000005700	41.0924	51.1099	40.6124	61.32899999999999	49.2621	41.2789	74.8166	66.8275	91.3319	57.5256	99.84200000000001	61.974	81.473	65.5273	73.1282	66.2724	68.7639	68.3521	80.0858	82.4626	84.7811	73.2977	92.1867	79.8705
ENSG00000005810	27.3151	34.3142	13.6923	35.448	22.6666	24.5205	42.3387	28.909000000000002	35.3293	26.427	17.4756	28.8481	39.6419	33.6111	46.0323	36.0363	40.2271	30.909000000000002	52.0105	65.2293	58.5509	54.4737	57.1941	56.7143
ENSG00000005812	99.7328	202.333	103.804	146.694	120.5	115.667	244.21200000000002	143.123	159.186	129.399	103.475	143.155	148.59799999999998	112.12700000000001	177.285	137.351	153.201	141.034	300.231	351.11800000000005	284.437	334.49300000000005	434.51099999999997	402.423
ENSG00000005844	14.5148	23.7211	1.26989	2.334	2.80294	5.68536	37.3109	18.1568	8.659180000000001	22.0832	18.047	4.637919999999999	2.5969700000000002	2.359	1.42478	4.49188	4.07152	5.62611	216.09400000000002	25.0911	6.31757	0.896066	5.6449	86.9476
ENSG00000005882	171.65	214.362	118.936	574.948	44.3526	210.076	173.669	221.485	247.076	226.55700000000002	113.28200000000001	168.91400000000002	220.572	274.411	233.982	246.851	226.86	264.67	793.315	938.33	671.592	1020.89	1117.14	1124.7
ENSG00000005884	141.506	284.973	96.4296	159.60299999999998	6.68615	463.81699999999995	120.811	102.421	158.287	121.262	137.393	204.208	150.535	128.8	143.594	163.403	177.13299999999998	177.15200000000002	72.5673	87.0001	71.6036	53.3192	63.2597	76.07
ENSG00000005889	79.8788	50.2913	65.2167	31.4799	75.1245	25.9537	122.764	90.0116	69.5929	73.9069	45.3103	50.9819	69.245	64.0419	88.3229	57.8657	82.0702	69.2668	61.5989	59.7771	63.6721	63.6823	51.9772	58.6971
ENSG00000005893	217.24	500.712	462.76599999999996	759.1189999999999	72.08800000000001	261.847	251.4	347.832	314.63599999999997	304.885	338.088	272.936	326.76099999999997	309.88599999999997	353.469	372.347	314.834	378.43699999999995	2486.35	1908.35	2618.25	2432.56	2199.47	2361.07
