ENSEMBL ID	hV1	hV2	hV3	hV4	hV5	hV6	cV1	cV2	cV3	cV4	cV5	cV6	rV1	rV2	rV3	rV4	rV5	rV6	mV1	mV2	mV3	mV4	mV5	mV6
ENSG00000122679	30.1413	72.0438	33.798	62.7594	44.5801	75.4657	14.7901	35.1508	10.714	20.7592	15.7243	5.03671	185.167	126.61	191.407	226.894	163.066	47.3887	67.6563	81.0818	51.0272	73.5864	142.51	29.4645
ENSG00000122687	79.7464	58.2351	49.6178	47.2488	63.0973	60.7671	75.1602	132.799	75.8214	101.586	92.3376	72.8048	38.8761	38.8085	51.8766	56.6971	59.2474	41.623000000000005	54.1768	25.7737	36.4953	24.1745	27.9886	57.0408
ENSG00000122691	0.0	0.0	0.0	17.896	0.0	8.42056	9.48925	106.61200000000001	100.819	53.2758	88.7799	77.5564	46.8515	46.4184	32.7481	12.3892	109.171	74.3215	23.677	23.1207	0.0	0.0	7.95075	0.0
ENSG00000122692	146.246	115.06700000000001	112.075	121.92299999999999	137.375	149.685	120.381	127.79899999999999	126.321	120.292	127.669	83.0027	85.95700000000001	85.42200000000001	82.57600000000001	100.9	106.863	86.7717	174.90599999999998	156.915	156.388	178.80900000000003	184.917	170.03099999999998
ENSG00000122694	31.8369	52.956	48.5907	22.915	46.3902	107.821	42.5269	39.3783	58.6792	85.2714	90.4261	37.2403	21.4254	11.1444	8.38647	43.6255	34.9469	17.3028	22.738000000000003	7.40124	0.0	10.9915	10.1806	13.832
ENSG00000122696	18.8485	17.9811	18.4933	19.0778	26.0191	22.7408	28.3245	34.9699	32.5688	39.1248	28.6796	20.2102	95.1342	75.875	94.95700000000001	91.5711	80.1728	85.4719	272.691	225.905	247.25	249.18599999999998	247.68900000000002	232.50900000000001
ENSG00000122705	752.955	699.159	387.66900000000004	842.1	668.923	721.454	1013.07	687.42	684.791	846.117	800.3919999999999	719.422	634.403	551.928	520.284	545.366	543.164	606.23	607.461	701.3960000000001	647.962	746.38	657.687	754.698
ENSG00000122707	19.9475	16.7851	12.1779	17.9468	21.1111	16.2134	22.4582	28.2913	19.8534	24.9326	19.1014	23.333000000000002	9.665389999999999	9.310039999999999	13.3992	11.4304	11.312999999999999	10.5701	19.9452	25.6595	12.2572	25.8254	16.2656	24.2661
ENSG00000122711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000122729	50.8753	47.9058	53.3761	44.4584	52.151	55.2721	85.6444	64.2973	78.9613	84.1868	71.7395	111.36	73.5266	76.1718	69.2637	75.1099	93.7205	64.676	49.6462	49.1823	58.6981	86.4747	51.8258	58.1039
ENSG00000122733	132.439	90.8774	13.5006	182.44799999999998	222.0	110.094	208.25400000000002	239.97299999999998	239.66299999999998	143.732	311.541	211.25	265.64799999999997	265.515	287.47900000000004	223.688	226.56099999999998	176.674	502.42400000000004	579.386	596.196	479.657	490.055	531.312
ENSG00000122735	3.3069699999999997	4.076969999999999	5.19144	5.35553	9.1301	5.03985	10.2231	1.9633599999999998	2.19425	6.90873	8.211969999999999	9.283760000000001	1.99978	3.46726	1.5655299999999999	2.22102	3.2618400000000003	2.01873	7.0743	9.21077	4.56484	11.2851	6.17644	5.80966
ENSG00000122741	43.1417	32.7141	16.4611	36.874	54.5914	56.6166	62.773	46.2462	54.6668	71.2559	53.3903	67.285	53.7116	55.3724	64.635	56.4292	54.2622	69.6075	52.2091	54.3254	44.9712	50.2689	59.4933	35.1442
ENSG00000122756	301.66900000000004	587.914	625.933	202.225	155.309	399.452	248.43099999999998	152.31	188.68	75.5004	65.0147	57.8473	316.006	301.214	318.026	246.729	268.711	320.512	538.632	431.12800000000004	412.681	397.605	364.711	360.159
ENSG00000122778	11.2888	10.3232	6.81602	12.3051	14.984000000000002	12.5723	13.795	16.7554	30.6097	15.3504	17.7582	19.8071	26.2975	31.9167	28.0499	28.7201	31.4555	21.2374	66.7401	56.9875	48.5022	47.6054	63.1688	44.6122
ENSG00000122779	23.7149	24.4839	9.62813	30.4595	32.4546	38.6342	36.5153	36.7162	35.6081	31.2113	22.0985	25.8267	25.2601	24.9039	27.1421	20.6284	26.9292	27.2495	51.9458	43.6009	42.3696	61.5774	53.5063	40.3429
ENSG00000122783	41.9735	41.5821	41.1825	16.9937	39.8349	63.968	58.5702	50.6183	30.4614	75.8844	38.3198	42.9602	25.105999999999998	10.8823	12.2839	23.2362	25.5939	15.8399	11.6834	11.4089	10.7699	8.471639999999999	3.9233	0.0
ENSG00000122786	72.172	74.9466	152.312	71.1205	70.9619	78.8613	45.6043	66.6984	63.8128	106.135	44.7552	66.1034	35.4652	47.1903	48.8293	37.4041	33.0716	35.8014	37.2209	30.1292	29.1191	45.2775	34.0428	35.5276
ENSG00000122787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.01345	0.0	1.4013200000000001	2.20455	1.02095	1.38713
ENSG00000122824	12.6133	24.9913	18.5633	30.6401	39.1764	28.8341	83.9415	145.09	180.46099999999998	144.423	128.971	110.655	7.63956	13.2456	0.0	3.53531	2.59602	1.92799	6.756310000000001	15.3943	9.34211	2.4495	2.26878	3.0825099999999996
ENSG00000122852	0.0	0.0	3.64095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000122859	0.0	2.01395	0.0	0.0	1.57854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.13288	0.0	1.3481	0.0	0.0	1.39068	1.63339	0.0	0.0	0.0	0.0	0.0
ENSG00000122861	3.114	5.484369999999999	0.0	1.681	4.29866	2.37288	10.6961	2.31098	4.30461	21.6853	4.548690000000001	9.71335	3.14608	2.18189	4.3101	0.0	1.71052	1.9055400000000002	14.7899	5.05485	22.4954	82.8444	19.3692	23.2798
ENSG00000122862	4994.85	2199.23	9801.43	4044.5	6033.17	2854.57	9650.57	2780.11	2071.38	15050.4	0.0	2921.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1741.76	0.0	970.003	5390.61	3662.02
ENSG00000122863	60.9128	107.28	119.53	49.3231	0.0	23.2079	52.3066	67.8076	0.0	73.4166	0.0	0.0	0.0	63.9668	36.1027	34.1459	0.0	74.4863	0.0	0.0	0.0	0.0	0.0	29.7725
ENSG00000122870	9.35684	6.36699	5.0075400000000005	8.26532	6.45824	5.5095	8.76826	12.9454	15.5265	19.486	10.565	14.9299	13.1556	13.4173	14.3882	14.802	12.972999999999999	13.8011	7.58362	10.3676	7.54995	20.4558	13.7516	8.3039
ENSG00000122873	553.158	371.36199999999997	204.197	492.25800000000004	540.566	434.028	89.3571	60.9673	86.3073	61.6099	96.0012	96.0951	550.6519999999999	517.626	421.99	435.959	518.52	455.412	872.19	962.954	912.6460000000001	940.091	823.2360000000001	908.783
ENSG00000122877	51.1284	0.0	0.0	113.055	35.2896	19.48	10.1318	2.91875	9.78603	28.4417	25.8523	29.903000000000002	52.4062	86.7329	62.9382	39.6845	71.2331	67.3309	43.5383	50.7441	19.4198	25.9686	5.65943	42.2911
ENSG00000122882	90.6209	61.5785	57.4084	86.6678	90.6207	89.1714	101.714	86.3158	92.916	102.62899999999999	96.4127	111.844	72.1742	71.1859	72.7419	75.199	62.2688	73.2945	120.75299999999999	111.92	116.029	111.303	128.863	137.264
ENSG00000122884	26.3754	21.0488	32.348	14.0156	27.3071	33.2876	25.4801	31.8076	38.2829	50.9959	29.4974	23.1389	27.9563	20.7734	27.8456	42.5077	35.9638	41.3239	102.428	67.256	84.6525	56.3434	55.1515	65.2637
ENSG00000122912	26.8763	27.3084	16.2275	35.155	27.1122	25.2059	7.10123	18.4113	13.7177	13.2895	9.05972	9.67315	27.6855	26.1827	18.4719	27.953000000000003	29.0788	19.0554	99.5807	87.2309	101.245	119.458	110.645	62.1361
ENSG00000122952	5.17065	4.55328	5.0732099999999996	6.28027	8.92217	7.88011	15.5404	23.0237	19.2985	14.5415	16.994	6.04822	17.2246	10.8598	9.19387	23.1881	23.4125	17.3879	4085.41	2970.38	3041.96	3574.12	3362.61	3365.72
ENSG00000122958	79.0146	90.7028	69.2192	94.8286	108.1	115.04299999999999	1.2116200000000001	4.18849	3.5108099999999998	2.26748	7.21365	0.0	108.53399999999999	111.12899999999999	84.4641	99.6597	108.029	91.4456	120.927	125.958	107.292	130.43	107.609	144.826
ENSG00000122965	27.6793	24.9283	23.4543	41.26	42.9855	34.0344	17.8264	14.9393	16.6962	19.7134	15.1619	13.981	35.4345	39.6368	29.4551	30.3271	36.7706	22.3084	18.0259	15.4021	21.1861	16.665	15.4355	19.1212
ENSG00000122966	109.87	65.6914	40.9719	98.3219	130.262	88.2013	157.187	275.002	230.50799999999998	326.744	208.16400000000002	212.93200000000002	243.47	269.714	258.797	225.90599999999998	239.81599999999997	206.736	116.471	125.319	107.23100000000001	101.65799999999999	128.41	99.0163
ENSG00000122970	24.9885	19.4901	22.4161	25.4371	29.0743	28.29	22.6841	22.7835	16.5805	12.6209	25.5509	25.8891	28.5403	30.7399	21.158	28.0156	21.7478	27.9377	48.9514	60.7474	52.1748	52.1328	50.3411	48.8549
ENSG00000122971	21.9072	35.6893	60.1842	23.9477	12.8526	31.7175	25.3962	16.258	17.2615	16.7227	8.0001	2.5625400000000003	35.1621	21.8553	31.8116	36.8416	36.9727	24.11	22.686999999999998	9.93107	18.3892	50.2019	23.643	11.7784
ENSG00000122986	30.5241	61.0898	87.1239	17.9755	36.3906	29.603	16.7171	26.8311	16.1466	15.6426	16.2497	3.25311	30.2527	29.1404	36.183	37.3328	18.276	23.7529	5.9455599999999995	11.6117	13.7018	17.2445	15.9722	13.562999999999999
ENSG00000123064	56.784	60.8539	55.7139	56.3904	59.1596	46.5353	50.1412	59.2359	39.0993	56.3879	46.9504	31.3309	43.8021	61.3186	44.1333	42.0415	54.2457	47.4926	66.1893	79.2048	80.4119	86.1393	84.7944	82.7398
ENSG00000123066	35.5204	47.4233	29.2298	41.1946	55.993	43.8305	50.7707	65.3063	75.8377	69.4195	68.6227	49.3226	76.4784	88.079	90.1873	91.72200000000001	76.9743	92.3356	121.904	114.88	125.51299999999999	108.352	111.912	117.515
ENSG00000123080	76.5143	75.4639	144.139	69.3908	46.474	83.958	34.166	49.9693	25.3845	54.1028	51.4124	28.6401	9.26859	9.64205	16.3259	17.1566	17.6376	11.2277	10.9293	12.807	15.1122	11.8873	6.606139999999999	11.9674
ENSG00000123091	914.3580000000001	528.7769999999999	314.664	986.26	1076.17	798.1360000000001	990.253	1060.9	1044.18	1039.0	1091.42	937.846	731.52	841.967	768.416	657.915	727.48	561.14	779.745	594.862	849.06	697.0239999999999	751.1510000000001	717.062
ENSG00000123094	40.8709	47.3564	31.6584	41.8036	55.6771	59.0092	3.69435	3.99097	6.24446	6.04955	7.06986	15.0971	52.7663	64.38	50.3604	94.0556	45.1586	53.2664	43.7851	23.2534	40.3618	45.1164	34.8231	17.8738
ENSG00000123095	141.554	129.105	99.2048	126.902	136.08700000000002	177.207	108.531	150.07299999999998	125.792	142.17700000000002	92.3089	82.7896	165.34900000000002	116.79799999999999	95.8842	147.366	203.94	126.73200000000001	72.2132	70.5165	104.84299999999999	90.3242	69.1104	84.014
ENSG00000123096	26.9992	35.6632	13.2452	12.7529	31.0588	39.4325	23.1846	21.7066	29.8577	19.8864	19.7192	2.63179	9.53913	18.9019	24.0034	20.1799	37.0459	16.5078	8.0782	12.6214	17.8719	8.78626	11.3932	8.845460000000001
ENSG00000123104	10.2249	13.505999999999998	20.3779	9.18498	10.6963	14.1219	15.9142	20.3932	20.5389	23.1071	15.5191	19.2485	16.5532	21.3154	23.0188	25.0861	19.6052	19.9348	16.2006	18.271	13.409	18.7374	15.8608	14.3664
ENSG00000123106	85.8428	63.2873	43.0918	116.38799999999999	112.3	85.1884	71.1998	65.9813	76.2266	58.5963	86.8235	103.99799999999999	75.7529	71.4501	61.0825	74.0375	91.4347	70.3532	81.8522	35.4468	73.8124	93.6715	71.7027	79.8845
ENSG00000123119	174.09900000000002	95.1591	41.232	209.03	297.308	219.582	222.963	412.116	409.545	371.436	363.92800000000005	347.606	337.25199999999995	359.352	300.668	312.97700000000003	278.01099999999997	221.15400000000002	203.66400000000002	175.851	157.109	169.051	191.13299999999998	170.19
ENSG00000123124	77.7568	65.3193	41.1572	79.5312	94.98	79.9108	86.9777	73.2707	81.4634	87.5526	88.1748	82.5764	101.93700000000001	102.069	107.93799999999999	126.75	111.18299999999999	107.595	85.1628	85.3033	82.8844	91.0372	84.3203	66.0364
ENSG00000123130	18.7776	23.8847	26.6121	19.4284	30.2415	15.8985	32.2492	23.2257	26.8223	31.8527	25.1432	32.9469	28.4092	21.8918	21.0047	21.0348	34.3246	24.8547	75.2508	85.1235	78.2958	77.7947	90.0687	88.7206
ENSG00000123131	55.0094	32.2942	46.7763	34.1496	30.3747	54.4926	29.9169	39.4631	27.375	63.3546	46.8729	38.6074	43.3133	25.0325	34.7774	26.725	54.3448	38.1182	82.7208	53.01	46.4668	61.8553	80.7289	81.3782
ENSG00000123136	97.1363	104.67200000000001	110.354	94.1784	81.1598	90.5749	91.0949	63.5508	78.4452	93.4553	86.8138	82.2267	96.7652	88.5845	86.3584	90.2752	86.2823	87.5233	40.1645	43.6776	41.6522	51.6276	45.0597	53.7246
ENSG00000123143	102.992	130.168	173.829	88.1493	104.604	118.73700000000001	96.2308	78.4134	82.7665	75.8952	75.6112	69.9112	64.9102	50.3923	56.8826	62.1683	68.4763	92.9091	68.5147	66.9049	62.1053	84.4561	72.8564	68.2494
ENSG00000123144	693.7289999999999	610.898	533.18	774.727	618.48	526.422	933.2860000000001	577.045	477.088	589.939	620.675	615.365	642.519	546.383	517.389	586.566	583.0219999999999	630.935	267.76099999999997	380.881	233.22099999999998	334.8	352.577	346.29
ENSG00000123146	9.31103	20.0427	22.3314	13.4035	28.5628	36.2635	56.8569	48.3698	36.0389	66.5028	45.3361	36.3044	19.4249	14.1236	17.7822	11.5989	18.7378	15.8137	32.3501	17.2309	14.2327	23.9902	24.4422	13.0822
ENSG00000123154	39.7117	51.8076	25.9755	50.0203	37.5614	34.7435	49.315	27.3203	24.4266	27.2138	35.491	48.2289	59.6858	58.6927	42.7152	49.4693	60.5431	54.8558	67.2289	55.3916	56.6469	58.2687	64.5519	50.3222
ENSG00000123159	291.276	315.872	254.033	244.59099999999998	314.596	394.584	361.288	324.246	275.14	294.724	403.80699999999996	413.27099999999996	220.524	237.907	171.04	169.328	237.578	196.23	234.997	261.452	242.37	268.165	256.14099999999996	326.91900000000004
ENSG00000123165	1.20999	0.0	2.37438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000123171	0.0	0.0	0.0	0.0	0.0	0.0	1.77825	0.0	1.7175599999999998	1.66395	1.5124600000000001	2.4223	0.0	0.0	0.0	2.3333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000123178	136.526	102.631	78.4115	145.602	167.78	111.645	177.285	160.629	135.33	147.16	150.786	245.388	102.859	129.38299999999998	96.7072	119.465	117.88	103.834	214.04	229.912	236.766	266.427	253.958	247.39
ENSG00000123179	58.9015	36.3081	23.1166	114.46700000000001	73.1786	76.3014	0.0	0.0	0.0	23.6642	12.9058	6.8898399999999995	10.7026	6.18546	10.4732	6.603689999999999	24.2458	21.6081	71.5149	49.295	40.7175	118.963	42.379	63.3368
ENSG00000123191	7.035	6.582210000000001	7.765219999999999	6.76456	8.49742	10.0513	6.41861	8.810210000000001	11.6697	9.1857	8.3494	8.22899	9.85342	15.2372	8.860430000000001	7.88722	17.737000000000002	13.4416	5.96649	4.29306	2.60526	7.5141100000000005	5.69431	1.7192599999999998
ENSG00000123213	17.3183	15.2505	9.374880000000001	21.2766	25.1434	29.1236	15.8971	26.5912	24.2701	30.7102	22.2442	22.3533	33.2765	37.6275	40.7041	42.8497	34.9066	25.1939	44.7836	64.1393	44.8207	60.3063	49.8414	43.7831
ENSG00000123219	0.0	0.0	0.0	1.52278	0.0	0.0	0.0	0.0	0.0	3.02217	1.37351	0.0	3.41709	7.89951	2.2292400000000003	2.1084099999999997	3.09645	3.4494800000000003	0.0	0.0	1.85717	0.0	2.70613	1.8383599999999998
ENSG00000123240	292.931	252.168	160.287	294.214	359.009	322.66	307.17400000000004	412.48800000000006	426.735	405.871	364.805	395.36300000000006	169.46	173.528	176.40099999999998	213.68099999999998	222.609	157.863	48.3524	45.248999999999995	42.7148	59.8948	54.7991	44.1207
ENSG00000123243	46.8492	65.0567	162.65	71.1288	61.8739	61.1007	34.8145	43.1258	42.9669	57.1901	38.165	54.8006	58.955	49.6891	46.4737	61.6376	74.1987	51.799	71.7715	62.5424	55.6279	70.7112	72.627	62.994
ENSG00000123268	27.8653	32.2063	20.5051	28.2043	28.8496	38.4856	40.5486	29.8518	31.912	47.7791	39.5972	26.5944	45.5485	45.9145	47.6819	43.1367	40.3146	49.1881	36.3758	40.4205	46.8288	46.3855	46.754	29.1863
ENSG00000123297	68.3851	77.0815	56.3609	89.7054	98.1771	68.7849	109.225	95.4109	116.84100000000001	123.085	129.859	129.586	115.146	96.2304	99.7076	119.604	132.866	88.6412	64.4699	51.5087	71.5853	94.5567	61.995	65.5126
ENSG00000123307	0.0	1.2258799999999999	0.0	0.0	0.0	0.0	0.0	1.03311	0.0	0.0	0.0	0.0	0.0	1.46189	0.0	0.0	1.1460700000000001	1.7023099999999998	1.99515	0.0	0.0	0.0	2.00992	1.36541
ENSG00000123329	12.5409	14.1988	10.5467	12.3308	11.129000000000001	11.6039	23.0764	20.6082	21.5459	27.3513	28.1324	19.9084	17.9042	17.8731	10.6185	21.0901	13.2743	19.1693	0.6370239999999999	1.24411	1.76165	0.692859	1.9252200000000002	0.0
ENSG00000123338	1.23676	2.17818	0.808966	4.33959	5.97541	0.6282760000000001	6.37212	9.17831	6.838480000000001	22.8563	4.5164	0.48222	3.9950699999999997	4.32921	2.4434	3.69754	9.16362	3.0247	16.1937	19.5509	15.0633	25.9393	17.2034	16.1198
ENSG00000123342	0.0	0.0	0.0	0.0	0.0	0.796254	0.0	0.781369	0.8732620000000001	2.53801	0.0	0.0	0.632901	1.09734	1.2386700000000002	1.17153	0.0	0.0	2.24267	4.37994	2.06732	0.0	2.25927	2.04639
ENSG00000123349	1129.3	988.453	1446.11	1096.77	885.43	837.133	621.105	412.712	410.314	515.387	620.467	586.653	431.88599999999997	394.11199999999997	343.765	424.585	525.246	438.065	438.60699999999997	404.506	404.314	530.056	434.48900000000003	396.88599999999997
ENSG00000123352	58.3015	47.6065	47.8423	69.5255	89.9927	63.0041	48.2437	47.9872	61.5434	61.3259	56.5169	54.5572	50.7207	46.7533	46.4922	47.5376	44.5069	50.5533	82.5211	79.1036	85.8396	75.7558	83.1319	102.586
ENSG00000123353	66.0112	77.506	107.945	53.4515	45.562	96.4099	118.09299999999999	53.0711	73.0	106.08200000000001	100.44200000000001	38.6074	83.2948	51.9906	55.4265	55.5059	54.3448	57.1773	94.2908	57.547	70.6214	55.5508	47.4944	37.6419
ENSG00000123358	298.45599999999996	206.02700000000002	141.36700000000002	890.0110000000001	161.484	218.537	147.881	74.8491	56.3369	243.673	206.455	133.224	143.368	180.12599999999998	174.86	157.69	190.918	164.44299999999998	350.973	647.32	488.67400000000004	307.937	223.748	454.32800000000003
ENSG00000123360	118.47200000000001	71.5817	25.4539	109.935	99.6774	106.75	95.0502	136.695	109.02	118.819	120.633	97.1066	127.275	147.115	116.346	122.15899999999999	126.01100000000001	95.7	335.44300000000004	313.057	355.999	442.25699999999995	301.14099999999996	315.122
ENSG00000123364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000123374	0.0	6.974310000000001	7.770689999999999	4.27536	4.5554	3.01752	9.06795	8.816419999999999	1.09481	13.7883	3.85629	0.0	8.79438	5.54469	13.3	14.799000000000001	15.2139	7.2636	11.3129	1.8411799999999998	5.2142	10.2537	7.597760000000001	1.29035
ENSG00000123384	116.889	175.868	126.264	136.655	163.66299999999998	151.589	132.207	216.206	225.93599999999998	216.201	158.059	127.743	308.436	305.518	308.823	303.198	314.156	309.52099999999996	404.981	371.792	334.11800000000005	380.134	342.63800000000003	319.42
ENSG00000123388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8529200000000001	0.0	0.0
ENSG00000123395	350.945	161.708	96.0925	330.43300000000005	245.045	230.107	395.975	339.186	294.46	308.222	357.652	324.58799999999997	301.538	304.26	266.051	361.43300000000005	416.584	247.01	212.75799999999998	250.449	181.347	155.327	149.739	271.26099999999997
ENSG00000123405	0.0	4.29957	16.7669	1.97678	0.0	0.0	1.04818	0.0	0.0	4.9040099999999995	0.8915069999999999	0.0	0.0	0.0	0.0	1.3685100000000001	0.0	1.49264	0.871782	0.0	0.0	0.9481950000000001	0.0	1.19323
ENSG00000123407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000123411	15.38	19.993	18.6831	17.791	21.2311	27.3458	25.1563	27.1761	27.3349	27.0701	24.6056	22.2738	18.1871	24.6113	26.0448	23.811999999999998	21.1031	22.3896	38.6392	22.9447	29.6016	23.2846	27.3528	25.0138
ENSG00000123415	83.7126	52.2164	58.1789	72.0214	52.9648	67.7761	97.3444	85.4224	91.12899999999999	88.2845	57.3192	63.2402	52.8154	53.1121	37.211999999999996	44.9715	61.7388	45.8517	39.9142	46.2845	41.3927	43.4127	35.1835	34.1447
ENSG00000123416	3563.81	2931.53	1544.56	3650.56	3213.64	2943.35	2278.99	2043.5	1521.07	1607.95	1606.41	1967.29	1004.65	1109.58	774.898	1148.7	1129.8	992.421	371.491	270.20799999999997	314.007	293.353	330.024	336.077
ENSG00000123427	6.92767	6.10051	3.39856	5.60956	2.3908	6.59864	8.92332	7.7118199999999995	12.9281	12.5246	5.0597	10.1293	6.2939	0.0	8.212	5.82517	4.27749	13.765999999999998	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000123444	93.2583	103.698	74.4413	98.5526	91.0976	100.572	108.586	112.02600000000001	108.15700000000001	100.971	103.323	93.3704	157.00799999999998	170.139	143.805	185.187	147.697	148.34799999999998	97.3321	103.887	117.369	119.404	123.706	110.759
ENSG00000123453	5.6058900000000005	7.8162	7.333660000000001	3.7827300000000004	3.54684	8.18745	21.6623	16.9878	15.1111	6.0059	7.50627	6.55733	1.6976799999999999	1.47174	2.49194	2.095	2.69217	1.1425100000000001	22.6794	20.1924	23.0583	39.1774	20.8313	16.8904
ENSG00000123454	2.18561	1.2831	1.42961	5.30928	2.01139	1.6654400000000003	2.50242	3.2439999999999998	6.04252	1.75617	1.06419	0.8521850000000001	0.441258	0.0	0.43180100000000005	0.0	0.0	0.0	0.5206270000000001	1.52518	0.0	0.0	1.0489600000000001	0.0
ENSG00000123472	159.67700000000002	146.931	168.99	155.446	216.709	198.234	161.767	173.09099999999998	138.389	157.135	142.829	144.805	71.7197	56.5224	61.6755	46.2638	84.1915	53.7511	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000123473	1.88201	5.38621	2.7698099999999997	4.19079	4.87122	3.9437699999999998	6.06039	8.03097	4.2926	5.67084	8.24728	6.05392	13.1137	11.3684	14.5064	12.6647	10.0749	10.3601	1.00924	1.64255	0.465167	1.0977	2.71123	1.38137
ENSG00000123485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3872799999999998	0.0	0.0	1.36529	2.1866	2.26442	0.0	1.10794	4.19156	1.53896	1.14294	32.982	21.9008	29.1872	51.657	21.2647	32.5031
ENSG00000123496	6.2125	1.36768	0.0	7.5457	8.57594	2.3669700000000002	2.66738	0.0	1.28817	1.24796	1.13434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.76472	5.41591	1.53378	3.61941	2.2349099999999997	4.55475
ENSG00000123500	3.21171	5.09082	2.52094	1.5603799999999999	3.10348	0.978934	0.5515869999999999	1.4301	1.59828	0.5161319999999999	1.40743	0.751361	1.16716	1.34909	1.14214	0.0	0.0	0.785478	0.0	0.0	0.0	1.9958900000000002	0.924316	0.627918
ENSG00000123505	246.71	148.072	91.9561	198.653	329.151	221.602	177.53099999999998	269.01	227.486	217.063	267.765	227.31900000000002	2.5099	1.4505700000000001	2.45611	1.54865	0.0	0.844563	0.0	0.0	1.36261	0.0	0.0	0.0
ENSG00000123545	200.842	110.21799999999999	85.6769	200.33900000000003	229.03099999999998	170.78599999999997	224.955	170.65200000000002	144.851	219.851	163.694	221.31	197.453	241.47799999999998	198.39700000000002	231.699	215.669	170.85	126.501	94.7055	125.35700000000001	119.244	133.809	112.544
ENSG00000123552	10.5332	13.4495	3.1004099999999997	17.0582	18.539	12.4408	15.8288	23.8418	28.8298	22.0054	20.3866	27.105999999999998	11.140999999999998	15.4532	20.87	18.2657	11.6821	14.7813	58.703	60.9983	62.9587	56.0719	59.8957	62.3213
ENSG00000123560	6359.09	10203.2	2987.1	3748.72	6905.61	17219.3	5335.17	5036.98	4898.03	3408.7	5289.67	3477.73	2011.7	1848.33	2413.65	2792.34	4467.35	1122.89	2511.69	2927.81	2986.42	3133.04	3161.02	2340.04
ENSG00000123561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000123562	1671.45	960.732	504.11	1607.53	1397.19	1261.26	1559.56	1520.37	1583.2	1695.78	1824.02	2054.03	1297.67	1111.29	1093.27	1244.83	1069.57	1097.94	830.288	822.1189999999999	754.6669999999999	898.0110000000001	813.0369999999999	774.047
ENSG00000123570	51.7218	41.2085	24.1653	45.8695	81.5983	63.8103	46.5292	67.6293	104.182	53.4334	75.5513	95.0716	105.914	82.7657	116.78200000000001	93.8844	83.134	96.3768	149.814	70.5653	87.7346	122.68799999999999	92.3293	53.0728
ENSG00000123572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.49203	0.37067100000000003	0.0	0.0	0.0	0.0	0.0
ENSG00000123575	59.6295	43.2433	43.5925	53.9645	116.209	63.2567	64.2568	116.272	109.581	83.6134	99.9114	53.3382	77.1896	79.8087	68.6054	73.4073	62.5669	53.6155	25.8866	11.415999999999999	17.3196	13.6236	19.3483	13.7154
ENSG00000123595	123.147	132.30100000000002	72.4958	99.7163	110.49799999999999	174.54	133.243	102.35799999999999	104.182	93.0137	109.729	89.3097	111.881	72.42	94.8854	107.691	105.43799999999999	120.471	175.90400000000002	197.537	158.097	221.93400000000003	163.03	226.31799999999998
ENSG00000123600	0.0	16.1925	9.8408	6.7679	8.07653	5.0951699999999995	2.87091	2.48113	2.77293	1.3431899999999999	1.2209	1.95535	1.01247	0.0	1.98154	0.0	1.3762	0.0	16.7144	13.99	24.7622	14.2838	10.8245	6.5364
ENSG00000123607	30.1402	28.8246	21.6227	28.6043	51.0016	33.3391	39.5184	58.6856	59.6737	59.8943	71.2472	57.243	22.3774	23.8236	26.3157	29.4312	21.3449	30.1193	19.4582	22.6202	15.6947	23.4312	17.9687	18.3894
