ENSEMBL ID	hP1	hP2	hP3	hP4	hP5	hP6	cP1	cP2	cP3	cP4	cP5	cP6	rP1	rP2	rP3	rP4	rP5	rP6	mP1	mP2	mP3	mP4	mP5	mP6
ENSG00000000003	18.1547	17.8352	13.8091	16.0105	14.9497	24.5521	21.3735	36.7421	38.9933	18.9419	11.3995	14.1452	23.8989	9.86576	26.7574	18.4223	11.2534	6.04775	47.0933	28.5436	31.0003	36.3158	46.5062	33.414
ENSG00000000005	1.4269	1.31417	0.0	3.14593	1.10155	0.0	1.3999	0.0	1.2769700000000002	0.0	0.0	0.0	3.25103	6.9787300000000005	2.10303	1.35743	7.73919	8.91248	2.77603	2.40367	11.7475	2.6759	1.2461	0.0
ENSG00000000419	59.7513	49.2814	44.7706	45.2228	46.816	54.2731	40.2472	45.1219	49.4827	59.8166	50.3976	56.2829	35.2195	34.8936	55.2046	37.3294	31.785999999999998	17.825	41.6404	72.1101	52.211000000000006	51.8456	66.9778	45.7245
ENSG00000000457	14.4529	12.5281	15.5201	9.37202	19.6898	12.9348	22.5204	16.3458	25.8687	19.0079	25.3569	17.885	21.9529	20.7903	25.0605	25.8811	25.031999999999996	3.18613	44.0153	52.493	31.2389	48.832	47.7163	37.0384
ENSG00000000460	6.08295	4.03372	7.217980000000001	1.6093600000000001	6.38655	3.4551199999999995	3.3420099999999997	5.9092199999999995	9.58111	4.89604	5.72929	3.9811900000000002	4.43499	4.76012	4.66199	5.0924	5.27883	4.86329	4.7508099999999995	2.87949	1.78705	4.12151	5.1180900000000005	4.8154699999999995
ENSG00000000938	12.0553	15.1	3.3010900000000003	35.084	8.189810000000001	16.6295	13.2465	16.5906	13.8095	12.9374	13.6253	12.3986	8.0569	5.5029900000000005	15.6356	9.17474	6.72536	4.8190800000000005	0.9381440000000001	0.0	1.7644400000000002	0.0	0.842225	0.0
ENSG00000000971	35.5877	29.3174	21.6282	41.3993	17.6714	26.4826	12.2815	13.0294	12.1632	5.5976099999999995	11.5098	12.9583	113.54299999999999	82.508	86.1883	112.624	78.9818	43.3396	44.2896	47.4076	59.0308	55.8024	59.1723	59.0318
ENSG00000001036	52.1601	40.4542	55.1271	54.4733	61.0366	55.6898	39.8613	52.2261	74.6874	57.6953	49.9894	52.6185	31.6909	22.3778	17.8029	31.3395	17.8677	21.9483	126.65799999999999	127.179	109.09899999999999	138.505	114.663	119.751
ENSG00000001084	66.661	48.1285	68.7954	79.024	101.889	66.5941	111.738	115.25	81.5411	108.596	95.1771	110.402	74.2863	61.7106	66.6509	99.4258	71.6363	10.88	116.00299999999999	127.529	111.54	126.26799999999999	151.533	120.885
ENSG00000001167	39.3756	42.8044	35.3514	31.3095	53.8188	41.9023	78.5278	50.9491	41.5928	80.8189	70.93	73.9321	46.082	45.251000000000005	37.1035	47.898	54.0164	9.67641	35.163000000000004	26.096999999999998	31.886	24.2106	32.6953	33.0958
ENSG00000001460	57.9027	83.09299999999999	41.4822	41.5638	58.2145	49.1693	23.7798	34.0655	39.768	28.601	21.1381	29.9016	1.02267	1.09765	4.96163	0.0	2.0867299999999998	0.0	0.0	0.0	4.9272	3.7879099999999997	2.3519099999999997	0.0
ENSG00000001461	135.753	147.41299999999998	129.862	65.3491	179.396	69.7481	111.666	147.56799999999998	114.59200000000001	110.007	179.6	126.094	100.848	95.6778	106.59299999999999	119.557	76.2477	5.92433	140.977	134.07399999999998	124.96700000000001	172.65099999999998	168.06	133.526
ENSG00000001497	90.9828	93.95200000000001	78.6418	66.8644	91.5223	65.7165	63.565	80.9074	75.2548	89.3802	69.2469	64.4444	121.445	122.48299999999999	86.3492	97.0449	112.15299999999999	58.5505	115.323	118.432	129.886	107.286	109.551	122.329
ENSG00000001561	146.825	139.673	119.027	86.2516	183.44400000000002	87.198	146.89	130.98	130.533	119.861	144.05	146.76	95.3686	78.7386	83.9965	99.2441	65.8633	2.41336	79.9318	61.8821	94.6221	64.3585	62.4728	63.8626
ENSG00000001617	14.6512	5.7089	10.287	21.1206	7.830439999999999	10.8596	18.244	14.2556	17.1462	22.0479	15.9224	14.4888	6.41947	2.75603	5.39844	5.36076	5.67609	3.51971	48.2375	30.3762	26.2894	42.2706	43.3055	37.2262
ENSG00000001626	0.501368	0.61568	1.14408	0.0	1.03214	0.339021	0.327922	0.0	0.0	0.37364899999999995	0.0	1.17192	0.760917	0.272233	0.738336	0.9531379999999999	0.51754	0.0	2.6011	2.53373	0.611512	0.626821	1.75137	1.31825
ENSG00000001629	82.8191	73.8279	75.1276	57.2579	106.086	82.1356	97.1014	88.5654	97.359	72.6943	90.8442	84.6036	65.5382	56.0076	69.9225	80.5381	52.9209	2.04363	56.3797	68.4129	56.0059	70.4204	72.7148	64.7935
ENSG00000001630	248.143	263.597	205.605	144.474	273.77	148.569	198.541	179.42700000000002	189.73	171.285	190.60299999999998	189.21	182.822	160.12	193.00799999999998	150.22799999999998	174.583	49.3176	173.42	114.445	116.361	119.274	106.87799999999999	121.62100000000001
ENSG00000001631	96.3763	76.5376	79.6722	95.4271	102.469	105.948	106.443	87.0131	85.7335	103.867	102.369	119.382	64.4285	78.0898	65.4935	78.5083	63.049	11.5348	114.521	83.1193	84.9941	74.1348	91.7244	90.4739
ENSG00000002016	11.5366	7.9689	23.0348	3.1794	17.8124	17.5522	14.1146	5.8232800000000005	15.4502	0.0	11.2919	23.5397	6.60244	14.173	8.542019999999999	8.27034	15.7174	7.240069999999999	25.0135	16.8454	15.6816	29.4694	47.4072	25.354
ENSG00000002330	328.461	326.52099999999996	303.376	235.642	229.42	243.255	214.831	221.583	167.97099999999998	174.84799999999998	216.882	201.079	110.868	182.74400000000003	145.999	143.836	133.31	358.213	101.432	149.305	119.23200000000001	112.439	95.6141	169.64
ENSG00000002549	116.071	113.054	93.369	109.542	115.39200000000001	116.882	155.656	198.57299999999998	124.8	205.36599999999999	209.731	144.438	94.4934	160.64	83.0742	110.42	137.814	88.6673	94.2254	80.1799	102.35799999999999	85.346	58.3389	88.0978
ENSG00000002726	0.275519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4325	0.0	0.0	0.0	3.65466	0.0	0.0	4.8185400000000005	0.0	0.0	0.0	0.0	0.482306	0.0
ENSG00000002745	8.54852	3.3742199999999998	1.39335	2.69246	5.656630000000001	8.67066	10.783	7.414630000000001	14.2078	4.09555	11.5022	5.70904	12.9846	8.95918	10.7994	11.6177	3.78493	1.52556	2.3830400000000003	4.12678	1.12049	5.742719999999999	10.6969	4.83094
ENSG00000002746	112.906	100.319	73.8627	77.8782	114.035	58.8879	98.0417	86.5657	111.04299999999999	93.0464	114.52799999999999	99.9795	148.278	97.3738	117.374	155.67600000000002	87.5819	26.956999999999997	53.8068	86.4614	41.6562	48.2475	71.447	55.0465
ENSG00000002822	36.9404	34.9096	39.5818	42.4924	35.2132	41.0521	27.1024	29.2544	32.7716	23.6998	21.6824	27.03	20.9802	29.8498	26.0388	25.0578	40.3203	50.5604	34.4804	40.7119	22.4027	39.2798	33.2063	36.2206
ENSG00000002834	213.1	192.99400000000003	123.595	178.143	205.639	145.898	163.77	147.35399999999998	143.032	117.126	125.444	172.262	248.157	199.762	259.11400000000003	189.21099999999998	210.523	22.1839	289.41	346.971	235.11900000000003	222.847	256.745	328.065
ENSG00000002919	51.2604	31.4738	58.4857	43.3226	58.0398	43.3273	67.0541	41.497	42.8161	45.8426	38.8923	41.9363	66.1816	61.2838	61.6993	78.0238	56.9291	21.345	105.93	75.9569	60.7035	63.8186	57.9514	88.9177
ENSG00000002933	19.4362	16.5238	34.1167	32.9629	18.4672	57.6253	41.0706	78.6714	48.1682	26.7415	42.2451	34.9469	13.6256	43.8736	26.4426	48.3585	25.4857	67.2368	62.6104	49.2839	56.2019	79.5552	58.7639	86.5399
ENSG00000003056	204.707	193.59599999999998	139.509	177.19799999999998	196.21400000000003	142.137	245.31400000000002	233.56099999999998	275.41200000000003	205.801	221.05700000000002	211.94799999999998	211.09799999999998	187.50900000000001	226.023	197.993	206.88099999999997	104.339	265.35200000000003	293.26099999999997	268.344	316.193	311.245	328.434
ENSG00000003096	25.4569	21.3683	19.1183	19.8927	24.8766	20.2643	17.0717	18.2604	23.6473	11.5273	14.1635	21.09	21.0467	15.2349	29.9207	29.429000000000002	20.4737	0.805089	196.53599999999997	165.28099999999998	151.16299999999998	241.5	218.72	196.02900000000002
ENSG00000003137	90.3701	73.9829	45.8258	53.1313	68.9899	29.5353	45.3153	43.6914	66.4972	58.3692	33.8888	35.2058	11.4388	9.00342	78.4354	36.2987	7.00213	2.5087	11.720999999999998	21.1434	35.8225	6.59065	13.1533	37.6217
ENSG00000003147	161.214	148.032	146.929	143.02700000000002	150.244	142.40200000000002	109.242	106.79700000000001	103.98200000000001	128.805	145.153	143.715	63.8236	86.6125	71.8953	92.8116	79.3353	56.7139	90.635	90.7399	106.54	144.7	139.852	138.76
ENSG00000003249	277.272	249.692	242.53799999999998	210.563	156.971	231.236	136.013	105.995	132.341	185.975	99.1408	104.417	218.832	227.37900000000002	216.856	215.791	152.006	107.21799999999999	91.9733	59.0852	41.8504	74.3567	55.9343	57.138000000000005
ENSG00000003393	69.6702	72.4228	42.9599	49.6955	69.8017	51.4404	63.5775	52.0978	52.7224	65.8573	51.8684	60.7693	92.4014	73.0766	98.1534	85.7722	63.1118	13.4389	51.4898	53.4137	47.016999999999996	40.5214	42.6523	46.6438
ENSG00000003402	38.7593	46.7465	21.0584	30.5193	44.8829	54.2895	44.3637	56.9642	38.8163	29.9173	34.0432	30.1992	46.2571	27.0808	46.9245	45.6516	27.8867	3.4584699999999997	16.1953	8.569560000000001	14.3838	15.6111	11.3084	8.20784
ENSG00000003436	10.7704	7.21422	0.0	6.47617	3.02353	19.8624	3.8424300000000002	0.0	3.50501	19.702	6.14803	2.2886599999999997	14.8723	9.57755	21.6464	14.9034	9.10389	9.78513	15.3625	9.976389999999999	18.0584	16.6595	8.619860000000001	9.73224
ENSG00000003509	59.1672	64.6199	56.1563	61.1836	52.5484	52.0463	17.4657	27.5519	27.1781	37.4611	27.9458	23.2539	47.801	35.0587	37.879	39.9176	52.0193	38.0026	95.5092	101.17299999999999	86.9494	101.85799999999999	95.7779	87.5402
ENSG00000003756	160.418	164.213	157.382	153.186	183.791	142.501	189.46200000000002	180.94099999999997	160.937	182.185	180.043	189.872	148.216	174.074	152.1	157.469	163.09	87.4341	225.125	222.037	189.74	213.65200000000002	182.923	217.107
ENSG00000003987	85.1477	84.6946	60.6214	68.3331	107.277	47.6731	70.1709	64.7942	89.0031	70.818	85.0091	77.2227	109.15700000000001	105.499	138.045	87.4828	92.8926	5.956580000000001	151.5	154.768	124.348	171.016	152.713	143.46
ENSG00000003989	7.172619999999999	4.80434	1.48793	10.7821	5.0338199999999995	9.920580000000001	26.2285	33.6512	53.6861	21.1388	42.9902	8.382769999999999	36.1505	19.1346	35.0777	29.1547	8.58893	2.44367	32.4527	23.6919	74.7996	22.0816	33.7048	34.8294
ENSG00000004059	836.523	849.4169999999999	882.436	1105.87	806.924	964.9960000000001	679.416	704.045	683.4680000000001	817.567	645.143	922.821	609.503	949.625	882.3539999999999	698.826	880.095	1253.18	399.781	487.89099999999996	411.473	509.77	500.208	488.18199999999996
ENSG00000004139	40.294000000000004	40.6322	28.1882	27.8834	46.7735	28.6386	39.2053	44.0056	45.7551	38.1028	40.1288	34.3409	84.7992	73.7708	95.7078	71.0004	63.7477	9.543569999999999	53.1894	47.0453	39.262	44.6554	41.5897	35.3625
ENSG00000004399	89.1366	89.3495	57.3939	50.2732	64.0119	61.3948	58.028999999999996	44.7498	57.8804	54.0707	41.6517	72.3577	40.2936	35.8144	81.4539	61.7762	38.7536	12.0818	97.43799999999999	115.59899999999999	106.311	108.194	119.85600000000001	102.038
ENSG00000004455	52.3346	36.3476	70.479	49.1801	45.0382	53.9525	168.343	125.016	153.56	155.372	146.798	120.323	67.764	103.50299999999999	88.5138	109.368	131.622	152.189	65.0047	49.0693	75.2366	72.3002	50.8765	50.6842
ENSG00000004468	3.56724	4.38057	8.14012	5.24322	5.50777	9.64856	13.999	9.62601	31.9243	13.2926	7.46632	11.1176	18.0613	15.5083	7.010110000000001	38.4606	14.7413	2.97083	11.5668	8.01223	10.8773	4.45984	10.3842	9.379380000000001
ENSG00000004478	341.42800000000005	427.167	399.876	386.353	424.962	351.619	580.238	494.392	282.115	598.3340000000001	514.284	454.13	508.94599999999997	424.089	465.0	411.38800000000003	521.461	292.166	312.939	254.078	330.087	271.218	258.434	295.54900000000004
ENSG00000004487	112.375	105.035	110.443	118.36	112.521	119.624	130.989	139.61	129.444	172.265	144.965	120.28200000000001	133.933	123.345	145.947	125.428	134.056	71.5803	126.63	112.925	107.88600000000001	127.801	113.68299999999999	116.286
ENSG00000004534	174.362	176.893	186.084	156.726	242.291	198.075	249.489	140.066	144.519	191.31799999999998	190.753	196.25599999999997	60.6302	64.2015	54.4877	54.5387	59.3659	97.0509	125.28	136.616	129.15	128.846	133.17700000000002	129.642
ENSG00000004660	234.88400000000001	308.348	193.99400000000003	227.046	201.627	202.68200000000002	260.536	291.783	340.407	278.25	307.491	376.944	495.221	447.94	452.10699999999997	599.479	482.83	120.434	198.93	251.34799999999998	162.183	191.75599999999997	204.65200000000002	187.792
ENSG00000004700	38.5574	26.7094	27.8242	26.1566	34.091	31.4204	39.4445	35.3487	39.5199	52.3129	53.2837	50.0698	24.5276	30.6238	21.3712	30.7237	22.9811	9.05693	27.6138	28.9143	26.5717	41.4743	27.0966	32.5461
ENSG00000004766	94.3968	99.5305	84.1811	70.8086	82.7576	81.8789	83.0304	67.6337	60.5915	108.193	99.1279	102.461	84.7106	90.5671	90.8322	97.4396	72.9731	17.8915	83.0134	89.1146	77.6667	84.5102	97.7201	92.3
ENSG00000004776	90.5466	64.3738	39.8738	98.0646	51.5062	132.121	62.3394	135.02700000000002	99.5141	56.8258	69.8217	51.9835	248.52599999999998	339.259	135.79399999999998	259.927	179.703	111.12700000000001	3.05864	10.5935	1141.9	17.6899	19.2214	31.0027
ENSG00000004777	107.956	122.697	101.084	101.28200000000001	104.366	97.1836	138.279	140.635	77.4418	95.2694	66.3754	126.417	183.715	118.631	203.385	119.116	116.82799999999999	60.601000000000006	329.689	262.828	273.455	330.70599999999996	313.728	387.825
ENSG00000004779	523.09	383.6	591.2090000000001	444.68	415.215	415.80199999999996	440.8	384.963	369.80699999999996	626.9159999999999	512.241	517.44	674.982	922.29	737.122	692.6189999999999	800.445	1708.39	44.6627	66.2947	111.001	46.126999999999995	40.0963	71.1395
ENSG00000004799	13.949000000000002	26.6822	34.2787	47.3135	35.6188	60.9463	91.5846	106.40700000000001	27.8474	50.3785	74.1116	28.8427	22.8172	5.24786	14.2329	15.3114	9.14526	0.0	46.8455	58.5894	1380.33	36.1247	35.5138	36.9313
ENSG00000004809	0.0	0.0	0.0	0.0	0.649985	0.853987	0.8260290000000001	0.8519909999999999	0.7534930000000001	0.0	0.0	0.9840120000000001	0.0	0.0	1.24092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000004838	5.49098	7.355910000000001	6.8345	4.40224	2.31218	6.07575	7.835780000000001	2.02052	5.36078	3.34816	6.26877	4.66721	7.58218	4.88283	2.94287	7.59807	4.64135	6.2358199999999995	11.6443	11.7628	4.56259	14.9658	10.4538	6.8849800000000005
ENSG00000004846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.268875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000004848	113.196	69.502	43.0503	83.1888	77.6766	102.056	37.018	63.6358	33.7674	14.06	59.2302	44.0979	105.072	112.775	157.565	143.58	87.7071	62.8468	110.111	42.3739	80.5368	106.14	87.8693	62.0054
ENSG00000004864	13.6694	10.7011	29.6328	14.3153	29.5476	12.4783	34.8681	22.8233	22.0197	25.9775	24.6765	27.1587	16.0912	24.5135	20.1467	37.0613	28.0674	9.391810000000001	10.6376	10.362	5.00173	16.6626	19.6967	4.04338
ENSG00000004866	37.1765	43.3235	39.8197	57.7096	45.1	53.0986	54.3376	42.9938	54.318999999999996	75.485	47.6396	52.316	44.9442	38.9624	39.1376	35.3667	34.6841	29.3813	33.2942	28.1877	30.6137	27.101	28.5616	34.4973
ENSG00000004897	98.1173	113.70200000000001	75.6567	71.9095	104.463	59.6021	93.6165	79.1019	108.071	88.5909	99.8599	86.9487	87.2089	62.8409	83.429	82.5706	59.3154	12.7957	82.8577	81.7332	74.9596	86.9462	88.9807	66.4442
ENSG00000004939	0.0	0.0	0.0	4.14768	0.726159	0.9540690000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.85222	0.0	0.0	0.0	2.75136	0.7941020000000001	1.7249	0.0	0.0	0.0
ENSG00000004948	1.09123	1.00502	1.24504	0.0	0.0	0.0	2.1411700000000002	0.0	0.0	0.0	0.85649	0.0	3.315	0.0	0.0	3.11432	0.8455159999999999	0.0	5.297999999999999	0.917472	3.98575	4.08553	3.80505	0.0
ENSG00000004961	116.25	119.729	62.7523	77.1656	73.3391	43.1071	88.2971	68.3042	82.7808	89.4307	105.959	58.4358	104.426	87.6274	84.7462	78.4835	73.6084	34.3532	82.6836	73.6985	80.0417	77.3572	85.1459	86.2739
ENSG00000004975	44.479	43.6252	62.6118	43.938	55.2967	50.3877	63.4728	52.608000000000004	54.2804	45.2023	44.8854	35.1057	50.0123	51.7952	50.6565	42.3137	46.5482	25.2562	46.0766	37.95	36.989000000000004	49.8311	39.3477	44.4255
ENSG00000005001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.4469	0.0	116.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000005007	91.8222	88.844	75.3365	86.4366	113.49700000000001	88.425	121.463	135.721	113.105	113.603	104.461	106.711	172.453	128.305	186.351	143.84799999999998	138.35399999999998	23.2086	116.919	105.581	133.072	121.40899999999999	87.3955	112.40700000000001
ENSG00000005020	66.53399999999999	62.9958	36.8919	39.7571	48.9635	35.319	31.7225	46.5625	54.5349	33.3656	39.044000000000004	49.4173	39.6685	33.4531	31.1596	28.394000000000002	38.5438	3.1071	40.0438	26.2671	31.9512	40.9389	30.5027	43.0487
ENSG00000005022	1323.78	1055.65	1357.75	1421.15	1162.6	1457.31	1095.29	861.845	964.09	1222.29	1423.69	1059.96	989.597	1242.62	994.22	1290.05	1254.43	950.721	1496.34	1476.28	1170.86	1483.46	1282.93	1293.86
ENSG00000005059	27.011	29.0233	17.1213	18.1965	33.5953	6.0882	29.4444	83.5172	30.8877	40.2603	38.8676	38.5834	26.2122	39.1427	22.1168	34.2614	37.2069	43.1154	7.2986	7.5835300000000005	6.86353	9.8495	10.4838	7.397939999999999
ENSG00000005073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000005075	103.48200000000001	150.484	149.139	132.08700000000002	134.547	220.96900000000002	416.783	595.222	409.42900000000003	365.30800000000005	273.587	496.496	736.2710000000001	683.697	858.9110000000001	694.29	675.205	1510.43	540.396	669.7539999999999	627.756	643.471	608.808	515.531
ENSG00000005100	49.7545	46.9415	27.6915	37.457	55.5853	24.6173	43.6541	62.218	62.2651	47.9326	53.9736	40.6571	59.5986	36.9299	53.0605	68.4972	31.9693	5.05316	69.2535	67.4597	68.8256	63.7213	61.4662	65.41
ENSG00000005102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.78241	1.4932	0.0	1.74265	2.8387	0.0	3.57995	1.54988	10.0996	1.7254099999999999	0.0	1.81434
ENSG00000005108	17.775	11.4214	7.8606300000000005	10.0251	7.23338	8.94458	12.4369	15.6164	29.3484	9.24205	14.2757	17.7142	23.4409	13.4782	21.1206	29.8868	9.60875	5.8524	31.6324	50.1366	26.7217	37.21	43.0787	29.6175
ENSG00000005156	38.5021	30.2851	34.6684	40.3787	42.0947	28.7086	28.5855	27.378	30.1729	22.3348	22.2155	28.2151	28.4507	22.7327	26.3794	21.3827	17.7382	6.75962	37.5785	31.8382	42.5581	45.9605	39.1777	40.1378
ENSG00000005175	64.3071	64.9802	45.2806	52.6612	60.1408	55.1624	54.1101	44.6487	69.7601	57.5451	60.0276	58.4428	59.1648	54.5161	42.786	52.437	73.4591	15.6076	67.794	84.0344	63.0817	68.7883	80.7229	81.7368
ENSG00000005187	1.1010799999999998	0.0	0.0	0.809197	1.70005	2.23362	2.1605	4.45681	0.656926	1.6411799999999999	2.88073	1.7158	1.6724599999999998	1.19671	2.70471	3.49159	3.98135	1.83398	1.4281	1.8548200000000001	2.68594	7.5712600000000005	1.92313	1.44754
ENSG00000005189	8.30139	7.3624	9.8223	10.168	7.12068	8.108139999999999	7.842689999999999	11.2004	9.90555	8.2489	7.72222	11.4987	4.203069999999999	2.50622	6.34408	5.26484	2.85873	3.84081	0.599067	2.07485	0.563357	0.5774600000000001	1.0756299999999999	1.8216599999999998
ENSG00000005194	145.964	131.088	140.85299999999998	136.09	116.60700000000001	132.58100000000002	115.417	105.81700000000001	100.083	116.899	88.9158	96.75299999999999	96.95100000000001	101.694	85.5217	77.2816	128.136	32.619	84.258	89.0312	64.4627	66.0765	80.7715	66.5868
ENSG00000005206	77.0524	73.3307	55.6784	65.1208	74.3549	65.1277	85.67399999999999	68.8741	74.7029	66.0375	75.5965	45.0263	147.11700000000002	139.079	154.095	206.248	121.26700000000001	76.9229	79.8656	88.6021	98.575	103.449	94.10600000000001	96.1312
ENSG00000005238	61.2766	67.7228	69.4627	78.4444	66.5323	64.9589	60.5051	104.811	79.2501	80.4326	91.8459	56.368	96.07700000000001	103.12100000000001	92.0606	92.5174	77.1913	31.6067	93.0635	93.8996	102.705	96.3794	84.9294	96.669
ENSG00000005243	14.4208	7.9689	13.1627	12.7176	4.45309	5.85072	16.9775	8.75557	18.0678	3.22416	4.52745	13.4831	24.0945	28.2119	12.7524	32.925	20.1125	36.0292	11.2222	0.0	2.63832	10.8175	5.03742	2.84375
ENSG00000005249	241.26	208.61599999999999	156.265	170.72400000000002	177.304	170.97400000000002	194.31799999999998	204.69	210.25400000000002	211.99200000000002	227.399	230.25099999999998	175.27	152.20600000000002	198.672	174.64	162.56	24.8982	158.64600000000002	155.20600000000002	154.033	181.72099999999998	167.396	156.628
ENSG00000005302	121.49600000000001	110.50399999999999	105.835	111.148	112.86399999999999	87.9494	120.681	110.19	116.4	112.712	117.12200000000001	104.875	84.9969	79.7219	83.9606	74.8158	67.9669	15.1144	45.983000000000004	68.6175	73.6033	52.8122	55.3348	54.5423
ENSG00000005339	97.4479	105.523	70.0793	84.0786	114.50399999999999	74.7933	106.944	108.427	110.54	79.226	99.199	91.70299999999999	132.894	89.2684	112.90899999999999	129.224	84.8536	26.5599	117.24700000000001	101.37799999999999	109.794	101.62100000000001	106.291	99.0353
ENSG00000005379	202.888	205.43599999999998	149.247	143.873	177.924	174.497	158.13299999999998	150.78799999999998	163.639	128.418	114.86	138.42	159.826	120.322	216.025	142.39700000000002	135.041	33.6946	286.697	292.624	229.03	297.014	307.82099999999997	282.38
ENSG00000005381	9.38008	5.9393400000000005	6.02001	23.2657	6.7887699999999995	4.16242	10.9229	14.8239	20.4518	16.3763	17.9369	14.3816	0.0	0.9553010000000001	0.43181899999999995	0.557447	0.454029	0.732005	3.99965	0.494737	0.0	0.0	0.0	0.579155
ENSG00000005421	1.09515	0.0	2.49903	2.41452	1.6908900000000002	0.0	0.0	0.0	0.0	1.22425	0.0	0.0	0.0	0.0	0.0	0.0	0.8485520000000001	0.0	0.0	0.0	1.0018	0.0	0.0	0.0
ENSG00000005436	18.2833	12.8588	22.7568	13.1923	20.0171	21.5791	9.78405	17.4921	20.8247	11.8916	16.1767	20.2025	6.05914	8.67112	1.9597799999999999	2.52993	6.181719999999999	1.66107	11.0124	6.7308	6.7009300000000005	14.3618	27.9148	9.849110000000001
ENSG00000005448	68.0742	72.531	91.3759	80.9285	58.7355	77.17	57.6196	79.691	65.6998	73.115	64.9545	90.4796	82.1116	97.9236	91.4785	76.1885	67.225	175.08	55.71	49.3592	25.5854	54.9495	60.4821	55.155
ENSG00000005469	16.8774	21.5714	14.9335	18.2254	19.145	17.4679	19.5994	17.4271	11.7134	19.2521	10.273	14.4918	5.23175	5.05377	7.1070899999999995	5.24271	8.00639	0.0	98.5051	68.4659	96.4142	68.469	64.3701	74.0354
ENSG00000005471	0.862798	0.31785399999999997	0.7875300000000001	2.6631400000000003	0.0	1.05015	1.01577	2.44462	0.617715	1.15741	0.5417569999999999	0.40334699999999996	1.0484200000000001	1.1252799999999998	0.508655	1.9699099999999998	0.8022239999999999	0.43112700000000004	8.72365	12.2018	91.5021	10.673	13.2537	14.624
ENSG00000005483	135.128	133.612	105.00200000000001	133.904	148.85	117.825	156.64	155.92700000000002	172.554	163.658	160.911	167.38	165.93599999999998	126.227	133.851	198.017	108.068	58.2982	206.24599999999998	200.87599999999998	182.81400000000002	192.602	230.697	193.13299999999998
ENSG00000005486	985.9860000000001	1014.54	989.8380000000001	1077.48	934.117	832.188	573.96	648.312	731.705	743.321	678.688	648.7130000000001	674.046	644.369	777.071	465.599	619.136	465.231	293.181	224.705	217.662	224.463	232.981	228.922
ENSG00000005513	154.776	360.56300000000005	259.694	210.766	555.257	230.863	312.627	479.07300000000004	187.4	305.332	357.29699999999997	446.903	407.955	474.97	375.721	632.27	550.242	125.10700000000001	265.691	276.063	299.824	384.162	190.821	350.099
ENSG00000005700	57.4978	54.0055	59.4696	40.9391	64.8843	42.2939	53.0542	45.8212	52.4769	55.3539	47.3025	54.0636	37.8838	35.0801	40.8439	45.2828	29.555999999999997	4.48006	41.3281	34.133	53.2145	36.4666	34.2485	36.0904
ENSG00000005810	201.199	192.562	128.764	131.609	186.551	97.5986	155.659	154.559	206.127	143.585	178.388	174.642	214.47400000000002	153.82	205.671	171.067	141.489	24.5847	170.75900000000001	210.15099999999998	155.878	189.923	213.555	174.543
ENSG00000005812	206.41400000000002	183.486	164.03599999999997	152.828	229.908	171.865	197.47099999999998	218.226	204.94400000000002	206.639	218.43200000000002	223.237	252.69400000000002	251.96599999999998	272.439	266.705	180.623	29.5057	292.692	296.68	310.003	306.209	296.845	301.73900000000003
ENSG00000005844	1.41334	0.0	0.6450229999999999	1.86963	0.872871	1.7202400000000002	11.6529	2.8617	7.0864	1.89683	1.77572	1.98308	0.8587049999999999	2.76497	1.24983	3.7647	0.438039	0.0	24.7469	0.952334	0.51715	0.0	0.0	5.01675
ENSG00000005882	235.005	263.20099999999996	259.855	289.44599999999997	245.25599999999997	207.46400000000003	246.215	303.863	267.435	220.546	235.688	147.5	326.108	328.73	343.156	216.665	252.90099999999998	132.28799999999998	296.335	277.358	545.399	267.964	253.36900000000003	218.84
ENSG00000005884	40.9063	40.9867	31.7986	28.7411	36.4377	40.5789	40.5734	27.2926	40.6312	29.6482	33.1651	42.028999999999996	40.6259	24.9167	24.8447	17.9607	19.8531	6.7385399999999995	22.2516	17.7558	29.1311	29.0193	30.944000000000003	21.67
ENSG00000005889	36.071999999999996	31.8718	44.168	40.7345	37.5826	38.0747	74.2318	64.1009	55.1155	44.5864	40.512	21.2504	55.2362	36.8145	44.9524	56.9143	29.0858	2.19813	38.2271	40.5099	40.7773	42.8981	47.1241	41.638999999999996
ENSG00000005893	230.175	229.915	396.60900000000004	218.96900000000002	563.646	227.338	427.94	373.48400000000004	305.08299999999997	306.07099999999997	422.42	276.069	231.38099999999997	236.30900000000003	235.394	289.832	237.102	21.7959	160.584	131.131	163.289	173.669	164.09	144.243
