rP1	rP2	rP3	rP4	rP5	rP6
20.6303	23.4452	22.9619	19.0014	25.381	1.9961200000000001
28.1795	44.1583	38.2806	46.5936	44.2744	3.70811
174.602	111.54	152.784	150.773	93.1722	14.9641
1.38002	0.8887120000000001	1.8746900000000002	0.691454	1.6895200000000001	0.907974
4.14746	1.48384	2.41463	0.346346	1.9746400000000002	0.4548
12.0526	9.70213	15.5932	5.661490000000001	13.8335	2.4781
66.7473	42.4987	76.8416	52.4327	61.1724	44.6603
0.0	0.484162	0.0	0.0	0.0	0.0
59.6552	51.8712	49.8249	46.3485	40.8315	12.4208
21.8802	12.6454	27.7635	24.2451	26.6157	2.76845
117.199	97.3606	108.359	139.884	83.7966	19.4344
8.12757	0.0	0.0	5.09037	2.073	0.0
165.905	114.618	142.594	137.947	103.113	7.05753
853.9910000000001	857.385	828.6489999999999	785.7280000000001	888.2310000000001	440.055
14.4947	10.7704	11.9007	18.1563	13.6504	53.1853
113.81200000000001	181.667	116.09700000000001	120.63	138.444	108.00200000000001
40.9097	41.8108	49.1793	53.1682	40.028	12.4017
34.8211	29.2491	52.8851	11.3785	24.7134	27.3928
124.39200000000001	137.034	125.478	117.58200000000001	134.276	78.82
0.0	0.0	0.0	0.0	0.0	0.0
30.1748	20.0037	27.557	24.4572	13.5817	1.4598
128.985	101.523	156.447	86.1702	61.4108	10.6081
86.4693	87.008	90.3126	90.2609	83.9302	51.3608
15.7308	13.5072	6.86878	18.7194	7.222060000000001	0.0
8.10387	6.76509	6.98968	14.6626	6.43053	1.48108
45.0619	43.1569	39.3522	50.3667	43.1444	35.92
19.0603	20.4576	20.5496	41.1186	18.3656	6.96701
50.0619	67.3782	74.7921	61.7131	61.6139	50.9754
23.7575	21.0646	22.0502	21.9959	31.615	3.3980699999999997
38.2461	58.2645	41.8997	54.0894	41.5373	8.117360000000001
6.8966	7.080360000000001	4.07335	4.5072	7.342039999999999	0.49321499999999996
52.8292	77.0568	30.2311	137.44	82.9199	20.0531
58.9441	29.8027	45.3778	39.0529	32.8018	11.2179
23.2647	22.2561	14.7224	17.105	22.1874	10.8147
26.7506	33.2795	28.3164	29.7005	25.430999999999997	19.0004
6.9464	5.73511	3.6293699999999998	7.362539999999999	2.72574	2.63674
51.9915	39.9432	50.9796	44.5595	44.668	9.90217
1.96242	0.601797	0.0	1.40467	0.5720350000000001	0.46113000000000004
26.6934	27.1424	23.1748	30.7969	25.0834	15.0208
41.1584	49.3125	43.6521	51.5558	44.9207	37.786
24.2762	26.0559	51.0376	30.4089	27.5193	6.65517
162.452	142.936	144.80100000000002	204.673	132.013	23.3033
91.9972	35.2648	56.3233	74.0812	74.8632	5.404380000000001
160.275	149.088	128.858	130.018	116.79799999999999	12.5538
63.818000000000005	73.5704	80.2721	82.9003	36.1717	0.0
8.18914	6.27821	11.9192	9.52517	7.758039999999999	0.0
14.1098	9.08652	9.12738	12.9611	8.637139999999999	0.0
36.2076	44.3425	24.7733	38.9582	37.8873	7.635439999999999
29.9914	34.2448	38.3891	38.3671	52.733000000000004	5.24805
114.897	79.5786	92.9063	59.6601	78.6487	13.73
0.0	0.0	0.0	0.0	0.0	0.0
11.0505	17.3348	11.5474	26.6194	13.8758	4.19459
324.953	225.738	267.508	210.048	186.544	10.9082
182.83	191.24400000000003	234.53400000000002	192.14	181.78599999999997	30.5826
173.53	193.83700000000002	176.762	234.088	153.00799999999998	219.56400000000002
67.5968	72.5524	54.2821	81.7533	48.7507	19.1702
0.0	0.0	0.0	0.0	0.0	0.0
0.8995559999999999	0.0	0.0	1.1268	0.0	0.0
167.852	202.67700000000002	105.052	332.202	196.935	63.5014
101.29700000000001	77.80199999999999	96.4875	71.0099	72.058	7.6431
0.0	0.0	0.0	0.0	0.0	0.0
1474.91	2090.41	1955.07	1434.31	2098.5	653.1569999999999
159.365	114.03200000000001	153.437	171.77	155.02700000000002	12.1923
17.2346	11.7242	18.3719	20.6762	10.4014	1.9963799999999998
15.6185	13.8052	9.80617	17.2623	13.1225	3.77797
9.113539999999999	26.0844	29.476999999999997	26.6368	21.6951	0.0
959.154	780.3389999999999	930.691	1444.15	888.5310000000001	183.01
29.6969	23.3743	24.013	35.9589	17.1687	0.0
6.07569	0.0	2.9477	0.0	3.0993	0.0
93.4155	58.7967	70.0527	86.5325	55.5359	14.6067
5.41838	6.78487	5.25759	11.3119	10.1347	32.6791
48.3231	72.161	50.9664	40.7922	58.9465	57.0217
43.3189	52.9522	40.8658	37.681999999999995	45.4229	23.7512
163.221	190.875	133.951	187.162	199.662	637.129
0.0	0.0	0.0	1.7042700000000002	0.0	0.0
144.303	105.836	137.687	118.245	138.02100000000002	58.3504
0.0	0.8392139999999999	2.2760700000000003	1.9588299999999998	2.3931299999999998	0.0
69.3618	79.98	67.3035	80.4263	67.8962	43.1694
43.8068	41.8656	45.4182	52.6181	31.8361	2.96121
58.7837	66.0976	54.3231	73.6335	34.2702	6.9065
222.15400000000002	277.211	171.748	244.338	163.997	89.1248
94.5452	78.2818	56.3543	74.4411	84.0562	124.411
45.6357	54.9184	44.2814	51.9674	50.7916	31.8455
0.0	0.0	899.047	0.0	0.0	0.0
506.783	537.3430000000001	548.369	538.623	551.505	141.457
34.5491	50.5662	42.6666	27.5398	32.0436	15.4987
862.555	1535.66	690.428	1138.16	1793.96	2391.3
336.4	330.11400000000003	373.981	201.05900000000003	299.08	104.34299999999999
22.7882	40.8607	31.9973	39.2913	29.2667	5.7327699999999995
76.9888	61.795	51.968	59.5397	95.6216	145.356
96.631	89.3546	91.9603	115.921	83.0397	51.9627
0.0	0.0	0.49506999999999995	0.0	0.0	0.0
19.8977	36.2131	19.3073	19.506	15.8872	0.0
0.0	0.0	0.0	0.0	0.0	0.0
111.45700000000001	136.066	90.8128	135.351	96.3516	53.1802
321.079	270.77099999999996	283.363	302.6	262.06	37.7236
27.1222	35.532	45.6683	26.9792	31.7402	36.7395
0.0	1.98101	0.0	0.0	0.0	0.0
2.53154	5.43426	0.0	3.17105	0.0	4.16403
290.469	233.82299999999998	242.704	215.613	292.23	280.918
18.624000000000002	19.9893	31.6248	26.2448	15.4381	59.3531
36.379	32.7794	36.1711	32.6297	26.118000000000002	12.5587
0.82506	0.885547	2.40173	1.03349	1.6835	0.0
97.3707	132.269	95.9574	85.759	117.96700000000001	152.654
457.916	427.67900000000003	436.532	446.12800000000004	395.6	258.998
44.3649	40.2916	33.1141	57.7096	46.1328	57.5372
0.0	0.0	0.0	0.0	0.0	0.0
8006.99	10508.7	7111.87	8626.58	9862.03	1501.29
43.3604	66.9511	62.7414	40.0209	54.3269	30.0302
0.0	0.0	0.0	0.0	0.0	0.0
507.087	574.359	352.59	626.405	510.19300000000004	855.227
15.110999999999999	8.53621	20.0646	18.9283	19.4737	20.9309
70.4642	79.6106	61.7758	84.3935	80.7183	87.4362
203.15599999999998	195.63299999999998	195.285	161.724	176.273	530.913
297.388	317.344	391.978	277.77	299.89599999999996	149.859
87.9803	85.5774	80.0339	99.874	70.1252	133.41
25.0869	102.319	66.536	83.7982	81.9022	173.31099999999998
7.32445	28.8252	5.92258	1.52912	27.3996	4.0159
56.0153	68.4406	65.9757	72.3723	65.0559	15.0665
10.0973	6.19285	6.06519	13.2503	14.7165	4.74531
22.1661	15.8607	18.6405	11.1063	21.1069	36.4601
33.0605	47.3123	32.0794	35.0411	41.9455	40.4364
25.7041	20.2102	28.7115	38.9364	20.7353	6.39111
15.8383	19.8327	23.0525	26.4525	16.1588	39.0778
2144.89	2243.84	2730.21	1383.39	2075.29	303.055
6.9145	18.5535	21.2461	21.6531	17.636	28.4335
1.37469	0.0	0.666949	1.72197	0.7012520000000001	1.13059
14.0032	16.2822	21.5137	7.30859	15.477	17.2749
114.036	114.74600000000001	92.21	113.085	63.0192	74.2478
0.0	0.0	0.0	0.0	0.0	0.0
0.0	1.60398	1.45008	1.8719400000000002	1.5246600000000001	2.45812
16.949	21.2234	16.445999999999998	21.2306	11.5279	13.9393
2459.06	3114.37	2751.33	2183.91	2964.57	3524.33
64.655	67.6743	44.0709	48.8605	55.6051	82.6178
54.5025	350.98900000000003	211.541	136.542	667.262	627.543
0.0	0.0	0.0	0.0	0.0	5.54194
99.4364	94.1379	110.34	111.14200000000001	113.934	104.845
171.47099999999998	179.19799999999998	147.895	209.135	169.824	240.81099999999998
5.08159	7.27217	1.6436	2.1217599999999996	0.0	11.1447
0.0	0.855825	0.0	0.998799	0.0	1.31156
78.1893	58.745	77.7657	97.9413	61.8226	90.0273
454.25800000000004	572.69	548.057	438.04900000000004	533.3330000000001	836.143
1856.11	2053.94	1933.25	1801.59	2156.24	1758.12
722.158	614.231	1018.04	580.302	667.262	358.596
288.922	434.85699999999997	286.793	386.86800000000005	328.648	316.824
0.0	2.5369099999999998	2.2934900000000003	5.92145	0.0	0.0
126.804	91.0462	121.76799999999999	100.779	95.4655	135.933
4.48906	0.0	0.0	1.1246200000000002	3.6639	0.0
100.80799999999999	93.8779	107.88600000000001	116.98899999999999	90.7476	114.60700000000001
72.67	126.74600000000001	167.47	136.542	139.013	418.36199999999997
58.7192	80.2123	56.9767	58.269	88.6936	94.0762
23.1058	20.6664	35.8722	15.4361	22.0017	6.334309999999999
24.6257	42.9505	8.9606	7.71166	18.8429	5.06324
114.10600000000001	188.606	143.936	82.9003	246.799	656.9110000000001
35.6744	49.9893	38.4619	43.4451	43.4731	30.9697
0.0	0.0	0.0	0.0	0.0	0.0
201.141	231.06	257.095	239.305	189.55200000000002	114.26899999999999
34.6371	55.7646	63.0173	48.8105	66.2585	99.7032
0.0	7.709060000000001	20.9081	0.0	0.0	0.0
667.758	703.485	716.697	507.463	693.8389999999999	415.53
4.92405	7.04672	1.59264	2.05599	3.34911	4.04969
55.2347	71.8088	46.8018	68.2135	76.9881	52.4646
9.77882	9.18375	13.0469	13.7803	3.7412400000000003	2.0106
68.8317	65.4945	62.5259	47.6961	76.6988	68.2523
2.795	13.4996	14.9163	8.75268	4.27732	0.0
18.4292	8.86701	14.1825	8.75628	6.48345	9.40762
0.0	0.0	0.0	0.0	0.0	0.0
74.2376	38.3077	74.8052	28.6128	58.2612	126.807
2.54895	2.73581	2.4733099999999997	7.98215	6.50129	14.6743
26.1458	24.5548	28.5412	18.4223	33.3435	16.1273
9.02743	14.0934	14.3338	20.5599	20.0947	10.7992
111.53399999999999	136.43	106.41	141.27100000000002	125.23299999999999	45.0958
152.763	231.68599999999998	132.118	141.436	162.63	415.149
26.7549	29.1581	30.3543	31.4513	21.8369	3.38524
731.4810000000001	882.961	652.169	640.059	785.216	1782.11
210.233	304.738	252.364	214.47400000000002	281.928	347.587
213.045	297.693	228.175	216.512	250.16299999999998	723.9989999999999
142.784	139.925	147.08	132.196	128.255	176.145
1810.41	2047.92	1806.04	1475.47	1957.37	1806.73
70.5872	55.9021	74.4773	73.8255	65.7226	15.7814
2081.65	2383.27	2616.02	1700.55	2303.75	2029.94
0.0	8.64755	5.211869999999999	6.72814	13.6998	4.41749
75.18	76.3298	65.0626	96.7171	66.336	50.1327
179.764	171.824	257.738	133.313	174.27599999999998	77.967
6.6181600000000005	0.0	0.0	8.29003	3.37603	5.44298
54.1838	87.2341	63.091	47.5101	127.14399999999999	89.1248
67.0524	26.1702	23.6591	106.898	37.314	30.0796
431.969	687.617	510.27	436.534	608.901	600.689
130.065	166.94400000000002	165.237	144.446	150.48	172.033
192.615	295.846	180.454	220.47299999999998	260.88599999999997	655.498
0.0	0.0	0.0	2.40789	1.96118	0.0
1167.88	1047.66	1259.36	879.0010000000001	1033.95	193.753
37.6824	34.8936	46.6013	37.9464	41.46	15.7994
2.68823	1.9235400000000002	2.60845	0.0	3.6568199999999997	0.0
9.94856	7.1186	10.2969	4.9847	6.76655	15.2731
1.32269	1.4196600000000001	1.28344	1.6568200000000002	1.34945	1.08782
1285.45	1737.56	1532.43	1278.77	1755.06	1472.31
67.2737	70.5646	69.7281	67.0316	64.735	38.9811
90.4864	105.213	51.2173	86.1894	100.97200000000001	153.489
204.799	225.65400000000002	224.642	234.22799999999998	187.745	45.5664
94.2731	89.9417	88.7035	79.9183	95.2088	37.5918
25.608	34.9813	38.4015	23.3287	19.0008	26.8046
31.686	58.6361	39.2273	35.5846	45.7038	86.2661
40.7001	33.1294	28.8904	43.7964	24.8026	12.1312
180.62099999999998	210.141	192.653	198.615	223.662	92.9842
0.0	0.0	0.0	0.0	0.0	0.0
56.5435	73.1024	28.6797	75.6566	85.2201	65.5271
67.2703	93.6369	41.8161	114.985	126.539	138.889
136.936	223.326	122.51899999999999	164.84599999999998	165.108	307.147
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	16.2723	5.2516099999999994	8.55464	6.89608
240.519	290.42	206.86	229.382	320.673	1168.88
186.097	212.435	160.681	204.46400000000003	232.5	479.909
0.0	3.7669300000000003	3.4054800000000003	0.0	0.0	5.77286
391.539	342.45	545.229	279.856	437.577	272.851
195.34	427.82	268.94599999999997	119.036	390.50300000000004	1441.54
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	1.35111	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
241.988	308.341	285.033	191.273	277.249	557.677
43.2365	47.0938	49.7226	34.9024	44.438	35.8224
0.0	0.0	0.0	0.0	0.0	0.0
542.922	706.015	485.801	499.535	688.788	912.638
355.82099999999997	465.094	301.961	436.88199999999995	433.70599999999996	235.655
474.374	587.148	542.562	422.26800000000003	642.548	1281.65
2478.68	2637.54	2452.46	2230.84	2654.66	860.6239999999999
41.3499	83.8313	208.044	82.4893	146.871	153.66299999999998
384.834	323.767	414.042	399.533	312.881	56.321000000000005
378.30199999999996	288.686	402.62	331.722	279.323	53.8046
250.51	303.865	283.033	283.703	302.842	191.915
153.643	188.03400000000002	172.71900000000002	185.415	170.13299999999998	180.295
36.0656	29.493000000000002	36.6618	31.1933	21.9019	16.9494
25.2889	19.0578	20.3617	17.5236	9.33211	0.8850370000000001
27.0919	40.7092	57.8334	27.1486	12.8987	32.6791
36.4674	31.8926	43.2486	33.8369	19.2916	62.2055
0.82801	0.8887120000000001	0.803438	5.1859	1.6895200000000001	1.36196
15.6746	9.34651	17.2374	13.5258	13.1487	3.43767
0.0	2.80132	0.0	0.0	0.0	0.0
9.44576	4.60829	6.665780000000001	2.1512599999999997	0.0	0.0
0.0	994.4689999999999	899.047	0.0	0.0	0.0
64.3433	44.1986	52.4444	38.6868	36.7612	38.1008
0.0	0.0	2.7578099999999997	0.0	0.0	0.0
61.1089	76.2249	86.5393	41.3763	43.8101	29.883000000000003
317.28	296.41700000000003	356.96	467.411	250.571	426.52099999999996
334.421	468.73	402.75800000000004	266.126	393.36800000000005	1074.27
397.09	343.32800000000003	602.04	262.518	376.99	167.825
0.0	0.0	1.36426	1.7611599999999998	1.4344299999999999	0.0
22.4783	20.5955	29.7909	24.7229	19.577	28.8574
3.66223	0.0	3.55355	9.17474	1.8681599999999998	0.0
0.0	0.0	0.0	0.0	0.0	0.0
47.1851	43.2778	60.7689	32.239000000000004	41.1375	69.146
52.6541	57.4258	44.4991	56.3813	55.4522	27.9383
2.4128700000000003	0.0	3.12169	6.04482	2.46169	2.64589
742.454	887.345	927.563	662.607	873.443	689.5089999999999
360.26300000000003	356.01599999999996	435.14599999999996	307.70599999999996	301.253	59.3169
304.67400000000004	403.163	259.185	371.184	434.32099999999997	487.416
436.309	415.67699999999996	416.226	517.36	346.355	155.226
49.9277	69.046	68.9425	54.1215	48.9786	71.0689
0.0	0.0	1.9516200000000001	0.0	0.0	1.10277
5.64965	0.0	0.0	0.0	0.0	0.0
49.6564	58.1419	32.8519	45.2367	50.661	22.2758
286.801	216.78400000000002	324.91200000000003	194.301	238.743	67.3229
57.4911	74.62100000000001	58.3797	63.6407	61.3823	248.50799999999998
85.256	97.5563	78.6239	106.79299999999999	118.61	132.122
100.167	100.791	80.9952	86.2612	97.9352	356.981
11.4341	13.9087	10.725	11.458	6.6104	1.88075
1032.13	1258.12	1078.86	995.961	1213.49	4231.85
4.41737	1.1853	1.0715700000000001	4.14996	0.0	0.0
213.475	247.424	269.714	205.195	248.8	181.665
37.8853	64.53	55.1416	37.1394	68.9009	43.3503
162.69799999999998	150.23	224.03599999999997	164.088	158.056	50.178000000000004
2733.63	3101.54	2974.51	2629.88	3114.08	1245.71
50.4241	37.8845	47.7045	9.47432	38.5832	6.22055
55.8408	61.0444	75.2551	58.2893	79.1256	117.36399999999999
53.097	25.6453	48.9453	39.9062	24.377	13.1006
222.245	186.127	269.714	161.54399999999998	137.322	130.779
57.4997	53.3692	52.6165	56.3898	46.5546	25.5801
0.0	0.0	0.9155270000000001	0.590939	0.0	2.32795
0.0	0.0	0.0	0.0	0.0	0.0
198.065	288.252	203.046	179.417	275.138	419.662
45.0457	55.8503	33.9121	40.8595	45.1646	76.6488
132.363	0.0	0.0	0.0	0.0	108.86
104.37700000000001	49.982	73.752	95.87899999999999	63.3468	65.1522
102.25	108.05799999999999	141.955	74.8777	105.12100000000001	78.9186
194.108	208.338	128.077	207.482	205.956	591.734
11.5424	7.8836699999999995	8.145389999999999	10.5151	13.917	3.45195
281.441	695.789	189.21900000000002	703.757	758.166	816.633
2732.4	3135.48	3226.86	2122.85	2865.62	2476.84
0.0	6.3748	11.5262	0.0	6.0595300000000005	0.0
473.205	498.204	467.925	617.632	512.261	531.778
21.8868	27.4066	20.0575	21.3234	38.4566	24.0005
202.577	270.895	193.343	187.19400000000002	199.899	223.96200000000002
1771.9	2237.28	1878.84	1633.49	2012.75	3331.84
151.653	162.77100000000002	135.908	142.63	178.36599999999999	281.768
10.5751	9.60418	8.68263	38.7208	24.8978	22.7468
904.957	1464.97	623.533	3203.1	1568.7	1054.26
143.292	129.033	169.08700000000002	147.547	122.652	99.8712
479.345	486.88300000000004	497.699	504.689	471.55	247.935
102.40700000000001	104.33200000000001	94.6365	92.8484	96.1871	79.6776
194.574	170.59	221.304	142.39700000000002	181.05900000000003	158.265
69.3535	43.3775	60.7595	53.4366	44.032	8.61732
165.454	106.55	64.2177	82.9003	0.0	0.0
440.783	702.059	410.245	729.201	672.5830000000001	355.115
62.6556	56.3804	56.4975	51.5296	54.8835	60.3784
78.5452	50.9984	91.26899999999999	65.5915	32.1526	3.19002
40.0628	42.218	44.5283	30.11	31.9555	3.5944199999999995
10.8566	12.7449	16.7892	9.774410000000001	6.576510000000001	6.13855
25.2298	24.2781	24.4811	27.2442	15.9767	5.724069999999999
7.35352	6.76509	8.15462	9.21115	6.43053	0.0
217.95	245.89700000000002	239.025	229.835	249.25	163.408
43.7961	39.6811	43.6002	38.4731	53.3864	63.6184
1.7222	1.84845	0.0	0.0	0.0	0.0
71.825	50.1089	62.7242	58.4801	43.9669	0.0
65.868	69.9113	57.522	76.0902	67.9472	9.63055
47.6089	25.5496	58.6335	50.4611	20.5497	12.0477
1.44321	2.16862	1.1203100000000001	1.8078	1.17793	0.0
4.79577	3.0884099999999997	18.6138	10.8131	6.84991	9.46605
89.6944	140.554	84.4217	89.8823	116.21600000000001	36.8837
47.7729	27.4367	40.2558	52.4923	25.6523	2.0678900000000002
81.7914	86.4159	62.0033	113.65899999999999	71.7115	18.919
18.718	15.6258	27.2439	26.0517	27.5841	10.2629
35.936	25.5588	28.1477	32.5403	14.1351	1.4243299999999999
34.8805	34.8011	29.5551	45.538000000000004	34.0825	4.84846
0.146919	0.709603	0.427676	0.552099	0.749455	1.69163
142.649	99.6635	126.663	123.056	76.1996	25.4559
34.8505	21.9273	11.6608	28.6012	14.7126	13.8369
172.38	235.12599999999998	376.345	166.44299999999998	186.859	5.907109999999999
610.952	644.885	502.524	620.8480000000001	447.876	439.241
58.3649	55.4658	54.2732	54.8317	55.8241	22.0005
14.7989	25.5523	13.1111	18.5374	13.7854	11.6419
0.0	0.0	1.17523	0.0	0.0	1.32813
5.24656	0.5631189999999999	5.09087	2.62878	2.14108	0.0
12.8201	3.75271	5.08895	8.02934	5.9452	0.958512
213.084	205.035	218.328	205.31799999999998	197.328	51.4711
0.0	0.0	0.0	0.0	0.0	0.0
264.598	365.414	329.475	257.91200000000003	381.43199999999996	185.67700000000002
0.764474	0.0	0.741788	0.9575950000000001	0.0	0.0
218.767	158.839	249.735	177.315	167.395	169.33700000000002
39.4274	42.3178	31.8811	37.0406	20.1125	5.404380000000001
35.9617	47.68	26.684	52.9957	32.3729	0.0
6.2199599999999995	2.22532	71.5304	56.27	2.35029	0.0
3.26631	3.5057699999999996	3.16938	0.0	3.33239	0.0
35.9693	23.5927	29.7312	23.3623	15.6302	0.0
11.2993	2.02128	0.0	0.0	0.960658	1.54882
0.0	0.0	0.0	0.0	0.0	0.0
558.927	587.8240000000001	414.945	361.80800000000005	486.038	129.57399999999998
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.729154	0.0	0.0	0.0
29.7924	23.9824	31.7991	20.5252	36.4741	4.90043
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
107.359	112.436	102.911	107.584	116.833	78.1281
79.437	65.9158	71.8979	78.6	72.8716	51.6063
0.0	0.0	0.0	0.0	0.0	0.0
9.51113	5.1042	0.7690739999999999	2.9784599999999997	7.277660000000001	2.60741
11.6465	11.1114	10.0452	14.5886	9.24164	2.12854
170.399	197.179	170.50900000000001	166.75400000000002	222.74	332.835
0.0	0.0	0.0	0.0	0.0	0.0
4.47772	3.3272199999999996	2.0053099999999997	4.31452	1.0542200000000002	0.0
0.0	0.0	0.0	0.0	0.0	0.0
49.7814	55.6117	46.3325	47.0859	52.8615	11.6976
179.18599999999998	187.97299999999998	187.41099999999997	207.533	219.55700000000002	73.3136
3.47801	4.47959	2.02488	6.09927	1.41935	3.4325099999999997
109.88600000000001	93.1477	93.2973	167.365	82.1712	6.16186
75.4961	73.6644	100.634	111.762	68.4653	23.8326
53.3671	67.0291	41.8674	76.8047	72.9817	61.6337
196.308	215.96	206.863	189.967	216.113	37.1716
20.4009	10.9483	11.5474	23.4251	20.8137	2.79639
10.1192	7.4670000000000005	13.501	26.9355	9.67871	1.0403
321.862	457.885	422.26599999999996	279.118	449.81300000000005	225.551
6.575889999999999	9.17537	8.29497	9.060789999999999	7.37982	0.540821
260.175	268.564	251.166	242.763	255.282	102.62100000000001
3.7061699999999997	1.59115	2.87695	4.6424199999999995	5.29361	2.43845
416.523	532.85	390.64300000000003	462.037	485.923	393.824
23.4488	23.1272	17.8334	41.2801	12.2849	18.7638
0.0	0.0	0.0	0.0	0.0	0.0
878.4680000000001	1144.58	322.3	1412.43	1177.15	237.232
0.0	3.8102300000000002	3.44463	4.44676	0.0	0.0
646.79	410.759	347.458	367.245	637.0409999999999	1457.77
80.5016	71.4489	186.269	48.4797	150.046	22.9178
627.7230000000001	796.436	587.689	595.375	797.97	1151.27
107.866	133.585	144.921	100.47	183.41400000000002	432.189
63.9955	60.4745	51.9719	59.2501	68.1288	45.7668
0.6557270000000001	0.7038	0.6362680000000001	0.0	0.0	0.0
80.8471	59.9303	81.2698	88.1564	55.7797	15.3073
131.85399999999998	124.309	145.66299999999998	113.271	155.882	106.975
56.3134	62.8595	72.1278	79.0039	74.3054	53.1065
72.3862	36.2567	37.4603	87.6498	103.391	111.12700000000001
150.532	159.453	151.525	171.99400000000003	138.076	20.3636
184.301	135.118	158.799	196.798	152.06799999999998	168.141
376.45300000000003	280.315	345.94699999999995	346.755	212.0	43.3097
0.0	0.0	0.6674439999999999	0.0	0.0	0.0
0.980469	0.0	0.9513729999999999	0.0	0.0	0.0
70.8533	96.522	84.6162	102.406	94.5287	49.306999999999995
34.0641	20.1087	21.4846	28.4462	17.3766	13.0738
0.0	0.0	0.0	0.821376	0.0	0.0
156.365	167.828	145.268	227.12	123.889	298.24
0.0	0.0	0.0	0.0	0.0	0.0
31.3885	11.2299	23.6888	37.8616	10.6745	28.6832
0.0	2.27048	0.0	5.29957	8.632760000000001	3.4795300000000005
32.6424	72.766	119.38600000000001	31.4527	69.1674	86.7336
30.745	35.4989	37.5168	37.9283	41.8227	13.7922
28.8343	19.0847	26.5797	24.0789	18.1409	3.1619
75.2489	85.6816	54.6031	85.2422	90.1227	60.2725
4.825740000000001	10.359000000000002	37.4603	6.04482	29.5402	47.6261
0.0	0.895918	0.0	1.04559	1.7032200000000002	1.3730000000000002
726.209	839.923	1044.84	658.722	906.965	906.182
0.0	0.0	0.0	0.0	0.0	0.0
38.4941	26.9035	37.3517	20.1844	24.6597	5.88999
31.3156	47.4827	31.8332	45.4529	44.1202	28.6165
149.219	137.81	114.485	134.752	120.374	222.612
260.748	374.964	326.703	266.368	333.175	866.118
11.9093	17.8953	16.1782	44.7534	21.8704	27.4248
0.0	0.0	0.0	0.0	0.0	0.0
53.2967	40.7028	36.7973	95.0053	40.7812	6.743510000000001
0.0	0.0	0.0	0.0	13.5041	0.0
80.7731	55.4443	82.9329	80.0011	67.0756	29.3529
26.2309	28.1539	27.9156	22.2582	28.4881	2.78362
140.385	73.9688	113.929	124.693	71.6127	10.4961
7.65738	7.76215	2.06393	3.7301300000000004	5.20819	1.3994799999999998
29.8885	23.3306	43.9417	24.9592	26.796999999999997	10.4284
39.6029	52.2472	39.2282	39.2725	36.1953	6.78555
9.01745	4.8392599999999995	14.2185	5.64771	5.7499199999999995	9.27028
52.3698	23.7808	44.9524	36.5843	24.6597	8.282789999999999
0.0	0.0	0.0	1.42756	3.48815	0.0
163.108	171.013	187.576	144.721	154.08100000000002	24.8416
21.9071	19.3638	13.7545	26.6342	15.7767	4.239319999999999
344.565	345.02	285.41200000000003	331.601	334.38699999999994	20.7352
0.0	0.0	0.0	0.0	0.0	0.0
12.7506	6.84267	6.1861	9.31678	5.42023	0.0
3.22463	17.3051	16.6876	12.1177	24.1257	8.8401
65.3765	111.303	85.311	115.77799999999999	108.09899999999999	211.362
17.5572	16.2747	14.3259	17.2441	7.1242600000000005	0.656345
159.697	216.68099999999998	153.496	215.136	205.965	307.285
160.215	252.761	149.841	193.43400000000003	159.517	171.454
92.4203	175.79	123.73200000000001	165.59099999999998	168.29	465.67699999999996
221.565	169.02	165.24	139.915	170.002	60.2385
268.325	181.02599999999998	229.544	245.565	131.849	36.0292
73.1481	78.5107	76.8922	61.0845	91.2119	53.4749
68.2525	60.9388	96.7032	64.3099	81.9578	17.8831
95.3425	39.6249	104.338	68.6934	50.4641	55.4194
145.59	173.71	164.585	123.939	125.461	281.324
1.5546	1.66857	1.50847	0.0	6.3442099999999995	5.11421
7.132739999999999	3.8278199999999996	14.5342	1.78692	5.82163	4.69295
165.324	204.74400000000003	153.36700000000002	125.163	159.401	131.485
127.069	143.961	145.56	117.166	129.639	81.2818
23.4465	20.8266	32.1649	19.2421	29.6949	7.979239999999999
0.0	0.0	2.0158	0.0	0.0	1.7085599999999999
282.032	268.171	292.948	265.552	297.394	130.765
529.045	537.136	536.931	625.0790000000001	560.17	101.132
4.45025	14.3295	13.8182	10.033999999999999	9.98863	4.39203
82.8616	82.8724	94.4121	62.1191	67.8865	11.357999999999999
201.38299999999998	197.731	246.23	142.53	192.55900000000003	89.1248
65.5131	65.6798	67.0618	78.4558	73.4489	13.0259
49.8559	27.7979	29.5285	34.8749	19.8173	0.0
541.9	367.224	554.687	399.291	338.222	34.9549
39.0302	43.7129	37.8719	29.7591	29.432	36.2865
75.4053	51.0892	67.2228	54.3111	31.2531	10.0775
83.5623	71.6379	105.05	78.9975	77.7463	2.5933599999999997
128.424	92.1744	124.613	123.36399999999999	73.1472	6.4797400000000005
13.5592	12.1277	15.3496	23.5895	6.14821	4.95621
13.7822	18.1546	17.0205	20.4028	26.8439	1.03045
24.7841	13.6415	12.9492	21.4927	13.6152	7.3170399999999995
96.5149	145.02700000000002	131.111	205.524	162.471	325.445
