rC1	rC2	rC3	rC4	rC5	rC6
245.579	114.189	126.505	140.03799999999998	129.127	153.976
227.196	189.003	160.776	203.28099999999998	212.02	223.21400000000003
75.8445	157.279	155.88299999999998	183.96200000000002	164.736	107.385
60.0956	52.4316	58.2162	66.6906	41.7765	52.0506
27.0141	44.7249	40.1934	34.9845	45.7526	32.0124
45.2482	18.9003	14.9073	10.3803	15.5147	47.809
242.67700000000002	179.199	139.131	163.059	130.779	215.382
6.7286600000000005	0.0	1.43682	0.0	0.0	8.23944
18.0087	7.20218	9.22925	4.81991	3.85926	10.7111
186.09799999999998	93.7601	117.537	108.736	151.378	154.061
85.29799999999999	91.0812	76.663	103.925	91.6696	112.245
27.4117	30.8407	30.636999999999997	40.5853	29.7466	42.1367
0.0	1.16537	0.0	0.0	0.0	0.0
154.29399999999998	163.519	138.204	153.489	158.74200000000002	143.793
453.838	524.57	547.1080000000001	485.86800000000005	589.513	564.58
5.7785	14.9786	10.694	9.451319999999999	15.4104	7.07595
10.868	37.3267	37.1314	42.4192	40.7576	24.3983
7.16587	5.06586	0.0	0.0	0.9772280000000001	0.0
39.4692	65.42399999999999	73.857	65.328	74.7887	43.8797
5.6048599999999995	24.6984	31.118000000000002	29.3771	32.9307	10.295
102.71	236.03599999999997	282.829	274.89599999999996	285.153	165.192
39.1725	30.462	28.2311	34.4015	23.8723	40.4729
21.0781	80.3694	86.244	71.8826	81.0881	49.1237
39.0489	160.379	170.977	136.981	192.22400000000002	107.70299999999999
27.8492	131.707	139.811	141.467	151.76	48.7174
2.71699	9.29647	6.2659199999999995	10.9078	7.336360000000001	4.65785
32.0859	48.4966	61.3741	70.152	80.6719	48.6976
18.7953	80.5659	117.46799999999999	85.2722	118.281	47.1536
288.935	151.596	187.325	153.732	193.21599999999998	217.40099999999998
0.142725	0.8879040000000001	0.182862	0.381994	0.428202	0.524312
69.5182	112.02799999999999	76.1908	60.5259	120.618	175.382
0.0	0.0	5.052169999999999	2.63846	0.0	2.41431
34.5998	22.2082	28.8497	58.7963	52.727	41.696000000000005
29.5158	56.6306	38.523	45.0357	41.7937	31.7517
1.12333	0.873541	0.719615	0.751629	0.842551	1.37555
1.49359	3.48441	0.956807	0.0	0.0	6.4013
0.7091569999999999	1.10293	0.454293	1.8980099999999998	2.12761	1.7367700000000001
0.0	0.0	0.0	0.0	0.0	0.0
8.917530000000001	13.8692	5.852	11.0604	9.135639999999999	5.8594
0.0	5.05846	0.0	0.0	2.4395	0.0
1122.63	1106.91	1100.31	985.178	1019.46	1072.23
43.1005	33.0163	23.9018	33.5737	34.74	32.2969
415.11199999999997	240.183	204.19299999999998	236.423	226.10299999999998	319.211
78.337	98.3626	116.941	109.641	108.88799999999999	110.887
40.684	21.0916	47.1609	51.8515	40.6867	33.2125
51.4604	53.6706	65.1565	67.2449	64.4811	51.1532
13.9835	52.5583	51.1886	51.6836	52.192	29.3542
32.7258	59.3806	55.9054	59.6089	65.1151	63.1719
0.752075	3.17485	1.6518400000000002	2.44421	3.7069	2.36813
36.3354	77.3315	57.5795	47.3451	43.7488	66.1552
20.0828	53.6838	89.2526	91.5434	68.7253	29.203000000000003
143.99200000000002	250.687	151.44299999999998	207.07299999999998	283.704	144.74200000000002
224.794	119.889	120.645	123.541	130.869	192.743
147.825	207.035	210.512	199.518	217.567	200.887
32.8263	14.1816	11.6827	10.9822	10.9428	20.0984
43.2608	65.264	63.7407	67.7342	77.2257	57.2121
0.880026	0.684341	0.563754	0.0	0.0	1.07762
144.219	103.64200000000001	98.1225	101.15700000000001	86.537	138.844
15.2459	57.8562	55.4747	62.0231	67.6962	33.6043
31.7335	72.6756	71.6349	75.9106	78.4672	49.5341
0.0	0.0	0.0	0.0	0.0	0.0
5.98773	10.0886	18.5397	12.3532	11.2277	7.33215
2243.69	925.87	897.645	1032.49	854.336	1426.37
114.527	109.723	113.866	97.4748	105.83	124.535
0.285145	3.10435	1.46133	1.52635	2.5664700000000003	0.698337
192.44400000000002	131.951	137.863	137.07299999999998	139.686	162.17
132.825	183.074	217.085	184.015	197.97299999999998	168.382
2230.56	1176.81	1268.36	1056.87	1023.92	1461.24
48.4107	115.367	114.046	108.67	121.816	65.0172
15.1331	47.4646	59.1361	59.7417	60.9149	36.4443
530.712	740.828	861.6339999999999	735.079	785.794	703.818
51064.2	17048.0	18782.4	20095.0	15240.1	33283.7
878.939	993.8969999999999	938.8480000000001	1031.49	898.169	902.5239999999999
21.5304	8.73541	10.7942	20.0434	15.4468	20.6332
150.04399999999998	124.93	188.356	192.679	163.696	176.31
60.9201	106.929	134.918	116.463	95.3026	77.7955
70.5971	59.8897	82.2276	74.8433	68.7679	62.8714
294.233	553.654	600.37	677.31	775.59	530.807
278.492	281.535	211.537	271.526	232.755	265.51
11.725999999999999	3.90795	0.0	0.0	6.28218	8.20503
4.663119999999999	31.4272	19.9149	20.8009	23.3171	17.1304
0.0	0.724905	1.19434	0.0	0.699188	0.0
0.539887	0.839672	0.0	0.722486	0.0	1.3222200000000002
10.355	20.8859	26.9486	20.5693	24.5137	11.6893
87.3299	76.2509	66.7407	87.1372	73.5458	80.2036
189.30200000000002	142.678	186.567	204.61	170.38299999999998	141.75799999999998
50.1092	25.1785	29.6312	29.9178	39.3191	33.0401
30.7443	134.84	158.34799999999998	120.13600000000001	161.418	68.518
7.863289999999999	6.11479	10.0746	0.0	11.7957	28.8865
13.6126	23.2885	31.3934	29.1467	21.4413	24.1702
133.239	169.47799999999998	175.062	172.782	184.217	161.075
0.0	0.0	0.0	0.0	0.0	0.0
0.127395	0.8916069999999999	0.163222	1.36386	0.382211	0.389999
5.299930000000001	15.5698	17.3532	8.668560000000001	25.618000000000002	3.6055099999999998
113.76700000000001	100.757	109.32	117.99	120.411	123.05799999999999
27.8492	76.6033	74.9005	63.4484	68.7068	43.6846
15.9033	48.0938	44.7132	41.3818	46.3877	27.5883
51.9921	52.608999999999995	43.3388	49.4582	46.0442	47.5576
26.8228	53.6359	55.4063	61.5338	65.6928	37.5375
9.89378	13.6778	12.2066	19.1245	7.69567	13.4614
60.3503	116.74	82.63799999999999	92.8762	115.428	74.3627
53.5892	63.8369	98.6149	44.9951	76.9374	59.3502
118.09700000000001	99.0013	71.8984	105.36	94.2327	89.2297
1311.38	1107.94	1285.6	1280.14	1198.93	1246.67
138.39700000000002	116.79899999999999	157.386	148.594	138.406	147.79399999999998
211.046	366.475	392.731	344.394	346.712	296.569
13.8899	82.5217	100.725	95.9123	96.6798	38.4393
16.0411	51.9757	47.9552	58.4366	48.1265	34.9206
20.5765	23.1739	39.999	37.0309	45.7679	41.7045
73.6187	37.1614	47.1609	31.9751	38.7492	58.5173
13.1055	58.3684	26.713	59.7886	37.5318	22.6132
0.0	0.0	0.0	0.0	0.0	0.0
53.2501	52.8325	45.8755	45.4591	44.0719	53.9638
346.95599999999996	245.328	216.438	269.127	209.86599999999999	264.251
133.316	141.497	152.341	137.42	148.639	133.467
3.18276	9.90013	0.0	4.2592300000000005	4.7744599999999995	7.79478
210.94799999999998	134.055	115.277	129.511	129.299	150.914
0.0	0.0	0.0	0.0	0.0	0.0
12.5714	9.776	5.36892	2.80388	6.2861199999999995	10.2627
28.2995	124.094	119.601	102.041	130.894	56.3122
5.7619	0.0	1.05461	1.10152	1.2347700000000001	2.01589
132.066	132.381	139.52100000000002	129.246	134.453	133.795
88.3288	375.811	386.545	358.721	388.05800000000005	227.609
14.415999999999999	75.4157	90.6715	95.5821	94.3657	26.4793
208.051	93.0041	86.991	105.865	75.6883	126.62
293.012	152.35399999999998	159.939	161.254	156.05200000000002	234.602
15.2801	33.7305	25.2608	25.725	29.5763	21.7288
28.6866	48.89	46.8776	50.1124	65.9663	32.3931
49.0113	99.3928	96.654	113.814	87.2171	63.5462
103.994	97.7177	74.9473	107.275	95.8761	111.426
26.508000000000003	68.2212	64.6906	67.9908	65.8009	41.3476
49.8718	47.1469	41.9714	34.024	38.8732	47.299
24.371	32.233000000000004	37.863	41.6018	36.2711	32.1929
312.37	306.02	272.695	296.097	259.56	350.631
64.3446	91.9426	118.507	99.0232	120.051	81.7467
276.743	263.375	242.56599999999997	195.199	271.26599999999996	244.679
17.4144	32.8879	31.8738	28.298000000000002	29.8552	26.4017
55.3142	58.0353	51.1837	60.5104	52.3544	45.4247
31.8276	21.6565	16.1414	16.8595	17.9042	14.6152
1.51732	2.35985	0.0	2.03051	1.1380700000000001	0.0
8.33986	12.9708	3.05291	3.18873	7.1489199999999995	8.75349
1.8514700000000002	4.60727	1.8977099999999998	3.9642699999999995	5.5547699999999995	1.3603100000000001
151.347	132.325	137.308	146.701	119.04	132.235
15.2657	62.9315	115.46700000000001	77.7772	111.741	48.4224
35.7324	66.26100000000001	90.6819	73.5659	89.6806	58.0601
48.5455	41.5806	45.5213	52.7248	41.6886	59.0147
105.984	141.243	146.004	132.721	139.15	119.541
83.0412	151.202	176.977	165.33599999999998	190.805	125.49600000000001
35.3971	48.5754	64.0256	58.5146	81.2104	47.1693
20.0668	55.2167	71.197	76.4301	70.6245	38.7489
46.7031	60.1292	64.5922	60.8433	67.7394	56.0531
64.8493	63.2046	75.3315	69.426	55.7741	53.9987
262.873	188.83599999999998	157.072	171.947	176.832	203.53
967.56	501.60699999999997	386.034	496.91	436.06699999999995	600.198
75.5417	170.485	166.21900000000002	177.18400000000003	197.69400000000002	117.891
120.945	87.1212	68.5074	68.1477	106.948	109.12700000000001
35.6469	19.8003	17.9424	39.1849	21.0076	24.9433
18.1813	22.8909	19.9665	28.965	15.585	28.6246
29.8829	29.4348	45.9438	49.3207	128.505	52.4492
116.70100000000001	115.50200000000001	127.228	143.11	130.502	103.411
15.4078	23.9634	28.5901	36.972	39.0534	15.6143
0.0	0.0	0.0	0.0	0.932685	0.0
2.4349	1.89347	1.55982	1.62921	0.0	2.98161
30.3809	165.377	155.69899999999998	182.953	174.702	55.8035
271.075	262.819	261.598	236.649	224.699	254.653
27.1114	21.5131	27.6468	28.8767	35.6899	18.9707
112.821	68.2375	62.0538	66.3394	53.85	88.6132
40.8617	54.4724	32.4089	44.2662	42.3238	50.0363
120.87700000000001	66.352	91.1002	79.2942	63.998000000000005	116.09200000000001
190.187	276.536	267.785	274.39599999999996	258.925	217.425
608.867	245.639	272.73900000000003	294.062	315.899	398.014
30.6053	46.0641	21.5034	23.7812	28.139	38.686
16.302	4.22567	3.48107	9.08982	8.15151	18.2987
14.4889	22.5342	29.863000000000003	27.8195	25.5148	20.0563
911.427	574.391	575.355	538.696	535.499	695.2189999999999
328.349	207.643	207.40400000000002	221.097	225.31099999999998	246.762
1.8514700000000002	0.0	0.0	0.0	0.0	0.0
346.81800000000004	247.604	249.044	251.674	255.733	302.087
131.804	211.39700000000002	158.315	212.46	200.52700000000002	176.52900000000002
42.9673	38.7755	32.6226	38.3331	50.9275	47.4182
66.4494	21.7573	28.3788	62.4027	30.8952	36.64
11.4977	12.7057	10.4668	5.263780000000001	9.985510000000001	11.1152
3.44881	13.946	10.6049	10.1536	14.485999999999999	12.6695
23.7858	80.1523	48.7597	65.7831	38.0597	40.7769
30.6528	32.5575	30.6521	38.0186	28.0379	38.4507
1598.7	778.7869999999999	839.562	957.534	889.995	986.846
50.7726	105.484	102.431	141.467	119.361	67.7403
109.485	200.921	222.074	232.287	188.555	162.16299999999998
0.0	0.944155	0.0	0.0	0.910659	0.0
41.0907	73.4255	75.04899999999999	64.3481	72.1321	62.6284
31.2156	37.1255	49.4044	41.7732	36.7266	44.9699
152.192	227.72799999999998	247.435	242.267	243.138	221.685
73.8088	71.7456	64.357	75.4511	84.5782	62.7647
72.9673	105.91799999999999	102.213	130.195	119.67399999999999	102.455
31.7567	42.4449	66.117	53.1218	55.8261	48.0012
141.64700000000002	103.802	75.6682	104.73700000000001	61.2242	124.649
138.884	193.503	163.113	201.345	125.87200000000001	134.637
52.5788	44.8871	47.961000000000006	44.3586	45.0093	43.0396
86.3796	48.4519	46.2643	43.5849	50.9815	52.8872
13.1055	36.0389	43.5593	34.5677	37.0397	25.8165
474.476	435.715	509.235	498.189	458.663	440.191
10.0891	57.1037	71.9615	67.6466	72.0849	27.511
0.0	0.0	0.0	0.0	0.0	0.0
5.812	6.02617	9.92861	15.5554	8.71857	11.8616
1086.12	785.05	682.398	805.926	684.09	890.919
236.80599999999998	140.563	141.826	155.636	149.239	190.457
233.06400000000002	175.71	156.895	172.333	195.55	204.12900000000002
118.162	79.9626	65.8725	89.3231	79.832	82.8392
4.11733	8.5381	4.3960099999999995	4.59157	8.2352	3.3612
30.0089	29.7004	27.9622	32.8569	32.7391	53.4499
31.0374	38.235	49.6088	41.1236	46.0982	43.6507
312.269	197.605	224.69	214.33	174.488	288.156
0.0	0.0	0.508517	0.531139	0.59539	0.972033
68.0423	74.9199	67.8902	62.0466	69.5522	70.0477
9.94251	46.7056	51.4741	52.6779	51.1363	17.1442
28.6157	92.1893	64.1602	69.7498	73.58800000000001	52.5611
132.886	221.271	222.78799999999998	256.498	205.27	169.377
96.7688	87.5012	126.866	78.301	94.5246	90.9391
35.3718	53.8668	56.6489	54.2383	40.9014	38.802
95.2918	69.6823	53.5482	60.8522	58.181999999999995	81.4767
28.3343	66.4033	67.1348	58.1748	66.3766	52.282
5.24631	0.815945	1.3443399999999999	2.10621	2.3609999999999998	3.8545599999999998
282.274	223.15900000000002	218.59799999999998	247.873	204.28400000000002	226.815
8.00455	6.22464	17.9473	8.03388	7.504760000000001	3.6756800000000003
134.517	91.5295	53.858000000000004	93.7566	92.4863	94.3707
10.0888	13.7294	12.9259	16.8762	7.567060000000001	12.354000000000001
61.5074	50.3105	55.455	62.7997	52.6264	45.7485
1182.87	1362.2	1429.2	1322.7	1481.56	1410.49
14.0776	47.5968	32.9362	28.6679	39.4811	22.4849
33.1777	26.2693	40.1893	33.9047	41.6257	34.7177
83.6249	87.6699	103.96700000000001	91.1846	96.6396	91.7819
18.9164	27.4589	14.5417	42.1905	18.9177	49.4159
50.8155	37.9032	50.4903	40.2462	58.338	65.3999
0.0	0.0	0.0	0.0	0.0	0.0
0.0	10.9423	0.0	9.41514	0.0	8.61528
0.0	0.0	4.26041	0.0	4.98824	0.0
0.0	0.0	0.0	0.0	0.0	0.0
44.9675	49.8034	47.1381	63.8233	47.0145	45.8867
0.0	0.0	0.0	0.0	0.0	0.5193220000000001
0.0	0.0	0.0	0.0	0.0	0.0
11.4449	12.4599	5.376580000000001	15.3157	13.1625	21.9562
400.35699999999997	278.14799999999997	242.03599999999997	254.729	261.08799999999997	348.165
443.533	391.215	431.46	498.74199999999996	466.665	452.6
18.0915	21.8845	25.7547	25.5554	18.0927	12.3075
40.0163	25.2309	20.785	18.815	11.3567	34.4332
67.8431	72.9484	77.264	69.4927	57.7961	78.9734
426.11300000000006	369.348	567.512	522.97	511.716	468.841
6.9382	5.99489	3.9508300000000003	4.12659	5.78221	10.384
90.2965	130.30100000000002	140.338	148.243	135.91899999999998	119.31
0.0	0.0	0.0	0.0	0.0	0.0
11.7084	3.90208	2.3573	1.3430000000000002	1.75637	12.6987
6.632219999999999	0.0	0.944148	0.98615	0.0	0.902372
52.422	60.4904	50.3731	61.1001	44.3925	57.4624
609.115	297.004	316.383	301.818	281.528	354.79699999999997
122.204	122.82799999999999	101.185	171.32299999999998	94.7765	93.6537
103.095	115.301	114.27799999999999	139.514	112.949	109.221
198.923	162.645	135.442	155.158	104.015	139.192
3.8215	2.97174	4.89618	8.1824	3.43957	3.7436300000000005
325.92	252.17700000000002	232.07299999999998	238.298	231.59	276.318
2.71569	4.22365	7.163469999999999	5.98572	1.43781	3.91229
527.884	845.047	731.677	649.2280000000001	737.995	734.936
0.0	0.0	0.0	0.0	0.0	0.0
66.3954	110.147	79.396	124.39200000000001	159.359	81.3031
14.3498	32.7328	35.9533	29.4448	45.4439	28.5052
95.69	230.00099999999998	248.915	225.065	239.24099999999999	159.784
0.0	0.0	1.98227	0.0	0.0	0.0
106.104	82.3188	100.616	102.45700000000001	103.40299999999999	102.495
89.795	172.59400000000002	197.53400000000002	230.128	241.446	147.30100000000002
5.44505	9.17426	22.0917	15.7878	14.9749	12.7796
670.295	1183.48	1362.62	1312.18	1312.91	1018.57
58.12	0.0	0.0	38.8886	0.0	35.5848
5.79185	2.70238	2.96826	4.65046	3.47534	9.929219999999999
3029.84	2956.76	2951.83	2804.74	2861.83	3306.33
28.1195	48.7798	55.4267	54.9978	69.7627	33.1089
82.0394	56.2914	44.8266	59.7368	43.4355	63.526
172.01	143.315	92.8753	123.314	189.83700000000002	102.306
16.9677	21.8	18.9038	17.7703	19.9199	18.0674
25.7399	46.7047	48.3685	47.0757	37.3253	45.1777
170.602	473.935	358.787	404.788	355.25800000000004	273.504
137.408	79.1508	80.4179	56.7537	61.0743	130.869
1.79635	1.5043600000000001	1.06224	0.739664	1.45099	0.846032
467.074	309.568	275.305	260.31	249.387	396.07
0.0	0.0	0.0	0.168826	0.189248	0.30896599999999996
121.679	42.6467	65.8725	91.7373	64.2715	83.9437
12.7109	26.3585	20.3568	29.7674	14.3007	23.3473
10.2303	0.0	2.91273	3.04231	0.0	1.39192
69.819	97.60700000000001	99.5046	95.5327	100.02799999999999	72.0468
97.3799	86.0525	48.2047	65.1577	56.4398	65.0425
54.1512	38.5005	59.4682	76.607	48.7393	56.8369
348.34	387.31699999999995	423.88599999999997	396.61	364.314	398.83
172.317	332.969	71.3619	251.56099999999998	219.327	225.92700000000002
0.0	0.0	0.0	0.0	0.0	0.0
226.919	115.50200000000001	125.103	136.19	109.34100000000001	171.774
8053.44	5208.01	5104.52	6088.65	4869.23	6458.86
169.597	157.614	157.803	166.312	152.648	173.291
18.9922	14.7691	10.2948	9.77528	15.3409	8.05034
74.1096	102.976	92.2718	92.0242	94.4436	92.1718
0.0	0.0	0.0	0.0	0.0	0.0
18.6525	64.46600000000001	58.4171	59.6292	71.5058	43.1432
5.12169	4.6466199999999995	7.65568	3.42697	12.8051	3.13583
0.0	0.0	0.0	0.0	0.0	0.9216799999999999
41.363	58.3186	55.4716	68.2856	66.6878	53.0171
459.575	351.811	397.353	424.61800000000005	299.409	403.586
0.0	0.0	0.8542069999999999	0.446104	0.0	0.40820500000000004
12.9	47.6496	52.6821	46.3943	45.9592	17.771
31.0727	66.0792	85.3092	85.7099	106.542	66.0042
3.4014300000000004	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
11.725999999999999	13.0265	12.8773	11.2085	12.5644	16.4101
0.0	0.0	0.0	0.0	0.0	0.0
4.591419999999999	14.2818	11.7653	21.0663	15.7431	7.22872
50.855	52.729	43.4376	45.3701	90.8185	41.5157
0.0	0.0	0.0	0.0	0.0	0.0
28.4476	38.6596	41.4017	33.2642	39.3597	39.2316
0.0	0.0	0.0	0.0	0.0	0.0
26.8596	29.022	32.6019	35.5656	42.8368	44.3155
62.6606	90.2356	95.1491	121.12200000000001	100.96	105.148
134.358	211.99099999999999	273.181	248.202	240.983	161.54399999999998
47.6556	105.882	110.82700000000001	99.1438	106.331	88.7596
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	1.2796	0.0	0.0
131.97899999999998	230.81599999999997	299.558	258.522	256.482	217.325
42.6148	43.6038	34.4836	37.5184	15.1405	30.2113
20.8562	33.582	34.895	28.8952	30.9183	30.0459
11.0375	56.2673	35.7464	46.3631	35.8741	17.6455
101.667	151.326	140.434	137.115	136.425	117.686
2756.82	2804.82	3195.85	3553.58	3612.35	3354.3
0.0	0.0	0.0	0.0	0.0	0.0
121.18299999999999	137.954	100.307	127.618	103.699	118.816
0.747629	0.0	0.9578770000000001	0.0	0.0	0.0
154.149	147.967	124.98	127.316	97.5538	140.095
96.9151	119.544	47.0988	89.4438	65.1713	65.4761
56.9039	177.002	199.77200000000002	169.50900000000001	182.78	114.166
2.72253	5.29284	3.4881599999999997	0.0	2.04203	3.3338099999999997
33.6376	88.9368	115.932	98.1316	96.3782	62.1974
133.15	191.19099999999997	196.035	192.25099999999998	205.433	187.718
9.91942	18.366	12.709000000000001	24.0202	7.794339999999999	13.8819
51.5506	303.007	345.725	437.704	397.855	122.33200000000001
1.14351	0.0	2.1976299999999998	0.0	2.57306	1.40026
156.312	285.834	325.572	256.60400000000004	333.8	229.08599999999998
0.0	0.0	0.0	0.0	0.0	0.0
8.56897	11.2228	10.9787	10.8636	18.9432	8.83618
0.0	1.10235	0.0	0.0	0.0	0.0
29.3195	58.7065	64.3325	61.7907	67.1584	52.4566
21.1624	47.9987	37.658	38.5466	37.9185	21.595
31.5624	56.1008	59.4682	54.3052	59.2828	45.4695
4.588419999999999	0.0	0.0	0.0	0.0	0.0
217.188	153.639	152.59799999999998	165.949	141.882	205.042
67.0776	131.895	160.219	140.417	154.528	103.84700000000001
2.44828	3.8077400000000003	3.13678	6.5526599999999995	3.67266	4.49699
38.5449	84.7181	117.46	104.775	104.801	68.3409
7.1920399999999995	2.9828200000000002	3.68583	1.9249	8.63101	7.632619999999999
35.294000000000004	42.0266	46.6325	42.0652	46.3264	42.8809
4.60952	7.169060000000001	8.85871	14.3933	12.677	8.46674
39.6077	41.0672	75.4145	45.6421	27.2321	85.5501
29.06	44.0939	50.8538	36.9916	46.7826	29.5094
20.8496	69.9495	47.7018	41.0549	63.4467	39.025999999999996
35.1779	49.0515	41.9623	25.9728	14.5573	31.1933
3.9895300000000002	1.65462	2.72612	2.8474	3.19184	5.5366800000000005
19.2306	23.3435	27.0424	30.7561	30.255	16.0819
11.2468	22.4895	41.1703	46.5853	43.3833	15.0836
89.9349	71.5262	79.2182	77.9556	79.7203	80.7188
2199.03	1372.89	1122.23	1320.8	1119.56	1188.31
0.0	0.0	0.0	0.0	0.0	0.0
34.9549	34.5956	44.7849	35.4373	23.8345	62.2594
21.2709	35.2876	35.1258	30.9954	29.7813	38.7809
39.7057	45.2858	30.5231	26.5675	27.7958	53.483000000000004
25.2548	44.0185	53.5563	70.5062	53.56100000000001	25.5933
36.603	64.7259	79.0173	64.4157	88.7555	44.2074
57.619	53.768	63.7559	63.0873	71.5046	62.2177
27.4677	28.4798	28.6751	32.6735	21.3652	32.3893
53.2622	150.726	119.54899999999999	117.90100000000001	118.947	101.51
9.969560000000001	22.3604	16.8068	16.9928	17.3167	14.1356
51.7348	202.452	181.74599999999998	188.71400000000003	204.032	102.179
82.0467	69.5084	96.5735	99.9771	70.0444	101.285
4.3191	8.39672	9.684	5.77989	5.66919	8.5944
186.722	310.204	280.916	392.796	259.943	213.05700000000002
7146.08	4016.41	4902.35	4914.07	5478.03	5735.38
17.8283	23.7668	27.9698	24.3451	19.6488	16.4849
287.64	166.40900000000002	135.306	169.218	189.688	180.36599999999999
50.9086	68.109	74.3426	76.9173	84.5795	63.6797
64.9701	49.2601	54.1067	65.2081	64.5683	55.6905
76.6178	75.961	68.6557	79.454	69.9675	77.3809
313.426	323.616	329.879	327.005	303.611	320.63599999999997
49.5737	97.2723	103.765	89.0967	112.413	86.1156
6.647539999999999	3.7595400000000003	3.87135	2.42614	7.252339999999999	7.4001
69.1256	58.7821	66.9017	64.5539	61.1727	92.56299999999999
93.2623	81.3151	88.712	81.3126	89.029	69.2137
74.5197	166.703	186.048	186.81099999999998	180.31400000000002	117.50200000000001
125.81299999999999	110.066	114.851	119.258	69.9879	111.053
45.9008	88.5048	89.7612	96.2689	93.4183	66.0678
555.993	509.19	592.8380000000001	538.33	581.155	606.299
0.0	0.0	0.0	0.0	0.0	0.0
26.8453	36.3991	32.631	45.1364	32.01	19.3866
13.5193	29.7444	33.375	24.2694	35.6141	27.0529
33.8273	41.7257	62.7685	37.4634	38.4956	47.136
30.3809	31.5004	18.1648	24.3938	6.07658	32.242
424.53	248.50099999999998	287.431	308.92	297.51599999999996	328.746
202.217	120.835	126.815	133.881	122.935	125.11399999999999
56.1974	48.716	32.4596	37.6022	51.1337	43.4326
2.17183	0.844447	2.0869400000000002	0.726595	4.88693	1.3297299999999999
319.923	310.19599999999997	254.429	247.234	288.382	322.228
50.5171	77.3592	69.7023	80.0834	68.7855	38.0675
0.0	2.63836	0.0	0.0	0.0	2.07729
113.76700000000001	88.4693	66.8068	63.4353	56.8871	98.6786
6.67167	14.1495	21.7582	24.3495	27.295	17.082
236.497	272.582	241.18400000000003	261.759	261.289	247.47
0.0	0.0	0.0	0.0	3.64595	2.9761900000000003
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
44.2022	27.166	30.6	30.7687	34.758	34.2658
45.8254	168.61700000000002	117.425	195.93900000000002	154.252	68.4324
11.8217	31.1147	52.4291	29.2061	36.8315	10.0219
521.346	757.186	937.525	895.42	807.0269999999999	724.683
5.9236	4.6064099999999994	11.3842	6.6059	16.291	4.83575
115.585	101.60700000000001	88.9706	100.876	84.9808	140.977
65.3394	55.0057	79.1061	73.8012	70.1396	64.5953
25.2474	106.23	109.17299999999999	101.661	108.21	52.4471
37.5138	133.945	157.72899999999998	118.08	145.045	68.5817
0.0	0.0	0.0	0.0	0.0	0.0
3.1979900000000003	18.6516	21.1695	26.7476	20.7883	7.1794
62.8543	97.7556	88.4698	71.0812	122.176	62.8744
17.9536	97.1225	106.26100000000001	103.415	102.459	38.4732
44.1956	112.389	133.644	128.097	150.505	74.3814
59.1681	102.24700000000001	125.64399999999999	134.166	119.166	90.5664
44.6638	81.7228	72.0351	76.646	86.7059	66.274
27.4024	105.619	95.1491	105.759	119.744	26.7468
151.661	108.544	108.33200000000001	134.705	126.839	180.782
19.2802	22.4895	10.2926	12.9006	8.83734	14.4278
0.0	1.0907799999999999	0.898575	0.93855	2.10417	0.858816
7.600630000000001	7.388160000000001	6.69493	8.89988	2.13782	6.3987
371.32199999999995	132.002	149.52	156.172	190.97799999999998	142.904
59.306000000000004	67.0566	61.1029	68.0602	70.7495	70.036
206.95	249.10299999999998	288.247	252.22099999999998	287.202	298.846
86.5856	54.3382	60.3332	63.0172	63.8041	68.8243
16.7417	18.0263	13.1999	24.1274	15.4549	25.2316
68.1464	76.7341	56.9265	83.1696	56.4289	60.0821
10.2129	7.05952	5.81557	10.63	8.511339999999999	9.72693
1255.95	953.337	739.5010000000001	999.4839999999999	824.2739999999999	1202.94
1.45775	4.53441	3.73541	3.9015800000000005	1.0933899999999999	1.7850599999999999
172.628	244.389	291.119	245.822	227.972	232.166
1.46254	0.0	0.0	0.0	2.19395	3.58184
0.289342	5.4000699999999995	6.6728	4.6464300000000005	4.34042	2.12585
442.63599999999997	426.82	370.515	402.793	471.43800000000005	430.00300000000004
363.501	307.327	247.55200000000002	279.645	272.195	369.426
346.43800000000005	157.832	226.415	180.293	170.606	254.963
604.156	365.86300000000006	331.055	313.803	346.161	427.972
23.5162	52.0113	50.6723	50.4744	52.915	43.1945
144.125	44.8308	50.7804	79.5592	54.0505	57.3578
27.4677	17.6771	38.0237	29.9977	17.05	15.0778
127.036	87.5617	96.1767	113.012	105.02799999999999	121.088
13.3077	90.55	119.351	95.2761	110.295	33.8136
16.2916	27.3123	38.2223	35.3925	33.9608	24.8722
48.8708	61.8492	53.4063	58.3469	51.748999999999995	75.0981
0.0	4.6476	0.0	3.9989800000000004	0.0	0.0
23.8259	44.8571	28.3841	25.1718	16.303	9.72519
23.1303	16.4197	14.1412	10.5319	16.701	19.0392
89.9117	58.9676	55.5165	71.0332	63.3757	71.6311
370.967	287.767	293.837	286.73400000000004	209.71099999999998	298.178
4.53505	13.4348	6.640460000000001	8.09185	9.39465	6.34664
94.1974	72.1581	50.4366	60.9588	72.1291	67.1426
1.32352	0.0	0.0	0.0	0.0	0.0
31.7315	52.9403	50.63399999999999	49.0262	51.9276	39.5626
39.0463	44.6527	41.1986	53.7892	56.8505	57.6572
87.4139	123.40299999999999	138.416	124.777	133.14700000000002	123.509
