rK1	rK2	rK3	rK4	rK5	rK6
46.7091	43.8057	51.2521	44.8044	43.3272	40.3571
80.3103	95.1537	107.757	113.242	132.94899999999998	93.2965
8.65895	16.0223	12.5362	9.70734	8.61934	10.4216
27.9297	26.3409	16.9559	25.7384	15.3823	24.4675
340.916	308.191	260.428	302.258	517.275	267.442
7.721430000000001	6.78763	8.88238	5.38526	10.0415	8.27397
117.822	100.853	120.958	124.039	115.219	115.728
31.5391	25.7107	32.1665	31.4723	27.1687	29.1995
670.855	645.744	670.2180000000001	750.09	741.985	633.972
211.638	155.72899999999998	196.22099999999998	213.025	211.847	201.49900000000002
241.649	217.99400000000003	216.90099999999998	201.548	210.02700000000002	211.368
38.8867	43.8656	65.8858	20.8816	44.4014	55.0619
59.9461	45.8298	62.5533	53.9675	52.1882	50.6241
436.119	439.472	443.865	377.369	409.065	366.09
701.4069999999999	730.27	535.351	621.377	636.729	745.465
12.7129	11.2272	6.29659	13.7431	7.909210000000001	15.8108
159.486	141.024	169.072	160.825	156.828	166.287
209.648	198.179	203.388	244.695	169.497	186.105
27.0381	26.049	0.0	21.2576	5.50523	14.2002
102.90299999999999	94.0729	79.2553	95.26899999999999	92.1892	90.3156
0.0	1.98585	0.449776	0.0	0.0	0.0
72.6068	66.202	71.0042	66.8132	74.4185	63.2741
1577.44	2161.59	1651.27	1462.83	1640.3	1528.4
44.2352	38.1212	43.8705	26.4849	33.5328	30.4696
184.49900000000002	189.49200000000002	175.831	180.41099999999997	193.032	151.373
101.521	116.209	88.3006	84.46700000000001	101.67200000000001	92.9809
250.389	180.607	235.545	252.257	211.40099999999998	253.71
42.672	61.7318	32.5156	47.8386	42.4769	42.4564
42.4565	37.2805	25.6223	41.6134	51.3488	44.1497
31.9149	30.9231	31.5171	33.1212	32.8809	28.5783
0.0	0.0	0.0	0.798211	0.0	0.0
227.55	226.396	212.06	221.229	222.655	218.419
42.7767	42.4034	31.4312	39.6371	41.0603	38.9811
357.097	305.264	325.362	307.72900000000004	339.651	294.887
122.035	144.743	146.058	127.723	132.309	130.224
54.3557	51.645	48.331	55.1134	54.5736	51.9755
17.8338	17.2121	23.8489	14.1379	17.9741	18.3518
80.1208	61.6018	50.0555	78.6023	73.2822	75.7308
88.6372	83.7509	75.4441	90.1571	90.1091	87.1603
356.962	312.122	298.20599999999996	282.889	312.538	267.853
1.034	1.04361	1.41821	3.4775699999999996	2.31585	0.497792
0.0	0.0	0.0	0.0	0.0	0.0
4.3955	6.28484	6.6986300000000005	5.983630000000001	6.5631	9.169789999999999
142.494	175.696	137.346	135.86700000000002	148.05700000000002	146.748
158.736	149.909	151.213	172.888	139.466	160.703
27.2429	17.6761	12.4553	44.8772	8.716610000000001	43.0936
23.9206	17.245	9.374	13.1348	17.8584	14.8063
45.123999999999995	58.4042	50.6673	38.418	70.1693	58.418
0.0	12.8554	40.7627	0.0	19.0181	6.1319
137.611	94.9923	102.685	104.82799999999999	81.4438	94.7401
62.8814	50.5576	51.4069	46.3423	66.8375	57.2103
225.908	147.164	110.235	184.727	192.171	152.157
41.7798	39.9871	34.9095	43.6082	36.5694	43.0021
0.302279	0.0	0.4146	0.871402	0.677018	1.7463
9.298169999999999	6.3986	1.1593799999999999	4.87354	5.6796	2.4416599999999997
406.25	385.205	407.361	391.965	473.477	420.074
32.2245	34.9987	35.5509	35.3408	34.5178	40.4705
0.815759	0.0	1.1188799999999999	1.17582	0.0	0.0
526.184	501.12300000000005	322.496	513.3	455.039	367.61400000000003
4.70587	2.5907	2.05369	1.54158	0.9581620000000001	2.47148
3.15289	2.38665	7.567760000000001	12.4974	8.82695	9.107289999999999
2.84274	0.614822	1.11401	0.5853550000000001	2.7286799999999998	1.7595900000000002
36.2381	28.7071	26.5855	23.6871	33.0314	29.2118
15.3963	9.32367	8.4469	13.3152	0.0	13.3419
133.753	131.622	179.78400000000002	119.53	134.806	139.08700000000002
126.37100000000001	122.0	105.50299999999999	121.432	106.65	108.45
12.9539	5.160909999999999	2.80536	13.758	13.743	13.7856
104.669	96.8885	121.412	116.384	120.56299999999999	112.29799999999999
7.95927	9.21462	17.9805	16.8711	9.43753	8.11439
35.5826	40.4026	43.4663	53.6924	33.6212	35.3314
49.8684	57.5223	78.1696	71.8796	85.0978	65.1644
150.842	153.355	146.485	166.636	187.416	155.839
198.608	191.805	181.43400000000003	163.27700000000002	201.96599999999998	195.356
570.72	670.105	407.865	407.19199999999995	824.84	903.566
185.90099999999998	140.909	154.48	165.91099999999997	158.00799999999998	158.378
3.12091	0.0	1.83453	0.642633	3.99425	0.643922
96.2847	89.7044	93.1205	96.0807	66.3538	110.536
0.0	0.0	0.0	0.0	0.0	0.8184130000000001
126.87	129.31	110.29899999999999	110.87299999999999	110.75200000000001	109.65299999999999
412.94599999999997	481.971	290.16900000000004	461.80400000000003	343.98199999999997	296.735
33.6737	23.3052	17.8146	36.0558	19.3935	18.7589
0.0	0.0	0.0	0.0	0.0	0.0
50.2556	39.1949	41.7754	61.4623	23.8759	46.1892
31.4968	19.7315	20.8553	26.6132	26.758000000000003	26.6666
88.5643	75.5423	75.2603	81.1721	80.4933	77.3957
118.185	98.1205	108.50200000000001	97.5392	96.0606	103.241
2.10489	0.79667	2.88702	4.55093	0.0	3.0400400000000003
37.445	11.3379	27.3913	50.3744	53.115	201.90200000000002
0.0	0.0	0.0	1.5184	0.0	0.0
39.3282	33.0781	62.1827	39.366	29.3612	40.2338
94.8196	81.4173	64.0556	142.791	76.0722	89.9345
1.6173899999999999	2.7547200000000003	1.38649	1.74846	0.45281099999999996	2.62796
0.337403	86.3267	24.0643	0.0	0.0	0.0
5.3680699999999995	13.0031	4.41763	4.642469999999999	7.21375	3.1011900000000003
0.0	0.0	0.0	2.5808	0.0	0.0
20.0921	18.4683	19.6842	19.6517	24.1074	25.9094
64.4622	59.7503	52.3271	73.9526	73.6615	68.4009
5.08554	3.0796900000000003	2.79008	10.2623	0.0	8.81391
8.60389	5.32874	8.582469999999999	5.63705	5.25551	5.0835300000000005
33.3933	41.0306	32.5257	18.8345	36.8537	46.8312
14.324000000000002	8.13214	4.91162	7.742389999999999	0.0	2.5859799999999997
77.8674	63.0944	70.6994	94.8481	46.6705	68.1109
30.7239	24.9799	21.8505	30.3434	20.3889	15.613
0.0	0.0	0.40734899999999996	0.0	0.0	0.0
0.0	1.99636	3.61726	0.0	2.95339	0.0
3.9803	6.02595	10.9186	6.88457	5.34883	12.647
155.816	136.124	154.154	138.436	145.314	128.384
29.2396	31.6194	31.5106	19.0658	34.3034	25.136999999999997
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
114.975	96.0693	155.974	105.954	116.795	128.852
0.5307069999999999	0.0	1.45581	0.7649520000000001	0.0	1.5329700000000002
110.38	113.318	84.469	120.178	101.85799999999999	108.104
17.721	12.8554	11.6465	14.8999	14.8837	12.797
0.0	0.0	0.0	0.7950689999999999	1.23543	0.0
0.0	0.0	0.0	0.0	0.0	0.0
100.439	96.2402	69.7521	91.9942	84.8564	67.9405
1.05874	3.74004	1.45214	0.508684	1.58085	1.52911
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	1.51611	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
35.7822	38.0669	31.1712	33.4546	27.0749	24.4429
2.2867900000000003	2.7202	3.3605400000000003	2.58982	5.12174	5.66186
464.353	573.716	402.63599999999997	607.766	753.115	543.461
5.3967	3.14242	3.4163	5.983630000000001	6.5084	4.196940000000001
159.247	147.436	131.892	140.811	163.244	130.921
141.17600000000002	88.5155	68.4564	90.4396	121.367	86.5019
69.875	53.1093	59.8505	58.3746	52.3795	68.3777
109.223	58.1601	106.415	80.3447	91.1026	85.9455
30.4207	25.2979	29.3833	35.2018	27.8292	34.6537
3.26303	4.116709999999999	5.59438	7.8388100000000005	3.6541300000000003	3.9272699999999996
186.547	157.033	185.985	170.59599999999998	159.167	174.335
13.4637	7.3606300000000005	7.95085	5.92972	10.8892	12.6935
198.06400000000002	192.275	192.167	194.683	163.672	185.611
362.629	399.272	301.438	316.78	319.95099999999996	301.545
261.433	251.394	262.323	296.332	330.955	266.235
221.637	219.304	210.62400000000002	220.203	232.24599999999998	227.50400000000002
53.6994	63.3138	60.0382	56.7611	49.9307	53.8197
90.5599	77.5157	73.5704	86.3517	55.3876	71.9364
19.2031	16.8314	20.1004	9.46913	18.1092	13.8673
180.783	310.187	396.73199999999997	170.82299999999998	107.97399999999999	69.6267
56.0426	28.5675	37.0099	41.8854	39.7266	38.154
1.1749	0.8893639999999999	2.41719	0.0	0.0	0.8484389999999999
63.5404	69.2615	44.4468	62.2786	62.6173	55.0619
115.493	137.58700000000002	119.455	128.264	122.975	103.911
616.8580000000001	617.191	609.863	639.5	625.4169999999999	562.091
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.5461729999999999	0.0	0.0
15052.3	5853.47	5683.48	20782.2	6212.57	7775.24
4.55631	6.898	6.2493300000000005	6.5674	10.2048	0.0
34.1129	32.9544	41.8868	43.0821	22.5571	22.9919
2073.37	2539.15	2066.67	2278.38	2202.33	1746.31
240.84900000000002	167.80900000000003	152.029	180.67	186.771	121.18700000000001
152.094	110.838	124.458	180.582	78.5217	135.52200000000002
5.4017	4.08893	12.3481	13.6254	5.04093	3.25064
0.0	0.0	0.0	0.0	0.0	0.0
9.09693	10.8509	16.6362	16.2909	9.87854	11.1478
16.7747	21.9328	19.8703	12.0894	23.9084	18.7211
279.164	324.128	285.012	399.35699999999997	286.767	321.339
97.5373	78.8386	81.6284	88.1658	120.336	75.2107
65.3599	57.5461	44.5052	77.505	68.5216	48.8726
10.2161	28.7237	16.0139	8.414480000000001	45.7622	10.5392
105.08	116.473	78.0678	113.595	128.881	100.273
206.268	198.856	206.84599999999998	188.62400000000002	171.063	179.86900000000003
0.0	0.0	0.622907	0.6546109999999999	0.0	0.0
30.8775	20.1011	30.4926	23.5883	22.8217	31.6629
4.3676699999999995	2.06638	1.12324	1.57387	1.83418	2.7598
41.1322	32.4332	54.0653	48.1709	36.4658	44.5547
196.764	167.563	156.625	232.968	173.13	170.002
80.4652	73.4592	64.8875	75.1839	88.751	74.7507
681.9169999999999	674.9060000000001	641.004	751.301	713.177	682.056
19.53	14.1409	20.9637	18.9708	15.2144	24.5276
145.549	104.52600000000001	73.9377	84.2755	150.92	76.6589
29.0676	25.8019	32.7258	27.1583	27.1439	29.6743
40.3911	26.2631	34.6247	22.2054	29.5749	27.4852
606.12	583.948	669.128	770.9839999999999	680.2719999999999	764.7669999999999
9.24796	7.000439999999999	8.033380000000001	12.8855	7.59467	10.2401
29.272	41.0932	20.4394	23.7811	22.6483	33.0528
21.95	16.6863	18.9605	22.4835	21.7567	19.6957
37.3617	25.5448	29.7549	41.6924	49.9377	26.9803
61.6374	69.6278	42.9205	60.14	87.0776	71.2172
35.5256	51.9708	27.9217	60.4116	21.4563	43.8142
11.2867	8.9733	8.47541	5.089580000000001	8.75584	8.105030000000001
4.67022	2.82818	2.56223	2.69263	4.1839699999999995	0.0
29.1059	25.7737	37.2847	28.4963	26.4445	28.95
1.22031	1.84748	1.67375	2.6384	1.36657	2.20308
119.04899999999999	72.6635	118.75299999999999	97.6673	98.0125	121.649
38.1673	33.1019	47.8773	29.3038	35.2244	32.4097
60.2382	66.0027	57.2241	52.0283	50.3967	62.6269
100.971	119.684	89.1053	116.204	92.9123	89.3065
25.7895	20.5231	18.5931	21.4457	17.7726	13.8483
0.0	2.0225400000000002	1.83234	5.7768	0.0	1.92946
116.515	81.6382	103.01700000000001	108.26	105.678	104.305
18.4756	24.2415	15.2044	21.3043	28.965999999999998	25.7944
56.6788	50.7846	59.4944	49.1843	29.793000000000003	44.2712
3.3044	0.0	0.0	0.0	0.0	0.954493
1851.26	1837.04	1712.77	1520.97	1650.97	1567.78
9.63441	9.873569999999999	12.6044	6.83662	9.62723	11.774000000000001
23.1501	17.524	17.6401	23.6358	23.7644	13.9313
57.573	59.5793	56.9754	56.7238	47.3349	43.1545
1120.85	848.454	1537.34	807.79	0.0	0.0
83.0261	87.2895	41.1221	76.4575	77.48100000000001	73.28
3.67131	3.0569900000000003	0.503549	1.85212	0.0	1.5907200000000001
0.0	0.0	0.0	0.0	0.0	0.0
32.468	23.5088	32.9152	31.1993	32.1439	27.524
518.187	324.308	385.88599999999997	366.38599999999997	440.92199999999997	293.04400000000004
35.9248	21.7552	21.1172	32.5483	22.9889	14.8244
7.8199	1.97315	7.1504	11.2715	11.6762	7.5294
10.4949	13.5053	5.03808	11.3454	14.1033	21.2205
240.878	281.181	240.278	261.85900000000004	227.06099999999998	231.929
30.151	13.7665	7.877039999999999	15.1762	28.9412	21.4276
0.0	0.0	0.0	0.0	0.0	0.0
30.3636	25.6112	21.418000000000003	30.0108	29.1453	30.070999999999998
88.8558	75.9092	96.1923	77.9888	82.8029	91.2076
22.5128	21.7552	20.8044	19.3317	23.2443	21.2153
1.21832	4.0578199999999995	2.00522	2.4584900000000003	2.1829400000000003	3.87109
0.0	0.0	0.0	0.0	0.0	0.0
71.9613	60.5252	48.3533	72.2925	58.6082	36.7437
58.8575	73.6101	63.1782	69.1601	67.3448	54.5151
25.3638	20.9255	31.2705	21.5657	12.1275	20.7858
13.2691	7.090139999999999	12.8468	12.3756	6.992710000000001	16.9097
129.713	108.26	159.664	146.217	141.535	105.68
0.44584399999999996	1.3499700000000001	0.61151	1.2852700000000001	0.0	0.643922
264.177	202.227	227.653	207.30900000000003	264.368	209.635
252.146	234.05599999999998	176.705	291.812	243.206	192.717
210.69	241.90599999999998	214.632	220.8	262.862	196.736
16.3231	14.8273	16.4181	15.6852	12.1863	17.2884
68.3164	69.0683	78.4549	62.0863	56.5355	60.5385
1.6275700000000002	1.6427	1.48822	0.781984	2.43019	0.0
40.3114	44.6555	57.9872	46.7668	37.4356	53.9607
5.57638	2.11058	5.736330000000001	6.0282800000000005	7.8059199999999995	7.382680000000001
156.611	187.49099999999999	180.435	142.388	159.732	163.55200000000002
11.5111	4.97919	5.86425	15.1698	5.892919999999999	7.6001
0.0	0.0	0.0	0.0	0.0	0.0
12.0454	10.5577	13.9125	12.793	15.6189	11.9031
90.2532	68.5892	92.475	61.1884	108.661	82.4352
27.4522	23.3147	24.7957	27.9879	17.9956	20.3078
0.7735350000000001	3.51327	2.12193	2.22992	0.866247	2.793
138.759	124.413	133.039	133.33700000000002	136.784	120.633
177.62099999999998	165.75	166.965	153.392	185.192	163.651
0.0	0.0	0.0	0.0	0.0	0.0
1039.97	1793.12	1561.11	674.546	2109.24	1860.81
235.144	253.15200000000002	197.09400000000002	256.082	213.58700000000002	201.88099999999997
52.8061	48.9988	32.7093	41.7399	34.3366	34.443000000000005
1397.16	1063.52	1137.9	1273.63	1277.46	1097.68
0.0	1.99636	3.61726	1.90068	0.0	3.80899
187.74599999999998	121.36	116.699	131.76	122.84200000000001	123.9
623.349	472.74800000000005	478.3	566.216	669.085	566.502
0.781626	0.0	0.0	0.0	0.583539	0.0
52.4537	59.9072	53.0116	68.9738	41.2214	51.8342
19.9086	13.5632	15.0184	17.2175	22.2947	5.7507
38.2845	27.8657	31.91	29.7138	32.6495	25.7327
0.0	0.0	0.0	0.0	0.0	0.0
26.9997	26.5142	32.0278	24.1916	27.7842	27.4019
15.758	13.0827	21.9619	13.5547	17.0774	13.2149
160.02200000000002	193.386	154.02200000000002	177.542	182.345	157.625
94.5881	98.2369	91.6557	93.5286	93.9948	77.8638
0.626875	0.949053	3.4392300000000002	1.8071400000000002	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
242.851	220.418	222.06	252.167	219.825	236.399
3.3161300000000002	0.0	0.0	0.0	7.427169999999999	0.0
1.1848299999999998	0.0	1.62509	1.7078	0.0	1.71123
661.6139999999999	683.477	395.01	1065.83	662.462	1135.42
1.05941	0.801941	0.726529	0.763506	1.18638	0.0
132.227	88.4533	66.4281	64.2686	117.08200000000001	92.1551
17.5813	6.844410000000001	21.5879	6.03368	13.5007	8.46411
18.9021	21.0059	17.3757	23.1874	33.778	21.4913
103.78299999999999	179.118	93.9483	77.7872	102.275	134.90200000000002
15.671	19.206	18.4235	11.8318	15.0422	23.7111
0.309628	0.0	0.0	0.0	0.0	0.0
428.92	443.675	389.411	417.389	455.458	410.051
58.59	107.985	103.071	82.6148	79.8759	55.1871
93.9889	80.704	70.2287	89.9791	119.39200000000001	100.29
7.67007	6.19309	0.701339	10.3185	2.2905	4.431080000000001
14.798	9.1911	20.2966	19.6888	17.8463	19.7284
6.74052	4.373469999999999	7.924410000000001	4.16386	4.31337	13.9074
0.577164	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.27620100000000003	0.290259	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
66.8896	95.7932	54.5506	88.5963	121.47	67.88600000000001
121.87299999999999	126.805	97.4549	117.336	107.49799999999999	87.6691
311.707	298.30400000000003	311.60200000000003	309.61400000000003	305.056	272.13599999999997
513.724	501.35900000000004	628.91	538.526	499.224	613.19
0.450142	1.19261	0.308702	1.6220700000000001	1.26023	1.62532
0.0	0.0	0.0	0.0	0.0	0.0
0.851065	1.28846	0.0	0.0	2.85921	3.6875199999999997
196.02599999999998	150.71200000000002	135.697	152.346	183.049	134.90200000000002
2.6687	4.04026	1.8301599999999998	5.7699300000000004	2.98855	1.92717
104.13600000000001	79.9111	86.5705	69.4355	81.8991	70.7229
56.0426	0.0	76.8668	0.0	0.0	0.0
18.8415	13.9308	21.6357	34.1053	24.5346	22.7825
69.3687	81.0683	90.9715	66.658	61.3286	78.2166
47.4703	57.9125	38.5598	35.8722	45.4181	50.5881
275.45599999999996	216.05700000000002	279.007	271.005	224.25	212.658
350.707	727.055	215.13	1390.77	931.5260000000001	573.969
128.629	84.4859	90.1122	71.3091	86.8706	93.1737
13.6407	16.1703	14.4732	14.0969	15.2756	12.6383
64.9551	57.1734	54.9048	55.159	58.0794	49.0882
221.045	101.40899999999999	134.747	180.22400000000002	130.02	132.214
0.0	0.0	0.0	1.04366	1.6217	0.0
67.7985	51.7924	82.7534	52.8963	52.9382	65.5793
138.637	131.838	136.66	107.038	109.485	119.984
65.1185	64.6969	78.7089	58.663000000000004	61.0733	75.2393
52.6048	40.3812	43.6974	41.2225	67.3728	45.3715
21.8589	14.0822	19.7749	8.714739999999999	17.7081	11.4191
74.4566	69.0884	72.1084	71.5471	77.7024	69.7635
0.0	0.0	0.0	0.0	0.0	0.595593
2.44372	2.46644	3.35175	7.0446800000000005	7.297630000000001	8.23528
167.78	151.773	47.7433	145.502	137.214	116.63600000000001
2.2781599999999997	0.6898	0.624933	0.0	0.0	0.0
13.1233	20.3195	12.2725	6.44856	5.3440900000000005	6.89226
157.109	124.46600000000001	116.89399999999999	101.12899999999999	112.794	133.658
31.5796	32.321999999999996	28.3675	36.5429	30.8817	30.5135
106.527	74.7948	116.465	95.6886	107.193	84.7317
7.43929	6.882739999999999	11.3373	5.36144	7.40526	10.1475
34.5825	15.0613	14.9445	43.0184	16.9764	31.4733
295.028	260.54900000000004	261.987	260.782	283.795	247.649
205.09799999999998	314.462	169.322	174.174	228.217	172.636
130.292	100.421	107.22399999999999	103.413	137.192	61.5856
73.5591	44.4949	53.4405	46.4776	68.8343	56.2731
112.085	100.557	128.111	107.705	120.87	98.9279
350.676	446.555	224.757	434.6	293.612	269.803
43.5113	34.6308	28.305	34.0461	33.4124	32.6781
0.0	3.35026	2.27641	1.59485	4.95634	3.1960900000000003
8.28945	4.03385	13.3999	8.53449	6.6307	5.55855
43.955	44.5022	50.8677	29.3022	32.6104	21.4256
223.79	165.903	171.56099999999998	166.967	216.202	186.938
67.7297	75.0443	79.1233	72.9875	77.5223	76.5283
0.0	0.0	0.0	1.25824	0.0	1.26076
82.7092	71.2442	91.9272	115.105	86.2346	88.5614
104.969	91.5791	43.9239	92.3188	87.6642	61.6694
29.2568	29.1462	20.7917	33.4303	26.8218	27.3671
0.0	0.0	0.0	0.0	0.0	0.0
86.4569	85.7024	66.3497	101.62299999999999	81.8353	92.9075
0.0	0.0	0.0	0.0	0.0	0.0
108.075	110.029	111.712	109.271	117.87200000000001	117.634
14.9799	13.3405	18.129	17.7815	5.920719999999999	21.6352
139.14600000000002	158.285	126.53	178.40099999999998	149.797	145.45
13.1303	8.13214	7.36742	16.3451	13.3673	12.0679
29.3947	40.1246	44.9436	25.6992	29.1403	45.2379
79.2046	91.3919	85.1465	83.3091	83.4238	110.065
43.5282	60.4077	47.2644	75.812	44.6832	44.5307
214.729	195.97400000000002	171.27900000000002	140.485	163.721	178.158
2.34733	2.6653	2.41466	3.38341	1.31434	4.23775
0.0	0.782706	0.0	1.4903899999999999	0.0	0.0
615.83	906.523	526.0840000000001	648.075	763.615	529.3480000000001
2.3254200000000003	2.81644	0.0	2.0110900000000003	2.08331	4.701969999999999
228.915	259.19599999999997	201.40200000000002	242.15200000000002	245.581	200.037
74.6296	100.905	95.2788	76.4491	118.791	98.2952
21.2875	18.416	19.6636	28.8049	23.3524	26.9803
111.539	108.689	96.0835	125.322	114.61399999999999	110.146
12.4092	14.7248	26.2203	19.8201	14.2721	26.6413
45.0423	38.7218	42.5313	34.9085	45.118	48.3816
87.5991	80.2804	78.4355	81.6782	93.1497	74.3336
0.0	0.480166	0.0	0.0	0.0	0.0
50.2556	39.1949	45.953	39.5114	54.5736	35.1918
15.7867	9.77732	6.889469999999999	8.274410000000001	6.428640000000001	9.32739
141.386	133.781	117.37299999999999	134.743	127.08200000000001	108.145
107.01700000000001	102.027	80.9708	119.67299999999999	73.0535	60.3456
21.1895	25.4425	34.0739	31.5954	19.6379	14.7741
35.19	35.0098	38.8885	33.3318	43.6863	33.6891
208.769	154.326	127.603	135.38	138.58	155.582
20.7565	15.7121	0.0	0.0	23.2443	0.0
64.1743	54.5672	49.4359	70.9588	61.0368	50.1517
263.878	292.964	279.202	300.657	264.547	254.075
72.2757	51.4924	57.7826	67.9657	60.5955	60.2871
164.521	164.415	133.947	139.596	115.26299999999999	146.314
165.923	224.84900000000002	157.553	170.58900000000003	184.511	152.498
0.0	3.94171	0.0	0.0	1.45783	0.0
43.8812	44.6055	43.8502	46.9855	60.3728	37.1206
65.5891	62.3863	56.5197	54.4466	59.9908	76.3782
57.2416	41.5736	40.3166	55.1906	45.0448	44.6879
92.2368	121.965	60.8529	141.363	94.1394	60.7058
0.9531059999999999	0.480983	0.871505	0.915861	1.4231200000000002	0.0
431.858	578.945	402.42	465.667	590.679	676.096
108.12	119.508	115.96700000000001	111.085	96.3599	116.17
9.53388	5.64799	5.11687	7.76721	12.9976	10.7762
128.017	132.058	134.05200000000002	134.849	129.315	129.408
265.202	319.685	360.999	367.833	277.935	252.94099999999997
44.7189	25.4743	22.8708	31.9008	34.2912	33.2784
427.694	178.622	303.421	382.63699999999994	462.439	276.904
72.6478	73.0613	79.002	76.2912	63.9218	80.941
5.90487	6.50156	7.3627199999999995	4.642469999999999	3.60687	5.42708
74.5165	126.132	66.0075	93.2352	78.8117	68.7588
9.124989999999999	11.5123	20.8594	25.2092	10.2187	9.88425
86.9672	80.3505	72.7946	87.1034	88.2695	80.4477
71.5621	83.5401	63.8586	73.3224	96.5532	41.0931
180.25400000000002	175.31400000000002	181.304	179.50900000000001	159.04	138.846
10.0877	8.484539999999999	7.68668	11.3091	1.25519	5.66587
66.82	58.7391	69.9685	63.1733	78.8518	67.4509
404.717	461.925	410.70599999999996	501.575	426.398	434.296
24.763	49.3287	25.0264	31.9359	37.9477	42.3529
38.1714	59.1028	20.2281	36.263000000000005	52.4616	32.5769
133.505	97.7277	126.77	137.451	138.005	112.3
0.0	0.0	0.456183	0.0	0.0	0.0
8.04715	5.22125	3.9418900000000003	11.599	5.14951	6.6413199999999994
90.7546	135.392	109.031	124.12799999999999	256.676	111.94
31.1497	23.1729	23.572	18.5788	33.0789	22.4944
63.8612	84.59700000000001	49.9447	71.4007	72.2501	46.7484
234.072	216.11599999999999	200.407	200.215	190.53900000000002	165.908
36.8636	27.9047	33.4798	33.0296	44.629	32.3764
46.5857	44.4327	51.7557	39.6173	38.6052	47.7707
236.847	168.68099999999998	171.12	176.94400000000002	192.762	170.554
73.3094	56.9016	44.4051	58.4655	80.0122	53.2083
103.294	93.1635	78.374	136.216	108.291	133.315
127.34700000000001	87.5681	117.334	142.922	103.42	115.831
3.26303	9.8801	6.713260000000001	5.87911	9.13531	3.5345400000000002
176.21599999999998	186.96599999999998	138.67700000000002	163.43200000000002	153.664	135.597
20.6775	23.8511	27.6855	17.2675	23.5234	16.5911
344.675	265.889	278.777	296.758	243.083	228.953
295.594	225.575	244.576	261.181	285.27099999999996	230.467
70.8585	75.1291	40.904	62.9312	53.9695	63.7467
93.9023	89.8211	100.694	108.279	94.6413	98.0169
262.82599999999996	132.227	166.378	160.859	157.578	184.541
122.976	102.64399999999999	87.0563	110.2	101.772	106.255
145.41899999999998	115.81299999999999	153.075	128.373	120.015	115.821
498.157	412.849	447.653	427.10699999999997	562.672	412.458
4.63545	4.2106900000000005	5.4042	6.013319999999999	7.26745	3.01269
16.0449	5.20524	6.287669999999999	14.8673	2.56685	8.27618
10.9828	9.23738	12.9715	5.7165300000000006	10.9325	9.693539999999999
280.633	290.026	274.277	296.714	340.61400000000003	290.029
72.3131	100.355	57.8567	78.1732	67.4834	156.66
400.038	330.346	340.209	366.93300000000005	332.07199999999995	360.935
173.908	185.41400000000002	137.74200000000002	200.535	202.981	182.542
96.5853	115.579	83.2922	98.3686	64.7674	85.2011
2.5282400000000003	0.0	1.1558899999999999	2.42944	0.0	0.0
28.9703	16.6363	13.7017	10.0794	15.6619	31.7416
0.0	0.441903	0.0	0.0	1.30749	1.2647
17.4673	15.6118	17.8961	14.8636	18.3825	21.2763
76.6147	62.2222	64.3365	71.1525	73.0403	75.8117
0.588683	0.445616	2.82598	0.0	7.2516300000000005	0.8502209999999999
156.116	156.787	151.43200000000002	159.139	130.069	142.556
67.3736	75.5064	52.2046	74.41	57.8113	72.6637
0.710299	0.0	0.9742299999999999	0.0	0.0	0.0
85.1531	60.9607	65.1874	67.5537	60.6159	66.7358
0.0	0.0	0.0	0.293742	0.0	0.294331
200.68099999999998	165.21	122.40299999999999	185.285	168.80900000000003	150.262
48.8717	71.9146	67.0313	79.0014	65.4705	61.349
74.5652	83.4073	66.4442	82.8327	87.2252	71.3379
32.0695	31.4508	33.0977	30.5696	37.7708	28.0641
42.8741	41.2121	40.1369	44.1415	34.2949	34.8926
39.5172	25.0185	27.5932	32.1045	20.9199	34.2443
5.5883	10.8776	4.3798699999999995	9.20558	1.7880200000000002	2.3060099999999997
17.4751	18.784000000000002	19.1747	21.1582	13.6987	17.1624
0.0	6.11498	0.0	0.0	0.753869	0.48613199999999995
24.9846	28.5996	16.7162	21.666	15.9231	18.4824
676.166	588.692	557.006	545.8430000000001	593.488	599.726
312.094	220.158	126.57700000000001	280.55	129.02700000000002	155.097
44.3558	37.9556	40.2056	41.14	34.5545	42.8937
22.6379	25.9134	16.6608	11.9378	9.893139999999999	20.7337
507.32300000000004	369.673	386.285	341.705	702.992	375.26
0.145075	0.0	0.596946	0.41821899999999995	0.649853	0.419058
65.3354	48.4831	54.7088	50.4869	57.9566	50.1752
176.399	154.613	166.699	183.699	200.377	148.717
123.316	128.352	103.194	129.606	132.342	104.95299999999999
36.8163	37.1586	34.5994	37.8344	35.8844	34.4639
81.4819	59.5968	80.4082	70.7731	78.6865	66.3301
5.67605	4.80209	6.6402600000000005	6.0157099999999994	8.97367	6.26889
6.02069	4.5575	7.11092	4.0980099999999995	4.49487	3.86469
1.21502	3.6789300000000003	7.91582	4.37826	1.36064	1.3161100000000001
54.0582	55.942	59.1283	87.7818	93.4881	84.0047
