rK1	rK2	rK3	rK4	rK5	rK6
27.1553	24.926	30.2071	24.9641	29.6917	25.0142
0.44443	1.34568	1.21914	0.640594	0.0	0.64188
1.21304	0.0	0.0	8.74231	5.433730000000001	0.875985
53.1071	36.7663	24.8902	51.9293	36.4603	33.5327
32.6527	26.5667	34.4271	33.6179	29.3525	29.8356
66.1273	69.5085	68.2982	74.2436	78.0178	65.6502
0.0	0.0	0.0	4.10046	6.37153	0.0
35.9058	35.1475	37.779	35.5898	43.8447	45.7487
43.5296	29.0305	33.9796	38.5334	37.3047	32.9505
9.34044	4.71363	4.27038	0.0	0.0	4.49672
287.814	296.882	259.23400000000004	321.363	327.98400000000004	302.248
5.07939	2.5633	2.32226	4.8809	0.0	2.44535
7.26806	5.35302	11.0464	5.945880000000001	4.39955	15.6038
85.5881	86.9754	57.8913	64.2176	60.3963	57.5731
12.5074	5.0980099999999995	4.6186	3.46691	4.30967	4.86341
2241.7	2545.36	2306.0	2423.37	2510.38	1618.82
0.0	0.0	0.0	0.0	0.0	0.0
18.8442	22.2527	20.1601	33.6805	30.388	32.6595
51.3211	48.1723	38.010999999999996	44.38399999999999	48.2766	39.2846
0.0	0.0	0.0	0.461067	0.0	0.0
8.66638	7.106889999999999	8.91496	13.0121	9.70509	8.344439999999999
67.8717	69.4812	70.0401	86.6487	85.4168	70.0182
435.38699999999994	348.642	425.667	427.88199999999995	398.921	362.481
53.7645	74.4984	51.2445	57.7931	71.4337	48.0382
89.9954	123.86200000000001	67.3286	277.125	73.2959	118.162
99.0035	98.2542	107.865	94.2788	124.265	101.084
140.107	141.409	115.3	143.607	90.6528	125.90799999999999
18.2567	10.8883	12.5203	13.5562	16.1081	11.1863
6.48712	7.05894	6.81221	9.49653	9.30781	7.17329
4.72933	10.7399	3.24332	5.11259	3.9721300000000004	7.68428
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	3.92131	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
39.2455	33.2727	25.8376	42.9916	31.6435	22.6726
22.1848	23.2281	27.0157	18.8275	18.5748	14.9724
44.3025	67.0714	51.6496	56.4069	85.9947	73.5828
156.626	122.266	167.831	123.461	98.6614	127.244
109.454	81.495	81.2146	91.3828	92.4314	81.2002
17.6605	10.6948	16.1485	8.48519	7.91087	11.9031
6.23388	3.7751	4.27513	9.88397	9.77346	3.6013800000000002
51.1565	55.6038	41.3794	48.2121	41.1298	49.2561
86.7135	82.6574	58.3659	77.5385	93.51	69.5768
38.5385	30.7314	35.1045	36.4671	47.4403	45.0381
211.08700000000002	226.548	217.959	202.71099999999998	211.176	211.533
7.9897800000000005	8.64006	7.82757	6.580769999999999	10.2256	3.29699
263.157	287.736	233.942	337.164	185.55	246.342
229.683	227.60299999999998	199.327	226.326	245.05200000000002	196.623
0.0	0.875597	2.37978	2.5009	1.29535	1.67061
211.824	258.384	258.99	270.426	249.412	270.969
118.042	159.463	121.552	172.238	146.42600000000002	149.502
91.0557	70.5677	82.7644	100.51799999999999	82.5465	91.848
57.8312	65.5897	56.9686	55.8578	50.2967	60.5623
206.965	166.104	196.08599999999998	185.998	199.19299999999998	194.775
26.7462	19.7753	17.9157	16.1379	9.75177	14.3735
109.027	89.5758	110.331	114.988	78.9148	100.816
1.9873299999999998	0.6017399999999999	4.90639	2.2916	0.0	2.87025
94.8004	91.6468	85.1174	85.0594	104.031	87.4295
132.005	81.9197	75.8473	93.8493	93.2238	93.1788
71.4411	126.428	64.2212	99.4952	107.03200000000001	64.1393
129.708	146.262	137.415	146.988	117.205	138.239
24.9695	21.0013	25.5498	26.2789	23.9676	22.897
11.9749	16.3164	4.10613	4.315119999999999	5.36407	12.9713
33.7757	47.3467	22.3051	48.6838	22.4141	32.521
166.273	162.47	188.078	189.05700000000002	166.172	183.696
257.925	235.035	183.83900000000003	239.72299999999998	192.78900000000002	210.456
6.42155	3.53522	2.4020900000000003	6.73158	2.61498	6.745089999999999
40.251999999999995	36.8843	32.1705	41.2238	29.9945	31.7994
53.3739	46.1744	54.0333	42.1296	59.771	38.5434
1562.99	1487.49	990.314	1538.25	1553.43	1122.63
116.38799999999999	92.6952	94.5703	86.6625	72.8901	90.023
15.2382	92.279	48.7674	19.5236	68.2582	56.243
125.656	163.60299999999998	117.196	143.084	115.38799999999999	143.371
5.49437	4.15909	1.88399	7.919510000000001	6.1529	1.98385
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
165.829	159.499	105.46700000000001	126.21700000000001	109.094	137.93200000000002
0.0	0.0	0.0	0.0	0.0	0.0
4.4029	2.22191	0.8627020000000001	2.71983	3.2870699999999995	4.23934
246.47	235.435	268.296	294.639	197.15099999999998	269.803
91.8731	69.5454	113.41	79.4547	41.1538	39.8071
46.245	40.3461	43.0024	57.6186	57.9319	46.4137
201.90400000000002	291.388	214.813	356.298	202.859	359.73800000000006
284.505	311.904	279.21	307.561	307.618	237.333
10.3109	6.1216	4.71405	7.57667	6.792160000000001	4.96392
16.6794	5.05032	13.7262	0.0	22.4141	9.63584
61.5909	49.3197	64.9283	60.896	50.1621	44.1096
53.4897	45.3981	51.6892	63.6653	38.1186	40.968
10.0525	4.75591	5.1704099999999995	6.33916	5.62866	9.074110000000001
228.804	260.894	205.243	246.99900000000002	235.68599999999998	184.74900000000002
4.2074	3.82186	4.616619999999999	9.70318	3.76935	7.291989999999999
72.5941	39.5652	47.7928	33.4835	39.0215	50.326
54.6558	67.9257	43.6362	81.1317	60.2931	49.4836
0.0	0.0	0.0	0.0	0.0	0.0
3.9676199999999997	6.00675	6.80237	5.71886	13.3295	11.4607
2.5244400000000002	3.82186	3.4624699999999997	7.27738	5.65402	0.0
592.114	474.94199999999995	501.68300000000005	662.936	476.527	525.659
272.248	247.192	265.161	335.014	296.77	273.986
1167.55	1299.19	1289.12	1636.62	1170.21	1134.02
57.393	62.6118	58.4604	57.7862	76.5592	62.1686
0.0	0.0	0.0	0.0	0.0	4.3284
45.1389	38.6064	34.574	26.6165	43.3278	35.5599
1.7474299999999998	1.5117200000000002	2.3967400000000003	2.87854	0.0	1.08162
112.18700000000001	79.5184	137.787	95.5529	98.2225	107.529
0.0	0.0	0.0	0.0	0.0	0.0
239.206	220.736	170.294	200.30599999999998	221.955	195.77200000000002
0.0	0.876502	0.0	0.0	0.0	0.0
262.887	270.694	340.926	290.351	318.71299999999997	186.171
0.0	0.0	0.0	1.5299	0.0	0.0
152.045	179.18200000000002	159.118	174.395	140.414	132.434
717.096	653.53	689.2289999999999	766.3489999999999	866.0360000000001	628.271
136.304	139.888	120.04299999999999	135.252	156.17600000000002	124.333
76.3226	52.821999999999996	59.8185	64.4346	51.2822	56.6902
77.4069	79.689	72.1953	71.4068	48.5433	84.9657
0.0	0.0	0.0	0.0	0.0	0.0
15.3652	22.0378	24.4022	34.9692	45.2811	22.1916
702.334	741.579	611.575	707.076	817.972	492.097
71.7619	87.6621	75.7731	73.0623	122.03299999999999	89.3861
1006.22	723.1139999999999	707.5239999999999	1092.35	727.441	524.2769999999999
373.61699999999996	565.636	0.0	1077.05	418.397	269.803
34.885999999999996	42.5931	27.7832	38.9296	12.6023	53.6356
15.432	14.7557	13.3681	4.682840000000001	7.27648	7.03835
6.00303	4.54413	6.46928	8.03463	3.84144	16.1015
89.5125	103.111	96.0835	120.60700000000001	130.749	88.9977
1.95816	1.18582	1.6114600000000001	4.5159400000000005	1.7542900000000001	3.39375
3.07251	6.9774199999999995	1.26426	8.414480000000001	2.06446	1.77502
29.2006	38.5403	47.2394	48.0249	40.2466	41.0923
46.0253	37.914	51.0589	39.0237	42.4461	43.9897
250.606	285.934	323.71	285.983	288.499	303.17400000000004
136.274	122.927	161.21	98.2115	134.803	139.412
54.3874	57.2796	51.8932	64.7595	58.2579	61.4742
652.859	835.847	547.09	672.158	570.711	475.06300000000005
219.377	200.019	189.638	180.69	217.457	145.55200000000002
12.5938	19.0664	25.9101	9.07629	0.0	27.2835
0.0	12.1904	0.0	2.32123	0.0	4.6517800000000005
127.37	0.0	104.818	0.0	57.0542	0.0
2310.97	324.128	984.586	562.73	662.8539999999999	591.1419999999999
0.0	0.0	0.0	0.0	0.0	0.0
0.6151770000000001	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
45.8592	46.9661	49.9495	33.0504	30.2092	31.1686
21.2844	21.0028	17.9851	26.8441	25.9636	23.8788
6.3325	6.391369999999999	6.514130000000001	10.6488	8.27339	8.38372
5.40495	1.53427	1.85333	2.43457	3.02638	2.43945
4.3579	2.63905	1.19544	1.2562799999999998	3.9041699999999997	2.51761
9.56359	0.0	7.8703199999999995	1.37848	2.14197	4.14374
38.3996	68.3477	54.8032	86.0146	46.4886	35.2243
169.618	180.44799999999998	157.192	216.40200000000002	120.64200000000001	182.076
12.3753	8.029530000000001	9.093069999999999	13.3782	12.8687	14.0434
242.94799999999998	205.153	221.706	237.175	169.093	198.50799999999998
126.22200000000001	137.58700000000002	115.416	155.251	82.9256	102.088
0.33319	0.5044310000000001	0.913993	0.960511	0.0	0.9624379999999999
16.7569	15.5033	24.2603	8.051060000000001	31.2755	8.067210000000001
13.0766	5.65636	2.56223	2.69263	4.1839699999999995	2.6980299999999997
30.0167	27.8859	22.4565	25.5661	16.8072	15.2719
41.0207	31.0515	27.3501	26.5522	40.4077	39.7711
2.1849	0.0	1.4983799999999998	1.57464	0.0	1.5778
12.9879	10.323	12.4697	10.2963	10.9084	14.5375
176.65900000000002	110.895	127.258	120.485	124.81200000000001	124.876
4.98896	10.0707	9.12365	14.382	22.3476	9.60724
106.78200000000001	94.9357	79.619	113.62799999999999	81.0578	77.6289
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	9.9827	0.0	0.0	0.0
0.0	1.71405	0.0	0.0	0.0	0.0
4.43025	3.3535699999999995	3.03821	0.0	0.0	6.3985
43.6052	49.5119	42.1374	57.8523	39.9531	40.7926
1.8912	0.0	0.0	0.90865	1.41191	0.910473
4.12078	4.15909	0.0	5.93963	3.07645	0.0
32.9017	19.9245	22.0622	26.8736	26.201	31.6795
43.955	66.5454	33.1582	44.3492	24.6116	31.7416
128.56799999999998	79.8545	117.561	123.544	66.4513	109.508
8.621939999999999	0.0	1.9709400000000001	0.0	0.0	2.0754099999999998
346.33099999999996	326.85200000000003	294.882	400.653	354.597	288.426
12.9416	21.2965	16.9786	14.5986	20.1637	20.3165
2.78819	0.0	0.0	0.0	0.0	0.0
34.9118	12.5182	27.7224	34.4304	24.6923	18.5766
91.0462	86.6149	93.6577	102.85799999999999	93.6916	82.6292
0.9679209999999999	2.93076	5.310309999999999	2.79029	0.0	4.19384
329.163	340.289	284.311	350.61800000000005	316.595	308.759
834.8530000000001	891.002	861.6339999999999	1010.33	777.553	897.753
0.6577770000000001	0.0	0.0	0.0	0.0	0.0
10648.1	22908.3	9224.01	12116.8	8786.34	10522.3
250.324	166.863	220.351	269.263	221.75099999999998	199.655
146.654	191.893	152.297	309.527	175.96099999999998	219.373
38.3737	57.5441	41.6396	57.2367	29.6459	46.6529
117.598	141.873	95.7684	135.07299999999998	127.57700000000001	103.49799999999999
9.785219999999999	8.08051	2.44022	7.693230000000001	7.969469999999999	1.28478
53.0685	30.0181	26.3955	9.24629	18.2858	16.0029
0.0	0.8334520000000001	2.26523	0.0	2.4659999999999997	0.0
296.765	283.111	282.774	261.171	296.564	341.37800000000004
0.42521000000000003	1.28749	0.0	0.6128899999999999	0.9523459999999999	2.45648
2.8448	0.861374	2.34112	1.64018	0.0	0.821736
3.4516699999999996	1.9002299999999999	4.73424	4.5229	7.02795	4.98517
60.9698	64.3988	56.3981	59.7795	66.6895	48.6363
169.96099999999998	162.039	144.762	172.843	187.55700000000002	150.28799999999998
1.89975	0.0	3.9084800000000004	0.0	0.0	2.74376
9.41893	17.2305	16.1485	22.6272	21.9747	17.0044
4.6508400000000005	5.86759	4.25266	7.82092	3.4721800000000003	5.597580000000001
565.452	540.271	486.019	738.965	506.58	500.89099999999996
0.0	848.454	0.0	807.79	0.0	0.0
467.022	424.227	384.334	201.947	627.596	607.058
106.809	79.4814	94.709	73.4354	107.73700000000001	84.4147
54.6972	48.0824	43.7121	41.8041	44.7048	43.9585
115.05799999999999	97.5138	73.2424	76.5734	89.3924	57.6446
30.5345	39.1156	46.3907	31.147	32.6161	33.2449
169.43099999999998	164.429	162.076	167.82	161.52100000000002	159.372
0.0	0.0	0.0	0.0	0.0	0.0
615.927	668.1060000000001	479.95300000000003	409.74800000000005	503.29	597.2819999999999
236.583	262.351	252.00799999999998	308.236	271.132	276.01599999999996
32.4785	34.524	40.7555	48.806000000000004	49.5267	37.9255
36.2866	52.9012	40.5532	27.12	30.1005	34.9386
47.7883	66.8678	48.6624	36.528	56.7593	60.6535
263.04400000000004	251.81799999999998	234.61900000000003	252.00900000000001	264.585	277.08299999999997
75.2424	95.0582	79.002	89.7544	88.3283	74.9454
199.062	181.66099999999997	146.504	155.959	128.937	137.239
0.0	0.0	0.0	0.0	0.0	0.0
71.0865	40.7601	38.2228	40.1682	28.5632	26.6051
156.94899999999998	147.582	122.34700000000001	142.136	152.579	140.247
93.1825	87.6668	82.1616	106.49	87.9529	69.2132
36.8569	31.7215	26.660999999999998	44.0282	38.4473	33.1785
201.625	164.16400000000002	122.221	157.534	145.237	157.54
37.2914	38.3482	36.1896	56.7937	58.3077	101.62100000000001
0.0	0.0	0.0	0.0	0.0	0.0
8331.89	6179.49	5673.92	6952.59	7226.42	6283.46
0.0	0.0	0.0	0.0	0.0	0.0
276.401	252.516	232.692	252.778	275.374	271.18
103.249	72.7038	82.3337	72.6803	92.4992	90.8593
0.0	0.734592	0.0	0.0	0.0	0.700788
58.2261	82.6416	74.8702	57.6993	40.753	63.0709
33.6824	43.0063	35.6225	37.4356	44.5361	24.6164
1.1667399999999999	0.0	0.5334270000000001	2.2423	1.7421099999999998	0.5617
52.54	48.6093	32.0278	31.5543	29.4186	29.5098
116.346	116.6	92.1502	129.908	121.115	118.335
144.41299999999998	187.55900000000003	156.34799999999998	179.62599999999998	143.662	121.226
421.171	552.526	394.26300000000003	581.903	1196.06	589.836
54.8197	58.7342	46.8488	57.1349	44.3898	52.3772
3.1414	4.75591	2.58521	1.81119	1.40717	0.0
64.7892	88.2784	124.40899999999999	140.079	79.8099	74.8588
41.354	34.3259	42.3594	37.3494	39.8152	33.1815
431.70300000000003	343.35900000000004	326.684	339.524	439.31699999999995	386.999
32.8214	31.0561	38.8273	36.664	44.1063	33.7748
49.1008	37.8087	46.4452	25.0146	33.1811	49.5183
159.64700000000002	118.33	123.169	124.64399999999999	163.88299999999998	112.885
7.6315	5.03621	7.7833	6.20509	7.01225	9.326310000000001
29.3651	33.908	23.2102	27.9785	25.6389	30.1912
1.8061599999999998	2.73443	3.53899	3.3471900000000003	4.6231800000000005	3.35391
188.019	164.926	182.067	191.915	161.756	159.085
720.827	642.633	1004.77	624.521	909.0830000000001	737.3689999999999
172.82299999999998	137.88	158.483	140.391	153.636	141.875
32.4321	27.9872	48.0417	36.4627	35.5928	37.9411
0.0	0.0	0.0	0.0	0.0	0.0
65.2804	82.0483	64.1964	67.4637	107.588	87.1673
14.7481	0.0	0.0	10.6288	16.5157	10.6501
0.0	0.0	0.0	0.0	0.0	0.0
55.2749	26.7321	22.1124	48.6887	63.6193	45.46
256.078	278.689	256.971	246.46400000000003	181.407	181.97
26.0983	15.5966	18.8399	14.8491	30.7645	17.8546
0.0	0.0	1.53734	0.0	2.51038	0.0
27.9391	14.9288	27.0499	18.9511	47.8519	26.11
3.61565	5.47389	0.0	0.0	0.0	0.0
627.745	661.182	770.9760000000001	565.21	870.7189999999999	727.9830000000001
0.46049799999999996	0.697168	0.0	0.0	1.03138	0.665087
55.6652	29.9958	40.1157	47.597	38.0361	24.5276
47.8588	28.2576	32.1646	35.1813	31.085	35.9431
93.6096	100.696	74.3327	90.5435	80.0012	81.8305
4.91602	0.0	0.0	7.08587	0.0	21.3003
61.3167	48.6871	44.6968	61.1868	57.6217	64.406
229.06900000000002	202.84400000000002	193.649	193.122	180.696	170.62099999999998
5.54094	4.79352	8.68551	10.2685	7.091480000000001	6.8594100000000005
64.7573	33.8964	31.1814	53.6209	45.5171	42.2863
12.0522	18.2463	15.4973	6.51443	6.74834	16.3188
223.358	313.559	183.812	310.238	236.485	246.342
790.155	581.2959999999999	546.961	291.07099999999997	628.633	402.029
0.0	1.75845	2.38964	1.67418	2.60143	0.0
1.31865	3.99272	3.61726	3.80136	5.90679	5.713480000000001
0.0	0.0	0.0	0.0	0.0	0.0
112.62799999999999	127.37100000000001	113.53200000000001	97.7954	203.627	115.63
136.387	180.203	120.742	164.417	108.302	171.91
2.24858	1.40174	2.53985	1.90651	0.8887360000000001	4.966880000000001
0.0	0.0	0.0	0.0	0.0	0.0
1.04655	0.0	0.0	0.0	0.0	0.0
1.14999	0.580338	0.0	1.65757	0.8585440000000001	1.1072600000000001
38.0121	31.0658	40.6019	27.1526	35.4106	34.4947
84.0415	86.4103	62.2578	76.4388	69.4533	92.8193
16.1765	15.7827	20.2151	12.9537	16.1025	15.0564
201.548	154.123	129.757	149.7	163.52	176.734
68.6509	66.3234	72.5435	59.2944	71.1954	81.0182
118.22200000000001	121.598	106.863	109.266	97.6934	106.444
20.6274	20.6725	16.3377	15.0754	17.5688	25.1761
147.395	127.51299999999999	144.403	135.41	123.34299999999999	142.7
60.93600000000001	36.8083	46.0103	46.5777	59.2787	50.6715
5.260759999999999	6.0905	5.51777	5.35255	6.93093	9.8327
0.0	0.0	0.0	0.0	0.0	0.0
27.2774	32.5366	44.2154	33.36	57.3908	33.427
0.0	0.0	0.0	0.0	0.0	0.0
7.80538	3.93897	7.1371199999999995	9.00044	6.992710000000001	7.51542
14.3699	23.9307	12.4826	19.3317	16.0922	29.7476
14.4796	14.4481	15.3463	12.3327	16.215	16.635
4.94078	5.34291	7.74476	4.06947	4.74254	6.11645
3.6939599999999997	1.59784	1.44759	0.7606310000000001	0.0	0.0
2.12283	5.14214	1.7469700000000001	0.0	0.950903	3.06595
54.7972	41.48	68.32600000000001	57.4428	66.9436	62.9541
7.7283	12.0776	14.7032	6.46807	15.6341	7.92128
21.1956	20.6675	22.1731	30.0332	16.8968	23.3484
12.8063	13.8485	17.1466	21.0957	18.4386	9.24789
7.617439999999999	8.23741	5.97024	12.5482	12.1863	4.7150099999999995
85.1749	63.5406	88.0412	74.7294	75.5696	79.6336
1.12989	1.28294	1.35602	0.6107279999999999	0.9489860000000001	1.22391
4.07212	0.770621	0.6981539999999999	1.10053	0.570024	2.94064
4.12078	1.55966	0.0	1.48491	0.0	2.9757700000000002
1.85683	0.766675	0.926106	0.48662	1.13421	2.19418
61.5223	63.5398	81.6496	75.3937	61.6439	48.9244
86.7542	51.255	59.2878	63.6123	82.5962	74.2178
134.151	118.632	115.214	100.296	94.0692	130.375
28.7816	27.9529	15.6415	25.8305	23.1092	13.3333
45.4049	41.2443	38.552	31.4764	44.5516	32.4763
0.0	0.0	0.0	0.0	0.0	0.0
3.02388	2.28899	0.691248	3.63215	0.0	5.8231
3.59248	0.339925	0.9238799999999999	1.29453	1.50864	1.62141
21.9478	15.4681	26.47	23.9992	13.5605	27.873
0.44443	0.0	0.0	0.640594	0.0	0.64188
1.5502799999999999	0.0	1.06316	0.0	0.0	2.23903
2.2387200000000003	11.2977	8.18821	4.30247	5.01408	5.38888
188.17700000000002	189.926	184.12599999999998	197.72299999999998	171.998	204.046
7.83961	6.41553	6.97468	6.71886	8.0674	4.59023
8966.82	5090.72	7686.68	11309.1	8786.34	12141.2
233.68599999999998	202.315	201.523	195.644	184.91	188.963
172.93900000000002	152.761	181.555	161.558	150.856	161.882
26.373	39.2618	24.7179	27.2431	29.5339	38.7247
2.94961	0.0	1.34854	5.6687	2.20209	2.84004
7.554760000000001	2.59943	4.709969999999999	3.95975	0.769113	7.439430000000001
0.0	0.0	0.717041	0.7535350000000001	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
107.132	95.9197	135.09	108.757	110.94200000000001	100.656
32.1813	26.1428	31.2204	35.0721	31.6435	29.4743
0.5337390000000001	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
3.49902	8.82886	7.198760000000001	9.24629	1.30613	6.73807
12.5375	17.083	18.9158	21.6856	14.0402	54.3228
24.9394	23.3294	21.4137	22.2113	19.0731	18.4489
117.398	104.435	84.0363	112.399	100.76100000000001	73.0202
0.646646	0.6526569999999999	0.295641	0.0	0.482766	0.311312
3.24321	3.92803	3.55865	9.34942	7.263839999999999	1.8736400000000002
17.531	18.1934	19.1973	18.7479	14.2492	16.7436
151.806	155.52100000000002	111.152	136.55100000000002	143.158	135.17600000000002
8.51712	7.7366600000000005	9.3455	9.82115	3.8151699999999997	6.560569999999999
633.451	704.4739999999999	454.213	514.048	699.865	458.666
238.111	214.435	222.56900000000002	240.327	221.06400000000002	228.729
0.38267399999999996	0.0	0.0	0.0	0.42853900000000006	0.0
14.7588	4.03434	6.18533	5.61375	6.42746	7.99345
175.518	107.22200000000001	132.335	113.179	120.69200000000001	124.525
63.4858	30.9332	64.0556	44.176	35.955999999999996	43.2107
177.43099999999998	194.274	152.65	183.896	200.079	164.662
3.52469	1.77873	1.6114600000000001	2.54022	2.63143	1.69688
12.8342	16.1919	17.0163	31.4483	44.0754	10.5038
117.931	117.50200000000001	84.3323	106.059	130.937	97.5369
517.414	875.2669999999999	423.375	402.983	592.179	787.485
24.2132	18.662	21.7377	20.9403	21.6922	19.0749
205.15	183.06	193.797	211.49400000000003	196.266	191.315
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
2.4544200000000003	3.7158599999999997	3.3664300000000003	0.0	1.8324	1.1816200000000001
471.147	352.435	484.852	475.85400000000004	271.595	402.898
9.26324	5.60961	0.0	2.6703799999999998	8.298789999999999	4.01361
317.918	264.885	281.64599999999996	304.58299999999997	311.064	267.975
240.46	302.39	210.12	276.717	221.50400000000002	184.84799999999998
0.0	0.0	0.0	0.0	0.0	11.562999999999999
126.73700000000001	125.32700000000001	144.69	121.96	129.621	123.26299999999999
4.71229	5.09582	8.30992	4.36643	6.78482	6.80585
12.9828	12.5576	17.807000000000002	11.9557	10.5003	13.5423
100.57600000000001	96.2086	92.6519	100.97399999999999	88.5359	77.3276
2.94187	3.5630599999999997	3.6315	1.27211	1.97668	1.69955
2.13414	3.23097	2.34171	0.615224	0.955973	4.3152099999999995
8.96994	7.085210000000001	8.558580000000001	3.93495	13.1022	9.57549
4.51501	3.4177400000000002	3.09635	0.813484	2.52808	6.52093
13.7876	12.2786	54.5076	33.9014	50.8616	17.5704
23.2558	1.15436	2.61452	27.4758	2.56162	2.20248
151.654	117.711	87.6366	137.591	93.1049	131.196
235.106	256.606	179.981	216.72400000000002	306.144	292.177
26.4041	21.9858	29.8775	22.835	16.2628	21.9275
144.975	204.197	139.488	178.81599999999997	161.543	163.549
22.6643	14.0369	35.3248	22.2736	27.6881	22.3183
78.7901	78.8812	78.4355	54.9517	76.8485	88.0991
4.97841	7.537030000000001	2.9264	6.15068	0.0	5.13585
23.1021	15.6786	14.7506	9.18595	9.81316	16.6829
0.0	0.0	0.0	3.32424	0.0	4.99636
25.949	11.4582	14.8296	7.79218	24.2159	12.4925
241.96900000000002	168.132	145.26	203.53799999999998	245.438	251.74599999999998
12.8834	14.6285	13.2529	23.2123	36.0687	27.9107
194.643	207.09599999999998	223.988	231.91400000000002	156.562	246.304
73.4539	76.1961	66.2323	69.6032	70.0714	89.3888
9.49875	9.58705	9.08031	9.12757	9.02552	11.2245
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
8.201360000000001	3.449	8.124130000000001	6.5674	2.0409599999999997	4.6064
20.3527	12.105	18.9425	16.7635	21.1641	20.9964
20.4054	18.7228	16.9621	15.1516	18.9271	20.2427
4.29445	6.50156	2.94509	49.5197	4.809159999999999	6.202380000000001
9.662519999999999	0.0	7.57308	7.95852	6.18321	0.0
194.706	187.166	220.81	192.644	188.449	210.14
5.8622	11.8334	10.1846	10.1396	21.8827	7.33775
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
90.3475	103.87100000000001	80.1278	72.4563	120.194	86.3371
0.0	0.0	0.801531	0.842325	3.92657	0.0
32.1906	50.4962	46.8116	41.3678	51.2501	54.3341
5.73135	5.28161	9.5699	4.31013	6.13922	4.31877
271.953	202.013	285.85400000000004	213.396	204.929	212.90599999999998
2.48342	2.50651	1.1354	2.38638	0.0	3.58675
0.0	0.0	0.0	0.0	0.0	0.0
12.6592	15.5394	15.9553	14.3015	24.5215	11.8595
40.5104	32.8452	39.2366	30.7176	30.5305	33.5521
4.47446	6.7740800000000005	6.13707	1.61235	10.0215	4.846769999999999
124.191	81.3694	90.1789	102.29	95.2497	79.8859
62.864	51.2987	49.5323	36.6301	61.9108	47.6503
0.0	0.0	0.0	0.0	0.0	0.0
0.5930439999999999	1.79567	1.62681	1.7096099999999999	0.0	3.4260800000000002
69.9671	50.0932	68.5466	62.0994	63.3	62.7218
29.1551	35.9653	28.1401	23.3465	16.9294	28.072
71.2051	13.9507	29.8735	32.6014	28.1433	37.5063
4.82532	1.04361	3.78188	5.96155	0.0	5.97351
25.4018	26.4391	25.0416	19.451	24.8905	35.5407
17.1635	10.1679	18.4235	17.2099	16.7136	20.4778
8.49131	11.7841	7.76432	13.2592	3.16968	6.1319
6.14502	9.30322	8.42837	7.08587	5.50523	12.4252
40.2357	52.2125	45.9887	63.5185	68.6601	49.8099
55.6652	57.1349	56.9384	36.7177	50.7148	44.9672
5.3715	0.9035719999999999	2.45581	6.88213	2.67347	6.03394
126.055	125.574	97.2997	124.275	133.219	125.31299999999999
116.06299999999999	81.2569	94.9157	94.6414	104.345	84.6005
200.15200000000002	185.764	185.005	180.62400000000002	155.924	154.592
62.5719	89.2387	70.2746	78.4262	61.9472	62.211999999999996
351.54	362.52099999999996	188.673	345.14599999999996	342.325	316.406
84.1481	78.9852	81.9451	82.477	101.772	77.7812
2258.69	1529.79	1875.08	3059.81	3061.91	2072.58
18.1491	21.0507	23.8891	17.2992	20.3243	18.3909
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
21.8984	11.3418	15.8081	12.8748	20.651	14.5652
21.9775	16.6363	0.0	47.516999999999996	24.6116	0.0
25.1563	6.34753	9.584389999999999	6.04331	21.9111	6.05544
36.6708	30.1726	37.176	33.3228	55.3499	31.0869
1.31555	7.9667	5.41315	0.0	2.9464599999999996	1.90002
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
28.6624	54.8126	21.7255	44.5752	33.7871	42.4859
5.78301	1.59185	2.8843099999999997	0.0	1.1774799999999999	0.759297
0.0	0.84172	0.0	0.0	0.0	0.802986
1.45691	0.0	0.0	1.39998	0.0	2.10419
30.8	28.3832	39.4895	33.7785	31.4923	35.7804
12.8493	10.4747	7.4562100000000004	8.54804	7.7481	22.1267
17.5277	13.9663	22.1427	15.2915	18.5954	23.3163
33.0015	41.7868	37.8573	33.73	35.3891	36.6863
149.447	179.118	153.734	210.923	160.386	175.372
308.58	307.957	330.24199999999996	323.116	325.42	313.77099999999996
15.7867	32.4359	20.105999999999998	19.504	17.6788	22.8003
14.9182	13.1747	7.84355	19.3525	17.2631	18.3141
77.2143	60.3345	81.9912	140.017	50.2077	61.1554
125.186	136.634	113.803	186.736	234.737	142.961
285.707	286.145	307.467	294.606	327.334	277.73900000000003
89.7517	121.65899999999999	50.0994	75.2132	79.4721	87.4223
