rM1	rM2	rM3	rM4	rM5	rM6
189.66099999999997	102.83200000000001	111.698	86.0482	117.07600000000001	146.215
0.327881	2.01193	1.28416	0.873142	0.329202	1.11275
201.888	108.712	125.006	110.085	110.038	154.43200000000002
29.1301	15.3211	22.403000000000002	20.8037	26.3227	26.0632
0.0	0.32437699999999997	0.144929	0.0	0.0	0.209306
41.11	20.8909	18.201	18.2459	20.3387	18.8719
51.4228	31.496	35.3741	32.04	36.0748	42.8833
170.765	166.32299999999998	157.70600000000002	120.704	167.21900000000002	171.71400000000003
12.9626	9.09035	8.12298	8.05449	7.808910000000001	9.77599
3.1072900000000003	0.0	0.40566199999999997	1.37911	0.0	0.0
2.87223	3.23714	0.6428119999999999	4.9170300000000005	4.53169	1.8566900000000002
0.0	0.0	0.0	0.31050500000000003	0.234141	0.0
0.0	0.0	0.70515	4.7945400000000005	1.8076900000000002	4.0735
89.7096	41.8726	24.6403	37.2305	43.2809	56.673
24.5258	15.0494	11.5268	13.0624	17.2373	24.9704
88.7801	91.2419	110.30799999999999	122.286	110.654	114.285
10.3888	20.9455	41.501999999999995	30.4318	27.1197	19.979
0.0	0.0	0.0	0.0	0.0	0.0
63.7608	36.1074	46.1875	37.5651	33.1419	49.4694
16.3506	19.1104	9.3922	8.708269999999999	15.322000000000001	14.7973
47.7558	33.923	40.3099	32.3414	44.2281	43.778
0.361066	0.316508	1.13131	0.0	0.725043	2.04229
15.1458	9.736239999999999	13.8411	8.73882	13.6861	12.5647
112.512	108.11	116.943	77.7851	94.4995	86.8924
138.279	98.28200000000001	89.8724	101.016	89.6807	106.541
17.1094	9.99863	17.3108	3.7968300000000004	14.3153	14.5163
98.6127	58.9386	82.1598	50.1336	70.2072	93.3013
80.5282	122.495	119.664	74.1099	95.1208	65.64399999999999
8.94621	5.88164	5.25574	8.18938	2.8069599999999997	2.5301099999999996
32.3455	16.8116	20.9643	18.866	17.6749	24.1241
37.6688	27.6349	32.9255	31.6433	32.464	30.9081
26.3545	13.3013	15.0136	14.3553	22.4515	13.5516
69.4316	55.1214	118.008	47.096000000000004	102.594	109.666
0.28941	0.0	0.22669699999999998	0.385347	0.0	0.327396
166.34099999999998	142.89700000000002	160.265	67.55199999999999	91.8562	140.189
4.32777	4.21521	6.15219	3.20133	6.59828	6.165080000000001
10.2826	7.13581	11.0749	6.27514	10.324000000000002	16.9636
291.255	107.36200000000001	133.376	95.4595	385.406	299.069
18.2229	9.983789999999999	12.4899	11.1208	12.1976	19.7558
165.553	52.4739	67.404	61.0239	130.535	111.1
157.588	184.989	281.22900000000004	155.09	184.365	159.67
124.775	57.6447	87.1714	74.9302	61.5809	71.5299
145.002	77.8813	108.329	87.0489	84.1542	172.56799999999998
1739.24	1104.98	891.7669999999999	723.591	1452.64	1158.48
222.875	128.96	136.628	97.3549	162.744	151.476
846.887	519.429	598.01	601.636	843.615	486.55300000000005
5.83781	6.02046	8.33866	5.94407	5.51655	9.323360000000001
20.1853	19.7359	13.9869	19.6406	14.0308	14.9304
4403.73	5404.58	2662.9	3850.51	5856.69	3152.37
84.7143	53.0968	78.008	66.0132	78.9957	96.5648
152.148	128.876	115.161	104.706	96.1191	160.514
83.1419	136.778	75.8315	100.088	140.653	141.726
22.4285	23.5928	36.7473	20.9044	27.7733	30.6582
31.0097	10.8732	9.71607	9.909410000000001	13.6992	7.015960000000001
114.262	68.9998	123.314	64.2363	104.525	112.024
1153.72	766.029	798.2510000000001	759.297	781.965	1182.7
29.5944	28.4129	27.3763	24.7687	26.6008	37.9425
3.2153099999999997	0.704629	6.29645	3.21087	3.2282599999999997	2.72799
103.08200000000001	122.095	123.28	110.70100000000001	97.3366	120.77600000000001
0.7035939999999999	3.08383	14.3294	9.368310000000001	6.35786	4.77566
2.04149	0.5263399999999999	1.03472	0.799479	0.723429	2.71699
235.877	306.017	251.28	215.137	236.827	246.824
191.847	240.386	182.09799999999998	219.38	157.495	165.96200000000002
6.7340800000000005	5.11598	8.08813	7.7708699999999995	14.4239	10.1573
17.1489	7.91188	8.83741	11.4168	11.7807	8.67881
26.339000000000002	13.9295	22.8482	23.7666	19.8885	29.3036
65.2046	54.8716	46.9894	79.874	47.1365	76.7135
15.1614	10.1633	28.6423	4.74996	12.5362	24.2138
103.75399999999999	58.3452	67.9816	86.8852	68.1376	66.4368
66.188	127.09100000000001	42.6436	62.1862	65.5917	44.7308
102.12899999999999	46.8611	44.9992	44.6198	53.6736	66.793
4.45005	0.9752209999999999	5.22865	3.95014	2.9786599999999996	3.7756
101.169	53.2105	80.1272	86.8105	83.5187	52.1373
94.0132	73.9347	53.8634	64.3772	59.3321	81.4358
102.928	137.595	41.3201	48.5379	63.7281	75.6845
198.053	113.198	172.185	96.5959	110.71600000000001	139.517
94.6344	57.8015	54.5199	72.3513	73.5606	70.4494
113.571	59.883	59.5304	48.8903	57.443000000000005	70.5177
50.9191	38.5487	27.1946	30.8175	39.5051	5.23658
92.8153	34.1792	46.4769	45.1445	34.0418	62.3273
113.052	89.3411	110.694	137.985	88.5707	85.2606
151.942	166.49	119.01799999999999	124.145	190.69299999999998	140.634
58.861999999999995	46.684	48.3027	41.0533	43.6209	44.3919
62.7861	13.7595	36.8857	20.8998	15.7598	35.5135
0.0	0.0	0.0	0.0	0.0	0.0
77.1195	37.5569	48.6623	57.0467	73.1286	58.1611
33.8919	17.311	18.1863	22.0304	20.3635	21.4344
80.7206	57.0422	75.7853	63.7759	71.0828	62.8198
765.955	481.92400000000004	458.676	348.851	425.48800000000006	834.096
15.1791	5.32235	7.431189999999999	7.579060000000001	12.5732	7.727119999999999
50.7829	21.1262	39.7787	40.1119	29.3827	37.0006
0.0	0.0	2.8563400000000003	1.2138200000000001	1.8306	4.12512
7.79512	5.46652	6.41129	7.26541	3.91327	3.96821
49.3797	20.9111	25.2258	32.0803	34.729	41.2885
23.1286	14.0679	14.0498	10.6842	13.2696	13.8831
31.7812	18.2956	25.6376	30.3163	25.7179	22.0008
234.673	210.548	270.757	190.729	242.835	322.767
12.9093	8.133519999999999	9.16398	6.44575	10.9361	8.21457
160.39600000000002	170.377	161.85399999999998	188.44099999999997	197.988	115.273
111.662	106.272	127.95100000000001	112.145	142.863	131.371
91.5766	86.5104	90.5366	91.1543	121.404	95.55
26442.1	29965.3	16112.1	21907.5	31952.5	21349.9
10.2046	0.0	0.0	0.0	0.0	20.7792
0.0	0.0	0.0	0.0	0.346023	0.779738
25.1674	10.3224	15.1923	11.9899	10.6639	12.0151
82.1082	52.2337	79.5683	48.7284	49.4635	34.7656
11.1095	3.08182	3.08433	0.748976	2.1179099999999997	0.954509
0.0	0.0	0.0	0.0	0.0	0.0
126.149	73.4094	87.9507	70.6669	62.6594	124.303
316.488	366.82599999999996	410.426	395.65	365.42800000000005	387.86400000000003
131.471	91.6464	103.334	86.0326	109.475	122.331
243.18599999999998	234.493	245.097	215.86700000000002	288.93	253.09599999999998
53.0288	36.2581	18.2767	11.2972	36.2049	37.1932
1.56255	0.0	2.44792	2.08053	3.1377	1.76764
130.822	62.8117	70.2722	60.8765	55.9343	136.692
4.4964	23.6491	95.096	23.9477	27.0871	0.0
47.1432	33.5769	73.8554	31.3854	38.4582	59.9972
68.1881	105.67	53.4123	60.7982	106.36200000000001	148.077
9.26422	11.1663	17.6883	11.5643	8.138860000000001	17.6853
0.0	0.0	0.0	0.0	0.0	0.0
38.5975	11.7955	26.6279	17.4451	17.7766	50.0729
2.8075099999999997	3.6915699999999996	4.3983	9.345460000000001	2.81882	4.76401
2.8586400000000003	0.0	0.0	0.0	2.87016	3.23385
0.0	0.0	0.0	0.0	0.0	0.0
49.3633	40.3868	49.8371	49.6604	60.5761	62.0471
37.5871	44.7159	36.4524	19.8599	22.1639	41.1706
15.4359	9.66502	11.2275	13.9466	22.1402	31.182
23.8068	21.9672	12.4321	12.7907	12.5804	20.3168
4.0915099999999995	2.68995	4.00615	1.36196	10.27	6.942810000000001
21.3163	21.3551	17.8899	8.10929	27.5171	15.5019
40.9295	71.0927	77.1826	66.6079	80.6669	88.3161
147.21200000000002	156.385	133.88	111.295	115.238	124.195
22.5654	16.7498	22.8074	19.3843	18.454	22.851
0.276436	1.45393	0.649605	1.10422	1.6653	0.938157
87.311	73.0218	48.8511	69.3965	71.5615	53.9208
121.35	59.68899999999999	56.9564	46.3035	60.309	87.7584
44.0056	22.4436	26.3225	15.98	30.5264	40.7303
670.795	515.501	503.055	502.652	517.9590000000001	660.155
149.601	78.7409	193.68599999999998	82.6346	90.516	142.632
813.395	343.31800000000004	299.30400000000003	347.718	361.126	484.792
0.0	0.0	0.0	0.0	0.0	0.0
1.63506	1.4332799999999999	0.0	0.0	0.0	3.6993199999999997
26.6281	21.7039	26.346999999999998	20.5266	25.7973	32.7654
12.0462	7.4797199999999995	10.6154	8.68802	8.06315	4.54243
64.945	36.4201	44.7057	48.6234	42.3734	58.1322
77.4765	39.9283	40.681	31.1746	41.4588	47.6753
0.0	0.0	0.0	0.0	0.0	4.88311
31.2436	17.2976	14.1688	15.3266	16.5103	50.2263
132.859	79.8603	63.7159	60.6516	71.3249	90.7914
178.435	158.715	136.686	143.25	118.55799999999999	136.549
16.2889	5.8794699999999995	20.2646	5.10318	14.4304	24.9304
107.914	79.7801	79.9469	70.112	108.34899999999999	64.7159
124.654	99.3375	105.713	105.62200000000001	116.882	117.70700000000001
46.9654	26.9474	48.1594	36.3835	45.44	69.5517
9.40937	3.09307	2.76392	0.0	2.3618200000000003	1.33055
102.964	96.3321	177.59	150.278	167.99	136.637
0.366586	1.28539	0.0	0.0	1.8403200000000002	2.48821
118.17200000000001	66.7047	61.0087	68.3417	63.2189	67.8538
115.446	64.10300000000001	62.8504	57.7	53.0271	55.5334
3.80073	2.85574	7.23022	3.61475	7.6321	3.07114
21.0769	16.2588	16.5097	17.9608	17.7759	24.796999999999997
0.35280300000000003	0.0	0.276354	0.0	0.0	0.0
1.18913	1.0423799999999999	0.0	1.58332	0.0	1.34521
120.194	82.4569	90.8747	100.198	124.876	155.47899999999998
17.2317	9.063130000000001	15.7474	13.0016	14.4176	18.1939
32.173	23.5022	30.8017	28.5588	34.0973	36.3958
61.8097	62.1761	62.7029	64.7601	84.4407	99.7254
53.9103	25.261999999999997	35.4174	43.6641	34.1727	37.6597
80.1645	110.51299999999999	63.3303	75.7205	82.5513	97.6622
15.772	9.45964	12.3544	23.2109	10.8349	15.964
43.7374	21.8243	25.2996	28.6701	33.1042	14.4628
169.00799999999998	120.12200000000001	230.183	119.61200000000001	113.126	117.126
8.68171	1.21765	2.72019	5.54863	1.7433400000000001	4.321330000000001
0.0	0.0	0.262311	0.0	0.336225	0.0
10.9542	0.0	0.0	0.788403	0.0	0.0
2.83517	2.48529	5.55204	1.8875099999999998	3.55825	3.2073
98.9538	80.6169	96.9334	65.1278	79.4368	89.7574
0.360163	0.0	0.0	0.959108	0.361614	0.0
114.943	207.315	135.377	175.06599999999997	364.483	181.479
162.97	95.4893	169.48	172.738	167.93200000000002	95.8186
11.4421	6.01806	6.72205	5.3323	8.61619	9.70797
0.0	0.0	2.3644700000000003	0.0	3.03073	0.0
276.53700000000003	182.459	175.85299999999998	142.532	142.806	176.59900000000002
81.9561	71.0752	72.4215	64.4647	65.5948	72.9167
0.0	0.0	0.0	0.0	0.0	0.0
82.8978	41.1049	48.537	51.2867	38.253	54.9409
71.1413	41.2938	51.9604	53.7624	57.431999999999995	63.078
21.6052	11.8369	35.9626	14.3836	18.0769	18.3307
15.0141	4.38708	11.7607	36.6504	11.3059	12.7385
506.82300000000004	487.68	691.047	379.967	345.269	521.408
51.1439	42.1425	46.4714	44.9446	48.269	39.3426
63.8407	42.4289	47.3923	40.5572	36.4479	52.8669
3.59712	0.0	1.6906	0.0	1.44465	0.813851
304.54400000000004	177.97400000000002	169.23	155.961	166.389	221.826
38.9324	17.8765	25.6554	29.6218	26.0595	24.468000000000004
46.8765	15.9801	24.4792	34.6755	28.7622	33.8798
207.95	100.12	112.295	118.515	104.39399999999999	92.6721
433.148	387.551	335.779	491.219	367.41	346.38
18.959	19.2903	27.8451	19.8344	12.5769	35.235
52.2609	35.2396	41.7237	24.0871	43.3899	43.2033
35.4542	31.0789	26.383000000000003	30.6846	26.6978	30.0807
119.434	54.4084	62.6147	76.6954	67.5113	83.5128
0.238154	0.0	0.0	0.0	0.0	0.269413
240.958	37.5794	68.3186	70.8591	117.25399999999999	220.743
1.98007	1.30179	0.387751	1.3182200000000002	0.994024	1.11998
110.681	125.32	127.87799999999999	124.037	149.095	91.8191
0.0	0.0	1.87453	0.7965979999999999	0.600685	0.0
62.7661	25.096999999999998	37.0896	16.1281	28.7455	42.3535
553.0740000000001	387.29400000000004	341.05199999999996	415.925	328.671	330.381
60.2359	32.4358	40.4429	46.1171	52.2708	28.717
0.0	0.0	0.0	0.0	0.0	0.0
69.3575	25.3581	26.4817	26.9158	30.7943	37.8505
32.1283	16.0628	21.8172	19.0308	21.219	24.0459
1.67877	0.36790100000000003	0.32875	0.0	0.84277	0.949559
84.5483	56.2556	66.2275	56.9659	57.7859	56.4654
7.350789999999999	10.0235	2.5590900000000003	9.78753	3.28018	8.3156
64.1768	55.4863	50.9589	35.1168	56.4913	46.7426
0.0	0.0	0.0	0.0	0.0	0.0
953.065	589.631	623.938	762.3910000000001	701.303	638.78
17.8693	12.2376	11.8101	10.4094	8.97065	13.8976
114.866	86.3822	79.0839	68.4221	79.5163	87.5403
41.11	27.7206	32.2018	18.9477	23.416	35.7737
241.608	93.3319	64.4453	90.7102	44.1057	127.184
0.0	0.0	0.0	0.0	0.0	0.0
22.2286	16.8523	18.352999999999998	17.9983	10.8575	18.3499
315.296	274.193	374.381	269.881	452.23800000000006	537.85
69.1948	57.398999999999994	66.9327	56.8871	38.2338	41.5025
70.3473	48.2421	46.1072	92.3926	103.304	48.7228
106.175	46.6535	53.0013	43.4442	52.8988	42.9617
281.487	237.937	223.44400000000002	225.88299999999998	263.69599999999997	270.099
57.7489	41.0105	33.7833	33.0929	39.633	31.4239
12.9568	8.41325	5.63845	9.58442	8.19089	16.8289
30.2215	17.9946	19.2062	28.8512	20.6106	22.5771
0.6153310000000001	0.0	0.481995	0.0	0.30890500000000004	0.348048
52.2514	23.4105	26.8312	34.0132	36.7234	27.5845
60.2688	9.99509	26.7944	26.0262	37.6154	86.6061
321.617	180.99900000000002	194.019	113.705	178.732	296.062
49.4343	28.8892	26.9373	38.1574	18.7025	32.419000000000004
914.6389999999999	998.977	1092.42	982.2660000000001	1257.69	1389.26
11.1862	6.0564800000000005	7.473669999999999	8.3233	8.258280000000001	10.7935
178.298	124.46600000000001	137.965	126.27799999999999	142.56	133.036
2.05918	0.9025299999999999	0.0	0.685445	2.06747	3.4941699999999996
3.1974400000000003	0.46714300000000003	1.25229	0.709563	4.2804400000000005	0.602853
17.8038	3.06014	6.5627699999999995	6.50743	7.01002	13.0322
44.4862	30.4658	34.8464	40.7227	23.7285	50.3251
0.0	0.633812	0.566364	0.0	0.0	1.63588
8.134839999999999	8.022310000000001	5.57558	13.5394	10.2095	13.8038
8.03228	6.47776	4.78174	8.12815	4.19362	6.17885
6237.0	5627.16	3702.83	4947.74	5080.38	4962.45
97.1499	49.6772	46.6968	47.038000000000004	68.7224	69.9371
208.986	104.68299999999999	107.185	135.819	124.897	92.8776
75.613	45.6894	40.2523	54.7377	52.3316	63.9455
47.6398	35.553000000000004	25.214000000000002	48.8598	18.0985	40.7836
39.9396	16.6974	23.5841	27.8169	27.7619	40.316
0.0	0.0	0.0	0.0	0.0	0.0
15.8438	12.654000000000002	13.2379	11.2511	12.7261	11.9489
0.0	0.0	0.0	0.0	0.346438	0.0
0.505155	0.44281499999999996	1.18708	2.69044	1.52157	1.7143700000000002
115.868	75.2561	107.22	82.3349	64.4968	72.6693
69.4428	35.2992	37.9801	31.7327	17.3275	62.2881
7.817810000000001	4.89503	4.81153	4.46116	5.60665	9.47563
31.2416	36.5149	10.1966	13.866	7.841880000000001	15.904000000000002
37.5863	12.0122	26.3748	25.0229	40.8825	21.2598
74.727	75.6239	47.5889	66.3324	77.4681	77.6624
24.1396	17.8195	10.9472	21.1459	17.8588	17.2472
387.958	726.701	542.526	572.0269999999999	618.315	720.686
155.654	118.47399999999999	124.899	111.208	131.886	182.955
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
12.0902	13.5165	16.7447	11.6652	13.3704	17.8396
1.24576	0.0	1.30108	0.0	0.416926	0.0
192.90099999999998	169.735	215.505	165.833	126.758	217.669
165.80700000000002	151.35399999999998	177.86900000000003	143.187	161.313	156.066
0.0	0.0	0.380765	0.0	0.0	0.0
0.939401	1.64695	1.4716799999999999	0.0	2.82956	0.0
7.34732	3.2203	0.719403	3.66859	10.1433	35.3246
0.0	0.0	0.0	1.3397299999999999	0.5051220000000001	0.0
5.970330000000001	2.61678	1.40298	0.0	2.9971900000000002	2.70158
2.52307	2.9489400000000003	2.63512	1.11982	2.11103	1.9028200000000002
9.233260000000001	8.7683	4.82166	7.1715100000000005	6.95285	14.7973
0.0	0.0	0.0	0.0	0.0	1.09733
23.6177	34.1046	30.3927	35.2372	36.3103	51.4074
131.876	87.6584	144.004	76.749	121.447	124.98
32.4552	27.0276	40.0404	23.2275	35.03	33.5025
5.40608	0.729067	2.93167	1.10741	1.6701099999999998	4.23391
57.9541	38.2831	37.6138	37.2048	38.4454	43.3169
524.205	575.0419999999999	503.409	603.335	658.64	455.645
51.8178	19.3469	41.4663	31.7292	26.495	26.9575
193.52900000000002	244.88099999999997	218.822	208.387	255.137	302.69599999999997
6.61258	4.508430000000001	9.78387	12.7178	13.2785	11.6363
91.4861	77.6502	96.6867	104.411	93.3128	85.4236
69.3979	44.4086	44.0316	40.6572	42.5033	51.0293
1.32156	0.0	0.0	0.0	0.0	0.0
3.27011	2.8665599999999998	12.8075	13.0624	16.4165	3.6993199999999997
261.719	213.489	259.106	221.428	245.438	287.846
42.2947	28.8969	32.1554	33.1266	28.1019	35.8845
8.61395	9.78825	11.4956	6.3719	14.7348	6.85728
15.1928	1.56681	2.10012	1.18995	1.7945900000000001	2.02199
272.051	165.345	132.596	227.0	172.387	138.15
39.3546	37.118	40.5821	55.0535	54.018	68.1888
89.9746	54.1017	62.9059	75.2466	53.7543	73.1835
29.8629	21.4181	7.08845	13.2541	24.5318	27.6402
51.9751	60.748000000000005	64.2695	43.9601	56.4512	71.7397
0.0	1.0090299999999999	0.0	0.0	0.0	1.30216
149.497	95.6295	116.04700000000001	114.77	114.941	106.65100000000001
37.3828	46.0822	34.7727	51.3305	49.2627	52.8618
72.88600000000001	56.4477	75.9382	54.6479	51.1547	82.4525
37.4973	16.8171	15.7106	5.80551	18.3864	17.7568
0.890928	0.780982	2.79149	0.0	2.68356	1.00787
83.0817	46.6245	63.5124	74.0147	60.63	66.2768
0.536884	0.0	0.0	0.0	0.0	0.0
410.17900000000003	263.552	191.769	259.255	286.77299999999997	333.639
11.061	0.0	0.0	0.0	0.0	0.0
18.4665	16.1876	14.465	6.14701	13.9057	10.4452
80.8164	43.3393	43.1958	46.8405	50.5945	65.61
16.9276	10.0903	15.9115	17.1297	8.15801	28.3412
196.142	136.16899999999998	125.977	165.52900000000002	184.71400000000003	127.139
0.575156	0.0	0.0	0.0	0.0	0.650647
0.617532	1.08265	3.86975	0.0	2.48008	2.79434
0.8410219999999999	0.36861700000000003	1.64695	0.0	0.422206	0.9514090000000001
0.0	0.0	0.0	0.0	2.06624	2.32806
17.2036	14.3951	23.8889	17.7005	16.4878	32.731
13.3588	8.78265	14.3881	13.3403	10.0594	7.55607
33.8237	24.0021	30.2793	19.3012	37.1943	41.9073
430.105	213.50400000000002	276.547	216.75	266.944	249.355
19.5762	24.8825	27.6016	15.6393	34.3964	35.433
1.22862	0.0	0.320796	0.0	0.0	2.3164599999999997
0.0	0.9128729999999999	0.0	0.0	1.5683799999999999	0.0
95.1804	42.7516	94.2729	78.0293	37.5148	86.3164
24.8281	18.0332	17.7811	18.8906	7.834569999999999	19.2596
459.966	597.6659999999999	632.493	650.655	651.844	931.8710000000001
43.1655	13.7595	15.3691	31.3498	35.4595	4.43919
1.5383799999999999	0.0	0.657287	1.1172799999999998	0.42124799999999996	0.791043
2.7063	0.0	0.0	1.2011399999999999	0.0	0.0
84.2854	45.8247	66.615	59.2651	41.6469	84.8491
17.752	13.1043	18.2965	11.1963	15.9474	15.8542
109.70200000000001	117.07	133.255	99.4956	83.0074	97.1226
0.813292	1.06939	2.5482400000000003	0.0	2.85799	1.38006
6.3462	6.556430000000001	8.87685	9.355269999999999	3.18589	7.17916
39.8451	22.3151	28.6101	38.3164	33.338	30.0499
227.452	144.357	171.488	153.747	191.40900000000002	170.514
2785.14	4856.33	3537.37	3555.5	4635.8	4106.06
41.1683	20.4068	25.5293	24.1449	15.7464	28.2757
139.611	77.4255	76.6255	73.3449	94.4027	99.9184
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
8.14622	4.1517	8.97793	6.9368	5.135680000000001	6.42937
187.977	115.01299999999999	124.492	128.991	110.855	177.364
111.206	39.1212	38.3966	61.3711	63.9073	81.9369
0.819857	0.0	0.642202	0.0	0.0	0.927466
1.7627599999999999	1.15891	1.03559	1.17355	2.21232	1.49559
2.2093700000000003	1.93672	2.81225	1.47088	3.3274	4.68628
0.3007	0.0	0.0	0.0	0.0	0.0
5.08181	11.5298	8.89787	16.717	13.2059	7.10147
65.1288	37.0724	46.5991	33.0357	45.2927	55.8161
820.555	797.133	756.0989999999999	608.683	754.5189999999999	745.953
139.066	82.0741	99.2248	104.499	81.5638	104.36
260.634	177.25099999999998	117.506	168.27200000000002	213.896	198.666
54.599	40.9135	39.0889	42.6027	59.5346	46.1579
1.2677100000000001	1.6669	5.46154	2.53192	3.18204	4.3023
0.0	0.0	0.528311	0.0	0.0	0.0
24.4438	30.1929	36.5534	32.5467	32.3512	30.1659
17.8047	35.783	42.8602	42.7879	46.2171	57.4772
175.36	260.14	143.81799999999998	198.567	179.829	136.49
14.2244	18.8633	18.5701	9.712639999999999	19.7746	23.9307
63.9936	73.0311	64.3136	53.0534	58.19	62.8316
102.775	47.6957	70.0863	46.688	64.3415	65.6552
27.0347	12.6392	21.8825	19.1982	14.4766	15.2916
74.8502	47.3599	50.8428	50.2059	42.5672	56.2374
97.7596	48.618	53.7568	52.9616	53.43600000000001	58.6226
21.551	11.1126	18.3706	13.5036	5.72768	17.9262
62.6166	28.0286	49.0482	39.0259	53.5055	27.1284
6.75047	0.0	4.7001800000000005	4.99345	0.753074	5.93949
43.0171	40.9593	36.6005	37.5263	49.1478	39.434
5.07829	0.741933	4.64085	6.761710000000001	2.5493799999999998	2.87242
13.0147	0.0	16.9909	5.77634	21.7786	4.90765
31.6825	13.2767	17.5536	13.9931	15.8275	18.7072
0.8072090000000001	1.41519	1.2645899999999999	3.22438	2.02615	1.36974
26.0382	15.2166	19.0362	17.72	17.4287	21.6009
77.5785	86.3138	80.2449	64.8906	68.9037	85.5106
242.925	179.269	248.86900000000003	177.578	271.183	205.40400000000002
26.5744	42.1828	15.19	26.7768	46.8729	14.6249
0.0	2.5310099999999998	4.5233300000000005	1.9222299999999999	0.0	1.63315
8.16193	7.80512	8.13695	7.9036800000000005	8.939810000000001	9.23321
33.723	25.6199	33.4597	35.9216	42.888000000000005	58.4956
84.1201	46.3233	89.1232	60.3106	33.5671	90.2811
72.9557	45.1931	68.1953	77.7121	77.6447	67.6757
75.4986	32.6112	56.1389	37.8793	55.4789	43.9418
0.8222	0.0	2.57615	1.09475	0.0	0.9301159999999999
0.284639	0.0	0.6688810000000001	0.37899499999999997	0.0	0.0
1.21195	0.708256	1.5822100000000001	2.6895	1.6224399999999999	0.457006
64.3175	36.9157	33.2871	47.9167	46.5106	37.2459
3.0265	1.32651	0.592672	0.0	2.27902	4.279669999999999
88.4162	82.6234	68.6039	112.17299999999999	97.1473	72.6569
860.112	4176.26	839.0369999999999	740.783	1797.78	354.477
91.9102	65.6383	68.7739	69.5951	56.016999999999996	54.8104
7.33978	0.8874479999999999	2.77553	1.68498	3.8117400000000004	10.3074
0.0	0.0	2.28845	0.0	1.46665	0.8262450000000001
16.9011	18.3711	23.8299	24.304000000000002	19.0055	11.4717
110.089	104.05	112.491	101.705	111.084	124.331
238.972	129.84799999999998	122.376	103.238	137.687	188.517
130.259	72.4784	49.9309	41.207	61.6816	74.7228
8.12527	8.903189999999999	17.5026	10.8187	6.11851	4.59587
60.4048	60.5522	85.49600000000001	72.8635	59.7475	82.8792
109.465	64.3008	82.7987	79.638	81.5801	100.428
129.505	97.4982	110.40899999999999	109.876	116.475	96.8311
113.309	52.028	79.458	81.9013	80.1779	59.8181
26.3142	15.0822	22.9905	20.2138	16.2586	19.0821
0.5732470000000001	0.0	0.449029	0.763274	0.0	1.2969700000000002
11.7145	2.23236	6.383369999999999	7.45983	4.6024199999999995	6.91413
0.0	0.0	0.0	0.0	0.0	0.0
160.675	102.84	87.90100000000001	91.6876	106.26799999999999	134.159
0.603291	0.528841	0.945127	0.0	3.02861	1.36495
72.2969	70.8308	61.0724	43.4126	71.1649	44.9021
169.24900000000002	109.554	138.35399999999998	127.10700000000001	133.352	134.077
12.317	1.9630900000000002	10.5251	5.21818	14.052999999999999	15.8337
16.5019	7.613389999999999	25.1719	9.251439999999999	15.6964	7.860130000000001
25.6696	28.4233	15.8741	30.5811	17.6342	19.8687
0.0	0.0	0.0	0.0	0.0	0.0
22.4501	24.4505	12.2565	16.3048	21.1745	13.0832
7377.4	6930.43	8996.37	6914.77	5705.74	8319.41
510.515	542.11	417.772	406.19	564.663	369.755
18.7134	15.3104	8.795010000000001	14.95	11.2733	40.9278
6.90648	5.34192	5.09168	5.95031	9.38171	6.43421
64.6419	37.6522	24.6511	16.9876	23.0574	34.6388
46.3239	33.2241	14.8443	33.6436	33.8259	28.584
98.3214	126.12899999999999	122.09899999999999	102.177	130.018	141.06799999999998
88.92299999999999	27.4558	56.1182	56.0844	56.3883	68.8278
0.0	0.0	0.0	0.0	0.0	0.0
217.607	86.4627	93.1919	74.4665	82.6971	118.48299999999999
0.0	0.0	0.0	0.0	0.0	0.0
115.96	25.1226	50.4243	62.8169	71.2732	97.2631
2.51205	0.734017	2.6236200000000003	2.6015	2.24194	3.47327
0.0	1.86857	1.66972	2.83825	10.7011	2.41141
2.01506	1.51405	3.6078099999999997	2.68304	1.1561	3.5821400000000003
85.5745	77.9151	72.9567	64.2104	67.4063	89.3186
2.06533	1.50872	1.6178	2.29165	1.72805	1.16821
648.669	429.586	412.885	478.006	492.038	518.931
49.0221	33.8456	49.6135	51.986999999999995	37.0236	62.8179
0.0	0.0	0.0	0.0	1.9610599999999998	0.0
36.571	7.50292	10.3615	10.8785	10.1562	23.7664
0.5635180000000001	0.0	2.20704	0.0	0.282894	0.0
10.7615	9.43344	7.49295	4.77628	8.40377	14.8793
152.45	139.642	151.61700000000002	88.9487	134.14600000000002	114.32700000000001
30.6281	23.603	28.2096	28.2331	30.0757	26.6524
4.39024	2.47401	0.982548	1.25262	1.57426	5.321219999999999
32.6462	22.258000000000003	17.048	22.539	16.9959	32.8276
17.1164	9.37759	10.0556	4.2732	11.815	8.47131
10.5563	1.73505	7.75206	7.90632	8.28037	13.8078
382.491	284.60200000000003	255.52700000000002	458.644	338.70599999999996	396.665
117.211	113.06200000000001	147.858	102.79	102.559	121.945
276.077	73.4564	103.29299999999999	89.9527	90.0051	135.94799999999998
196.618	96.0822	115.95200000000001	109.834	135.01	155.953
149.254	76.2419	93.3613	50.04	70.0762	151.838
8.7203	5.7331199999999995	13.6614	5.80551	0.0	12.3311
51.1335	27.499000000000002	41.5277	38.4278	26.7722	42.2304
