	Human_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)	Chimp_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)
ATP6V0D1	82.31692130902569	118.45115665472375	99.23192203625057
AGRP	107.12988764597269	192.8701123540273	0.0
ZFYVE28	112.15644703428016	100.80606408249308	87.03748888322677
RLTPR	117.24526444353904	84.53353649378407	98.22119906267687
C16orf86	135.8581224642778	94.01479664534908	70.1270808903731
FAM131B	63.451325826266505	91.94802791018968	144.6006462635438
RGS12	101.79726127945867	101.54834398912722	96.65439473141411
PSKH1	105.31648503899962	74.78795639451981	119.8955585664806
ZYX	100.01849792342247	98.95368901213664	101.02781306444083
ABR	78.60072617187373	99.87583961584008	121.52343421228619
LYPD5	118.77508318740375	178.6455725532018	2.579344259394412
CCDC117	69.82582954672621	115.01440960203286	115.15976085124089
CCDC107	122.82229112357743	120.61433437483602	56.56337450158656
NPR2	73.32099426808746	97.67493008134169	129.0040756505709
ZNF233	53.82537713326511	66.16948180690144	180.00514105983342
ZNF235	111.34477357818993	79.00572674777723	109.64949967403285
GNE	80.63566349502999	123.86293288979874	95.5014036151713
TNFRSF13C	85.78834057053676	178.4319642060175	35.77969522344573
ARHGAP35	77.23924297687921	104.91311245711915	117.84764456600163
PTGIR	79.36676686770947	101.26895034355697	119.36428278873355
CALM3	89.54038411408155	116.52453907283477	93.93507681308367
DFFA	80.44060848437917	130.70534579632468	88.85404571929615
CCDC28B	111.63120791491008	102.23826021763871	86.13053186745125
IQCC	65.42603554579664	97.46963464722168	137.10432980698172
TMEM234	93.89942356601529	125.41874606122347	80.68183037276124
BSDC1	94.81968483874093	89.72621666529099	115.45409849596808
ZBTB8A	84.19768094814458	119.20859155891948	96.5937274929359
SSU72	94.21959635670618	115.09735670269376	90.68304694060004
UBE2J2	92.88257250755908	111.26342178753663	95.85400570490424
ZNF362	76.39791936003896	97.2383315773092	126.36374906265186
FNDC5	69.01301926350068	128.2717946650125	102.71518607148684
NR2F6	112.64009402119055	62.13179768441906	125.22810829439041
ANKLE1	80.26054257500512	163.25379177722849	56.48566564776638
CCDC58	116.7673708807064	88.93090266030508	94.30172645898853
VMA21	74.38044368239835	89.84640964549283	135.77314667210882
KALRN	60.09370324651414	101.55877204589845	138.3475247075874
ABCG1	69.48307151569317	94.13018464955368	136.3867438347532
TFF3	0.0	200.97113857441565	99.02886142558435
TMPRSS3	272.1397193621658	15.275351970162198	12.58492866767202
UBASH3A	228.73170196656733	0.0	71.26829803343271
RSPH1	113.5321739601471	42.22922646889106	144.23859957096184
SLC37A1	71.75937458698067	116.29278052713343	111.94784488588584
PDE9A	133.91074958828298	68.58548438635734	97.50376602535964
WDR4	83.68415768711364	85.0940481938256	131.22179411906077
NDUFV3	94.59322815173468	133.02755947928938	72.37921236897591
PKNOX1	65.92105359787517	165.45564925765902	68.6232971444658
CBS	125.81209139434308	101.4712151710889	72.716693434568
U2AF1	113.84443499180148	85.80026722347048	100.35529778472805
HSF2BP	78.13988055583	186.83538984085092	35.024729603319024
RRP1B	82.80311418313356	94.44398195679344	122.75290386007298
PDXK	100.00833238416985	131.0407942927629	68.9508733230673
G6PD	91.68971731254956	97.8087922778516	110.50149040959892
CSTB	117.36394318335523	107.74504077257592	74.89101604406883
RRP1	93.27640166937007	84.28487570182045	122.43872262880949
AGPAT3	75.0022383007857	96.61684498328785	128.38091671592647
TRAPPC10	84.54094202901072	98.6837068114659	116.77535115952342
GAB3	148.00686367797954	75.78187850021052	76.21125782180997
C21orf33	85.41273338841101	127.49480899743315	87.09245761415582
ICOSLG	194.06020393135648	84.69799499962589	21.241801069017647
AIRE	7.947808417839824	29.750789627308176	262.301401954852
C21orf2	79.82796485245659	71.17937962650645	148.99265552103697
LRRC3	19.955731035616715	61.75264834828602	218.29162061609728
ITGB2	56.6315991478538	199.20839192194398	44.16000893020224
FAM207A	80.8771326486408	96.52288078026729	122.59998657109192
RALGDS	121.31861835360829	116.61388762006962	62.067494026322144
FTCD	103.93888632124396	43.98703684034374	152.07407683841228
SPATC1L	126.44688867481679	79.50197000455942	94.05114132062377
LSS	138.7777457966538	83.36601616879217	77.85623803455404
VAV2	95.13686107811988	76.25281205655867	128.61032686532147
MCM3AP	104.42428304465483	89.42961630528917	106.14610065005596
C21orf58	85.64511562638012	208.65021331673762	5.704671056882262
PCNT	114.56816664223707	116.46478958737718	68.96704377038574
DIP2A	81.13394572673093	80.58698798158795	138.27906629168106
S100B	155.58647414142698	87.12884887178599	57.28467698678704
PRMT2	73.63131547897306	89.98804705712654	136.3806374639004
CLDND2	205.26209572277483	20.992544965807568	73.74535931141763
ADAMTS13	92.73283700115039	171.77457750793292	35.492585490916674
CACFD1	118.7515870090553	120.11304956011892	61.13536343082576
SLC2A6	67.83639184473687	124.04527382490187	108.1183343303613
C9orf116	49.10013329044073	28.98080575990877	221.91906094965051
GPSM1	108.8156432534468	104.31045884580219	86.87389790075105
C19orf47	85.48336188591061	91.62692371653873	122.8897143975507
HIPK4	133.2810658795803	155.6205509490453	11.098383171374387
C9orf117	71.80600122407479	82.95840622791883	145.23559254800637
TOR2A	68.86899382551313	102.03494983987578	129.09605633461106
ST6GALNAC6	110.83532105484568	103.62745081393292	85.53722813122134
SHKBP1	114.47355130456398	72.0622057155289	113.46424297990706
RDH13	87.24236672457776	86.23626852200425	126.52136475341797
ZER1	93.15810996437422	110.05264896789413	96.78924106773168
ZDHHC12	119.75316359659783	113.16157780429306	67.08525859910912
PKN3	87.12487111500063	115.65727116055528	97.21785772444407
SPTBN4	67.22952056092562	81.96640540524058	150.8040740338338
BRSK1	102.10960997542766	93.82330128955121	104.06708873502114
PPAPDC3	81.4208288016685	97.65019937624979	120.92897182208175
TAOK1	82.22482412670318	116.75660858719847	101.01856728609837
MED27	89.62933874154336	80.29509550893803	130.07556574951863
DEDD2	76.68501091679549	97.62381905786714	125.69117002533731
SIK3	78.10311361085918	95.53918907041856	126.35769731872226
MPZL3	12.187149253661582	91.3553951150199	196.4574556313185
AMICA1	56.71301497819227	43.370380016039675	199.91660500576808
NEK8	55.532089147986675	40.628453819763436	203.83945703224987
TLCD1	135.4220187635792	51.89323903400519	112.68474220241558
PCSK7	93.53167057189472	97.62848045486649	108.8398489732388
SAFB	91.07609617950057	106.85224059176457	102.07166322873489
CD3G	215.612534890999	0.0	84.38746510900103
S100A1	157.0254044854949	79.60147558159647	63.373119932908615
CHTOP	86.0719441094817	115.11966332096426	98.80839256955404
ZBTB7B	108.84540047370932	114.94858916621638	76.20601036007434
FLAD1	87.71930039828409	91.94509899649091	120.33560060522497
SHC1	107.24476921985155	96.00207464235518	96.7531561377932
NLRX1	82.7238735314435	82.61018370174186	134.66594276681468
ADAR	73.94502984031462	105.81441630860996	120.24055385107543
IL6R	66.68216704333086	114.57748643035512	118.740346526314
UBE2Q1	85.04975204697007	92.04655912815547	122.90368882487448
CHRNB2	64.86530083909462	106.97964633021344	128.15505283069194
CRTC2	92.22973547803603	116.16521901123731	91.60504551072664
ANO10	98.31363331828075	121.20572956646691	80.48063711525232
FDPS	118.56318846114753	130.9544549078498	50.48235663100272
RUSC1	67.96569578839382	116.78535780630493	115.24894640530124
FAM189B	93.67685625862563	113.96943603697245	92.35370770440187
PAQR6	183.65807084484368	65.98661098640852	50.35531816874771
PMF1	177.38831063934603	96.63101218811279	25.98067717254114
SLC25A44	72.06854608578203	99.33536312328062	128.59609079093735
LMNA	130.62567833933022	89.4198547427205	79.95446691794922
CCR5	29.68704615467768	118.33289693552871	151.9800569097936
NBEAL2	106.51006117423678	121.01335405501898	72.47658477074422
CCDC12	83.73830889739816	104.42366699245223	111.83802411014965
PTH1R	149.41114474724856	115.44946781698471	35.13938743576673
UBQLN4	78.7804498200265	115.86363866091762	105.35591151905585
MYL3	146.5790641933406	117.49964657936805	35.92128922729137
PPP1R35	98.86649071632544	83.65514895172105	117.47836033195354
GPATCH4	131.80590515723313	84.1070741987343	84.08702064403259
FGFR4	69.06315480696462	179.39624129139335	51.540603901642015
HK3	88.70333719830622	110.93844944285345	100.35821335884036
IER2	112.1675100204944	78.44061156754992	109.3918784119557
ZNF394	61.77563442608146	122.9285649778741	115.29580059604444
CPSF4	92.33184735288864	99.81192742454088	107.85622522257046
LY6E	106.68751788998851	110.77329309631972	82.5391890136918
VPS28	98.67496520722912	92.53308343961089	108.79195135315996
TONSL	51.6493259450437	178.04903337898094	70.30164067597536
PTGER1	43.51829313144605	213.02611456068217	43.45559230787183
MUM1	109.50646630654191	96.83053090697472	93.66300278648332
LRRC14	101.90465365804071	104.37169553299897	93.72365080896033
COL26A1	81.6232186700584	117.68768277299554	100.68909855694605
PPP1R16A	117.45003898697203	81.01151914012613	101.53844187290188
FOXH1	43.179923525965755	135.1402267423381	121.67984973169612
ORAI2	99.07600855368354	101.12843701132577	99.79555443499069
ALKBH4	82.88941737278117	108.89494088184878	108.21564174537
SH2B2	200.32128466855147	21.21274570617433	78.46596962527421
C5orf45	100.20571483404177	154.6511532296627	45.143131936295525
SQSTM1	87.72650419871407	122.30623032618892	89.96726547509701
MGAT4B	83.49954627715037	92.47103629429706	124.02941742855258
RPL8	137.5695204365717	126.0713962177487	36.35908334567953
MAML1	81.93935554792894	95.15214048324644	122.90850396882462
LRWD1	93.6075769057752	90.70040637318458	115.69201672104018
FBXL13	45.30507556877776	52.40037753651411	202.2945468947081
NAPEPLD	81.63001331691014	94.75522728141279	123.61475940167703
SCGB3A1	89.64407281556552	210.35592718443445	0.0
PSMC2	96.81697724681912	114.19453925346814	88.9884834997128
CELF5	78.06323623747632	106.30043000159353	115.63633376093014
MFSD12	103.93141164951159	65.92439776687382	130.14419058361455
CCDC116	139.92786051812877	119.61604950892355	40.456089972947694
DVL3	103.49215294078576	88.46151785876903	108.04632920044526
AP2M1	98.91391801118986	113.46929656158116	87.61678542722899
ABCF3	78.0504518531116	111.32693029994098	110.62261784694742
PCYT1A	87.47740239585374	102.8454172049121	109.67718039923417
FBXO27	71.5417655700389	117.46300325030643	110.99523117965467
U2AF1L4	111.24754166487818	90.32471973028552	98.42773860483628
BDH1	163.89004602833415	79.0664324607291	57.04352151093671
NPHS1	150.72545519095667	117.5548920623796	31.719652746663744
COX7A1	251.0311058019127	0.0	48.96889419808732
ZNF382	101.85586878366455	88.285428593588	109.85870262274744
LRRC56	143.5663819683337	135.60451830316785	20.829099728498484
PLXDC1	85.48625682382087	97.7859111521728	116.72783202400632
PGAP3	96.68901988042558	110.22883391422008	93.0821462053544
IKZF3	18.89356415023309	48.46733093398488	232.639104915782
GRIN2C	148.52135160776433	76.22031572375025	75.25833266848544
FDXR	90.09534605118348	131.15297338728885	78.75168056152769
SAP30BP	109.61456086780545	119.45423886283439	70.93120026936015
ACOX1	86.47206602574589	114.92696234131078	98.6009716329433
PRPSAP1	85.07652771344809	86.43059098357064	128.49288130298132
CYGB	68.53097109645574	104.57593883582649	126.89309006771772
SRSF2	83.72809099230429	113.51316598782442	102.75874301987129
TMEM143	75.59283607071208	47.76696307674719	176.64020085254066
KLHL10	150.75272580058598	137.5720598455731	11.675214353840921
CCDC155	0.0	0.0	300.0
HCRT	0.0	63.98991375171861	236.01008624828137
ALDH16A1	141.97381945138932	64.43715341573522	93.58902713287549
ITGA5	85.5351041217727	139.0698391426358	75.39505673559155
ZNF385A	105.53483933980414	78.1993840673889	116.26577659280697
MPP3	69.06035632976374	73.04672116104773	157.8929225091885
CD300LG	12.651948722596225	166.42593691381435	120.92211436358942
NAGS	138.57071549893652	120.1801138693099	41.24917063175349
LSM12	0.0	119.71859405158271	180.28140594841727
ASB16	174.19265494186988	65.92364640788871	59.88369865024142
EMC10	93.01975941040497	120.76220650055849	86.2180340890365
JOSD2	128.4522314844615	99.94057048349016	71.60719803204834
SHANK1	75.12432372900311	85.47484159879373	139.40083467220313
FAM171A2	101.98368824948419	98.59556253002111	99.42074922049471
DBF4B	127.15620000739378	93.12179305279867	79.72200693980753
PLCD3	148.07397596075668	83.23675753812479	68.68926650111845
FMNL3	101.91201292735184	109.61848304421709	88.46950402843107
AQP5	195.24319312609865	58.18152866491848	46.57527820898285
RACGAP1	38.04189817396506	58.801655065954236	203.15644676008068
LARP4	82.56695254958876	100.9297172085469	116.5033302418643
GRASP	123.22930642403323	110.06186081275283	66.70883276321396
RAVER1	86.23461081597921	90.46995987558186	123.29542930843891
SPC24	25.45310934644708	126.39580883616222	148.15108181739075
IP6K3	177.12327066290777	118.61370124819469	4.26302808889756
LEMD2	121.4799600079064	88.85438554663634	89.66565444545728
ALOX15	35.05721736899858	44.59107038520187	220.3517122457996
TREML1	0.0	93.12453186408574	206.87546813591416
ZNF653	83.20348988442112	103.28259367247345	113.51391644310549
MED11	107.93321625559315	106.50109549855848	85.56568824584839
CXCL16	97.14025763033318	147.81144748533416	55.04829488433263
SCIMP	178.95363231136838	109.55593898614542	11.490428702486145
RNASEK-C17orf49	99.89346954899571	120.32471079842848	79.78181965257582
BCL6B	137.61954787727768	81.055941072247	81.32451105047532
ASGR2	0.0	300.0	0.0
TNFSF13	135.092445387775	76.81826003265249	88.08929457957254
SENP3	87.98613255718524	104.237891974639	107.77597546817577
FGF11	145.28896547995026	65.26628188670352	89.44475263334621
EIF4A1	115.566510760869	127.84994113760699	56.58354810152406
RPL26	153.42007339980762	125.33549766435411	21.244428935838336
POLR3K	85.40798031790654	94.98292122072276	119.60909846137069
SNRNP25	112.18879029866852	84.23765599565924	103.57355370567225
PRR35	64.41105871191981	119.06885827246757	116.52008301561263
WDR90	80.48534525801281	95.8945863736302	123.62006836835695
JMJD8	101.85353792630258	110.24286387130037	87.90359820239706
CCDC78	102.0156351471124	97.56907587346491	100.41528897942271
MSLNL	148.63336720126574	68.43948211502156	82.92715068371268
SSTR5	16.510400298577526	5.338150212228693	278.1514494891938
SPSB3	96.12830830432716	118.99733587820445	84.8743558174684
MEIOB	9.688908277125439	256.431900265136	33.879191457738585
C16orf59	98.01093384720755	156.147339222729	45.84172693006342
CCNF	49.56206888269206	142.37029325901582	108.06763785829212
TBC1D24	58.9967307147578	76.06427855665645	164.93899072858568
AMDHD2	65.78711317338785	104.6038533470037	129.60903347960843
NTN3	40.52764613575423	18.034886720134587	241.4374671441112
CCDC64B	172.73564080645878	49.559401775055676	77.70495741848555
PAQR4	98.75482228904002	117.1218090570886	84.12336865387138
FLYWCH2	79.94536074277588	77.9971453054662	142.05749395175795
ZNF75A	159.03025218544218	44.378317924609775	96.59142988994802
ADCY9	70.01503835209134	106.22948985112059	123.75547179678803
SHANK2	61.797650391523064	93.9910855817151	144.21126402676182
CLPB	67.88085731623006	105.6562310209783	126.46291166279163
NEU3	58.24491932961023	95.68650909655967	146.0685715738301
CYB561A3	116.22151521335616	93.93322794602315	89.84525684062066
PPP1R32	149.99969172293706	150.000308277063	0.0
ASRGL1	156.38444324004553	67.22556088679183	76.38999587316262
UBXN1	102.43359419232829	90.61094858816053	106.9554572195112
LBHD1	117.40542381679704	97.76108155855856	84.83349462464442
TTC9C	101.44460432424691	122.79710383423874	75.75829184151426
TAF6L	93.08365909057873	112.00575837955668	94.9105825298646
NXF1	76.38091965190644	108.01985331202127	115.59922703607226
STX5	86.18364255774267	100.6642641950251	113.15209324723223
SLC25A45	99.17397738479964	118.17113574992737	82.65488686527299
RPL29	225.2714611276132	74.7285388723868	0.0
ITIH3	60.91861006010887	176.40609977104677	62.67529016884438
SYVN1	92.07530095943865	103.60830264229736	104.31639639826396
ZFPL1	86.54102149086062	129.41867723071013	84.04030127842925
RPS6KA4	78.21211402895071	118.68334147810175	103.10454449294757
LRP5	77.4217818336775	78.82556896509843	143.75264920122405
TPCN2	98.53690116233071	73.50218947469806	127.96090936297122
PDZK1IP1	96.12357841242692	203.87642158757302	0.0
TAL1	102.65545886624751	197.34454113375253	0.0
CMPK1	108.42759123299899	103.74718113260262	87.82522763439836
BEND5	93.09452739647456	128.06555468360287	78.83991791992257
ELAVL4	61.496380786183444	111.54393224445991	126.95968696935668
COA7	72.55014470076327	119.20995329901054	108.23990200022615
ZYG11B	56.567380510316134	110.8793302870916	132.55328920259223
SLC1A7	209.16659426225107	73.42195796508774	17.4114477726612
C1orf123	120.49911259252846	0.0	179.50088740747157
MAGOH	122.53932558540768	124.49150701062646	52.96916740396587
ACOT11	72.14629620924511	65.61927459908448	162.23442919167042
FAM151A	113.51184740638377	72.92228024900773	113.56587234460851
PARS2	61.057751077971865	49.51813334155942	189.42411558046882
USP24	85.25842649028544	104.63246990020183	110.10910360951272
PPAP2B	112.75420539329706	75.57074186571718	111.67505274098568
NOL9	68.11995121699067	75.30169860075469	156.57835018225464
PRKAA2	51.09365581120117	125.00279397965939	123.90355020913945
KLHL21	94.99083009759988	117.75472649097509	87.25444341142499
ZSWIM5	57.32445200177318	61.25970534136999	181.41584265685688
GMEB1	85.52846193992055	100.59129550560752	113.88024255447189
SLC45A1	85.75336793905967	109.91025524702987	104.33637681391048
SEPN1	101.75568273094228	96.26463903566858	101.9796782333891
AK4	13.85982340145689	146.89497480164792	139.2452017968952
JAK1	73.26077798287872	117.83838171071336	108.90084030640794
RAVER2	92.40591715113928	117.96633336301055	89.62774948585015
CTRC	206.63526524586237	93.36473475413766	0.0
LZIC	114.79329144291603	88.69805171892001	96.50865683816396
RBP7	300.0	0.0	0.0
FBLIM1	47.94182475183945	92.48981731747674	159.5683579306839
TMEM82	0.0	0.0	300.0
SLC25A34	82.52827607155977	35.07586361955048	182.39586030888967
DRAXIN	19.00534269933403	269.4836033262628	11.51105397440314
PDPN	87.73232936803855	133.30440863316443	78.963261998797
LRRC38	90.41897456017143	94.13268342701012	115.44834201281842
DHRS3	110.3987779762984	90.2783383933072	99.32288363039441
MATN1	69.44014568049737	124.48476727145888	106.07508704804376
LAPTM5	54.66741027755682	196.5228229342712	48.80976678817202
SDC3	89.70539825226847	95.87874418793248	114.41585755979904
PEF1	133.46829916945467	133.9710700645989	32.56063076594639
SYNC	99.43029421046315	123.51637757259685	77.05332821693996
RBBP4	110.21728796178797	149.84731950743603	39.93539253077601
KIAA1522	59.55828786270513	105.59389723571431	134.84781490158056
TSSK3	182.6793467240773	59.431681336088936	57.88897193983375
TMCO4	79.39756247367018	93.24363611898332	127.35880140734655
UBXN10	112.00980951121721	110.40965320581866	77.58053728296416
CAMK2N1	74.50028610499568	102.55620015109554	122.94351374390875
ALPL	150.53419141634583	45.20491283939771	104.26089574425643
WNT4	61.75489609034448	137.79559314381018	100.44951076584535
TTLL10	18.18412186857349	108.6760535010575	173.13982463036902
SCNN1D	249.51280661391962	50.4871933860804	0.0
MXRA8	92.8393202920326	42.18595688891072	164.97472281905667
C1orf86	132.89996986682527	117.84673500551612	49.25329512765859
MEGF6	70.43127009977077	137.97442774232425	91.59430215790498
CCDC27	0.0	0.0	300.0
C1orf87	8.535736397338397	113.45134073388088	178.0129228687807
NFIA	94.4446166055992	107.5697448996695	97.98563849473132
OMA1	165.88442272235963	89.35765517656529	44.75792210107505
MYSM1	78.48773793046952	105.62269629500771	115.88956577452274
TM2D1	92.11473276396296	89.07812005942513	118.80714717661192
USP1	85.79273994212583	99.83210261919669	114.37515743867752
FUBP1	79.19285041949593	102.16992764538561	118.63722193511852
NEXN	67.4088155598746	82.78922065854249	149.80196378158297
DNAJB4	63.40904717963579	105.9834422797606	130.6075105406036
ELTD1	112.92643511679199	100.6381508159792	86.4354140672288
LRRIQ3	57.62693807759357	65.75273899431315	176.6203229280933
TYW3	85.13293950519638	123.81221689247108	91.0548436023326
SNX7	132.30278419264886	155.7066649144991	11.990550892852072
B3GALT2	109.30796398157585	121.4058804273154	69.28615559110881
NTNG1	68.90316784511118	99.69333797336613	131.40349418152272
FAM102B	76.77786054186613	94.79926961507931	128.42286984305457
HENMT1	175.77356387407318	39.64493821033431	84.58149791559251
AKNAD1	127.1529650230853	81.90918544386113	90.93784953305354
C1orf52	113.18754601388304	96.67721542760984	90.13523855850713
WDR63	91.33784667281856	127.72993079396109	80.93222253322041
GBP2	116.20211332896801	153.58873135240714	30.209155318624877
ATXN7L2	114.65386635595823	111.20834326909099	74.1377903749508
GBP4	110.22921674870128	188.50164901528504	1.2691342360137041
ZNF326	106.22115655349027	93.22490178814844	100.55394165836131
HFM1	156.14562311060902	112.23416642916926	31.620210460221703
BRINP3	86.17261405040007	100.96057441114417	112.86681153845576
GFI1	97.9632070434578	202.03679295654217	0.0
KCNT2	125.76846820002	117.31565699807251	56.915874801907464
AGL	49.85028584940335	86.4545423515683	163.69517179902834
VCAM1	20.1334400690552	215.95873094449632	63.9078289864485
EXTL2	76.03036064802629	99.585327002611	124.38431234936273
SLC30A7	75.00852051769792	101.29560115529482	123.69587832700728
ZNF281	80.04493067099243	109.18165029480139	110.77341903420619
ARPC5	166.8682958392272	133.13170416077276	0.0
CADM3	69.60212170746075	110.43916942908882	119.95870886345041
NLRP3	202.2020700098456	69.64145946005499	28.15647053009942
ZNF496	89.81489494367186	121.49274143502645	88.69236362130165
TRIM58	138.87740231393389	151.99178457695652	9.130813109109564
SLAMF9	22.734917437133507	22.38595891642983	254.87912364643668
KCNJ9	60.603672559403485	83.25937369443753	156.13695374615898
IGSF8	88.70921941675063	88.64235229133682	122.64842829191258
DDR2	116.82758487609124	86.90621194505687	96.26620317885194
PEA15	203.3770147295646	0.0	96.62298527043535
PEX19	102.84828176301505	104.92273910149241	92.22897913549252
NCSTN	86.15312353985067	105.12940285025229	108.71747360989701
VANGL2	44.34540023924238	46.02742219163156	209.62717756912608
SLAMF6	0.0	300.0	0.0
OLFML2B	106.82498977136643	142.84128668769836	50.33372354093514
FCRLB	84.0293442259967	215.97065577400326	0.0
SLC9C2	153.99011039995264	113.52505801669976	32.48483158334755
KLHDC9	86.37882785979737	101.04321242774863	112.57795971245397
C1orf74	78.12837775118535	78.04050077711997	143.83112147169467
FLVCR1	95.99676964163984	89.36035594941097	114.64287440894923
ATF3	151.94545496983983	123.18765317656943	24.866891853590715
RBM15	73.01213715686774	113.18674053848335	113.80112230464891
DENND2D	67.92649462191392	186.64677010997303	45.42673526811309
AXDND1	54.57565796067271	195.5889574856181	49.83538455370924
TDRD5	23.918807413341938	119.93220404833691	156.1489885383211
SNED1	40.673149415224906	100.78333671608797	158.54351386868709
BPNT1	65.93771569559856	127.60493731362432	106.45734699077714
SPATA17	181.23224754801169	51.263902622131084	67.50384982985722
C1orf115	46.43242808868066	112.66708922792488	140.90048268339447
ACP6	61.25518904268659	120.88414628775807	117.86066466955536
KIF26B	98.46240276829816	85.1676765100022	116.36992072169964
TFB2M	67.20418212908652	94.60251385283203	138.19330401808142
CNST	86.53825126074108	117.66715480664132	95.79459393261762
PPP1R21	86.66547471367026	116.97990234369439	96.35462294263536
KLHDC8A	43.28004140071939	129.86342098601813	126.85653761326243
PM20D1	33.84797076627728	112.86652874025091	153.28550049347186
PKDCC	132.61072200730413	66.38096226194725	101.00831573074862
HAAO	56.04700208948724	28.788974786420603	215.1640231240921
B3GALNT2	85.16061248255741	86.5675658178511	128.27182169959158
MAPKAPK2	106.45001136911685	89.75319602529885	103.79679260558432
FAIM3	173.81722779111922	91.64324810192316	34.53952410695757
PIGR	0.0	300.0	0.0
CAPN2	118.59089147289853	111.80806684854554	69.60104167855592
MRPL55	132.0088687699201	104.52659476188275	63.46453646819715
C1orf145	36.499423757347635	0.0	263.50057624265236
WDR26	80.6424243818635	107.48241877065597	111.87515684748055
REL	77.54598949496803	115.17613186661929	107.27787863841274
PUS10	44.80708940834439	62.15908343596821	193.0338271556874
PEX13	74.98768094946512	91.9511245184472	133.06119453208768
KIAA1841	78.84980862717711	126.94536212721046	94.20482924561244
TRIM17	114.75150682679052	77.95576723671991	107.29272593648962
RFTN2	113.4207457173679	104.34928005108894	82.22997423154314
DISC1	123.98355845852251	104.71889986485543	71.29754167662203
CAPN13	267.36267550917967	32.637324490820255	0.0
LRRTM1	61.62918060220355	89.76383944189735	148.60697995589908
MEMO1	84.47056728369476	58.48404408443688	157.04538863186835
DPY30	64.360368266574	62.66863006034073	172.97100167308525
TYW5	107.31994639251977	77.04913215139635	115.63092145608391
C2orf47	69.38542373728947	128.22616131359473	102.3884149491158
PQLC3	114.28778205623192	108.66157514380284	77.05064279996527
ARL5A	88.91380299726463	112.80883637133078	98.2773606314046
FAM84A	61.659261621193906	112.03483802879235	126.30590035001373
KCNJ3	53.38408919846446	98.63259768863568	147.98331311289985
NEUROD1	54.3316630286137	86.95287332716339	158.71546364422292
CLHC1	132.0647353791466	128.51493164670097	39.42033297415243
FRZB	82.15620485646494	73.17270163500352	144.6710935085315
DUSP19	102.48300936084915	123.70976617686196	73.80722446228893
CFAP36	94.75595326438716	112.81408375778707	92.42996297782574
NUP35	64.47179516360548	105.10117689346717	130.4270279429273
CCDC138	37.265965633295494	53.20224423049913	209.5317901362053
ZSWIM2	116.93966769701034	159.06669053769292	23.99364176529672
FBXO41	69.06000849293241	109.5724071867326	121.36758432033501
ACTG2	102.81035256614115	130.20135830630852	66.98828912755033
C2orf44	70.12397734540573	98.02295928658079	131.85306336801347
SMC6	125.13401959571515	102.18098563822338	72.68499476606148
VSNL1	114.76443774226348	102.69497425318758	82.54058800454891
H3F3A	94.33135666582439	69.5097275292585	136.15891580491717
ADCK3	95.58322856724072	114.17042845396148	90.24634297879778
SLC16A14	64.31522522759929	111.68529443098872	123.99948034141201
SGCB	110.7611416314518	88.82814387403292	100.4107144945153
SPATA18	40.88447072016415	232.19825859921025	26.917270680625588
NOSTRIN	180.2279561630532	82.59230597460049	37.17973786234639
CFAP221	72.83284418203021	158.2944819490262	68.87267386894355
SGPP2	66.27933254797365	97.7962882562328	135.92437919579353
INHBB	133.2363848012629	68.70540527147946	98.05820992725762
XIRP2	0.0	0.0	300.0
BBS5	96.52884015165391	89.92224020823012	113.54891964011603
SMARCAD1	79.59739434821236	116.96895438508668	103.43365126670095
HPGDS	49.25638395093456	207.21113655558224	43.53247949348323
PDLIM5	125.94700959778152	78.82819486650803	95.2247955357104
PDHA2	64.29881447665299	235.70118552334702	0.0
STPG2	168.0865448616233	90.34208701853268	41.57136811984401
RPRD2	72.38059854663172	104.47714855065875	123.14225290270953
ANKRD23	50.72818851361096	87.5043172900285	161.76749419636053
CTSS	78.42311805424855	148.5857407739048	72.99114117184664
MSX1	158.9884739380414	82.23201665562428	58.77950940633433
PACRGL	98.8734649473052	74.6412001226906	126.4853349300042
BNIPL	61.350084737037236	53.301651716487754	185.34826354647504
C1QTNF7	55.319907076554344	124.99774520839554	119.68234771505008
TNFAIP8L2	37.916821175905405	194.24144369562396	67.84173512847066
LYSMD1	69.12023673428047	124.38354839737133	106.49621486834822
SCNM1	128.7204652373083	111.6103063384272	59.66922842426449
TMOD4	116.05025735372129	69.68905821904812	114.26068442723059
VPS72	102.80862729916802	113.83940663321117	83.35196606762084
ERCC3	97.990375076531	118.12639979817745	83.88322512529157
RNF149	94.98103765786765	110.10044156897072	94.91852077316165
IWS1	117.13670842955837	94.66155688490085	88.2017346855408
BOLA3	109.7563977219119	139.0727661814676	51.17083609662048
CDC42EP3	62.73283057806446	104.81674254655982	132.45042687537568
S100A11	93.65287309001047	148.68895822217206	57.658168687817415
DHX57	90.17131104958901	87.53396019091237	122.29472875949858
ARHGAP25	118.38895781628396	140.37251705502305	41.23852512869298
S100A9	151.48151302989902	134.70523726777054	13.813249702330396
TGFA	115.45593568664572	78.1099019381039	106.43416237525037
CCNYL1	93.86623585183521	101.0862704946773	105.04749365348742
NPPC	104.51263568122866	133.39972496867813	62.08763935009323
GNPDA2	79.36150503454944	99.79416051449383	120.84433445095672
ALPP	109.41947311688016	190.58052688311983	0.0
