	Human_Muscle_Relative_Gene_Expression_Difference(RPKM)	Chimp_Muscle_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Muscle_Relative_Gene_Expression_Difference(RPKM)	Human_Kidney_Relative_Gene_Expression_Difference(RPKM)	Chimp_Kidney_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Kidney_Relative_Gene_Expression_Difference(RPKM)	Human_Cerebellar_Cortex_Relative_Gene_Expression_Difference(RPKM)	Chimp_Cerebellar_Cortex_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Cerebellar_Cortex_Relative_Gene_Expression_Difference(RPKM)	Human_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)	Chimp_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)	Human_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)	Chimp_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)
TOMM40	122.50122559118188	70.38486356481528	107.11391084400286	128.2254581465767	49.21032437116166	122.56421748226167	105.14360739351658	44.41140447234781	150.4449881341356	105.33309017700773	52.02198031460771	142.64492950838454	98.59891671970504	54.38615786919638	147.01492541109855
APOC1	42.71945452357569	8.101946475418812	249.17859900100547	274.6206595073345	11.427708190487799	13.951632302177686	249.18428431545146	50.815715684548564	0.0	139.39949337272145	41.527680781013885	119.07282584626464	170.76170610017016	22.251126724703965	106.98716717512585
GADD45G	138.7020507053416	140.60488008440458	20.693069210253846	188.32422077358333	77.81354172217635	33.86223750424031	145.70206638546352	107.6316905191498	46.66624309538665	87.74693470478041	166.51236340214749	45.74070189307214	171.6081002362366	85.4532824254736	42.93861733828983
LRCH2	81.7293408568864	113.40984555474527	104.8608135883683	90.67950313527557	71.91950863510738	137.40098822961707	77.06011713216353	112.67263380046025	110.26724906737621	88.74777454079596	120.51463940445457	90.73758605474951	92.38407470326396	100.76221865897091	106.85370663776513
DPP6	92.37485554187066	108.62271790690569	99.00242655122368	223.7380185680255	12.954019997924899	63.30796143404961	75.45886214140263	121.8504169802498	102.69072087834756	120.82862599144173	95.97979654586474	83.19157746269357	69.69618172490526	100.47664487070509	129.82717340438964
XPO7	67.58202676590737	123.7061257380174	108.71184749607524	75.16193778193872	83.59171947241471	141.2463427456466	82.98938646160012	112.92873501069639	104.08187852770352	100.85413196504491	99.48477798845975	99.66109004649542	74.65866251398197	99.54581862580784	125.79551886021021
ACE2	105.83927975132063	79.58992208992514	114.57079815875422	71.68694033256328	175.2553769123125	53.057682755124205	25.988286412066753	226.5833370596345	47.428376528298784	111.50648008774715	136.82718016479026	51.66633974746257	43.556420132766085	167.7013375604632	88.74224230677069
SAFB2	88.72752029813033	104.59056808819756	106.68191161367209	101.09851708530316	92.87975156228832	106.0217313524085	94.49246394708778	95.75117118169304	109.75636487121916	90.30526593278731	91.65231935568909	118.04241471152356	103.16400305840202	99.68216606822936	97.15383087336863
RPL36	205.323968042186	94.62862979199843	0.04740216581557008	205.7634678648643	94.23653213513572	0.0	169.1043266712066	130.89567332879335	0.0	162.59069211735329	137.40930788264671	0.0	172.76673914519228	127.23326085480775	0.0
ATP8B3	64.19082356300231	20.761814376109662	215.04736206088805	165.00887248219735	44.74571358444334	90.24541393335932	2.524854408930991	20.891524446847807	276.5836211442212	60.74993865189526	39.79737618422438	199.4526851638804	9.747548434883404	21.662124390468584	268.590327174648
NCAN	66.16296510587519	106.2562036496139	127.58083124451096	226.942494214559	49.37436751640819	23.683138269032785	93.41667086881232	114.89423563747911	91.68909349370858	98.48479894735576	89.62926901088693	111.88593204175731	97.45302868767848	90.41232978497632	112.13464152734522
KIF1A	33.3305002002074	150.77510968887188	115.89439011092068	79.99227967230755	9.469607883789259	210.53811244390323	92.87081241505832	104.02982127855887	103.09936630638283	101.83040208968836	105.87468215986999	92.2949157504416	86.21796292484602	101.89933239320253	111.88270468195152
GTPBP3	86.2978211227486	134.3302345207777	79.37194435647369	125.61764185729254	92.52341860023247	81.85893954247501	91.8800872053688	113.4825091868553	94.63740360777592	100.6352208334696	115.61479233101105	83.74998683551938	89.3720677227245	127.24556615663751	83.38236612063804
PLVAP	149.07885753193025	99.40290549086713	51.51823697720269	145.679343915424	95.37895521570084	58.94170086887517	15.121191632140699	70.59393981132686	214.28486855653244	25.438342473917093	87.82492177807487	186.73673574800804	12.35329001373984	123.20425418792318	164.44245579833705
SLC27A1	146.15062353121502	65.83139671954463	88.0179797492403	136.26205860959013	58.990845329101774	104.74709606130807	72.53637913458617	104.41797268335269	123.04564818206111	87.60320257136586	101.23930659995375	111.15749082868032	102.85893398720705	90.51767176179742	106.62339425099559
USHBP1	63.65698216924297	108.48607652850592	127.85694130225113	78.4712443296799	96.3633337821862	125.16542188813395	61.13395959637171	111.7068901743501	127.15915022927815	63.521363488152794	103.9284444674824	132.5501920443648	102.58488439829134	88.7332767667567	108.68183883495195
COLGALT1	114.04970346614888	68.51478371472423	117.43551281912687	141.6261915460501	97.60033349707304	60.773474956876846	150.0009146239934	76.52415052928585	73.47493484672074	120.63500553277935	92.52424322885634	86.84075123836432	113.13318316212724	106.06361750476216	80.8031993331106
DDA1	140.17504411916926	133.69537655761442	26.1295793232163	168.0741628627201	119.06636771660702	12.859469420672928	160.95315132497765	122.1449241236636	16.901924551358746	190.2126843709175	99.03535972113298	10.751955907949572	176.8700387840041	112.92818150101145	10.201779714984477
MRPL34	93.61460665637088	84.53919739232751	121.8461959513016	126.47810829425077	78.91882850677248	94.60306319897673	103.65391986274699	83.28118916090722	113.06489097634578	85.27217146137508	83.41406994533666	131.31375859328824	92.55499345907506	106.05674241791931	101.38826412300558
PGLS	130.5203114483046	57.490821627688796	111.9888669240066	123.53436743668196	82.80043637628197	93.66519618703603	107.3510831356308	74.37356865649126	118.27534820787795	90.4554472453499	76.96481073608643	132.57974201856365	115.59596538873936	89.77789756968178	94.62613704157891
LSM7	127.81763838328395	102.75781530397121	69.42454631274485	129.58992053530372	109.18620840562821	61.22387105906809	117.99677776151145	95.50226388409578	86.5009583543928	105.82059630584533	105.01890578300504	89.16049791114963	118.99728159425074	116.45121220323816	64.55150620251115
TULP4	52.619469155036015	137.26659888698464	110.11393195797933	106.47207488331918	102.81396570543582	90.713959411245	66.69630615682543	57.70569985938108	175.5979939837935	95.60900583505769	111.42750793378102	92.96348623116128	81.37010197616924	98.77204292087785	119.85785510295293
SNX9	87.56999728220865	100.52912707939348	111.90087563839785	73.7571760279877	122.83057612126025	103.41224785075205	61.26297631020954	121.31802487680612	117.41899881298437	107.6589810505791	111.01603433842513	81.32498461099576	91.80093069513705	98.36393812160912	109.83513118325384
RTN4IP1	120.98139807674819	87.6270866690935	91.39151525415832	84.50691111647141	80.30375280684412	135.1893360766845	103.04206189584069	91.06505923563483	105.89287886852452	91.84831279706646	84.45113760795294	123.7005495949806	88.38123477546009	73.10666368150976	138.51210154303016
QRSL1	89.62715730982886	107.73975694039287	102.63308574977823	63.55914361931588	87.97310298898341	148.46775339170074	88.63937258298348	90.14536951596092	121.21525790105558	80.65452953998089	97.40112580134668	121.9443446586724	85.52039403062857	87.40705704047146	127.07254892889995
C6orf203	99.33078333272408	71.71575240237765	128.9534642648983	97.15142954544744	132.33585316689943	70.51271728765313	106.89763351098445	99.28236965070666	93.81999683830891	102.95281265348703	101.89712357692375	95.1500637695892	108.76529884606991	101.39265424874301	89.84204690518712
RSPH3	50.179755082615216	138.5137919577173	111.30645295966748	65.3081929298215	104.48080427528903	130.21100279488945	19.399148663969882	120.48863859679224	160.1122127392379	68.05243046445652	85.07849175146379	146.8690777840797	43.59935218174495	65.16097014922485	191.23967766903007
ACSBG2	29.889663634958513	0.0	270.1103363650415	123.17279300897617	78.69359733601955	98.13360965500424	39.87009931349298	122.78483666398128	137.3450640225257	17.831538867033032	71.83379531054608	210.3346658224209	92.23496654125285	36.0061838881904	171.75884957055678
MLLT1	110.03532058092948	102.02860363178475	87.93607578728573	89.72304595980088	79.52026930178141	130.75668473841773	127.05890857805495	69.14406950116778	103.79702192077724	110.70599511990562	88.46618052052462	100.82782435956972	99.00757066680058	90.57981867914788	110.41261065405156
MLLT4	89.56995593353336	113.61789500912009	96.81214905734656	81.14114027348883	123.56410561688085	95.29475410963035	88.18918519071084	116.7424885557786	95.06832625351052	79.82520708200839	128.21241554238262	91.96237737560904	72.41575077326145	118.09214014318066	109.4921090835579
ACTN4	156.73247091078355	80.96945803165382	62.29807105756261	102.75946533758729	104.74733297117704	92.49320169123564	100.1935043561154	97.31163691923186	102.49485872465272	120.67661832833383	88.62708408602533	90.69629758564083	110.2889765651158	89.71816286592778	99.99286056895642
STK33	167.5164633746353	123.00828334429237	9.475253281072343	188.84556863413533	73.43765484781997	37.71677651804467	214.65689551969956	38.001350496027506	47.34175398427289	148.78510989919127	72.33584880854262	78.87904129226608	195.15146966487936	49.57554811534723	55.27298221977335
NDUFA10	82.52874798302048	105.72883877762492	111.74241323935459	84.55354350699866	92.23305408635733	123.21340240664398	94.80907457946452	104.91327127013473	100.27765415040074	101.0635669346159	109.86023413538501	89.07619892999901	80.92041706417054	111.75239391242037	107.32718902340909
ARPC1B	124.95211798853391	71.00007097584313	104.04781103562293	95.73645497562292	123.14340966828507	81.120135356092	82.36714024527254	97.35954903982466	120.27331071490279	102.78527928513088	107.74272275975325	89.47199795511584	106.14065732252509	125.20263663419149	68.6567060432834
CACNG6	106.95075888601802	85.53237245470781	107.51686865927421	250.1886825113816	49.81131748861847	0.0	0.0	0.0	300.0	4.592813582508305	11.34439949820115	284.0627869192905	0.0	68.90786661659038	231.09213338340956
ZSWIM6	106.61226096280059	140.9469260079503	52.4408130292491	134.78265098291493	72.36665340331704	92.85069561376804	108.78941892609308	114.73582665049726	76.4747544234096	102.84284450118406	112.51881030471583	84.63834519410015	110.80133345331622	95.50302607449376	93.69564047219008
FCHO1	119.43048314043222	130.0450166420027	50.52450021756512	165.46892412292348	117.877931118755	16.6531447583215	98.55315534722608	98.9201029983888	102.5267416543851	92.66445246325712	116.6359177697248	90.69962976701808	103.28991945769783	113.41055142245872	83.29952911984343
UNC13A	51.792164763555434	92.37444877943176	155.83338645701284	61.42025210753054	154.03243077519605	84.54731711727341	84.90160225888033	80.23288224650679	134.86551549461288	92.03671220804316	90.85686965027881	117.10641814167803	47.18457572308865	78.72012056757114	174.09530370934016
MAP1S	145.4978206668481	111.77868340715669	42.723495925995294	122.47225606564334	97.085633765948	80.44211016840866	113.12347622422494	80.54845402300195	106.32806975277309	122.1196843634008	78.92986131318624	98.95045432341296	120.74313020363961	97.18896346748089	82.06790632887949
PXDN	114.10134926216695	111.41255267398358	74.48609806384941	158.4746015096047	95.8692372435577	45.65616124683764	65.67488185101205	125.40444819984309	108.9206699491448	138.40133336704997	103.12100283332948	58.47766379962053	93.88764369429072	117.14149968334313	88.97085662236614
SSBP4	164.84267288792412	89.32315460025238	45.83417251182352	159.01074860839623	101.30033907585023	39.68891231575357	125.96665311820733	91.71450352750831	82.31884335428437	142.54470759565658	92.97180893552928	64.4834834688142	123.03787080319577	119.44956337802559	57.51256581877866
PGPEP1	104.72740807796504	123.49043581972427	71.78215610231065	53.12236855129395	139.8815677280333	106.99606372067272	63.776251584947474	100.68637625796279	135.53737215708972	78.2831027223695	98.83445384015981	122.88244343747066	124.30784044490926	81.0941546096223	94.59800494546849
LSM4	106.05756558596	0.0	193.94243441403995	167.12078513880348	0.0	132.8792148611965	189.68749100044084	0.0	110.31250899955911	201.50579086932407	0.0	98.49420913067588	200.2215082452528	0.0	99.77849175474715
HRC	107.71744611641701	88.20070885330203	104.08184503028095	225.1173592799235	62.515701089662876	12.366939630413565	165.6068088642731	75.85236621066908	58.54082492505784	240.5830960251055	0.0	59.416903974894474	245.11257147517748	32.21444779099175	22.67298073383078
TRPM4	88.41241128878042	120.73865353021422	90.8489351810054	109.73415109084527	102.80465124218676	87.46119766696795	75.67855307779261	68.4698819291575	155.8515649930499	58.14528678237573	93.48633559509756	148.36837762252668	51.769405719711195	88.38803061848218	159.84256366180665
SULT4A1	9.986345685964643	168.26771671202815	121.74593760200725	211.67591512571363	46.07944905992396	42.24463581436251	90.94984915206807	85.72080160692983	123.32934924100208	98.44610051103471	90.98540456761415	110.5684949213511	64.63344715951308	105.91720076980965	129.44935207067724
CRB3	245.35526496543608	24.83190438332203	29.812830651241928	93.08236026542356	106.89769558986195	100.01994414471451	19.85244818130583	61.61094869457282	218.53660312412137	25.27934865906082	27.925898051858344	246.79475328908086	33.553794756262164	76.6466045026968	189.79960074104108
OLFM1	85.61833403441514	72.45437795946059	141.9272880061243	117.64800278941523	65.32938466269066	117.02261254789413	101.9372004063328	82.39943170432642	115.66336788934073	115.63550623471997	86.1743155696817	98.19017819559832	101.32659303947729	110.40716553351764	88.26624142700507
CAMSAP1	73.17640991339557	141.64501058346863	85.1785795031358	102.75608855193934	103.5676340180236	93.67627743003712	85.82609651478673	120.80213219966964	93.37177128554359	94.46701014150344	104.5440592279568	100.98893063053976	71.10133880143471	115.09935502892257	113.79930616964278
UBAC1	97.07087416895251	66.90917152181532	136.01995430923216	99.35594261328762	80.14173771124075	120.50231967547158	101.06431279292781	80.313929009166	118.62175819790619	105.03417573114872	92.0217075854992	102.94411668335206	105.24205549022865	94.54228864035821	100.21565586941317
SAG	0.0	0.0	300.0	0.0	0.0	300.0	0.0	300.0	0.0	0.0	300.0	0.0	58.84265384382912	241.15734615617086	0.0
ZBTB46	72.09546006525824	65.22842651730645	162.67611341743532	63.14062516321777	94.13292090600268	142.72645393077957	93.30455123260644	88.73681417634744	117.95863459104612	101.86355642096669	85.39613823372382	112.74030534530952	101.14307569476233	56.57426708289721	142.28265722234048
HELZ2	132.0163190945293	88.18507172828399	79.79860917718665	70.48438441035778	166.35965793246476	63.15595765717747	62.957940914385965	119.74811264513143	117.29394644048261	88.6041206667405	113.53748383929248	97.85839549396702	140.5814571585663	76.20285923771242	83.21568360372132
SAMD10	77.37918109170421	171.7046099383086	50.916208969987245	155.23484249660058	99.39658709316804	45.36857041023141	134.7357152500377	102.55633929209584	62.707945457866444	99.38263364398668	75.2563748016967	125.3609915543166	84.91836784822077	92.65834571966752	122.4232864321117
LSP1	115.80816445853318	105.06275070116442	79.12908484030238	76.47871628475899	156.82688351810884	66.6944001971322	110.20162883253577	122.52095685003556	67.27741431742868	37.99422884967984	228.98396431461583	33.02180683570437	30.27168570484175	252.66212497799984	17.066189317158393
TNNT3	77.44802223630849	73.705455967823	148.8465217958685	192.30569602103895	24.296545347273266	83.39775863168771	33.48871922145155	26.718697246293544	239.79258353225487	22.070373243054007	148.95290681347657	128.9767199434694	17.041931204082406	72.26477699733957	210.69329179857803
TNNI2	80.74665216074509	79.09341929133821	140.15992854791673	181.4932030978384	24.19008948870808	94.31670741345356	43.22483785082815	120.12323877106856	136.65192337810325	28.881180288014857	0.0	271.1188197119852	28.853045397866488	35.82050407860082	235.32645052353269
COL5A1	93.58078101975816	52.28552138351279	154.13369759672904	130.2405650175291	107.04232865640304	62.71710632606784	52.90407083325241	100.522203350919	146.57372581582854	52.07541610062742	84.87953735797063	163.04504654140192	81.16501243527198	118.75872026079384	100.07626730393415
ATXN10	78.83294685956177	143.07173158601057	78.09532155442764	99.68730984927467	119.3250109488061	80.98767920191928	100.04174482171395	105.40536632093345	94.55288885735264	109.70457014203939	114.6806463373839	75.61478352057674	88.90608628836912	132.9054140432473	78.18849966838354
TUBGCP2	87.38053378825563	126.19020456393035	86.42926164781399	109.8048592111681	99.64419773730346	90.55094305152842	108.19123096626548	93.89673887369632	97.9120301600382	102.074934444759	87.09093839563751	110.83412715960353	100.23924115529744	94.1159732410382	105.64478560366442
CALY	0.0	228.13424558603387	71.86575441396613	84.34061983370277	134.1874034547499	81.47197671154728	166.90718193619043	57.434717866039534	75.65810019777003	100.84088783206255	80.51440836313468	118.64470380480282	109.10726860860692	108.60887757007572	82.28385382131732
CYP2E1	115.95595517784716	184.04404482215284	0.0	190.83614942896227	94.70739528200251	14.456455289035189	115.23754729153295	184.52267712355368	0.2397755849133034	147.5090320279259	117.30846831055818	35.18249966151587	150.99253872532591	143.57543620398707	5.4320250706870485
PNPLA7	89.68770465075758	105.7639757862822	104.54831956296017	74.84760037380825	82.84768829302566	142.3047113331661	86.97383744599897	154.32185930940472	58.70430324459633	112.85576030853095	113.4321415453614	73.71209814610759	103.88084215379294	126.23266323453134	69.88649461167566
PAK4	170.39569741700825	80.31976008049409	49.28454250249768	133.1588369187144	86.3483954642715	80.4927676170141	95.57672906916763	97.87455220269672	106.54871872813565	107.35910391111965	109.21207903006098	83.42881705881938	110.51798472645721	107.07070028898428	82.41131498455849
CEP85	94.19392351471724	92.17380942029664	113.63226706498612	108.67823790538841	70.35699668432548	120.96476541028609	88.94723557411875	60.105275533551485	150.94748889232977	73.87873560963001	80.62832319843358	145.4929411919364	91.59773086529992	66.01530353673694	142.38696559796315
TAF4	83.37844929757874	117.42257839995449	99.19897230246679	94.853692543753	100.7217667165678	104.4245407396792	85.93580754152254	106.17541915291847	107.88877330555901	101.72123617344306	103.51839189635153	94.7603719302054	90.71949025420469	95.03771734488728	114.24279240090804
LAMA5	147.08009203102773	92.38551428497544	60.534393683996846	116.74428730032005	61.902361804578675	121.35335089510133	97.13168878313208	72.33215032145142	130.53616089541654	101.73417057936321	74.08219425556955	124.18363516506727	74.98342842496129	73.91682646619009	151.09974510884865
OSBPL2	40.93706507965866	148.89971830496745	110.16321661537394	88.33419252978761	113.79451646616867	97.87129100404371	68.04815859332312	114.86935327122313	117.08248813545377	86.13213489261837	119.61854380751282	94.2493212998688	65.81002160411899	102.73944936736908	131.4505290285119
ADRM1	78.55860317977071	103.50508580950233	117.93631101072697	92.958534299607	97.18962057240428	109.85184512798871	121.02539660924627	85.3454316354858	93.62917175526796	87.16084842128541	87.00217194090303	125.83697963781155	103.20380903835682	97.09113657163378	99.70505439000937
ASS1	273.97050336473626	21.13610210977216	4.893394525491535	149.25865275269183	77.44732150186232	73.29402574544582	157.8506206135349	80.91064142129922	61.23873796516596	145.71885626624618	135.87735941476785	18.403784318986	101.57103149531599	186.1331656006712	12.295802904012852
EXOSC2	97.84944874502483	103.56595967072826	98.58459158424692	122.95626525396005	89.57205756763334	87.4716771784066	101.99282554148495	117.84033782655592	80.16683663195909	114.42142912830937	119.02249410444676	66.55607676724384	107.75349687466995	114.8178260855364	77.42867703979366
POMT1	144.7549290631596	97.09544356599064	58.149627370849764	115.59631425724281	99.109118620057	85.29456712270017	116.08481440702849	89.6314797866875	94.28370580628402	111.7124432130518	107.45611771895949	80.83143906798863	129.02462663107647	106.96654132626229	64.00883204266121
UCK1	140.04309119806996	86.42932829873524	73.52758050319481	110.97916800100094	83.60186841552586	105.41896358347323	100.63508887573876	74.70651905229174	124.65839207196952	87.7245492254503	75.27586665656351	136.9995841179862	98.7440172019217	83.89273220755965	117.36325059051865
FIBCD1	0.0	0.0	300.0	18.292157519790063	0.0	281.70784248020993	17.666034436541132	220.33143768195447	62.002527881504385	51.45590430148431	54.65450191830765	193.88959378020806	89.88983446592908	110.12110379579228	99.98906173827858
PRRC2B	107.00858995852225	110.71767375081795	82.27373629065985	90.39157967652608	98.45707056656512	111.15134975690879	77.78247442974929	119.87072666733494	102.34679890291576	84.81695142677059	99.35703462802348	115.82601394520591	62.377652797886405	97.02904851140418	140.59329869070942
CHMP2A	116.86371529921071	113.97980296782796	69.15648173296134	106.76281203594328	115.46332301550241	77.77386494855429	106.26245203634488	96.58621465279644	97.15133331085865	107.08943917728422	86.76296580407762	106.14759501863813	125.01098419977008	98.41746302115	76.5715527790799
UBE2M	164.8748359851495	82.80553373869958	52.31963027615089	178.3365527605869	68.08566606325692	53.57778117615618	172.22069498015355	67.46764727293801	60.31165774690847	179.17970482599367	64.7925174932947	56.027777680711644	176.42074401828333	68.16988366543914	55.409372316277484
TRIM28	123.39546069802962	87.7544374765989	88.85010182537152	124.95304841271168	89.59730872154063	85.44964286574765	116.96500546261687	79.92560704235098	103.10938749503215	98.8937327507694	86.97812377952359	114.12814346970701	99.19050857516382	91.253107639988	109.55638378484818
C16orf13	138.81818679528445	105.31362373353943	55.86818947117613	142.98786921170245	101.2367426700251	55.77538811827245	120.4197439345857	108.18688180335403	71.39337426206028	96.03505100977114	111.08420136038704	92.88074762984179	103.06877586310297	131.8073686104392	65.12385552645783
YIPF2	106.62057677629898	77.87349077876021	115.50593244494078	122.34511036630948	88.29684259298814	89.35804704070236	76.64075182509902	86.29564020900685	137.0636079658941	93.71935405675013	81.93541451738999	124.34523142585991	92.428690261566	85.04875657720169	122.52255316123228
ATG4D	97.44183053834286	106.33627391461667	96.22189554704048	92.37220891934372	111.08495322479163	96.54283785586466	113.80299368921595	82.04076267799962	104.15624363278444	92.43772480997195	85.18418334596417	122.37809184406392	108.31503676949347	88.2599840228126	103.42497920769391
EIF2S3	228.40637574534045	21.721711659629854	49.87191259502967	249.34240977547339	18.74552519046748	31.91206503405913	243.67593443567625	18.817832232465747	37.50623333185799	251.90516433553483	20.151622510508087	27.94321315395717	231.50941502522596	18.563562989960385	49.92702198481368
TMEM160	89.15768588327833	82.39623855667641	128.44607556004527	87.09102367574899	87.11747270000984	125.7915036242412	112.64558322018834	89.73496376588045	97.6194530139312	125.9576043033793	58.3950188235443	115.64737687307642	155.23071921547609	78.63438421185887	66.13489657266504
ZC3H4	77.57491510243685	143.8461394932269	78.57894540433631	91.03199206551378	108.40121706531332	100.56679086917288	80.89728449424352	131.3731669070647	87.72954859869179	83.83298723847128	118.8951147600416	97.27189800148714	93.2408162368374	109.97295722186844	96.78622654129416
NPAS1	78.90126424432611	92.91002060269096	128.18871515298292	139.91163722258594	78.62310634760482	81.4652564298093	97.20926855254945	60.723851775999925	142.0668796714506	83.40332442116856	61.779528290300775	154.81714728853063	117.58086391394438	93.39818874949437	89.02094733656125
GMFG	132.63866346653964	74.77009844777129	92.59123808568904	128.86326160411542	103.32929794245969	67.80744045342486	76.7701308182635	83.9997803100158	139.2300888717207	80.0815317339588	119.65419026565492	100.26427800038631	92.63146426870405	140.59799377925043	66.77054195204556
MAP3K10	60.935735529972945	88.6986891437537	150.36557532627333	106.48937136161992	105.44311922318413	88.06750941519599	98.63148767727284	87.24793026902321	114.1205820537039	102.02193721472541	79.26098367973749	118.71707910553707	105.44597322360796	88.52857843453586	106.0254483418562
ARHGEF16	262.4386945040853	18.194036649905996	19.367268846008685	121.1634614968353	95.32636095737466	83.51017754579004	128.4761173642924	90.08404362301566	81.43983901269193	129.91249226567575	110.6026706993305	59.48483703499375	188.70307216339424	91.74361513840174	19.55331269820404
LRRC47	98.59789321211629	118.88614004095417	82.51596674692956	84.67359851532939	88.21133354619829	127.1150679384723	97.06879941005288	97.19517416919749	105.73602642074967	107.5476044748811	94.05668484878846	98.39571067633042	89.82293452455099	104.39430325872515	105.78276221672387
SESN2	129.89461640539145	89.92230664600275	80.1830769486058	43.96200879243376	101.19019204947443	154.84779915809176	90.72313087446652	101.41551077731133	107.86135834822213	101.47159182938572	121.99525801538668	76.53315015522762	74.85049388262863	114.98976040689546	110.15974571047589
SMPDL3B	176.33342887530608	123.6665711246939	0.0	174.76094286418694	93.87254347120121	31.366513664611862	212.07791328200068	87.92208671799929	0.0	110.09267178064697	180.43230064081843	9.475027578534602	125.03780967807891	174.96219032192107	0.0
ATPIF1	72.93040477653486	131.02840800041776	96.04118722304736	66.82996221771393	151.58521226469423	81.58482551759181	93.04821297367162	110.81850612542317	96.1332809009052	88.96744085875508	105.72292717413059	105.30963196711429	95.97788732752441	125.68504375799918	78.3370689144764
MED18	99.34006290899731	80.85457708101514	119.80536000998757	100.2439780949154	84.17537023380041	115.58065167128422	138.4944741570444	63.76831105915131	97.73721478380428	146.66173641015357	51.29116449813635	102.04709909171012	150.04189569998377	59.68826400631034	90.26984029370588
THEMIS2	137.1923957490018	101.50471956627385	61.302884684724425	75.14551349313304	209.54131316257156	15.313173344295446	54.149517393408395	197.6892865751164	48.161196031475214	106.96422584975531	164.01045507815195	29.02531907209275	105.1355247663583	170.2120737385175	24.652401495124206
CLIP1	52.909801372371625	123.90799070532337	123.18220792230503	132.37958877992725	100.34004282353418	67.28036839653855	96.96101686610335	97.42072401264979	105.61825912124685	101.61072888901292	108.15884933316585	90.23042177782118	83.26061173485492	101.2306486512038	115.50873961394129
CCDC62	286.75945455588345	13.2405454441165	0.0	180.97328134735412	30.406307528622374	88.62041112402348	190.06366578311176	43.85373321300754	66.08260100388067	140.68958608155754	138.45455607721402	20.855857841228428	108.01298246396165	167.58472936551746	24.402288170520855
HIP1R	140.06030918804845	116.00713414812066	43.932556663830894	140.37014397994653	106.41211850971497	53.21773751033844	97.67030085712692	90.89668522085435	111.43301392201867	110.74462843582464	105.66173101746017	83.59364054671518	144.60564273877677	81.01011204033092	74.38424522089232
ZNF317	85.73328470774074	110.0180751231832	104.24864016907604	109.91715703040117	97.65395177796076	92.42889119163809	94.16420022015154	106.61198814066759	99.22381163918084	98.66348522296802	114.58541443511436	86.75110034191763	89.16947409055892	108.48835549190004	102.34217041754108
PPAN	106.7818992302447	118.18941620517171	75.02868456458357	130.80962080260008	92.59874089328525	76.59163830411467	75.10881485407106	95.00989187557138	129.8812932703575	102.70305211236644	99.37124637500864	97.92570151262493	80.42668902399713	102.75547425379318	116.81783672220969
EIF3G	106.90725851879921	120.25176052989279	72.84098095130798	114.01034475536629	106.30557066460477	79.68408458002891	90.92870371183064	125.87087732848839	83.20041895968097	85.64918311077537	117.95216555011183	96.39865133911279	98.48227989762044	131.48866077221393	70.02905933016564
C19orf66	133.1908902971361	107.28467234388393	59.52443735897999	87.28624963694982	139.23200890328377	73.4817414597664	110.63301379250854	102.39743221619216	86.96955399129928	102.13758561560893	106.05078325566977	91.81163112872132	93.35501558598226	102.63804052852232	104.00694388549545
DNMT1	89.14009444996798	117.6186551837336	93.24125036629844	118.84095619434285	94.96657556195062	86.19246824370657	113.86206416226494	107.04304643131908	79.09488940641593	100.56239660959692	96.4468050773004	102.99079831310272	95.86151338832212	88.38491981686472	115.75356679481317
SLC6A8	76.46403406643697	99.96685555076992	123.56911038279317	95.43466523166744	116.14323436069758	88.42210040763501	86.56334410994947	115.60571230633579	97.83094358371473	79.16510643072408	128.3006163172558	92.53427725202013	87.06575244936816	120.30401139488909	92.63023615574272
PNCK	31.555312850873563	117.0288517406861	151.41583540844033	291.92304879186395	4.970466470041902	3.1064847380941787	182.64208198526768	81.91491084251867	35.443007172213626	124.49699351988548	101.66625368679605	73.83675279331845	110.91171095428261	137.54644588764634	51.541843158070975
DKC1	97.22418153172441	114.68679655055737	88.08902191771824	100.49624952495326	100.82399396778854	98.67975650725816	98.38154263713041	100.55204545578479	101.06641190708476	98.90317924054972	105.79317247809156	95.30364828135875	88.26338076310635	96.64826234578784	115.08835689110578
PLXNA3	147.12786322567538	81.07272507234288	71.79941170198177	154.53612668705355	86.10818871042606	59.355684602520434	95.89094469159753	107.25819252563483	96.85086278276765	88.65577081891809	105.86648443387891	105.47774474720295	96.8945240636334	96.49079345200413	106.61468248436243
DUSP9	131.78261351704782	38.76316602116021	129.454220461792	34.24356997592469	117.3797174105999	148.3767126134754	57.53681713831559	153.67196954382197	88.79121331786249	55.57075270169282	94.11993329894447	150.3093139993627	102.62643542209308	110.92092826987906	86.45263630802785
MPP1	105.48928846271693	94.14737925894948	100.36333227833356	84.50515138799477	107.73766364420626	107.75718496779893	109.38009855709971	81.7238308782841	108.89607056461624	102.16693910202876	106.38724380888749	91.44581708908373	94.88333488529906	110.31284654689154	94.80381856780942
