	Human_Muscle_Relative_Gene_Expression_Difference(RPKM)	Chimp_Muscle_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Muscle_Relative_Gene_Expression_Difference(RPKM)	Human_Kidney_Relative_Gene_Expression_Difference(RPKM)	Chimp_Kidney_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Kidney_Relative_Gene_Expression_Difference(RPKM)	Human_Cerebellar_Cortex_Relative_Gene_Expression_Difference(RPKM)	Chimp_Cerebellar_Cortex_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Cerebellar_Cortex_Relative_Gene_Expression_Difference(RPKM)	Human_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)	Chimp_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)	Human_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)	Chimp_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)
SERPINB1	150.64912502566267	109.74546379463585	39.605411179701456	121.79807050683303	141.76212482575482	36.43980466741211	41.14480916197693	125.17152142362009	133.68366941440294	61.75918852461194	111.4931157767264	126.74769569866169	49.10832222474874	135.94744602661478	114.94423174863651
CYP3A43	300.0	0.0	0.0	101.70832007528617	52.65260723477942	145.63907268993438	115.06177015627648	184.93822984372352	0.0	161.96564797182882	107.16503057847416	30.86932144969701	57.106654429126934	242.8933455708731	0.0
SLC7A9	44.116488983829925	45.15125215213001	210.7322588640401	46.79888254780056	87.00311458619412	166.1980028660053	53.34072628766561	60.468227061367266	186.19104665096714	27.518990202545467	38.06552663290311	234.41548316455143	76.52514570121205	45.3312939799211	178.14356031886683
SPAST	48.866148068909794	141.87207527424857	109.26177665684165	80.02885628276876	105.75148269843413	114.2196610187971	86.10484982516165	104.25874302530167	109.63640714953664	97.01212576159251	99.43813411691954	103.54974012148791	75.88212018597142	97.7197219421682	126.39815787186035
NRXN3	148.90783908312648	80.78951611644828	70.30264480042521	246.56195273514268	27.161106733663804	26.276940531193482	97.47479120585018	107.19079267871372	95.33441611543611	102.9189010807689	107.60557858634705	89.47552033288405	70.82514977957139	109.96454336103048	119.21030685939814
OSBPL5	102.61053732203827	70.24519411028311	127.14426856767864	115.11154822264528	55.96312127408741	128.92533050326728	110.37490386490745	81.26258642804012	108.36250970705241	122.88825893578527	69.40257971936053	107.70916134485418	99.23206061034419	89.15573354325277	111.61220584640303
AQR	54.78646756969097	115.47455061077673	129.73898181953228	89.91586881038133	102.93955487801414	107.14457631160452	60.36086940284573	115.34361578967025	124.29551480748404	64.65231381645205	115.82456811583288	119.52311806771505	57.350939129271616	86.06224837217385	156.58681249855454
CPS1	159.20607214809218	140.79392785190782	0.0	178.047176765076	119.05272423776448	2.900098997159525	206.3964132348437	84.71127004235574	8.892316722800619	205.9437655009843	69.74810787227543	24.308126626740258	211.3914381481583	76.68392859887335	11.924633252968379
C8B	117.68563480981848	182.3143651901815	0.0	0.0	252.64374015796852	47.35625984203153	0.0	66.66126566992766	233.3387343300723	0.0	0.0	300.0	148.75691597748656	0.0	151.24308402251341
FHL1	108.035578430085	122.00966986276246	69.95475170715254	117.44645048888125	89.59913269674664	92.95441681437208	95.86160555075276	100.16652911773876	103.97186533150848	116.41661137523917	96.82058976867431	86.76279885608653	81.3062576955501	106.91921799524715	111.77452430920279
RTFDC1	128.5424584714394	94.46339065566573	76.99415087289485	113.01168231225111	113.03281278226214	73.95550490548675	115.13894322096594	102.08921794970745	82.77183882932657	115.71383689155816	110.83059342714769	73.45556968129411	117.16114846068064	105.87249283330338	76.96635870601595
GABRA1	0.0	197.44599642370858	102.55400357629141	56.66668540870315	111.3660843515931	131.96723023970375	78.34459003324542	103.26641867188012	118.38899129487442	109.08099587069535	108.94721245146879	81.97179167783584	63.47499170954224	106.22350665013604	130.30150164032173
NLRP2	218.13459725778316	0.0	81.8654027422169	297.2864897273824	2.713510272617639	0.0	98.90692652727743	0.0	201.09307347272258	296.42130374849285	0.0	3.578696251507215	276.125875282167	0.0	23.874124717833045
SLC45A4	83.97830045037222	108.09569981345659	107.92599973617116	139.67967599293692	111.90013856821757	48.4201854388455	88.93812017342117	108.1464060440425	102.9154737825363	113.04299501016885	86.2349445251707	100.72206046466043	70.42750878735339	94.48715080208973	135.08534041055688
RNF10	83.96912397077051	113.13917368028117	102.89170234894829	88.65810996429886	122.80300332472476	88.5388867109764	109.09476771533717	109.10838106305857	81.79685122160427	109.09046059574676	107.12328683517353	83.78625256907969	97.19865090097866	115.18924555203536	87.61210354698599
ZNF839	147.572140403231	76.39116706564415	76.03669253112484	152.37144621721006	92.45977020494414	55.16878357784578	138.65926315024143	121.77624758700863	39.56448926274995	142.11562896219647	112.00824204387567	45.87612899392785	167.148639300327	90.99475506983232	41.85660562984071
ZDHHC6	90.02005845406316	80.0769464480713	129.90299509786556	93.81475008012032	123.71506162632	82.47018829355963	89.15620126528611	82.40017857223111	128.44362016248274	108.49603391137994	90.74488162363889	100.75908446498114	92.98489787601356	91.93024910916367	115.08485301482281
GRAMD1B	70.87326484793505	141.97234293103716	87.15439222102779	53.01029179139911	65.34974935805266	181.63995885054825	100.86510183178181	104.71351354338911	94.42138462482907	87.2255812636021	98.75913909005216	114.01527964634577	53.82767431415759	98.63086331554683	147.54146237029556
RNH1	117.24053209173948	90.09873040987235	92.66073749838817	101.25687910434232	97.57466215561253	101.16845874004517	108.16414592270078	89.99585730017526	101.83999677712391	97.70367112772486	105.17578534947178	97.12054352280339	117.00437201999294	102.6941220620095	80.30150591799757
NDUFS1	87.43720458808515	129.30520469547736	83.25759071643749	69.50241241933362	127.70419364479575	102.7933939358706	76.99196503957467	129.55247750919645	93.45555745122893	96.60991046780148	123.57312374991709	79.81696578228147	78.05130820828751	110.36727285161479	111.58141894009768
RB1CC1	47.91512030353033	168.21651684177377	83.86836285469593	84.06793254268253	102.56377361067767	113.36829384663977	83.44410237969065	117.50068350038163	99.05521411992768	110.57682152516331	108.52361997499271	80.89955849984398	74.41846944231071	104.06062470592303	121.52090585176627
ERP44	91.84813951433718	130.8847996838837	77.26706080177912	88.82638411085462	134.3485139867761	76.82510190236924	87.70856895898761	141.57353549263044	70.71789554838195	105.30854742645657	125.78144472913351	68.91000784440989	112.15734156927304	120.65812065343331	67.18453777729363
ALAS1	128.939142740696	83.23436952704407	87.8264877322599	98.02086539084202	113.1734459469363	88.8056886622217	133.55470982070662	92.11638899627428	74.3289011830191	109.80206959118739	107.46890791766161	82.729022491151	91.59941011756526	112.25672557395944	96.14386430847529
BIRC3	64.73636950865196	73.56562146788252	161.69800902346552	74.16881576566658	183.8485139807217	41.98267025361177	19.251587984923447	259.38483193911947	21.36358007595705	28.30654383898353	230.12796417220991	41.565491988806606	15.894386385317336	262.8551605683909	21.250453046291806
GLRX2	74.90051952890451	127.99650293726185	97.10297753383365	57.23429656432807	126.6984376197136	116.0672658159583	64.66134107470864	98.20544949966047	137.1332094256308	91.11211491488159	92.2639259235872	116.62395916153123	111.04844905641667	99.03103206702272	89.92051887656064
SNAPC1	101.64050042496872	124.86845322943809	73.49104634559318	97.27088340302572	102.4435630635011	100.28555353347322	74.27341832225814	111.46231580975017	114.26426586799164	77.26444311544489	109.01208929789703	113.72346758665807	63.71512228741947	85.29253131106509	150.99234640151548
DERA	69.19686557802355	141.13005968235183	89.67307473962462	107.3215884981196	130.76382876064957	61.91458274123083	142.7327021144139	105.03488275172622	52.232415133859945	138.04522289179607	119.99212373855177	41.96265336965213	156.00323130987252	107.77938559948987	36.21738309063758
STRAP	99.96164722367993	148.35859471685833	51.679758059461776	119.19830464499242	141.02227583860292	39.77941951640466	137.12296881106474	118.67661481210195	44.20041637683333	141.57633240999755	121.47479181943528	36.94887577056719	122.28779068030097	132.5892435588652	45.122965760833836
DEF6	156.0076246887039	61.855264049967886	82.13711126132823	113.90826478098329	112.64298705655311	73.44874816246362	77.2192526596914	105.1913803592681	117.5893669810405	92.97182902801508	109.08071559569954	97.9474553762854	116.06919475384805	124.51117997333785	59.4196252728141
PLEKHO1	117.85976475914235	126.78963192668368	55.35060331417395	132.59578341637862	91.05831885732908	76.34589772629229	113.00577077732432	75.61298721868057	111.38124200399506	96.61834257742777	93.52261070914004	109.8590467134322	104.90590754173377	99.75680462213994	95.33728783612628
GCLM	35.08176416931167	154.34080862553603	110.57742720515229	51.27957138600894	117.46781451587648	131.25261409811455	67.40782472323683	115.45378112741511	117.1383941493481	94.3404818588366	134.73487552656348	70.92464261459989	111.12887589468137	113.1476440388691	75.72348006644958
UBR2	66.5497152158119	121.52688290752573	111.92340187666234	98.02094649963865	94.96822065398163	107.01083284637969	94.54827649324625	114.42610241787283	91.02562108888095	96.24731268756136	108.80892759778322	94.94375971465541	86.68925086526393	98.4867389586406	114.82401017609547
EHD2	108.43899105544317	94.21051013154977	97.35049881300706	142.82918793797498	101.42236344000763	55.748448622017364	37.85771538353021	30.34746105141135	231.79482356505844	104.96725020283222	92.7784588526684	102.25429094449933	88.14639100206506	84.71413294019723	127.13947605773774
CCDC28A	95.1022489432684	92.6237836885548	112.27396736817683	86.22324398347558	107.34210906185918	106.43464695466524	101.86992691307242	122.91629064346104	75.21378244346654	100.7346631574437	124.12606151906138	75.13927532349496	91.51975615753368	127.79221270505556	80.68803113741079
RRAGD	67.67074406364047	126.24550533322308	106.08375060313647	118.5974551407412	112.12415493055244	69.2783899287064	93.89096417010904	132.65531334068038	73.45372248921065	85.81083531503961	119.67987623674688	94.50928844821355	78.09036679473192	98.87964105504425	123.02999215022383
HSF2	136.50778577104197	105.22621808574566	58.265996143212426	121.27895695333501	85.45402935653593	93.26701369012908	107.55295725553442	92.66455484550437	99.78248789896132	111.70080386827108	105.35104390326968	82.94815222845921	93.40137056959692	101.43212656476233	105.16650286564071
PHF20	95.15391019867252	131.90792124465935	72.93816855666809	104.86475150623029	100.74341422885884	94.39183426491084	103.36324278659572	98.75992565005458	97.87683156334967	100.88314806408695	111.53521748130677	87.58163445460634	81.76486517817041	101.31297366083709	116.9221611609925
HSD17B6	0.0	0.0	300.0	17.67432756880143	8.065025210320345	274.2606472208782	103.13745758814834	24.75992098555005	172.1026214263016	74.38101351954259	16.346350685423943	209.27263579503347	96.70810319773788	15.502356592377314	187.78954020988482
NR1H3	130.4980088395965	74.342550051844	95.15944110855952	145.65640054712523	101.27272296670198	53.07087648617285	172.88721399856342	102.98181199393184	24.13097400750481	171.86800968702428	92.39839297423073	35.733597338745035	172.31062400533304	109.74428761274851	17.94508838191847
TYMP	146.36351882710326	122.0784477180531	31.55803345484365	69.91243277094924	188.7641970354566	41.32337019359418	186.60506208266042	93.0497643518952	20.34517356544437	99.30483876141216	145.4566923106148	55.23846892797303	80.07395736863714	208.44987458694723	11.476168044415612
NCAPH2	136.1923411662315	94.5195822454308	69.28807658833767	94.9260656772553	80.223570882163	124.85036344058172	69.32042261539974	106.57860834546644	124.10096903913379	80.00829232725442	101.17281053807123	118.81889713467434	79.70984661861229	111.44585089172006	108.84430248966763
TOMM34	63.20022592171461	199.3249618275273	37.47481225075807	100.53948602636062	173.61054602150622	25.849967952133145	78.91658137946328	110.97211471789117	110.11130390264552	102.10043055964427	118.59667845506279	79.302890985293	85.34750969292583	126.11632651897038	88.53616378810382
SEC63	75.26090920160892	136.01251501456832	88.72657578382278	88.73290311726187	134.51556073171403	76.7515361510241	86.26864892056139	115.13178168252429	98.59956939691428	105.19950089525412	114.33913695931668	80.46136214542922	99.87481353547442	98.74736854306676	101.37781792145888
KPNA6	39.94379540183656	122.95733873079575	137.09886586736766	57.09719350851879	97.3541213230522	145.54868516842905	62.43800031515093	115.27905467242563	122.28294501242341	75.42927510952129	114.51221945113296	110.05850543934577	54.48771518941471	79.00422389684883	166.5080609137365
VIM	178.607092952377	63.06208125196944	58.33082579565355	172.7215961592377	77.49596187992529	49.78244196083701	74.31236136048017	57.941378729051884	167.74625991046796	144.76313668272036	72.5067454299774	82.73011788730227	125.28983966392158	93.46576501321894	81.24439532285949
RTEL1-TNFRSF6B	98.07479275829077	117.3767644503491	84.54844279136016	95.49501191765648	130.55496632601165	73.9500217563319	91.3989290201088	157.69165331323444	50.909417666656786	89.3864194721586	121.71154221321363	88.90203831462772	77.69684701933433	141.29231471700217	81.01083826366349
FAS	159.4616222365406	98.67702361425668	41.86135414920272	110.3264639057979	164.81303825323675	24.86049784096536	54.84324354164145	202.9705218691209	42.186234589237664	155.7447932850696	117.09362628859681	27.161580426333565	90.34601584418456	171.5329832111516	38.12100094466382
RNASET2	80.44117551334665	65.38209889182541	154.17672559482796	135.02139760345665	87.44934259948832	77.52925979705505	96.87955331716972	101.93209351889263	101.18835316393763	79.38924056091209	90.37645414247343	130.2343052966145	124.6489797007876	110.33068654297881	65.02033375623361
CD44	88.73316650847069	103.370610061265	107.8962234302643	55.2762562137298	187.7391846424394	56.98455914383079	37.191308905701895	157.15834892691086	105.65034216738721	98.21204385030536	125.33201739161075	76.45593875808386	61.68382660040218	194.5856550758531	43.73051832374473
AGPAT4	188.592241032269	34.89418818992733	76.51357077780368	149.60792422521965	122.87657789486039	27.51549787991997	81.68839592184757	78.48787174317894	139.82373233497353	122.94176759003392	81.35986000246179	95.6983724075043	164.36190519920785	71.27387298346444	64.3642218173277
SLAMF7	74.30887588183602	81.81365877665868	143.8774653415053	98.66762949858496	176.28564017014398	25.04673033127107	196.134512849993	0.0	103.86548715000697	187.7498619996656	112.25013800033447	0.0	134.62419318249138	165.37580681750862	0.0
MIPEP	66.61109469841522	107.78620523061645	125.60270007096833	50.6284247011716	87.88582572522189	161.48574957360648	57.4805261361484	63.46468024115948	179.05479362269213	71.46390759705008	66.91426283920462	161.6218295637453	52.57602723336221	54.849577386745466	192.5743953798924
PRKCH	54.91793025985011	100.76067907032864	144.32139066982128	87.60496497541754	97.1555605279896	115.23947449659285	88.00394014022217	134.0809611287176	77.91509873106021	115.58912278484219	131.75036455000367	52.66051266515414	148.77052320311344	100.03212912126851	51.19734767561799
INSRR	97.70016821778515	70.61884548835738	131.68098629385753	32.378455729705635	36.797812274167505	230.82373199612687	130.29193132696605	164.1753482304536	5.5327204425803185	213.07527813397567	54.14349353332123	32.78122833270303	122.25793284870849	124.03198145884808	53.71008569244338
IFNGR1	98.6244794633822	136.43983425906396	64.93568627755388	90.82100564555886	139.6717271235709	69.50726723087026	65.62603711027867	138.51711499438395	95.85684789533737	90.4947338567326	144.13488849394412	65.3703776493233	85.68468475787652	136.80536902928773	77.50994621283579
