	Human_Cerebellar_Cortex_Relative_Gene_Expression_Difference(RPKM)	Chimp_Cerebellar_Cortex_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Cerebellar_Cortex_Relative_Gene_Expression_Difference(RPKM)
PRPF40B	101.05311743627634	71.72757507515296	127.21930748857069
CD69	243.8428257867206	35.009153085284794	21.1480211279946
PRDM4	107.58261072442355	120.91547744034423	71.5019118352322
COQ5	121.73917895255966	105.01193814300609	73.24888290443432
CORO1C	74.81017978743922	114.83622567958025	110.35359453298052
ASIC1	80.90865535746904	106.20067218213445	112.89067246039657
DAO	135.21817344322753	122.87046318521075	41.91136337156169
CAPRIN2	118.36542575431976	104.85330510205075	76.78126914362949
KCTD10	86.43225812276103	79.05386692263359	134.51387495460537
SLC11A2	80.74972245786361	140.9795669152402	78.27071062689619
MLEC	67.21132505352197	125.70881426728909	107.07986067918895
MVK	70.28929226088874	152.37031091733056	77.3403968217807
CSRNP2	98.76390230825172	108.07176948173056	93.16432821001771
CAMKK2	115.38123269965432	99.1749986880732	85.44376861227252
BIN2	38.80843919343286	169.3203687927846	91.87119201378252
IL23A	38.17668594023208	108.89800409314894	152.92530996661895
ATP5B	142.22897673864946	131.0575150950444	26.713508166306134
PTGES3	121.82273784226716	41.16731247263818	137.00994968509465
SYT10	0.0	0.0	300.0
BCL7A	107.24329261110913	111.69991803565351	81.05678935323739
RSRC2	137.05791147178593	156.35552310991645	6.58656541829766
CYP27B1	18.74430878361089	155.3353428011594	125.92034841522972
LIN7A	86.86461488158227	105.06303487287406	108.07235024554367
KRT18	177.29379657301445	74.75658052989232	47.94962289709328
ACSS3	79.07204195237316	85.80692060610743	135.12103744151943
TNS2	99.0279640406726	84.27037769718103	116.70165826214638
GLI1	76.38089667055723	65.05027906583332	158.56882426360949
PPM1H	77.17803135973094	114.09589475300088	108.72607388726819
METAP2	87.93054173313253	107.91975855408108	104.14969971278639
LTA4H	115.54772965011404	109.56938833050529	74.88288201938072
ELK3	123.25769616857087	87.63921025415982	89.1030935772693
SLC6A12	77.45553237781218	111.86476160569423	110.67970601649361
WNT5B	50.51797262369821	183.18252728399017	66.29950009231159
MAGOHB	137.3129251336882	106.25408154315872	56.43299332315309
TRPV4	53.13252811842736	94.37275373052836	152.49471815104425
ITFG2	38.96523275227223	55.27823902922211	205.7565282185057
FOXM1	123.99422739027175	126.58033022306756	49.42544238666072
PRMT8	101.97267359892616	93.21774263902645	104.80958376204741
PARP11	78.30956046498446	166.75623075624804	54.9342087787675
ARPC3	123.20861897223918	37.49657816756578	139.29480286019503
GPN3	96.92828977612992	120.2884734471941	82.78323677667598
VPS29	85.55957452609944	118.07983888180055	96.36058659209998
MYL2	111.19466211061777	0.0	188.80533788938217
RAD51AP1	134.69386928467563	42.44366304626176	122.8624676690626
CUX2	42.19951124351118	72.98309835276855	184.81739040372025
SH2B3	72.91726583961828	120.65680715928102	106.42592700110072
AKAP3	31.54196602180334	199.32070561649152	69.13732836170516
MANSC1	73.67073492573734	111.46010376040793	114.86916131385476
KCNA1	107.87929770274596	75.95083574479432	116.1698665524597
DUSP16	77.05933763323259	103.15277894997735	119.78788341679004
CREBL2	99.64565703423189	100.2240488947767	100.13029407099141
ACAD10	148.24230913837877	95.95576224012198	55.8019286214993
ALDH2	97.02459450298986	107.68496898066651	95.29043651634363
CDKN1B	88.67914276250531	123.90137213291337	87.41948510458134
GPRC5D	28.910286348892456	0.0	271.08971365110756
NAA25	69.8838226029932	149.43786724953316	80.67831014747361
GSG1	0.0	300.0	0.0
SCNN1A	45.346330767243096	59.51091725943514	195.14275197332177
LTBR	31.138413561152014	92.48239729023972	176.37918914860828
OGFOD2	67.79616093143103	73.89839571428902	158.30544335428
CDK2AP1	115.974855186641	80.30005974077145	103.72508507258755
OAS3	34.96012961144491	78.94033857414959	186.0995318144055
OAS2	90.72087770431412	153.68335576799709	55.59576652768876
ART4	300.0	0.0	0.0
MGP	37.48275928341015	109.79837496450907	152.71886575208083
RASAL1	91.45877718894955	140.7373545631756	67.80386824787486
ARHGDIB	63.12939114225043	124.28657622291944	112.58403263483012
GTF2H3	81.21624329406984	146.93424541362907	71.84951129230107
EIF2B1	91.76164919509895	97.6291194713438	110.60923133355722
DDX55	135.9803964010109	89.31234977989241	74.70725381909669
SLC38A1	57.21181415527682	103.87156523209175	138.91662061263145
RERGL	101.84745519783198	32.536323009180315	165.61622179298774
ENDOU	55.1667854657802	49.76364402192678	195.06957051229304
C12orf49	50.387703751933024	119.14055357462065	130.47174267344636
VDR	136.24836590138162	49.05371805497407	114.6979160436443
FZD10	73.63480873489902	114.7003891578543	111.6648021072467
RFC5	103.228279952751	148.61602113706445	48.15569891018452
STX2	101.66722324894435	141.7890916410716	56.543685109984054
GPR133	141.09103315285915	41.403960542905885	117.50500630423495
COPZ1	120.37484128509102	90.88662176596742	88.73853694894159
TBC1D30	92.04649685382822	120.99552905937281	86.95797408679901
CAND1	80.80777930844577	113.73218518344326	105.46003550811098
RAB5B	90.37819224164438	136.49151586521694	73.1302918931387
MDM1	71.00947271659282	139.80190636752695	89.1886209158803
NUP107	106.27849307199799	116.93043043744251	76.79107649055953
CNOT2	102.26176365675734	116.48274624075536	81.25549010248727
TIMELESS	112.21410000790509	126.08914282702833	61.696757165066614
CPSF6	75.47261576475731	118.35734373055271	106.17004050468996
KRR1	84.80681467527867	105.07249750839529	110.120687816326
MRPL51	116.77140483435913	94.29341744682884	88.93517771881201
GAPDH	93.51027258093903	89.54861040227134	116.94111701678966
NOP2	119.73531460413278	80.87760298713114	99.38708240873606
CHD4	84.20622521147253	103.02096678707966	112.77280800144783
ACRBP	63.02587241257211	233.79724018426225	3.176887403165633
UHRF1BP1L	83.77474387727366	120.26523861710004	95.96001750562631
COPS7A	92.77928232834441	95.41462820713777	111.8060894645178
ING4	108.79272498728396	107.76466934320297	83.44260566951304
GNB3	62.00656907478117	42.19379941145209	195.7996315137668
CDCA3	143.22210163562252	122.29274901951008	34.48514934486736
CHPT1	110.76831883230678	77.08096244882525	112.1507187188679
USP5	89.4238305806803	107.14147625508438	103.4346931642353
TPI1	112.34044863959751	71.38250840806953	116.27704295233303
GNPTAB	121.0822477063867	121.53755917272844	57.380193120884904
SPSB2	94.20116398029373	89.38784896559653	116.41098705410968
ENO2	121.16085603598886	55.16843978858233	123.6707041754288
ATN1	97.59777836456479	101.59909415992733	100.80312747550786
C12orf57	88.76913975851235	84.38322129146744	126.84763895002024
PTPN6	23.15493560057367	37.621558339009226	239.2235060604171
LPCAT3	98.83577177906376	129.60228923462452	71.56193898631172
NT5DC3	51.643277382951744	85.53022073247936	162.8265018845689
SUDS3	67.99135043034738	96.32427641726335	135.68437315238924
GOLT1B	90.393352946239	131.45878566792314	78.14786138583787
GYS2	300.0	0.0	0.0
LDHB	164.48146684342396	129.2216130741147	6.296920082461307
PRKAB1	105.28099667718523	105.43825195410501	89.28075136870977
CMAS	94.82274605881697	89.66668585573659	115.51056808544648
HCFC2	72.41409658187516	132.2486426544944	95.33726076363051
ST8SIA1	85.41284544522382	101.2239559429433	113.36319861183293
CLEC4A	122.11329859930062	88.91300211856995	88.97369928212943
C2CD5	107.13206168098259	128.68406140330796	64.18387691570942
RAB35	82.27866047584253	103.35743773132766	114.36390179282978
PHC1	22.588767654845846	169.96554783876343	107.44568450639076
COX6A1	68.15391222221292	134.01645998542853	97.82962779235854
AL021546.6	69.00463804185432	135.7889076099126	95.20645434823307
RFX4	52.09759089481497	135.97809112754595	111.92431797763905
RIC8B	92.71059680070776	107.97870056509944	99.31070263419284
SRSF9	114.90269386019808	108.67117744479071	76.42612869501122
FGFR1OP2	95.73403446044037	130.2004442956218	74.06552124393784
KLRB1	157.63939632012395	142.36060367987605	0.0
COL12A1	23.50086143211236	49.97014911503808	226.52898945284963
BTN3A3	130.64120993978855	74.92949157179426	94.42929848841716
TDP2	93.12312758514936	107.74130317511784	99.1355692397328
FRK	27.528573182812462	53.73289893175885	218.7385278854287
DSE	130.57047579677968	101.36825982858504	68.06126437463527
RWDD1	107.58969006806032	87.59851697166663	104.81179296027304
RSPH4A	98.59409492743644	146.04674384850767	55.35916122405585
MAK	166.04960217620717	116.52798406391986	17.422413759872946
PAK1IP1	90.28420176112569	96.37207300344743	113.34372523542686
GCNT2	84.98455135342863	152.93390322607087	62.081545420500504
SMIM8	96.10692751272335	127.88146848307159	76.0116040042051
NEDD9	76.68899397422909	136.18275911897697	87.12824690679393
CEP85L	103.81223415700649	131.75470756718948	64.43305827580402
ADTRP	0.0	37.37967173989096	262.6203282601091
ASF1A	97.91550221314478	111.77675417117108	90.30774361568412
MCM9	68.34293826305581	117.8595010886527	113.79756064829142
FAM184A	113.98842045657129	110.04401876654141	75.96756077688728
RNGTT	84.54212847301272	118.50880219360313	96.94906933338416
MAN1A1	37.527810712634334	83.92648580182829	178.54570348553727
GABRR2	0.0	70.54893228620963	229.4510677137904
SERINC1	93.94368114161136	119.89676249014036	86.15955636824826
HDDC2	164.73998254515791	109.7433825759606	25.516634878881504
TPD52L1	63.19927964687846	103.74822915769532	133.0524911954262
HINT3	76.79993532620422	87.46230442790393	135.73776024589188
NCOA7	75.74056925099556	111.82310067470671	112.43633007429771
FAM65B	48.90408207203245	80.22679208081941	170.86912584714815
SASH1	49.54536614755724	149.6897927121307	100.76484114031207
UST	48.293838646292784	195.54903319013943	56.15712816356778
FBXO5	108.69717767442819	118.13283338065472	73.16998894491702
MTRF1L	57.0274141201769	125.14945812080722	117.82312775901589
PPARD	100.65048758886049	94.10672395727077	105.24278845386877
FANCE	87.17916700953717	47.0848226878347	165.73601030262816
SLC26A8	244.9949990296588	39.10901342858592	15.895987541755327
MAPK14	80.34458234557387	99.33610888100726	120.31930877341888
KCTD20	75.2421640023398	118.05448545622983	106.70335054143037
STK38	108.79825613963368	66.05172064441159	125.15002321595472
SRSF3	110.18175804351196	107.2659274333624	82.55231452312563
SOD2	98.85545701647123	138.16084291124875	62.98370007228002
MRPL18	96.18148901425668	80.55396929183274	123.26454169391063
MCM3	182.94539651608463	111.34070313388575	5.7139003500295535
RNF8	83.97096874082474	100.1600874883354	115.86894377083985
PHACTR1	76.64314392961042	136.18642055885417	87.17043551153542
MDGA1	64.31999598827967	174.27514969079806	61.4048543209223
ICK	70.85056612951036	144.76970982110916	84.37972404938053
FBXO9	105.4106842650663	80.82173552142321	113.76758021351048
CD83	104.94969660493385	105.75211356207733	89.29818983298885
MDN1	98.24081534221828	101.42444958938961	100.33473506839212
GLP1R	30.80927936237325	234.21289182771812	34.9778288099086
SAYSD1	61.49563568130498	181.59145119740484	56.912913121290195
BMP5	18.795404599347048	38.12919134032573	243.07540406032723
BACH2	94.92700340357656	142.09518787145385	62.977808724969556
RBM24	45.41355046153317	21.091189953342223	233.49525958512461
CAP2	89.27892617518222	73.24056142530894	137.48051239950885
ZNF451	97.56544523005546	141.134562001769	61.29999276817553
BAG2	103.50884138760938	104.75308115839552	91.73807745399503
RAB23	81.87824282300244	121.91276360053504	96.20899357646252
TSPO2	99.71850417960424	200.28149582039575	0.0
FHL5	174.59820259501743	67.79284623705004	57.608951167932545
FBXL4	91.79703427312552	127.74126800044073	80.46169772643374
CCNC	101.61309701750436	115.84706942606928	82.53983355642637
E2F3	95.9234231198991	119.66011143291908	84.41646544718189
ASCC3	78.00446493967121	156.71570104871256	65.27983401161622
BVES	55.63271413953436	69.78268640427248	174.5845994561931
COL9A1	39.90693630528828	45.3361915343208	214.75687216039097
MED23	80.2917835746072	106.63201233158941	113.07620409380341
WASF1	114.36765986146429	102.98250926496242	82.64983087357326
GPLD1	129.94058704900746	124.85808103657496	45.20133191441758
ALDH5A1	69.28447786591776	142.77132332760672	87.94419880647551
AIM1	120.9178233817919	118.49777679783553	60.584399820372504
VNN1	103.24789559576008	70.6189330651664	126.13317133907344
ACOT13	82.96026211682859	115.80697211013013	101.2327657730413
SMAP1	86.38773274192127	119.95716804678098	93.65509921129774
RPS12	156.7300382458759	138.1371683470828	5.132793407041271
C6orf62	77.42059082055407	116.00488990414387	106.57451927530211
B3GAT2	88.32325903646885	123.86904939008167	87.80769157344946
GMNN	117.96718111141828	68.85958823207791	113.1732306565037
EYA4	14.502083863791693	259.03199037598205	26.465925760226288
SOBP	91.88081038374759	93.70822021427692	114.41096940197552
NR2E1	164.1665585567813	0.0	135.8334414432187
SNX3	91.17694776157136	97.53943336765124	111.28361887077742
HBS1L	81.27914940437496	107.15708095934706	111.56376963627797
TRIM38	50.9813153057472	99.61678731586731	149.40189737838546
PEX7	115.20021697670512	77.03334294804182	107.76644007525303
ZBTB24	78.24336509254103	143.59542871289653	78.16120619456245
FIG4	98.59620121018436	100.41670377157259	100.98709501824308
PERP	155.35176558457795	65.02209029365008	79.62614412177194
KIAA1244	87.13337560995275	129.74077599374547	83.12584839630178
SLC16A10	59.81060999827622	57.455982425548314	182.73340757617544
HECA	88.09505720481567	100.19382337545804	111.71111941972632
GPR126	44.37310180462345	86.30858448593757	169.31831370943894
PHACTR2	59.52327882870131	122.96988769347581	117.50683347782287
EPM2A	94.185963798648	78.60617281587625	127.20786338547573
SLC39A7	0.0	109.71676614005614	190.2832338599439
SLC22A2	19.15709770773881	61.695070365169414	219.14783192709177
PHF1	0.0	119.94687197496678	180.05312802503315
CUTA	0.0	161.1772881401215	138.8227118598785
PACRG	49.41365339041358	56.176531617157224	194.4098149924292
QKI	55.723545175272285	125.98498964724614	118.29146517748157
PDE10A	83.07460918435541	113.7658985328628	103.15949228278186
MDFI	81.06025528830952	5.067131896591538	213.8726128150989
TFEB	89.28628697024492	107.90599233900676	102.80772069074828
SMOC2	64.1560344866877	61.706869851550536	174.13709566176178
CCND3	113.36496898053036	99.58525011348588	87.04978090598377
BYSL	81.53948604199954	101.406961863101	117.05355209489947
FAM120B	91.39688704854237	99.08253322659718	109.52057972486051
TBP	81.4560569525338	146.56578289623633	71.97816015122989
GUCA1B	132.53302449689903	125.91260270534008	41.55437279776084
PRPH2	238.84384992429918	45.070832378064004	16.085317697636807
GLTSCR1L	80.7531581339151	121.97107693701388	97.27576492907102
PPP2R5D	95.20852794454748	105.27729074805461	99.51418130739788
MRPL2	97.65979340195314	88.73854075235363	113.60166584569325
PTK7	77.18979009910939	108.83726714316222	113.97294275772842
SRF	92.66722365086859	116.85683042586743	90.47594592326395
CUL9	91.56898360953912	113.06321497200457	95.3678014184563
DNPH1	108.59674456569692	165.85711901637663	25.546136417926395
DUSP22	51.40737374423621	68.65411133176758	179.93851492399622
EXOC2	50.59526535658061	73.16989946233309	176.2348351810863
COX7A2	184.8818897834395	113.74080396401118	1.3773062525493343
TMEM30A	82.68446515197346	113.79056791221291	103.52496693581368
GMDS	108.97128342106568	81.58145513699162	109.44726144194274
SENP6	97.91512994466146	121.9448202407375	80.14004981460103
IMPG1	0.0	259.5601685588371	40.43983144116292
VEGFA	93.55842561116944	82.28038015543778	124.16119423339276
PRPF4B	81.47571843738093	121.41930126881758	97.10498029380147
TTK	83.54259237108131	206.19056419809021	10.266843430828471
SLC29A1	90.69389715262196	82.03162110244405	127.27448174493401
WISP3	155.3933240592385	86.07785715458661	58.52881878617491
LAMA4	72.31577997867791	115.55478519818172	112.12943482314034
FAM46A	187.69487784632292	41.528634178430295	70.7764879752467
CLIC5	35.2259398693633	94.60146531626515	170.17259481437156
FBRSL1	93.24392214656302	90.30295214204902	116.453125711388
ENPP5	48.96639808016358	136.09359415079072	114.94000776904572
LY86	31.12270548984541	145.76136128523578	123.1159332249188
PRSS16	37.646101404719005	74.19127340623959	188.16262518904142
TBX18	95.31433274887358	81.29259034616784	123.3930769049585
ERBB2IP	61.166554114317506	146.15763378775512	92.6758120979274
PCDHB2	93.21825137820599	80.97122792884	125.810520692954
HARS2	92.47018973656937	97.59209836107524	109.93771190235542
NUDT12	70.9614388075413	116.05266656356915	112.98589462888955
CEP72	99.1836857631305	146.67130334475496	54.145010892114556
MAN2A1	43.33050898542244	140.41501320399584	116.25447781058176
SEMA5A	50.49801995518395	58.52989552469755	190.9720845201185
C7	27.873263650151443	56.960132779262786	215.16660357058583
PAPD7	103.96421187151157	101.61797220966815	94.41781591882024
GHR	29.488503794038728	82.98885260826707	187.52264359769413
DAP	36.23121510339555	168.05769249378272	95.71109240282173
NME5	157.53840241208025	90.99227660548412	51.469320982435676
BRD8	78.43181610079415	100.46515326203635	121.10303063716952
KIF20A	0.0	122.45894006944582	177.54105993055416
NNT	96.5473563313758	104.24357428256708	99.20906938605712
MRPS30	66.95448733509723	84.27341088955438	148.77210177534843
HSPA9	101.2621588693136	108.1588799038025	90.57896122688392
MRPS27	90.38253366474028	150.06450949179288	59.55295684346685
PFDN1	63.45264511553657	65.88055988259475	170.66679500186862
HBEGF	99.74886703986594	57.23762505947978	143.01350790065425
SLC4A9	61.143604179744834	100.07545105955391	138.78094476070123
LOX	88.63065883078455	159.6273101714443	51.74203099777116
GZMK	31.277787340717612	95.91773948586464	172.8044731734177
CDH9	0.0	0.0	300.0
APBB3	115.72286611284883	98.57249060223512	85.70464328491607
TMCO6	84.82667193893494	87.19932715814429	127.97400090292079
SPARC	65.43309758932057	169.74266094079093	64.82424146988849
IK	88.16871967068043	141.6622766849911	70.16900364432847
HMGCR	100.6041532451553	106.15957045867617	93.23627629616857
COL4A3BP	76.3689239710881	116.81065325477095	106.820422774141
FAF2	80.51020430962829	122.99692664158228	96.49286904878944
PCDHB3	68.78829551293887	108.35185535339693	122.85984913366418
PCDHB5	92.28761982596609	118.14339831967283	89.56898185436111
PCDHB6	67.8445741537376	143.77890046917994	88.37652537708244
PCDHB7	129.06756054516921	116.25613231795309	54.676307136877675
PDE8B	80.75441540021565	73.74259052996315	145.50299406982123
CLK4	162.98495318469094	87.12804489447959	49.88700192082939
PCDHB15	98.19837551901168	125.15793996320299	76.64368451778529
HAVCR1	115.84890040082294	114.80217050959433	69.3489290895827
GRM6	168.0007699054521	104.30009219061898	27.69913790392893
ITK	87.47584517044857	74.39471827464982	138.12943655490156
RNF130	74.03634798275658	110.34166195077042	115.62199006647302
THG1L	95.93842242268772	113.64173303511332	90.41984454219906
ARSB	73.72271291572117	119.05328143252012	107.22400565175869
CLINT1	76.23832725114879	108.35230382507406	115.40936892377715
THBS4	245.1728664600453	53.34786578390466	1.4792677560500311
CNOT6	96.52637028575805	100.77608238207524	102.69754733216672
BTNL8	0.0	0.0	300.0
TTC1	104.86832141970007	98.36435788489936	96.76732069540061
MSH3	91.53248518986112	87.862678450034	120.60483636010491
RASGRF2	99.21375691873075	114.17520070060392	86.61104238066532
GABRG2	76.70576432344342	106.19456604954809	117.09966962700852
CCNG1	68.9788462092468	95.19958729034373	135.82156650040946
POLR3G	40.26964843779274	63.90136638169089	195.82898518051633
DROSHA	96.40010093005571	110.71651018149409	92.88338888845016
CDH6	41.74903515728258	103.6726143272535	154.5783505154639
LMNB1	74.60014106401725	129.34142593837748	96.05843299760528
ARRDC3	84.32592711786498	155.29252285940865	60.38155002272638
GOLPH3	76.50109640956482	123.11927146620971	100.37963212422541
SUB1	106.26216088720828	74.63077825924289	119.10706085354883
NPR3	39.732605292066246	103.834512080377	156.43288262755678
FAM172A	81.73609635268278	115.89256532826515	102.37133831905203
SLC27A6	117.43022896531568	182.5697710346843	0.0
TARS	97.22053393016293	95.1770318738301	107.602434196007
LNPEP	60.27519914408668	146.83916838717337	92.88563246873997
PDE4D	45.682287651497624	168.76945843722999	85.54825391127233
RAD1	100.53766796342678	133.59193863098554	65.87039340558772
BRIX1	110.66910201093687	96.22508496342782	93.10581302563531
AGXT2	0.0	0.0	300.0
PRLR	0.0	201.84363456327907	98.15636543672088
SLC12A7	102.99194371509428	128.4994016700202	68.50865461488553
RAD50	88.17094059812732	123.70097318736653	88.12808621450617
IL5	0.0	39.111280375926576	260.8887196240735
ST8SIA4	94.42851503443735	68.9124147894363	136.65907017612633
GNPDA1	88.40272474200003	92.70123491687721	118.89604034112276
PCDH12	83.75888015663075	191.57787856507488	24.66324127829438
SKP1	141.3356949271485	126.69846717724893	31.96583789560262
NUP155	54.389398435906344	94.27918943639364	151.33141212770005
PPP2CA	144.0592693782023	0.0	155.94073062179774
FGF1	72.67580966649108	103.33441546637462	123.9897748671343
NR3C1	72.83513285858392	128.11150178337033	99.0533653580458
C5orf15	85.41456987422775	104.39170623486204	110.19372389091015
PPWD1	125.13346868156958	102.8696023445881	71.99692897384232
LIFR	48.77248626534624	127.22663462411509	124.00087911053868
TRIM23	76.92124429262518	135.6354655422552	87.44329016511963
TRAPPC13	77.37542674007194	125.01890254647876	97.60567071344933
SEC24A	66.3267362591428	113.70754165545334	119.9657220854039
TXNDC15	98.37832298177716	105.03802115672556	96.58365586149732
TTC33	92.74538722338991	125.06536087040526	82.18925190620483
RARS	107.66797260631648	92.82300308257923	99.50902431110428
WWC1	77.04209303877539	137.74341652981448	85.21449043141014
H2AFY	106.52096055771251	95.27254037770386	98.2064990645836
TCERG1	96.05530029688887	113.00607256809691	90.9386271350142
DPYSL3	82.08528380311954	193.58884314617464	24.325873050705805
SMAD5	71.80514287703986	125.70274959957285	102.49210752338729
CSNK1A1	85.79188093606976	112.912530525488	101.29558853844225
HMGXB3	102.1886506385342	90.65669712447256	107.15465223699323
ERGIC1	110.80258567233636	103.29986312784094	85.89755119982269
PDGFRB	73.4637323441445	116.71100523374376	109.82526242211172
ATP6V0E1	86.45055204086039	171.80781702569047	41.741630933449194
BNIP1	79.72666926599761	122.30977396252788	97.96355677147443
STC2	67.47645650050956	147.80884568335247	84.71469781613801
CPEB4	74.81049360439934	126.57074899030485	98.6187574052958
HRH2	55.8090227012073	133.3974155818005	110.79356171699222
DBN1	87.18220985792375	126.38226452157697	86.4355256204993
ZNF346	78.16363555002839	108.5797824743717	113.25658197559989
UNC5A	137.4030198881154	83.47357554958975	79.12340456229485
EHHADH	49.39742773623045	168.6278982986346	81.97467396513495
CNTN3	38.83886277194647	148.22021200711512	112.9409252209384
SMC4	82.38392492539205	120.58527075504833	97.03080431955964
SELK	116.71216517046999	100.09354488961986	83.19428993991018
ACTR8	81.20410632005252	97.08509614219808	121.71079753774939
TBCCD1	95.92232510427297	129.71624911142536	74.36142578430172
TIMMDC1	99.85656094538956	81.20377497166362	118.93966408294676
CRBN	76.6098092077976	126.2986022272416	97.09158856496079
KNG1	104.47919630614383	47.17668865719585	148.34411503666033
HRG	300.0	0.0	0.0
BCL6	85.61046425823017	111.05370479754035	103.33583094422949
HGD	83.24343978151198	93.27468186843379	123.4818783500542
CLDN16	169.78337121953422	0.0	130.21662878046578
ARL6	77.73212793110055	122.84013115843038	99.42774091046904
NPHP3	98.66171065031222	121.93052230844603	79.40776704124175
CD86	49.57039611810914	149.8143960302451	100.61520785164575
AMOTL2	89.76983704343439	150.35193325121193	59.87822970535371
NIT2	85.10842495294827	79.58254721771169	135.30902782933998
FAM162A	80.09004842043296	79.89476561211254	140.01518596745444
OGG1	87.92967901543163	70.17272077169746	141.89760021287094
KPNA1	73.42008487658127	106.0572240975658	120.52269102585291
PCCB	116.03757900231079	83.97069390945838	99.9917270882308
UBE3A	87.65212569918467	136.52859026024996	75.81928404056544
ARMC8	126.05496738116115	115.89631625346186	58.04871636537696
CEP70	73.2440400189226	93.06154360002267	133.69441638105468
RBP1	163.32564832020466	107.70590843526674	28.968443244528586
SLC25A36	82.20425028058294	141.93805363323324	75.85769608618381
RNF7	156.77208339148393	8.929766730997903	134.29814987751817
TFDP2	73.83435488547298	101.9332533272804	124.23239178724657
XRN1	75.81252412578637	143.61556983172682	80.57190604248679
KAT2B	72.87151854640135	126.52193477282658	100.60654668077208
BCHE	101.75462939494541	161.6294597917701	36.61591081328452
PDCD10	107.60391224517892	73.74924527533335	118.64684247948772
LRRC31	91.59792975822879	155.2338348279875	53.16823541378366
WNT5A	43.75706609867727	85.2064478880961	171.03648601322664
PFKFB4	78.01296296110507	92.03974766318572	129.94728937570918
COL7A1	138.86644203441415	146.0487428565168	15.084815109069044
FGF12	72.19613460714459	99.86232729537748	127.94153809747787
PRKAR2A	85.8231933999002	117.65367730939896	96.52312929070084
HES1	128.16045739100096	105.73670131748241	66.1028412915166
USP4	130.41371190799077	95.174350088703	74.41193800330619
ACAP2	61.580741492693235	118.52296498520415	119.89629352210261
ECT2	103.87139058138537	128.50366070228333	67.62494871633142
GNAT1	28.21285848877219	44.386456627238516	227.4006848839893
GNAI2	96.44465437751369	96.41763087380836	107.137714748678
TFG	90.26060844510437	102.9963271616489	106.74306439324677
HYAL1	81.34392026583743	126.38232859002886	92.27375114413367
TUSC2	98.37026910558032	92.05768368176076	109.57204721265892
NPRL2	106.65113752128642	105.05870313809052	88.29015934062306
RPL24	250.77515333003691	47.76375734136338	1.4610893285996591
CYB561D2	84.30052457699108	105.1646731936843	110.53480222932457
C3orf14	68.34163105601387	105.18286976758733	126.47549917639876
FXR1	84.78113886945202	106.32070812233015	108.89815300821783
CBLB	137.35400181605917	110.64611610985982	51.99988207408105
BBX	59.96912442869916	138.4707709790184	101.56010459228246
IFT57	69.10644694364657	137.23973623413377	93.65381682221965
GNB4	93.54115602360952	103.51541218052387	102.9434317958666
HHLA2	35.287681756056706	249.58549897433957	15.126819269603805
GBE1	71.99577126311716	101.06081715617444	126.94341158070841
UMPS	76.09218292221443	106.62720863776711	117.28060844001844
NCBP2	65.42711707455621	95.26895557074312	139.30392735470068
SNX4	94.91100957281627	116.56847619985322	88.52051422733051
C3orf52	60.33362784380439	0.0	239.66637215619562
FRMD4B	68.32615788800229	138.4863944347481	93.18744767724962
SLC41A3	144.0959059093201	98.63323120253878	57.27086288814106
PLXNA1	78.1868174704269	122.80079330128679	99.0123892282863
ATP6V1A	121.34950829663084	153.36420118330528	25.286290520063908
ABTB1	107.680900940667	141.08989424206817	51.22920481726485
PODXL2	98.91627162304012	81.0773885463873	120.00633983057259
CSPG5	111.22270621202452	85.67084801487114	103.10644577310433
KLHL18	92.80164184006324	89.76640170112331	117.43195645881346
SCAP	83.37198466577034	109.92622007403273	106.70179526019695
EFCC1	54.43903794956313	36.01037507960632	209.55058697083052
KIAA1257	31.378154132382164	25.08368854449384	243.53815732312404
NEK11	91.2491233544705	124.57202076150051	84.17885588402895
MRPL3	117.03040779723996	113.9775327472944	68.99205945546564
PLSCR4	126.42147714779006	147.24718874209816	26.33133411011177
HEMK1	107.3737931773043	42.345600224179506	150.28060659851621
CISH	84.73749661955073	89.80646265020798	125.45604073024126
MAPKAPK3	62.93778089179987	126.14225947929052	110.9199596289096
ACVR2B	50.94093787065162	139.03088029570142	110.02818183364698
WDR48	87.07395148430267	124.19478465894684	88.73126385675045
COMMD2	88.83079863759366	134.11454856773614	77.0546527946702
GORASP1	77.37136264457034	86.47234157323312	136.15629578219654
PEX5L	31.58018460312094	99.79249013218065	168.62732526469844
RRP9	124.36354277219218	80.98645188180402	94.65000534600382
ABCC5	87.09874818265374	105.83609684515018	107.06515497219607
ABHD14B	99.43696118323491	85.36805293279403	115.19498588397106
EIF1B	161.69063664527522	12.96459052049714	125.34477283422764
ABHD14A-ACY1	105.8166290059288	105.3634067834107	88.81996421066052
ARHGEF26	75.81459104375897	169.43688770183942	54.74852125440163
KLHL24	67.23841733153084	138.8852101810893	93.87637248737988
PLCH1	64.46471859558157	133.5266362255919	102.00864517882647
VIPR1	98.36746415033396	138.2706246894182	63.36191116024787
DNAH1	146.2797315928937	145.05897484642213	8.661293560684165
SSR3	80.27847057515027	138.60425803002784	81.11727139482193
ZBTB47	80.88283067205792	124.66846998265162	94.44869934529052
TNNC1	43.742585428460714	19.99496453039276	236.2624500411465
NKTR	94.09848725183603	131.8612858652604	74.04022688290354
CLCN2	71.79100929837452	91.05082274459774	137.15816795702779
FOXP1	70.73305779224687	135.23545326415416	94.031488943599
