	Human_Muscle_Relative_Gene_Expression_Difference(RPKM)	Chimp_Muscle_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Muscle_Relative_Gene_Expression_Difference(RPKM)
APPL1	70.85772186144433	149.69224504740646	79.45003309114925
AFAP1L1	105.02671007166651	139.3345852385263	55.63870468980722
TSC22D3	134.28881161819473	123.27496585213508	42.43622252967023
DSCR3	111.68506891247083	95.94199090163859	92.37294018589054
DYRK1A	56.20455856616682	138.21864102076208	105.5768004130711
KCNJ6	28.18847675648632	256.71028786498283	15.10123537853086
KCNJ15	237.085629988323	27.62938286184495	35.28498714983205
ERG	99.82157120577992	127.12460474058295	73.05382405363713
ETS2	109.62311635718989	147.60164355146608	42.77524009134404
TSPAN18	102.4123907355203	101.96126950374497	95.62633976073474
LCA5L	109.91798159912088	98.359046293578	91.7229721073011
SLC35B2	100.84830724492669	86.27241515391279	112.87927760116057
TMEM164	158.05297264647317	51.92779043497537	90.01923691855143
MX1	162.1204941359202	105.21633574637863	32.6631701177012
CREB3L1	107.65405545312608	122.59935618683109	69.74658836004288
C2CD2	86.2164919322008	92.01725676104608	121.76625130675313
TAB3	50.12848578366058	156.11938823718725	93.75212597915223
SLC38A10	88.25955264728749	95.85375114209617	115.88669621061634
C9orf43	39.27144387751415	224.718750677546	36.00980544493989
PALM2-AKAP2	64.21408312920353	69.42689854873181	166.3590183220646
ZNF618	128.13642195400328	19.726085734600776	152.13749231139596
DGKI	175.40345094676528	0.0	124.59654905323467
C9orf91	78.85826414231558	150.42825174966333	70.71348410802108
SNX22	0.0	89.79644919931768	210.20355080068228
UBN2	72.45217103777432	153.70639009111534	73.84143887111031
BRAF	93.0185276327078	138.10482525593898	68.87664711135325
SLC34A2	199.77429889249098	100.22570110750905	0.0
ACAN	248.46612001025034	12.386041597726473	39.14783839202319
CABP1	147.670339588658	107.00902048795736	45.32063992338466
WDR19	67.10747596248272	172.91495759882332	59.977566438693955
SLC37A3	72.22230710028322	120.35236914826777	107.42532375144901
AP3S2	120.75546035276803	96.57330318238625	82.6712364648457
FMNL2	104.77515198663147	137.04569035089727	58.17915766247119
GAREML	202.7078018361119	95.52546396017549	1.7667342037125955
SPPL3	121.04990991053893	105.40230169428293	73.54778839517817
DPYSL5	75.26734855509739	151.68751884870022	73.04513259620235
DRC1	0.0	151.47879407851593	148.52120592148407
RAB28	98.86792087468059	108.47462246323471	92.65745666208473
FAM213B	96.02137063737236	105.00174901549859	98.97688034712904
TNFRSF14	215.63545469132012	41.15326402254346	43.21128128613644
PANK4	109.05856907864813	104.26553673929595	86.6758941820559
MEGF11	53.2585791157512	62.74370202273566	183.9977188615132
C12orf43	111.09836022752575	110.74187670174749	78.15976307072677
PEX10	111.7506189998816	102.33731954632339	85.91206145379499
RER1	95.08703225905907	92.55408435280624	112.35888338813471
RADIL	110.60603301219594	114.7944668946083	74.5995000931957
SKI	91.23347906501196	89.39830423832994	119.36821669665811
WIPI2	75.86406171259267	121.15684402493561	102.97909426247173
LDLRAP1	68.59500766337125	16.469662663436903	214.93532967319186
AGAP1	60.18843907629675	104.59191084436397	135.2196500793393
KRTCAP3	216.38374264337057	62.989253044105034	20.627004312524367
ANKRD61	89.34004842495824	98.63096428428588	112.02898729075588
PAFAH2	111.80146130288668	144.18275317161542	44.015785525497854
EXTL1	209.15362427614247	41.87571960347313	48.97065612038438
SLC30A2	232.64159325135566	48.0989071700593	19.25949957858504
BRE	84.40917551887459	124.2824414529939	91.30838302813156
TRIM63	152.00405697888567	134.73395715571158	13.261985865402698
WDR66	69.41155402648084	58.873848894545986	171.71459707897316
GRHL3	170.9621706332095	0.0	129.0378293667905
UBXN11	163.4586579285169	110.38148097877922	26.159861092703874
PTPDC1	83.50217985886695	184.30213682309562	32.195683318037396
GALNT14	10.462793701977784	246.32289344697455	43.214312851047644
NCK1	99.92798784295157	140.58998920286845	59.48202295418004
HPD	159.82362052986397	67.5296566571938	72.64672281294224
RHPN1	208.6465073045809	58.6585308831267	32.69496181229242
TPRG1L	76.6742699556856	104.46802827067403	118.85770177364037
LRRC43	0.0	34.10631902930143	265.89368097069854
AAED1	68.14567360501039	137.13589725752388	94.71842913746568
XDH	53.74760981539567	66.19030084161116	180.06208934299318
XKR8	122.53383263030841	96.41318111689488	81.05298625279671
CNNM4	98.11457925628768	139.97395623315384	61.91146451055845
EYA3	63.38071081528476	117.00231811915171	119.61697106556358
DZIP1L	127.82764730677465	89.15389559734274	83.01845709588268
TMSB15A	0.0	300.0	0.0
FANCC	154.38522277732883	48.718975863077716	96.89580135959343
MRAS	85.18024939580707	163.78178400100558	51.037966603187336
WASF2	101.63284071110648	128.62108682791876	69.7460724609747
ABHD3	116.07034730623755	84.97544995249062	98.95420274127183
ESYT3	71.7229966738116	142.0048272382941	86.27217608789435
FAIM	131.20258778007226	83.27823198342402	85.51918023650369
FAM46B	115.47490545092856	102.55336065072471	81.97173389834673
CLSTN2	107.09952723044273	140.85697921395175	52.0434935556055
COLEC12	77.68819870688695	61.49822093419145	160.8135803589216
RNF207	70.37716362092391	97.78845290481269	131.8343834742634
CUL4B	96.05753143856228	125.68584548756776	78.25662307386993
GPR153	133.46899368117312	86.60123761927974	79.9297686995471
SLC13A3	83.94059555398799	75.28112575859329	140.7782786874187
RHBDL2	0.0	300.0	0.0
AUTS2	50.8473833712693	137.6637674777056	111.48884915102512
SHROOM4	77.46267537570428	115.03070404196917	107.50662058232653
CDC25C	0.0	0.0	300.0
HIST1H4H	88.0135806617463	103.01154132842565	108.97487800982806
MITD1	115.44863303910793	99.5807048751838	84.9706620857083
EIF5B	84.32730390187957	123.16527628048478	92.50741981763568
RIBC1	30.378337814257527	30.436200290611648	239.18546189513083
TMSB15B	0.0	95.90076095276692	204.0992390472331
CATIP	0.0	155.52595224510713	144.47404775489287
CNOT11	91.4561695092698	135.06552057795585	73.47830991277434
KCNB1	22.64068219747436	158.76108281198697	118.5982349905387
TSPAN33	128.80187762380777	81.67074199699698	89.52738037919526
NRG2	125.0183523711994	163.32143801030622	11.660209618494372
AHCYL2	48.33741631607707	103.2826838906598	148.37989979326318
B4GALT5	44.787220590419494	193.46352224279224	61.749257166788276
CD1D	48.44574501079039	9.956183512740942	241.59807147646865
SPATA2	82.494795474523	111.68280733111774	105.82239719435921
DNAH3	121.7206034417728	45.49894727048078	132.78044928774642
TSR2	71.754243554834	34.53407497264653	193.71168147251947
PPP1R9A	94.85478936534561	169.55268764141914	35.59252299323521
ZC3H18	87.20544988858417	107.91606293474307	104.87848717667273
ZFAND2B	95.20153202061566	87.246596395248	117.55187158413636
GDPD5	64.31325770536634	85.36804667069964	150.31869562393405
DYNC1I1	121.7837953874441	103.20227454445335	75.01393006810255
PFKFB1	53.18598331067855	38.02944738605659	208.78456930326487
ALAS2	195.1183051131332	96.85817754282192	8.023517344044905
TMED4	99.76893717356644	91.35456344646413	108.87649937996943
PPP1R15B	114.15383941784552	80.75022191742775	105.0959386647267
COPG2	102.05804277746178	112.96478197965504	84.97717524288318
C11orf30	76.75168311867424	153.01085252665817	70.23746435466758
AGPAT6	125.34000463588927	86.20735280981918	88.45264255429153
PKD1L1	85.11952621420406	212.49322675165035	2.3872470341456262
ZSCAN12	69.81913224292907	182.7606758827416	47.42019187432938
TAGLN2	136.4487354151779	93.16524879609936	70.38601578872274
ELK4	67.96816442904345	164.24640522332888	67.78543034762767
SLAMF8	189.22970591491304	36.12982948510426	74.64046459998265
SLC45A3	84.78351075767037	88.05943626234884	127.15705297998079
DUSP23	92.33853282788051	117.19186738608225	90.46959978603721
RNF166	112.01954762780434	118.9788249356381	69.00162743655757
NBL1	121.10006063819476	109.52246751610919	69.37747184569602
HTR6	0.0	0.0	300.0
F11R	88.71402544948756	109.63683534078356	101.64913920972884
USF1	88.25758510525503	120.0612869618212	91.6811279329238
PLA2G2F	0.0	0.0	300.0
SPATA2L	156.21343931329278	93.70841426574353	50.078146420963755
NIT1	116.55083107881026	103.38212865204068	80.06704026914903
DEDD	113.87564994787664	106.45309376783271	79.67125628429062
ZNF276	128.02083331381561	92.02029818462668	79.95886850155767
NPM2	95.53484435567141	97.35951385479969	107.10564178952893
EDA	98.57732900759623	91.33368422424289	110.08898676816091
FGF17	126.95726359697903	173.04273640302097	0.0
VWA5B1	200.32171246767976	0.0	99.67828753232024
CDA	4.905039960270021	5.799859815548407	289.2951002241817
PINK1	123.52572935475183	170.36943997558927	6.104830669658927
B4GALT3	79.26386718587209	116.37422003095071	104.36191278317723
DMTN	95.02686334578536	190.93104245934433	14.042094194870309
ADAMTS4	271.79225716289625	18.495213499585645	9.712529337518125
FAM160B2	94.38036072238042	118.19058734922147	87.42905192839818
NDUFS2	61.55139927893969	96.1102346808397	142.33836604022062
SLC5A11	0.0	202.93905530500828	97.06094469499168
FCER1G	72.77122090807352	58.41171391342952	168.817065178497
APOA2	114.89495407820681	185.1050459217932	0.0
TOMM40L	54.5151861818979	125.52486430750409	119.95994951059801
MPZ	257.8548218546673	35.112390127885824	7.032788017446852
CCAR2	93.07971154104577	124.00159571385043	82.91869274510381
WNT9B	30.78613482028142	76.19178071110883	193.02208446860976
CACHD1	104.2925158719451	98.98553659625357	96.72194753180136
CDC42SE2	39.29099000707685	122.11014495436001	138.5988650385632
RAPGEF6	63.91542579908729	174.60816117778975	61.47641302312292
EPB41	45.86418531125026	157.22321926795058	96.91259542079916
MIS18A	134.909091285817	16.61618599871122	148.47472271547176
ALG8	87.21899790489879	113.83818334637483	98.94281874872638
FBXW5	131.77460735244694	76.28118386676161	91.94420878079148
C21orf59	127.39172219148931	105.41580634022417	67.19247146828656
SYNJ1	50.70429582441554	122.88390289576591	126.41180127981852
PAXBP1	70.1806431596108	116.36201771661044	113.45733912377878
IFNAR2	108.28203339773523	134.87951708511733	56.838449517147424
MRPL10	99.43893234583953	122.21153784336578	78.34952981079466
IFNGR2	147.92503732991375	96.84298662738098	55.23197604270529
GART	83.13970134359019	122.32896486614501	94.53133379026481
SON	86.68764335626676	139.79268550478417	73.51967113894905
DONSON	102.01235176809409	89.07466468405548	108.91298354785044
SV2A	55.594324210353655	121.97346779693059	122.43220799271577
STC1	259.70674972778073	33.01750739638949	7.2757428758297324
TNNI1	131.54332766524	92.56018156782696	75.89649076693306
CSRP1	186.46851860334448	59.12059171712044	54.41088967953511
C1QC	74.59878877199804	81.65327371363063	143.74793751437133
KCNE2	113.803284943762	129.94513961659376	56.251575439644256
ATP5G1	131.2095327307356	115.4403371013262	53.35013016793822
RCAN1	60.01506449625514	85.98859192057785	153.99634358316698
UBE2Z	71.87557685328062	154.02493089223586	74.09949225448352
CIART	174.7493763962432	100.90511353868186	24.345510065074972
SNF8	76.29018910367316	74.5675777718532	149.14223312447365
CLIC6	249.65983427935683	44.69066480394906	5.6495009166940955
CCDC24	0.0	300.0	0.0
RUNX1	46.15910959045098	98.46272058623568	155.37816982331333
CBR1	43.67495418645302	69.66709831608726	186.65794749745967
CBR3	142.96985414079876	52.18396430621468	104.84618155298655
C2orf81	37.97213882878569	13.480098559884365	248.54776261132997
GJD2	0.0	151.3885651713113	148.61143482868863
ACTC1	28.15469123007085	250.33834958301796	21.50695918691121
MORC3	60.04404702849179	119.25872166597489	120.69723130553336
CHAF1B	147.54491736698265	127.69591973166364	24.759162901353697
CLDN14	0.0	152.47462423817004	147.52537576182996
SIM2	3.4340584193369743	134.31987370451478	162.24606787614826
HLCS	84.86520795310454	125.09426658241918	90.04052546447629
SCUBE1	143.86033859119533	62.958514238397136	93.18114717040747
ARHGAP27	0.0	162.6477121964765	137.3522878035235
ADPGK	125.13965874201327	95.12188505002288	79.73845620796382
PLA2G4D	0.0	300.0	0.0
PADI4	272.2712224390546	10.869881358716677	16.858896202228717
ADIPOR1	47.93078815465451	89.57733256260082	162.49187928274466
CYB5R1	81.8825044647902	120.66796007405583	97.44953546115396
PSMD4	100.48886762586457	108.56634753275318	90.94478484138224
ATP13A2	58.44410482118708	114.61702483273484	126.93887034607808
M1AP	181.33002797331318	118.6699720266868	0.0
PSMB4	107.37120680396181	86.58805064753231	106.04074254850589
IRX6	264.5700259671676	24.871922731762	10.558051301070373
BTG2	161.135732994016	101.71766212714289	37.146604878841075
CES5A	97.66198455802406	59.949268590902925	142.38874685107302
HK2	157.20031356336486	53.500874471517804	89.29881196511735
C1R	117.40503159445439	113.7952594697771	68.79970893576854
CELF3	0.0	126.78660599258322	173.21339400741675
ALDH4A1	155.85098703386865	52.261264446180775	91.88774851995056
STARD9	144.22892116544776	81.14537472774143	74.62570410681082
THEM4	27.509190451450188	162.58710472480956	109.90370482374028
UBR1	54.3783914809308	113.48209243241519	132.13951608665406
AMFR	61.32986407301486	147.51548163793052	91.15465428905468
MED8	108.96962646212869	105.32799827310579	85.70237526476554
TGM7	197.39512117471872	102.60487882528126	0.0
ISL2	262.18068444025005	17.263611587273093	20.55570397247692
RSPRY1	97.20107715845859	128.03568006184892	74.76324277969252
CCDC17	112.08648461606619	81.45835353572703	106.45516184820684
GPBP1L1	82.69055894261822	128.8706745558995	88.43876650148232
NAE1	85.13623209808652	81.98919703532991	132.87457086658355
TMEM69	141.5153845387488	117.17387773599386	41.310737725257354
GPR114	60.55162072918161	113.85724555038304	125.59113372043531
DRC7	0.0	204.8523901119137	95.14760988808632
ACE	103.01120111907305	105.91496754718428	91.07383133374269
TEPP	0.0	0.0	300.0
EFCAB14	57.94844039764089	129.94526992412182	112.10628967823737
SPON2	121.729340896239	77.1609874742121	101.10967162954891
CHCHD6	170.4131064412944	58.25231445948478	71.33457909922079
CTBP1	101.31201418829474	84.71543532513776	113.97255048656751
LRRC36	5.6690823625484015	78.53641117675315	215.79450646069844
TPPP3	65.18082150187526	161.96448603889573	72.85469245922903
ZDHHC1	59.62971665342961	95.5543344486892	144.81594889788124
ATP6V0D1	113.69012657088575	115.05978377805728	71.250089651057
AGRP	0.0	300.0	0.0
ZFYVE28	88.11381111903026	68.4480876136995	143.43810126727027
RLTPR	41.19245616994575	117.69533051922416	141.11221331083013
C16orf86	135.36309544057622	123.2715852135896	41.365319345834166
FAM131B	34.62300157347827	183.25779303314732	82.11920539337441
RGS12	101.99776273701104	114.72460628620101	83.27763097678802
PSKH1	108.77948022977677	95.2277226500282	95.99279712019504
ZYX	119.75731695727939	103.36912642989162	76.87355661282895
ABR	168.80690236238715	74.77914757472503	56.41395006288781
LYPD5	175.68155607637644	37.93246349976904	86.38598042385455
CCDC117	51.60376096691722	167.65107296128906	80.74516607179366
CCDC107	112.3867402294435	158.39385146205092	29.21940830850559
NPR2	76.1186655965632	93.34882238637479	130.53251201706203
ZNF233	41.51961554484879	41.25426068366456	217.22612377148667
ZNF235	86.14141770665556	103.53337754511212	110.32520474823235
GNE	96.77107050567672	130.98207101848277	72.24685847584045
TNFRSF13C	0.0	0.0	300.0
ARHGAP35	76.11717874790139	104.50194132566905	119.38087992642956
PTGIR	119.36096471507929	67.57712983500565	113.06190544991506
CALM3	78.87329064331642	95.43861522053491	125.68809413614864
DFFA	75.55846157098824	93.3808123726476	131.06072605636416
CCDC28B	168.8030516982771	48.14441222529552	83.05253607642742
IQCC	25.367731496489004	72.21081841081781	202.42145009269322
TMEM234	107.25953002885538	116.41075472552171	76.32971524562289
BSDC1	90.24404190527636	115.92295872371643	93.8329993710072
ZBTB8A	144.15863169550184	62.64910597029838	93.19226233419981
SSU72	89.40070504110984	118.86282512711963	91.73646983177048
UBE2J2	94.26871027187002	84.25777657633937	121.47351315179063
ZNF362	94.89371574282872	77.46296855669344	127.6433157004778
FNDC5	54.857061118988156	159.2439163331116	85.89902254790019
NR2F6	149.22458332113743	55.26384264373425	95.51157403512832
ANKLE1	227.3677464239959	45.38687805396981	27.245375522034266
CCDC58	120.82216867959833	63.86888796141472	115.30894335898691
VMA21	82.8136563090398	47.47638325117017	169.70996043979002
KALRN	112.97376002379305	78.77220368151143	108.25403629469557
ABCG1	77.11636913767019	147.91818456883513	74.96544629349474
TFF3	232.67757597040668	54.21582713418272	13.106596895410574
TMPRSS3	300.0	0.0	0.0
UBASH3A	0.0	107.35327978241895	192.64672021758105
RSPH1	110.85992616852683	107.31547224303274	81.82460158844046
SLC37A1	50.340095214062345	144.23463026701745	105.4252745189202
PDE9A	135.10959756387328	105.52207739829669	59.36832503782998
WDR4	62.016149293118005	94.21622721944892	143.76762348743307
NDUFV3	118.12329244861499	132.65798961958063	49.21871793180436
PKNOX1	88.44884632699713	133.78453878298714	77.76661489001572
CBS	127.15497267289051	0.0	172.84502732710948
U2AF1	95.93344221894145	110.97197842437487	93.09457935668368
HSF2BP	39.01259109875578	211.1410388971412	49.84637000410306
RRP1B	99.7076082478906	137.5376680579672	62.75472369414224
PDXK	107.76166840394129	120.48496063565047	71.75337096040828
G6PD	104.07762096349092	106.65855496888814	89.26382406762097
CSTB	131.6555749282473	99.40926235296143	68.93516271879125
RRP1	99.27375738193116	106.74269636843185	93.983546249637
AGPAT3	88.28339689008767	99.44691581639125	112.26968729352107
TRAPPC10	57.1084559052823	138.10115337084636	104.79039072387131
GAB3	163.51870977094512	98.92380085635149	37.55748937270333
C21orf33	86.34748162717669	108.16193253006921	105.4905858427541
ICOSLG	75.09335063493621	86.07888215520732	138.8277672098565
AIRE	0.0	0.0	300.0
C21orf2	93.16093050733768	78.460368291339	128.37870120132337
LRRC3	72.64901622104648	64.350030240782	163.00095353817153
ITGB2	143.51194623451497	90.87524346977388	65.61281029571111
FAM207A	134.8896597539162	120.21909414820666	44.89124609787713
RALGDS	124.15634661690424	115.80772553862178	60.035927844474
FTCD	167.80020001351522	76.64504327814807	55.55475670833666
SPATC1L	198.55611426347798	92.27205792180901	9.171827814713028
LSS	204.713215886726	77.5367672834641	17.750016829809983
VAV2	73.93111242067235	66.69422510756017	159.3746624717675
MCM3AP	105.58063532214317	118.74647953684389	75.67288514101298
C21orf58	198.09241650224024	58.72667649353246	43.18090700422726
PCNT	128.87379600116614	120.98754539919825	50.1386585996356
DIP2A	54.38130136628371	181.4059368523517	64.21276178136458
S100B	217.81875860960977	50.602914213821194	31.578327176569047
PRMT2	111.4798741520457	90.43823328481896	98.08189256313533
CLDND2	258.81884824596716	41.18115175403282	0.0
ADAMTS13	76.95034963690466	173.27485882766743	49.774791535427944
CACFD1	65.31473316375344	81.61996016993204	153.06530666631454
SLC2A6	42.548444637024154	221.1888457969899	36.262709565985965
C9orf116	113.23264519629923	104.05582367626951	82.71153112743126
GPSM1	183.23823096741322	47.98510785620242	68.77666117638435
C19orf47	61.60250219577282	106.85154449236562	131.5459533118615
HIPK4	133.59711307506882	164.18195427948663	2.220932645444541
C9orf117	74.97666512267051	175.80268262900438	49.22065224832508
TOR2A	47.461183614148474	115.7479290171861	136.79088736866544
ST6GALNAC6	81.54138286071576	111.97548322050459	106.48313391877966
SHKBP1	128.72943613287592	100.62889006407644	70.64167380304764
RDH13	34.141221973200715	35.129329232796906	230.72944879400242
ZER1	87.99527057199693	109.83443852303544	102.1702909049677
ZDHHC12	77.90054200039245	139.62682344227574	82.47263455733183
PKN3	97.81594988273974	87.78785706499713	114.39619305226311
SPTBN4	148.61564755915043	97.17687208935362	54.207480351495974
BRSK1	54.74895624745082	164.55993301947314	80.69111073307604
PPAPDC3	82.76632513715462	75.34401773049031	141.88965713235504
TAOK1	68.60921157243295	174.01181220908782	57.37897621847922
MED27	117.20576220359081	92.75296423118392	90.04127356522534
DEDD2	96.57257855757317	113.33919452438397	90.08822691804292
SIK3	95.29259221788764	118.9151609242403	85.79224685787202
MPZL3	142.73565743053462	112.06063138847682	45.203711180988535
AMICA1	258.4572819428107	14.835044820539057	26.707673236650244
NEK8	63.61360049411989	64.21993905610512	172.166460449775
TLCD1	37.574497174632896	136.8505029720632	125.57499985330386
PCSK7	70.56369242183531	133.7802559301961	95.65605164796858
SAFB	104.64910641471752	105.63641270921809	89.71448087606441
CD3G	170.47182679075755	37.86597944401908	91.66219376522339
S100A1	166.74619986498755	79.423658313741	53.83014182127145
CHTOP	98.73703898745212	97.04902680533255	104.2139342072154
ZBTB7B	72.70130587213207	118.88682739100847	108.41186673685948
FLAD1	97.84879905070079	112.22471891519442	89.9264820341048
SHC1	96.29261453484592	109.70055321478445	94.00683225036963
NLRX1	97.29382348460592	83.24715639832043	119.45902011707363
ADAR	90.04031502029281	122.20312533222683	87.75655964748033
IL6R	37.67154135854879	219.97397189330874	42.35448674814248
UBE2Q1	70.47270562140541	109.96821155471457	119.55908282387999
CHRNB2	32.7770489287789	64.92143087091692	202.30152020030422
CRTC2	90.82866512433245	122.60888615998205	86.56244871568548
ANO10	86.89598094077606	115.53189470756269	97.57212435166129
FDPS	126.86188121500463	118.97883588424216	54.15928290075321
RUSC1	87.27758753206301	95.83951051260465	116.88290195533233
FAM189B	106.01046926360524	157.06230183985824	36.92722889653656
PAQR6	95.50683329642487	112.13342230802104	92.35974439555407
PMF1	209.61690819454492	77.40250551424018	12.980586291214946
SLC25A44	70.04788944989896	118.72906036975677	111.22305018034429
LMNA	143.61851359088215	69.51551507684545	86.86597133227238
CCR5	88.90321938204765	31.93570313998149	179.16107747797088
NBEAL2	157.47166081663744	101.42043381694594	41.10790536641661
CCDC12	85.97499547074328	116.29039092602265	97.73461360323408
PTH1R	128.93412820636618	110.07837326719974	60.98749852643408
UBQLN4	83.66455737601535	129.86663518258436	86.46880744140029
MYL3	110.68174864162378	66.35068812584346	122.96756323253275
PPP1R35	119.31239244602618	99.26661477166505	81.42099278230876
GPATCH4	83.60737470713563	117.5002922877494	98.89233300511502
FGFR4	164.39785178482117	82.30559957908288	53.296548636095906
HK3	44.32774503642885	169.57506172499015	86.09719323858103
IER2	251.56478484052425	20.92215797459291	27.51305718488282
ZNF394	71.16748522173435	103.79301215444707	125.03950262381855
CPSF4	72.13574348969065	117.06064210237497	110.80361440793445
LY6E	112.164655675786	144.499178620107	43.33616570410704
VPS28	141.73421518939614	80.2559931921861	78.00979161841772
TONSL	35.57310941190796	194.92353015295924	69.50336043513279
PTGER1	0.0	251.9731021333865	48.02689786661349
MUM1	66.93002719701181	83.61348290119483	149.45648990179342
LRRC14	106.7845094443187	105.09474975925673	88.1207407964246
COL26A1	0.0	3.919951126762	296.08004887323796
PPP1R16A	135.5342803746172	97.14865614008367	67.31706348529912
FOXH1	0.0	0.0	300.0
ORAI2	129.52185176381008	20.351864989714507	150.12628324647542
ALKBH4	75.6824179843257	111.63848637169787	112.67909564397651
SH2B2	157.19056989847726	2.049303935867064	140.76012616565572
C5orf45	137.56511171872845	106.21754277980978	56.217345501461836
SQSTM1	99.58099824197795	109.21524647038187	91.20375528764019
MGAT4B	85.13749419452215	147.57961890642574	67.28288689905214
RPL8	174.56028456268535	100.46073906886579	24.97897636844879
MAML1	92.16963115535692	118.12103427392258	89.70933457072043
LRWD1	84.19782445472008	83.6041466944609	132.19802885081907
FBXL13	227.8940633282212	51.76124354645965	20.344693125319125
NAPEPLD	68.77484256058607	106.50111151422979	124.72404592518411
SCGB3A1	187.3333976209008	112.66660237909917	0.0
PSMC2	77.45750004067118	128.89754617917185	93.64495378015695
CELF5	43.41132162929487	173.57645286517175	83.01222550553334
MFSD12	100.981341367984	127.02997044325156	71.98868818876446
CCDC116	56.65694597081483	154.8374163140391	88.50563771514611
DVL3	121.83819071851507	81.09710035045194	97.06470893103298
AP2M1	81.79337755770011	101.2637150468594	116.94290739544051
ABCF3	83.7116779780014	114.8794757781418	101.40884624385677
PCYT1A	73.52181466126979	124.25396755265254	102.22421778607765
FBXO27	16.32020392428548	51.41522129939842	232.26457477631612
U2AF1L4	144.5426403255537	106.08221303964326	49.37514663480305
BDH1	81.81115257599762	74.86818849773718	143.32065892626522
NPHS1	85.08249127319495	0.0	214.91750872680507
COX7A1	203.559020589263	0.0	96.44097941073696
ZNF382	0.0	148.5629558414483	151.4370441585517
LRRC56	196.3755080119756	92.8830378487735	10.741454139250907
PLXDC1	80.15531110177807	68.08550980148362	151.75917909673828
PGAP3	63.301717089646424	86.07301578732937	150.62526712302417
IKZF3	129.0498971783441	76.62565929437136	94.32444352728454
GRIN2C	22.42826880424948	241.1623326857137	36.40939851003679
FDXR	69.40499511304165	150.47219766475882	80.12280722219954
SAP30BP	133.7013309105273	112.2342822924928	54.0643867969799
ACOX1	86.66795555168663	146.28726210455355	67.0447823437598
PRPSAP1	101.23068629114704	93.91838056646652	104.85093314238647
CYGB	158.19228106905632	88.50587565999662	53.30184327094707
SRSF2	94.55114197008349	118.1273362342719	87.32152179564461
TMEM143	111.42236783535422	91.01522766154633	97.56240450309944
KLHL10	118.11987307159977	89.16556954618595	92.71455738221428
CCDC155	0.0	178.43009554027125	121.56990445972882
HCRT	0.0	0.0	300.0
ALDH16A1	98.93946983452574	62.413216108247404	138.64731405722688
ITGA5	131.04551092737103	95.741534039754	73.21295503287497
ZNF385A	102.01006474350795	79.98877508032525	118.00116017616682
MPP3	56.27009537712642	184.6978595791596	59.03204504371401
CD300LG	136.01715853584142	73.04591261714606	90.93692884701255
NAGS	64.37703880185848	89.13987445858629	146.48308673955518
LSM12	0.0	111.92312598969222	188.07687401030773
ASB16	57.282346126696936	105.14524537220696	137.57240850109608
EMC10	52.81352318390985	136.72510355274324	110.46137326334693
JOSD2	73.8719577429874	73.47589275523796	152.65214950177457
SHANK1	83.70080269369173	128.17228929970037	88.12690800660788
FAM171A2	13.247580762983805	186.15220396326168	100.60021527375456
DBF4B	49.03752033172953	152.1283911624715	98.83408850579897
PLCD3	155.84605030446517	94.91527499147301	49.23867470406187
FMNL3	108.2299946125755	81.18280144948177	110.58720393794272
AQP5	300.0	0.0	0.0
RACGAP1	93.8909602568874	85.72531720387931	120.38372253923326
LARP4	62.97116612705304	168.62799377289107	68.4008401000559
GRASP	206.7856118987398	54.38728871783768	38.82709938342254
RAVER1	91.51373095314493	98.96092410997281	109.52534493688222
SPC24	35.19197279335351	142.57656116823213	122.23146603841435
IP6K3	86.06127191827574	160.5248472448764	53.41388083684786
LEMD2	106.9358414186549	100.47153324338838	92.5926253379567
ALOX15	5.1837937359514665	0.0	294.81620626404845
TREML1	187.1179310560892	82.82489836882367	30.05717057508715
ZNF653	110.37334680249529	77.99685923632477	111.62979396117993
MED11	115.37900842619204	80.24321253924555	104.37777903456245
CXCL16	145.063609145659	113.73849687907689	41.19789397526409
SCIMP	128.8906081377414	171.10939186225858	0.0
RNASEK-C17orf49	120.19870205249332	106.91694196209104	72.88435598541561
BCL6B	107.42859392700217	88.2596847650578	104.31172130794002
ASGR2	300.0	0.0	0.0
TNFSF13	116.83271286337006	80.86691523415003	102.30037190247995
SENP3	82.61814751793368	133.0124191271843	84.36943335488198
FGF11	88.59174265846659	198.19321252548656	13.215044816046806
EIF4A1	109.03035703227741	162.578323734137	28.391319233585595
RPL26	161.93126403415442	117.0860174872958	20.982718478549785
POLR3K	105.09381597667804	77.95738758895537	116.9487964343666
SNRNP25	95.26224316060184	102.0309687628114	102.70678807658675
PRR35	0.0	133.49791871575104	166.502081284249
WDR90	107.05690726757196	96.24936424538379	96.69372848704424
JMJD8	80.58459258096316	164.93024480004803	54.485162618988795
CCDC78	101.12005136330218	0.0	198.87994863669783
MSLNL	0.0	0.0	300.0
SSTR5	300.0	0.0	0.0
SPSB3	136.0876366395339	105.30907932820652	58.60328403225957
MEIOB	5.940093487932628	292.4798209662703	1.5800855457970602
C16orf59	51.94724133924501	211.70292311842357	36.34983554233148
CCNF	69.38870186965444	132.7080694341786	97.90322869616692
TBC1D24	74.86136712054662	151.21057018692306	73.92806269253028
AMDHD2	79.8648364178581	96.48092272607664	123.65424085606524
NTN3	87.20435431316531	0.0	212.7956456868347
CCDC64B	252.55823388029626	0.0	47.44176611970373
PAQR4	97.37973768702676	159.36971649335158	43.25054581962166
