	Human_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)	Chimp_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)
ARSG	111.22664638003268	93.73971687912443	95.03363674084284
ABCA8	78.11833903119741	103.62335443335175	118.25830653545088
G6PC3	114.83350089374085	115.02181263735427	70.14468646890488
CLTC	103.73183358998735	112.89091925114181	83.37724715887086
BCAS3	114.10927496438627	111.74384205323224	74.14688298238144
PTRH2	103.08211149587731	88.89685213589912	108.0210363682235
SS18	111.84185516993178	132.11691663970296	56.04122819036529
TAF4B	143.79577917999023	117.27457447909421	38.92964634091559
AFG3L2	102.40811452598264	115.50532008084309	82.08656539317425
SLMO1	119.61721662567786	83.2870791419924	97.09570423232972
IMPA2	67.89276835544474	127.2237105980551	104.88352104650018
GNAL	115.50824958441413	101.5987927606278	82.89295765495807
SLC39A6	122.01710190443762	107.39515850599055	70.58773958957183
RPRD1A	103.7605513557593	111.04517733310036	85.19427131114028
C18orf21	105.19661156795941	103.58038609777265	91.223002334268
GALNT1	100.50681554900105	106.01652544610285	93.47665900489608
ASXL3	124.23474955015239	101.1959705202268	74.5692799296208
ADCYAP1	130.0693286473391	49.38567120625566	120.54500014640521
MEP1B	204.3983750768378	95.6016249231622	0.0
GAREM	107.06353047078241	108.96534260771291	83.97112692150469
ESCO1	101.39479803494045	112.54405059263787	86.06115137242169
OSBPL1A	115.05442074285337	106.76271239514136	78.18286686200531
GATA6	300.0	0.0	0.0
GREB1L	44.679872125805446	95.83924827918155	159.480879595013
C18orf8	109.51161391405884	122.17173341911962	68.31665266682154
PELP1	99.60538562687073	108.00238183978588	92.39223253334345
NPC1	99.8817774698886	113.54802092977904	86.57020160033241
SLC14A1	73.64284646660309	162.2776345992081	64.07951893418878
ARRB2	114.95797471424558	94.5948905040334	90.44713478172102
SLC13A5	135.38107304036063	56.57580957185247	108.04311738778686
ZMYND15	99.0058133955039	104.72399041992104	96.27019618457504
WRAP53	50.281767493946006	50.33640125359228	199.3818312524617
MINK1	94.2004624846918	96.8338963328815	108.96564118242675
SAT2	79.34481440698296	121.56271838526402	99.09246720775302
ASGR1	99.67186058416094	45.76424803963463	154.56389137620442
PIK3R5	51.3827072008771	85.35137296056394	163.265919838559
TP53	101.605763140275	110.76172614142037	87.63251071830459
CCDC40	71.53850918770999	166.70218646719124	61.75930434509878
ARHGDIA	101.86155760652113	93.58393758855844	104.55450480492044
TMC6	92.22188717461464	78.3962614376482	129.38185138773716
SLC16A3	112.49323480059958	74.58391941505468	112.92284578434571
CARD14	48.51587619002528	95.0027859533356	156.4813378566391
TTYH2	62.33029232382678	98.4117428446336	139.25796483153965
RAB40B	134.51661001624794	100.67044709000317	64.81294289374888
EIF4A3	114.12351151294406	48.187814959411654	137.68867352764426
CSNK1D	96.6760800686666	107.71629291561686	95.60762701571656
ANAPC11	94.39263350739566	77.82658943904549	127.78077705355886
TBCD	89.44180476634438	108.91813206889059	101.64006316476505
FN3KRP	78.27433326346268	101.54765502751766	120.17801170901967
NARF	140.89040884601053	79.44342978943673	79.66616136455272
RPTOR	92.25677430043675	98.20554274179834	109.53768295776494
FOXK2	106.09185123093148	101.0632075830618	92.84494118600676
TRIM65	72.28837819473945	122.56505294438598	105.1465688608746
CBX8	137.88816362800898	0.0	162.11183637199105
SECTM1	38.388362492247154	63.45411134366539	198.15752616408744
RNF157	110.771002666079	104.58957641230542	84.63942092161557
CEP131	59.17048188846955	107.3628139540867	133.4667041574437
WDR45B	116.45895547037011	145.47649953124878	38.064544998381095
CBX4	101.59466183954606	121.86918345057106	76.53615470988287
RNF165	96.12771014597772	113.60758740066463	90.26470245335759
DYM	94.61357244531784	108.465224248239	96.92120330644312
MAPK4	99.60957650918184	104.18255188546826	96.20787160534988
ELAC1	73.19890654272338	124.37640181381533	102.42469164346129
MBD1	98.12103536453948	99.73243703825864	102.14652759720187
SMAD4	98.59646964317466	123.44871135642086	77.95481900040446
TNFRSF11A	93.39758953773324	142.95667306281567	63.64573739945111
ZCCHC2	105.54451889480578	111.78002744142748	82.67545366376673
FBXO15	135.24543654480038	112.01316887975952	52.741394575440125
CBLN2	107.6625232013296	119.33277402801379	73.00470277065662
PMAIP1	117.23042491480192	98.47224818011013	84.29732690508797
P3H4	58.867322183037906	107.15755854088272	133.97511927607937
NT5C3B	107.23396013272857	76.7464692517261	116.0195706155454
FAM134C	77.41708850810987	112.64849122752172	109.93442026436844
ERBB2	99.24729141301316	97.44526686201593	103.30744172497093
GRB7	153.78469571459496	118.01029477114501	28.20500951425999
MIEN1	125.18500765384344	61.26348370978153	113.55150863637502
PNMT	170.22877108783453	91.03697450281412	38.73425440935133
STAC2	102.09468920416442	123.2744034497092	74.63090734612643
IGFBP4	136.7334618250097	77.37697650629526	85.88956166869504
FKBP10	114.3211723142699	99.80261838311559	85.87620930261454
TXNL4A	125.29837208490655	80.54354208013343	94.15808583496
CACNA1A	96.71375938928311	98.85718215681442	104.42905845390248
SAMD1	102.66362138616331	91.16304901982072	106.17332959401595
BRD4	86.19201112359542	103.25348348142617	110.55450539497842
SLC39A3	93.00372185066266	78.44953200813222	128.54674614120518
NFIC	94.65817440460924	120.0849409140772	85.25688468131358
TPGS1	87.09666368999694	78.92043508176081	133.98290122824224
PPAP2C	80.71430444762377	108.3584594508097	110.92723610156648
PRDM15	62.72222797679989	110.47689277177652	126.80087925142357
PFKL	99.59023813143808	103.01958416932273	97.39017769923912
VAV1	127.83420806573444	105.2017092256188	66.96408270864681
CTD-3222D19.2	0.0	0.0	300.0
SH3GL1	132.24089714482471	90.27115354238964	77.4879493127857
DUS3L	245.96245552696493	54.03754447303507	0.0
DPP9	93.5265764883212	106.74713679485781	99.726286716821
CCDC97	100.47487406283919	71.17933114877246	128.34579478838833
TMEM91	75.91258566634872	59.24741366801125	164.84000066564
SIRT3	139.74575227086905	93.80489753555176	66.44935019357925
IFITM3	202.07432623701376	69.64625422856653	28.27941953441972
ATHL1	66.85626637694126	82.12016611046428	151.02356751259444
HUNK	111.66696540681478	123.63552747192843	64.69750712125678
COL6A1	198.95582045385086	44.460960002762214	56.58321954338689
IFNAR1	134.28224263919276	85.2863407241427	80.43141663666454
SOD1	111.76916419448601	124.17267410738853	64.05816169812549
COL6A2	104.11889350591339	43.30523599238168	152.5758705017049
SIK1	118.59899180772393	96.67156559522859	84.72944259704742
DNMT3L	0.0	94.49986680873737	205.50013319126262
TRPM2	127.01473656311929	110.30231328789932	62.68295014898144
SCYL1	105.05620331040717	107.61232059152243	87.33147609807041
TMEM50B	84.34266361402851	123.29864260809057	92.35869377788092
APP	110.1589225741722	102.02858855307235	87.81248887275541
DOPEY2	89.58683588823078	100.49100761329419	109.922156498475
URB1	130.12475873560282	105.13401315844936	64.74122810594777
AKT1	118.82613047238573	86.73763677844109	94.43623274917321
EMP3	84.52331893666812	91.94231070700735	123.53437035632449
SAE1	69.09096587758738	106.5780534297227	124.33098069268995
NTN5	79.12897642980458	158.29782464722751	62.57319892296789
LMTK3	113.52377926373106	55.650252981133534	130.82596775513545
WTIP	55.06047700806689	86.32860956495747	158.61091342697554
ADAMTS10	82.71099925651555	110.53977865442417	106.7492220890603
RNPEPL1	85.88495178261361	109.68358293120876	104.4314652861776
CAPN10	77.91868185024727	115.7569239550645	106.32439419468824
MYO1F	88.56304244528438	105.91692506443707	105.52003249027857
ZNF787	300.0	0.0	0.0
C19orf52	70.10617987318909	82.92173408881354	146.97208603799734
CARM1	120.40679522048146	83.39439281892683	96.1988119605917
EVI5L	98.07498297785871	87.97838752493905	113.94662949720222
TM4SF5	0.0	0.0	300.0
SLC47A1	31.015220817106293	67.091002350231	201.89377683266275
PSMB6	97.75476537338074	93.24745240768357	108.99778221893573
SIGLEC10	58.18710299124831	236.6046318242538	5.208265184497903
KLK3	0.0	0.0	300.0
ZNF473	77.17688133126941	148.3204531557713	74.50266551295927
FAM71E1	60.85752112911402	175.05226500684523	64.0902138640407
RPS11	174.33796883287334	26.776692494825994	98.88533867230068
CTD-2545M3.6	0.0	106.7389568183779	193.26104318162209
RPL13A	10.020178661818157	0.5240754506712639	289.4557458875106
CTU1	89.92722000193442	64.96388824235795	145.1088917557076
NOSIP	102.64587126414857	100.12604821946339	97.22808051638803
IGLON5	119.46856239960799	59.87821680218223	120.65322079820979
RCN3	117.70356112309284	89.71124471963121	92.58519415727594
SLC2A5	54.85710587789415	171.64869370449284	73.49420041761303
RERE	87.13006323826036	105.94168573921495	106.92825102252472
MMEL1	87.69254376547136	135.3381619514883	76.96929428304034
CFAP74	123.14962067452035	40.259269309211234	136.5911100162684
PRDM16	112.40453682305449	129.28294027320857	58.31252290373694
FHAD1	173.5686099657145	88.48440270851957	37.94698732576596
EPHA2	116.50549443868667	87.70964499316389	95.78486056814943
ARHGEF19	50.67487883843407	137.66131429092252	111.66380687064344
EFHD2	119.85224994066009	97.08111322570187	83.06663683363804
PEX14	99.99794313882532	95.29515581601328	104.7069010451614
PGD	152.78824089597424	64.80646498750488	82.40529411652089
MYOM3	12.558747140913134	159.42984541140902	128.0114074476778
SH3BGRL3	107.51340765372801	82.45255721197758	110.03403513429436
CNKSR1	120.38799912961835	161.10215118327807	18.509849687103536
RPL11	133.18975049494193	74.19365795080847	92.61659155424964
IL22RA1	0.0	300.0	0.0
ZNF593	65.14956561269953	65.05074540875768	169.79968897854286
C1orf216	109.70728090244724	114.48657577751926	75.80614332003344
KIAA0319L	112.50109285842105	107.98217435565387	79.51673278592514
EVA1B	120.29446029225133	89.97906566070122	89.72647404704746
C1orf94	85.40414568347171	180.11544415206217	34.48041016446609
PLK4	68.40451523948039	147.48435165307424	84.11113310744535
MAP3K6	69.36412508231946	46.52997194624401	184.10590297143648
FCN3	0.0	0.0	300.0
GPN2	91.0267941663694	112.55353315358816	96.41967268004244
SYTL1	40.93146900674836	57.122692427833954	201.9458385654177
WDTC1	111.68400242163472	103.85087331796323	84.46512426040202
HSPG2	106.40416628473047	116.70324005031412	76.89259366495541
ITGB3BP	157.0516181858598	75.06661948161322	67.88176233252695
SERBP1	95.04720297299248	80.5207576674843	124.43203935952324
BCL10	89.21175531879322	102.7774893627655	108.01075531844124
CYR61	207.995268441232	64.79842710616374	27.2063044526043
PRKACB	104.29508836984019	113.69176660957771	82.01314502058213
PIGK	89.66382118662402	113.63756442440366	96.69861438897233
TINAGL1	133.4547138361304	114.88096080945509	51.66432535441451
AZIN2	129.90650809279197	84.76831236306977	85.32517954413832
RPS8	237.5249704762441	0.19202920389263378	62.283000319863255
KIF2C	51.21126889917672	211.88161601125418	36.90711508956912
PTPRF	109.32535460479312	88.28732493143798	102.38732046376894
BEST4	172.54198688175552	89.26500577788684	38.193007340357624
MOB3C	83.09827074594511	82.7397633200114	134.16196593404345
CYP4B1	216.85687903533778	0.0	83.14312096466223
LMO4	103.35576915502205	105.14375726068992	91.500473584288
SYPL2	42.46300631345044	17.146782859711998	240.39021082683752
BARHL2	0.0	300.0	0.0
MTF2	103.12369426657042	110.32610290039342	86.5502028330362
SLC44A3	92.06731823421792	126.80224407921017	81.13043768657191
IGSF3	64.97018031807505	88.77455764197529	146.25526203994963
CTTNBP2NL	99.45608469950167	114.53319977376799	86.01071552673031
STRIP1	115.3575038803512	93.41004351194852	91.23245260770028
PSMA5	141.48211369449223	34.35508112152455	124.16280518398324
FNDC7	111.69107974338301	98.54756017112946	89.76136008548757
C1orf162	150.63907670391845	108.68714069987261	40.673782596208916
CD53	92.73933730771748	89.58470422481732	117.6759584674652
CELSR2	91.13732718206772	103.32124164089784	105.54143117703438
ITGA10	99.48141874724756	81.98057574391463	118.53800550883787
GPR161	163.75768162112757	39.77749771474599	96.4648206641265
ALDH9A1	109.52696061945413	129.12183223618416	61.35120714436171
ATP1B1	111.89670671776861	106.49749706672196	81.60579621550946
TIPRL	118.58535179549403	112.38770032337662	69.02694788112937
NME7	102.5678576746648	124.16826443535265	73.26387788998255
POGK	91.05380099085646	100.30915455172588	108.6370444574176
MPC2	125.98340524764579	139.7386668714925	34.27792788086176
CREG1	92.73353631959128	67.7737447605692	139.4927189198395
DCAF6	116.99619346768667	99.0352638925926	83.96854263972074
RXRG	140.4007243985638	88.15410394848523	71.44517165295096
TBX19	87.61203012038065	139.69297302701557	72.69499685260384
UCK2	113.72327869575771	92.16446897760184	94.11225232664044
TMCO1	92.8220498523173	119.45136215279584	87.72658799488681
POU2F1	98.29877357190558	103.8601850772215	97.84104135087291
MAEL	173.83007246555695	92.70339117602504	33.466536358418026
ILDR2	75.34551431767532	86.25389936253897	138.4005863197857
DPT	27.942805901323116	215.71608965826846	56.34110444040843
MGST3	118.82083818229134	95.07248198904544	86.10667982866322
ADCY10	34.617118447958944	3.624744099853917	261.7581374521871
RFWD2	118.00330116852184	104.34757665709971	77.64912217437842
UFC1	127.23538830712704	80.88518779942736	91.87942389344558
PPOX	80.06513294741049	76.93811822747905	142.99674882511047
FCGR2A	136.18425735365193	122.07733759401597	41.73840505233212
NUF2	97.804761234153	184.06695245609473	18.12828630975229
RGS5	123.69097352408298	111.297660714338	65.01136576157903
SDHC	74.46920270281502	225.5307972971849	0.0
PFDN2	120.35557193767205	103.6694713119473	75.97495675038063
NR1I3	93.93265995001367	67.80642519503056	138.26091485495573
USP21	93.55602749885577	95.55306731284264	110.89090518830159
PRCC	113.17867430176139	115.53178138688025	71.28954431135838
RRNAD1	50.653150549787604	51.46441971119506	197.88242973901734
MRPL24	129.7482771482286	126.20426485284439	44.047457998926994
PIGM	66.31325171029609	134.83255989377358	98.85418839593032
CASQ1	160.31712916272016	126.61805133851436	13.064819498765464
ISG20L2	115.84212427609116	104.54974424143913	79.60813148246974
CRABP2	131.11167282350527	47.448939961354704	121.43938721513996
HDGF	126.43855306850324	173.56144693149668	0.0
ABL2	117.97851364163381	99.04135080444598	82.9801355539202
XPR1	94.87776967360882	105.40554602616422	99.71668430022692
RGS16	149.83283753255523	117.60414694055652	32.56301552688827
TOR1AIP1	84.20078656460362	109.764674453018	106.03453898237838
HMCN1	64.47165381718244	127.6323324495938	107.8960137332238
RGL1	100.47746198661014	109.29375876443991	90.22877924894996
LYPLAL1	109.49539657622127	126.15326775035665	64.3513356734221
PRUNE	147.8452016496962	19.5031549128894	132.6516434374144
RORC	72.3335812742986	0.0	227.66641872570142
TUFT1	61.29374666945615	91.34804912276047	147.35820420778342
SF3B4	103.56043702457004	97.43955197078232	99.00001100464763
ECM1	75.23154887220201	131.759805489267	93.008645638531
ZNF687	88.02987114281183	125.15444504070376	86.81568381648442
TARS2	130.84409570285104	168.61693215742616	0.5389721397228515
CGN	108.69152095051791	99.7495926610407	91.55888638844142
SNX27	87.53225751971291	119.01587545423058	93.45186702605652
SETDB1	95.34377059517996	108.95365817809406	95.70257122672596
ADAMTSL4	26.51821109817173	91.66021562500974	181.82157327681855
MCL1	105.0513150413061	107.46792464615945	87.48076031253449
CTSK	100.44002729425033	45.55224350348121	154.00772920226845
RFX5	95.32153706251763	125.33704828689245	79.34141465058994
PI4KB	94.97242228186143	106.75293792286809	98.27463979527053
PIP5K1A	101.05509249634854	119.2037457279943	79.74116177565713
ANP32E	130.9190349017018	26.012794719370913	143.0681703789273
FAM63A	96.343643931802	123.79840270883129	79.85795335936673
ANXA9	83.25945056860394	168.20838345212292	48.53216597927316
SELENBP1	162.0090714886299	56.25816680766903	81.73276170370107
CERS2	92.62335847575832	124.77195625193151	82.60468527231015
ENSA	83.90968602321107	98.12795573629758	117.96235824049133
SEMA6C	106.9987866860596	103.37842529721885	89.62278801672153
MRPL9	100.2605827443516	108.79032238881432	90.94909486683407
ARNT	102.09902540557452	110.20892195541427	87.69205263901118
POGZ	96.36155897881153	110.27867017129552	93.359770849893
OAZ3	121.40507633475596	76.24136293180992	102.35356073343411
HORMAD1	183.33671954916812	0.0	116.66328045083183
GOLPH3L	98.87245294793556	124.0052076986937	77.12233935337079
GABPB2	92.11072107148708	121.25824952314497	86.631029405368
SYT14	88.79297663352025	136.64398554101916	74.56303782546061
KCNH1	99.74326019052675	94.66653443056259	105.59020537891061
DTL	90.26996139454852	139.71025322719026	70.01978537826122
DYRK3	72.78686566185263	123.0474583139597	104.16567602418772
EIF2D	82.49528592132359	96.21127138635785	121.29344269231856
INTS7	106.00419255852611	120.6240999440475	73.37170749742641
VASH2	68.33587536461381	91.73226110391236	139.93186353147388
SMYD2	123.796965309186	108.3735613984621	67.82947329235188
SUSD4	81.51534760231381	93.02419013605936	125.46046226162684
DUSP10	102.02670319416416	120.91174900482184	77.061547801014
TP53BP2	78.96229483598982	129.0972735149054	91.94043164910481
ATP8B2	71.74906972362692	96.06181791235471	132.1891123640184
ADAM15	85.94794376519059	87.33403237433647	126.71802386047293
JTB	94.90901543195773	89.52769779971462	115.56328676832767
RAB13	51.02570089799303	77.75139962296417	171.22289947904284
S100A8	242.18831454611504	53.91724908411517	3.894436369769726
TPM3	92.24224411236483	99.40098140114064	108.35677448649457
NUP210L	113.18707732568014	166.94962426941277	19.86329840490709
SNAPIN	108.89911237250531	107.4621937051108	83.63869392238391
SLC27A3	121.42693934726654	110.96419809357785	67.60886255915563
UBAP2L	100.02431736861669	109.30643005706209	90.6692525743212
SLC39A1	105.37876366585917	104.71499783449177	89.90623849964908
HAX1	103.51573412760908	111.48279674447453	85.00146912791638
CREB3L4	133.5856394632349	103.7442388800831	62.67012165668202
EFNA3	123.54586105471562	72.45127209709077	104.00286684819365
KCNN3	94.81449460079352	127.39592908347109	77.78957631573537
C1orf43	123.68863274109864	105.24405744896232	71.06730980993899
GATAD2B	74.16171596433783	116.61374101807947	109.2245430175827
ILF2	101.43032774340995	106.88126825850817	91.6884039980819
RIT1	98.77354269559105	136.65553268638533	64.57092461802364
INTS3	131.31043502658264	75.87739671588369	92.81216825753368
PKLR	56.97541888351792	76.69727922161331	166.32730189486875
HCN3	115.88693373562144	124.79291618490502	59.320150079473564
ACTA1	47.37307351301272	53.116477783889	199.51044870309823
C1orf131	69.09637218641413	156.65133218044903	74.25229563313685
GALNT2	95.39940319315848	93.36420720236347	111.23638960447799
TTC13	107.64929381806705	119.10713490503872	73.24357127689429
SCCPDH	128.05988279757656	99.33760964332464	72.60250755909881
LYST	97.64711146940792	114.51576870632366	87.83711982426848
MLK4	107.88228950274237	103.5994091268827	88.51830137037491
CEP170	56.01808956605714	137.00964173171698	106.97226870222592
ACP1	114.00702991735247	122.63332433534543	63.35964574730202
SNAP47	109.80360959839086	130.3898058646869	59.8065845369222
SRP9	17.145738400633444	173.66264413322364	109.19161746614294
NVL	101.79957114126648	119.66600256041544	78.53442629831807
SDE2	76.55748211612523	120.97847261296151	102.46404527091325
DEGS1	106.05470782992872	121.46490878523659	72.48038338483471
FBXO28	98.52656986912116	131.17691732767557	70.29651280320326
ARF1	160.70724706034207	68.52121007313218	70.77154286652579
LEFTY2	163.39782699540325	136.60217300459675	0.0
CNIH4	104.26011740695522	99.82988606189022	95.90999653115459
ITPKB	119.921112913761	126.59667204343225	53.48221504280674
GUK1	165.7884281003752	79.25013599321088	54.96143590641394
CDC42BPA	96.47391514429764	125.47381264977619	78.05227220592612
CNIH3	139.02653304660979	98.93982912472478	62.03363782866542
C1orf35	95.1951724983312	68.91816277003375	135.88666473163505
MBOAT2	103.62753021532444	103.25395378224702	93.11851600242854
PARP1	110.48427325474151	125.32978067698485	64.18594606827358
PSEN2	94.09046903344654	90.10387450203356	115.80565646451993
PYCR2	128.37434028035867	124.84332955093778	46.78233016870354
LBR	85.65311424436773	129.36285357853924	84.98403217709307
WNT9A	62.74942499921372	2.556838470783172	234.69373653000306
EPHX1	116.73618265863497	132.83680396270924	50.42701337865583
REN	26.83290113799533	59.99210618432239	213.1749926776823
SOX13	115.90336564956003	105.2488313500448	78.84780300039516
ETNK2	120.47020873317913	77.83925105131908	101.69054021550177
PPFIA4	85.38616358918753	95.51936711168668	119.09446929912582
PLEKHA6	83.63545621379056	96.93570090464108	119.42884288156836
PTPN7	174.40490116514908	0.0	125.59509883485092
SYT2	36.330629288094975	125.43453733347292	138.23483337843214
ARL8A	113.59619992794596	95.21748024554212	91.18631982651192
OSR1	127.64864532470924	102.74395928728003	69.60739538801073
PDIA6	108.14355147159205	95.52576203144666	96.33068649696132
RHOB	92.96714679267973	103.64095086777867	103.39190233954163
ATP6V1C2	21.213491984517887	265.43157481967	13.354933195812094
HNRNPLL	95.04148014743981	102.52507230408648	102.43344754847374
GALM	79.94668705502741	94.62661047517832	125.42670246979426
CAMKMT	128.39376167330272	107.59227139012127	64.01396693657603
ABCG8	128.96683218602715	171.03316781397285	0.0
EML4	93.93506018687584	121.42283791538605	84.6421018977381
CALM2	182.9950839549893	110.4082455346538	6.596670510356835
CHAC2	62.70338521233185	89.30307921924948	147.99353556841868
RPS27A	233.8755046749227	66.05119776130378	0.07329756377351009
WDPCP	104.87934923213793	95.39654322466328	99.72410754319876
VPS54	95.79916617474173	120.17812016217808	84.02271366308021
ASXL2	75.34916317478272	134.09596372696967	90.55487309824755
ETAA1	96.16455226656356	121.7276214741656	82.10782625927084
SNRPG	122.1104985649972	162.82491982836746	15.064581606635352
ABHD1	80.52812956427864	127.77776895791564	91.6941014778057
MEIS1	79.35900260079872	156.2722466482255	64.36875075097578
CIAO1	116.850244103107	104.98454543682605	78.16521046006693
SNRNP200	102.37037067591113	83.31099391058919	114.31863541349966
MRPS5	111.26865335554099	95.7878239928286	92.94352265163039
ANKRD53	135.19032055230448	61.80593423122672	103.00374521646884
TPRKB	131.12063611903534	63.20343608201134	105.6759277989533
EXOC6B	106.63267905956846	93.85409492311828	99.51322601731324
SFXN5	121.65070769605192	93.15536927085915	85.19392303308886
TEX261	89.02549535045979	90.99259422352124	119.98191042601903
DQX1	36.68266184617228	45.28827177142465	218.02906638240302
DUSP11	88.01888072193624	150.14424441151434	61.836874866549444
ST6GAL2	80.97224843078266	136.79503342820368	82.23271814101369
NPHP1	81.66477695524405	80.41982899725794	137.915394047498
MALL	159.2125579421558	43.13932232160345	97.64811973624077
THNSL2	86.94986939615491	126.49954207985381	86.5505885239913
RALB	129.27487258391398	93.18988528157031	77.53524213451574
C1QL2	97.00487147105002	49.20417646550223	153.79095206344775
TMEM177	143.71125440832287	85.76300240674598	70.52574318493112
SLC20A1	113.61786175336725	107.19385449282758	79.1882837538052
FBLN7	141.97487950798615	110.28217084359508	47.742949648418794
ZC3H8	102.42184750420451	161.66366718249932	35.91448531329618
LIPT1	97.39176543919562	88.29665978078263	114.31157478002172
LYG1	198.2471334136671	101.75286658633291	0.0
AFF3	77.94330585750468	96.8074656992867	125.24922844320858
UBXN4	100.01622448049096	124.16594919724349	75.81782632226555
NXPH2	88.54285067913025	73.64429107639894	137.81285824447085
SPOPL	88.25023322238577	112.77123170890746	98.97853506870676
THSD7B	69.42511358512525	72.76885611439253	157.80603030048223
GPR17	80.0349639242211	129.3077553986809	90.657280677098
POLR2D	66.93012851196721	132.32393739051588	100.74593409751687
AMMECR1L	90.00949143648647	130.97818568049794	79.01232288301557
GALNT13	96.85330849063524	97.16675661090125	105.97993489846351
PKP4	99.28923184154016	132.60814062293383	68.10262753552607
SCN1A	90.06236596564194	121.01106913419082	88.92656490016725
SLC4A10	101.80428770936044	113.80829200317106	84.3874202874685
SCRN3	106.83583479540091	153.3437216110025	39.8204435935966
KIAA1715	84.85276905796026	95.58883775575153	119.5583931862882
ZNF385B	103.14527357431751	123.9195976746272	72.93512875105525
TMEFF2	104.58143887014072	97.00372664747714	98.41483448238216
CDCA7	149.36577039322233	85.52929562568289	65.10493398109477
DLX1	74.30305802946454	107.63565839107427	118.06128357946122
UBR3	96.92791966533548	129.15254580163656	73.91953453302796
PHOSPHO2	49.4680448514989	64.48518850294221	186.04676664555888
GULP1	182.15952062755187	65.45303279143049	52.38744658101766
FAM171B	82.62068747369551	132.828236033351	84.55107649295347
HSPD1	132.24681883956214	119.60277459799875	48.150406562439095
CCDC150	82.88968025015824	155.60449058871134	61.505829161130436
METTL21A	80.4159818277645	60.562459517240576	159.02155865499495
UNC80	93.5320766546083	105.66937122378042	100.79855212161132
PTH2R	166.56283000686068	120.28263141435724	13.154538578782047
CPO	117.49414757603238	182.5058524239676	0.0
NBEAL1	79.39275941307785	146.88550436618698	73.72173622073515
KANSL1L	101.61848329826175	114.31032122043925	84.071195481299
SPAG16	120.60075042830493	105.57074412131038	73.82850545038467
ABCA12	75.57908385220387	48.63106690805739	175.78984923973871
SUMF1	79.42247234226045	138.1966958965987	82.38083176114083
NYAP2	102.14960160084692	97.58881323175036	100.26158516740271
RHBDD1	131.53475586310964	99.30838539517272	69.15685874171761
ACKR3	90.84336562379139	97.90207958483327	111.25455479137536
TRPM8	17.915980277273007	35.902184558078446	246.18183516464853
ESPNL	91.1476696570514	0.0	208.85233034294862
ANKMY1	85.83711332966499	135.8884099847893	78.27447668554571
COPS7B	112.3992543576851	113.0394190623432	74.56132657997169
DIS3L2	100.27171180750184	101.70604330515278	98.02224488734532
CPNE9	104.91480858646305	130.77496446567133	64.31022694786563
TAMM41	111.29074038911347	110.73529739356978	77.97396221731671
VGLL4	98.85140383777113	108.84423113421575	92.30436502801308
RAB5A	117.41357188786414	116.36008931388496	66.2263387982509
FAM134A	97.32102830062853	103.39477401307661	99.28419768629485
CTDSP1	102.58696041447055	102.87770095925228	94.53533862627714
RQCD1	97.85965707410385	127.52680924114512	74.61353368475106
MARCH4	100.40892484486564	82.45734516058475	117.13372999454963
STK11IP	66.18026248265187	75.7748681143202	158.04486940302795
GMPPA	96.32060603096137	127.5347722279142	76.14462174112441
EAF1	89.19173327292127	122.40974621951422	88.39852050756456
CNTN4	121.7459555795784	125.69819147501742	52.555852945404204
DYNC1LI1	105.13429783067254	97.9229446539962	96.94275751533124
RBMS3	118.35507518731114	111.93016112863859	69.71476368405027
GADL1	23.91067467062761	196.60994023123857	79.47938509813386
OSBPL10	95.29362871037223	111.09091443296136	93.61545685666636
FAM198A	97.08350948208968	195.84061400761976	7.075876510290555
CSRNP1	113.27543108098249	90.02306522908732	96.7015036899302
SLC25A38	133.72921743824264	88.42684233311323	77.84394022864417
ITGA9	115.79095906367812	113.73577168683622	70.47326924948574
SLC22A14	113.54873247502768	53.42669460088884	133.0245729240835
GOLGA4	110.63047446903165	101.01838948292911	88.35113604803931
CTDSPL	112.44269599811507	109.33168215625027	78.22562184563465
STAC	140.1798659227806	85.29047741543691	74.52965666178251
IQSEC1	104.67897425696049	92.42103751327672	102.89998822976276
CAND2	100.46604650500709	98.59855801738065	100.93539547761226
RPL32	299.25751441706984	0.09429607734089022	0.6481895055892138
PTPRG	107.53156945301241	100.68342607079619	91.78500447619138
IL17RD	77.43414408277397	135.33998370561358	87.22587221161245
SHQ1	103.91477107638426	102.64556843089552	93.4396604927202
SLC25A26	91.67764356218088	99.17712796612292	109.14522847169617
UBA3	104.49848354650202	117.9555478819071	77.54596857159089
ARL6IP5	108.20311517186224	101.70777889215059	90.08910593598723
TMF1	88.63371664722511	137.08323374474702	74.28304960802782
LRIG1	96.87871361832111	98.78604423724433	104.33524214443457
LRTM1	97.27659147597517	128.95638401349711	73.76702451052775
RP11-977G19.10	101.4607700482302	96.5594375868552	101.97979236491459
LIMD1	63.64283166602986	69.73472732249833	166.62244101147178
ZNF660	87.07749243865356	119.93801943750866	92.98448812383774
NFKBIZ	87.579335207676	90.54428381472854	121.87638097759547
COL8A1	65.33136682207802	75.0379051965058	159.63072798141616
NXPE3	87.70964924738995	103.69067097046592	108.59967978214415
MYH15	166.06483748471808	101.12711636308214	32.808046152199786
PHLDB2	98.98581510926124	102.41428573383887	98.59989915689988
ABHD10	97.44393428301647	96.20557667893814	106.35048903804534
