	Human_Kidney_Relative_Gene_Expression_Difference(RPKM)	Chimp_Kidney_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Kidney_Relative_Gene_Expression_Difference(RPKM)
RAB15	78.34482536500738	100.01435982466495	121.64081481032764
WDR89	76.03746388134346	110.36131136222352	113.60122475643304
ESR2	72.6332448335372	192.50311043483268	34.8636447316301
KCNH5	167.282016766614	0.0	132.717983233386
STON2	32.15380233738688	110.68604943167408	157.16014823093906
EFCAB11	108.47254120611551	124.45195459253264	67.07550420135188
GPR65	109.09046509939347	143.6687306082354	47.24080429237111
PTGR2	71.45894027954681	88.98705331550664	139.5540064049466
JDP2	92.49475050090771	137.48145892507927	70.023790574013
AK7	214.17474900991587	59.550832618149876	26.27441837193425
FAM181A	300.0	0.0	0.0
SLC24A4	145.38355260573724	74.20915917463024	80.40728821963255
FBLN5	45.14856847760076	168.37448701434084	86.47694450805842
SERPINA10	68.87854489321825	231.12145510678178	0.0
C14orf79	119.134543055945	92.7677476498822	88.09770929417284
WARS	56.77756149881914	172.55992693575797	70.66251156542286
SLC25A47	10.884032326206597	221.15453817908158	67.9614294947118
WDR20	92.36755455411868	113.87145370759345	93.76099173828788
NIPA2	96.55764803707044	111.28133649360097	92.16101546932862
SLC12A6	22.314499301941606	30.172100502007083	247.51340019605132
DUOXA1	258.2939323943819	41.70606760561814	0.0
MFAP1	85.12310862709242	114.44651342945025	100.43037794345734
TCF12	94.16711773498669	108.01191529142122	97.82096697359208
SORD	61.53397602072101	119.44446002894809	119.02156395033091
SERF2	107.84142215704735	98.32832657361452	93.83025126933818
ZSCAN29	78.53484217134948	104.65086773469675	116.81429009395374
DUOX2	232.41476970811297	63.308836221816755	4.276394070070269
LYSMD2	191.39681167659182	56.97382645406002	51.62936186934818
SLC27A2	32.29695996698964	102.13512227882342	165.56791775418694
FGF7	190.08909164309665	91.40463957910325	18.506268777800134
HDC	126.54574389875717	83.07930322194746	90.37495287929538
GCNT3	61.34184423815498	56.095506878547305	182.56264888329767
BNIP2	103.00072035954442	151.49356825488184	45.50571138557378
GTF2A2	93.04008652697212	111.48562891576113	95.47428455726677
SRP14	139.8883251354707	155.73909922201634	4.372575642512968
BAHD1	110.05958511048219	80.64655931933856	109.29385557017928
DISP2	47.059296849523044	126.6256290264655	126.31507412401149
CDAN1	89.99656012430522	94.16020509110268	115.84323478459213
TLE3	105.38794487090817	91.32940265282232	103.28265247626956
ANP32A	90.39895421289384	112.47925646832893	97.12178931877719
COMMD4	128.17653556984163	118.93488823986584	52.88857619029248
UBE2Q2	131.747154678774	123.67987976025844	44.57296556096756
PSTPIP1	104.30004421178639	112.40747764421788	83.29247814399578
ETFA	65.24511771436057	133.37209917266654	101.38278311297286
BCL2A1	58.21801416265501	236.5380504656875	5.2439353716574715
HMG20A	88.19049079413288	118.17809621123408	93.63141299463308
SCAPER	113.14229112795462	82.36241025789252	104.49529861415283
TSPAN3	100.92390512981757	110.96919646264895	88.10689840753346
WDR61	101.45168668088176	106.26255057162719	92.28576274749099
NCOA2	81.13169273679702	109.1784403255581	109.68986693764491
NEIL1	63.83112054379859	100.89309886183395	135.27578059436743
MAN2C1	110.74009788714132	76.33390413121033	112.92599798164832
DNAJA4	145.16473992064178	125.80695485673562	29.028305222622606
MESDC1	130.38836739086946	106.26559265336573	63.34603995576479
TPM1	118.96198495471937	116.82059923787456	64.21741580740607
IGF1R	70.01219360333366	104.96731357300824	125.02049282365807
ARRDC4	142.91413352292585	107.75959700177611	49.32626947529802
PIF1	104.03467946011256	183.93567840441568	12.02964213547174
USP3	91.6148452131495	100.18631526478543	108.19883952206504
CYP11A1	298.6526866607483	0.0	1.347313339251708
BBS4	86.94618775568684	144.63876999122445	68.41504225308871
PML	100.32518134734684	123.25867614265742	76.4161425099957
ADAMTS17	193.70477533225448	55.45572383833471	50.83950082941077
LINS	120.73943876316496	78.71003173144899	100.55052950538604
ULK3	126.88054687774589	61.25788986611017	111.86156325614394
PCSK6	104.73774218908723	108.01677324853219	87.24548456238061
CCDC33	156.0846253050748	113.18128892584144	30.73408576908379
CELF6	81.16327161153745	185.8446498933116	32.99207849515098
SCAMP2	81.59190699556247	101.33007167879329	117.07802132564424
CYP1A2	2.154166521963248	3.1097624907445236	294.73607098729224
LMAN1L	300.0	0.0	0.0
HAPLN3	113.32864571853345	144.75360424679567	41.91775003467082
RHCG	208.7433514874906	26.350571596753593	64.9060769157558
POLG	110.91809053522772	100.62300842672344	88.45890103804888
FANCI	151.2343082447117	94.8614799809058	53.904211774382496
ABHD2	150.81166493850932	80.73687475823306	68.45146030325763
WDR93	74.0820532971351	60.048474673144234	165.8694720297207
TICRR	257.70957632118757	36.09501968957212	6.1954039892403125
NTRK3	68.19969516985563	177.99984830041862	53.80045652972578
DET1	97.67427902536542	84.96710462988791	117.35861634474666
MFGE8	108.06147948385896	117.28634185133713	74.6521786648039
ZNF710	115.42628022506605	85.91760438851904	98.65611538641488
ST8SIA2	235.7678191738263	48.684868582233186	15.547312243940558
MCTP2	87.41107849784288	124.09990083223903	88.4890206699181
IQGAP1	87.16354934115857	130.9406337242042	81.89581693463724
CRTC3	105.5793878351838	99.24395166348701	95.17666050132925
EFTUD1	75.19885596657677	124.1126334251424	100.68851060828077
SH3GL3	219.98056214600444	59.87973265366961	20.13970520032599
SEC11A	125.74348707772988	117.1067443293012	57.14976859296892
SEPT12	49.53914872081198	0.0	250.46085127918798
GLYR1	98.71178066308144	106.34753583434646	94.94068350257211
PMM2	32.036480695643355	70.69755944533168	197.26595985902492
SLC5A2	46.98757292158906	78.75483153586686	174.25759554254404
ITGAX	128.15622049525578	149.2380757177065	22.60570378703773
TGFB1I1	123.6152237345366	114.73311152204553	61.65166474341793
C16orf58	111.7873701481762	55.27445849332825	132.93817135849562
ARMC5	105.12505224753323	54.81709750501354	140.05785024745322
PARN	118.5132496313796	115.0870878680945	66.39966250052586
FTO	61.66375472739034	123.62564039537315	114.7106048772365
UQCRC2	95.86943341530824	88.08774557177865	116.04282101291317
CDR2	92.4846183066402	168.7950686073904	38.72031308596942
IGSF6	80.72706172866685	73.94682659796385	145.3261116733693
ARHGAP17	109.87311158858985	81.89436253699137	108.23252587441881
MYLK3	161.83649294635484	138.16350705364516	0.0
ABCC12	10.555908827770773	0.0	289.44409117222915
NKD1	32.328403572675114	104.43694456910602	163.23465185821885
DHX38	121.76983946492197	93.5346756934847	84.69548484159334
TXNL4B	45.9594737876836	117.56464488084013	136.47588133147633
MARVELD3	47.72501898476011	112.67764909521783	139.59733192002204
ZFHX3	135.34691022395916	81.37051518377405	83.28257459226681
CPNE2	122.8252323169215	77.52201096681446	99.65275671626402
NLRC5	112.89854622805218	123.45127370865879	63.65018006328908
KATNB1	157.02155514598354	142.97844485401652	0.0
KIFC3	109.66634152753649	118.73662784415828	71.59703062830522
ADAMTS18	239.0846479656687	54.74013295514787	6.17521907918346
NUDT7	116.28821973898502	79.45332933463611	104.25845092637888
GCSH	0.3286807926757137	11.164460736915483	288.50685847040876
CMTM3	104.7189017826274	100.85522731961329	94.42587089775932
CMTM2	83.20905880724293	170.39429206369203	46.39664912906508
CDH11	188.26669808065327	72.75710336924989	38.97619855009686
MAP1LC3B	125.74536323366057	174.04930805080858	0.20532871553085394
MBTPS1	107.92829949992986	84.36986949123695	107.7018310088332
CDH13	163.26619434995303	109.73470153873402	26.999104111312977
ZCCHC14	87.72673899000372	87.73399653628246	124.53926447371381
TLDC1	60.025747834267364	44.452997397080814	195.52125476865183
ADAD2	28.800576452909045	175.8184563310775	95.38096721601342
OSGIN1	12.862958847475985	47.338535997755734	239.79850515476838
IRF8	101.61035751222964	155.01229333821956	43.377349149550845
RHOT2	125.89206129431135	83.6606602660715	90.44727843961712
RPS2	263.427962572711	36.37834163015698	0.1936957971320581
NDUFB10	97.7519310594788	89.24001341694745	113.00805552357373
PDPK1	39.74885350644948	100.01818275621437	160.23296373733606
DEF8	105.20307837318141	89.41208178379499	105.38483984302356
TCF25	103.28065019615562	100.27588340340567	96.44346640043874
GALNS	71.71374439562553	94.64084955402492	133.64540605034955
GAS8	90.4144990815298	143.17449801508116	66.41100290338903
MED9	94.20241788284072	120.90358487109465	84.89399724606466
COPS3	76.40781987539141	127.34569025915363	96.246489865455
GID4	93.52191728436568	76.04503450349385	130.43304821214045
MYOCD	19.16405056227125	246.28896618717602	34.54698325055277
KSR1	223.44865940784845	53.53080722695411	23.02053336519744
CIRH1A	94.91449991258727	134.3619145858313	70.72358550158138
RANBP10	97.4398912520178	85.09519205150269	117.46491669647953
CTRL	89.65137060019961	32.5770689159956	177.77156048380476
DPEP3	0.0	234.05820945332763	65.94179054667237
GFOD2	93.17823097826839	97.51012557530679	109.31164344642484
NOB1	119.14498974047325	99.37612395849784	81.47888630102891
PRPSAP2	89.16703121869772	107.88620089697334	102.9467678843289
UNC45B	171.04537485481953	52.801290875806195	76.1533342693743
PCTP	172.91620229378768	78.3708616682112	48.71293603800113
TOM1L1	88.82181769582765	102.02863021655668	109.14955208761563
C17orf80	54.93786661801073	153.10278697625301	91.95934640573623
VPS53	79.37683205463634	96.18954343037592	124.43362451498778
SPATA22	0.0	47.574005270511485	252.42599472948845
SGSM2	104.24333433988132	82.2283544572394	113.52831120287928
NPEPPS	87.88884623335204	110.98447770194764	101.12667606470033
SKAP1	105.92729445493151	166.75528376283233	27.317421782236163
LRRC46	194.64563445242945	29.922650211791087	75.43171533577944
SCRN2	68.62516797016018	62.6529640617285	168.72186796811135
SSH2	87.45808406759217	86.69122690774564	125.85068902466216
RHBDL3	18.79828311947632	11.710212885640578	269.4915039948832
ARSG	112.76304160207182	50.98780937958325	136.2491490183449
ABCA8	77.619056391798	92.55542672520326	129.82551688299878
G6PC3	109.74447215736856	85.61392824594905	104.64159959668243
CLTC	74.961410884328	119.45126378931256	105.58732532635946
BCAS3	117.33142714741025	91.42959572244884	91.23897713014092
PTRH2	107.37481020576165	102.92294553217587	89.70224426206246
SS18	113.85049634628162	119.35971035481778	66.78979329890059
TAF4B	93.79360327132004	184.0496158836232	22.15678084505681
AFG3L2	98.58534288421885	111.29273598971412	90.12192112606706
SLMO1	183.30343355547544	39.52833902141141	77.1682274231131
IMPA2	72.2536964816583	104.86582229697173	122.88048122137
GNAL	130.95636097337845	37.084528931493935	131.95911009512756
SLC39A6	94.23242502595161	121.44892055478469	84.31865441926372
RPRD1A	92.18911953205314	110.3866999835325	97.42418048441436
C18orf21	109.81207093517729	95.06014690747175	95.127782157351
GALNT1	112.52631200889454	121.29385855330277	66.17982943780268
ASXL3	99.95778524391068	139.27561713173654	60.76659762435277
ADCYAP1	85.54207724193623	191.94314646908953	22.514776288974257
MEP1B	221.0526315789473	78.94736842105264	0.0
GAREM	103.4553329316509	123.60321099136942	72.94145607697973
ESCO1	99.70156291109627	105.23736305451675	95.06107403438702
OSBPL1A	85.86767889465686	93.2432413632315	120.88907974211165
GATA6	80.81975202214119	152.05110475679786	67.12914322106097
GREB1L	50.65043579307116	33.577173454111566	215.77239075281733
C18orf8	95.99806785391124	125.01125525977206	78.9906768863167
PELP1	118.06466446246615	108.38559358854003	73.54974194899381
NPC1	147.2516534934672	54.80347798941474	97.94486851711804
SLC14A1	69.3271623174591	222.07373328782217	8.599104394718736
ARRB2	144.81265396567179	103.6103932121555	51.57695282217273
SLC13A5	24.890645551480052	203.17107112512883	71.93828332339109
ZMYND15	72.53694002742166	174.94842247451948	52.51463749805887
WRAP53	83.81382268742577	52.54425982344585	163.64191748912842
MINK1	80.85186546217263	113.93150499637457	105.21662954145282
SAT2	57.664877046512174	162.01513178360585	80.31999116988199
ASGR1	289.8607647484647	10.139235251535313	0.0
PIK3R5	110.05404813708527	130.75620095304876	59.18975090986598
TP53	110.35527615095346	127.35261468670585	62.29210916234066
CCDC40	120.07960477751851	143.81505407863696	36.10534114384459
ARHGDIA	78.01513110624924	124.63248908099227	97.35237981275849
TMC6	87.90490073438512	82.87530083380265	129.21979843181225
SLC16A3	143.41424476981592	53.74411789403519	102.84163733614888
CARD14	32.34621547446358	184.66672778513416	82.98705674040224
TTYH2	121.21868525983336	47.17215396661981	131.60916077354682
RAB40B	138.96188158575725	81.41043703407797	79.62768138016474
EIF4A3	113.51107834673574	43.45738318120007	143.0315384720641
CSNK1D	96.20866434056364	100.86109581986058	102.93023983957576
ANAPC11	129.73168968449284	67.35953632221711	102.90877399329005
TBCD	109.18324903989848	93.74263459115404	97.07411636894749
FN3KRP	75.37028033683765	104.24907491781721	120.38064474534515
NARF	151.75873064169366	100.51710073229904	47.72416862600728
RPTOR	88.10721333332565	86.40487383792768	125.48791282874674
FOXK2	92.115224497109	100.68696423268494	107.197811270206
TRIM65	91.87068400963494	76.58934123785842	131.53997475250668
CBX8	206.41832390284668	0.0	93.58167609715332
SECTM1	27.83272441466858	171.15594665973836	101.01132892559302
RNF157	113.00432925824681	148.39415014453323	38.60152059721996
CEP131	135.48079307658898	101.95853218657255	62.560674736838415
WDR45B	99.55115445859872	150.2310338944495	50.21781164695177
CBX4	113.484538006949	113.3047101095092	73.21075188354177
RNF165	163.6855571239821	91.22063520639088	45.09380766962704
DYM	102.27915987600863	119.68240398828829	78.03843613570304
MAPK4	87.31046018194091	129.1251761957939	83.56436362226518
ELAC1	96.79393595032955	98.67810332635271	104.52796072331772
MBD1	86.39640535511539	91.74383446336243	121.85976018152218
SMAD4	97.94989169191707	115.83925671171855	86.21085159636431
TNFRSF11A	64.27507832479505	222.16464241955777	13.560279255647197
ZCCHC2	98.30275562617956	130.56763395168883	71.12961042213156
FBXO15	79.54143818998756	186.51079088115847	33.94777092885391
CBLN2	0.0	219.63449194033532	80.36550805966463
PMAIP1	86.32737859490408	59.12687866091343	154.54574274418252
P3H4	92.3382520708332	107.15709923319207	100.50464869597474
NT5C3B	135.26415268813224	83.91311423868618	80.82273307318158
FAM134C	77.83389741244265	93.11221757732304	129.05388501023432
ERBB2	67.11306932427293	80.98506687242435	151.90186380330272
GRB7	31.578976022707177	77.55919135591658	190.86183262137624
MIEN1	128.48057712113723	63.49774587414058	108.02167700472218
PNMT	114.34951165785834	123.60107843962508	62.04940990251663
STAC2	144.46364915063984	44.81072116033921	110.72562968902098
IGFBP4	72.61120503503719	64.23395712622498	163.15483783873782
FKBP10	185.0691387883048	72.1796239552012	42.751237256493994
TXNL4A	160.25133911314816	84.73417913744547	55.014481749406364
CACNA1A	274.90212348627324	4.193823839846752	20.904052673880027
SAMD1	119.19996589878828	103.63486127528694	77.16517282592478
BRD4	88.01821595055944	96.95272610142852	115.02905794801204
SLC39A3	119.05300474571807	80.31071375743488	100.63628149684705
NFIC	89.7244038987526	110.50961618156587	99.76597991968156
TPGS1	91.42434285034862	68.83234121010386	139.74331593954753
PPAP2C	91.90983323164502	174.70911001128968	33.381056757065316
PRDM15	101.61813585451908	85.10683594362648	113.2750282018544
PFKL	118.52825246588255	113.69463231618973	67.7771152179277
VAV1	137.51213719674934	92.00991134697682	70.47795145627383
CTD-3222D19.2	0.0	0.0	300.0
SH3GL1	91.25079544410451	101.43545758028456	107.31374697561091
DUS3L	229.7934216049458	43.28385884692658	26.92271954812758
DPP9	108.51066556902747	97.267117258046	94.22221717292653
CCDC97	79.32888447841407	72.115960757126	148.55515476445996
TMEM91	202.4241744266457	70.71776006981611	26.858065503538164
SIRT3	123.59404391169122	86.33768171755509	90.06827437075374
IFITM3	107.71652840603406	167.60872010714212	24.67475148682388
ATHL1	228.75365190990976	55.546742538347424	15.699605551742799
HUNK	48.62470341664767	163.25608988824246	88.11920669510991
COL6A1	208.39020714606556	54.301596477176304	37.30819637675814
IFNAR1	117.75029440722795	82.49871297386694	99.75099261890512
SOD1	63.266590182237316	142.64961876037214	94.08379105739051
COL6A2	109.63703875333945	106.51809998547104	83.84486126118954
SIK1	169.38659626600028	82.80742533012622	47.805978403873496
DNMT3L	288.1937972838136	0.0	11.806202716186455
TRPM2	150.5511132826536	114.43381401887271	35.01507269847371
SCYL1	98.92585843319517	118.61454847393217	82.45959309287265
TMEM50B	61.726176503964815	144.2701971253574	94.00362637067776
APP	75.25446416765048	121.3269527703167	103.41858306203282
DOPEY2	103.3094661103915	70.29697583972695	126.39355804988155
URB1	100.5383314228998	98.27198497264676	101.18968360445346
AKT1	115.98446725439516	84.47353519379404	99.5419975518108
EMP3	157.7480557106371	103.5994532062922	38.65249108307072
SAE1	82.21419800604939	105.02416106102837	112.76164093292225
NTN5	81.34233535754169	134.5660375627302	84.09162707972814
LMTK3	128.35331892461167	44.78412595768813	126.86255511770017
WTIP	81.00197728123112	103.13664719430375	115.86137552446513
ADAMTS10	187.52169112449164	60.17232664350839	52.30598223199995
RNPEPL1	99.32184841928667	111.78481391541214	88.8933376653012
CAPN10	93.55736996203692	110.28196439982815	96.16066563813493
MYO1F	143.0171512943344	100.57235267566118	56.410496030004374
ZNF787	300.0	0.0	0.0
C19orf52	83.00531054933775	63.701800273821455	153.29288917684082
CARM1	106.71800885404714	107.9935999681042	85.28839117784868
EVI5L	78.30644152854478	58.52931727119398	163.16424120026124
TM4SF5	104.60965864286158	172.81311316529997	22.57722819183844
SLC47A1	57.17337562358258	55.107025646046935	187.71959873037048
PSMB6	84.84399929182236	111.57992199246532	103.57607871571228
SIGLEC10	182.99331235378037	106.49771189582854	10.508975750391073
KLK3	295.30419101577183	4.695808984228167	0.0
ZNF473	52.09710537737596	129.41985153579415	118.48304308682988
FAM71E1	84.40013247212617	164.64887430462184	50.95099322325197
RPS11	225.92569005214224	25.61717925399183	48.4571306938659
CTD-2545M3.6	112.60179393061196	97.3509295096366	90.04727655975144
RPL13A	32.71352535371741	0.2630800534439907	267.0233945928385
CTU1	107.6180528546397	51.89347008766336	140.4884770576969
NOSIP	136.13079510633784	102.95668988611885	60.91251500754329
IGLON5	147.76177788085903	12.353727647245345	139.8844944718956
RCN3	197.89217550144087	70.39515266842267	31.712671830136458
SLC2A5	34.58002708886963	40.348191682961385	225.071781228169
RERE	88.2740159847169	99.317723760928	112.40826025435511
MMEL1	102.05006407984077	166.25511957025608	31.6948163499032
CFAP74	13.336565278171541	0.0	286.6634347218285
PRDM16	71.00791307410127	107.27615396631502	121.71593295958371
FHAD1	57.96088408068747	69.90233020115105	172.1367857181615
EPHA2	124.36775520335304	140.21971891307848	35.41252588356849
ARHGEF19	108.26036622493807	131.34705657937894	60.392577195682975
EFHD2	81.28969780757241	135.04275733743737	83.66754485499023
PEX14	82.50150223797837	101.78153202440048	115.71696573762118
PGD	121.24314789034875	49.72193397034769	129.03491813930356
MYOM3	212.30203882912969	81.74740429756535	5.9505568733048975
SH3BGRL3	121.0390698950669	108.59870326411544	70.36222684081767
CNKSR1	67.42341149019731	137.92642162214236	94.65016688766032
RPL11	188.65114507131565	66.89750308829538	44.45135184038898
IL22RA1	117.62731995774764	163.53864422781672	18.834035814435584
ZNF593	96.14666327441842	103.82434315055784	100.02899357502375
C1orf216	113.70337136264584	120.1266402758722	66.16998836148197
KIAA0319L	87.59986290576983	86.76485406205985	125.63528303217034
EVA1B	56.174243330892004	87.30214681778476	156.52360985132324
C1orf94	234.71608789629136	0.0	65.28391210370866
PLK4	125.970509185939	117.13357902767957	56.89591178638145
MAP3K6	109.81705833594144	117.58966951084646	72.59327215321211
FCN3	15.091123008406527	27.94610392493374	256.96277306665974
GPN2	75.86440644428464	115.97627639648597	108.15931715922935
SYTL1	33.70621550627284	91.22266083079008	175.07112366293705
WDTC1	98.83437511603381	106.69751222265435	94.46811266131186
HSPG2	138.7710230443217	121.63616768341336	39.59280927226497
ITGB3BP	189.46084547186578	60.328648324030084	50.210506204104135
SERBP1	91.91358219278416	92.06352376093164	116.02289404628421
BCL10	76.54404795630639	122.68723718684322	100.76871485685042
CYR61	172.90802046909113	104.09165611062059	23.00032342028828
PRKACB	82.8240662869013	91.35281720365327	125.82311650944543
PIGK	55.75602066098574	126.16155200746641	118.08242733154783
TINAGL1	100.19804278636697	112.47368085636191	87.32827635727111
AZIN2	157.71492079064552	99.34421315740958	42.94086605194487
RPS8	270.1635235218275	0.08034174117733968	29.756134736995172
KIF2C	192.2770828453956	68.55758864375058	39.1653285108538
PTPRF	79.42874169430073	86.42833564662563	134.14292265907366
BEST4	111.07887407859924	10.591441267653847	178.32968465374694
MOB3C	92.5422212118426	123.49420860786049	83.96357018029691
CYP4B1	133.2567552749502	0.0	166.74324472504983
LMO4	84.06171486360064	83.73566231607315	132.2026228203262
SYPL2	89.58138221199304	139.3357074476753	71.08291034033167
BARHL2	227.32777603019815	72.67222396980182	0.0
MTF2	113.56900175752891	110.50239200421687	75.9286062382542
SLC44A3	71.09579967496374	99.18245068272574	129.7217496423105
IGSF3	59.93538581349124	140.57667650526204	99.48793768124672
CTTNBP2NL	85.1313308665307	143.61287946310836	71.2557896703609
STRIP1	90.92141930319114	90.732335064669	118.34624563213984
PSMA5	142.59889627150284	50.65939122736026	106.74171250113689
FNDC7	0.0	300.0	0.0
C1orf162	163.24525110944703	120.72612730654131	16.028621584011663
CD53	80.97048727875175	189.31304666790786	29.716466053340433
CELSR2	66.06729066722806	76.53941668582351	157.39329264694848
ITGA10	76.1042638077809	68.11037010320828	155.78536608901084
GPR161	148.07460520721372	56.35151388970762	95.5738809030787
ALDH9A1	64.17179713529589	64.08910142265728	171.73910144204686
ATP1B1	78.14117711832893	94.87292159756248	126.9859012841086
TIPRL	79.42948625046965	144.05972000514956	76.51079374438072
NME7	77.17999009688681	140.8805026217525	81.93950728136068
POGK	49.63534069852976	63.99714722884359	186.36751207262665
MPC2	85.81195261659464	150.48337953265198	63.70466785075335
CREG1	44.289490135078466	47.53143259347101	208.1790772714505
DCAF6	75.49686182853978	102.24858461377625	122.25455355768398
RXRG	35.06090411592666	107.27666226048498	157.6624336235884
TBX19	49.809034955778344	173.27808222614007	76.91288281808156
UCK2	129.81810765989903	80.90349389364984	89.27839844645113
TMCO1	84.87118795231414	103.35751667231179	111.77129537537405
POU2F1	123.66017719067979	84.38775373563313	91.95206907368716
MAEL	133.65119077847456	142.99165271470218	23.35715650682323
ILDR2	37.081038376960215	50.476672598765994	212.44228902427383
DPT	14.13548597889091	56.514438262411495	229.3500757586976
MGST3	67.97811614905484	128.10562608872695	103.91625776221818
ADCY10	34.34809588184374	13.105094643361848	252.54680947479437
RFWD2	113.46520036913883	101.32984993719465	85.20494969366652
UFC1	116.88051245272626	111.78952134529825	71.3299662019755
PPOX	90.03435460238089	90.79777622722764	119.16786917039144
FCGR2A	137.0801339316733	125.49899366823357	37.42087240009314
NUF2	214.09755573533374	77.95182544705112	7.95061881761516
RGS5	198.77946236402119	83.20115645955187	18.019381176426922
SDHC	52.328119974937614	247.6718800250624	0.0
PFDN2	117.77779266802409	118.05821323186375	64.16399410011216
NR1I3	121.7220171234379	56.07981258289865	122.19817029366351
USP21	100.4664398574731	99.73476377581017	99.79879636671676
PRCC	99.5547670203568	129.11635608026415	71.32887689937907
RRNAD1	77.22223819350064	72.94337177193339	149.83439003456598
MRPL24	125.93203380436621	132.86220525991627	41.20576093571749
PIGM	72.41286192433374	95.37371079746606	132.2134272782002
CASQ1	208.89936419332295	0.0	91.10063580667705
ISG20L2	87.46951565286291	113.61328866753236	98.9171956796047
CRABP2	166.81117083085505	39.254828239538966	93.93400092960597
HDGF	88.00258876715156	211.99741123284844	0.0
ABL2	92.16506579025035	112.23578431620571	95.59914989354394
XPR1	83.13751864366166	122.9129099364091	93.94957141992924
RGS16	29.309737450595186	79.93159454417768	190.75866800522712
TOR1AIP1	71.26035442784627	113.67093727334579	115.0687082988079
HMCN1	185.31534950393973	44.13904641641508	70.54560407964519
RGL1	66.27132930675039	100.89208244768348	132.83658824556608
LYPLAL1	92.92991206896441	154.50320606715775	52.566881863877846
PRUNE	109.31600308016233	17.689339729612474	172.99465719022515
RORC	61.428502933706994	90.73335447105269	147.8381425952403
TUFT1	78.25085706587372	143.85771831420442	77.89142461992186
SF3B4	108.41586380524848	115.02257752070173	76.56155867404976
ECM1	53.40725409043042	177.34064606587484	69.25209984369471
ZNF687	79.05310034036243	110.88923199787035	110.05766766176721
TARS2	132.37609848789438	166.89775943771593	0.7261420743896417
CGN	46.37083381714099	150.45853313569324	103.17063304716577
SNX27	70.40849318148852	92.63847470867897	136.9530321098325
SETDB1	116.4617486568068	97.33016959461024	86.20808174858297
ADAMTSL4	61.74327941829758	198.84249856910375	39.414222012598636
MCL1	94.58922897674306	114.98720062537868	90.42357039787832
CTSK	67.6057397065631	56.08301962818011	176.3112406652568
RFX5	92.49981178777035	138.2607653554292	69.23942285680046
PI4KB	86.14681011886505	108.87517308006551	104.97801680106949
PIP5K1A	121.47632045304732	106.93522897356418	71.58845057338844
ANP32E	129.7908478371679	27.205456736633433	143.00369542619868
FAM63A	120.75828862848503	123.03687484855902	56.20483652295592
ANXA9	120.87837986881324	132.96879205900615	46.15282807218059
SELENBP1	44.23497798318379	131.13493195868804	124.63009005812819
CERS2	87.32474034058455	88.12987870161936	124.5453809577961
ENSA	57.039695103135124	110.38146573316713	132.57883916369772
SEMA6C	137.50193833670522	134.64144438486136	27.85661727843341
MRPL9	81.0416969723656	96.82458550398536	122.13371752364904
ARNT	87.58344938429615	112.91825767356751	99.49829294213636
POGZ	114.82453206943732	84.37971050511808	100.79575742544458
OAZ3	104.98992151649009	136.26513559491642	58.74494288859344
HORMAD1	223.4051680077104	0.0	76.59483199228958
GOLPH3L	57.54979904115181	132.7002632959453	109.74993766290288
GABPB2	122.81288615465114	94.16819505054104	83.01891879480785
SYT14	36.5839364959125	213.2347413908	50.181322113287465
KCNH1	33.81513960356395	53.7128873900185	212.4719730064176
DTL	230.75257539735549	39.36750356042401	29.879921042220513
DYRK3	113.08312823958269	116.18430410296428	70.73256765745305
EIF2D	79.94316956745766	102.39472349470469	117.6621069378376
INTS7	81.40116027909711	126.46488484195729	92.13395487894562
VASH2	52.871523881349766	176.68164455199255	70.44683156665772
SMYD2	142.71722440811084	104.09927776707583	53.183497824813344
SUSD4	110.91667317635401	135.96209788280046	53.12122894084553
DUSP10	56.781864323909026	186.3472948919112	56.87084078417982
TP53BP2	69.81265795415398	124.14634721835523	106.04099482749079
ATP8B2	79.24951017820264	90.08663655293832	130.66385326885904
ADAM15	98.94352848187384	111.18561080254727	89.87086071557884
JTB	87.37089983768026	110.89719956974125	101.73190059257846
RAB13	64.35889876094353	130.72520836315655	104.91589287589989
S100A8	66.63802773114972	225.04855955197263	8.313412716877682
TPM3	78.84228872407758	121.29948776903166	99.85822350689077
NUP210L	135.90356768536637	164.0964323146336	0.0
SNAPIN	92.36471711684068	149.04559658759302	58.58968629556629
SLC27A3	136.5450386067316	126.64453561097089	36.810425782297514
UBAP2L	98.05490238190364	106.41324757237855	95.53185004571776
SLC39A1	92.70552906420698	123.38651371451515	83.90795722127787
HAX1	91.57731672041848	116.11409287036632	92.3085904092152
CREB3L4	151.78636936769198	119.57261813517181	28.641012497136202
EFNA3	151.39166812844763	108.13678586282829	40.471546008724104
KCNN3	177.94025651195935	52.726360605065295	69.33338288297537
C1orf43	103.26800999919949	107.85618457754629	88.8758054232542
GATAD2B	78.3438923202207	120.74925829647565	100.9068493833037
ILF2	58.225314497380666	149.18179321679298	92.5928922858263
RIT1	100.63615921647131	134.42137732620557	64.94246345732306
INTS3	147.02561368038891	93.68073487276564	59.293651446845466
PKLR	103.79834776525544	116.88192011784663	79.31973211689794
HCN3	120.16141931828477	98.02595698182877	81.81262369988652
ACTA1	235.89673282672368	18.92027812970804	45.18298904356826
C1orf131	48.88984215501696	142.61477972235704	108.495378122626
GALNT2	96.78367070165568	125.77606670876091	77.44026258958338
TTC13	99.19866048005548	116.06849071323964	84.73284880670491
SCCPDH	97.29138950059688	103.06885175122528	99.6397587481778
