cP1	cP2	cP3	cP4	cP5	cP6
17.7667	10.6093	16.2066	14.9168	9.72517	11.1393
13.7577	15.7667	8.36637	5.22536	7.94905	9.10494
35.0866	43.7004	29.59	54.3113	38.1327	46.5289
87.0241	37.2846	69.6121	73.2251	131.744	54.2263
39.6639	33.691	31.9243	31.9022	33.5984	8.33821
3.89875	2.01064	5.33458	2.2212	4.67861	0.0
111.64299999999999	307.964	75.7873	100.585	45.6968	74.2299
66.6676	57.036	69.2989	64.1866	56.6429	52.9455
49.6833	52.7977	54.9339	66.9043	49.3834	32.283
36.6145	35.1608	27.6408	35.9657	40.4032	33.089
128.405	122.98100000000001	246.808	109.73299999999999	128.408	147.5
0.0	0.0	0.0	0.0	0.0	0.0
182.52599999999998	169.93599999999998	203.333	158.284	195.12900000000002	263.616
117.669	122.632	101.18700000000001	111.03299999999999	83.3509	94.9095
116.32	177.356	153.776	128.69799999999998	111.94	102.419
40.0306	21.4702	25.5608	31.0166	29.4632	29.5658
275.528	269.927	282.862	367.961	302.594	199.993
285.769	303.29400000000004	264.453	375.168	255.127	333.023
10.7919	1.01191	5.36956	10.061	5.4941699999999996	5.84358
0.0	0.0	1.23929	0.0	0.0	0.0
6.762239999999999	27.8991	0.0	7.705189999999999	10.8198	8.05556
232.3	200.38400000000001	209.05	204.157	212.09599999999998	202.893
303.04900000000004	378.241	267.145	417.851	336.163	297.301
260.447	242.21	212.91	244.87099999999998	158.264	233.96599999999998
102.667	119.29799999999999	124.47399999999999	127.34899999999999	106.04799999999999	117.65799999999999
34.5493	34.4064	30.0665	37.1045	28.5932	25.0727
1110.91	1264.11	937.084	1165.1	1055.03	1201.0
87.0821	100.33	114.08200000000001	77.0578	73.373	87.1833
3.81791	7.87582	0.0	2.17515	1.5272	2.27406
94.0207	68.6458	71.3098	86.6681	69.3023	86.8336
98.6974	106.113	83.1638	119.132	102.38	92.6642
17.1601	25.6642	18.0012	27.3741	28.1432	21.4642
65.7364	66.0415	77.8753	81.7124	60.7863	80.343
54.4053	32.7339	47.56	54.2428	29.9236	31.0551
78.6151	89.1947	69.919	76.1409	94.3404	60.873000000000005
0.0	0.0	0.0	0.0	0.0	0.0
163.468	154.317	169.332	195.733	168.459	191.43099999999998
0.0	0.0	0.0	0.0	0.0	0.0
413.749	439.223	345.556	347.46	315.961	326.453
124.73299999999999	112.929	135.904	105.213	135.82299999999998	110.822
108.811	93.5254	253.653	123.98299999999999	135.412	144.024
30.1861	39.8237	44.8251	39.9947	41.5596	37.632
21.9618	22.651999999999997	30.0499	41.707	29.283	65.4052
55.9306	48.4584	48.9785	76.4758	76.9624	58.6324
0.0	0.0	0.0	0.0	0.0	0.0
114.556	109.193	108.821	108.025	116.29700000000001	121.40799999999999
4.712269999999999	19.4415	0.0	5.3693599999999995	11.3097	5.613519999999999
99.743	124.311	108.044	106.54799999999999	71.4842	96.5408
18.0339	21.3564	19.4966	17.5044	12.2901	13.5263
35.2937	23.7411	16.7971	15.7364	33.1461	20.1079
0.917177	0.9460040000000001	1.67327	0.0	0.733759	2.18519
30.4249	39.5403	40.5197	17.3337	37.4844	28.9951
37.2742	64.0762	85.6323	73.9325	56.3268	97.029
236.872	250.51	310.666	253.734	213.518	338.741
0.9723120000000001	0.0	0.8869299999999999	0.0	0.0	0.0
15.7835	18.9929	16.7971	26.9766	29.4632	12.5348
94.1394	97.0983	102.23	132.806	132.695	136.175
236.334	184.787	93.8819	169.391	121.98200000000001	222.503
17.8644	27.0247	38.0233	18.9985	22.866999999999997	28.3748
87.6591	87.8793	106.865	75.6121	77.9939	83.93
4705.82	4945.18	5120.0	7328.09	4913.27	7129.17
231.44	262.72700000000003	237.35	259.032	257.466	231.657
147.535	148.739	160.888	161.78799999999998	118.91799999999999	148.001
6.53033	9.62226	7.65885	7.440939999999999	0.746341	7.77929
34.0	19.6147	18.924	20.3555	22.5904	21.2811
45.9371	69.7552	72.1666	75.6061	82.6887	80.5641
276.431	255.725	265.154	370.17900000000003	248.50799999999998	322.51
56.0804	114.03299999999999	78.9261	83.9835	76.9121	95.4373
20.9192	19.8272	27.8497	10.3076	29.4006	24.9201
91.2848	99.4213	114.131	79.2833	105.969	76.0444
3.88925	4.01149	3.5477199999999995	11.0789	7.00081	5.79136
66.4075	73.3872	60.5761	72.0644	41.7428	65.9236
126.32	122.551	135.763	136.809	154.089	162.399
140.46200000000002	147.959	160.841	146.42700000000002	174.53599999999997	133.505
67.0273	153.082	82.9777	101.83200000000001	99.5857	70.3411
0.736563	0.0	3.3594199999999996	0.0	1.1785299999999999	0.8774360000000001
58.8647	48.347	52.7013	54.6521	53.6336	51.2936
5.6996	11.7575	23.396	25.9775	27.3587	23.7639
36.8282	37.9857	16.7971	41.9636	44.1949	65.8077
205.44099999999997	211.898	244.435	193.377	192.94	234.092
365.856	403.379	407.092	406.091	374.69599999999997	490.306
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.855875	0.0	0.0	0.7451439999999999
623.5740000000001	802.18	627.278	613.817	685.948	571.571
6.82003	3.5171900000000003	3.11057	0.0	0.0	0.0
20.4379	19.1639	30.506999999999998	19.4771	26.1611	18.5921
0.0	0.0	0.0	0.0	0.0	1.54311
138.297	140.591	136.136	147.379	125.764	118.523
35.0188	52.4754	71.2706	23.5271	45.4594	36.0099
1.8385799999999999	0.948184	0.0	1.04748	0.0	1.09511
64.1205	66.1358	66.2886	102.286	60.4172	74.6865
0.0	0.0	0.0	0.0	0.0	0.0
3.39551	3.5022300000000004	7.743339999999999	1.93449	2.71647	4.044919999999999
3.24856	3.7229699999999997	4.93883	1.64514	2.59891	3.43989
304.263	309.98	387.066	274.46299999999997	267.877	337.58
21.6547	24.3658	28.7319	31.4037	34.6484	18.761
450.838	637.8430000000001	527.7090000000001	609.172	577.725	584.592
0.0	0.354548	0.0	0.0	0.0	0.0
30.2341	86.2157	61.6476	68.9002	58.3355	57.2028
18.2271	16.7111	17.5503	8.07676	16.2023	22.9195
247.09400000000002	247.894	292.91200000000003	210.04	296.07	257.139
67.1107	64.5157	58.8401	57.9085	52.6473	55.1084
0.0	8.69391	0.0	3.20145	0.0	3.34703
30.6901	31.6548	35.9938	44.961000000000006	52.6129	31.337
0.0	0.0	15.8234	0.0	0.0	0.0
92.7988	117.20299999999999	114.01799999999999	96.0283	90.9071	87.9866
33.3786	31.1874	30.0893	25.5045	26.3893	32.7455
58.1027	52.7374	48.7605	41.047	36.2569	48.4506
50.5943	65.6033	47.4701	39.531	34.694	44.7725
0.0	0.0	22.6282	0.0	0.0	0.0
170.988	154.023	204.845	170.153	178.74400000000003	199.61700000000002
18.8491	19.4415	25.7908	42.9549	7.539810000000001	22.4541
26.1621	9.44453	22.6715	13.4146	30.3487	35.8406
6.823919999999999	3.5192	6.847160000000001	6.99793	4.91334	4.87742
24.5568	23.4524	24.8893	27.9811	24.0116	36.8376
26.2215	34.9615	24.5023	17.8539	23.0243	17.142
335.219	390.3	335.798	445.233	416.25699999999995	301.336
38.3781	42.883	41.571999999999996	44.6407	29.4239	44.7656
120.257	83.1779	120.022	122.51799999999999	141.483	136.516
16.0301	14.8117	10.3576	14.4601	13.0916	17.5047
208.418	270.247	190.11599999999999	101.777	114.335	241.18599999999998
14.265999999999998	10.3001	13.0132	9.753169999999999	10.2717	8.49722
129.666	117.84200000000001	150.53799999999998	88.8548	108.81299999999999	130.701
0.0	0.0	0.0	0.0	0.0	0.0
79.1673	83.2725	68.6404	62.5195	72.1145	59.7599
98.5642	110.605	139.442	92.5504	106.963	115.241
0.0	0.0	0.0	0.0	0.0	0.0
0.271225	0.0	0.0	0.0	0.0	0.0
28.8413	36.1224	24.4295	30.5157	41.2029	22.0869
22.9423	28.2806	25.5215	17.8527	14.7729	19.9977
7.7777899999999995	3.56545	15.7662	2.95412	4.8396300000000005	3.08845
35.9498	25.0833	39.5444	44.5771	32.99	45.3445
18.6371	14.9511	18.8895	25.955	14.91	24.6684
1.16205	0.0	0.0	1.3241	0.929665	1.3843
7.76498	21.7388	14.1662	13.9036	17.7489	26.4288
98.8583	109.493	56.8904	94.4996	140.661	63.2299
505.12	432.905	478.57199999999995	522.727	549.545	424.407
1.34033	4.14738	0.0	1.5272299999999999	2.14458	0.0
46.0352	64.44	86.985	54.3279	53.9282	70.5082
0.0	0.0	0.0	0.0	0.0	0.0
1.6858	0.869391	2.3066400000000002	0.960435	0.337167	1.00411
236.71900000000002	250.40400000000002	276.681	255.24200000000002	237.33	218.52700000000002
141.368	116.649	85.9694	53.6936	120.637	89.8163
11.8997	22.5019	21.7096	14.689	23.0067	11.812999999999999
71.8344	74.0922	49.5875	50.8805	53.5858	84.4167
7.10336	14.6532	32.398	20.2347	11.3656	12.6929
13.6323	16.8729	14.9223	15.5332	21.8122	12.9916
1014.53	928.841	930.6389999999999	1214.45	1144.51	1144.06
146.167	177.31	232.282	124.65	204.455	165.362
11.3367	12.9239	21.2266	11.5578	8.11488	16.348
0.0	0.0	0.0	0.0	0.0	0.0
175.42700000000002	175.59900000000002	215.528	160.796	177.632	184.30200000000002
5.83861	14.0516	8.87652	11.088	7.785	4.6368599999999995
1.62184	1.67281	1.4794200000000002	1.8479900000000002	0.0	0.0
109.73899999999999	105.291	128.814	178.35299999999998	123.182	179.36900000000003
58.4125	54.111999999999995	73.0177	49.3021	58.8466	46.3895
110.07600000000001	103.961	82.2639	109.559	123.07600000000001	101.11200000000001
629.148	269.065	125.978	419.63599999999997	638.37	493.55800000000005
39.5675	10.2028	36.0929	56.3561	15.8274	35.3512
1630.49	1787.68	2082.04	2391.3	2152.12	2127.8
0.0	15.9295	7.043939999999999	17.5977	18.5333	13.7984
30.1881	57.2245	69.215	23.2416	53.5239	46.653
50.4211	49.2847	51.0742	47.0973	59.0997	52.3818
0.0	0.0	0.0	0.0	0.0	5.89187
111.50200000000001	102.012	111.48	73.2155	64.509	98.3075
61.258	57.8866	60.5632	58.933	61.9198	57.2431
18.0867	24.142	32.997	20.6088	32.3441	21.5459
39.5926	21.9892	48.6176	50.318999999999996	41.42100000000001	54.4211
63.925	46.2632	69.5873	40.6449	81.3738	24.401999999999997
39.8972	24.6907	18.1969	24.2457	26.5988	26.9324
17.3299	7.14982	10.5387	21.0628	24.0313	12.3866
18.5568	22.3301	19.4351	14.4879	18.1449	21.6966
71.168	108.995	110.165	73.7199	108.695	59.0886
0.0	0.0	0.0	0.0	0.0	0.0
75.4634	86.6341	74.8226	85.2386	103.42	99.2768
12.7461	62.1859	18.4552	22.1309	13.2724	15.6659
3.6435800000000005	4.69762	15.7872	7.265389999999999	7.28733	5.42555
1093.73	915.2589999999999	752.9730000000001	1058.13	1139.16	958.75
75.6415	52.0126	70.8031	73.2327	67.634	65.9617
134.319	133.844	132.388	138.781	132.501	132.21
152.939	185.18	148.608	204.57299999999998	148.953	194.072
4.84499	3.53974	3.4988099999999998	0.9201	3.71458	3.1263
176.796	142.371	258.723	129.27200000000002	177.745	203.851
207.014	246.519	238.61900000000003	227.303	261.973	204.011
60.0167	98.3397	141.024	50.64	50.7495	71.0428
51.5912	63.8553	75.2973	47.0282	44.0255	73.75
324.165	259.533	266.749	402.94599999999997	331.88	434.77099999999996
43.849	28.4764	34.8135	53.6645	43.5252	42.5622
108.811	0.0	0.0	0.0	87.0505	129.621
41.965	60.2212	49.9304	47.8168	55.4681	65.2058
524.866	464.025	511.707	503.126	600.971	527.658
138.69799999999998	116.566	149.94799999999998	99.5061	139.72899999999998	79.5529
3.25426	2.01392	4.15589	2.22483	2.60347	1.55066
23.4916	25.4216	17.9158	17.333	20.0261	19.0386
29.6112	32.1494	39.0948	24.8613	33.6641	17.6373
611.134	463.811	473.483	659.863	623.425	648.54
7.43646	6.9397	7.4294899999999995	7.66643	7.082510000000001	5.062130000000001
46.6036	38.6891	28.5136	33.0269	29.5542	29.7895
39.4921	37.6001	36.0242	34.6147	51.0372	21.7132
38.814	34.4478	41.9927	40.1123	39.7176	36.5598
760.83	606.1030000000001	744.802	833.445	793.0139999999999	897.133
400.005	449.358	417.208	434.585	456.45099999999996	452.499
46.1639	34.5035	50.0439	28.9688	42.2844	37.459
263.801	218.12400000000002	252.56799999999998	235.998	298.255	303.866
19.7852	20.2232	14.6334	15.8418	15.1155	16.5622
80.9508	88.1338	78.5307	78.3299	83.7797	80.361
130.96	138.218	154.65	156.162	163.247	133.029
30.2251	29.3937	19.6936	22.6319	21.4172	21.6035
72.0656	96.95299999999999	111.46799999999999	60.6935	81.4674	57.8545
5.26696	10.865	14.4134	13.5032	10.5342	12.5486
141.14600000000002	110.64200000000001	148.064	139.92	182.929	132.83100000000002
541.462	390.936	369.13599999999997	623.46	506.13599999999997	505.83099999999996
89.2677	146.566	121.31200000000001	128.701	80.1606	88.9789
101.006	96.3667	94.4394	86.3176	86.8668	114.307
0.0	0.0	0.0	0.0	0.0	0.0
70.0576	112.676	94.2337	105.53399999999999	86.446	55.1662
134.22	109.53399999999999	114.361	152.936	119.178	128.264
18.6361	3.72035	20.2898	8.2199	5.29036	16.4712
17.6552	15.5321	16.1048	13.6086	13.709000000000001	14.2274
11.2563	12.5776	7.7008600000000005	13.8947	10.5061	12.2917
42.7782	59.4306	62.1162	35.8114	53.7795	45.7598
58.1834	61.0838	66.3427	62.7451	66.4969	66.8359
12.2351	20.8499	15.0427	14.5474	22.9813	8.87185
83.7841	82.3024	74.0006	62.1295	69.1568	66.5389
70.6916	66.9206	91.8676	66.2048	85.994	69.2152
0.0	0.0	0.0	5.477180000000001	0.0	0.0
69.5881	114.84100000000001	67.7092	79.2918	92.7864	55.2649
181.81	148.457	172.755	198.53099999999998	163.63299999999998	162.437
140.905	128.57399999999998	130.969	117.181	127.152	130.73
21.3735	18.518	15.5973	23.3797	25.9908	23.4244
28.88	29.7877	29.2711	25.5944	25.6717	19.113
0.0	0.0	1.10619	0.0	0.0	0.0
24.0344	17.3529	26.3087	32.8631	40.3788	45.8099
4.82627	9.95593	0.0	0.0	3.86111	5.7493300000000005
189.987	372.32	346.60699999999997	519.55	410.381	520.5419999999999
10.3071	13.2889	11.7525	19.0846	15.4611	7.67402
79.0547	91.553	83.9206	67.4271	76.56	70.4931
197.622	153.836	170.06400000000002	246.422	196.88099999999997	190.99900000000002
22.3955	33.3658	13.6193	22.683000000000003	25.8799	14.8216
162.664	212.851	148.38	124.486	137.903	130.14700000000002
25.1453	41.497	20.6435	40.1123	30.1751	17.9727
230.176	273.022	293.949	222.93200000000002	202.56	315.329
0.361606	2.6108	13.5239	1.23609	0.289292	1.7230599999999998
66.9146	83.5478	85.3623	63.0601	88.9532	103.686
30.4947	37.1719	48.0473	32.3779	41.0302	32.1989
33.8259	26.4543	28.8211	29.6482	30.6299	32.3248
0.0	1.9595799999999999	6.9321399999999995	0.0	1.51993	4.52646
46.2104	40.2785	33.8408	25.9563	31.7623	26.3612
175.08599999999998	183.65	170.53900000000002	191.611	194.67700000000002	135.513
45.3545	58.1897	85.7708	42.8557	44.6918	92.9032
28.2489	30.2159	31.4946	27.4194	25.1107	23.6808
30.5595	15.76	11.615	20.3122	18.3362	18.2021
968.0930000000001	871.437	674.3539999999999	842.3580000000001	943.4739999999999	901.63
238.233	195.785	250.544	205.91099999999997	251.56400000000002	248.393
195.108	304.764	274.664	262.93	318.185	122.917
27.9164	19.1959	22.2819	23.8569	14.8891	27.713
0.0	0.0	0.0	0.0	0.0	0.0
82.8821	72.9155	60.0385	86.1067	99.4609	79.8583
24.8691	26.7501	24.9538	16.5974	25.8645	15.6592
60.9893	65.1529	70.5356	85.6264	86.2584	58.3826
105.289	102.45100000000001	71.5793	71.3034	88.2063	75.7289
21.4693	5.53603	9.79203	6.11578	21.4698	6.39387
73.8255	83.4365	103.88	48.3243	54.0353	64.5554
321.528	296.33099999999996	294.24	334.455	300.377	306.418
48.7176	40.728	44.9074	35.6439	33.2314	47.0391
32.5755	26.3995	27.5924	16.9682	24.9441	25.5009
79.318	78.1258	77.5675	78.1651	89.1813	71.5045
8.3139	5.32255	10.4605	6.53326	5.96322	5.12275
144.68200000000002	135.66299999999998	127.978	169.85299999999998	108.73299999999999	172.35299999999998
84.7005	58.0031	84.2291	84.6453	86.0911	75.2615
650.01	799.905	654.269	822.377	810.515	619.4630000000001
185.783	136.174	114.662	174.75599999999997	205.55200000000002	145.974
54.5763	71.8205	82.4009	60.0423	76.7851	51.5632
147.381	110.555	118.823	150.97	156.615	150.741
68.4982	100.399	98.6577	65.7262	80.7577	77.3042
371.543	424.37199999999996	309.347	406.30400000000003	446.85900000000004	445.57300000000004
130.38	120.697	120.19200000000001	154.335	111.309	136.107
132.991	143.135	142.41	144.947	134.15	199.75400000000002
10.8811	17.6362	14.1794	3.54239	9.94863	16.6656
55.1495	47.9949	57.381	47.1298	53.772	56.4585
59.0364	114.90899999999999	179.797	84.6283	190.445	91.8795
31.0951	37.1633	33.7674	30.932	33.9587	34.6904
29.2644	22.4226	28.6014	25.7234	34.4492	22.909000000000002
0.0	0.0	0.0	1.5306600000000001	0.0	0.0
20.1162	12.1033	1.52915	7.640439999999999	6.70557	3.99393
0.0	0.0	0.0	0.0	0.0	0.0
27.928	44.2375	29.115	30.1177	40.6961	14.8524
31.4542	23.9053	27.182	43.3856	45.0303	45.3585
250.582	112.624	171.114	261.598	145.593	146.752
29.1043	15.0095	13.937999999999999	17.4104	13.9704	14.7351
61.8286	59.8136	88.294	64.6198	77.7779	67.5582
178.808	244.649	218.02900000000002	203.74099999999999	210.195	178.229
73.5968	75.9099	51.2339	101.514	74.3732	96.9013
87.9091	67.755	70.4963	89.16	77.2845	90.9127
0.0	2.05072	0.9068200000000001	1.69911	0.397656	0.592124
29.3322	22.6906	42.3644	25.9952	26.0737	24.2654
56.996	67.8316	93.9838	49.9567	75.4119	65.2854
247.638	297.991	263.541	258.655	181.605	172.083
67.8014	53.0643	79.8735	47.3629	66.7808	67.375
30.8384	34.4583	24.0281	29.2822	21.5874	32.9097
38.7101	91.03299999999999	79.0963	44.108000000000004	80.5189	53.4918
3.03017	4.16721	2.76408	3.4527	2.4241900000000003	0.0
948.294	823.9580000000001	897.243	1106.84	1134.72	1055.21
11.0146	7.57384	3.34911	8.36698	14.6864	13.1212
25.9073	45.4266	56.7175	44.2798	60.1063	30.8622
0.0	0.0	0.0	0.0	0.0	0.0
80.3149	74.0184	78.6891	72.4489	81.8042	67.7703
0.0	0.0	0.0	0.0	0.0	0.0
0.0	2.22439	0.0	0.0	0.0	0.0
23.6301	23.3131	36.5499	21.0719	19.7265	35.4928
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
67.8848	77.3888	122.76100000000001	181.842	114.335	238.34799999999998
77.2692	64.0708	76.0122	60.4223	99.3918	61.365
0.0	3.78692	23.4438	4.18349	2.93729	17.4949
23.6282	20.1821	27.951999999999998	12.1995	12.9958	14.5134
20.8266	27.7992	15.6452	25.1266	14.7015	14.594000000000001
25.8793	36.7024	14.7542	29.488000000000003	31.0558	11.5608
0.0	0.0	0.0	0.0	0.0	0.0
28.1882	44.7295	35.6025	12.3534	34.694	25.8303
0.0	0.0	4.29847	0.0	0.0	5.613519999999999
0.0	0.0	0.0	0.0	0.0	0.0
7.732010000000001	14.3551	7.05305	8.8102	6.18576	9.21081
0.0	0.0	0.0	0.0	0.0	0.0
620.77	556.885	694.826	590.031	687.1489999999999	743.707
22.4773	28.9797	19.4783	19.2087	22.4778	14.7269
31.5786	24.8807	50.0097	35.982	34.7373	38.6631
233.51	220.65900000000002	251.27	238.987	223.72799999999998	256.517
0.0	0.0	0.602545	0.0	0.0	0.0
751.9810000000001	696.442	717.069	892.475	880.2230000000001	951.685
7.938280000000001	16.3756	15.287	22.1105	16.9354	3.15217
49.6282	27.0996	13.3148	33.2639	32.696999999999996	27.8211
0.0	0.0	2.70585	0.0	0.0	1.76683
1645.76	2006.12	1501.24	2045.73	1316.64	1425.83
32.4687	33.4892	29.6176	36.9963	36.602	26.3718
12.0619	14.3551	37.8043	10.9246	21.5264	11.4214
4.66937	8.02689	5.679119999999999	4.7293199999999995	6.641039999999999	7.4165600000000005
49.4808	49.9616	55.1132	46.885	44.1692	66.39
1.48317	0.0	0.0	3.3799699999999997	0.0	0.0
13.5405	10.0686	5.170380000000001	8.970130000000001	6.046130000000001	12.7541
129.141	129.951	86.1956	100.492	123.47399999999999	172.601
3.83627	6.59474	4.6658599999999995	1.45707	6.13817	6.09331
7.167160000000001	7.39243	2.1792599999999998	5.444380000000001	3.8225800000000003	5.69195
19.9209	19.4056	22.7145	19.5462	14.609000000000002	17.7982
49.4139	49.8345	50.0831	46.2947	38.6536	48.3998
163.96099999999998	158.968	174.49	195.543	178.394	281.26
421.87	365.81699999999995	354.175	474.741	379.319	416.276
109.07600000000001	127.572	131.47899999999998	139.822	133.232	111.375
1.4283	0.0	2.60576	1.62747	1.14267	0.0
61.3221	53.0983	31.7668	43.1315	39.9738	48.7002
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
497.08	357.543	525.024	640.92	554.649	319.449
7.789039999999999	9.37283	4.7367099999999995	2.95839	1.03856	4.6393699999999995
36.8402	37.9981	20.0201	28.5803	35.1166	42.9524
5.343369999999999	0.0	0.0	0.0	0.0	0.0
20.5039	16.7425	25.7172	29.2038	15.72	20.3545
63.7141	84.2582	108.14299999999999	70.0059	69.359	79.1527
0.0	0.0	0.0	0.0	0.0	0.0
14.4497	18.2158	32.2198	9.147	17.34	15.3007
45.77	46.5618	47.4701	41.4361	51.6648	43.3202
125.13600000000001	155.672	201.28400000000002	107.756	136.79399999999998	135.414
19.2533	16.5487	11.7084	23.7663	26.9553	24.846999999999998
37.1137	54.2302	28.2122	38.7649	71.7548	58.9492
0.0	0.0	0.0	0.0	0.0	0.0
4.35876	8.092369999999999	2.3856	6.953189999999999	7.6716	6.23088
7.38837	0.0	0.0	0.0	0.0	0.0
30.0733	45.4938	61.2658	29.6979	42.5045	23.8833
768.184	421.525	440.296	771.398	584.388	745.6189999999999
28.6932	39.46	29.9126	35.808	33.8861	43.9469
21.2567	15.1787	25.3563	29.8102	18.3139	52.5922
132.14600000000002	121.59	169.105	135.407	169.607	142.697
15.5366	2.46537	15.2625	6.80888	4.78061	10.6777
97.6208	125.861	127.765	90.6794	117.99700000000001	97.3308
63.5209	53.3499	41.3878	46.5291	50.092	43.2398
1205.32	1026.61	961.56	1296.82	1431.29	1275.75
2.56849	9.7138	0.780981	8.77995	4.10968	3.05973
104.14299999999999	99.8521	108.824	88.5813	98.7674	100.181
396.381	104.214	108.708	253.87099999999998	155.447	376.519
57.7821	85.1404	60.2379	112.868	59.4345	19.6667
5.34636	2.7572	12.8018	8.376330000000001	16.0395	1.59222
28.6343	37.4102	34.8265	30.4521	19.8536	22.7406
74.8643	71.5673	72.4543	59.2964	89.8393	85.9198
14.7979	13.1744	11.3671	11.3592	14.7048	13.7313
35.8658	36.993	33.4771	37.0654	30.0279	21.8595
340.869	331.60699999999997	279.13599999999997	388.401	368.767	309.161
18.8788	18.174	37.8862	22.9454	19.131	22.4895
113.023	158.543	135.059	140.374	121.164	123.868
28.8413	29.7478	48.2326	41.0789	44.2244	28.6312
146.446	142.335	187.535	186.12099999999998	168.98	224.778
105.329	105.34700000000001	72.7874	138.2	89.3718	125.473
11.6789	14.7993	10.6533	10.6459	17.6188	17.8875
45.8237	17.015	30.0959	33.4167	39.5926	37.1197
6963.25	9732.71	7876.25	6849.44	7127.7	5383.98
26.5981	27.4341	72.7874	60.6141	63.836999999999996	0.0
97.0472	108.439	95.9024	78.6818	76.6442	68.1791
444.024	452.95599999999996	529.43	582.247	559.7919999999999	396.95099999999996
4.86551	0.0	13.3148	5.54398	5.83875	0.0
8.14228	14.9301	16.5051	1.03085	3.6188800000000003	8.62182
47.1777	38.7482	47.8166	63.7112	60.1093	56.2007
18.5237	35.2724	54.5906	30.8483	36.4783	16.9742
7.27854	13.3463	21.3936	17.5085	2.58799	9.63401
72.3799	63.7297	64.4137	66.3805	56.4929	90.429
0.0	0.0	0.0	0.0	19.1511	0.0
45.0937	35.8799	38.7834	27.8929	27.8299	33.7657
361.465	299.904	327.907	352.86800000000005	268.466	379.59
1.61745	0.0	0.0	0.0	0.0	0.0
362.702	336.691	490.764	413.278	386.89099999999996	482.47900000000004
0.0	0.0	0.0	0.0	0.0	0.0
5.1150199999999995	4.39649	10.887	7.771039999999999	5.45616	4.0622
18.7997	15.5125	16.0056	18.5651	19.0508	25.3813
11.6205	17.3128	10.6001	16.1834	11.3626	3.07623
1.16829	6.02506	2.66425	1.9968099999999998	1.40198	0.695868
129.727	151.477	127.266	107.376	134.136	126.838
51.3383	37.8228	46.1611	48.468999999999994	53.9798	50.673
43.2241	40.5297	56.6337	31.3419	37.7238	21.5326
23.7483	45.0703	53.7241	36.8014	23.5589	22.6323
127.15799999999999	139.577	106.414	131.597	123.194	152.86700000000002
13.790999999999999	13.4758	19.2011	7.4435199999999995	11.6138	11.2407
111.48299999999999	85.9247	112.869	138.197	124.47200000000001	126.96799999999999
0.0	0.0	0.0	0.0	0.0	0.0
3345.23	2975.55	3471.4	2482.85	3093.64	3582.86
1.64231	1.01636	1.49809	0.374264	1.0511	0.782565
28.0439	28.9254	27.6278	15.3382	17.0511	16.0356
0.625021	1.9340000000000002	1.1402700000000001	0.0	0.500029	0.7445609999999999
12.0901	6.23503	5.5142	2.29599	0.0	4.80079
10.4032	8.75357	7.741569999999999	5.9269300000000005	7.446680000000001	14.6758
9.26047	14.3273	6.335459999999999	13.1897	20.3735	5.5158
7.874439999999999	1.8048799999999998	11.9716	0.996943	3.4998400000000003	5.21138
47.971000000000004	38.123000000000005	56.6709	39.4271	47.1857	44.0303
31.8043	25.8735	29.0115	24.4997	21.8604	32.5508
8.932210000000001	15.7936	11.6398	7.9968	6.635510000000001	12.9207
48.9245	53.6409	82.2285	68.9152	51.4682	69.2954
10.4625	6.47484	9.54381	23.843000000000004	6.69619	4.98543
10.7004	10.2484	19.5215	14.8052	14.6752	6.37346
5.80323	1.49641	2.64682	6.61245	8.12471	3.4565699999999997
11.7878	17.7698	33.0852	22.7303	21.0372	20.5234
0.0	0.0	0.0	0.0	0.0	0.0
40.7114	31.4933	30.6376	37.1107	54.5546	38.7982
0.0	0.0	0.0	1.5895299999999999	0.0	0.0
1.8385799999999999	0.0	1.67713	2.09496	2.9418	0.0
117.823	99.735	118.595	137.03	132.615	151.97299999999998
1196.92	0.0	0.0	0.0	0.0	0.0
274.293	363.74699999999996	298.948	239.48	236.53900000000002	335.241
46.4272	50.6117	64.3862	58.9225	41.9742	58.9039
0.0	0.404898	1.07427	0.4473	0.0	1.8705599999999998
2.6539099999999998	2.73733	2.42087	0.0	6.36955	11.0652
88.9599	71.7365	72.2956	112.42299999999999	82.8156	90.5597
50.4621	38.5975	37.2385	56.2066	52.1643	54.7099
26.1145	35.9138	33.0852	26.4498	38.3022	20.7394
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	4.56998
8.75258	3.3853800000000005	8.982000000000001	6.233169999999999	0.8752790000000001	2.60664
26.0739	15.3677	40.773	21.2212	17.8797	17.749000000000002
145.531	107.21799999999999	138.17	159.056	121.179	166.28799999999998
2.38905	2.46414	2.1792599999999998	0.0	1.9112900000000002	0.0
0.0	1.14841	0.5078189999999999	0.0	0.445375	0.6631779999999999
13.4788	13.9024	4.918069999999999	18.43	17.2532	22.4794
512.2819999999999	646.486	553.25	527.316	473.291	538.506
163.153	190.2	220.113	160.909	164.528	190.274
64.9005	61.7911	77.4173	69.6841	66.8991	50.5509
5.81027	11.9858	4.41671	7.723889999999999	8.521930000000001	14.9966
28.2101	24.9401	33.8204	35.8174	20.6342	17.2828
