cK1	cK2	cK3	cK4	cK5	cK6
21.5841	25.8537	30.7639	20.0478	9.850060000000001	13.5382
38.7541	71.3047	55.7383	35.6735	55.8016	69.9674
9.37335	27.0347	8.8103	18.3834	13.5299	7.55018
90.4584	110.471	103.98299999999999	95.8979	50.9178	102.40299999999999
83.2099	93.4632	105.508	68.2223	59.4597	92.9061
489.24199999999996	1004.8	1256.76	1859.57	1462.7	664.822
34.4571	29.1227	24.0235	30.1175	38.6495	16.775
108.52600000000001	110.93299999999999	109.921	86.3074	73.3097	118.06299999999999
7.10543	7.40044	2.78275	4.51613	1.22099	7.15423
63.7851	63.0921	41.7946	40.7638	19.6028	39.5219
66.9871	58.2314	49.9559	48.5129	21.0919	38.772
108.79700000000001	130.747	163.54399999999998	142.94899999999998	207.851	151.429
9.15354	2.80008	3.4219199999999996	0.906684	0.0	1.6757099999999998
37.4934	24.7818	39.9217	17.8728	19.3284	35.3915
31.824	9.24986	20.4343	9.6767	6.10447	15.6487
29.3523	31.0413	27.5891	19.189	15.1316	14.7769
66.916	157.983	162.217	116.287	137.112	112.57700000000001
131.713	68.8203	97.5608	121.67299999999999	233.222	92.2558
10.1213	8.91976	14.8646	11.947000000000001	8.69615	3.3969400000000003
76.3149	65.5338	72.253	72.6564	75.6273	56.6967
66.4741	25.8353	49.8519	43.9196	34.9975	18.5127
0.0	0.0	0.0	1.03894	0.983116	0.0
22.6918	9.73925	10.4739	7.94716	5.0134099999999995	4.07993
0.7932739999999999	1.52531	2.79608	5.618180000000001	3.6805	2.39617
1.15869	0.0	0.680679	1.89373	7.167860000000001	1.16665
71.1671	89.0127	100.663	92.59899999999999	105.43299999999999	65.3947
0.9458120000000001	0.0	0.555624	0.515269	0.0	1.90462
21.8509	9.88591	16.6119	19.6069	29.8178	5.17671
152.21200000000002	185.514	235.16299999999998	125.365	140.871	124.296
103.18799999999999	142.526	138.178	143.85299999999998	164.463	131.572
11.1873	10.0833	14.7872	12.1895	5.76724	14.0802
32.1924	38.6873	54.1561	29.4959	29.4196	33.8869
889.2360000000001	1395.33	1254.61	1061.07	553.393	1213.35
326.823	262.12	287.478	277.072	303.628	269.237
0.0	0.0	0.0	0.0	1.16941	0.0
0.0	4.3817699999999995	0.0	0.0	4.69911	9.17797
47.2458	36.6872	38.1926	37.1786	31.2256	30.0872
1.43442	0.0	0.561773	0.520972	0.49297700000000005	0.9628479999999999
94.0928	90.9995	136.54399999999998	113.506	211.638	120.679
219.425	208.585	231.15599999999998	155.268	121.505	262.139
0.0	0.0	0.0	0.0	0.576805	0.0
20.5195	2.07658	0.0	2.35344	1.1134899999999999	0.0
88.7876	5.08099	4.96751	4.606730000000001	6.53876	0.0
191.65099999999998	5.00992	11.5648	6.93962	11.3425	68.792
10.3139	35.696999999999996	32.3146	41.9547	39.7002	27.6927
14.0349	28.3823	19.9015	8.43706	24.949	20.465999999999998
215.18599999999998	182.19099999999997	267.39099999999996	129.292	140.605	44.5811
4.46551	3.2198599999999997	2.6232900000000003	0.0	0.0	2.2480900000000004
49.1449	14.466	19.9598	19.039	11.3851	35.1875
325.664	348.848	314.722	303.363	279.289	367.37
81.2416	79.4525	67.4746	61.5565	55.3603	67.6962
6.700410000000001	1.8405099999999999	3.9362	3.12885	1.4803600000000001	1.92755
52.6445	29.085	36.9437	30.6268	20.8762	34.5379
340.849	478.43199999999996	390.457	434.51800000000003	328.583	326.031
147.987	36.2766	51.6859	46.9292	29.7947	43.3667
122.01799999999999	109.86	122.881	84.4117	77.8789	132.607
1.6911900000000002	1.62592	0.993502	0.9213450000000001	0.0	3.40561
91.9204	27.3151	53.0174	54.6298	74.9566	52.1655
57.645	36.9467	48.9146	33.1491	30.5423	35.4694
9.51336	91.0958	103.726	53.0717	191.856	33.717
3.7635400000000003	0.0	4.42184	0.0	0.0	0.0
230.09099999999998	239.30900000000003	242.075	246.145	327.81	263.263
85.8999	66.7557	74.8527	53.0371	39.1164	40.3619
119.93299999999999	23.9776	29.7336	31.9699	22.689	25.8501
851.6360000000001	1231.11	569.181	888.702	516.445	965.188
325.626	272.922	498.664	304.76	344.338	179.343
576.193	392.45300000000003	311.881	402.92199999999997	143.642	259.769
168.037	162.38	233.878	182.15099999999998	203.46	180.47099999999998
34.369	15.0193	15.9075	18.1565	5.36901	0.0
46.2741	38.3392	45.5277	33.6129	34.5218	38.6372
26.4953	33.1145	29.5732	14.4344	10.927	13.3387
32.5508	4.47063	7.28465	13.5111	7.99069	15.6069
38.9901	28.436999999999998	17.3762	17.5791	19.4069	10.8298
221.518	162.858	208.595	144.64	151.982	167.28
150.542	111.925	134.424	107.165	62.0852	66.6933
31.7862	21.6873	27.7084	13.4066	8.45743	8.25923
43.1489	40.4879	43.2608	33.5995	33.5735	28.5001
0.0	0.0	0.0	0.0	0.0	0.0
4552.65	3463.68	5633.55	3230.69	4869.75	2412.24
3736.17	1262.21	876.7389999999999	874.112	52.1886	894.301
106.265	91.9469	187.278	98.4164	235.55900000000003	117.694
24.2335	19.0622	18.1187	28.8048	15.8999	4.43636
69.3555	50.9454	56.766000000000005	38.2087	20.8899	34.5236
143.312	235.44099999999997	191.604	166.321	72.7473	85.6932
2.64777	1.2727899999999999	1.55545	0.7212390000000001	2.72993	2.66595
6.3964099999999995	5.46624	2.50508	1.5487600000000001	0.732766	1.43119
0.967925	0.0	0.0	0.527316	0.0	0.9745729999999999
7.10543	1.1385299999999998	8.34826	3.87097	4.88394	2.3847400000000003
52.246	51.9615	65.618	45.1484	41.7936	58.0467
9.62767	1.8512099999999998	18.0987	14.6862	11.9117	3.8775199999999996
326.249	222.767	272.24	248.428	282.858	216.50400000000002
94.6262	72.0019	83.2436	86.7826	69.3723	91.4459
33.7951	48.736000000000004	27.7944	39.2773	46.4583	27.2217
2.36004	1.8151599999999999	0.5545680000000001	3.6000300000000003	1.94662	2.85149
1.19852	0.0	0.0	3.26472	3.7071400000000003	0.0
94.152	21.3239	39.3554	35.5106	23.335	35.5495
321.66700000000003	1119.27	1229.71	982.061	748.313	882.85
795.3960000000001	1394.65	1292.18	1079.66	570.649	1224.21
67.7438	52.1032	63.6745	44.2874	74.5023	27.2836
62.7725	44.8753	66.9443	31.5672	33.6878	26.901999999999997
0.0	3.9925800000000002	1.2198200000000001	3.3936699999999997	0.0	4.1814
119.95200000000001	98.369	101.54299999999999	86.57799999999999	56.7868	81.9784
31.1836	25.8449	32.8479	21.0892	19.956	10.8268
144.553	209.34	204.235	183.421	145.266	114.226
0.9364520000000001	0.900307	1.6503700000000001	0.51017	0.48275500000000005	0.0
72.777	19.5609	26.0504	20.1794	19.9018	16.2837
100.631	108.994	64.3547	99.9305	123.454	79.5189
137.352	144.91299999999998	169.76	170.55	194.49	191.27900000000002
1945.1	1930.09	2261.33	1979.28	2022.8	2269.35
144.679	64.5313	80.8507	65.1453	91.3039	69.2868
322.447	171.28900000000002	204.19299999999998	241.764	605.177	565.682
14.452	3.47355	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
29.9729	21.1667	24.843000000000004	24.5825	16.2943	19.3144
82.1968	70.994	77.1701	65.7739	52.4534	43.5787
204.609	55.8564	68.2612	50.4593	39.0663	74.60600000000001
13116.5	7725.26	10777.9	8195.95	7878.1	5840.89
21.3672	15.6514	16.7364	16.0752	29.3737	5.12237
16.21	31.4742	38.0906	25.281	3.27705	39.6831
0.692146	0.0	0.0	0.0	0.0	0.0
1.37614	3.6383199999999998	2.8294900000000003	2.99884	1.7735599999999998	1.3855899999999999
112.59700000000001	114.49	124.666	97.2272	63.2308	112.39
713.482	640.456	773.796	622.741	540.496	598.3340000000001
109.167	79.0951	102.23700000000001	84.4689	73.4049	73.2776
89.4331	89.9719	93.1055	103.61200000000001	121.38799999999999	81.3086
76.6888	61.0617	71.0501	70.307	62.3491	51.7037
75.1382	32.963	9.42806	34.9732	15.7948	30.8493
352.409	205.22400000000002	271.777	243.581	217.68599999999998	162.565
106.135	108.185	126.20200000000001	129.575	121.294	115.876
99.4075	88.3668	98.601	88.7183	70.0449	101.59899999999999
112.12200000000001	64.6767	68.907	65.7818	70.2501	62.5249
30.6426	15.7388	21.2069	21.0387	22.9377	17.7511
133.403	197.725	166.533	307.362	210.612	296.622
147.506	127.096	150.417	112.2	111.91	123.29799999999999
38.374	35.8957	40.2119	40.6815	22.4557	48.0359
121.336	118.729	119.22200000000001	121.385	118.42299999999999	91.3011
124.439	112.507	122.34200000000001	98.3525	116.999	74.6567
26.2619	30.1576	29.9984	16.6918	22.564	11.7521
101.197	32.4305	50.4417	70.1672	44.2645	52.4901
216.67	224.076	148.076	182.468	31.1505	307.681
29.022	24.6192	40.1156	18.601	29.9225	27.5024
0.974094	2.8094900000000003	1.14448	1.06135	5.0216	5.8847
4.99284	24.0006	23.4646	10.8802	5.1477699999999995	10.0543
30.2431	16.5903	18.1846	13.7624	13.0229	27.5849
35.7669	200.959	153.90200000000002	78.954	45.9762	108.505
93.2309	60.1818	75.8944	57.3216	129.767	49.6177
140.795	176.078	170.801	187.082	177.02900000000002	177.49
74.4761	49.9433	43.8503	48.3589	24.7868	24.7138
251.287	260.661	356.425	262.99	519.021	272.987
11.6305	1.5973700000000002	7.80846	7.241339999999999	6.85222	6.69163
37.1949	32.0601	34.157	28.4154	25.1253	17.2186
43.0887	136.461	56.5815	46.9486	70.5586	40.8326
115.865	88.6354	126.617	120.13600000000001	118.176	101.60799999999999
282.67900000000003	52.2011	79.5781	111.00299999999999	57.1359	96.9401
219.745	196.13	290.732	352.62800000000004	280.44599999999997	77.3439
27.4416	12.7363	12.2295	5.15514	3.9025	19.0552
72.5572	172.82	173.56900000000002	138.884	114.235	75.0299
267.34	112.64200000000001	125.641	55.2182	45.0605	77.71
114.118	140.213	122.17200000000001	108.978	84.9508	100.262
110.59100000000001	185.855	169.83599999999998	204.94099999999997	210.08900000000003	106.96600000000001
75.8381	85.8319	90.2311	79.4938	61.3654	42.528999999999996
7.35982	3.53787	8.64715	0.0	0.0	0.0
16.5596	14.6208	15.4855	15.8337	16.3766	21.7774
30.8221	16.4935	35.8716	28.514	22.185	27.5205
0.0	0.0	0.0	0.0	0.0	0.0
129.157	53.1096	43.879	88.1663	33.6923	32.9027
224.94099999999997	154.239	175.11700000000002	168.83	132.153	153.254
289.682	231.764	286.36400000000003	261.938	188.815	234.678
99.9423	66.4416	89.3169	77.6168	277.341	180.918
9.3513	2.24759	19.2272	5.0945	12.0518	4.7077599999999995
8.6009	3.9690800000000004	8.48846	5.62282	3.9018300000000004	4.8495800000000004
80.5251	64.0979	77.8243	54.2469	51.3319	44.4622
69.214	88.4713	93.7958	96.8388	62.0361	34.0528
37.2591	39.4031	36.4802	79.8403	208.72299999999998	27.511
76.8769	83.2416	78.46300000000001	73.1873	51.2403	51.6032
1.9792299999999998	1.90284	3.1005700000000003	0.718845	1.36043	0.0
46.2809	6.7586699999999995	6.88305	10.213	0.0	10.6174
0.0	0.0	0.0	0.0	0.0	0.0
202.53099999999998	166.49400000000003	191.4	187.093	242.105	203.922
0.0	0.0	0.0	0.0	2.1476	1.39818
26.1038	45.4869	42.1708	28.4422	18.5032	16.4269
272.278	232.683	286.22900000000004	218.59799999999998	259.932	258.65
28.3511	15.4868	9.08455	18.9557	19.9301	15.5704
41.9821	36.5177	38.7556	31.5843	52.5601	34.2189
37.3174	32.8873	40.191	40.6603	49.6973	21.918000000000003
0.0	0.753927	0.9213620000000001	0.0	0.0	0.0
34.4502	88.0705	98.4303	61.423	23.4104	40.9935
2.83763	0.779458	2.38141	1.7667599999999999	0.417954	3.2652799999999997
292.579	280.138	325.515	297.97	348.44599999999997	276.553
288.596	463.809	587.056	632.0269999999999	410.059	610.07
5.14564	3.14811	3.2976400000000003	1.5290700000000002	1.9292	1.88399
103.916	65.5039	88.1139	79.5779	89.9577	51.3278
41.196999999999996	41.9367	85.417	58.0897	29.9826	43.92
91.0777	76.9487	100.523	120.287	136.588	105.598
172.148	73.6013	112.79799999999999	88.3739	50.3457	99.1649
0.0	0.0	0.0	0.0	0.0	0.0
133.41299999999998	129.389	144.374	102.01	60.3302	122.546
0.29018	0.278979	0.0	0.0	0.598368	0.0
507.444	232.22	355.93300000000005	357.727	137.599	117.514
28.2686	11.7357	16.984	24.1507	10.2672	32.344
71.321	42.5596	14.4476	29.4762	45.6419	24.7624
25.8416	9.236930000000001	13.2345	12.2733	7.514819999999999	17.346
48.4273	48.1275	44.1118	42.0938	33.0997	41.6376
9.89223	2.2825	2.7894	0.43113500000000005	0.8159350000000001	5.5776900000000005
230.632	260.612	323.626	240.57299999999998	243.423	209.104
186.233	216.486	254.005	207.812	177.083	170.922
0.0	2.16114	5.28219	0.0	13.905999999999999	4.52669
10.7462	0.0	4.20862	2.9272099999999996	2.3082599999999998	0.0
19.1322	12.7821	9.52485	10.2464	6.686730000000001	19.5901
13.7614	23.8145	22.6359	19.4924	21.2827	19.3983
159.68200000000002	189.52900000000002	226.988	204.058	184.96200000000002	186.582
56.167	48.0406	50.5176	52.3353	38.3404	45.2422
7.945710000000001	5.20843	11.4572	6.6898800000000005	8.93702	2.90919
11.1325	21.4056	27.7944	28.8082	10.0432	14.0112
73.5982	63.6817	54.7653	52.1242	63.235	41.9921
32.2713	8.03017	16.5046	9.10079	12.5262	20.6426
6.04971	1.71065	2.50866	1.5509700000000002	1.46763	3.5830900000000003
113.165	116.085	135.503	105.01299999999999	142.914	143.92700000000002
4.48567	2.15627	1.7567599999999999	3.25833	0.0	3.01098
609.93	568.884	699.808	566.7959999999999	567.178	615.429
139.644	168.709	172.782	140.035	98.1086	77.1452
80.2889	26.534000000000002	38.3226	57.4096	64.6721	15.1576
87.7321	72.1973	75.5054	50.3526	38.3408	58.8898
29.3668	14.1166	18.6893	9.33259	9.46188	22.1763
0.726298	0.0	0.8533370000000001	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
259.505	117.163	82.541	132.784	60.607	80.8403
177.96900000000002	181.52900000000002	195.55700000000002	212.74900000000002	219.141	206.838
369.789	355.51599999999996	438.85900000000004	293.029	298.464	282.067
134.934	95.7124	116.58200000000001	94.1296	89.5804	112.665
32.7552	24.1629	29.529	18.6303	17.4168	11.2008
53.4309	44.4425	33.8571	28.1275	17.9503	26.5967
67.2378	15.2871	26.6887	7.425110000000001	7.9629199999999996	7.31888
62.3985	57.6827	74.2527	58.4001	47.4262	53.9668
0.0	0.0	0.0	0.0	0.0	0.0
79.2746	59.2782	72.4429	53.7451	50.8571	106.425
498.34	631.344	674.883	690.145	557.021	465.811
12.1731	9.08009	7.151160000000001	6.17441	6.27541	5.0717300000000005
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
196.875	304.257	302.65	200.47799999999998	231.44	181.554
50.7471	69.3309	69.0377	61.1134	33.0454	43.0279
6.28845	0.0	0.0	0.0	0.0	0.0
24.4964	8.94935	8.05873	7.4734300000000005	5.05131	7.8927
1.7287099999999997	0.415496	1.0155399999999999	0.9417840000000001	0.445588	0.0
54.3001	70.5312	59.047	62.9407	54.1982	79.1013
104.902	44.6636	68.6685	55.5169	33.9924	51.3025
4.445530000000001	6.410909999999999	8.70518	7.265639999999999	8.784989999999999	5.2220699999999995
2.5958900000000003	3.7435400000000003	9.14982	7.778169999999999	6.691089999999999	2.6137099999999998
381.66900000000004	330.293	406.066	346.83	326.068	235.449
128.99	73.7367	55.2962	119.654	80.8742	77.2238
5.2156199999999995	7.52146	3.06395	0.0	5.37746	0.0
38.6084	30.3006	26.8466	35.1989	43.8683	34.9069
313.36	210.416	236.408	246.458	73.9118	95.6927
82.9815	120.727	93.1821	106.41799999999999	77.22800000000001	54.7151
179.169	227.062	242.40400000000002	230.71400000000003	327.474	240.533
19.6054	9.42435	18.0987	9.91793	18.77	28.2001
214.456	297.457	245.11700000000002	284.937	201.361	180.29
137.012	110.537	138.463	102.30799999999999	64.2106	96.4705
19.3554	27.0666	22.0518	15.9767	19.956	12.9922
0.723653	0.0	0.0	0.0	0.0	0.0
147.862	140.08100000000002	150.355	136.82399999999998	179.382	97.4822
19.3941	18.6455	16.6516	16.255	5.38352	6.0084
113.171	140.804	115.368	85.2283	70.3529	137.408
20.4422	8.59826	13.0096	11.1367	7.025510000000001	17.1522
8.692110000000001	77.138	60.4893	62.6527	29.643	12.1179
49.523999999999994	123.197	82.1883	103.199	68.2938	61.0836
0.0	1.30495	1.59476	2.95787	1.39946	0.0
56.3139	34.8403	46.5598	57.0975	29.2995	22.0503
161.39	198.12099999999998	187.149	183.86700000000002	191.873	173.614
158.111	214.521	187.416	186.037	152.889	138.47299999999998
417.445	461.514	473.13	307.57099999999997	239.247	162.986
134.249	50.7963	51.9263	74.9479	35.2889	84.3146
0.528076	0.0	0.310222	0.0	0.0	0.0
529.565	147.97	86.3971	115.525	57.0094	33.2892
130.16299999999998	123.74799999999999	122.344	100.852	73.0654	81.5464
13.2477	14.5558	13.3413	10.3103	9.75625	11.4331
162.895	176.08599999999998	207.574	144.815	129.513	102.814
0.0	0.0	0.631691	0.0	0.0	0.0
1.4676200000000001	1.41097	0.86216	0.799542	0.0	1.47769
21.7175	16.4051	19.1371	5.91574	4.79816	21.8666
76.8636	73.8969	94.2923	86.2123	75.7525	75.1153
68.2456	35.3787	30.6581	38.6376	35.1816	34.3571
0.0	0.0	0.35035	0.0	0.0	0.0
67.8108	28.345	34.6399	21.416	10.1326	17.8113
8.59412	5.5082699999999996	11.7802	2.08088	2.46133	8.653139999999999
21.2246	15.0489	15.5856	13.2974	10.6681	17.0963
115.572	144.279	123.62700000000001	109.01	115.601	191.048
85.2367	219.071	252.36700000000002	381.086	150.278	185.94799999999998
175.794	121.031	130.231	114.76100000000001	81.9629	111.09899999999999
0.0	0.0	0.0	0.0	0.0	0.0
86.7863	67.4854	76.4748	118.20100000000001	118.428	87.3823
46.592	38.0746	30.7922	20.3063	34.2269	32.8384
0.0	0.0	0.0	0.0	0.0	0.0
9.47482	1.96954	3.00867	2.51114	0.528045	2.57835
113.527	92.1674	103.744	85.6718	76.7329	49.5331
50.8946	58.1725	60.4611	69.6253	43.1452	45.5503
0.700688	0.0	0.0	1.52691	1.44486	0.0
12.1464	5.44954	19.9794	9.70528	8.34887	27.7209
64.9699	59.3391	70.8816	55.115	37.7992	39.2497
97.9902	81.793	124.055	113.39	166.035	62.7162
46.1803	56.5063	59.1903	50.3171	40.3991	45.0884
267.10400000000004	157.55	213.764	163.09	174.282	262.442
24.5761	14.3453	25.781	19.1269	12.6693	21.2099
2716.0	2313.88	2749.66	1554.52	1137.07	3556.97
14.9614	12.0956	13.1838	6.66887	4.908180000000001	6.1626199999999995
85.7317	71.1405	86.1736	82.4011	136.453	72.2073
4.21772	2.3171	2.12377	0.0	0.621229	0.0
5.97231	4.17585	0.637904	2.95787	1.1195700000000002	4.37333
11.0853	10.6575	14.4715	10.289000000000001	8.042860000000001	5.7874300000000005
35.6198	25.4243	31.7046	20.5814	18.3625	26.0832
42.1838	26.2719	29.6127	17.9226	11.7622	18.699
0.621762	1.19553	0.7305159999999999	2.7098400000000002	0.0	0.0
51.4699	29.0962	27.5756	26.2457	17.1937	33.167
12.9396	13.3287	2.17184	8.056410000000001	14.294	7.4448300000000005
120.25399999999999	144.042	192.245	141.766	128.05100000000002	115.125
0.434255	0.0	0.0	0.473156	0.0	0.0
1.7393	0.836084	0.510882	0.0	0.0	0.0
193.917	196.042	241.929	161.189	136.03799999999998	241.545
54.7367	35.9708	37.4469	32.4623	15.0018	30.6957
124.454	119.65	373.412	160.25799999999998	1061.52	244.40400000000002
65.5693	30.875999999999998	31.4442	38.6376	19.3154	28.2941
51.4905	40.946999999999996	11.95	34.2852	39.98	37.763000000000005
0.610679	0.391406	2.1524900000000002	0.44359	0.629629	0.819831
0.0	1.01945	2.49171	0.577684	4.91977	0.0
123.10700000000001	134.067	198.40099999999998	169.747	201.062	149.18200000000002
71.4094	37.8776	26.0379	34.8787	22.8492	32.231
25.5254	33.7427	41.9862	34.7649	25.0016	23.1306
72.6793	334.35699999999997	384.86400000000003	352.936	68.7652	150.618
61.8408	67.3811	67.8137	69.6265	110.51700000000001	33.2083
70.9697	67.1966	65.6959	74.9839	66.5199	51.9688
26.897	28.9619	25.2813	25.7897	29.3955	32.4981
183.113	179.993	167.86900000000003	138.678	115.14	127.324
52.9436	498.82099999999997	366.31300000000005	345.477	116.45100000000001	165.845
49.6273	44.7453	31.7219	30.5386	22.2697	38.8354
24.3077	5.00774	6.629860000000001	5.67539	6.713019999999999	4.37046
14.6859	3.40804	5.94987	9.38016	3.65487	9.17797
40.111	10.6136	22.9149	23.6564	23.5234	15.5618
36.8967	43.0738	30.9646	25.8441	5.43452	26.5358
26.6476	13.8262	11.9271	11.5217	11.3387	7.665889999999999
56.7061	28.138	22.5664	15.6125	22.0032	12.8925
9.97684	3.3853199999999997	2.7581	2.5577799999999997	1.81525	0.0
66.8258	47.3024	44.8655	64.8108	95.3993	47.3212
66.0254	53.2387	55.0526	53.955	55.4475	49.323
29.206	11.5618	20.8578	11.2314	15.9418	20.7576
0.0	0.0	0.647098	0.6001	0.0	0.0
46.0979	139.287	123.79700000000001	95.9703	120.51799999999999	134.27100000000002
335.98800000000006	299.423	430.55300000000005	332.889	406.621	361.30300000000005
11.1742	0.0	0.0	0.0	1.9201599999999999	3.75032
82.3405	158.325	225.734	273.63599999999997	120.26899999999999	44.2165
109.507	103.354	104.34100000000001	90.215	78.4828	100.84700000000001
23.4258	29.511	43.6576	21.1235	19.1556	22.7733
41.6272	42.1268	39.8989	28.646	31.6245	30.8833
19.8334	19.4345	30.0244	20.7789	31.8529	22.2738
1.59687	3.68457	4.50285	3.1318599999999996	1.9757099999999999	1.28627
88.7622	142.002	155.814	147.555	236.56799999999998	186.515
487.01	336.603	296.474	200.02	78.05	184.2
49.6276	26.0695	24.6457	27.8728	30.0675	21.6358
0.0	0.0	0.0	0.0	0.0	0.0
39.2201	0.0	15.3601	0.0	0.0	26.3263
81.0658	35.3047	44.7734	32.4623	23.5742	29.3004
72.7006	72.8068	99.6531	69.3116	87.4493	115.9
24.7612	26.5619	26.6424	19.8795	12.3617	12.5968
1.2624799999999998	1.21376	2.9666200000000003	0.0	0.0	2.54231
959.54	745.051	924.8689999999999	849.1389999999999	631.2	606.303
9.54412	4.74607	6.96011	11.8334	3.3932	5.301880000000001
91.0527	85.6144	101.101	86.1267	142.365	92.6855
343.282	190.132	122.774	272.88	220.37400000000002	272.164
61.1948	42.0235	44.2453	43.9627	31.2002	44.6879
216.489	221.94400000000002	252.0	188.196	152.249	104.95100000000001
299.42	281.88599999999997	372.486	303.664	262.778	204.46099999999998
32.489000000000004	46.2348	34.5055	30.5994	21.0067	74.6649
26.2909	37.9141	23.1671	23.8717	18.0711	22.0595
44.3899	41.7312	39.6109	42.091	39.5395	34.794000000000004
165.59599999999998	106.13600000000001	97.2804	85.2031	132.793	83.3666
106.455	109.58200000000001	103.59700000000001	142.938	85.3672	116.93
90.1223	65.3848	70.9545	57.905	36.4012	62.1157
32.5562	42.831	35.9499	36.8061	43.6616	24.6464
44.2042	35.3061	40.3504	34.0854	25.9432	36.291
22.9232	17.9062	15.9913	8.58571	13.2944	7.212680000000001
73.4264	71.7069	86.7237	53.0553	49.8058	59.1446
144.711	128.036	158.31799999999998	90.8339	77.8441	86.5781
2.68172	0.0	0.0	0.0	0.0	0.0
4.1900900000000005	6.54609	3.07687	6.848160000000001	2.70007	3.16415
86.8639	69.6519	63.406000000000006	48.7322	51.8301	66.2467
43.2254	35.1186	35.0496	27.8605	25.7357	26.9715
70.2387	62.1612	82.5244	54.2304	47.4795	89.9235
46.7785	42.2746	39.8465	33.3847	29.9026	37.2088
435.957	273.57099999999997	341.474	171.593	68.9906	541.7130000000001
61.9774	48.413000000000004	31.8579	48.5367	30.9519	46.8023
1.14204	0.0	0.0	0.0	0.0	0.0
66.2384	50.6559	59.2526	52.0787	79.5467	112.166
6.17128	9.32341	13.4656	6.7241	4.54484	8.876660000000001
28.495	23.0696	43.1705	33.4987	30.9255	13.5903
42.8265	39.1148	35.2222	37.3304	37.5321	21.5603
0.0	15.1623	37.0592	0.0	16.2604	31.7587
993.575	955.2260000000001	1167.37	1082.58	0.0	2000.8
3392.79	3002.67	4058.63	2960.31	3007.71	3330.79
183.88299999999998	143.565	159.09	143.605	126.368	212.239
212.058	164.015	167.40599999999998	140.709	141.009	129.548
108.15700000000001	79.3084	148.613	107.859	132.303	147.66
54.2254	48.1222	64.6903	87.2609	86.8724	55.4377
92.3397	87.5919	124.40299999999999	83.1722	76.164	96.6929
205.593	151.657	177.43200000000002	156.4	118.705	121.945
206.343	309.32	307.927	172.61599999999999	140.15	198.898
55.075	50.8099	66.0156	47.2795	32.6938	33.608000000000004
102.402	53.2159	42.2723	63.3264	17.121	66.8791
0.0	1.01891	1.24519	0.577376	0.0	0.0
24.7981	20.6621	25.2508	12.6091	20.454	9.98735
3314.82	1885.31	2696.55	2795.08	2300.42	1848.69
1412.24	1050.66	1235.4	1186.23	829.191	831.9689999999999
89.6677	41.0177	35.6836	36.2436	13.4202	37.8608
2.59555	4.99073	18.2973	16.9683	0.0	3.13605
193.60299999999998	230.049	225.55	176.579	195.68599999999998	153.31799999999998
486.57300000000004	451.724	390.57599999999996	461.361	471.035	489.915
0.0	0.0	2.47848	0.0	2.17496	0.0
22.9248	8.7191	8.87955	12.6264	6.753189999999999	10.6533
110.568	104.824	90.2137	100.39399999999999	104.499	58.7561
0.238898	0.229677	0.0	1.04119	2.70942	0.48107700000000003
209.377	155.776	166.06	136.803	88.5915	129.94899999999998
125.679	105.63	87.7613	102.91799999999999	77.8288	133.705
7.64981	0.865241	0.528698	1.4709	0.46395200000000003	0.0
18.2787	6.27612	17.3852	15.6483	16.1536	12.2695
407.99	438.389	606.24	392.23900000000003	420.65	338.29900000000004
0.558502	4.29556	0.0	0.608533	1.15167	0.0
590.9159999999999	667.4010000000001	742.403	842.798	696.8660000000001	592.342
112.78399999999999	100.686	135.667	76.0732	80.2913	86.521
50.0149	50.9222	56.4512	38.9507	24.5154	19.8132
550.015	443.49800000000005	687.9119999999999	289.97700000000003	512.203	428.74199999999996
125.01899999999999	96.1552	75.7628	70.2602	32.5639	60.9515
27.5823	15.9106	23.0448	18.6997	25.2784	17.2802
73.9244	42.5913	47.0332	36.6385	21.4622	39.2313
246.981	333.66900000000004	308.2	321.872	291.26099999999997	242.176
6.37725	2.45244	0.0	0.0	9.20519	2.56842
77.6054	63.1734	63.8923	41.3528	46.1392	60.4574
325.922	182.138	164.252	161.692	127.55	80.4341
70.6607	80.4109	76.8078	59.7069	56.0029	44.5267
39.4432	28.4406	28.2689	29.6539	25.6203	23.0342
67.9878	68.8038	77.0769	36.3893	35.6636	43.2345
47.2955	48.6671	53.3975	35.0258	23.2387	27.5305
53.4463	48.8563	46.324	33.413000000000004	49.6846	45.8737
25.1442	45.4172	34.0183	29.8872	36.137	32.2214
78.8906	45.7936	53.3403	45.4116	45.2734	50.9567
43.6392	43.5774	43.6239	40.4556	31.3213	45.6382
60.1492	59.9693	83.7571	63.1101	45.9375	17.9444
2.3113099999999998	1.66658	2.3761400000000004	0.944385	0.595758	0.0
83.5439	84.4917	79.3541	73.5906	68.5175	43.1513
31.025	15.6594	29.1613	19.4374	23.1911	9.37142
442.85699999999997	185.46099999999998	366.782	502.869	307.964	196.321
137.72299999999998	121.05799999999999	119.43299999999999	97.8967	56.7988	73.9569
39.2053	53.8459	57.2496	30.5124	47.9288	33.8354
247.516	258.215	395.99699999999996	314.637	391.845	174.981
7.906439999999999	1.68917	4.12861	1.91438	1.81151	0.0
118.934	152.29	145.30200000000002	143.924	112.316	105.97399999999999
