cV1	cV2	cV3	cV4	cV5	cV6
273.01099999999997	156.779	143.99	205.042	198.59599999999998	193.285
20.6827	30.1884	30.6312	18.4931	23.846	21.2867
0.0	0.0	0.0	0.0	0.0	0.0
64.1367	35.2205	41.9438	48.7614	39.7762	41.8627
1.4648700000000001	0.0	0.0	0.0	0.0	0.0
51.49	39.3928	38.8621	25.5382	17.4697	22.9963
90.7755	106.399	90.9652	101.398	78.655	77.2828
240.305	238.657	207.235	233.834	246.46599999999998	294.33
135.111	144.286	124.266	105.087	111.257	94.3675
92.1663	114.366	157.605	121.81299999999999	139.69899999999998	126.036
63.26	68.4623	69.9083	57.0606	94.0368	103.639
9.22793	21.2669	27.9273	18.4208	10.4649	8.38007
84.2845	82.2837	93.4682	92.0112	75.6691	78.6665
16.3396	10.5909	5.91822	17.2005	12.1602	11.1287
197.66400000000002	230.542	188.38400000000001	184.959	212.753	131.053
0.0	0.0	0.0	0.542944	0.0	0.0
3.9597	2.05326	5.354369999999999	6.66931	9.429960000000001	4.31505
21.7638	23.8729	26.6805	13.3155	32.7498	11.4024
101.251	76.9617	69.5172	74.1962	74.704	84.7473
10.1091	15.6011	14.9948	11.4863	10.1335	7.377000000000001
1.28726	8.621789999999999	11.8116	6.02257	7.66396	6.137169999999999
0.0	0.0	0.0	0.0	0.9020889999999999	1.44475
8.24439	14.6954	14.9306	13.9824	11.8329	10.5284
21.7607	25.9823	23.2304	22.2374	26.0575	21.4514
94.9419	86.8785	71.9228	59.2261	64.9175	45.6452
42.9282	48.2299	41.7592	20.0844	9.127939999999999	5.01222
176.188	230.857	233.435	165.87599999999998	250.67700000000002	239.263
0.0	0.0	0.0	0.0	0.0	0.0
136.36	240.455	196.229	193.326	196.812	165.108
18.2276	27.1601	21.8551	22.9373	25.6604	23.1169
0.0	0.0	0.0	0.0	0.0	0.0
34.5453	29.3775	34.434	11.1197	3.9959300000000004	3.76455
68.521	104.514	100.80799999999999	90.4426	75.4542	72.0124
13.4265	8.9664	7.07357	21.7005	7.26703	19.1206
5.2933699999999995	4.5747	5.11271	4.953119999999999	5.14534	6.18045
37.5781	46.8261	48.9567	24.531999999999996	21.5553	38.0934
58.5976	61.03	61.9188	67.4843	57.9326	49.8025
81.1592	85.0187	117.18799999999999	68.2715	86.4598	69.2355
102.698	99.1964	93.3578	96.0965	86.0631	78.1754
1357.76	1268.5	1152.71	891.297	954.6510000000001	648.754
15.155999999999999	15.5542	38.4266	23.9317	25.7813	27.0968
4445.37	4075.6	4936.55	5837.58	4187.29	4073.08
4.77061	6.3429400000000005	5.316669999999999	4.80734	4.68179	6.498419999999999
218.11599999999999	178.165	199.458	212.325	202.57	175.392
7.80317	21.3552	27.006999999999998	26.164	21.5697	10.6293
0.5859479999999999	0.5063949999999999	0.0	2.19314	0.996734	0.0
8.86186	16.8492	11.5552	12.853	10.5522	9.657160000000001
24.4628	41.2763	30.9413	32.1555	22.2925	23.0085
28.0598	45.2835	51.4387	37.5088	42.3738	43.6829
67.7727	6.95898	5.18492	12.5577	45.6577	48.4444
1.33314	0.768093	0.858424	1.2474399999999999	0.944894	1.51331
0.0	0.86205	0.9634309999999999	2.80008	3.39353	1.35874
82.9745	106.64399999999999	108.912	79.6318	95.906	130.415
12.1851	9.72067	17.2011	12.7174	19.9303	21.066999999999997
1.40781	0.0	1.3597700000000001	0.878215	1.5965200000000002	1.27846
226.53900000000002	330.033	258.401	280.618	286.265	267.442
41.1267	47.1753	58.5012	53.1767	57.8752	58.0591
108.78299999999999	143.898	91.132	127.757	134.064	175.398
453.465	582.856	555.854	572.2869999999999	814.9760000000001	608.8480000000001
1.71511	10.6722	6.9576	42.6894	6.710260000000001	0.934514
0.0	0.0	0.0	0.0	0.186849	0.29925100000000004
14.3048	8.4066	6.631939999999999	20.881	12.6533	3.1177099999999998
109.345	194.079	156.716	150.724	164.002	164.963
5.31492	11.4833	16.6839	24.8664	5.6506300000000005	1.80997
15.1511	9.522969999999999	11.9733	14.1772	16.9867	16.8861
7.323919999999999	21.643	13.3112	7.737430000000001	7.03299	4.82734
66.7398	73.0596	58.0157	74.9398	83.2542	81.8204
75.4313	81.237	63.8899	96.64399999999999	102.65100000000001	79.0393
53.4111	72.2498	103.73700000000001	76.0533	82.9551	99.6434
85.0739	58.972	66.7634	81.2639	76.1266	65.1858
0.0	0.0	0.0	0.0	0.0	0.0
162.619	204.815	174.22299999999998	121.006	210.065	193.543
14.0535	8.90672	18.0985	16.2186	19.5232	11.4861
42.0826	46.2879	39.5905	42.9573	56.7102	56.5795
75.06	84.43299999999999	84.773	89.1876	73.9743	53.556999999999995
56.8852	34.4134	16.4831	18.63	16.9339	23.2463
157.031	143.207	123.895	81.1573	82.3101	77.1052
12.8319	11.6584	10.1694	21.2433	16.5108	12.5493
1.26673	2.73687	5.505730000000001	1.7779599999999998	3.7708699999999995	0.862756
258.363	165.752	228.877	172.78900000000002	204.24200000000002	185.68400000000003
74.1291	62.5748	38.8522	48.9313	52.2965	67.3181
1.8541	6.40948	5.37245	15.6143	2.10262	0.8418709999999999
1.18879	0.513694	1.72232	3.3371199999999996	0.50555	2.42901
30.2052	30.711	24.884	30.7575	30.9797	25.4131
224.687	279.432	241.71900000000002	349.55199999999996	265.68	243.856
0.0	2.60554	0.9706540000000001	1.8807099999999999	0.0	1.36893
16.2916	21.7596	15.7356	12.4727	18.8953	16.1397
90.7984	63.523999999999994	90.4835	103.16799999999999	69.259	69.6948
33.1275	40.6845	50.5214	35.0768	37.0737	29.6879
48.4716	55.1731	54.8104	44.2496	53.2929	43.4812
18.1115	29.5264	28.6255	30.4282	26.6076	25.2319
2.7574	1.1915200000000001	2.66329	1.9351200000000002	3.81104	3.7560800000000003
360.458	515.053	514.187	480.423	536.193	496.681
21.7861	29.4192	14.4668	16.5634	21.425	28.7492
66.2586	86.8486	109.329	88.8661	104.257	83.4869
13.8897	22.8075	21.465	40.2904	17.7204	11.3522
14.109000000000002	73.1608	13.6275	92.4148	96.0012	134.533
25.4238	29.7269	49.1121	39.8825	45.7914	84.5422
55.5758	62.1569	44.2062	48.9444	58.391000000000005	35.6255
16.5962	23.3378	16.3015	21.5833	16.5081	18.7753
25.8875	18.8402	21.0559	11.4743	18.5415	3.71193
463.856	546.173	582.66	468.411	523.496	441.978
30.5454	33.1514	30.8751	56.4993	37.4592	39.673
73.4294	101.723	144.975	98.0121	127.663	89.7275
27.4945	34.6356	53.5623	37.9367	27.7448	21.5828
24.6753	30.7333	29.0904	30.8988	27.776999999999997	31.1407
173.06599999999997	175.743	206.16299999999998	181.172	166.824	195.47299999999998
262.76	245.446	267.832	234.362	228.24099999999999	194.956
12.48	13.1824	17.22	16.3118	19.2073	15.1111
13.0046	17.3693	18.2701	24.3373	17.0939	22.5458
65.6439	90.7968	78.1928	77.4544	94.3861	107.179
49.6428	60.0641	129.461	111.485	54.8896	74.3847
31.333000000000002	27.079	35.868	18.4601	36.52	17.3886
54.7473	75.3911	59.4644	65.3019	54.7514	39.0635
19.0206	27.397	21.4333	34.6072	17.5257	18.7124
64.2197	110.684	97.8268	82.0682	95.8205	84.4795
0.0	0.0	0.0	0.0	0.0	0.0
17.5169	39.2885	41.0891	44.0995	32.2805	26.1337
71.2971	61.6172	66.6775	75.7153	58.233999999999995	48.5597
8.68247	17.5086	16.7723	9.478439999999999	13.5386	17.7406
6.78304	2.93106	5.45961	4.760280000000001	3.36536	3.07991
52.258	58.9532	51.245	64.5764	65.483	63.0338
29.5667	17.035	20.9422	33.1994	24.5886	22.3751
47.1886	52.062	39.7596	48.8528	45.68600000000001	38.9779
86.3281	118.456	139.945	119.988	134.39700000000002	119.314
121.81700000000001	163.276	143.72799999999998	120.81299999999999	199.15400000000002	156.001
67.9323	39.7417	57.5382	53.7864	75.5565	51.2507
0.0	0.0	0.0	0.0	0.0	0.0
61.7377	94.0745	83.5612	83.2333	76.3464	75.2454
15.2232	17.2678	13.7847	17.8059	17.8032	19.4407
42.0821	55.2525	58.6239	47.707	52.3116	52.9139
39.2863	53.9246	40.1776	41.0859	37.3453	69.2547
17.0204	29.4192	32.879	31.8527	0.0	46.3697
1072.29	926.704	3107.06	1003.36	0.0	2921.29
2123.79	1413.4	1332.75	1989.22	1831.09	1641.81
37.915	47.3007	49.8556	22.802	18.7395	13.1504
121.88600000000001	128.894	136.602	141.0	123.351	113.48899999999999
49.4597	75.2306	84.07799999999999	62.9414	48.7977	75.4577
245.78799999999998	298.008	344.36	358.042	376.75	302.921
122.243	78.0865	91.12	103.196	110.75200000000001	94.1184
72.6153	65.5456	85.7229	66.4377	52.1542	48.3585
139.313	233.5	207.953	191.58700000000002	150.805	140.889
42.0269	45.1418	48.1311	60.1117	51.5751	40.0737
5.97374	10.3254	8.65478	11.1795	0.0	0.0
0.0	0.0	0.552367	0.535126	0.0	0.0
10.705	11.5645	24.9875	22.538	18.2099	19.4429
1257.27	848.123	826.7339999999999	1012.16	877.345	785.8439999999999
606.0740000000001	843.549	878.0830000000001	829.327	812.0360000000001	728.296
110.038	165.24200000000002	186.183	157.734	214.396	133.946
53.7823	45.0279	30.3023	29.8806	43.8376	52.6565
260.001	239.918	231.287	244.387	220.141	189.476
380.81199999999995	299.663	276.829	354.458	289.798	292.129
6.829839999999999	3.93505	10.9946	10.6514	9.68165	3.1011599999999997
38.6066	34.5399	32.5622	24.677	23.8178	20.369
46.4049	48.6985	54.4257	99.2505	56.38399999999999	47.4089
0.0	0.0	0.249023	0.482501	0.219286	0.0
144.965	172.387	212.03599999999997	196.56400000000002	171.264	162.924
62.6993	31.3325	30.0737	31.1305	40.9934	42.4133
20.8824	37.7732	62.8543	41.3523	42.544	39.6915
363.534	483.039	549.373	414.441	502.545	461.29
341.88800000000003	333.524	287.691	341.724	268.757	289.307
2.41098	0.520913	0.582174	2.25601	4.6138900000000005	3.28419
229.03599999999997	194.68900000000002	189.422	205.07299999999998	157.602	152.471
1060.69	1034.4	962.91	1098.27	1020.47	1073.77
33.0941	50.9312	35.0414	32.1261	36.1252	41.223
248.923	82.7414	147.955	268.757	130.287	52.1659
34.0859	22.0936	28.8072	34.5528	19.3274	11.6078
14.5529	17.1506	17.2508	11.1416	13.503	20.7248
67.6839	83.137	88.1851	73.8439	84.0237	77.6814
371.075	307.145	295.31	334.18199999999996	359.32199999999995	401.055
1.37649	0.0	0.0	5.15204	1.17075	0.0
53.1863	56.0038	44.2854	48.0515	51.9961	55.7943
7.184489999999999	7.76134	3.46964	7.84313	8.40212	13.8643
117.759	127.775	115.745	133.49	126.19	110.23700000000001
51.5072	72.8413	69.4844	62.5358	61.549	53.3463
97.8316	166.873	119.359	136.11	125.90799999999999	120.99
240.856	298.103	317.755	240.672	312.709	275.399
31.2041	36.774	43.8387	36.2767	34.5825	23.1848
44.4045	99.4927	47.6544	56.9392	77.6329	53.7661
9.63852	13.189	10.0854	7.515810000000001	6.14839	6.5647
33.826	41.1518	43.9809	39.443000000000005	45.1469	54.2293
14.4254	27.0115	20.8995	51.7428	36.8077	36.0249
0.0	1.34734	0.30116	0.583519	0.0	0.0
42.4465	48.3212	30.819000000000003	36.1571	39.5877	42.667
48.55	39.0648	47.7015	34.4636	40.5813	33.0669
250.722	207.00900000000001	223.78599999999997	179.097	217.055	216.505
17.6945	33.6427	32.1303	35.1011	18.6616	20.2466
33.2445	37.6114	48.4567	40.157	34.4446	40.3448
143.035	168.64	162.856	213.613	131.32299999999998	136.774
1.8961700000000001	0.819367	3.6629099999999997	1.7742900000000001	1.61275	2.5829299999999997
59.0666	57.919	36.2052	64.3044	55.0685	51.8343
211.065	310.53	288.803	270.972	360.63699999999994	353.39599999999996
7.52481	8.670910000000001	10.2963	9.97493	6.93342	8.541789999999999
243.66400000000002	263.853	203.78099999999998	172.646	276.559	269.363
3.8891199999999997	1.9206299999999998	6.43951	3.63913	2.36272	2.2704299999999997
77.7018	18.8027	45.0299	66.8907	52.8702	50.8051
88.2834	107.229	119.37799999999999	111.18700000000001	97.4111	97.5064
64.6479	66.078	73.2487	66.309	87.2359	100.76299999999999
18.5276	19.2646	13.9807	17.0658	12.065	18.1398
102.512	102.736	105.986	85.1145	95.3765	91.78200000000001
11.8731	12.8263	7.167389999999999	13.193	10.7296	9.09745
61.93600000000001	67.7333	69.4617	66.7442	63.1642	83.5683
797.115	633.882	886.2460000000001	816.433	868.702	1055.13
6.836060000000001	5.06395	5.6595	35.6385	6.644889999999999	5.32111
787.49	669.0110000000001	670.1510000000001	633.137	749.443	801.923
42.0907	62.9928	50.5697	63.4005	49.7699	49.6438
17.1566	18.5341	13.8092	8.02688	10.9441	7.79011
49.6428	37.9998	23.2893	43.7975	26.54	25.1169
20.6848	19.7918	19.9788	21.429000000000002	21.363000000000003	15.5977
0.0	146.322	0.0	0.0	0.0	0.0
179.93	215.39	191.99	175.19	192.329	178.855
0.0	1.28263	0.716739	0.694367	0.63115	2.02165
326.149	424.286	342.65	229.15599999999998	376.67900000000003	353.86
186.11700000000002	162.67600000000002	198.149	203.83900000000003	199.671	181.5
109.214	121.844	101.65100000000001	114.272	98.8013	106.844
266.009	235.24	183.237	289.431	285.881	247.18599999999998
0.0	0.0	1035.69	0.0	0.0	0.0
48.6239	39.8107	42.0208	95.7862	58.7693	41.8323
0.0	0.0	0.0	0.0	1.06171	0.0
2.81461	1.28778	2.15885	1.08446	1.68982	2.1425400000000003
113.01700000000001	96.87899999999999	77.2107	122.088	115.662	66.3361
148.252	170.247	172.615	148.224	141.638	143.851
12.2969	9.5646	13.0649	19.5609	25.1012	10.0503
142.558	132.131	109.755	133.395	115.978	129.46
0.0	0.0	0.0	0.0	0.0	0.0
27.9175	29.6106	28.1903	33.2475	33.4584	20.7429
4.36184	3.14137	4.91513	0.680244	1.8549400000000003	4.95134
0.0	0.0	0.0	0.0	0.0	0.0
130.026	158.469	153.234	153.042	142.664	136.274
26.7952	30.6007	21.2591	40.2956	36.626999999999995	30.6338
21.837	23.5902	30.3193	29.3729	29.4073	15.4926
0.0	0.922093	0.0	0.9983690000000001	0.0	0.0
0.0	0.0	1.26458	0.0	1.1135700000000002	0.0
90.6734	94.541	90.4038	83.7502	92.5446	86.8578
129.974	196.57299999999998	94.1535	197.632	110.54700000000001	88.524
27.226	20.8146	30.3424	21.5566	13.3595	12.8377
150.326	95.8659	119.435	104.93	110.32799999999999	123.02799999999999
6014.12	4408.56	3823.79	7459.77	3539.0	3238.82
124.369	115.691	136.286	136.687	144.245	140.459
75.9536	59.8496	43.1537	62.71	77.90100000000001	51.7312
118.476	143.866	133.988	111.56200000000001	132.018	159.343
147.363	146.72299999999998	140.366	122.64	133.423	118.406
5.04902	4.90897	5.486280000000001	3.54336	2.9523599999999997	3.0089799999999998
0.0	0.0	0.0	0.0	0.0	0.0
334.541	343.411	390.852	282.964	437.36800000000005	423.866
66.7834	60.9588	75.3755	68.8099	77.2242	71.5502
711.034	627.714	477.22900000000004	469.48699999999997	482.017	516.8240000000001
36.8316	38.4375	33.5609	37.0652	39.6013	35.9718
0.0	0.0	0.0	0.0	0.0	0.0
0.667675	7.501339999999999	13.5426	50.6054	17.0363	2.72848
3951.57	3209.14	2052.2	2777.82	1351.13	1054.91
3.49051	11.4631	10.7884	11.1049	7.125089999999999	1.90188
704.2	605.05	646.909	573.7869999999999	594.76	550.534
58.0633	58.0004	60.4516	76.9102	51.95	62.6578
53.0834	35.6817	62.6654	55.1904	17.0563	14.4618
60.0062	43.2913	44.8546	58.5904	48.3743	44.7789
615.5269999999999	829.872	626.294	536.702	570.565	462.41900000000004
17.3314	14.9783	21.1068	12.6918	25.6363	15.3968
24.055999999999997	37.599000000000004	38.0659	30.6516	38.3088	28.5854
246.15400000000002	187.963	175.872	252.418	195.021	254.924
2.01233	4.47203	5.5532900000000005	11.2979	1.71155	3.91594
28.8588	56.896	36.5844	36.2864	42.1873	20.8839
395.835	424.806	313.219	359.523	345.75800000000004	367.69300000000004
58.9697	75.9252	105.777	86.7102	103.382	65.5733
2402.05	2070.78	1899.4	2071.13	2333.51	2583.18
132.213	194.919	167.607	166.014	193.482	156.261
2.09023	7.22576	26.2455	17.6028	26.666999999999998	22.7781
233.99	200.463	189.31900000000002	156.121	179.98	144.124
64.3793	53.8145	68.2983	71.1043	51.166000000000004	44.5669
1.71018	0.7389979999999999	3.3036300000000005	1.60026	0.0	0.0
2.52006	4.35583	6.08512	3.5371099999999998	3.21508	5.14916
4.51014	3.8978099999999998	2.1781	2.11012	1.9180099999999998	3.0718099999999997
14.1712	23.1336	19.7708	19.1537	10.7138	15.014000000000001
119.14299999999999	83.6607	71.9228	94.0651	76.001	142.007
16.3359	7.34134	9.46698	12.2286	5.55766	8.90095
0.0	0.0	0.0	0.0	0.0	0.0
22.8146	28.9184	13.2216	27.0409	33.6345	18.6465
10.7015	1.84971	6.20173	12.0163	7.28153	8.74638
14.2571	9.07897	19.5686	10.5321	18.5083	9.19931
106.581	114.06200000000001	92.8415	102.52600000000001	89.8033	84.8029
3.48145	6.01756	3.3626199999999997	3.25766	2.96108	0.0
22.4117	37.4021	45.1597	36.5187	45.3541	33.1606
81.5399	90.4253	73.1812	102.632	97.584	97.3108
209.142	249.65099999999998	207.02599999999998	237.86599999999999	181.321	180.22
160.39700000000002	155.306	206.56400000000002	147.308	180.63400000000001	153.752
23.7552	21.6706	28.6806	25.933000000000003	23.572	15.2806
40.922	28.735	32.1144	35.3001	30.9986	27.0006
3.7778699999999996	4.8974400000000005	1.21631	2.9458599999999997	2.67766	1.71538
2.9994	2.59218	4.34554	1.4033	1.27554	2.0428599999999997
7.331869999999999	6.86447	8.2619	7.4323	5.19665	1.66455
24.7723	27.5258	30.763	16.5571	12.0398	33.7443
271.495	336.287	392.176	353.17400000000004	349.45599999999996	298.494
0.0	0.0	0.0	0.0	0.0	0.0
72.4495	101.22	82.3718	64.7526	68.9432	72.7999
62.637	91.5104	96.5106	96.2891	78.6436	87.3543
22.4798	17.485	19.5413	22.0866	14.3398	13.7797
107.321	141.44799999999998	176.703	124.705	169.475	133.061
32.0769	39.6027	33.1951	45.0226	46.7698	59.2997
136.36	111.15100000000001	106.26299999999999	102.946	97.5273	94.9842
0.0	0.0	0.0	0.0	0.0	0.0
24.4302	14.8364	14.0303	16.6815	11.2317	12.5918
0.0	0.0	1.72137	2.2235099999999997	0.50527	0.0
56.2715	55.3861	45.2925	59.9676	51.8491	38.326
86.9694	106.916	118.51299999999999	99.0428	114.396	98.2641
43.7824	82.7572	91.9952	63.7282	94.2935	62.7785
134.59	148.273	74.2838	117.635	41.5123	24.1762
0.0	0.7802180000000001	1.30796	10.1371	0.575886	0.0
145.793	146.322	208.955	198.032	168.002	121.72
253.41099999999997	218.101	225.545	222.425	201.28400000000002	212.535
5.31419	8.675089999999999	3.4218800000000003	8.84018	5.5243	3.21728
37.9876	35.2177	39.693000000000005	28.4366	38.7715	38.1038
27.0531	25.5056	23.7543	20.7116	41.8354	13.4004
3.17997	3.84752	5.528580000000001	187.46099999999998	3.7865300000000004	5.19803
36.6942	54.6156	37.4108	22.8904	22.5402	30.5458
528.057	732.4960000000001	688.8430000000001	704.387	644.052	513.467
0.0	0.0	0.9206120000000001	0.891876	0.0	2.5967
60.7789	45.9177	43.9312	69.6778	59.9107	44.9598
52.5439	40.3646	60.1489	40.0616	49.6558	39.7635
200.361	143.57399999999998	123.505	138.49200000000002	124.171	122.06299999999999
245.463	186.61700000000002	153.303	172.695	177.37900000000002	218.72
45.2509	48.8841	63.2183	62.7573	70.7892	73.7477
67.0649	63.8208	61.1369	55.7031	53.1953	36.9524
56.233000000000004	46.2161	53.2487	42.3011	52.048	57.825
20.8887	28.0819	26.901	23.8895	23.6886	31.6157
248.69400000000002	210.111	242.361	160.705	242.34900000000002	257.493
67.9575	84.7183	100.49	84.4106	94.6283	76.1862
15.253	17.1368	14.7324	17.1271	6.4865699999999995	20.7773
188.32299999999998	215.899	274.699	248.143	238.627	287.941
24.1908	22.7245	32.0002	24.1121	26.837	36.534
52.2188	44.8698	44.9291	43.8075	56.4105	49.8737
2.30104	3.125	3.8100099999999997	3.9986800000000002	1.6775200000000001	4.02998
0.0	0.0	0.0	0.0	0.0	0.0
13.4879	21.1277	21.9839	12.6209	18.6418	18.3729
28.4577	53.1231	71.4647	67.1037	47.4401	38.7645
48.3176	52.2275	49.7979	49.0344	45.8881	51.4258
840.533	656.664	635.89	824.2660000000001	754.1260000000001	632.946
61.2182	54.0206	77.8011	70.5488	67.9624	84.26799999999999
258.527	374.50199999999995	344.151	301.447	436.353	382.26800000000003
10.356	14.0642	9.71672	10.7978	14.8479	10.4792
56.1124	60.4516	40.8336	62.5752	42.4952	59.6823
1109.97	1010.04	887.962	1476.78	1150.5	1098.31
5366.04	5376.87	4859.94	4162.33	5342.62	4915.94
0.73545	0.0	0.0	0.0	0.0	0.0
57.4439	70.60600000000001	60.4151	52.556999999999995	45.0577	56.5131
538.965	336.54	397.92199999999997	501.68	483.606	409.365
0.622879	1.61494	6.61782	1.4571	4.23822	3.3938900000000003
571.371	591.389	467.971	640.308	549.998	613.971
230.524	150.929	166.99200000000002	197.731	181.21400000000003	185.554
0.0	39.6027	17.7041	51.4544	62.3598	24.9683
143.357	111.116	101.83	118.50200000000001	97.325	97.2012
0.0	0.0	0.0	0.0	0.0	0.0
31.8537	17.9259	31.1243	25.9938	4.72545	6.05449
564.361	530.775	509.82800000000003	479.936	498.35900000000004	490.65
6.4987	0.0	6.2769	0.0	5.527340000000001	8.8524
35.3016	46.0809	34.0967	41.2906	57.8608	26.5481
166.29	179.06400000000002	182.03	202.81799999999998	180.77700000000002	144.763
9.16483	10.0049	7.92024	16.2488	7.384710000000001	7.22767
16.2244	8.28552	17.0953	11.7312	15.0538	9.04113
3.24935	0.0	0.0	0.0	0.0	0.0
23.4212	20.2414	15.737	32.3972	17.3222	24.9683
905.135	851.75	720.4119999999999	857.283	967.0010000000001	801.207
3.51569	1.51919	8.48925	6.57941	2.9902	4.789
1029.43	1113.08	1021.89	956.362	1096.61	912.668
74.4035	34.0422	67.6368	45.0488	67.0049	71.5418
372.13699999999994	400.42699999999996	465.98900000000003	432.175	416.598	398.722
3.52725	3.0483700000000002	2.12929	3.7130900000000002	3.3750400000000003	0.0
113.49799999999999	121.443	114.844	107.214	148.937	95.7076
61.3022	68.1783	49.018	59.2425	45.7288	53.3882
24.3425	27.3488	23.5116	23.9167	35.1968	28.185
16.9619	18.4831	14.2461	20.012	21.3263	14.064
53.7989	44.2156	68.2647	91.5511	73.571	70.7691
181.53799999999998	125.51299999999999	123.90899999999999	138.16	164.697	184.641
139.89700000000002	150.13299999999998	112.10700000000001	147.447	147.099	125.647
75.8571	63.3359	78.2354	74.5904	96.2315	57.7953
79.7568	77.438	96.0556	119.777	85.8413	100.595
50.5991	60.5023	38.1605	58.3726	39.4989	48.1531
376.648	255.58700000000002	261.392	221.035	294.248	305.30400000000003
0.0	5.235609999999999	0.0	18.8957	1.71754	0.0
1113.76	1023.98	1018.52	853.688	1244.57	1355.74
396.069	308.901	415.208	311.855	320.437	342.13300000000004
832.368	452.773	562.771	623.091	553.87	660.2919999999999
1075.33	1081.81	959.297	1211.15	990.923	940.6139999999999
150.238	123.9	153.64600000000002	132.311	169.541	128.408
20.2013	9.77683	10.9266	244.98	11.6836	2.20142
192.68099999999998	177.357	173.99599999999998	170.417	183.525	135.72799999999998
5.23918	9.55883	7.8716800000000005	17.4308	5.94144	4.7578
14.7901	6.3910599999999995	14.2854	214.512	12.5795	0.0
0.0	0.0	0.0	0.0	0.0	0.0
58.0821	63.7109	73.3612	49.1229	57.9508	44.1237
37.2609	29.8167	34.6562	28.4092	25.8227	31.9575
64.8277	62.0831	64.3074	68.8581	81.9618	78.7603
86.55799999999999	102.719	91.0906	111.21600000000001	74.719	73.9122
1.10545	0.9553649999999999	0.0	2.06878	0.940218	1.5058200000000002
106.351	82.4368	96.3677	119.008	83.9275	117.98700000000001
24.2442	27.5377	22.7477	18.7968	14.7289	10.3793
8.312289999999999	14.3675	0.0	15.556	14.1397	11.3228
87.5827	115.96799999999999	104.772	84.9605	124.381	111.094
6.72279	5.81005	12.9867	15.7267	0.0	9.15765
162.043	155.02700000000002	174.547	157.86700000000002	217.794	195.298
90.4035	158.429	123.7	105.741	115.336	119.725
0.0	926.704	0.0	0.0	0.0	0.0
29.8721	58.6249	57.4047	41.6368	38.9047	40.2674
112.51700000000001	119.12	87.4847	181.61599999999999	95.2205	99.6243
2.27661	3.93505	13.1935	57.5175	3.8726599999999998	6.202319999999999
141.194	99.8382	149.727	89.6188	127.648	145.25799999999998
93.9228	99.7728	83.7874	90.9372	104.848	71.0776
93.0098	105.63600000000001	104.98	93.3669	120.632	133.007
10.6961	43.9086	36.1587	42.5365	18.1947	14.57
37.2778	41.6922	40.2415	36.9335	29.8409	23.896
531.9680000000001	539.117	518.42	592.269	560.328	466.30199999999996
101.28399999999999	143.668	130.436	111.59899999999999	113.611	92.9774
0.0	2.22765	0.8298780000000001	1.60795	1.82695	2.92597
74.8366	105.992	97.3115	97.2006	95.9512	99.8108
35.2578	28.0526	52.0277	109.579	37.2468	16.7715
5.11831	1.4744700000000002	1.6478700000000002	13.5697	1.45109	0.0
2.6975700000000002	6.993989999999999	6.5137599999999996	5.6794	9.177480000000001	3.67458
200.16	170.925	197.93200000000002	185.06400000000002	190.50900000000001	159.048
78.4531	84.7521	111.49799999999999	101.988	109.384	91.2188
128.542	139.041	124.154	127.65100000000001	137.19	156.457
18.4277	35.4575	35.5976	33.5104	33.1211	25.1019
0.0	0.0	1.1282	0.0	0.0	0.0
32.7566	58.6651	60.9901	38.4061	58.0707	54.2971
1.9023400000000001	3.28813	0.612471	2.37341	1.618	0.0
8.74443	6.61256	5.27874	11.2507	5.57805	1.48894
15.3427	19.644000000000002	15.3679	21.8006	22.2324	23.9958
0.0	0.0	0.0	0.0	0.0	0.0
197.205	295.318	346.12199999999996	247.59599999999998	370.13599999999997	292.05400000000003
13.5509	22.5735	24.4696	45.3901	29.2311	26.2167
5.67347	2.4516	3.19657	1.7696	5.227580000000001	5.15219
0.0	0.461506	0.515781	0.49968199999999996	1.36257	0.0
184.415	184.44099999999997	169.502	155.862	213.14	175.237
83.2748	113.03299999999999	131.29399999999998	102.90299999999999	126.865	92.0827
279.545	254.813	241.795	269.385	270.883	280.383
0.0	0.0	0.0	0.0	0.0	0.0
1.3651	1.76964	0.9888809999999999	0.319338	0.580529	0.46487799999999996
7.10123	4.09141	16.004	22.1492	8.05308	6.44877
27.4218	37.8636	21.006	25.0693	21.7146	27.4783
172.109	190.168	176.80700000000002	169.52200000000002	223.428	233.415
3.9951	10.3581	11.5762	14.5794	5.436730000000001	9.79568
12.7653	0.0	6.16481	5.97238	0.0	0.0
129.3	128.827	102.61399999999999	110.2	117.679	132.378
56.3191	23.0555	37.9347	62.06	45.0649	53.4998
2739.21	3354.78	1853.66	1528.64	1467.98	1106.08
132.582	184.93900000000002	181.976	224.178	160.245	155.253
3.9019199999999996	1.92695	1.7946400000000002	0.8693129999999999	3.31871	1.51861
204.386	169.81	193.595	194.94400000000002	182.234	123.738
2.89416	1.25061	4.19307	2.70813	4.92314	0.0
44.6786	12.8709	28.7691	55.7423	25.3337	0.0
60.5253	51.937	85.40899999999999	62.2582	100.037	74.8449
354.67900000000003	263.754	220.416	280.426	355.45099999999996	329.582
10.8861	15.6803	12.267000000000001	20.3728	10.8022	17.3004
8.4125	9.043610000000001	13.8726	8.831719999999999	5.060919999999999	3.63345
62.923	81.8504	63.2816	61.3064	114.76	126.36
0.923588	0.0	0.892066	0.0	1.57108	0.0
43.3477	45.3493	23.505	29.8873	35.5749	17.6106
0.0	0.0	0.0	0.681168	1.23831	0.0
3.10807	0.0	6.00399	14.5415	7.93054	4.23375
