cC1	cC2	cC3	cC4	cC5	cC6
102.197	90.4097	86.1838	102.227	122.101	111.575
0.0	0.0	0.0	0.0	0.0	0.0
71.2695	56.2798	51.0796	60.8696	50.521	66.4561
21.0518	29.4071	22.7625	33.0431	26.2533	24.3177
71.7672	86.2714	82.9132	61.9269	92.2536	54.5124
66.005	61.988	70.1583	81.9466	75.4007	75.6904
0.0	0.0	0.0	0.0	0.0	0.0
0.841815	0.7228180000000001	2.23115	0.9836520000000001	0.8792190000000001	0.0
7.45264	12.5201	10.3057	9.84421	9.81434	6.91805
0.0	0.0	0.0	0.0	0.0	0.0
67.8034	78.4286	64.8623	62.3223	63.8247	52.1532
0.0	2.32672	2.39399	3.16633	0.0	0.0
0.818547	1.4056799999999998	0.7231609999999999	0.956464	0.0	2.18451
46.2452	52.6364	40.8563	52.7804	56.1628	57.4037
11.2163	9.16103	7.97577	5.75393	5.7144900000000005	8.39607
1424.5	1400.48	1318.88	2022.97	1747.92	1740.74
29.7993	25.7808	29.9168	28.753	30.1802	37.0525
0.0	0.0	0.0	0.0	0.0	0.0
148.31	223.81900000000002	79.4106	204.808	173.676	161.92
134.208	101.53299999999999	123.055	109.351	104.56	118.09899999999999
80.1445	78.0792	91.2299	81.0416	83.7056	88.4342
73.2545	78.4348	93.9582	75.7999	61.2997	67.7181
55.9702	90.2684	49.448	42.5623	38.9714	37.5404
160.917	144.085	134.339	166.75400000000002	149.05	176.639
61.5804	65.7871	65.7914	72.7928	80.7697	65.9287
0.0	0.576966	0.0	0.0	0.701808	0.0
24.5068	25.1643	28.7936	23.9125	23.7486	28.6559
198.513	155.368	183.141	190.90599999999998	249.53400000000002	187.535
145.408	144.459	168.808	183.95	166.93099999999998	155.545
91.9853	71.8023	85.5434	67.8845	102.96799999999999	91.03
46.4991	47.3376	38.3747	43.2718	45.9479	38.6405
296.66200000000003	240.889	280.85900000000004	367.18800000000005	344.27	341.124
173.804	178.771	234.324	188.984	223.44099999999997	182.799
55.2792	95.3822	90.2331	63.3628	105.023	54.0934
80.165	87.7491	56.7668	67.9301	67.1094	73.4915
382.824	342.349	318.566	412.06	369.971	421.81
60.6649	47.4479	54.9223	48.4273	53.0095	55.7035
96.7752	95.3708	100.072	110.51100000000001	99.9266	130.60299999999998
25.2336	33.0038	34.2174	28.4567	37.387	20.3594
0.0	0.0	0.0	0.0	0.0	0.0
129.737	188.892	54.8176	79.0937	106.045	45.1614
43.0916	31.3942	33.4556	39.6714	45.0063	57.5008
10.0874	5.19691	12.4767	7.07225	8.428519999999999	5.3842099999999995
229.549	219.895	195.90200000000002	215.31099999999998	223.847	232.856
2.53574	5.8061300000000005	1.4935	0.987663	4.41402	0.0
83.7812	84.6331	122.45700000000001	102.936	57.907	87.1354
91.4634	67.1676	94.6271	75.9368	74.1594	77.0825
89.2164	75.7601	116.20200000000001	100.03299999999999	117.50299999999999	84.4723
10.1406	17.7492	10.6818	11.8492	9.77645	11.9701
24.698	24.0661	20.1038	10.7007	28.6938	18.8853
20.2456	20.9738	14.3868	15.4283	17.008	16.7378
182.778	187.56400000000002	129.971	250.03799999999998	288.677	261.742
56.818999999999996	55.9268	57.5439	49.6594	56.4488	62.8738
63.7027	52.4376	44.1863	66.4387	54.4362	70.2511
46.7301	90.5134	43.2049	71.1117	53.3466	72.5069
191.237	153.42700000000002	189.175	169.104	212.845	162.569
0.7510760000000001	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
578.627	394.01599999999996	431.85699999999997	651.203	700.2769999999999	567.455
0.669239	0.0	1.18251	0.782	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0
28.7165	12.3286	14.2707	29.3605	26.2434	28.7391
25.393	30.9732	27.6755	32.1672	25.5298	20.9004
9.60979	16.5028	2.4257	6.41654	8.602960000000001	12.8232
86.4472	73.7224	104.429	72.8391	64.4917	95.7359
9.89747	20.7738	30.1186	24.4152	19.5259	32.2838
121.4	161.276	172.011	214.12099999999998	160.287	158.938
31.0299	37.005	28.1755	40.2868	34.2091	14.9521
88.2438	100.156	101.259	100.149	98.5209	77.8241
28.8935	45.8735	43.3469	38.2208	29.0385	24.7334
216.993	183.162	209.726	222.69	189.968	200.768
117.594	100.971	114.546	107.208	117.42	101.162
37.5519	34.8581	44.3841	38.5424	34.9804	34.5344
0.0	0.0	0.0	0.0	0.0	3.6158699999999997
82.3307	44.1829	87.0243	60.1266	53.743	90.2428
111.48	94.1391	151.39600000000002	127.03299999999999	122.20700000000001	118.022
3.4839800000000003	0.0	6.15599	4.071000000000001	0.0	0.0
17.0615	2.92994	9.04398	3.9872300000000003	14.2557	4.55331
31.4719	29.7806	31.2091	30.0201	30.186999999999998	30.8539
39.6882	36.7535	61.4332	39.4764	38.0259	30.1999
138.39600000000002	150.06799999999998	109.69200000000001	123.82700000000001	129.264	111.859
21.4484	47.021	17.3364	34.6606	35.747	31.0563
1.9018099999999998	1.63297	6.72076	0.0	0.0	0.0
36.5818	31.4107	13.4662	16.0296	19.1036	26.441
2.03565	0.0	0.0	0.792879	0.0	0.9054459999999999
4.14076	5.33315	11.8893	4.83844	5.40594	6.90671
7.105289999999999	11.5917	11.2992	5.811719999999999	11.1315	14.2218
22.9452	22.3286	23.8752	22.9981	40.5802	21.9087
122.65299999999999	96.5391	71.1116	134.362	102.749	122.75
26.2401	34.5474	27.0461	28.6172	19.1842	23.3429
47.3822	20.3422	62.7911	73.8208	16.4958	21.0753
86.8732	98.1206	104.809	104.785	105.368	112.18299999999999
29.4228	41.3406	34.4338	28.5758	27.5374	31.1031
17.2356	8.072289999999999	6.3677	13.5485	12.11	12.5448
0.0	0.746306	0.767885	0.0	0.0	0.0
271.933	418.13300000000004	286.07599999999996	317.751	321.594	243.398
296.89	282.012	273.014	328.00699999999995	287.269	303.33099999999996
23.3188	17.6669	18.7837	16.0281	23.6386	9.151819999999999
94.0316	75.8463	105.73100000000001	86.5682	154.755	110.265
116.30799999999999	79.4859	97.8614	97.9992	105.775	97.1316
470.97900000000004	411.99699999999996	273.49	627.846	496.524	451.434
23.2754	34.9743	20.5632	20.3978	22.7903	29.1172
178.84400000000002	195.44400000000002	162.792	253.30700000000002	135.84799999999998	282.038
181.273	169.518	134.779	172.493	145.276	157.466
54.8063	43.1836	52.4073	72.705	42.7628	46.891000000000005
51.4733	62.1439	49.6092	58.3234	44.9632	47.8715
73.9772	81.7475	82.9745	93.2066	76.5923	105.581
5.38434	6.934830000000001	4.7569	5.24295	5.6235800000000005	8.38224
2.79188	5.59353	1.6443599999999998	0.0	1.94395	3.7254400000000003
37.6535	32.6786	28.6157	28.8588	21.9891	35.6573
6.81257	2.50696	0.57321	0.7581359999999999	1.3552899999999999	2.59731
28.9969	35.4929	31.0685	30.278000000000002	30.2853	42.8093
254.106	264.12	198.895	195.342	218.83599999999998	217.127
80.9322	87.1808	102.052	78.234	103.73899999999999	95.2317
0.0	0.0	0.0	0.0	0.0	0.0
7.489439999999999	25.4933	8.74349	5.9384	5.028569999999999	5.35382
87.0135	98.8856	157.817	215.90900000000002	137.389	120.20700000000001
78.7842	53.9503	24.8789	68.0929	41.9925	62.5558
265.529	211.767	276.328	294.81	218.111	285.598
517.4630000000001	479.494	369.035	600.488	590.687	596.606
232.662	249.342	307.553	390.421	308.775	375.82099999999997
0.0	1.0409	0.0	0.0	0.0	0.0
152.05200000000002	134.04	157.61700000000002	189.515	173.63	181.253
36.9057	32.1999	52.0629	47.2972	37.9238	51.6293
214.954	189.58900000000003	241.31799999999998	208.225	224.505	182.428
5.1184400000000005	19.7771	13.565999999999999	5.98085	5.34587	10.245
1.02749	1.7645	0.90776	2.40123	3.21945	1.37107
7.21425	15.4862	11.5521	6.849189999999999	4.70925	6.61828
66.475	71.3478	78.0473	83.8076	81.3046	81.7003
32.6238	63.0274	64.8498	36.5322	42.5917	47.1604
2.27175	5.85186	16.0562	6.63628	3.5590300000000004	6.0627699999999995
1.10706	2.8517099999999997	11.7366	5.17435	6.9375	2.9544900000000003
10.2564	27.0971	20.2134	11.9845	23.8962	15.7915
21.5063	19.4921	36.9448	23.0357	16.8464	27.1034
83.0035	76.7247	85.6776	97.4836	90.23	86.4595
68.6901	82.8532	91.0285	61.1533	66.6178	72.0178
93.0897	104.354	122.601	98.7027	119.73200000000001	85.11200000000001
19.7132	31.0321	7.61952	10.5576	13.7261	6.02824
19.3611	24.0765	15.9253	22.6232	25.7996	18.7082
138.03799999999998	114.899	108.383	112.84	107.87799999999999	120.15
26.6525	29.2419	60.1748	57.0958	44.848	21.7339
51.1844	49.809	60.2932	59.8085	106.917	72.85300000000001
107.419	91.603	117.00200000000001	114.34200000000001	109.887	106.031
20.0008	19.5022	25.456999999999997	16.6368	20.1814	18.0941
117.97200000000001	147.792	136.261	105.08200000000001	110.084	110.96799999999999
24.2203	30.5832	26.4327	20.3102	24.7012	19.3915
49.5589	52.0803	64.6955	64.8237	44.0355	55.2734
17.4949	25.1542	22.7903	20.7632	16.5525	15.9294
210.365	352.225	257.094	251.954	250.838	264.33299999999997
215.685	185.196	266.77099999999996	263.22700000000003	212.753	262.224
7.007219999999999	4.0111300000000005	6.19067	10.9172	9.75809	0.0
113.516	124.18799999999999	174.614	127.929	122.773	101.49600000000001
33.3769	43.8312	42.4967	39.7653	40.67	37.988
27.5996	32.2845	24.7368	25.7064	28.8259	21.8836
218.093	215.328	214.37900000000002	240.951	247.644	235.77599999999998
304.98900000000003	396.906	353.651	439.902	413.10699999999997	489.63800000000003
46.8873	47.1507	50.38	44.4222	33.9706	41.1468
79.5228	68.7677	78.5067	86.9693	82.7606	83.8338
35.8147	31.7548	45.0543	24.1087	21.9557	26.4926
222.827	412.80699999999996	226.68900000000002	362.94199999999995	394.93300000000005	389.24199999999996
57.2854	45.4519	32.9925	40.2472	54.5293	63.8619
137.634	134.64600000000002	133.556	134.459	141.393	195.7
61.8377	59.1302	38.4906	42.6972	68.9889	39.3823
62.4815	54.7064	70.9721	47.8335	72.0085	62.0174
43.9909	30.6456	21.2656	30.0659	32.0752	40.9798
78.6857	137.691	46.6376	59.3559	73.3395	59.1439
22.4756	25.5016	21.984	18.7589	22.6358	21.4222
1.15647	0.992993	0.0	0.0	0.0	1.5431700000000002
0.0	0.0	0.0	0.0	0.0	0.0
51.3165	51.852	63.2798	49.2043	50.9097	39.9292
2.46782	0.0	10.9012	17.3017	6.4436800000000005	1.64651
151.27100000000002	139.509	172.53400000000002	187.981	188.922	214.669
32.7234	45.6588	20.1339	32.7745	33.5671	24.171999999999997
8.47551	8.086039999999999	9.98381	5.50197	8.8521	8.16804
216.248	194.90200000000002	131.583	221.725	197.437	208.296
3.5779400000000003	10.7526	2.37075	5.22598	3.7369199999999996	4.77435
22.0549	20.5985	19.143	15.3722	18.5896	17.0383
0.707498	4.25242	0.625053	0.0	2.2168	0.944075
285.312	260.29200000000003	262.567	385.475	391.111	333.126
16.6392	9.52476	22.0504	25.9237	11.5857	22.2031
28.6718	33.4816	20.2645	25.462	14.374	29.076999999999998
0.0	0.0	0.0	0.0	0.0	0.0
62.9688	59.1208	49.912	56.3872	43.025	51.8283
1.78205	2.1422	1.73183	2.707	2.23348	1.42676
98.0418	82.13799999999999	90.8251	124.301	101.569	112.81700000000001
0.0	0.0	0.0	0.0	0.0	0.0
0.9337700000000001	1.60355	3.2998300000000005	3.2733	2.92578	1.24601
61.4213	47.2661	60.9189	56.1974	44.1791	48.7119
70.14699999999999	62.817	61.0338	56.3	65.4935	52.7109
2.88916	0.620188	0.0	1.68797	0.754382	0.9638110000000001
42.3353	32.5905	27.0842	64.8206	50.3152	31.1678
101.275	81.8259	114.63799999999999	85.8777	109.08	68.9775
125.098	107.414	126.169	151.35	168.812	132.213
149.827	137.472	145.748	194.66400000000002	163.263	179.718
0.0	0.0	0.0	0.0	0.0	0.0
175.304	118.914	113.059	219.18	212.388	149.711
5.251519999999999	3.55988	2.93025	4.19856	4.04148	2.58173
125.273	123.785	125.60700000000001	140.571	145.377	172.46900000000002
114.583	128.537	130.076	131.73	160.85299999999998	150.43200000000002
67.2314	69.1693	74.9151	74.3128	62.6275	69.5071
147.736	109.303	119.17	141.923	200.041	166.747
169.523	180.36700000000002	188.024	228.767	162.14	181.33599999999998
10.1326	12.3255	8.20589	5.91994	9.70096	9.01389
0.0	0.0	0.0	0.0	0.0	0.0
94.9905	123.619	138.55700000000002	145.681	80.6091	122.79299999999999
12.9741	14.1108	6.36789	7.4115899999999995	7.226960000000001	3.8472
1041.99	1010.21	790.908	1666.28	1407.62	1367.57
15.7941	35.2598	12.5582	16.6097	4.94875	27.3979
207.49400000000003	193.74400000000003	162.404	189.908	175.513	184.234
110.55799999999999	83.1376	137.412	89.0664	124.07700000000001	103.544
18.8452	16.1813	33.2983	66.0612	19.6825	25.1467
299.306	295.07	223.294	383.414	324.183	319.51099999999997
64.1867	42.7411	28.9322	44.3887	68.4069	57.6825
1.7604799999999998	0.503876	0.5184449999999999	2.0571099999999998	0.6129020000000001	1.5661100000000001
101.712	103.027	111.271	84.4942	108.721	90.6583
0.0	0.0	2.90699	1.2816100000000001	0.0	0.0
614.0980000000001	609.215	598.242	671.834	582.862	590.85
280.753	224.497	206.78900000000002	234.22299999999998	305.58099999999996	264.154
672.294	835.628	484.134	812.138	705.332	712.015
94.0849	70.1323	75.8138	85.7752	118.78200000000001	75.8791
13.3678	13.7738	13.1598	11.1573	10.7705	7.6447899999999995
33.435	37.8955	21.2679	23.4411	26.5397	26.7691
5.97861	11.8465	10.1575	3.22428	5.2836	4.295719999999999
19.7426	22.6024	29.0699	26.9138	44.6762	30.7349
0.0	0.0	0.0	0.0	0.0	0.0
109.406	153.90200000000002	155.414	113.462	101.76299999999999	122.249
0.759329	2.60797	0.670845	2.66181	0.0	0.0
3.01523	2.589	0.0	14.0931	9.447610000000001	12.0704
76.5404	73.936	45.0808	79.4993	69.9486	75.1822
328.816	408.966	335.702	324.431	245.97799999999998	314.265
89.0147	78.5137	84.4558	73.2542	86.0966	75.3351
0.0	0.0	0.0	0.0	0.0	0.0
42.7084	55.3529	59.0891	45.1964	60.5969	62.3658
46.5977	59.4781	88.9785	42.3344	71.8718	42.2636
55.7271	54.2975	50.2807	54.0329	64.8078	61.7041
174.80200000000002	118.34200000000001	91.0753	147.953	123.46799999999999	156.997
32.7255	21.8957	22.5288	25.824	33.7357	23.252
0.0	0.117711	0.0	0.080094	0.286362	0.0
42.8363	49.9171	61.2721	48.861999999999995	36.2178	54.4381
170.231	165.97099999999998	189.205	184.796	197.294	200.774
4.75633	8.16799	5.60277	3.70515	16.5589	4.23119
30.8572	25.8159	16.7762	36.9808	28.0964	31.6733
89.8287	85.0416	49.8549	67.2846	62.5467	26.1246
120.291	104.113	119.48100000000001	98.8817	115.501	101.838
47.7411	211.435	24.4187	76.3374	65.6084	23.4703
3.37068	2.8942099999999997	5.95579	2.95396	3.52045	0.0
324.7	269.508	192.83599999999998	345.684	271.302	305.699
55.078	49.5598	41.3275	54.6603	64.6174	52.3528
0.0	0.0	0.0	0.0	0.0	0.0
143.985	114.12200000000001	121.389	159.501	149.132	147.394
0.0	0.0	0.0	0.0	0.0	0.0
65.9728	81.0831	75.4276	63.4847	67.5531	58.6887
54.3475	63.9979	65.8483	47.1748	58.3841	58.0164
626.4780000000001	510.98900000000003	501.82199999999995	543.2909999999999	583.445	521.3380000000001
139.253	160.029	156.578	201.34	201.266	132.32399999999998
104.887	94.3156	83.1794	94.5737	90.571	108.001
52.5826	56.7266	34.5436	47.2633	66.1845	46.777
136.05	102.06200000000001	118.931	125.505	113.676	124.213
667.299	684.8530000000001	345.351	798.187	577.354	542.69
94.8629	97.9291	90.2846	106.816	105.15799999999999	90.6223
18.4351	26.6065	18.0195	12.3748	8.19329	12.5615
229.149	174.44400000000002	165.922	229.113	206.02200000000002	249.03099999999998
66.5771	57.8589	75.9298	57.0494	72.9067	59.2263
0.0	0.0	0.0	3.1087599999999997	1.85247	1.18337
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.75103	0.772745	0.0	0.0	0.0
3.85669	12.5838	5.451630000000001	10.8156	14.501	4.11704
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.8950049999999999	0.460441	0.0	0.544331	0.0
0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.46933199999999997	0.0	1.27739	0.0	0.0
7.795780000000001	7.91085	14.4008	12.0077	12.9535	4.2556
23.4234	13.073	7.24285	13.685	15.9017	17.1907
0.0	0.0	0.565685	1.49637	2.675	1.70881
112.60600000000001	110.75200000000001	115.76299999999999	94.8961	109.76899999999999	98.3516
39.2336	36.9269	35.3283	43.1993	34.6728	46.3121
55.3053	52.2026	52.3259	56.8322	58.582	48.6757
36.5051	38.8079	48.3768	45.7027	47.205	48.7119
0.0	0.0	0.0	0.0	0.0	0.0
213.457	229.153	185.53099999999998	230.049	247.953	223.688
202.465	183.328	180.498	251.63400000000001	217.229	275.079
33.9486	20.1211	17.2524	21.7651	19.1405	24.8552
270.155	207.851	254.625	264.884	274.476	239.137
0.0	0.0	0.0	0.0	0.0	0.0
6.85279	2.94205	4.03616	5.33828	0.59644	6.09617
0.0	0.0	0.0	0.0	0.0	0.0
20.0823	12.7058	16.3414	20.3783	15.455	20.4507
1229.19	881.4939999999999	1328.62	1346.03	1495.38	1280.56
56.6966	93.4918	41.5517	57.9682	51.8138	74.7954
73.3362	80.5241	99.2831	71.0509	74.3906	75.3301
44.2416	41.5124	33.0419	33.5757	39.0619	34.0822
329.965	311.214	357.974	447.491	389.267	326.233
161.543	159.778	130.976	167.257	178.332	159.624
44.2444	52.9149	41.5316	42.4672	36.3081	37.4266
81.4651	67.3491	83.7444	77.1438	75.2795	81.2263
17.3955	19.3622	15.9376	11.2925	12.4488	15.4749
31.7392	23.8461	25.4119	32.4511	12.4311	30.4408
9.90075	12.0434	5.1024199999999995	7.712619999999999	5.17033	6.6057
110.55799999999999	123.95	129.05200000000002	140.9	110.684	115.805
121.384	115.26899999999999	104.75299999999999	150.759	149.446	130.329
11.1394	10.7603	4.92065	13.8298	7.99861	12.0772
0.0	0.0	0.0	0.0	0.0	1.24321
0.822117	0.423543	0.5810529999999999	0.384254	0.171729	0.219404
86.3616	113.736	94.3413	113.186	93.2461	88.7656
248.391	204.915	217.295	220.52700000000002	223.82	207.968
2.1426	1.8397299999999999	7.5717	2.5036099999999997	4.47561	5.71812
20.8012	60.95	14.7018	16.4065	24.4411	10.4088
150.839	144.88299999999998	152.83700000000002	191.19	144.19	181.945
81.2137	75.8979	87.6062	71.3042	61.1564	56.8795
2.1593400000000003	0.618035	0.0	0.0	1.50353	0.0
16.0229	47.2931	8.84737	11.7017	13.5971	6.681489999999999
46.6577	47.9005	52.8699	38.5189	46.0824	48.7246
287.677	154.988	127.07700000000001	201.03	238.6	199.463
42.9691	51.8526	31.8059	48.852	43.6654	66.6353
60.3046	58.5608	62.1568	58.7211	57.7354	67.0579
4.34585	2.2389200000000002	4.60731	5.07808	0.907789	4.63923
9.12628	8.95567	4.60731	7.61712	5.4467300000000005	8.69855
184.645	147.935	164.94799999999998	167.632	160.588	172.197
24.166	22.8647	15.0946	21.0434	19.7739	18.28
135.85299999999998	112.163	111.5	116.944	97.3917	138.374
96.4963	144.201	65.3049	71.556	63.958999999999996	75.1119
50.3264	50.4145	39.1688	26.6027	41.2992	49.5666
144.56799999999998	140.778	116.46600000000001	127.50399999999999	146.363	148.562
91.991	86.6138	89.1182	64.4943	72.8871	71.9577
0.0	0.0	1.80434	2.38645	4.26616	0.0
79.2606	106.946	102.34299999999999	134.852	112.34700000000001	101.115
19.1351	16.4302	13.7747	13.2499	17.7647	17.0224
16.0229	3.4395	0.0	14.042	16.7349	0.0
0.0	0.0	0.89885	0.0	0.0	1.35761
37.6903	21.575	22.1989	73.4013	39.365	0.0
46.066	36.7946	25.5545	43.8132	30.2104	55.7516
1.71202	3.92003	2.52086	4.6677800000000005	4.7682400000000005	1.52299
246.972	304.837	186.65599999999998	232.783	232.755	224.638
138.52700000000002	120.82700000000001	128.58100000000002	111.412	128.19899999999998	102.95299999999999
112.848	93.7365	126.79	117.529	116.581	72.0178
6.49494	5.57684	0.0	10.119	2.26118	0.0
22.8562	18.1348	32.4618	15.8891	12.6913	15.8286
3.0632099999999998	8.90223	6.45338	3.57933	3.93762	4.71635
77.0252	88.6839	105.68299999999999	106.367	98.7312	105.896
38.7659	38.6897	42.4771	45.8859	40.7513	44.0029
110.439	88.8693	86.8845	94.2949	102.921	98.9513
9.47643	13.2224	7.32562	16.6097	9.8975	14.2259
180.457	239.77700000000002	77.1915	109.435	104.37700000000001	108.20700000000001
44.1799	42.3272	29.9927	33.1479	35.4572	26.684
43.2716	46.0466	49.992	48.4017	56.3963	53.2994
57.9472	73.3812	102.573	84.0296	64.0053	62.026
97.3026	41.1687	18.0649	92.27600000000001	72.1692	77.1508
5.07148	19.5957	8.96101	11.852	18.5389	20.3019
952.191	716.946	548.4630000000001	877.5880000000001	743.6080000000001	897.909
55.2408	84.4885	65.5798	86.0645	69.1142	69.8733
9.02305	4.40811	2.19906	6.72593	2.59972	3.32144
18.0132	10.9765	11.8072	14.9375	9.10334	19.3843
0.0	2.5703099999999997	0.0	0.0	3.12647	0.0
56.3725	64.8318	49.1997	47.9059	47.8155	45.5894
90.91	84.9839	64.7712	85.6673	74.275	76.3073
10.993	6.7422	6.937139999999999	1.83503	3.28042	2.09556
462.63699999999994	506.481	378.07099999999997	477.17199999999997	502.707	459.44
33.6034	38.2112	39.3161	36.0816	37.9422	27.8735
80.9479	53.7911	66.54	62.5095	109.54	86.4125
1.06443	0.0	0.0	0.0	0.0	0.0
240.34400000000002	203.942	214.21	249.452	211.155	249.96599999999998
183.368	140.14600000000002	130.847	101.24600000000001	141.006	111.587
2723.65	2529.0	2485.12	3579.54	3578.39	3446.15
43.4691	48.3172	78.517	59.6646	42.4464	47.07899999999999
80.2316	110.09299999999999	110.902	79.8443	91.8153	82.4719
81.9316	88.99700000000001	59.7387	62.863	81.9636	75.0809
24.6599	31.761	27.2328	36.0185	48.2917	24.6793
135.627	149.57	137.994	155.474	204.088	126.94200000000001
225.39	241.468	166.24200000000002	302.025	235.405	226.25799999999998
12.6523	10.5988	16.0853	11.1782	7.41299	9.88274
0.812929	0.698016	0.0	0.0	0.0	0.0
130.267	110.84899999999999	126.11399999999999	142.64600000000002	140.537	141.039
396.64599999999996	360.611	409.62199999999996	380.98800000000006	421.14300000000003	357.642
12.1582	25.0549	16.4701	29.3605	18.6243	20.55
81.4891	67.515	89.0442	118.60600000000001	59.7263	73.4457
42.8474	38.6042	46.1184	36.6686	47.2724	42.6799
32.9892	36.7472	30.7204	33.3384	29.7989	35.6921
477.523	522.328	420.787	493.1	422.70599999999996	456.084
209.115	176.433	173.502	220.977	212.709	232.938
0.0	0.0	0.0	0.0	0.0	0.0
37.6903	41.7581	33.2983	42.6201	48.2539	50.2934
15.4507	30.9555	36.4006	30.09	40.3431	34.361999999999995
102.491	74.2194	103.09299999999999	95.2304	122.521	89.8017
123.72	136.368	117.83	125.085	163.125	141.673
62.7624	62.1813	68.7777	64.8752	85.0904	81.3333
213.984	186.753	209.92	216.046	212.48	213.111
146.829	164.18900000000002	241.338	170.90400000000002	181.29	164.791
737.503	545.877	530.507	695.77	496.67900000000003	801.273
61.7904	244.74200000000002	73.9606	88.5051	74.945	37.2365
44.9462	43.5377	50.5482	38.7676	44.8511	44.9398
168.437	165.581	189.11599999999999	171.40099999999998	166.225	172.375
121.51899999999999	165.71900000000002	101.04299999999999	133.641	111.98700000000001	123.999
214.519	166.77900000000002	238.938	265.747	244.59400000000002	252.623
33.29	28.2412	38.8222	32.364000000000004	36.7163	27.3638
115.677	113.389	88.631	132.775	155.03	129.769
519.262	289.459	379.491	438.38599999999997	434.435	391.79400000000004
50.5006	30.773000000000003	35.9805	55.2024	51.0431	41.3019
90.0616	71.9976	101.516	97.9784	107.038	111.889
13.4156	10.6331	12.3081	11.4555	8.622580000000001	10.3278
47.3822	33.1899	26.4383	37.8817	54.6967	36.6045
285.362	304.02099999999996	249.78400000000002	355.65	288.881	285.587
12.179	7.40734	10.3115	8.89441	12.9852	10.1572
179.18900000000002	158.762	161.8	182.18099999999998	186.233	158.819
92.2511	97.6319	89.0826	90.2466	94.1094	103.059
181.817	161.393	184.15900000000002	189.71	192.57	175.639
3.9896800000000003	5.70951	15.274000000000001	7.769830000000001	10.4174	3.5491800000000002
53.8885	44.7784	46.0731	67.0307	61.7297	34.7942
179.43400000000003	140.71200000000002	160.219	156.627	175.165	159.243
4.17376	3.58377	4.916530000000001	4.06417	2.17961	6.4976400000000005
7.74942	11.09	10.2696	4.52756	12.1406	12.0642
7.5774300000000006	10.2242	3.82539	8.85416	12.4365	4.33338
3.28554	2.46847	2.1770099999999997	4.31901	4.2894	3.83615
33.2506	14.2752	18.36	9.71326	19.5345	27.7307
0.0	0.0	0.0	0.0	0.0	0.0
58.8567	107.515	106.545	85.6298	65.6906	74.6877
48.2353	21.6946	40.5852	46.9687	22.7903	39.8447
67.9409	37.1235	61.3879	61.3455	51.6071	74.1758
0.0	1.50312	5.67079	0.0	0.609452	0.778646
35.3187	34.4616	34.0397	32.8281	36.8881	37.4888
0.0	0.0	0.0	0.0	0.0	0.0
111.242	83.3236	91.3089	109.704	106.29700000000001	123.17299999999999
642.62	542.882	581.471	635.839	752.3639999999999	691.535
508.45300000000003	455.86300000000006	640.992	445.42400000000004	612.236	434.13
46.4531	25.9263	26.6759	27.14	38.8137	18.5959
0.0	0.0	0.0	0.0	0.0	0.0
24.3879	24.1133	13.0582	10.3625	12.3498	15.7783
2.16256	5.04007	10.6445	4.69287	5.48529	4.1224099999999995
330.958	235.958	309.281	313.658	351.07099999999997	268.908
122.959	78.5069	66.8498	79.8205	57.0768	86.9458
91.6451	68.9717	69.9983	79.7815	83.1329	99.391
58.6054	57.1213	59.1228	65.241	59.9687	63.4072
39.3025	54.3242	76.2204	33.6034	60.0715	53.7238
1.44207	0.0	0.0	0.0	0.0	0.0
1.4314799999999999	4.30197	1.58084	2.92718	1.8688599999999997	3.8203
0.0	0.0	0.458138	0.0	0.0	0.0
25.241999999999997	27.6198	24.0767	31.8442	28.6966	25.6345
163.387	194.65400000000002	193.06400000000002	245.804	290.099	239.82299999999998
121.939	78.2992	88.0574	89.208	137.325	70.7452
473.51199999999994	459.027	336.42800000000005	386.749	393.19800000000004	379.80199999999996
10.112	18.0888	13.4005	5.90791	9.681239999999999	10.12
0.8601530000000001	0.738564	0.0	0.0	0.0	0.0
7.6272199999999994	8.42022	15.4021	8.91233	19.3463	11.6316
167.308	149.97299999999998	118.574	221.278	192.025	191.36
107.914	91.5607	89.6861	83.2335	110.927	107.00299999999999
176.695	201.986	255.78599999999997	199.003	222.34400000000002	210.21200000000002
40.4088	22.2059	28.5599	22.6643	32.0752	47.4503
98.8499	100.53399999999999	96.6575	78.4986	95.2233	76.8372
49.1785	36.8816	50.0474	47.281000000000006	61.1163	60.6391
7.96202	13.6731	8.03909	7.442830000000001	8.55339	7.58886
70.9416	70.4065	59.419	80.7415	56.7731	70.0755
51.29	30.1754	67.1306	38.8447	26.7845	43.0922
476.305	338.82300000000004	539.055	483.43300000000005	515.624	466.24199999999996
42.0602	38.7975	32.6999	30.0499	30.6249	30.4676
2.4174599999999997	5.18933	6.40725	5.64955	2.52487	9.67745
11.7918	17.6086	6.94515	11.582	6.9610899999999996	6.6131899999999995
0.0	0.0	0.0	0.9021389999999999	0.0	0.0
44.3561	37.3088	45.5852	62.4072	40.6543	24.1584
0.0	0.0	0.630975	0.0	0.0	0.0
5.4847	4.7094	9.250639999999999	7.57406	6.7699300000000004	5.98803
44.0631	46.4332	66.3553	66.6995	50.2047	74.8327
