	Human_Muscle_Average_RPKM	Chimp_Muscle_Average_RPKM	Rhesus_Monkey_Muscle_Average_RPKM	Human_Kidney_Average_RPKM	Chimp_Kidney_Average_RPKM	Rhesus_Monkey_Kidney_Average_RPKM	Human_Cerebellar_Cortex_Average_RPKM	Chimp_Cerebellar_Cortex_Average_RPKM	Rhesus_Monkey_Cerebellar_Cortex_Average_RPKM	Human_Prefrontal_Cortex_Average_RPKM	Chimp_Prefrontal_Cortex_Average_RPKM	Rhesus_Monkey_Prefrontal_Cortex_Average_RPKM	Human_Primary_Visual_Cortex_Average_RPKM	Chimp_Primary_Visual_Cortex_Average_RPKM	Rhesus_Monkey_Primary_Visual_Cortex_Average_RPKM
NCOA3	43.466800000000006	43.15735	25.01608333333333	43.666149999999995	49.870383333333336	40.7505	28.194100000000002	39.652816666666666	37.33493333333333	22.67925	28.967249999999996	27.264168333333334	24.274383333333333	37.405833333333334	61.56336666666667
PIGT	271.88400000000007	337.195	178.01766666666666	337.11600000000004	380.6333333333334	326.4026666666667	166.1036666666667	218.57400000000004	182.66733333333332	202.2413333333333	246.55883333333335	155.6593333333333	207.39150000000004	240.6286666666667	164.91199999999998
MATN4	0.8970349999999999	0.37631166666666666	3.7794216666666665	0.44066333333333335	2.86318	3.4017	0.0	1.3189416666666667	0.21930000000000002	0.5413066666666667	1.7344816666666667	1.5966416666666667	0.44231166666666666	5.0736566666666665	53.640299999999996
NCOA5	44.50063333333333	52.89436666666666	68.27636666666666	87.90038333333335	95.2165	102.25580000000001	112.7545	130.73968333333335	150.86283333333333	65.33901666666667	79.76876666666668	95.89838333333334	66.76926666666667	85.75641666666667	124.44266666666665
VAPB	120.68453333333333	358.963	198.4511666666667	103.99973333333334	183.44950000000003	220.68733333333333	80.99349999999998	160.954	131.71336666666664	185.264	242.2258333333333	136.40298333333334	99.66841666666666	161.45083333333332	164.492
PARD6B	3.6739716666666666	1.1163838333333334	3.237245	108.37698333333333	87.77708333333334	183.9126666666667	14.770676666666667	21.74223333333333	21.973276666666667	8.758225	10.949404999999999	12.012101666666668	6.483431666666667	8.535065	12.810693333333333
ATP5E	4516.123333333334	8320.801666666668	6495.825	5911.87	6282.291666666667	6330.36	2624.9199999999996	2347.0866666666666	3133.9883333333332	3012.77	3110.5316666666663	5092.165	3267.61	3597.5	2965.475
CHD6	14.655446666666665	28.52191666666666	15.183616666666666	47.083866666666665	39.08188333333333	58.29521666666667	48.599199999999996	69.15316666666668	61.74916666666666	49.287366666666664	56.08471666666667	47.874766666666666	40.526916666666665	52.09115	70.58531666666666
PLCG1	49.369016666666674	51.291000000000004	39.6912	125.39928333333332	93.29251666666666	66.40605	232.12033333333332	189.7938333333333	254.12416666666664	127.65116666666665	135.39766666666668	99.24905	131.53866666666667	124.99833333333335	126.185
TOX2	1.9824298333333334	17.810153	0.4530528333333333	64.13755333333333	8.7915	13.212330000000001	2.7927766666666667	5.228511666666667	4.60288	60.97001666666667	49.97163333333333	39.44868333333333	50.79221666666667	47.17315	43.43568333333334
SRSF6	237.7823	127.6981833333333	173.26416666666668	1008.3263333333334	275.5888333333333	795.9128333333334	371.07733333333334	182.74633333333335	457.1698333333334	307.2178333333334	139.06199999999998	265.3151166666667	305.9255	136.35756666666666	302.9078333333334
GDAP1L1	0.16871	1.0083205	0.9020033333333334	8.27351	0.5291716666666667	0.3658748333333333	105.98885	84.3597	129.94275000000002	162.713	153.3105	226.66083333333336	137.02166666666668	155.2371666666667	164.38816666666668
GTSF1L	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35084333333333334	0.0	0.0	0.5228983333333334	0.0	0.0	0.0	0.0
ARFGEF2	18.026953333333335	30.65961666666667	23.967016666666666	61.02748333333335	58.253133333333345	62.92245	30.79831666666667	51.49360000000001	44.986356666666666	59.81816666666666	78.40501666666667	45.507826666666666	38.29638333333333	65.93411666666667	58.414449999999995
ZNFX1	52.330283333333334	80.70465	45.936049999999994	71.65661666666666	112.48938333333332	54.16356666666667	42.31005	74.95721666666667	83.64748333333334	52.10538333333333	62.638733333333334	59.83361666666667	48.58689999999999	58.53476666666666	88.84828333333333
ZNF831	0.0	0.8751199999999999	0.0	0.8443233333333334	0.0	0.0	0.76686	21.102521666666668	1.119565	12.440823333333332	7.055531666666667	12.206231666666667	5.189588333333333	3.1712016666666667	9.152865
EDN3	3.9644333333333335	3.444013333333333	0.0	0.0	2.01003	0.5307066666666667	5.605131666666666	12.925066666666666	9.193154999999999	20.07035	14.489326666666665	9.848686666666667	27.600350000000002	17.2821	10.573148333333334
CSE1L	95.10983333333333	144.1915	142.23549999999997	100.90851666666667	103.51563333333333	115.50200000000001	116.52900000000001	142.24733333333333	169.55116666666666	126.32433333333334	129.16766666666666	128.82750000000001	101.18026666666667	113.4821	133.4315
TMEM189-UBE2V1	117.94275	119.8865	79.61063333333333	162.6075	107.00928333333331	100.57978333333334	103.26371666666665	82.3275	101.09769999999999	209.88733333333334	138.3033333333333	117.07798333333334	162.18183333333332	119.50349999999999	123.34166666666665
RAB22A	19.093300000000003	44.62115	30.364883333333335	40.89785	62.9715	31.630599999999998	17.8595	38.36696666666666	22.839743333333335	42.007333333333335	54.28183333333334	36.38823333333334	34.88146666666666	36.616600000000005	49.28985
PTGIS	26.83551833333333	35.8216	19.112019999999998	6.8777384999999995	40.63333	18.717983333333333	0.3788418333333334	4.256266833333333	1.2393388333333333	7.771556666666666	4.277056666666667	3.661898333333333	5.447661666666666	7.707858333333333	3.6082083333333332
STAU1	179.41316666666668	344.7038333333333	263.69616666666667	266.8826666666667	351.68	245.756	171.40016666666668	226.91383333333337	228.11233333333334	241.008	280.70633333333336	214.05089999999998	196.55083333333332	236.72349999999997	253.042
CDH26	2.7788016666666664	4.992225166666667	14.505978333333333	1.9300233333333334	6.795751666666665	17.68025	4.769921666666668	18.504450000000002	32.669983333333334	1.9657166666666666	11.704376666666667	22.811635	3.770315	11.236371666666665	32.876783333333336
SNAI1	18.782935	5.0763050000000005	2.1445416666666666	20.99316	23.283428333333333	18.36296666666667	16.874816666666668	43.37728333333333	2.21068	8.852125000000001	8.180124999999999	2.1418183333333336	9.501966666666666	10.976301666666666	1.0933866666666665
MOCS3	19.735386666666667	29.0449	46.907016666666664	23.518136666666667	21.438436666666664	46.59943333333334	13.528798333333333	23.055000000000003	38.78236666666667	28.686616666666666	33.137933333333336	43.63775166666667	18.718786666666663	25.94503333333333	46.64508333333333
STX16	77.72791666666667	151.17166666666668	74.51335	200.319	162.47383333333335	109.27356666666667	258.4646666666667	340.663	136.68996666666666	194.59766666666664	284.99100000000004	126.13358333333333	204.89556666666667	265.9595	143.8518333333333
PPP4R1L	5.331491666666667	14.038233333333332	26.79713333333333	16.739858333333334	48.437099999999994	56.327549999999995	3.9713283333333336	13.123283333333333	15.113505000000002	3.543931666666667	11.088746666666665	11.11574	3.3027498333333334	8.151188333333335	14.754403333333334
PMEPA1	168.0918166666667	72.26185000000001	91.66395	238.74575166666668	103.79468333333334	135.54771666666667	29.59148333333333	27.16893333333334	45.39283333333333	148.8936666666667	144.69615	199.3376833333333	171.30100000000002	295.36449999999996	225.11516666666662
RNF114	326.48049999999995	215.63016666666667	206.90516666666667	221.81349999999998	220.60816666666668	179.60850000000002	130.96743333333333	143.874	94.52556666666665	96.26275	104.48703333333334	66.75841666666668	109.32995000000001	107.45175	79.02688333333334
DDX27	50.21446666666666	46.13373333333334	50.94181666666666	87.91185	83.53323333333333	64.87429999999999	100.54883333333333	125.27568333333333	75.0393	68.95905	70.41648333333335	52.678116666666675	66.8676	78.47683333333335	55.860216666666666
RBPJL	0.0	0.0	0.0	0.28124166666666667	1.4442766666666669	0.11503000000000001	0.0	0.9767933333333333	0.0	0.37919316666666664	2.825068333333333	0.49734833333333334	0.5981466666666666	3.48138	2.0490678333333334
SEMG1	0.0	0.0	0.0	167.89333333333335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C20orf85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2964866666666663	0.0	0.0
BCAS4	653.8116666666666	174.14833333333334	143.885	5216.306666666667	534.196	2764.9266666666667	1644.3373333333336	948.4581666666667	3204.313333333333	3328.8566666666666	2018.25	6448.91	3170.9733333333334	2278.702333333333	8603.588333333333
KCNK15	9.79416	0.6593916666666667	0.0	30.700321666666657	33.51403333333333	0.7331616666666666	2.9697099999999996	4.742476666666666	0.0	6.23961	5.674686666666666	0.83926	11.590383333333333	20.178573333333333	1.61625
TP53TG5	0.0	1.2724716666666667	0.5556333333333333	0.0	0.6939616666666666	1.036615	0.5520183333333333	0.4695916666666667	2.165966666666667	6.500821666666667	1.7053633333333333	1.2434333333333332	9.737338333333334	1.2719866666666666	1.1484016666666668
PCK1	21.24041166666667	5.86484	4.342013333333333	1160.4229416666667	2730.55	2408.8216666666667	4.205493833333333	0.7502706666666668	1.7928975000000003	1.3969945	1.3347623333333332	1.6683729999999997	4.583341666666667	5.316416666666666	0.42981
ZBP1	5.802386666666667	2.4872883333333333	0.9856941666666666	3.1287900000000004	15.803758333333334	2.7777616666666667	1.568455	1.6609800000000001	1.5218283333333336	0.0	3.734856666666667	1.635393333333333	1.1821833333333334	2.1001416666666666	0.6723699999999999
NEURL2	67.56103333333334	85.44948333333333	152.1343333333333	36.98005	32.967666666666666	48.54963333333333	30.65153333333333	35.335233333333335	17.9608	14.231171666666668	24.806583333333332	19.909466666666663	16.816889999999997	35.99293333333333	18.657366666666665
MTRR	79.54956666666668	112.78886666666666	66.30936666666668	55.760383333333344	150.38766666666666	109.52123333333334	52.87895	69.88628333333334	53.09418333333334	55.43305	71.41744999999999	49.622499999999995	60.22953333333333	74.03169999999999	57.87116666666666
FASTKD3	12.002238333333333	15.875734999999999	16.425633333333334	31.449849999999998	35.202783333333336	27.563883333333333	16.60580333333333	19.063933333333335	12.350085	21.401966666666667	20.01675	12.350696666666666	19.46426666666667	20.4804	12.535271666666665
PEPD	68.26738333333334	85.48790000000001	56.24693333333334	578.2973666666667	943.2928333333333	646.1005	79.68355000000001	65.51626666666665	119.59950000000002	94.86103333333334	97.2368	119.39273333333335	100.49164999999999	123.96566666666666	113.03483333333334
CHST8	0.0	0.0	0.0	0.0	0.0	0.0	101.72153333333334	15.219766666666667	19.210833333333333	46.04338333333333	60.758700000000005	50.235216666666666	47.065566666666676	52.87125	43.96393333333333
IQSEC2	8.316031666666666	36.517783333333334	8.116069999999999	23.150838333333336	17.232583333333334	22.8967	123.665	132.2905	145.25916666666666	226.24583333333337	174.95566666666664	206.51739999999998	107.32783333333333	142.54583333333332	188.00116666666668
STAMBP	118.74279999999999	179.40566666666666	89.10606666666666	84.34903333333334	172.388	89.36191666666667	87.69375000000001	98.8589	71.71236666666667	97.14606666666664	118.58031666666666	73.79753333333333	116.82063333333333	98.9692	86.35118333333332
NAGK	41.78006666666667	35.592400000000005	37.49608333333334	87.29039999999999	159.09815	118.127	89.67108333333333	87.47455000000001	84.15703333333333	85.41025	96.84809999999999	87.92601666666667	72.35198333333334	84.98388333333334	63.4652
MCEE	124.55006666666668	102.67316666666666	140.11690000000002	111.90066666666667	97.25565	263.28450000000004	47.743766666666666	49.700250000000004	54.48585	48.72743333333333	39.226083333333335	46.2026	46.18664999999999	42.65723333333334	56.20306666666667
PAIP2B	459.52150000000006	304.908	138.59041666666667	51.50904666666667	68.92248333333332	76.11035	134.11888333333334	144.95058333333336	88.54610000000001	121.10013333333335	123.31516666666668	50.92539999999999	239.75333333333333	102.89814999999999	67.46045
SNRNP27	151.1241666666667	294.0396666666666	154.45983333333334	93.35043333333334	125.34724999999999	86.35244999999999	100.71788333333335	135.77933333333334	127.606	134.5615	166.01666666666668	95.71523333333333	125.52341666666666	139.43435	105.42095000000002
MPHOSPH10	72.37613333333333	120.01459999999999	102.55981666666666	81.85428333333334	98.38378333333333	76.21033333333334	91.68851666666666	96.4407	68.85053333333333	98.48168333333332	100.84118333333333	62.84408333333334	84.66181666666667	91.52499999999999	66.90436666666666
IL17C	0.0	0.24510666666666667	0.0	0.37469	0.669075	0.0	2.2647516666666667	3.325788333333333	0.0	0.0	0.4156683333333333	0.0	0.0	0.0	0.0
ATP8A1	20.890476666666668	72.04628333333334	40.29845	14.971241666666664	9.445598333333331	8.034738333333332	32.58426666666667	76.07753333333334	58.84198333333333	105.91553333333333	126.68866666666668	80.19981216666667	72.48781666666666	77.63715	67.78049999999999
USP22	224.94430000000003	250.65733333333333	102.56091666666667	167.58891666666668	185.14016666666666	163.01149999999998	438.9153333333333	428.84666666666664	326.5503333333333	441.48516666666666	378.38550000000004	281.86663333333337	241.4555	296.01300000000003	308.3641666666667
POF1B	0.3399566666666667	0.2001261666666667	0.0	3.0046215000000003	1.6923111666666666	0.13872583333333333	0.0	0.0	0.0	0.0	0.0	0.128272	0.0	0.0	0.0
HIF3A	19.79052666666667	16.472591666666666	1.998851666666667	11.766841666666664	18.24517833333333	1.5908490000000002	10.483818333333334	47.75469999999999	1.2837251666666667	19.604900000000004	56.61299999999999	1.9305191666666666	24.174966666666666	35.27110833333333	0.6239091666666666
ZNF576	2806.7000000000003	5898.711666666666	3321.1133333333332	2487.17	4067.2549999999997	3699.6066666666666	7152.928333333333	6014.07	5384.158333333333	5403.098333333333	6421.375	3936.1683333333335	3827.2766666666666	4032.2900000000004	6820.118333333332
ZNF45	165.27266666666665	159.06283333333332	71.41135	291.0806666666666	273.84083333333336	327.86533333333335	127.77483333333335	308.2625	367.3693333333333	173.34043333333332	327.12233333333336	199.43866666666668	52.284833333333346	198.94316666666668	313.60533333333336
NDP	0.0	0.0	2.069366666666667	1.349725	8.744333333333334	1.306955	91.94621666666667	61.50435000000001	161.061	110.20870000000001	75.51363333333335	73.94268333333333	97.03888333333333	76.47256666666668	79.8804
USP9X	113.98883333333333	266.90683333333334	190.39083333333335	112.7615	98.88398333333333	96.93734999999998	84.72115000000001	110.85766666666666	89.69813333333333	119.07956666666666	125.4715	94.46969999999999	81.05113333333334	96.38368333333334	105.66233333333334
CRISP2	0.0	0.0	1.11986	2.853816666666667	1.8849366666666665	0.0	0.0	0.19288166666666665	0.26399	0.0	0.0	0.0	0.0	0.0	0.0
F13A1	12.458583333333332	19.1451	41.88465	27.788455	25.05197166666667	13.320658333333332	1.3352351666666669	1.9353749999999998	7.36817	10.465871666666667	16.58751666666667	14.386838333333332	4.859963333333333	38.61399333333333	8.705991666666668
GRM4	0.395678	0.6473293333333334	2.8209928333333334	1.6025383333333334	0.146538	0.8279121666666667	1314.54	759.3493333333332	1235.615	17.543833333333335	19.280216666666664	29.715185	26.717116666666666	31.975883333333332	111.81151666666666
TRERF1	4.585856666666667	3.068796666666667	2.4531566666666667	15.170577666666667	11.22986	7.901926666666667	14.182555	14.692433333333334	18.801883333333333	23.496166666666667	19.109916666666667	23.184731666666668	17.074279999999998	26.535083333333333	50.01531666666667
PACSIN1	0.7811083333333334	4.9474021666666665	4.218803333333333	4.61574	0.8660783333333333	22.470333333333333	479.67883333333333	637.6243333333333	680.8398333333333	1183.4846666666667	931.0833333333334	834.9478333333333	646.1339999999999	779.6375000000002	920.0129999999999
BTN2A2	4.784553333333333	8.171893333333335	19.039883333333332	41.96726666666667	34.26038333333333	66.40151666666667	63.77786666666666	44.28275	19.510155	4.518618333333333	5.1458900000000005	17.39737	6.996521666666667	5.254783333333333	18.01505
SIRT5	67.76511666666666	114.13103333333332	79.0375	70.41275	113.83819999999999	95.33478333333333	42.98111666666667	63.686266666666675	50.04133333333332	47.945616666666666	83.11243333333333	59.6815	43.43618333333333	86.08921666666667	62.975516666666664
MRS2	77.99978333333333	123.53325	76.34096666666666	69.8307	86.26344999999999	40.07606666666667	51.77415	53.70061666666666	25.88286666666667	63.43631666666666	57.34916666666667	24.773786666666663	50.98985	50.11025	25.173550000000002
WRNIP1	155.20433333333335	242.58083333333335	170.42600000000002	170.74433333333332	186.30683333333332	168.76283333333333	250.5973333333333	227.16466666666668	331.31266666666664	193.4665	223.41516666666666	228.85999999999999	167.81416666666667	261.122	222.894
RRP36	131.1075	218.62816666666666	110.66141666666668	105.83278333333332	110.1791	96.65741666666668	78.43051666666668	73.56381666666667	64.30293333333333	109.44416666666667	94.51238333333333	58.460033333333335	91.35745000000001	98.18053333333334	74.20178333333332
BTN1A1	0.0	0.35252833333333333	0.09747966666666667	0.11337416666666666	0.11173816666666665	0.0	0.22882566666666668	0.2533896666666667	0.40597900000000003	0.0	0.15337583333333332	0.10419966666666665	0.1236635	0.0	0.38814733333333334
SNRPC	738.0326666666666	745.9036666666667	128.30101666666667	517.1183333333333	522.9316666666666	78.93603333333334	301.44616666666667	287.7771666666667	62.29288333333333	335.17699999999996	328.84616666666665	63.12760000000001	329.85266666666666	340.40633333333335	66.99673333333334
SLC17A3	0.1222355	1.6015796666666668	1.7496666666666665	234.67648683333334	2278.442666666667	1451.8533333333332	0.0	0.0	0.753845	0.2598063333333333	0.4245218333333334	0.1071825	0.13109400000000002	0.7670133333333333	0.0
SLC17A1	0.0	0.7042803333333333	0.7129445000000002	160.63952	564.0515000000001	428.62283333333335	0.15191183333333333	0.0	0.366404	0.5032365	0.0	0.379025	0.0	0.7309101666666667	0.0
SERPINB6	432.4536666666666	61.25536666666665	295.6818333333334	462.8168166666667	102.0355	296.67150000000004	164.6336666666667	38.0959	46.73231666666667	161.72850000000003	30.012566666666668	51.61315	225.17883333333336	34.62571666666666	36.97571666666667
XPO5	16.936645	25.261049999999997	20.510683333333333	30.161033333333332	31.392083333333336	35.649950000000004	29.40855	36.203183333333335	30.01351666666667	33.117466666666665	33.14908333333333	29.140563333333336	26.637383333333332	33.828466666666664	30.209266666666668
ABCC10	14.549421666666667	19.490099999999995	28.415366666666667	31.1281	48.956700000000005	132.89399999999998	58.33528333333334	43.81203333333334	112.72516666666667	33.30691666666667	38.32723333333333	78.39093333333334	33.555200000000006	41.29108333333333	102.05893333333331
HIST1H1D	1.4145133333333335	0.5031166666666667	1.2415483333333333	5.69944	1.5602400000000003	0.0	3.8430933333333335	3.1654166666666668	0.0	2.7974083333333333	0.0	0.0	1.8912300000000002	1.4580666666666666	0.21755
PEX6	31.323816666666662	49.599999999999994	33.190099999999994	53.89833333333333	48.90365	153.6675	79.13108333333334	64.64811666666668	119.53728333333333	55.93435	51.28166666666667	151.08683333333332	59.55846666666667	67.29735	158.57466666666664
NQO2	265.6740333333333	629.2871666666666	300.0013333333334	616.2841666666667	2184.090166666667	275.92566666666664	158.01416666666668	210.55416666666667	232.582	195.68550000000002	242.90583333333336	219.24683333333334	180.8563333333333	291.6635	101.71153333333335
PRICKLE4	11.779618333333334	4.890176666666666	6.233006666666667	66.44363333333335	22.747831666666666	46.59656666666667	24.067233333333334	20.489933333333333	26.296033333333337	27.911583333333336	17.329016666666664	22.178150000000002	30.43728333333333	30.66515	18.361900000000002
OARD1	39.69416666666667	55.100883333333336	141.479	67.76350000000001	123.94098333333334	107.07258333333334	35.95805000000001	59.61136666666667	43.21211666666667	33.961	82.84568333333334	47.71053333333334	29.658066666666667	63.30415	40.6526
UNC5CL	1.9477033333333331	0.5619648333333334	0.230087	52.39075333333333	133.6155	31.95705	3.2361958333333334	0.16748166666666667	0.2980486666666667	2.7407179999999998	0.10945983333333333	0.10277166666666666	4.069051666666667	0.0	0.171059
AARS2	13.665121666666666	12.476038333333333	54.40975	31.656516666666672	21.735533333333336	46.66355000000001	35.642966666666666	36.63171666666667	80.32688333333334	30.66938333333333	23.129849999999994	51.60541666666666	25.159816666666668	26.896966666666668	63.00156666666666
HIST1H1A	0.0	0.0	0.0	0.7217866666666666	0.0	0.0	0.5567116666666667	0.5458666666666667	0.0	0.7493933333333332	0.41403166666666674	0.0	1.7187966666666668	0.7689533333333333	0.0
RPS10	1172.5381666666665	973.3979999999998	1352.9916666666668	1365.8755	1061.7545000000002	1719.2883333333332	631.6518333333333	716.1901666666668	1083.0458333333333	535.7415	574.8596666666667	1038.1916666666666	622.0559999999999	606.1235	654.5868333333333
MOCS1	116.83119999999998	125.37916666666666	42.558683333333335	79.08225	149.76486666666668	227.7746666666667	23.427899999999998	34.71021666666667	29.965799999999998	41.75025	34.77318333333333	37.3439	51.144716666666675	37.90831666666667	34.6159
HIST1H2BJ	8.958886666666666	26.835116666666664	47.698699999999995	10.306088333333333	66.11751666666667	29.121150000000004	3.8421233333333333	19.725113333333336	26.725633333333334	1.46268	19.048945	25.798533333333335	1.8627433333333332	22.972066666666667	16.847731666666668
MED20	28.223411666666664	38.847033333333336	31.9721	35.8358	35.93508333333334	67.81696666666666	14.84446	23.667749999999998	63.93598333333333	21.244433333333333	23.65256666666667	53.85603333333333	14.462871666666667	29.61	72.80403333333335
SPDEF	0.8060616666666668	3.2157866666666663	4.892573333333333	0.7470716666666667	1.74659	5.120575	2.660105	13.609198333333334	13.541153333333332	8.429308333333333	12.773335000000001	15.67391	9.859781666666668	10.840278333333332	15.206296666666667
TCP11	0.3555981666666666	0.27262366666666665	0.669632	3.1327191666666665	1.0717774999999998	0.8251949999999999	0.40405783333333334	1.5386568333333333	0.9689514999999999	1.7261666666666668	3.6841600000000003	3.83338	1.0307006666666665	3.489129	1.2478728333333333
MAD2L1BP	125.06661666666669	59.2001	103.59123333333334	83.61163333333333	77.80235	113.41093333333333	80.52788333333334	64.21953333333333	99.24951666666665	108.95791666666668	88.63518333333333	102.61803333333332	76.70191666666666	94.25426666666665	112.178
APOBEC2	1994.4480000000003	1692.6215	3214.0499999999997	2.431048333333333	0.0	0.7859583333333333	0.0	0.0	21.850349999999995	0.0	0.0	12.756011666666666	0.0	0.0	9.981531666666667
KLHDC3	562.8778333333333	978.4958333333334	460.58799999999997	166.17485000000002	212.63716666666667	222.256	441.7408333333333	500.10716666666667	473.0686666666666	817.3406666666666	855.7823333333332	737.9126666666667	575.2213333333333	785.4541666666665	751.5265
GNMT	4.005131666666666	29.37261666666667	33.64967333333333	5.611478333333334	14.976583333333332	36.52813333333334	9.957893333333333	20.655883333333332	15.02975166666667	10.929126666666663	30.960266666666666	20.145445	13.261216666666664	37.285199999999996	27.776933333333332
DNAH8	0.03624831666666666	0.11884253333333333	0.3702171666666667	0.23515748333333333	0.350576	0.03148636666666666	0.02598418333333333	0.4907182833333333	0.12491396666666667	0.16922203333333333	0.8146498333333333	1.2213751666666666	0.1192047166666667	0.3401531666666666	3.5409671666666664
TREM1	28.710073333333337	3.615286666666666	1.490105	8.392208333333334	42.99701666666667	2.2521066666666667	0.36950333333333335	1.7642533333333332	0.0	5.528691666666667	2.7247066666666666	0.0	1.3728333333333333	7.316155000000001	0.41789499999999996
MEA1	130.07854999999998	99.94146666666666	137.4498	323.2341666666667	312.4481666666666	391.06750000000005	231.2215	188.40183333333334	359.0071666666667	460.3081666666667	459.46999999999997	711.9498333333335	322.45533333333333	359.18333333333334	464.3326666666667
KLHL31	138.96606666666665	767.3575333333333	613.9818333333334	5.307613333333333	6.691161666666667	2.7586794999999995	0.16397016666666667	0.8232456666666667	0.24059816666666664	0.37110933333333335	0.8176473333333334	0.23242	0.0	0.4973883333333334	0.43112766666666663
CDKN1A	25309.943333333333	33080.50833333333	7822.432166666668	12289.033333333333	9234.564166666665	1987.0266666666666	711.301	859.9713333333333	1140.28	3575.4379999999996	1769.3125	3647.775	1419.0236666666667	667.619	3856.9033333333336
GLO1	227.31101666666666	404.98616666666663	402.30199999999996	192.60758333333334	234.5375	243.9825	130.32449999999997	169.98283333333333	78.24891666666667	249.34383333333335	249.67999999999998	153.90285	184.17083333333335	214.12366666666665	171.27800000000002
CPNE5	0.13831783333333333	0.6378233333333333	1.1449986666666667	8.0243185	4.632718000000001	4.218805000000001	5.736655	9.455993333333332	5.662761666666666	156.77333333333334	136.69966666666667	127.36846666666666	72.94296666666666	114.30691666666667	89.39511666666665
KCNK17	0.0	2.2914333333333334	3.142565	2.4404166666666667	2.1789	7.690016666666668	1.8884833333333333	0.0	0.0	2.0654166666666667	2.9908333333333332	12.241633333333334	0.0	6.471633333333333	14.836383333333332
RREB1	34.31121666666667	52.67968333333334	50.77715	58.49431666666667	49.00976666666667	67.96926666666666	1.8456985	4.136233333333333	4.414963333333333	3.587695	6.236540000000001	4.54221	4.2998199999999995	3.861461666666667	3.7421433333333334
SSR1	51.84473333333333	90.65675	134.0865	97.00595	210.02183333333335	177.94733333333338	55.04598333333333	107.13295	95.14828333333334	63.20508333333333	101.90568333333333	82.87253333333334	53.241299999999995	91.32439999999998	98.66663333333334
RIOK1	29.547300000000003	64.62696666666666	46.99273333333333	27.80456666666667	50.408683333333336	30.686216666666667	34.32648333333333	53.76466666666666	38.2729	32.964333333333336	51.73021666666666	33.99171666666667	24.73438333333333	46.14365	32.8436
NRN1	67.12558333333334	31.31958333333333	20.62296166666667	427.4882783333333	4.781705	4.573041666666668	843.5523333333334	664.7475000000001	878.7795	1452.6866666666665	1025.1835	986.3028333333333	943.0666666666666	1178.7488333333333	1132.9816666666668
SLC35B3	21.60723833333333	27.64656666666667	10.972423333333332	77.5689	62.28643333333334	93.86219999999999	43.362516666666664	47.34903333333333	34.9669	43.21791666666667	49.87971666666667	34.22841666666667	51.91706666666667	44.389716666666665	35.90601666666666
RPP40	10.403116666666666	29.415816666666668	83.7137	21.241235	29.224366666666665	62.482916666666675	7.404553333333332	6.581299499999999	26.272783333333333	23.91763333333333	22.91835	45.38068333333334	24.34205	19.73443333333333	43.59278333333333
ATXN1	49.11793333333333	110.79978333333332	117.5714	21.70241	42.84853333333333	38.84095	51.49485000000001	66.03805	68.06775	106.16664999999999	113.04461666666664	102.71008333333332	57.76436666666666	91.91856666666666	102.07836666666668
NUP153	70.56298333333332	109.97428333333335	74.47818333333333	64.9463	78.12315000000001	55.32325	88.51796666666667	120.84783333333333	72.70891666666667	66.45616666666668	78.40778333333333	50.831716666666665	47.64678333333333	65.12813333333334	65.46613333333333
DEK	183.33433333333335	396.37000000000006	76.76545	126.81973333333333	182.35283333333334	48.73983333333334	216.23366666666666	295.6791666666667	72.77036666666667	99.35011666666666	137.94833333333332	36.53495	103.73936666666667	158.35333333333332	50.04193333333333
EEF1E1	56.778616666666665	82.95583333333333	50.15488333333334	117.92978333333333	246.65383333333332	166.46599999999998	107.28061666666667	109.31023333333333	99.0881	138.99483333333336	152.58533333333332	111.9911	131.02605	153.86916666666664	115.07018333333333
CRISP1	0.0	0.0	0.0	0.0	1.2770783333333338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RUNX2	0.8358461666666667	1.2947133333333332	0.5418928333333334	5.433856666666667	4.516151333333332	3.1716316666666664	0.6500025	0.6825641666666667	5.352398333333333	5.283536666666667	7.675626666666666	13.046938333333332	4.284976666666666	5.283395	27.859949999999998
OPN5	0.0	0.2264543333333333	0.10582766666666667	0.0	0.15548916666666668	0.0	0.0	0.0	0.0	0.27130133333333334	0.0	0.44132366666666667	0.4653783333333334	0.5998915	0.5437861666666667
GCM2	0.0	0.08532216666666666	0.0	0.23631499999999997	0.25327483333333334	0.0	0.6753163333333334	3.2343733333333335	0.12183716666666666	0.13169416666666667	2.0772083333333335	0.0	0.1288815	3.186063166666667	0.0
LRRFIP1	208.9175	162.61883333333333	247.8878333333333	77.19868333333334	82.96198333333335	34.46543333333333	46.13515	46.38146666666666	15.107864999999999	97.37381666666666	97.63046666666666	98.93655	83.09303333333334	117.38766666666668	131.433
RAB17	5.443639999999999	1.26814	0.0	204.09123666666665	210.56508333333338	178.60783333333333	0.418995	0.6001416666666667	0.0	7.610409999999999	2.9747316666666666	1.8756899999999999	1.0943333333333334	1.8495783333333335	1.8260816666666668
