	hM1	hM2	hM3	hM4	hM5	hM6	hK1	hK2	hK3	hK4	hK5	hK6	hP1	hP2	hP3	hP4	hP5	hP6	hV1	hV2	hV3	hV4	hV5	hV6	hC1	hC2	hC3	hC4	hC5	hC6	cM1	cM2	cM3	cM4	cM5	cM6	cK1	cK2	cK3	cK4	cK5	cK6	cP1	cP2	cP3	cP4	cP5	cP6	cV1	cV2	cV3	cV4	cV5	cV6	cC1	cC2	cC3	cC4	cC5	cC6	rM1	rM2	rM3	rM4	rM5	rM6	rK1	rK2	rK3	rK4	rK5	rK6	rP1	rP2	rP3	rP4	rP5	rP6	rV1	rV2	rV3	rV4	rV5	rV6	rC1	rC2	rC3	rC4	rC5	rC6	mM1	mM2	mM3	mM4	mM5	mM6	mK1	mK2	mK3	mK4	mK5	mK6	mP1	mP2	mP3	mP4	mP5	mP6	mV1	mV2	mV3	mV4	mV5	mV6	mC1	mC2	mC3	mC4	mC5	mC6
iso	144.718	223.787	216.915	117.39	135.60299999999998	160.55700000000004	162.476	165.74900000000005	221.345	157.878	137.828	187.285	133.797	129.472	155.235	107.631	172.035	147.629	132.32	137.299	116.208	165.21099999999996	182.659	141.724	197.5	155.40200000000004	195.407	220.444	188.238	141.895	279.967	176.372	207.037	414.628	220.194	335.066	227.871	166.696	154.409	144.398	123.354	103.042	152.55200000000005	183.877	177.58599999999996	125.821	128.786	121.505	163.683	183.349	171.52700000000004	166.545	160.844	147.74200000000005	235.024	194.415	216.322	213.954	217.23	224.243	305.469	149.72799999999995	164.362	183.987	132.636	188.16	216.155	196.474	225.844	200.825	210.671	216.223	236.528	159.542	227.843	263.168	142.89600000000004	53.0786	244.073	305.6020000000001	303.008	247.94	246.436	252.043	190.187	276.536	267.785	274.396	258.925	217.425	133.129	94.027	109.989	82.4662	101.103	111.768	108.871	140.745	91.8483	137.148	143.62	126.464	226.95	201.087	180.683	231.933	210.076	210.386	198.36900000000003	218.286	195.071	212.154	198.837	199.895	205.354	205.979	232.617	218.551	209.35	216.154
iso	742.0160000000002	731.493	653.109	1491.4	1084.02	931.415	2229.36	1170.0	952.577	1300.59	756.092	949.587	814.7239999999998	788.8389999999998	781.7860000000002	1054.72	564.452	966.21	1004.96	764.459	797.206	848.3739999999998	687.7339999999998	625.659	451.219	695.99	793.3380000000002	565.999	591.1030000000002	466.5	403.8730000000001	433.414	513.259	704.945	403.323	957.398	438.943	565.938	827.55	667.3439999999998	901.618	493.348	352.516	338.2290000000001	347.7340000000001	312.931	357.444	366.224	492.076	330.059	368.875	515.425	349.8130000000001	375.166	212.976	202.377	175.614	311.905	272.85900000000004	257.668	508.525	588.312	437.702	377.915	552.132	424.763	658.309	566.604	436.982	658.404	563.117	504.495	399.81	500.64	452.603	389.518	602.135	1497.94	424.781	426.628	397.934	465.062	450.64	371.284	608.867	245.639	272.73900000000003	294.062	315.899	398.014	777.029	943.619	1107.58	1379.14	1036.46	1238.13	853.8560000000001	896.2610000000002	870.425	1145.66	771.785	752.6089999999998	398.294	468.036	619.156	485.787	532.707	667.365	537.543	483.159	439.207	737.4680000000002	596.905	597.7959999999998	437.802	585.491	604.196	631.1	665.2769999999998	591.27
iso	19.5944	33.3032	84.8115	48.4778	43.8333	32.1386	134.779	70.6819	56.6704	61.0068	52.1186	65.2414	48.6557	43.1521	28.785	35.7577	30.6059	34.7284	38.7341	40.6062	32.5749	28.3772	33.1003	40.7595	36.8882	60.6768	48.6894	40.6873	72.0202	44.5297	31.1833	24.4294	36.6517	64.8235	38.6576	60.25100000000001	42.5608	59.2607	67.2485	43.1753	74.1446	44.3308	61.8789	40.1178	32.2544	56.4061	53.7476	56.8648	47.5163	46.5405	53.5437	45.9441	36.3727	34.5204	46.5423	39.9632	27.0518	31.4856	48.6103	62.1053	34.4304	17.8853	20.9764	16.9792	11.523	21.6386	28.9733	41.3574	26.1143	41.7617	37.081	45.4322	32.8464	38.1923	25.2318	27.4294	32.1146	24.7627	18.9917	48.4239	28.4236	47.5621	28.8514	38.3434	30.6053	46.0641	21.5034	23.7812	28.139	38.686	49.9938	28.8504	24.7361	28.4299	24.928	17.886	25.575	37.0278	28.7683	42.8444	35.9873	34.1696	45.5769	62.2309	51.1024	50.692	26.7534	37.3132	30.2986	42.4505	41.8946	57.3118	27.8687	55.8949	57.3485	49.4082	37.7679	46.4221	43.6654	53.8123
iso	0.0	0.0	7.806939999999999	0.0	0.0	0.0	333.5540000000001	604.43	134.76	235.859	0.0	161.92600000000004	0.387055	0.0	0.0	0.0	0.0	0.0	0.0	1.39545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.456265	0.0	0.0	0.0	0.0	470.94	630.9580000000002	594.793	509.692	383.502	180.275	0.0	0.783335	0.0	0.0	0.0	0.0	0.680384	0.0	0.0	0.63665	0.0	0.0	0.526134	0.0	0.464824	0.0	0.0	0.0	1.0955700000000002	0.480185	0.8581709999999999	0.0	0.0	0.0	313.284	465.68	372.628	425.935	368.752	388.784	0.0	0.0	0.570461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5193220000000001	0.0	4.42615	0.0	0.0	0.713885	0.0	482.662	446.004	523.9780000000002	905.507	532.369	407.728	0.753015	0.0	2.83251	2.17757	0.0	0.763265	1.69765	1.1051799999999998	3.12984	35.6981	4.56058	2.32362	0.0	0.0	0.0	0.0	1.33981	0.5025229999999999
iso	110.087	285.582	212.72	445.205	279.103	203.133	124.32	138.526	79.5972	133.757	112.943	193.453	559.376	517.516	421.631	340.407	461.144	364.55300000000005	357.515	264.638	366.029	335.6430000000001	389.814	292.1690000000001	353.75	237.731	193.764	247.641	149.71200000000005	176.05200000000005	302.062	390.866	502.442	550.629	389.129	388.043	230.872	182.325	193.754	143.745	140.27100000000002	315.4790000000001	322.82	430.295	389.609	497.992	603.935	467.389	311.452	365.298	382.474	387.189	359.50699999999995	351.525	368.146	310.197	246.21400000000003	381.931	258.731	335.15	211.35	273.191	263.761	238.484	330.89	190.461	244.169	172.507	153.096	187.702	208.331	171.28599999999997	472.883	375.505	443.92800000000005	337.105	400.08	271.923	307.548	391.763	343.95	447.297	345.5180000000001	323.135	274.563	392.514	390.862	360.0019999999999	395.23	292.062	462.929	367.595	356.12	482.252	303.446	344.531	134.108	187.229	161.628	132.391	176.91299999999995	154.64600000000004	497.353	626.774	518.644	465.174	561.443	554.035	617.992	599.8580000000002	639.605	450.79	659.846	658.455	538.307	493.49	420.843	551.261	569.501	456.783
iso	2497.06	5593.44	6194.12	10128.4	1193.01	2033.41	1471.17	1979.44	306.142	1826.79	776.32	2538.96	78.0692	177.926	147.952	154.618	136.882	206.685	173.357	326.784	340.18	190.819	153.306	262.133	72.8521	136.005	224.439	179.253	139.61	334.236	854.298	990.481	1164.77	3848.65	2320.49	2934.99	965.557	741.802	460.869	1296.28	1037.74	750.842	111.643	307.964	75.7873	100.585	45.6968	74.2299	86.06200000000003	72.3673	67.3984	100.118	39.5667	63.3686	165.47799999999995	319.694	93.7553	145.019	93.9296	110.406	2934.5	2283.45	1983.24	2503.45	3638.26	1033.82	1441.79	1238.63	1392.27	858.605	1355.93	2020.89	148.72899999999996	151.004	126.764	241.688	172.243	16.5297	104.998	110.936	110.775	91.1051	160.559	81.1513	95.69	281.8640000000001	202.476	176.55900000000003	134.845	133.154	2223.95	2092.68	1237.15	1478.92	4339.96	2463.88	1035.31	1688.78	691.9169999999998	971.096	2410.96	1183.7	44.243	76.6169	450.32	27.5953	72.4295	71.2246	66.4964	80.2125	48.6773	104.233	78.8101	104.4	89.2956	138.55700000000002	85.9772	75.1861	138.917	90.3131
iso	5.31149	0.0	40.643	4.54879	10.6938	0.0	49.0763	42.1071	158.006	78.0474	29.063	114.953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.4932	29.7995	5.36502	9.41346	0.0	7.17028	137.847	118.758	119.892	99.4804	51.6818	79.3109	0.0	2.22439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.66654	2.7271	6.09224	8.28462	4.68534	5.27904	110.066	113.127	95.5641	133.904	115.342	86.0454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.03459	8.79807	3.7717	4.0014699999999985	10.1359	6.23364	135.187	155.375	136.86	97.5566	142.66899999999995	127.358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.22191	3.49551	0.0	0.0	5.11864	0.0	0.0	0.0	7.60913	7.1349300000000015
iso	3136.84	2251.58	2550.13	1132.82	862.355	929.822	1152.35	998.693	1791.81	2763.77	387.74	1572.95	4833.06	4062.3	4247.26	4276.05	4177.85	4219.94	2625.5	2734.94	2073.38	2929.67	5348.09	3610.91	3378.36	3769.66	3850.35	4308.36	2750.43	3864.95	2314.57	2968.48	1450.62	1634.32	2013.17	943.857	1273.81	1836.97	1855.81	1221.37	893.072	1077.35	3345.23	2975.55	3471.4	2482.85	3093.64	3582.86	2804.44	3136.54	3239.84	2829.99	3344.04	3295.82	2168.64	2336.74	1972.28	2459.51	2109.56	2893.81	2191.48	2639.0	1595.23	2888.47	3044.87	2328.87	2615.32	2110.26	2680.48	3106.88	2349.46	3154.62	3326.05	3595.39	2996.82	3600.85	4072.01	1367.72	3568.26	3362.36	3320.99	3302.52	3479.46	3210.55	2793.49	2798.69	3403.41	3623.62	3136.45	3042.96	2571.38	3147.97	2844.73	4099.97	2336.71	2993.94	2456.56	3033.85	3745.42	3693.88	2459.77	4415.67	5477.32	7667.24	7382.84	7919.65	6310.53	7248.27	5854.09	6408.77	5343.69	8307.21	5344.54	7324.04	7405.63	9220.01	8763.35	8314.81	10151.6	8630.52
iso	192.164	190.916	206.2	169.822	142.68200000000004	160.946	81.221	92.6072	45.6103	89.4186	60.1238	78.2766	73.6059	59.2197	57.9179	50.3633	67.9266	58.353	50.2256	51.8543	44.1812	36.4622	69.3331	67.3061	121.827	58.4732	86.3563	98.0576	102.79	125.437	224.146	1014.28	275.32	446.362	270.726	200.079	79.92699999999998	52.9945	77.7164	91.5914	73.8823	55.5006	71.3833	49.6554	74.2008	56.7469	65.0766	77.1255	41.6422	60.4093	91.9335	65.4063	58.1866	62.8017	143.757	115.536	107.7	134.382	116.512	113.561	208.344	167.938	248.548	127.544	113.007	162.545	41.1964	41.1871	44.7768	26.889	33.0772	43.7823	46.2629	38.6201	43.6431	49.9012	26.2216	12.6827	48.2532	54.5625	47.219	48.543	55.6073	55.0641	45.4239	67.7631	79.5769	71.952	95.9527	39.7307	117.737	267.848	245.759	674.8330000000002	427.345	379.895	133.923	113.567	126.434	134.879	132.501	145.55700000000004	131.13299999999998	126.317	186.516	104.283	136.856	111.319	125.645	149.156	137.964	152.735	173.731	150.055	129.486	159.136	135.379	104.575	160.406	149.863
iso	0.0	0.0	0.0	0.0	0.0	0.0	21.8248	10.7003	0.0	3.22871	9.69349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.74155	0.0	3.28335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.54633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.43881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3721400000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
iso	1.92924	2.3298	4.02609	4.13052	1.29473	3.55986	1.78255	5.09804	2.6902	3.29632	4.61836	4.81767	7.18584	4.4121	4.55484	7.92145	3.698280000000001	8.09835	3.26888	5.03751	4.81091	2.64692	7.33276	9.9636	8.45369	7.7821	7.19082	8.4126	7.65827	10.2301	2.3821	1.41179	7.1451600000000015	4.78682	2.85462	5.20878	5.85221	5.62633	8.40381	2.83398	6.03381	6.54711	15.6664	8.079419999999999	13.5762	2.67765	10.0268	5.59882	9.12285	9.7037	11.5227	11.163	7.1624	3.82368	11.9386	19.57	23.0124	7.609139999999999	10.7687	13.0342	1.69498	1.48581	3.09795	2.25685	3.40362	2.5566	9.53605	6.10798	9.55804	8.45853	8.21461	8.4755	12.7339	5.20664	8.23734	14.4316	11.7542	2.99221	7.91955	12.8729	15.984000000000002	18.3244	13.4558	12.9912	5.68648	14.2865	15.6921	18.7317	13.1235	13.3909	1.64077	7.76083	5.47982	5.81365	7.363110000000002	5.66045	9.8205	13.1245	12.1089	12.6552	7.97231	9.25179	10.8734	17.4848	13.8771	11.2299	16.7343	12.5959	19.2608	14.2487	12.1056	15.2356	12.3476	9.58644	12.3946	13.9859	9.48235	14.0236	17.9646	13.476
iso	4.74316	4.77331	45.3677	9.13966	3.18318	5.83477	1.09563	8.05749	2.20468	8.914660000000003	4.0552	11.8446	20.1206	17.1751	16.7976	31.3771	18.9426	28.87	23.1057	27.4241	55.1971	8.13454	14.5612	25.2617	2.7712	6.08772	1.47326	2.21603	0.0	0.0	4.09958	9.25598	6.38795	9.24685	3.50914	4.00192	19.9834	1.5369700000000002	7.513210000000001	12.1932	2.47242	11.2676	18.2956	28.8025	27.2294	21.944000000000006	23.8811	14.9122	17.2532	23.1117	17.4975	12.9153	10.2721	7.05058	1.33417	5.1551	4.12545	1.55897	2.78691	5.34089	14.5853	4.87061	6.52845	6.4734	1.39467	2.3570900000000004	9.46818	7.5084399999999984	7.42077	11.0478	11.1079	8.46527	14.1628	21.6015	15.1891	8.403410000000001	17.4912	18.3914	5.47615	5.27481	13.0992	5.63146	14.8869	9.21341	8.06573	4.18147	4.13359	5.75664	5.6463800000000015	2.6337900000000003	6.05579	6.1780800000000005	1.68542	2.38413	11.7762	8.356689999999999	5.57626	15.3394	5.48845	6.22773	11.0341	5.17374	0.955517	5.79145	5.39135	1.84211	0.857822	5.81114	5.7445	4.20714	2.97864	5.46701	1.44676	2.94849	3.04976	2.24432	6.17606	5.75095	4.25027	3.82597
iso	0.0	6.59247	22.7847	0.0	0.0	20.1462	75.6593	123.648	0.0	5.596430000000002	28.0034	0.0	3.3888800000000003	0.0	7.733110000000001	0.0	0.0	0.0	0.0	6.10898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.3029	0.0	0.0	4.04427	3.99485	0.0	0.0	6.05815	0.0	33.1192	21.2272	0.0	6.01434	0.0	0.0	6.64953	0.0	0.0	45.4606	31.9185	0.0	53.6143	41.1868	5.753819999999998	16.7227	5.0667300000000015	40.5735	0.0	0.0	0.0	43.0621	91.4144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.34044	0.0	0.0	4.48772	0.0	8.99345	0.0	16.5745	0.0	12.8956	15.7548	0.0	0.0	0.0	4.1117	7.77767	0.0	4.24158	0.0	11.5502	0.0	9.9382	5.5702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.2381	5.57063	0.0	0.0	8.45951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
iso	21.0062	25.3677	31.6604	23.9865	4.69916	25.8407	32.3484	21.1464	55.3291	21.5349	11.973	34.971	14.4893	5.33784	42.9821	25.556	6.711360000000001	11.757	20.7624	31.343000000000004	23.2813	24.0172	12.2833	22.6015	6.13646	7.703119999999998	8.699580000000001	13.0856	4.63256	7.956360000000001	20.7497	10.2481	44.7934	19.8555	15.5411	14.1788	28.3204	52.1857	66.5481	36.0003	21.8994	42.7724	34.1164	23.4591	18.1536	32.3947	20.4703	20.3207	45.8459	28.6156	63.9617	35.7492	32.4945	20.8168	35.4522	10.1469	10.4403	13.8085	22.6279	13.1408	6.27101	1.83238	13.099	5.56654	25.1851	16.5529	23.0684	47.2504	29.7789	41.074	24.3136	31.3573	24.6779	40.9345	32.653	22.4814	20.5995	55.3523	34.7942	9.52532	19.7123	13.5591	24.8916	18.4863	24.2753	20.1359	14.5143	28.1542	16.9938	27.7441	8.97529	9.98895	24.9796	10.6006	18.7961	14.4497	41.3229	28.7173	6.97238	43.8431	47.244	39.8736	36.8205	29.4292	37.2891	24.5717	27.9703	25.8381	12.7709	8.313880000000001	11.7724	16.2053	15.0097	26.2197	33.9003	26.6105	26.4436	51.1409	37.7959	30.2425
iso	200.677	181.061	259.938	477.062	241.488	165.993	300.506	370.943	144.74	340.515	317.1090000000001	155.523	184.718	174.081	153.57299999999995	205.206	210.032	188.80900000000003	205.188	152.29399999999995	143.8	144.785	141.624	167.52200000000005	210.234	185.243	141.858	133.631	160.237	201.816	150.379	276.827	326.183	453.768	222.701	859.424	186.587	179.385	254.847	198.219	317.422	234.835	132.054	202.858	138.399	112.051	148.35399999999996	120.493	135.924	152.275	155.596	150.74	145.579	157.722	138.19799999999998	158.774	132.412	147.836	187.03	155.839	121.593	97.7052	114.294	102.537	124.118	100.872	172.338	167.301	138.938	134.632	135.537	180.502	89.1743	119.056	139.289	144.394	170.862	286.204	113.625	110.816	104.24	101.877	147.205	118.286	178.862	134.21	140.714	134.376	105.912	149.857	264.834	243.983	213.752	272.823	250.899	219.275	317.022	371.898	244.595	329.094	371.742	292.63	242.365	313.577	267.214	281.959	260.101	259.782	236.566	271.894	231.579	346.1040000000001	278.388	217.773	266.746	366.425	292.1020000000001	318.57	364.314	353.2290000000001
iso	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16405	2.86655	88.5125	1.05452	174.53799999999995	0.0	0.0	0.0	1.40678	0.985176	1.29438	0.0	0.0	0.0	0.0	0.0	0.995318	118.903	152.65200000000004	162.821	172.878	197.887	160.007	0.0	0.752169	0.0	0.0	0.0	0.0	71.712	78.936	43.9594	39.6342	23.5742	48.1364	1.252	0.0	6.85237	0.0	1.00163	0.0	1.12164	0.0	0.0	0.0	0.0	0.0	193.419	116.925	178.543	180.401	161.248	173.607	0.9021	0.0	1.41325	0.0	0.0	0.0	139.96	237.603	126.906	162.908	121.978	135.325	0.0	0.0	0.939443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.7204	97.7776	116.226	121.695	115.894	108.959	117.166	0.0	0.729667	0.0	1.54869	4.70746	0.0	56.7484	80.7625	62.1363	73.8289	114.681	119.643	0.0	0.0	1.16737	0.0	1.11445	1.25827	23.322	0.0	0.0	5.07324	1.87957	1.27686	104.996	172.02900000000002	131.054	167.36	101.601	184.739
iso	3.59789	4.82768	1.6685299999999998	0.0	0.0	16.2284	1.10811	0.0	0.0	0.0	0.0	0.0	3.9707	1.8285	1.1326	5.47146	4.59802	4.027430000000002	2.03208	4.47362	1.99378	4.1136	0.0	1.54845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8075899999999999	0.0	0.887279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.779134	0.0	0.0	0.0	0.842708	0.0	0.0	0.0	0.0	0.0	0.0	0.788363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94666	0.771034	1.24309	0.0	1.06959	0.603676	0.0	0.0	0.622744	1.09034	0.0	0.0	0.729558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.95029	4.22173	0.917017	1.87995	3.50177	2.96525	1.46563	1.43119	2.02655	3.98522	3.69119	0.0	3.1124	0.0	1.40065	0.0	1.73503	0.6507609999999999
iso	7.314310000000001	7.06636	18.6077	8.2327	3.36596	6.941039999999999	16.4127	11.9914	40.2146	16.1394	22.2979	16.3517	89.5149	86.6648	54.4706	48.6241	79.4538	44.9144	34.3471	32.2729	24.3195	34.2632	65.8662	52.2104	44.5654	22.6838	20.7714	39.0547	30.4174	32.7696	11.9728	23.2453	19.2792	32.7409	8.65818	40.9066	31.8372	14.4916	17.3789	9.8235	9.44086	11.3472	73.8208	67.2142	63.778	61.2974	89.6053	73.9905	45.6098	59.7831	78.1208	52.6362	67.6283	66.2706	51.2584	53.5017	44.3505	48.493	46.4142	45.6513	13.7092	5.47219	7.19097	9.28981	5.16165	7.75426	18.2756	15.6386	14.277	18.6686	20.822	12.509	54.3866	46.2478	60.2934	53.6449	39.0016	6.6985800000000015	50.1852	53.9178	56.2451	64.1137	55.5333	52.6093	23.5018	52.1747	51.7229	54.2775	47.4806	39.8028	4.80083	5.9366900000000005	3.71151	5.56516	48.5142	50.1775	7.695239999999999	10.6672	10.9122	11.52	14.0392	20.2344	30.8051	27.8391	27.0692	25.7997	32.6425	25.935	32.3843	32.9822	33.9337	34.9476	32.2417	28.0495	37.2064	35.7162	32.1576	28.7733	37.2888	29.32
iso	22.1645	46.8412	79.0183	33.2181	37.1869	10.2246	81.9169	69.0289	82.4186	43.5511	45.4792	50.7365	95.1689	99.2668	73.26100000000002	78.3674	93.8287	79.0837	49.2913	41.339	32.2416	53.217	68.0433	53.6574	74.4603	73.1507	61.96	103.554	60.4889	73.4567	49.5404	36.7013	46.9059	57.2815	30.9206	41.3748	50.7118	39.7258	63.9954	55.2546	63.9044	34.04	47.5146	58.3429	97.004	46.4059	72.4049	64.6881	44.5941	77.0793	56.7769	47.4178	60.341	55.2229	67.4009	59.2192	99.706	67.7679	99.8637	69.0227	76.2698	28.4501	35.5915	28.0891	29.3274	27.5363	54.7785	62.1987	59.2394	53.1441	33.0314	50.2078	111.464	85.9879	106.466	71.9924	65.7437	8.59418	92.4071	76.4114	91.8177	55.2624	104.348	93.2829	51.5105	80.1129	57.948	84.0637	88.5787	73.8452	68.7201	51.427	81.12	72.7677	53.1703	75.2102	45.8223	60.6556	97.5649	51.1757	103.625	43.7294	195.175	139.858	154.005	160.023	145.009	145.531	214.107	166.274	186.489	201.702	149.45600000000005	156.911	220.179	158.078	178.83700000000005	167.428	185.607	160.192
iso	49.1312	55.3767	57.4174	90.8847	55.3936	45.9332	94.4229	108.315	42.0198	67.1571	155.923	75.2499	73.1998	76.4058	81.6616	75.3136	86.6482	61.0464	79.9176	65.977	84.9458	60.6674	65.503	67.241	56.2618	90.8044	101.33	53.8663	91.0143	113.143	44.6488	43.1444	46.31800000000001	59.9072	47.9805	68.9781	74.187	72.5972	98.0587	122.692	133.856	77.3642	87.7738	83.9484	98.9909	92.7396	102.139	102.66	102.939	108.733	60.7604	88.2957	94.8492	101.271	58.5959	64.5525	98.6517	94.306	91.2219	87.0412	41.4389	50.4514	38.771	39.849	35.8273	46.8778	62.7677	74.6639	52.2694	70.0084	82.0059	65.832	56.828	70.2758	46.7505	47.9717	68.0607	73.1536	60.5053	45.459	45.3932	55.9993	63.052	58.0248	57.0351	47.1246	61.6566	38.1627	42.7791	48.0158	93.5984	94.8684	96.2914	95.7418	100.507	96.8707	72.3353	90.9127	68.8158	76.0593	115.726	85.6772	101.27	132.899	92.2568	152.52700000000004	134.953	150.764	97.5071	110.311	105.23	107.347	113.802	146.481	113.634	100.348	100.003	91.4263	106.984	86.5895
iso	1.70595	1.37343	23.7341	1.46098	25.1873	6.2956699999999985	6.30495	33.4879	0.0	5.82961	3.50043	19.8803	52.2452	71.5264	28.9992	20.2355	38.1528	21.4831	28.9054	13.9997	5.67213	19.8948	53.8676	24.2286	3.9868	10.0093	5.29879	5.31352	5.64325	3.87688	96.0515	178.104	777.71	60.4684	78.2511	126.663	18.3995	14.3726	4.05335	8.77091	14.2279	16.2102	55.4128	38.5792	31.5918	39.4623	39.8981	61.06	23.5804	31.1046	37.1601	29.0324	71.7787	33.8112	15.3553	37.0821	19.5011	20.1854	21.0494	16.6481	5.99521	0.875893	4.6961	1.33043	9.02905	6.782089999999998	10.3783	3.92803	9.78628	5.60965	4.35831	6.55772	51.4746	57.5503	38.5009	61.7915	71.1154	7.05571	56.8988	60.7092	65.9585	61.5733	44.0241	48.6015	10.8302	14.4377	15.8582	7.24661	19.7278	13.2619	2.9051	3.23319	1.2128	0.8577889999999999	3.91106	1.00222	16.0503	27.8854	10.1556	22.4069	12.3511	17.8701	45.3799	36.9115	40.0884	31.8132	35.8019	37.6343	60.9712	50.4565	60.0147	47.2076	56.2172	31.118	73.5175	47.3726	55.3054	51.3147	62.3918	59.6506
iso	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4639	1.07624	4.30822	0.0	175.96099999999996	165.66099999999997	66.9211	66.0948	129.803	38.3391	26.6819	36.4189	20.9432	41.0499	97.6063	58.9619	134.325	43.887	67.4985	79.4575	52.0915	54.8728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.5273	84.50299999999999	130.784	53.9693	72.7128	60.9982	32.1112	67.3966	76.4305	42.9245	59.5002	35.9303	100.212	96.7069	133.19299999999998	94.2991	56.5004	98.2201	0.922339	0.0	0.722477	1.22809	0.0	1.0434	1.19749	0.0	1.64245	1.72605	1.34102	0.8647549999999999	134.626	87.1223	157.525	116.556	70.6946	27.6801	105.852	161.113	141.537	119.657	118.618	84.0159	32.1337	185.469	214.086	172.963	208.883	70.8275	2.70745	0.0	0.0	0.79943	2.42998	1.86807	0.0	0.0	0.0	0.0	0.0	0.0	331.932	347.331	235.013	292.782	285.338	259.807	316.861	288.725	383.531	290.163	324.058	266.281	465.293	555.884	441.795	521.431	378.525	491.778
iso	0.0	0.0	0.0	0.0	0.0	0.0	4.6322	3.78513	4.66058	0.0	3.42899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.92908	0.0	3.11439	0.0	0.0	3.79776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.4981300000000015	7.9412600000000015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.25699	0.0	7.294460000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.526910000000001	0.0	0.0	0.0	0.0	2.94826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.15151	0.0	0.0	0.0	3.21526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
