	hM1	hM2	hM3	hM4	hM5	hM6	hK1	hK2	hK3	hK4	hK5	hK6	hP1	hP2	hP3	hP4	hP5	hP6	hV1	hV2	hV3	hV4	hV5	hV6	hC1	hC2	hC3	hC4	hC5	hC6	cM1	cM2	cM3	cM4	cM5	cM6	cK1	cK2	cK3	cK4	cK5	cK6	cP1	cP2	cP3	cP4	cP5	cP6	cV1	cV2	cV3	cV4	cV5	cV6	cC1	cC2	cC3	cC4	cC5	cC6	rM1	rM2	rM3	rM4	rM5	rM6	rK1	rK2	rK3	rK4	rK5	rK6	rP1	rP2	rP3	rP4	rP5	rP6	rV1	rV2	rV3	rV4	rV5	rV6	rC1	rC2	rC3	rC4	rC5	rC6	mM1	mM2	mM3	mM4	mM5	mM6	mK1	mK2	mK3	mK4	mK5	mK6	mP1	mP2	mP3	mP4	mP5	mP6	mV1	mV2	mV3	mV4	mV5	mV6	mC1	mC2	mC3	mC4	mC5	mC6
iso	30.6679	37.7912	60.5173	28.9442	35.2826	21.5577	51.4676	123.333	68.0741	127.042	89.0401	82.3143	92.9891	82.5416	66.1994	71.3846	89.1837	90.9023	72.1125	63.0353	54.1056	65.2615	84.5413	75.1522	107.141	91.8051	75.8166	101.37	97.3083	76.8067	68.6238	63.8159	86.3984	90.5131	41.2108	78.5762	165.80700000000004	162.65200000000004	212.158	127.795	87.4334	174.167	112.322	122.143	75.5691	94.975	97.1786	128.961	82.8688	96.8022	111.265	110.348	113.082	91.7943	137.67	122.139	105.452	132.889	137.168	132.493	87.9806	75.5165	68.0546	80.0495	80.2378	96.2107	127.078	86.4666	159.282	124.513	119.923	140.916	105.441	70.5207	81.3151	110.886	80.2792	17.473	101.163	76.8416	95.5381	109.977	94.29	92.072	47.6806	113.0	128.724	142.806	139.645	92.0975	21.7409	61.37600000000001	45.6026	42.2744	50.9238	47.5631	109.374	112.402	100.923	96.931	85.6686	108.727	73.7955	76.9372	77.8941	87.5866	84.7284	63.0965	79.2238	78.4675	74.5946	67.2929	75.6297	68.1594	83.7193	83.7177	92.296	91.8517	83.5145	92.7993
iso	490.056	491.653	481.1880000000001	644.057	116.373	148.391	73.1438	362.879	329.411	580.969	208.844	247.89	236.355	234.206	197.58	175.42	291.461	219.952	124.552	165.92700000000005	131.605	169.38299999999995	234.758	233.622	128.842	141.001	127.626	170.25	108.489	154.203	604.159	696.086	592.724	609.299	645.634	527.972	473.918	492.271	491.129	337.787	233.177	335.172	307.647	227.331	245.727	238.93	300.001	282.6140000000001	222.136	225.158	238.394	224.537	216.924	158.766	213.129	214.867	164.873	213.108	201.557	244.778	746.288	635.804	646.837	398.353	728.235	720.602	968.204	863.643	874.827	1055.7	1032.08	872.549	238.152	225.091	212.69	198.876	192.2	15.5911	198.267	197.872	226.196	220.202	201.135	206.981	98.2912	207.371	214.633	196.731	220.529	162.225	3.20601	5.352130000000002	1.3384200000000002	3.78656	2.87745	2.21206	7.38035	10.2579	6.2264	3.70917	9.73601	13.1474	1.51759	0.0	1.4271200000000002	0.0	2.72485	0.0	4.56181	3.34097	0.0	2.48083	1.14889	0.0	1.2109299999999998	4.752680000000002	3.26968	0.0	2.70017	3.03827
iso	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.56996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.37068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.15098	0.0	6.96213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.56917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
iso	1040.43	977.236	603.124	1485.04	581.866	853.2489999999998	640.879	392.763	967.207	711.075	474.411	1010.39	609.998	528.76	818.8	553.776	664.82	1019.06	881.444	776.2	720.694	1011.12	709.785	839.58	354.591	826.6510000000002	754.049	540.1030000000002	688.3439999999998	328.395	642.326	888.268	817.3760000000002	1352.22	1026.32	643.744	584.456	1179.98	618.0169999999998	1464.67	964.147	588.47	422.441	1307.16	706.466	962.695	1070.21	1761.32	883.059	872.192	1279.38	1180.42	643.773	945.124	487.757	460.69	344.735	569.94	560.373	390.514	914.092	1112.9	1511.59	1149.49	1325.68	919.173	1384.58	1347.54	1492.12	1568.06	664.513	999.86	763.035	1169.96	634.622	955.792	1278.92	1075.79	800.806	462.818	696.571	1070.57	423.30300000000005	538.93	471.798	489.18300000000005	654.85	368.298	766.722	722.163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
iso	0.0	1186.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	861.882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
iso	4.37982	3.52612	4.83891	4.63346	8.9909	8.240169999999999	0.0	0.0	0.0	0.0	0.0	0.428911	0.213249	0.196402	0.0	0.0	0.0	0.216296	0.218268	0.0	0.0	0.530217	0.150652	0.997927	0.0	0.0	0.0	0.0	0.0	0.0	40.7184	6.15882	9.19489	7.48831	70.3342	6.95596	0.0	0.0	0.0	0.0	0.179061	0.349729	0.209214	0.0	0.190843	0.238388	0.167376	0.4984560000000001	0.18743	0.0	0.0	0.0	0.0	0.0	2.17406	0.0	0.128048	0.16935799999999998	0.0	0.0	3241.98	4371.97	1364.89	1513.37	12081.7	1931.05	0.0979595	0.8898309999999999	0.0	0.423592	0.219401	0.141481	0.0	1.0429700000000002	0.314297	0.0	3.13939	0.0	0.2644	2.0629	0.0	0.0	9.52372	0.934171	0.116829	0.0	0.14968399999999998	0.0	0.350511	0.0	106058.0	93645.7	111971.0	101614.0	66493.7	107714.0	15.9393	1.92796	18.3834	14.7031	11.7111	67.8409	2.6966900000000003	6.28647	18612.8	6.998469999999998	2.42097	23.1287	2.18243	4.11007	5.17319	24.0763	4.24012	17.7095	1.15865	9.09497	1.04284	1.4982	0.922711	8.16756
iso	5.641369999999998	13.2125	39.5997	65.003	30.9762	17.0338	96.1932	43.367	155.424	41.3598	57.5268	47.8124	19.739	22.2846	25.1851	23.3974	24.9057	22.8196	29.9795	33.6695	24.7253	36.589	35.087	32.7769	38.0536	34.9803	32.4963	34.184	39.6983	27.1948	12.918	28.773000000000003	18.9941	19.9962	40.219	33.5779	145.19899999999996	138.265	96.265	129.578	93.0306	110.691	39.1476	30.4983	18.9946	23.7268	34.9838	32.2475	41.787	34.8239	33.1536	35.2608	39.9838	49.8063	46.4507	41.3709	40.2731	35.3981	48.5146	49.6634	24.2975	17.8806	13.8631	20.3697	16.5648	21.7178	153.64	153.299	144.49200000000005	166.16099999999997	146.977	110.246	66.6416	43.8838	56.5419	68.5555	54.8516	18.5341	86.7215	70.1678	78.4338	64.6968	62.1529	86.4823	104.042	89.9371	112.175	120.895	99.2881	130.247	3.48692	8.004010000000001	5.822780000000002	8.49408	7.432739999999999	6.31546	82.6784	102.154	94.8075	91.7773	78.3593	99.6489	21.8699	22.152	17.0739	25.4564	14.4476	22.5858	22.0167	27.8584	22.7251	22.2602	21.5549	23.3439	26.3407	17.7688	21.9297	24.3388	21.2915	22.5807
iso	20.1658	32.4704	35.0697	39.2503	14.7638	15.7862	49.969	52.5964	51.9793	56.3819	48.2745	19.8379	29.5895	20.963	15.5816	18.4002	28.7	10.7736	23.2969	13.6768	9.14313	19.4931	14.4719	15.9771	25.1704	24.2016	22.7769	20.5562	20.6189	15.2761	52.5152	42.9298	54.9347	55.8836	54.2521	80.4316	70.44	58.2165	63.1597	60.5922	114.035	48.5268	37.9619	36.8518	57.7139	40.711	49.426	53.2027	32.0085	36.8837	40.5773	39.9347	40.8363	39.9679	44.3471	55.7892	97.4928	43.3835	51.7033	50.2309	58.5204	40.4741	50.4656	27.8795	36.1162	43.7293	40.4288	31.6587	37.7642	39.6862	43.7132	41.2759	23.6245	15.4613	21.2461	31.7578	20.5753	1.89556	32.4539	25.2804	27.1556	30.4722	33.8838	37.9843	24.1082	29.0909	34.6158	36.1558	39.2824	39.192	38.1278	53.2589	50.0259	40.4369	64.2505	64.4259	98.8774	85.2711	111.223	91.8243	87.9033	78.1784	44.1993	33.8058	42.9501	50.4161	46.2936	34.3474	39.8585	45.4089	37.5076	47.5669	36.2497	39.401	57.6046	56.5218	50.7886	63.8452	44.5637	50.6354
iso	114.927	74.0207	57.9611	49.212	38.5642	84.8259	2.65471	13.0155	13.3549	3.92732	3.9303	0.0	173.606	111.704	105.822	138.945	93.632	113.371	129.009	70.7356	42.9887	118.26	162.968	102.015	20.1438	31.6083	30.3426	28.6371	11.4053	19.5885	42.5713	106.529	65.7816	118.136	131.791	34.9079	7.74718	7.44815	18.2045	14.7721	11.9814	0.0	102.659	139.577	117.056	151.535	160.526	133.411	146.316	88.5155	107.001	50.8526	202.669	190.767	37.1761	36.0846	39.9839	52.8833	32.0752	23.7252	1.6828599999999998	0.0	6.5910199999999985	8.9629	5.06894	5.71124	6.554689999999999	3.30781	4.4951300000000005	7.873189999999999	0.0	11.0446	130.041	143.452	157.72799999999995	142.53	140.043	62.3874	331.718	283.736	271.228	251.069	194.382	205.382	56.0241	36.4742	56.7556	41.8451	64.4971	51.0535	0.0	1.35977	0.0	1.44302	13.1589	3.372	0.0	5.86382	1.89826	0.0	0.0	2.50518	1126.61	941.437	774.4630000000002	1253.22	1028.03	1071.59	660.617	668.862	574.512	796.045	626.9780000000002	778.09	361.797	278.926	343.909	381.5	325.168	378.234
iso	229.279	271.233	185.532	90.1634	75.3655	48.9264	138.349	83.0206	56.5483	70.3551	81.6099	54.5289	436.681	474.415	338.047	305.268	461.944	257.306	202.173	183.269	46.6735	200.62	331.07199999999995	212.96	293.884	181.883	196.207	269.623	176.456	180.773	447.181	280.781	316.664	212.296	379.067	112.121	105.666	80.3603	103.766	67.0169	48.7813	50.8139	417.971	362.522	537.241	404.816	428.62	402.855	263.816	301.546	332.0780000000001	261.192	315.585	224.893	326.41	232.805	273.257	307.587	306.547	235.341	285.029	198.202	195.358	206.179	253.157	172.071	107.637	99.6596	92.7282	78.2146	81.6871	111.776	369.146	355.167	430.972	331.601	348.106	89.5068	284.519	318.463	304.266	337.773	319.829	290.851	153.833	209.553	255.543	275.43	224.399	203.963	111.427	173.83700000000005	172.78	162.155	128.58100000000002	152.39	29.3152	36.607	21.6402	27.6244	33.838	30.599	195.908	184.31	235.602	159.79	184.334	210.031	233.575	225.323	193.782	187.842	213.913	168.56900000000005	136.782	151.908	148.814	117.911	152.5	154.624
iso	1.50709	4.85335	55.5639	9.03478	16.1828	7.4157600000000015	4.17751	161.576	12.6093	86.5214	19.5852	220.792	11.227	6.8933399999999985	2.84654	6.87569	2.88904	3.79579	7.6608100000000015	4.49741	5.01096	6.20321	3.5250800000000004	5.83757	2.64156	3.31597	4.68114	0.93883	0.99709	0.0	11.9095	16.9107	20.2971	29.9152	20.0699	20.3451	92.4492	62.5097	64.4557	84.1269	98.4603	155.481	4.89536	8.836139999999997	4.46549	1.3945	4.89548	10.2054	6.57844	5.6853	2.11797	4.10372	3.73011	5.97401	0.8478399999999999	2.91197	0.0	4.95346	6.1985800000000015	2.26269	8.8273	6.19036	11.0632	10.5781	6.20401	12.9817	45.2696	52.9199	36.1541	45.4278	33.3691	36.4152	1.89477	3.05052	4.59636	10.6804	0.966551	0.0	1.54666	0.0	2.27026	1.43147	2.1023	3.12264	0.683415	7.440289999999999	2.62682	4.57279	1.02519	4.18431	25.635	9.98554	20.3336	7.56924	6.90235	17.6875	24.7853	21.5307	8.96143	4.94302	17.1266	24.9673	1.21345	3.15205	2.28223	1.1696799999999998	2.17876	2.45993	1.82379	0.0	2.5218	2.97547	0.918645	0.0	2.90475	0.95005	1.7429400000000002	0.0	1.07952	0.0
iso	0.972896	0.0	2.70709	0.8331930000000001	0.0	1.1968	21.5741	16.1599	6.331	5.319369999999998	13.974	11.3377	3.22111	2.96664	0.0	1.7754299999999998	4.35168	1.63357	2.4727	6.5323699999999985	3.2348	2.00223	3.98229	0.0	0.568415	5.70828	3.02189	3.63634	5.7929900000000005	0.736991	0.480508	1.89854	1.9654	2.0691	1.43956	0.0	16.3956	13.8713	15.4108	14.2915	19.6091	3.961980000000001	3.16017	7.33387	1.44134	1.80042	5.68845	1.88229	4.95445	1.22337	4.78536	8.609689999999999	3.61193	4.82061	18.0615	12.2187	9.67079	10.8721	11.4328	7.303339999999999	0.5698409999999999	0.0	0.446362	2.27622	1.14428	1.28927	1.84959	2.24014	3.04423	3.73236	6.6280800000000015	6.4111699999999985	3.66948	0.656415	0.59343	0.766076	1.2479	0.0	4.99219	0.865557	0.977038	0.92408	0.678563	0.50395	0.0	0.686148	0.0	0.590388	0.661806	0.0	2.46762	3.20402	1.37355	0.0	2.21473	5.10778	6.05925	11.1851	6.3898199999999985	3.80652	10.9907	8.432789999999999	2.33613	0.674257	2.92916	1.50125	2.09727	2.36792	0.5851930000000001	3.42866	1.61832	1.2729700000000002	0.5895239999999999	0.800967	2.48543	3.04839	2.79625	1.87472	4.84932	3.11802
iso	176.232	109.636	105.875	137.205	139.774	88.6869	111.022	66.5278	260.638	109.495	43.8314	146.695	169.076	85.4925	166.43	190.038	138.203	114.328	115.37	167.333	199.757	230.8	140.524	113.769	56.1619	82.2504	79.6201	69.8612	79.4962	97.0906	98.9089	136.78	129.46	102.218	77.0438	91.9179	107.997	103.829	107.854	135.32299999999998	66.8091	108.739	130.1	228.121	136.476	207.538	182.144	240.222	227.278	221.603	112.575	174.497	158.611	87.3212	67.5968	100.605	79.6263	89.5177	117.667	84.1868	276.822	349.596	253.58900000000003	262.384	343.889	270.694	243.664	239.78	250.653	298.531	136.434	224.347	186.316	297.26	195.445	239.69	251.734	289.898	205.521	228.055	185.027	152.172	173.199	257.261	247.01	146.888	139.621	140.971	190.719	169.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
iso	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.74561	0.0	0.0	0.0	0.0	3.34901	6.16887	2.18347	6.328869999999998	8.86427	1.94106	0.0	0.8624440000000001	0.0	0.0	3.3799300000000003	2.23888	1.35082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.75503	3.87305	2.56897	0.0	0.0	2.2366	0.0	0.0	0.0	0.0	1.43061	0.0	0.0	0.0	0.574559	0.7599199999999999	0.0	0.867808	0.677106	0.0	0.0	0.901562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.4471	18.7194	20.4489	2.73083	12.6038	1.1953200000000002	1.77957	0.0	0.580476	1.09802	1.61258	0.0	1.57266	2.44592	2.68656	0.70152	4.7182900000000005	0.6419229999999999	0.0	0.0	0.0	0.0	0.0	0.679966	0.0	0.0	0.0	0.0	0.0	3.03103	6.530869999999998	2.42351	7.01893	6.2953199999999985	11.7263	0.0	7.7124	0.684653	0.0	19.0645	1.4126299999999998	0.959649	8.18902	10.2265	8.04053	4.49225	13.2801	7.4714800000000015
iso	0.0	0.0	0.706137	0.579563	0.0	0.416243	0.0	1.27735	0.0	0.231257	0.0	0.563315	21.7056	25.2788	14.0602	18.2158	14.9188	6.53371	11.1799	4.54387	23.626	7.66003	6.72727	4.8056800000000015	2.17462	0.496329	1.2612	0.4215680000000001	0.671593	0.512646	0.16711900000000002	0.0	0.22785300000000006	0.0	0.0	0.0	2.73712	0.438579	0.80397	0.0	0.0	0.91864	9.61709	15.3042	34.0878	8.76651	12.7498	14.4024	5.90791	9.1479	14.7412	11.0563	17.587	15.0893	1.33249	2.7786	2.85894	2.22428	0.795253	1.01603	0.198189	0.0	0.0	0.0	0.198987	0.0	0.128656	0.0	0.17646199999999998	0.0	0.0	0.0	13.8258	11.6432	14.4475	10.1247	16.0586	7.34727	7.29231	21.6747	16.9905	11.5701	12.9801	12.269	0.920634	3.57959	6.88062	3.28536	8.05607	2.44258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.4711	79.1346	41.3052	39.7095	93.0707	37.055	63.966	81.0818	76.2574	79.3842	117.106	65.1026	3.26534	4.05835	5.2901099999999985	3.28399	7.766560000000001	6.19016
iso	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18067	0.0	1.12415	0.0	0.0	0.0	0.0	1.15752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.01587	0.0	1.0681200000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.83288	3.941030000000001	5.91325	6.69172	1.27128	4.88654	2.60856	3.39903	2.2007	1.09249	0.0	1.45216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.38419	1.01518	0.0	0.0	0.0	2.8891400000000003	1.61416	0.0	0.0
iso	23.6587	55.2371	85.5797	127.647	47.6327	26.1932	17.4879	96.4571	10.9969	38.8067	101.945	35.4482	21.5409	23.4462	31.28	23.746	42.3294	21.8486	12.0261	22.9454	35.3984	19.4759	17.9847	48.8744	37.3211	22.5571	16.1668	36.8449	26.6093	64.5193	30.3807	46.1685	93.9954	98.9546	73.5146	135.738	46.2499	18.3992	35.6018	13.9015	18.0874	22.4809	19.2121	31.7056	17.5251	19.702	23.0551	9.15463	22.3751	20.8248	18.2866	19.3264	8.78342	2.3445400000000003	35.9359	30.8561	37.6276	18.6626	13.901	23.0882	55.4292	23.0797	41.2473	22.1411	37.5655	29.7846	29.6855	14.9807	30.8454	23.339	24.1771	33.7796	32.719	23.9439	51.9514	26.081	24.277	9.78513	30.3498	31.5727	35.6391	35.9546	41.2529	44.1179	23.6025	38.3769	63.2291	61.7349	53.1091	44.6667	10.0606	33.5904	28.5601	20.2	27.0887	33.3194	14.8223	43.4563	23.4464	29.4868	24.4416	33.0057	57.147	62.6767	50.1578	60.5944	54.7244	48.2707	64.4181	50.3236	53.4435	63.8365	79.3161	56.8211	69.9192	80.5362	69.7706	68.7898	84.7325	87.7149
iso	1.26845	0.510604	26.9122	0.0	0.0	3.12075	155.29	209.254	1.17918	3.90112	4.33788	6.33511	34.6471	35.7778	19.7653	28.9347	52.684	48.4535	24.179	53.9399	37.9574	23.4943	40.7947	42.1717	36.6841	29.7695	21.2754	50.9659	10.0704	31.2286	1.25242	4.32991	0.0	0.449417	0.4690180000000001	2.13952	86.7509	40.2633	74.3097	31.1969	17.1836	14.6295	53.5395	137.525	63.3955	65.6979	65.4844	29.4366	55.805	40.2568	44.5457	37.1136	19.2209	16.9623	41.7269	90.643	38.1248	52.9247	34.6412	41.8787	6.31237	0.650986	1.45428	2.47202	1.11844	2.10026	13.9805	5.83882	5.28976	10.4231	15.6562	12.1847	61.371	74.4248	56.0696	65.3932	57.7337	2.6219900000000003	114.179	125.774	113.642	128.256	67.6505	68.9599	45.1336	93.8916	74.7688	67.3233	119.885	90.1177	12.9399	44.1039	8.553230000000001	7.959910000000002	28.0666	32.3646	45.1785	158.278	25.9682	39.0901	96.9296	64.6725	137.816	68.5046	113.761	101.848	81.109	109.167	192.943	96.6394	116.156	160.624	138.726	89.7786	205.681	151.062	159.828	211.362	192.535	158.055
iso	23.7562	22.5258	33.0509	51.0883	12.7544	12.9882	29.2665	19.5303	42.6964	29.2249	42.968	21.9717	70.3508	59.5613	44.3712	43.3523	65.4422	38.1156	28.6238	28.3569	27.2067	51.7875	64.2089	41.9188	37.3206	33.2974	28.5315	29.5974	30.3862	27.1937	34.4169	37.0869	33.0606	44.9095	44.5248	35.6331	48.3977	50.293	43.9016	35.6724	30.0864	25.7983	65.1616	57.0398	81.3384	65.9439	93.2862	60.7716	61.449	92.2721	63.4322	67.9209	81.9896	81.0888	58.8034	63.7514	76.8771	49.6248	70.1013	49.1406	60.2956	52.3126	49.41	34.9953	36.3232	51.4195	38.9408	43.7598	33.0373	33.8508	35.9654	39.7168	43.805	58.7705	40.251	35.7493	42.9984	10.3713	48.2179	76.5562	62.029	53.1512	50.812	62.8945	36.3875	72.6022	68.7037	48.6943	69.3083	55.4038	20.653	28.7319	18.3688	30.226	23.775	32.8371	19.8445	37.3504	26.5077	26.6647	35.9953	35.9034	62.483	69.5596	61.5564	73.7503	63.3449	67.6419	65.8015	64.8792	68.9014	63.9257	68.2193	65.5806	90.8962	89.5204	88.2212	85.4461	93.0224	83.6795
iso	135.757	124.91	134.909	83.0453	0.0	23.8573	0.0	43.9275	18.0291	0.0	0.0	0.0	8.02629	14.7844	0.0	0.0	24.785	0.0	16.4304	14.4686	0.0	26.6085	22.6811	0.0	22.6618	28.4475	24.0956	0.0	51.3239	0.0	124.521	151.384	156.715	96.2402	114.786	274.9	39.2201	50.275	15.3601	28.489	13.479	26.3263	0.0	0.0	14.3659	0.0	25.1988	0.0	0.0	0.0	40.8824	26.4042	0.0	0.0	32.7311	37.4724	9.63898	0.0	45.5806	14.5586	22.7187	39.8301	17.7957	45.3747	22.8102	64.2514	22.1221	22.3277	10.114	10.6288	16.5157	21.3003	0.0	0.0	0.0	0.0	24.876	0.0	9.95154	17.2542	0.0	18.4208	0.0	10.0459	8.79447	27.3556	22.5353	0.0	0.0	10.7691	49.4822	45.8922	123.945	38.9617	148.037	11.3805	136.692	118.742	76.8796	139.94	180.321	219.83	46.8455	13.5206	14.6843	75.2598	14.0186	31.6554	70.4079	22.9179	32.4515	38.2896	47.286	64.24600000000001	62.2993	122.256	89.7154	93.9826	83.35	72.9452
iso	0.0	0.0	0.0	0.0	0.0	0.0	12.7277	10.4003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.6702	0.0	0.0	9.44976	8.054969999999999	17.7855	8.04813	0.0	0.0	8.58108	0.0	20.8699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.1861	11.5377	0.0	0.0	0.0	0.0	10.0214	0.0	0.0	0.0	0.0	13.6509	0.0	0.0	20.5391	9.05512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.7308	15.1292	0.0	0.0	0.0	21.6935	8.83446	0.0	7.06838	0.0	6.91688	0.0	0.0	0.0	12.4931	19.4302	16.0064	16.7185	9.37043	30.5963	0.0	19.7423	9.87401	13.9674	10.614	0.0	0.0	28.3787	27.5606	9.12128	28.7304	24.2483	0.0	29.0821	10.5284	0.0	10.0511	0.0	0.0	8.21584	11.6336	18.3019	8.4758	11.5158	17.867	17.5311	0.0	0.0	9.96006	14.943
iso	1473.94	395.548	1708.85	0.0	659.448	0.0	3177.69	4080.37	456.737	1007.36	1008.12	817.933	7523.31	8239.84	6031.83	4931.25	7534.63	4537.23	2913.66	3665.39	816.7860000000002	7414.91	7469.64	3171.75	9185.59	10089.4	12513.6	16221.1	7151.13	7443.61	727.9689999999998	0.0	0.0	0.0	363.489	0.0	2649.53	1592.04	1945.61	1082.58	2048.81	2000.8	2792.8	823.0239999999999	5095.12	4091.45	2553.48	3326.94	2144.57	2780.11	3107.06	2675.63	3040.04	2434.41	6633.5	4034.53	5860.5	7751.18	5773.54	10326.9	575.54	252.257	1127.06	0.0	0.0	325.541	934.044	1131.27	256.223	1077.05	418.397	1618.82	12971.6	8618.73	10488.9	5029.29	6932.11	2540.06	5798.43	6556.59	3453.83	3266.62	7538.83	5089.9	5347.04	3811.55	5423.5	3577.75	4344.76	6274.79	2089.25	697.562	1046.65	493.515	3000.22	864.9169999999998	3462.86	1002.71	1298.41	1289.14	2030.28	1285.16	7516.1	3425.23	5580.05	3813.16	4261.66	6415.49	5648.28	5805.86	4110.53	6790.02	6588.52	6510.26	3156.5	1548.58	4545.58	1904.71	4926.91	2111.94
iso	16.9418	24.5513	35.3556	11.6072	15.9177	12.5045	18.7844	26.8614	31.4991	27.7891	20.8577	14.1023	52.5861	52.952	35.199	30.9169	37.8896	17.067999999999998	34.4472	21.4868	16.899	23.2442	36.6547	26.2489	30.6846	18.638	21.049	32.7166	24.6591	39.7848	66.1029	41.3261	39.9293	28.8247	57.6568	29.7319	83.369	54.898	68.4317	62.2173	41.2118	55.1944	64.661	75.2073	92.8667	47.0282	64.9377	99.9722	75.1832	72.432	80.9503	71.5039	74.4285	77.2295	83.8719	63.014	70.7302	79.071	70.6761	75.0355	170.67700000000005	103.512	123.588	79.2753	77.7121	153.79	63.1285	48.7617	70.6821	55.7096	57.71	54.89100000000001	55.3796	53.7242	63.0366	70.7035	53.2403	7.00705	59.1144	61.7978	57.8474	54.7119	75.6246	53.5317	49.1682	57.3525	63.9796	65.7978	64.5375	70.5562	93.656	122.675	133.53799999999998	113.168	87.9375	145.14700000000005	115.429	94.5086	128.722	98.9082	89.2624	113.744	177.331	111.025	137.256	124.914	110.215	109.229	140.438	100.101	130.403	91.4256	89.8435	108.037	157.825	129.226	117.558	157.632	145.623	132.906
