ENSEMBL ID	Human_Kidney_Relative_Gene_Expression_Difference(RPKM)	Chimp_Kidney_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Kidney_Relative_Gene_Expression_Difference(RPKM)
ENSG00000007392	45.60844699110051	34.068221524883164	20.323331484016315
ENSG00000007402	32.55105019461242	65.18098903796364	2.26796076742393
ENSG00000007516	75.97355091874695	15.901101782320156	8.1253472989329
ENSG00000007520	50.163093352344724	22.35047700438722	27.486429643268075
ENSG00000007541	40.59801321510901	18.528886828428245	40.87309995646274
ENSG00000007545	34.298142962090324	33.97071643510131	31.731140602808374
ENSG00000007866	31.460050958024823	43.10488779630954	25.43506124566564
ENSG00000007908	12.311249164539301	71.60147779619376	16.08727303926693
ENSG00000007923	30.738783568611577	38.65015960671031	30.61105682467812
ENSG00000007933	19.27900385764788	22.53833426067546	58.182661881676665
ENSG00000007944	28.912407219815645	29.601232578645476	41.486360201538886
ENSG00000007952	0.0	0.0	100.0
ENSG00000007968	86.08140397728421	7.670150168554304	6.248445854161473
ENSG00000008018	33.00692127738837	38.812070704783544	28.18100801782808
ENSG00000008056	76.60672127456999	9.065427104642025	14.327851620787976
ENSG00000008083	40.39825945150308	22.901153894349306	36.700586654147614
ENSG00000008086	16.602242835966415	22.021102400067505	61.37665476396609
ENSG00000008118	65.65147678024813	34.34852321975187	0.0
ENSG00000008128	34.27634631959077	32.64067954875989	33.08297413164932
ENSG00000008130	18.01843503948098	26.5754932177123	55.40607174280673
ENSG00000008196	14.164921632619492	43.02844391412686	42.80663445325365
ENSG00000008197			
ENSG00000008226	21.867483795193344	71.90592487377954	6.226591331027117
ENSG00000008256	32.868145608963836	43.93006529647424	23.20178909456191
ENSG00000008277	41.115617100564364	53.51600057351025	5.368382325925382
ENSG00000008282	18.259187778743758	28.745170587161468	52.99564163409477
ENSG00000008283	30.591211086423936	27.179049560156233	42.229739353419816
ENSG00000008294	38.79451151611554	40.56843380563618	20.637054678248266
ENSG00000008300	60.6764593505142	32.37236313685433	6.951177512631464
ENSG00000008311	41.887787232445255	23.882892126493662	34.229320641061086
ENSG00000008323	38.85286918463208	39.907898583605565	21.239232231762355
ENSG00000008324	27.87827251423337	25.346363034998383	46.77536445076825
ENSG00000008382	32.012899179016344	35.374224744828396	32.612876076155246
ENSG00000008394	28.035071388300963	12.37123479571128	59.593693815987756
ENSG00000008405	29.18274940949929	42.65398613722541	28.1632644532753
ENSG00000008441	44.83389108454905	23.471765160154842	31.6943437552961
ENSG00000008513	47.07390018979821	27.427337187405694	25.4987626227961
ENSG00000008516	64.90256782900687	20.852030720727427	14.245401450265716
ENSG00000008710	44.46677560315892	26.625222048061193	28.90800234877989
ENSG00000008735	52.99006262978466	6.6016517315509375	40.4082856386644
ENSG00000008838	34.58601212651442	44.13965247291358	21.274335400572003
ENSG00000008853	58.72441109509657	23.62171016687866	17.65387873802477
ENSG00000008869	36.7461573230177	23.80146312461505	39.45237955236726
ENSG00000008952	31.093183048774165	36.77812582737683	32.128691123848995
ENSG00000008988	61.941028676044894	31.532811251171616	6.526160072783488
ENSG00000009307	27.559495374573334	34.80013449578793	37.64037012963873
ENSG00000009335	32.715775540958326	36.544633853683365	30.739590605358302
ENSG00000009413	27.803840151070823	46.50126208596345	25.69489776296573
ENSG00000009694	45.66088799226542	51.074863905838555	3.264248101896013
ENSG00000009709	100.0	0.0	0.0
ENSG00000009724	32.73336052110732	15.814640242145789	51.45199923674689
ENSG00000009765	12.529133024468006	13.781749665885764	73.68911730964624
ENSG00000009780	32.46752694472138	33.7982725137854	33.734200541493216
ENSG00000009790	31.80725929562825	40.62057467901576	27.572166025355987
ENSG00000009830	26.609390005996538	24.620559788885856	48.770050205117606
ENSG00000009844	28.644208905184126	36.61859071185276	34.73720038296311
ENSG00000009950	11.122954827455311	22.29555627933589	66.5814888932088
ENSG00000009954	28.790959487922237	42.20613298849428	29.00290752358347
ENSG00000010017	34.68831944362865	40.93068989555288	24.380990660818462
ENSG00000010072	28.68847669812627	35.00071152414635	36.31081177772739
ENSG00000010165	38.50662943829505	32.71180755956309	28.78156300214186
ENSG00000010219	44.29506956695983	55.61621983656118	0.08871059647899204
ENSG00000010244	35.330670132383794	38.385652600438284	26.283677267177925
ENSG00000010256	30.728137263752025	30.29036882714583	38.98149390910214
ENSG00000010270	25.228334154729477	26.551620306190138	48.220045539080395
ENSG00000010278	41.739923824564976	42.61526527341702	15.644810902017998
ENSG00000010292	35.25539072595877	49.72771661909675	15.016892654944487
ENSG00000010295	47.581583679744675	22.420381628284723	29.998034691970588
ENSG00000010318	38.55273760010907	10.114263068869159	51.33299933102177
ENSG00000010319	27.337973148300765	36.67006447926325	35.99196237243598
ENSG00000010322	37.59338255519996	27.547035117516845	34.859582327283206
ENSG00000010327	32.99526663703414	33.56960940779104	33.43512395517482
ENSG00000010361	33.96499226614762	29.876503375943503	36.158504357908875
ENSG00000010379	41.1239308299738	22.29263980815834	36.58342936186787
ENSG00000010404	28.97165501908609	31.424912146974965	39.60343283393893
ENSG00000010610	26.758957888836143	51.827510104729434	21.413532006434423
ENSG00000010626	40.091551514099024	58.83031420882485	1.078134277076129
ENSG00000010671	51.61021930047078	36.39887316902638	11.990907530502827
ENSG00000010704	26.25491554198768	25.765717742388556	47.97936671562377
ENSG00000010803	31.478023366108065	30.910821491309598	37.611155142582334
ENSG00000010810	53.32321682934455	30.369762424762765	16.307020745892682
ENSG00000010818	32.664309129745575	43.44997167458719	23.88571919566724
ENSG00000010932	22.96325323853617	22.229634001568947	54.80711275989487
ENSG00000011007	23.283544892069532	38.55342224298413	38.16303286494635
ENSG00000011009	21.231132582440424	39.72288864844523	39.045978769114356
ENSG00000011021	34.34601250077663	27.09728080139992	38.55670669782344
ENSG00000011028	32.26616477161544	39.682069102239694	28.051766126144855
ENSG00000011052	51.756381547802434	13.64391212601674	34.59970632618083
ENSG00000011083	17.172220996275804	8.428696337387146	74.39908266633705
ENSG00000011105	37.92993075741089	25.49896783726248	36.57110140532664
ENSG00000011114	23.883472610532305	36.795128456645664	39.32139893282203
ENSG00000011132	21.567743460388403	36.92442851479502	41.50782802481657
ENSG00000011143	26.804748138605728	37.84199173641925	35.353260124975016
ENSG00000011198	24.435107721314008	53.97902070338291	21.5858715753031
ENSG00000011243	39.355850625636506	30.09931047008686	30.544838904276645
ENSG00000011258	30.39849875837365	30.15784630578481	39.44365493584154
ENSG00000011260	46.287255611529226	14.276565146086323	39.43617924238445
ENSG00000011275	26.2358832447652	41.019461784203166	32.74465497103164
ENSG00000011304	32.9999177281105	39.422310966686915	27.57777130520258
ENSG00000011332	0.0	88.72678484728311	11.273215152716883
ENSG00000011347	78.12761861454734	10.730223907214206	11.142157478238452
ENSG00000011376	31.405264309979096	38.48662692380566	30.108108766215235
ENSG00000011405	33.48272217453455	38.54461633483952	27.972661490625928
ENSG00000011422	41.69994103969524	53.50904600445438	4.791012955850346
ENSG00000011426	70.43927431038725	23.708017497133238	5.852708192479534
ENSG00000011451	39.01074443104034	28.48794421190955	32.50131135705011
ENSG00000011454	30.59426457423799	35.43625438997166	33.969481035790345
ENSG00000011465	23.270016092408422	56.7303305751952	19.99965333239639
ENSG00000011478	39.35922581082025	33.02297883677658	27.617795352403178
ENSG00000011485	35.047414884380174	28.538746298192702	36.413838817427134
ENSG00000011523	35.3885788868121	37.46842753909891	27.14299357408898
ENSG00000011566	17.95370999885064	36.150227242178026	45.89606275897135
ENSG00000011590	21.07373547255003	43.09790067692881	35.828363850521164
ENSG00000011600	46.64229954724633	41.865458717582186	11.492241735171481
ENSG00000011638	49.88191089701944	35.93204311605023	14.18604598693033
ENSG00000011677	100.0	0.0	0.0
ENSG00000012048	42.337922516480596	19.477578720799958	38.184498762719436
ENSG00000012061	36.89082294892533	42.16541278271615	20.943764268358507
ENSG00000012124	95.58963826882724	3.2976013890808447	1.1127603420919019
ENSG00000012171	24.97501510283391	22.24961638180215	52.77536851536393
ENSG00000012174	36.193016257691134	30.87103474500242	32.93594899730645
ENSG00000012211	42.42306725408094	31.562899897573377	26.014032848345675
ENSG00000012223	1.1907577483873486	98.52610244418142	0.28313980743122685
ENSG00000012232	24.537459867103028	33.62719278048921	41.83534735240775
ENSG00000012504	38.03903047158998	38.17766924692194	23.783300281488078
ENSG00000012660	42.720858275369345	37.86012990284961	19.419011821781048
ENSG00000012779	65.36344126691684	27.269646832626982	7.366911900456186
ENSG00000012822	41.192954040285166	35.34236425820612	23.46468170150872
ENSG00000012963	30.429209442818923	33.44622074606367	36.12456981111741
ENSG00000012983	32.89373626963757	41.63039739804123	25.475866332321196
ENSG00000013016	28.2708192009187	36.23782574513728	35.49135505394403
ENSG00000013275	31.116871553470403	36.20157981058925	32.68154863594033
ENSG00000013288	39.386027161535665	30.777311659306406	29.836661179157943
ENSG00000013293	41.65653506592267	53.47265201570271	4.87081291837463
ENSG00000013297	15.519329355564942	74.2829143800531	10.197756264381953
ENSG00000013306	38.40884414844244	41.10904781304793	20.48210803850963
ENSG00000013364	30.985417170151962	41.68604694141563	27.328535888432405
ENSG00000013374	31.1852459574728	38.80065624155511	30.014097800972085
ENSG00000013375	21.052956185089222	46.55401796803197	32.39302584687881
ENSG00000013392	58.626570032466475	25.597998970540637	15.775430996992895
ENSG00000013441	34.08237873294971	31.9941857344459	33.923435532604394
ENSG00000013503	30.92966751957547	24.8998209476744	44.170511532750126
ENSG00000013523	30.06674836628791	30.540874570824684	39.392377062887405
ENSG00000013561	30.11239119739038	44.77835491558203	25.109253887027585
ENSG00000013563	51.01325380485298	25.982658006121106	23.004088189025914
ENSG00000013583	38.10768216611564	28.121933818782015	33.770384015102344
ENSG00000013588	54.518264263745365	12.274028187001209	33.20770754925344
ENSG00000013619	26.72927763864321	51.263290852518416	22.007431508838376
ENSG00000013725	21.418951600981227	29.51581952317665	49.065228875842124
ENSG00000013810	74.5960984526958	21.086430639362472	4.317470907941735
ENSG00000014123	34.534926541235826	35.93266850797113	29.532404950793044
ENSG00000014138	57.211813207414686	33.66515176017376	9.12303503241156
ENSG00000014164	39.65333528527923	26.582281532546364	33.764383182174406
ENSG00000014216	33.782114824255885	35.624868956034334	30.593016219709767
ENSG00000014257	29.33039438999416	41.05140455897695	29.61820105102888
ENSG00000014641	20.278561274489842	32.62123454299517	47.100204182514986
ENSG00000014824	29.62388294315893	43.533389122106165	26.8427279347349
ENSG00000014914	36.28466726908427	60.00288143413174	3.712451296784003
ENSG00000014919	23.279879280040458	38.228194174358855	38.491926545600684
ENSG00000015133	21.0532940438794	27.806284768232377	51.14042118788822
ENSG00000015153	40.557057388852996	35.442281992706505	24.000660618440495
ENSG00000015171	27.046167705208568	31.938830190984014	41.01500210380743
ENSG00000015413	18.267150874024253	16.31447303664238	65.41837608933336
ENSG00000015475	25.723926351934473	32.74602879921255	41.530044848852974
ENSG00000015479	41.421154755014506	43.66569835819378	14.91314688679171
ENSG00000015520	71.38280501769695	1.811740064700788	26.805454917602262
ENSG00000015532	39.147449637649245	30.48152907988263	30.37102128246813
ENSG00000015592	95.61763003401538	4.382369965984625	0.0
ENSG00000015676	31.241482604081845	31.02610381081971	37.73241358509844
ENSG00000016082	0.0	100.0	0.0
ENSG00000016391	11.560391507852469	20.226210457121862	68.21339803502566
ENSG00000016402	2.2976825630841984	10.26198380722011	87.4403336296957
ENSG00000016490	98.41135441631573	1.5886455836842612	0.0
ENSG00000016602	100.0	0.0	0.0
ENSG00000016864	37.18728520973055	29.992650502004047	32.820064288265414
ENSG00000017260	28.973933749255092	44.81553121091616	26.210535039828752
ENSG00000017373	71.4870381229669	12.041734493686127	16.471227383346978
ENSG00000017427	13.964462760942196	32.652594204261405	53.382943034796405
ENSG00000017483	50.47035079597648	33.04895760660292	16.480691597420613
ENSG00000017621	34.807581857497524	20.14930363759041	45.04311450491207
ENSG00000017797	30.811044193302905	38.22863457259485	30.96032123410225
ENSG00000018189	28.340696937886143	30.705474264734654	40.953828797379195
ENSG00000018236	28.762248214061493	60.52833493216882	10.709416853769698
ENSG00000018280	18.710989099362497	30.591979163903478	50.69703173673401
ENSG00000018408	29.543411586125025	38.617239859213356	31.83934855466163
ENSG00000018510	26.457565049928828	42.868754612378154	30.67368033769302
ENSG00000018610	47.002258112543274	10.745374906313245	42.252366981143474
ENSG00000018625	47.328300007846856	24.450580246722726	28.22111974543041
ENSG00000018699	34.392592486021925	36.016285418983465	29.59112209499461
ENSG00000018869	66.13284725852328	24.550520244496195	9.316632496980503
ENSG00000019102	97.04733255622891	2.436719524621987	0.5159479191491028
ENSG00000019144	25.227746884924642	28.231681421358303	46.54057169371705
ENSG00000019169	18.930862289131106	75.12222687860032	5.946910832268591
ENSG00000019186	4.598070931647645	53.395454787354836	42.00647428099754
ENSG00000019485	40.708606556410096	33.608917270432876	25.682476173157028
ENSG00000019505	85.44152286612878	13.05029207992414	1.508185053947082
ENSG00000019549	31.455357411618962	46.86554668531806	21.67909590306297
ENSG00000019582	31.823158282010784	53.93240089915293	14.244440818836285
ENSG00000019991	23.804833731474943	56.019585501617165	20.175580766907895
ENSG00000019995	32.12764691092715	33.03184350623955	34.84050958283332
ENSG00000020129	33.10652934772472	33.018914586814354	33.87455606546092
ENSG00000020181	38.24645505556727	33.408654516983134	28.344890427449602
ENSG00000020256	36.892934735457	31.742945399598018	31.36411986494498
ENSG00000020426	33.266806287065066	39.70339186045015	27.02980185248478
ENSG00000020577	27.91626989673926	62.119086816445524	9.964643286815221
ENSG00000020633	67.1125513973706	17.540602480484402	15.346846122144992
ENSG00000020922	47.520377278763995	33.32835504457122	19.151267676664784
ENSG00000021300	31.351049039879754	20.92014255708801	47.728808403032254
ENSG00000021355	40.59935683561101	47.25404160858495	12.14660155580404
ENSG00000021461	33.90277335842873	17.550869078259804	48.54635756331147
ENSG00000021488	15.59962751593352	29.00103819539804	55.399334288668435
ENSG00000021574	26.676285427589587	35.25049423281138	38.07322033959903
ENSG00000021645	82.1873175783809	9.0537022445546	8.758980177064494
ENSG00000021762	38.370516074215104	18.654373758029138	42.97511016775576
ENSG00000021776	29.97195627012711	34.313184959338045	35.71485877053484
ENSG00000021826	59.349058921692	39.684241412588165	0.9666996657198416
ENSG00000021852	0.0	84.21458005265615	15.785419947343836
ENSG00000022267	39.14881682962709	29.86637756558221	30.984805604790694
ENSG00000022277	37.67056077075036	37.67760426075405	24.65183496849558
ENSG00000022355	18.888895136234385	37.1220281171977	43.989076746567925
ENSG00000022556	99.09549657579412	0.9045034242058797	0.0
ENSG00000022567	46.559891997645636	37.30004618940585	16.1400618129485
ENSG00000022840	29.55270332143295	40.93433444157492	29.51296223699213
ENSG00000022976	50.79048207240335	30.81992340164804	18.389594525948596
ENSG00000023041	31.271583360040108	41.23835387544	27.49006276451988
ENSG00000023171	17.670097263799704	21.783249786017553	60.54665295018275
ENSG00000023191	33.75229303478077	32.524887385204174	33.722819580015056
ENSG00000023228	23.16747080644454	42.56806454826525	34.26446464529021
ENSG00000023287	28.02264418089418	34.18792453689256	37.78943128221326
ENSG00000023318	29.60879470361821	44.78283799559203	25.608367300789748
ENSG00000023330	32.67362179694733	37.72448198231209	29.601896220740564
ENSG00000023445	24.722938588555532	61.28283799357388	13.994223417870588
ENSG00000023572	19.078098854776023	42.23281253990453	38.689088605319434
ENSG00000023608	32.42362780100857	34.147854354500375	33.42851784449106
ENSG00000023697	35.773862832706534	43.58794292021653	20.638194247076942
ENSG00000023734	39.73276821499748	47.00742527953431	13.25980650546822
ENSG00000023892	37.969421593661096	37.54766235218437	24.48291605415454
ENSG00000023902	44.19859447212621	30.352772952443026	25.448632575430768
ENSG00000023909	17.093190462002987	39.15593817195884	43.75087136603818
ENSG00000024048	32.67364883321289	31.656073551327214	35.670277615459895
ENSG00000024422	47.609729312658324	33.807454480002555	18.58281620733913
ENSG00000024526	67.75399755627528	24.876540589383136	7.369461854341589
ENSG00000024862	28.741081327825192	35.780703020619725	35.478215651555075
