ENSEMBL ID	Human_Muscle_Relative_Gene_Expression_Difference(RPKM)	Chimp_Muscle_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Muscle_Relative_Gene_Expression_Difference(RPKM)
ENSG00000005194	-1.4179997207919817	-1.6231157854604141	-1.7315148936718128
ENSG00000005206	-1.8994882715461607	-1.7393223389425916	-1.2093905925880795
ENSG00000005238	-2.3256164340103838	-1.2686987847363116	-1.3752843526128447
ENSG00000005243	-1.363594565594142	-2.179081404649516	-1.3563437501865376
ENSG00000005249	-0.48207098349633687	-2.3568926721919743	-3.4926514858194446
ENSG00000005302	-2.0705102995644324	-0.7793518214097135	-2.479582973449814
ENSG00000005339	-1.8029829519797824	-1.232745251596278	-1.7963023098911843
ENSG00000005379	-0.6710501358549709	-2.268676941248139	-2.6044499491542377
ENSG00000005381	-3.577649891238487	-0.1787248151721338	-4.931936367797115
ENSG00000005421	0.0	-inf	-inf
ENSG00000005436	-1.8813097111594121	-0.7696848461082577	-2.8158621960198555
ENSG00000005448	-2.1447630837950444	-2.240130167746457	-0.8308426028803579
ENSG00000005469	-1.9110582116840436	-1.3829920618075324	-1.511773821685409
ENSG00000005471	-0.8857259665264702	-2.239041499507884	-2.017663145737601
ENSG00000005483	-1.9226420742750148	-1.2778817764079564	-1.6266984851879696
ENSG00000005486	-1.042962305773705	-2.3204055742211565	-1.66905659387432
ENSG00000005513	-1.3443835321730824	-1.597642577849719	-1.8585080083257788
ENSG00000005700	-1.92219418541243	-1.5789659916397465	-1.3167962510656916
ENSG00000005810	-1.9507727393721104	-1.4839000754298897	-1.3815683045740075
ENSG00000005812	-1.9816852846616562	-1.2114949068524168	-1.6666443428331856
ENSG00000005844	-1.5131297230231868	-1.0778514446327179	-2.507042798785385
ENSG00000005882	-1.3117466756535734	-1.5126631948993923	-2.01915016621243
ENSG00000005884	-1.1845424236908544	-1.668621846234025	-2.026309324319509
ENSG00000005889	-2.19060856030166	-0.9723670767292293	-1.882188762750983
ENSG00000005893	-1.8399243394213805	-1.0617816600240673	-2.0491675337405133
ENSG00000005955	-1.5335511338903896	-1.337986927563246	-1.94896654279965
ENSG00000005961	-1.7895532987063887	-0.8261444689926767	-2.769021662715246
ENSG00000005981	-1.7893636853200237	-1.5977938656252566	-1.3947196720592907
ENSG00000006007	-1.8614368026362154	-1.3572550870431361	-1.580035278037685
ENSG00000006015	-1.286854293406572	-1.885153121177431	-1.6463773447216212
ENSG00000006016	-1.3664610382233997	-0.9679967365180968	-3.3083856191714736
ENSG00000006025	-1.3074482217064443	-1.1894923348935027	-2.666503067159204
ENSG00000006042	-0.8550796841408534	-1.5227904132073053	-3.334198933201488
ENSG00000006047	-0.5746514044487034	-2.485598267654988	-2.7369529189386426
ENSG00000006059			
ENSG00000006062	-2.5626660047198144	-1.3949156595747125	-1.1504950925616144
ENSG00000006071	-1.5102846775435226	-0.8117805416434395	-3.6569043779428165
ENSG00000006074			
ENSG00000006075	-0.6641258175170127	-1.4385848106964259	-inf
ENSG00000006114	-2.056071499618005	-1.1296018831558683	-1.7250491150952798
ENSG00000006116	-1.6506262784958439	-0.9715923889030448	-2.5432549171817125
ENSG00000006118	-2.287387442397885	-1.3630185502861232	-1.2990779297167012
ENSG00000006125	-1.8287897629164278	-1.1528926348853032	-1.8955199549977313
ENSG00000006128	-inf	0.0	-inf
ENSG00000006194	-1.7067727417362395	-1.726995532642862	-1.3526393686934712
ENSG00000006210	-0.8954579582163158	-1.1127134531518914	-inf
ENSG00000006282	-0.9818863099731794	-1.711885630066446	-2.407961657713602
ENSG00000006283	-1.852839749090284	-1.8663612072174287	-1.155570007558167
ENSG00000006327	-2.030619860079149	-0.7830006030006897	-2.522067453056594
ENSG00000006377	-inf	0.0	-inf
ENSG00000006432	-2.8174888510027984	-0.784026653857004	-1.8499645902007114
ENSG00000006451	-1.8876291814155541	-1.5878654671201193	-1.3324769056855374
ENSG00000006453	-0.960503205697046	-1.0991601526624522	-5.692700785157204
ENSG00000006459	-2.8757909672794217	-0.8019722750259799	-1.784896915344702
ENSG00000006468	-2.0625128762271845	-1.828434720852107	-1.0618079699740162
ENSG00000006530	-1.518659935692654	-1.4084298369691657	-1.866338728062693
ENSG00000006555	-0.5071699884780281	-inf	-1.7543888752133974
ENSG00000006576	-2.6551836544941176	-1.8526076689660078	-0.8253126061084006
ENSG00000006606	-0.48190591516766773	-1.8161949801584116	-inf
ENSG00000006607	-1.8765730807827639	-1.0148293797050907	-2.102940419226356
ENSG00000006611	-1.9259654404899436	-1.8410032279222983	-1.1274996683091354
ENSG00000006625	-1.4310089328162316	-2.2857960801253845	-1.237672104227374
ENSG00000006634	-1.915687345563756	-0.7612888928252267	-2.7860209687252766
ENSG00000006638	-1.017094057166919	-1.301888372603785	-3.317686610327178
ENSG00000006652	-0.868391012683183	-1.8137622797721986	-2.57523333671533
ENSG00000006695	-1.6008503188338161	-1.373656959190909	-1.8139782271591032
ENSG00000006704	-1.3137005341149819	-1.318994778953849	-2.344478146494914
ENSG00000006712	-1.3118463213167972	-1.6280211018354054	-1.8695262916525435
ENSG00000006715	-2.3966009394920036	-0.8235939021093266	-2.0288173214687313
ENSG00000006740	-1.2304171392883034	-1.7204595618386431	-1.8870796823556757
ENSG00000006744	-1.0914052116432185	-1.7222957142822712	-2.135238141958431
ENSG00000006747	-0.15697847726514955	-3.8229036513268855	-4.946278923806103
ENSG00000006757	-0.13244608616803466	-4.050160868620045	-5.192191562637355
ENSG00000006788	-7.087581746619891	-6.1046126334524455	-0.03192316984849108
ENSG00000006831	-1.6502103668138643	-1.573586450810884	-1.533517365387891
ENSG00000006837	-1.250979798249278	-1.7804712450025535	-1.7921124390246617
ENSG00000007001			
ENSG00000007038	-1.8097150731921665	-3.1369554366916477	-0.7343874023603552
ENSG00000007047	-1.6298004057359787	-1.4530965208766402	-1.6820919683223683
ENSG00000007062	-3.4917419028660883	-0.6568380914800174	-1.8528893246403733
ENSG00000007080	-2.0595165287413786	-0.8350886749090384	-2.325141621759623
ENSG00000007168	-2.3924612485817773	-1.0891858839301776	-1.558447422312878
ENSG00000007171	-1.2842596939624489	-1.0950953362790488	-3.0431894866009617
ENSG00000007174	-0.6725673513523706	-3.1193942925262594	-1.9571370602713354
ENSG00000007202	-2.3976674729023237	-1.377873583875274	-1.2329610944677012
ENSG00000007216	-inf	-2.316967074645535	-0.32317102009242715
ENSG00000007237	-1.8334774489088053	-1.4763699008068982	-1.4738488637166964
ENSG00000007255	-1.1909997167300668	-inf	-0.8313560225382921
ENSG00000007264	-0.9103862456288163	-2.226938782140562	-1.9751364277917414
ENSG00000007312	-0.4632416988664532	-2.2089906668028654	-4.09887988716436
ENSG00000007314	-2.0059086878918926	-1.738997523149152	-1.1473809483551813
ENSG00000007341	-1.919604340081892	-1.6928419877698275	-1.2298694948789948
ENSG00000007350	-0.6515038729833088	-3.2180467182744517	-1.9662489302567565
ENSG00000007372	-3.529047377680291	-1.8820847962161307	-0.6391703601520994
ENSG00000007376	-0.8174894616725468	-2.1528173829616795	-2.2674376332962476
ENSG00000007384	-0.9627564832451404	-1.754057908310998	-2.3924581886463483
ENSG00000007392	-1.3402914784804725	-1.5323768399950284	-1.9470177110948446
ENSG00000007402	-1.2487796358000438	-1.100777909074538	-3.1464868763632685
ENSG00000007516	-0.9179289639127473	-1.3390941442783548	-3.7280871365407258
ENSG00000007520	-0.7822187844307734	-2.06200287120816	-2.48160716911912
ENSG00000007541	-1.3057338090904156	-1.2692312578928977	-2.469098952314365
ENSG00000007545	-1.9984854129769436	-1.1736352913433303	-1.7063493469076225
ENSG00000007866	-1.2558360168151939	-1.5473258364122169	-2.0642808312509886
ENSG00000007908	-0.06181348113331576	-4.662109195766379	-8.676646337996397
ENSG00000007923	-1.7939030498231219	-1.268296203336953	-1.754093302704799
ENSG00000007933	-2.567327089807194	-1.058080327522062	-1.51040438231774
ENSG00000007944	-1.4787103894117921	-1.792021612510181	-1.5046180692174398
ENSG00000007952	-inf	-1.7237545662193383	-0.5202722865228939
ENSG00000007968	-inf	-inf	0.0
ENSG00000008018	-1.61241091077033	-1.4178647338347263	-1.74331388231814
ENSG00000008056	-3.1928167216291525	-3.621185802411061	-0.30512699094863016
ENSG00000008083	-1.5007680045242182	-1.390332911714401	-1.9150757845182484
ENSG00000008086	-1.7076743708567763	-0.8834590189720668	-2.7199406998389852
ENSG00000008118	-1.1668870556673563	-1.3760167811150226	-2.5620256554601375
ENSG00000008128	-2.0841917370905425	-1.1154655457114393	-1.7243750585631736
ENSG00000008130	-1.5423118823228477	-1.8624782477644601	-1.3896336868262242
ENSG00000008196	-inf	-inf	0.0
ENSG00000008197			
ENSG00000008226	-0.6960360039749974	-1.687782926942028	-3.7892515173086867
ENSG00000008256	-1.5009495187559847	-1.3784501404142917	-1.932100023499184
ENSG00000008277	-3.0140694001853494	-0.41828823078835364	-2.966899198089398
ENSG00000008282	-1.8925447997757445	-1.5104810025925766	-1.3971658861678808
ENSG00000008283	-1.709130454738007	-2.031615837901591	-1.1533673742726351
ENSG00000008294	-2.409731407363767	-0.7998532941269517	-2.074598812085546
ENSG00000008300	-1.6810450609673024	-1.0292293854835894	-2.335178229447383
ENSG00000008311	-1.5554734328707056	-1.4548953072594593	-1.7612054235836851
ENSG00000008323	-0.5813192889027412	-1.8960656171223171	-3.9891316907230414
ENSG00000008324	-2.242342692286385	-2.7750185040973987	-0.6380927590326256
ENSG00000008382	-1.4389805673411895	-1.6812830808390986	-1.6467130181237757
ENSG00000008394	-0.2943369731316346	-3.5093522118543063	-3.3698067722857856
ENSG00000008405	-2.039384825156438	-1.305256462006736	-1.506010946225501
ENSG00000008441	-1.8296963109756526	-2.1309045358562537	-1.0280823933040322
ENSG00000008513	-1.3095349915437418	-1.0625843547569724	-3.0858891792601426
ENSG00000008516	-0.27646480792679956	-3.773176178629435	-3.3040433627891406
ENSG00000008710	-1.4352351764333369	-1.3602992930304658	-2.054620452748099
ENSG00000008735	-2.1620457178338506	-1.7852078785847643	-1.0397059112316804
ENSG00000008838	-1.9532882059462873	-0.8183059390409679	-2.5173332091045904
ENSG00000008853	-1.3093716127886543	-1.3799065576945206	-2.2360974196923045
ENSG00000008869	-2.035861813867262	-2.1151582603915413	-0.9287383884898902
ENSG00000008952	-1.6706886207348473	-1.481762344303672	-1.6089121948989977
ENSG00000008988	-0.7820345573179552	-1.5887211492686066	-3.5397228980910356
ENSG00000009307	-2.104959548278406	-1.200550087377764	-1.588864925837403
ENSG00000009335	-1.9392658927529687	-1.1516492406114265	-1.7901572591671364
ENSG00000009413	-2.1165600186716396	-0.9677667938526865	-1.9539588367973235
ENSG00000009694	-0.7477716958948554	-1.7313896172190233	-3.274869890142222
ENSG00000009709	-1.2254361089157193	-1.5713218678876335	-2.084169519868659
ENSG00000009724	-1.6028880188299708	-1.317301510685058	-1.8916540837903475
ENSG00000009765	-inf	-inf	0.0
ENSG00000009780	-1.9173942292454285	-1.299756522572398	-1.6035203360445318
ENSG00000009790	-2.4941335158750166	-2.5810624764297745	-0.6095850383451741
ENSG00000009830	-2.8754536410838636	-0.4611322826660073	-2.8644549028932507
ENSG00000009844	-1.7987275036805117	-1.1415825785773444	-1.947250756957973
ENSG00000009950	-1.4157078229974995	-1.533840195434074	-1.8374427660945576
ENSG00000009954	-2.4205376026551235	-1.1063454564965631	-1.5197582303590291
ENSG00000010017	-2.070619260324221	-1.1796352073258	-1.6416955891216032
ENSG00000010072	-1.9352179305915187	-1.082239060688772	-1.9092928012174335
ENSG00000010165	-1.4478226182698704	-1.7790889894181388	-1.5476853686866192
ENSG00000010219	-0.7798003455488167	-1.2599701205562979	-inf
ENSG00000010244	-1.8679929227110328	-1.1552313140254784	-1.851773796335765
ENSG00000010256	-1.5223737261254158	-1.4876897224907184	-1.759726178187846
ENSG00000010270	-1.9242703538322146	-1.5395487364554474	-1.349112361573732
ENSG00000010278	-0.8256081055314342	-2.4826898546309963	-1.961029218126069
ENSG00000010292	-2.306584756767896	-0.5985659758476433	-2.8630050173956554
ENSG00000010295	-1.9937361577752084	-1.5234528714924005	-1.3181106881265612
ENSG00000010318	-1.6903459726052994	-3.774401457934296	-0.6964974469413682
ENSG00000010319	-1.570804161090027	-1.2628732783711074	-2.019368718484714
ENSG00000010322	-1.4578220364007797	-1.7103978288092758	-1.5977933785735585
ENSG00000010327	-2.068185063822449	-1.6705776898693736	-1.160320374627926
ENSG00000010361	-1.07769361358621	-2.009199994259242	-1.8478632037222142
ENSG00000010379	-2.7323084340061667	-2.17841423555849	-0.6697937160228663
ENSG00000010404	-2.0599153020143532	-0.9841532251479297	-1.973426295771512
ENSG00000010610	-2.468363667866611	-2.4965427748180002	-0.6391229220336964
ENSG00000010626	-2.0380921628123274	-0.4147229499390583	-7.298812274780965
ENSG00000010671	-1.4518420215634937	-1.4651668519248082	-1.8769856406323149
ENSG00000010704	-1.7282738646048925	-3.5923538642103563	-0.7006857779741645
ENSG00000010803	-1.2858729920582246	-1.410780414690318	-2.225873674466887
ENSG00000010810	-1.3581350107615768	-1.6971094294301772	-1.7297204828579025
ENSG00000010818	-1.8325096574167496	-1.5043424982722415	-1.4471963025973136
ENSG00000010932	-1.2271633326125864	-1.5478014614364006	-2.1152061100280606
ENSG00000011007	-2.727061553212754	-1.1272733780049908	-1.3540710546933457
ENSG00000011009	-1.9505413514360226	-1.5618587442330907	-1.3127011113014408
ENSG00000011021	-1.3673886782925595	-1.8056051472214492	-1.6155221680835663
ENSG00000011028	-1.1682425727936414	-2.103716139421033	-1.633171364112434
ENSG00000011052	-0.9184512752184498	-2.638856828025129	-1.6879486716865941
ENSG00000011083	-1.3930827825055634	-1.0343196536847155	-2.9323217463651012
ENSG00000011105	-1.2648238710400799	-2.1321696894176676	-1.491123989778031
ENSG00000011114	-2.218780392373931	-1.182955344554997	-1.5364662904947235
ENSG00000011132	-1.9341948504795263	-0.9334982575322424	-2.219299728160385
ENSG00000011143	-1.9982548619633471	-1.1054526368414177	-1.8112660150030973
ENSG00000011198	-2.3538705826231405	-1.01537935212277	-1.691143940498298
ENSG00000011243	-1.4978984048730666	-1.4303462018503406	-1.8630770067033302
ENSG00000011258	-1.8537648198464611	-1.0871341981754936	-1.9848728990501556
ENSG00000011260	-1.5636772839726625	-3.6130969913452846	-0.7859042618516378
ENSG00000011275	-2.191239946993738	-1.1943360264913039	-1.5393126822138938
ENSG00000011304	-1.4165369164966655	-1.4225297271145543	-1.9866052072044729
ENSG00000011332	-1.026510806655108	-2.1053575259253017	-1.8535512028049248
ENSG00000011347	-1.2623828975250886	-1.8852748487771804	-1.6782891745433703
ENSG00000011376	-2.5815176758685086	-0.8664684849009873	-1.8137678943470694
ENSG00000011405	-1.4776809757775986	-1.2288398610247195	-2.2224707857349157
ENSG00000011422	-0.374144772019425	-2.5903941873777465	-4.00237980037577
ENSG00000011426	-2.9950016739924754	-1.0985101198752725	-1.2948885224529953
ENSG00000011451	-1.4920775330375815	-1.4852965142382282	-1.799246400154155
ENSG00000011454	-1.9947312838905853	-1.2599539297148896	-1.5927972062440638
ENSG00000011465	-1.7429542425315743	-1.6490417374115305	-1.3868800925145375
ENSG00000011478	-2.022558824567799	-2.1752162317136987	-0.9092277155719081
ENSG00000011485	-1.836410327626336	-1.3869704522305069	-1.5665471725946893
ENSG00000011523	-1.6323167124857523	-0.9601064787620468	-2.613421016864829
ENSG00000011566	-2.0558666823700227	-1.0007364523107487	-1.9447983335574497
ENSG00000011590	-inf	-2.5120789338466882	-0.2780636113532676
ENSG00000011600	-0.8253261888021214	-1.9015416182642992	-2.5735681283366834
ENSG00000011638	-1.66302760306384	-1.6614636585835718	-1.4418070164534833
ENSG00000011677	-inf	-1.252023468695741	-0.7855243053903754
ENSG00000012048	-2.714540064332946	-1.571848133187581	-0.9678344075661904
ENSG00000012061	-1.5158760145748722	-0.9878838587160954	-2.7749806862626745
ENSG00000012124	-0.5945989119325291	-2.3883975204152468	-2.768301875052763
ENSG00000012171	-1.3203184056400148	-2.23528515962886	-1.3689453386614663
ENSG00000012174	-1.8535296367441234	-1.31507517702697	-1.637643873487465
ENSG00000012211	-1.4360649844197888	-1.2785200717802405	-2.196224820231283
ENSG00000012223	-0.908948953860066	-1.6743443882814637	-2.697887117338288
ENSG00000012232	-2.117043774469152	-1.5803239301748113	-1.200665899480543
ENSG00000012504	-inf	-0.8688596088367321	-1.1442638526217275
ENSG00000012660	-0.8560838962672923	-2.273275436663578	-2.0547508255205122
ENSG00000012779	-0.6265382333448313	-2.0949079693246797	-3.0808418476963175
ENSG00000012822	-2.1179967243011353	-0.8067889154549518	-2.336568816863606
ENSG00000012963	-1.9070633675542235	-1.4958343604343125	-1.4005315639868747
ENSG00000012983	-2.046501527538285	-0.9981676071407163	-1.958509403644926
ENSG00000013016	-2.1851542775594153	-0.9827407842171169	-1.8672587388271258
ENSG00000013275	-2.0511273691514935	-1.3733563730722644	-1.4238655083271643
ENSG00000013288	-1.1571828546356735	-2.196355509304831	-1.584567417201477
ENSG00000013293	-2.460088548291881	-0.6322724674270851	-2.5302790220337186
ENSG00000013297	-0.9359729377197098	-2.0389235392489535	-2.0956359537824403
ENSG00000013306	-1.909894451281707	-1.6972731145571476	-1.232702590383065
ENSG00000013364	-1.40793247967419	-1.7401455625794449	-1.6267842821038425
ENSG00000013374	-1.8305345387254188	-1.2271077710751233	-1.7776078436557512
ENSG00000013375	-2.1426459954032673	-1.04140970649975	-1.7974459012351125
ENSG00000013392	-0.8600492835287072	-1.6984139238326852	-2.826830617330204
ENSG00000013441	-1.425444749026374	-1.9366046314606573	-1.448253055805084
ENSG00000013503	-1.9965632683162824	-2.1612236755126366	-0.9273119173004707
ENSG00000013523	-2.6050546269959325	-1.5762366927682347	-0.999184108918451
ENSG00000013561	-2.4521058675805345	-0.9687840621851094	-1.7068898549483058
ENSG00000013563	-1.7932662618705504	-1.369768344834336	-1.6235828157263432
ENSG00000013583	-1.0654522645543283	-1.8033033913639522	-2.085225058695597
ENSG00000013588	-0.42700743732667945	-4.190550379858482	-2.3116495784297943
ENSG00000013619	-1.4292261922385066	-1.6873023169156494	-1.6521620407945812
ENSG00000013725	-1.772138705697976	-1.7720754062902324	-1.270770541555833
ENSG00000013810	-0.5681353049224168	-2.1783156494048947	-3.257342441744656
ENSG00000014123	-1.9035340167505224	-1.1730559952910897	-1.7897046876202756
ENSG00000014138	-1.5470907370655178	-1.5530423935193503	-1.6574000529785522
ENSG00000014164	-1.3311177612697427	-1.4445900400436629	-2.088388022266393
ENSG00000014216	-1.6412964644399293	-1.4530823696315536	-1.670283990341941
ENSG00000014257	-2.0525227267308908	-2.2048409733810064	-0.8835574334152975
ENSG00000014641	-1.5702010366508434	-1.4640847652194564	-1.7332524310245048
ENSG00000014824	-2.0118508099202335	-1.5164147660608642	-1.3129691847625662
ENSG00000014914	-1.608197385681113	-0.9060818399179951	-2.8535046185501582
ENSG00000014919	-2.1655267867441603	-0.9284312866929109	-1.990395309145373
ENSG00000015133	-1.654676749458468	-1.6024558324326945	-1.5019526964604284
ENSG00000015153	-1.96282676221929	-1.011679719051768	-2.01446341195206
ENSG00000015171	-2.1838960045557485	-1.411426624360235	-1.3076455387930022
ENSG00000015413	-3.948705912930316	-2.703409883340014	-0.3552980524903426
ENSG00000015475	-0.9566322579006319	-1.7851019919274538	-2.3615184320846145
ENSG00000015479	-1.462239795290236	-1.0060439746383307	-2.8451725302706388
ENSG00000015520	-1.2661247136368876	-inf	-0.7754042617224133
ENSG00000015532	-1.4692679285699226	-1.5906114769312767	-1.7046118108804769
ENSG00000015592	-3.3671134625216417	-0.8160325784416906	-1.5774153441432497
ENSG00000015676	-2.5195320460120896	-1.6719472696945594	-0.9664296561869931
ENSG00000016082			
ENSG00000016391	-2.6368627607361943	-1.0525719065323773	-1.4855410519574876
ENSG00000016402	-3.5071236229501905	-2.2358053434249934	-0.5151002470593865
ENSG00000016490	-inf	-inf	0.0
ENSG00000016602			
ENSG00000016864	-1.9874475436659664	-1.704907378154626	-1.1809060721694924
ENSG00000017260	-2.1462674070294385	-1.2321116310406908	-1.521142978209117
ENSG00000017373	-1.8254432206343876	-1.4951063592443112	-1.4615972816955474
ENSG00000017427	-2.1329147077078847	-1.7076817349065787	-1.1020576442734988
ENSG00000017483	-4.213660540104644	-2.5942531252144314	-0.3575173959233615
ENSG00000017621	-1.5593972892466907	-1.5430175281865224	-1.6549885587097062
ENSG00000017797	-2.369212213856516	-1.116991960698745	-1.5336826195488085
ENSG00000018189	-2.0791730327496993	-1.071005135683576	-1.799055198060221
ENSG00000018236	-2.302665150085709	-0.8797453633824964	-1.977961285883788
ENSG00000018280	-1.385257988732477	-3.0328998066948674	-1.014507559535535
ENSG00000018408	-1.508725674561932	-1.0283730864961558	-2.659122782475235
ENSG00000018510	-2.1390915400378234	-1.0008734540659996	-1.8715486093128242
ENSG00000018610	-1.2574057338883402	-3.893137957073579	-0.9590393547538809
ENSG00000018625	-1.6322496835280838	-1.6379619390789888	-1.489624794182304
ENSG00000018699	-1.7294635665027367	-1.522034854147358	-1.5135781548433234
ENSG00000018869	-inf	-0.2708662277815889	-2.546428711818055
ENSG00000019102	-0.2402087271039081	-2.972820853658023	-5.265346282650409
