ENSEMBL ID	Human_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)	Chimp_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)
ENSG00000011677	-1.6970707824372224	-1.1927113495314876	-1.976483823869771
ENSG00000012048	-1.94612076352841	-2.2137026484088866	-0.9298673800261745
ENSG00000012061	-1.9167139697058135	-0.8057822313657473	-2.6162502004190618
ENSG00000012124	-0.4957250014153708	-2.3373400257236154	-3.427867253303945
ENSG00000012171	-0.6395864132257466	-2.0036647642998546	-3.201081049037102
ENSG00000012174	-2.0374336887283877	-1.275714403386534	-1.5421105501631642
ENSG00000012211	-1.2325075833804053	-1.1287930389930665	-3.0938819815315926
ENSG00000012223	-0.35107871411898595	-3.6195002602155295	-2.8928180339884433
ENSG00000012232	-2.060327556339521	-1.4883721519751785	-1.308201672724122
ENSG00000012504	-0.5236645082388974	-1.7159726563825521	-inf
ENSG00000012660	-1.2570924296394648	-1.4641296548830456	-2.1899465393026087
ENSG00000012779	-1.9505714935389507	-0.9499985367950957	-2.160664136706107
ENSG00000012822	-1.9306495085598527	-1.0983237425158034	-1.8856058069151753
ENSG00000012963	-1.997504884647313	-1.3360581307145891	-1.5003574203789498
ENSG00000012983	-1.3124479971391927	-1.5918898894025202	-1.9125300942580903
ENSG00000013016	-2.113792082483362	-1.418250804868729	-1.340823030834976
ENSG00000013275	-1.7775553454975463	-1.5808969645978013	-1.4187016816095
ENSG00000013288	-1.2133420657716967	-2.004261873539035	-1.6462520100472051
ENSG00000013293	-1.937644385057669	-1.3647423045928	-1.5118803605868352
ENSG00000013297	-1.2039297454483069	-1.4466195013283247	-2.3289518797648134
ENSG00000013306	-1.3303186648289644	-1.3027317560398313	-2.3440130787347795
ENSG00000013364	-1.510180588873036	-1.9689687400026272	-1.3455748231118034
ENSG00000013374	-1.915472660132774	-1.562019268836931	-1.3355601009377298
ENSG00000013375	-1.6608130386084947	-1.4946730943175175	-1.6043760607322017
ENSG00000013392	-1.3635134650466216	-1.9374737526432744	-1.5133695231595887
ENSG00000013441	-1.4598274633845776	-1.8205779241036701	-1.5008062717599462
ENSG00000013503	-2.4040364312703133	-1.6629978563631949	-1.0136764617247085
ENSG00000013523	-1.7674023093847737	-1.3662289514074364	-1.6512736462695703
ENSG00000013561	-1.6996414531015338	-1.3785243448751952	-1.701222514442254
ENSG00000013563	-0.5004935227823839	-2.283339591544391	-3.5110592623505386
ENSG00000013583	-1.6085624255670057	-1.5376726808313785	-1.6098412487970504
ENSG00000013588	-2.7721220932024715	-0.4177298248498319	-3.2514090018535815
ENSG00000013619	-2.3792272739963223	-1.4620141877514259	-1.1687658635357605
ENSG00000013725	-0.7391292589104387	-3.2460236986173894	-1.7587845571216867
ENSG00000013810	-0.3139552575881035	-3.2939421210742723	-3.417225830398716
ENSG00000014123	-1.4204287578866641	-1.5475414279539623	-1.8144825834853222
ENSG00000014138	-1.5013315765267932	-1.2549950548880298	-2.134301093308179
ENSG00000014164	-1.825891187520019	-1.4871131462745057	-1.4691000715737716
ENSG00000014216	-1.8810848594345044	-1.5455552507992991	-1.3734891983057766
ENSG00000014257	-1.5098810009716321	-1.2212743523037572	-2.18471232216987
ENSG00000014641	-1.6730219270373372	-1.4625650635000176	-1.627909140602051
ENSG00000014824	-1.9708417399121154	-1.3191789951720783	-1.5389622143554003
ENSG00000014914	-1.1816379405103297	-1.3233689580175478	-2.6479322226459394
ENSG00000014919	-1.838572241605174	-1.310951983274215	-1.6558677156146748
ENSG00000015133	-1.8669931611043629	-2.784813131729972	-0.7840132804752855
ENSG00000015153	-1.9856388109245853	-1.5337055751151045	-1.3143383240276145
ENSG00000015171	-2.0298633809808484	-1.5621048135409652	-1.2637325005438733
ENSG00000015413	-inf	0.0	-inf
ENSG00000015475	-0.7770639494336002	-1.578896031950927	-3.6133633104561693
ENSG00000015479	-1.4559431583975455	-1.1011529134053446	-2.562009897425994
ENSG00000015520	-3.400085612763027	-inf	-0.14357463304644735
ENSG00000015532	-1.9432829834442895	-1.6924804391198254	-1.2156420298918653
ENSG00000015592	-1.558057277985308	-1.4267287798336354	-1.7937641439699399
ENSG00000015676	-2.2155935304967556	-1.3816088262946813	-1.3186443602164208
ENSG00000016082			
ENSG00000016391	-1.1021336287502357	-1.98539216142542	-1.828133578790028
ENSG00000016402	-1.5644101094867102	-2.3739436995950456	-1.0924431620951336
ENSG00000016490	-inf	-6.311882680327174	-0.018274953223582
ENSG00000016602	-0.5540925631061285	-1.6977079353300675	-6.554466664514264
ENSG00000016864	-1.5198260485732331	-1.4027309444265472	-1.8727126868223196
ENSG00000017260	-1.49003308703606	-1.3533037643543382	-1.9850683960201583
ENSG00000017373	-1.9266239349849175	-1.546215264358073	-1.3417241740026598
ENSG00000017427	-4.590275813081666	-1.9554627970694929	-0.5132373715150415
ENSG00000017483	-1.3170951346831057	-1.482854853339289	-2.0536275672114077
ENSG00000017621	-1.9624271513719442	-2.050638703478544	-0.9941648606781076
ENSG00000017797	-1.7712715442380158	-1.4886697430465705	-1.5116552582498828
ENSG00000018189	-1.785175802862692	-1.321859454874805	-1.6904030689917349
ENSG00000018236	-2.2936642164455456	-1.3911555771064135	-1.2695683207187873
ENSG00000018280	-1.6981719070547416	-1.0936362565379987	-2.1633015760492644
ENSG00000018408	-1.3343343480310883	-1.5842245696027997	-1.8893902243945349
ENSG00000018510	-1.6796031155994382	-1.5076673771423625	-1.5728138268733796
ENSG00000018610	-0.9246190827555818	-3.7483529961881543	-1.3263710033366034
