ENSEMBL ID	Human_Kidney_Relative_Gene_Expression_Difference(RPKM)	Chimp_Kidney_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Kidney_Relative_Gene_Expression_Difference(RPKM)
ENSG00000006007	-1.8182596624928926	-1.616564072745087	-1.3572486664649952
ENSG00000006015	-1.3961508016037756	-1.5773764302840252	-1.8111291926524116
ENSG00000006016	-0.8204091228287037	-1.2474080279907167	-6.320267522314349
ENSG00000006025	-1.2622606963803389	-1.6421481838188379	-1.9283430581249208
ENSG00000006042	-1.2913013345772777	-1.551298874817071	-1.998760116495859
ENSG00000006047	-0.7350666627886416	-4.615367895552369	-1.4803090599895643
ENSG00000006059	0.0	-inf	-inf
ENSG00000006062	-1.6929596052210603	-1.2324359555916122	-1.9153370384000519
ENSG00000006071	-1.0938746384723683	-2.579784241196141	-1.4570679979830383
ENSG00000006074	-1.2662617988622216	-0.7753067102658155	-inf
ENSG00000006075	-0.22181985823952197	-3.0238107868752424	-5.6757273308844685
ENSG00000006114	-2.2362487176081247	-1.6994214452499874	-1.059335662471692
ENSG00000006116	-inf	0.0	-inf
ENSG00000006118	-0.5445168045776495	-2.236123748263358	-3.291618157589484
ENSG00000006125	-1.7213197904157531	-1.2980560257280762	-1.7856014315834632
ENSG00000006128	-inf	-0.1331355325837821	-3.503854686382151
ENSG00000006194	-1.459258395046279	-2.0069829966271073	-1.3676308572503342
ENSG00000006210	-0.6027487693311189	-1.5500345817683172	-inf
ENSG00000006282	-1.125338768445398	-1.4819458050471839	-2.445362067634999
ENSG00000006283	-0.2627825662552445	-4.040409784282616	-3.2413043176616134
ENSG00000006327	-1.6082547311918252	-0.8051372470908881	-3.3262992726443024
ENSG00000006377	0.0	-inf	-inf
ENSG00000006432	-2.1348356302785967	-1.7667393823589648	-1.0636068580599987
ENSG00000006451	-1.105486912589258	-1.6072221871014318	-2.2721253261195096
ENSG00000006453	-1.220214482785467	-1.6090962056082807	-2.0411056411971056
ENSG00000006459	-1.4614448630978525	-1.5557931367740072	-1.7527809650176998
ENSG00000006468	-2.5735598154538244	-1.6304963270879658	-0.9741667859759663
ENSG00000006530	-1.9158699978780045	-1.1106482978099317	-1.878841142686199
ENSG00000006555	-3.168360436698676	-1.395647811101673	-0.9751290513707833
ENSG00000006576	-1.2891239653675977	-1.982230324401084	-1.5661761756138057
ENSG00000006606	-2.300555496933342	-inf	-0.3273210855190476
ENSG00000006607	-1.7421553165357373	-1.3826624061105433	-1.6548678328173878
ENSG00000006611	-1.88686620598946	-1.6472984528862051	-1.2850068972711362
ENSG00000006625	-1.637702434230133	-1.4290756895692327	-1.7024522035140566
ENSG00000006634	-0.8127283887214822	-1.6953280711981542	-3.0360952758180133
ENSG00000006638	-1.5590451579658315	-1.3706860214107726	-1.868188982958649
ENSG00000006652	-1.1675037355560318	-1.1357194291446515	-3.326246629030907
ENSG00000006695	-2.2183390399702843	-1.3773766418619455	-1.321231080638444
ENSG00000006704	-1.3705218844527862	-1.6276978397510717	-1.7876448310050672
ENSG00000006712	-1.3019875257569866	-1.4946504441248167	-2.0615042926889267
ENSG00000006715	-1.886441725228327	-1.0708012211212823	-1.9801010057576158
ENSG00000006740	-1.651825796563745	-1.9478422764338352	-1.2427745154991698
ENSG00000006744	-1.224483554996505	-1.5115153671236117	-2.175880933026979
ENSG00000006747	-0.9202422174693597	-2.0701004384623243	-2.0988961749399553
ENSG00000006757	-0.3950857213220829	-2.205496346932599	-5.458259747989751
ENSG00000006788	-1.6005383478821726	-inf	-0.5772371874863379
ENSG00000006831	-1.6791696000106449	-1.5584707252142216	-1.521900430199494
ENSG00000006837	-1.333995329389241	-1.390058764235844	-2.172782343387263
ENSG00000007001	-1.427348934882532	-0.673725979924945	-9.586239751495867
ENSG00000007038	-0.8163100673487562	-6.1265170584917445	-1.2591352708420742
ENSG00000007047	-1.3124436472098913	-1.6977577256988372	-1.7903752281496426
ENSG00000007062	-2.4317387137397524	-0.613454659817543	-2.6346128816671235
ENSG00000007080	-1.4653673060767578	-1.461849009938406	-1.8633932617843245
ENSG00000007168	-1.9769870057642183	-1.2819986836168171	-1.578823495900529
ENSG00000007171	-0.769071460327673	-1.7219435904787477	-3.1835733741372683
ENSG00000007174	-0.921841664751125	-1.9158949541900212	-2.2711984834920305
ENSG00000007202	-1.698005513746604	-1.4066069535237622	-1.6684537787760652
ENSG00000007216	-3.0864388635293247	-1.4560360974248379	-0.9495994850152057
ENSG00000007237	-1.7555815977973757	-1.021570006628974	-2.2428660662755697
ENSG00000007255	-0.5052825966573314	-inf	-1.7588791420882552
ENSG00000007264	-0.39874304143076356	-2.988604895793639	-3.1141611628074006
ENSG00000007312	-1.1466156739260713	-1.9972145559078098	-1.7474230860531823
ENSG00000007314	-0.6087780445402619	-2.3718919755923378	-2.726844488908037
ENSG00000007341	-1.9316734942418206	-1.5947521292685747	-1.2976227472714896
ENSG00000007350	-1.3034753092628693	-1.467133606807312	-2.100665216108721
ENSG00000007372	0.0	-inf	-inf
ENSG00000007376	-1.4691618656609702	-2.2127645256526747	-1.2409724262852713
ENSG00000007384	-1.4760965106066217	-1.3969090866094718	-1.9389949437569483
ENSG00000007392	-1.1326270489272385	-1.553501458994102	-2.2987911808918446
ENSG00000007402	-1.6192240050719342	-0.6174768515967121	-5.462460505902206
ENSG00000007516	-0.3964308421160986	-2.6528013620306288	-3.621426710809037
ENSG00000007520	-0.995301778914786	-2.1616224731199156	-1.8632085751037182
ENSG00000007541	-1.300518968335149	-2.4321518846148233	-1.2907764284259162
ENSG00000007545	-1.5437976296237164	-1.5576364502213664	-1.6560287138007463
ENSG00000007866	-1.6684070872987289	-1.214076624652334	-1.9751095267842567
ENSG00000007908	-3.02195094215886	-0.48193873103974993	-2.6360082999726244
ENSG00000007923	-1.7018680207583354	-1.3714537230830608	-1.7078752411559848
ENSG00000007933	-2.3748975851638283	-2.1495472006135024	-0.7813387930238127
ENSG00000007944	-1.7902393636403067	-1.7562708447737971	-1.2692910067193983
ENSG00000007952	-inf	-inf	0.0
ENSG00000007968	-0.2162264866193652	-3.7046013662436756	-4.000358789969853
ENSG00000008018	-1.5991595175200544	-1.3654226889263545	-1.8272048779767773
ENSG00000008056	-0.3844571188716686	-3.463481197689075	-2.8031057929213827
ENSG00000008083	-1.3076349587117473	-2.126507803302452	-1.4461249703402654
ENSG00000008086	-2.5905499430889356	-2.1830414013120305	-0.704238078717296
ENSG00000008118	-0.6071006310718994	-1.5416800217345281	-inf
ENSG00000008128	-1.5447147610360108	-1.615257001688844	-1.5958391574728674
ENSG00000008130	-2.4724543811179376	-1.9118316277351373	-0.8518840104315002
ENSG00000008196	-2.819605474854653	-1.2166374274564808	-1.2240936825823576
ENSG00000008197			
ENSG00000008226	-2.1931408701593336	-0.47581744475336585	-4.005413595648376
ENSG00000008256	-1.6052380317219506	-1.1867194510717671	-2.1076920387442417
ENSG00000008277	-1.2822416125611273	-0.901957792218182	-4.219368768595261
ENSG00000008282	-2.4533055033680937	-1.7986085024896896	-0.9160543776912438
ENSG00000008283	-1.708810871489396	-1.879433088334083	-1.243668752192597
ENSG00000008294	-1.366075534448492	-1.3015704882874053	-2.276691010962133
ENSG00000008300	-0.7207911923361576	-1.6271654107928208	-3.846598802191777
ENSG00000008311	-1.2553984205921171	-2.065950542878212	-1.5466954358290748
ENSG00000008323	-1.363906952995797	-1.3252537815312713	-2.235196479190157
ENSG00000008324	-1.8427869279551723	-1.9801493459941932	-1.0961792006031814
ENSG00000008382	-1.6432747575293811	-1.4992295644424143	-1.6164864192765747
ENSG00000008394	-1.834695351410346	-3.0149385893392777	-0.7467684216118844
ENSG00000008405	-1.7768122838525189	-1.229247523058086	-1.8281135259124597
ENSG00000008441	-1.1573383801346224	-2.091001753152264	-1.6577026981910779
ENSG00000008513	-1.0870007060331843	-1.8663135315055037	-1.9715008556961393
ENSG00000008516	-0.623652536217831	-2.2617402043560273	-2.8114318160022482
ENSG00000008710	-1.1692002998220923	-1.909134537762937	-1.7904591782579737
ENSG00000008735	-0.9162062623612496	-3.921029158214777	-1.3072769498263346
ENSG00000008838	-1.5317394187588957	-1.1798528240731407	-2.232814031332187
ENSG00000008853	-0.7679677543287966	-2.081814677994769	-2.5019429016834307
ENSG00000008869	-1.4443347048263622	-2.0708778332135513	-1.341815776527748
ENSG00000008952	-1.6853297801183147	-1.4430801314083352	-1.6380658861787267
ENSG00000008988	-0.6910327523412799	-1.6650742982462035	-3.9376218156795
ENSG00000009307	-1.859378622928819	-1.5228352130653324	-1.4096472802755124
ENSG00000009335	-1.611941624100951	-1.4522685158243211	-1.701830143767344
ENSG00000009413	-1.8466439391221734	-1.1046582220978487	-1.960446183050026
ENSG00000009694	-1.130969178172307	-0.9693146401311779	-4.937105475059655
ENSG00000009709	0.0	-inf	-inf
ENSG00000009724	-1.6111663727900243	-2.6606673576710436	-0.9587009588195644
ENSG00000009765	-2.996641506610238	-2.859169037465086	-0.44047652255067565
ENSG00000009780	-1.6229305963263485	-1.5649785850510594	-1.5677161227196568
ENSG00000009790	-1.6525720289184864	-1.2997174446008748	-1.8587154872675076
ENSG00000009830	-1.9099926565080885	-2.0220645306495415	-1.0359326373662183
ENSG00000009844	-1.8036846008710619	-1.4493518256566627	-1.5254466090132326
ENSG00000009950	-3.1683880020919615	-2.165171899208303	-0.5868069625462905
ENSG00000009954	-1.7963122259095576	-1.2444754421823898	-1.7857305581095118
ENSG00000010017	-1.527478147289096	-1.2887451109672305	-2.0361713474192626
ENSG00000010072	-1.8014567290255983	-1.5145438442033747	-1.4615289109731417
ENSG00000010165	-1.3768212481864055	-1.6121166141224978	-1.796783154156964
ENSG00000010219	-1.1747819718894141	-0.8464224050100375	-10.138605934835835
ENSG00000010244	-1.5010069811669218	-1.3813609190980138	-1.9277609621499103
ENSG00000010256	-1.7023677813180078	-1.7230689498390996	-1.3591387140413245
ENSG00000010270	-1.9868831476320064	-1.9131281910565092	-1.0522950814630072
ENSG00000010278	-1.2605001273082208	-1.230557782057922	-2.676243873979962
ENSG00000010292	-1.504084225205923	-1.0078779074212487	-2.7353417783789515
ENSG00000010295	-1.0715248044422823	-2.157117259716903	-1.7370601086003346
ENSG00000010318	-1.3750947864494725	-3.3055368867675856	-0.9620415367823986
ENSG00000010319	-1.871021810147144	-1.4473252920548123	-1.4742533311131665
ENSG00000010322	-1.4114493637027283	-1.8600310447455957	-1.5203728110797343
ENSG00000010327	-1.5996690185698967	-1.5747723439323622	-1.580563629006121
ENSG00000010361	-1.5578795692037135	-1.7429167840216626	-1.4675930908083032
ENSG00000010379	-1.2819499237925736	-2.1653606298087738	-1.4507377739980973
ENSG00000010404	-1.7872859933088046	-1.6700193835049273	-1.3363026060509013
ENSG00000010610	-1.901906162685388	-0.9482100094002314	-2.223405317477697
ENSG00000010626	-1.3186298450618248	-0.7653683532765849	-6.5353193189127134
ENSG00000010671	-0.9542713339993758	-1.4580343065134178	-3.0599872417892784
ENSG00000010704	-1.9293405401410932	-1.9564753134206003	-1.0595139794039645
ENSG00000010803	-1.6675831439227127	-1.6938160988701383	-1.4107674786744424
ENSG00000010810	-0.9071642783810675	-1.7192924721889444	-2.6164348657335585
ENSG00000010818	-1.6142129687142148	-1.202572858352771	-2.0657797780781126
ENSG00000010932	-2.1226010496235634	-2.1694438994899916	-0.8675649594107384
ENSG00000011007	-2.1026173713115206	-1.3750691664242332	-1.3897522661710362
ENSG00000011009	-2.2357467605029018	-1.3319575554235163	-1.3567541178026128
ENSG00000011021	-1.5417854799570276	-1.8837800097718023	-1.3749462651458497
ENSG00000011028	-1.6319059888255776	-1.3334408422040347	-1.8338364897852293
ENSG00000011052	-0.950191337400866	-2.8736707265097254	-1.5311683022149754
ENSG00000011083	-2.541851450241983	-3.5685466823356395	-0.4266432617379972
ENSG00000011105	-1.3985913569496786	-1.9714892449091377	-1.451224018165018
ENSG00000011114	-2.065915477976434	-1.4424133236232615	-1.346613445702683
ENSG00000011132	-2.2130528534286635	-1.4373525025432403	-1.2685446527027129
ENSG00000011143	-1.8994395154999753	-1.401940070886748	-1.5000848346117996
ENSG00000011198	-2.032972630218349	-0.8895292914651253	-2.211840749042744
ENSG00000011243	-1.3453499727208644	-1.7321976574964255	-1.710999463328725
ENSG00000011258	-1.7179280175122156	-1.7293946913108704	-1.3421348536810744
ENSG00000011260	-1.1113130676433733	-2.8082791773400038	-1.3424083113023386
ENSG00000011275	-1.9303867350040977	-1.2856195325273034	-1.6106686653706859
ENSG00000011304	-1.5994656671858147	-1.3429157441159199	-1.85842222457831
ENSG00000011332	-inf	-0.17255840374231587	-3.1490290600016313
ENSG00000011347	-0.3560954543992379	-3.2202479138108955	-3.165899483233822
ENSG00000011376	-1.6709216836263199	-1.3775708600478047	-1.7317760065290184
ENSG00000011405	-1.5785112698649373	-1.3753987270797396	-1.8379105676855432
ENSG00000011422	-1.2618827510687285	-0.9021452870639838	-4.383525474965293
ENSG00000011426	-0.5055480487818206	-2.0765530675223616	-4.0947518399905265
ENSG00000011451	-1.3580565657193806	-1.8115765793082421	-1.6214301659725552
ENSG00000011454	-1.7086668748404252	-1.4967019757176865	-1.5576889170826942
ENSG00000011465	-2.1034558864462154	-0.8178078240778052	-2.321953101885719
ENSG00000011478	-1.3452262514936209	-1.5984578305050878	-1.8563299368084807
ENSG00000011485	-1.5126200606665177	-1.8090061360059808	-1.4574412543815451
ENSG00000011523	-1.498644266837533	-1.4162526624337548	-1.8813482519373363
ENSG00000011566	-2.4776460979761286	-1.467923378827625	-1.1235576990204446
ENSG00000011590	-2.2464820298986212	-1.2143104983513477	-1.4808259324058444
ENSG00000011600	-1.1002891771974346	-1.2561676621435618	-3.1212678500138282
ENSG00000011638	-1.0034113612986126	-1.4766571247687954	-2.817455565387361
ENSG00000011677	0.0	-inf	-inf
ENSG00000012048	-1.2399776155443187	-2.360113749325693	-1.3889410088999425
ENSG00000012061	-1.4386661223064923	-1.245868016964905	-2.255407330592415
ENSG00000012124	-0.06507385354703003	-4.922439172064265	-6.489713280388395
ENSG00000012171	-2.0014425444461654	-2.1681476329136182	-0.9220633473512773
ENSG00000012174	-1.4662167506838617	-1.6956742544200758	-1.6022649751873796
ENSG00000012211	-1.2370791611410867	-1.663698333273274	-1.942638023199608
ENSG00000012223	-6.391976253272133	-0.021422107597533564	-8.464269688557566
ENSG00000012232	-2.026942186832341	-1.5722997480986585	-1.2572056812768373
ENSG00000012504	-1.3944476192371051	-1.3891990662300528	-2.0719791708310833
ENSG00000012660	-1.2269874633773268	-1.4012487337697959	-2.3644583069051675
ENSG00000012779	-0.6134441541206908	-1.874632078760221	-3.762796199971464
ENSG00000012822	-1.2795305060335742	-1.5005295414296627	-2.091437204551847
ENSG00000012963	-1.7164712420647645	-1.5800848920607575	-1.4689476874834002
ENSG00000012983	-1.6041152073727687	-1.2642907645752917	-1.972796887373916
ENSG00000013016	-1.82261440627153	-1.4644316980244383	-1.4944604375838764
ENSG00000013275	-1.6842310738039865	-1.4658754380437726	-1.6134517467631384
ENSG00000013288	-1.3442441941428651	-1.7000608744353352	-1.744841992597654
ENSG00000013293	-1.2633852519347053	-0.903126864849481	-4.3596936175830985
ENSG00000013297	-2.6878618799077887	-0.42889767650189986	-3.2936763331153345
ENSG00000013306	-1.3804895459207747	-1.2824721389743943	-2.287563888329043
ENSG00000013364	-1.6903387028160854	-1.2623635260132111	-1.871519924564429
ENSG00000013374	-1.6810644574152669	-1.3658470417422064	-1.7362877924939581
ENSG00000013375	-2.2479052690006993	-1.1030224061065785	-1.6262448576775592
ENSG00000013392	-0.7703734410508449	-1.9658970576351413	-2.6642486735952136
ENSG00000013441	-1.5529020648849685	-1.6441183452192583	-1.5596458113404272
ENSG00000013503	-1.692936769718761	-2.0057927268442457	-1.178844554755423
ENSG00000013523	-1.7337592419234853	-1.7111867190353132	-1.344011618443971
ENSG00000013561	-1.731570819184726	-1.1591265680083245	-1.9937089348354056
ENSG00000013563	-0.9710559710508717	-1.9443790699483798	-2.1200378212864863
ENSG00000013583	-1.3918462335004094	-1.8302322894228675	-1.5661695100479305
ENSG00000013588	-0.8751884641079493	-3.0263192931821297	-1.59040996317829
ENSG00000013619	-1.9035072457548974	-0.9640019993203786	-2.1839373170223033
ENSG00000013725	-2.2230402290420277	-1.7604396953140196	-1.0272271049529484
ENSG00000013810	-0.42282791869831177	-2.2456131882195582	-4.533669733180824
ENSG00000014123	-1.5338719399711982	-1.4766320150925014	-1.759629248767469
ENSG00000014138	-0.8056150266230001	-1.5706721264745218	-3.4543423327320584
ENSG00000014164	-1.3344858772011408	-1.9114631597830325	-1.5664258927168404
ENSG00000014216	-1.5656684484838927	-1.489043387580926	-1.7087257431171003
ENSG00000014257	-1.769531624519963	-1.2844965107501807	-1.755444077946473
ENSG00000014641	-2.3019727953956357	-1.6161167133478531	-1.0861947808568768
ENSG00000014824	-1.7551673409692654	-1.199805754997586	-1.897396799730508
ENSG00000014914	-1.4625680543217874	-0.7368963119842514	-4.751484090285317
ENSG00000014919	-2.1028445178498654	-1.387291043216758	-1.3773722141198221
ENSG00000015133	-2.247882116751403	-1.8465170975780039	-0.967464052352866
ENSG00000015153	-1.301975113268829	-1.4964565983992832	-2.0588539783105997
ENSG00000015171	-1.8865039083907276	-1.6466166221060525	-1.2857763924247727
ENSG00000015413	-2.4526764603992643	-2.615775706274672	-0.6122321477097721
ENSG00000015475	-1.9588172307540777	-1.6106081372164562	-1.2677726651380703
ENSG00000015479	-1.271560320756496	-1.195427681080287	-2.745343375902307
ENSG00000015520	-0.48635150107103636	-5.786480206944387	-1.899401475481649
ENSG00000015532	-1.3530097724276282	-1.713992818675815	-1.7192326722437303
ENSG00000015592	-0.06465144720788214	-4.512144905911949	-inf
ENSG00000015676	-1.6784651748644965	-1.6884455570839318	-1.4061237086040825
ENSG00000016082	-inf	0.0	-inf
ENSG00000016391	-3.1127378374576957	-2.305702050168784	-0.5518729629649108
ENSG00000016402	-5.443676693922064	-3.2846184407277264	-0.19362918924592049
ENSG00000016490	-0.023103315754953422	-5.976058884907263	-inf
ENSG00000016602	0.0	-inf	-inf
ENSG00000016864	-1.4271186644265175	-1.7373190736099748	-1.6073500300677033
ENSG00000017260	-1.787172524353327	-1.1579292974731532	-1.9317812909566627
ENSG00000017373	-0.4842464156668119	-3.0538848817588815	-2.6019800307829386
ENSG00000017427	-2.840168023384323	-1.614730478400649	-0.9055492505415372
ENSG00000017483	-0.986491980712746	-1.597323326316297	-2.6011513096942904
ENSG00000017621	-1.5225265038471592	-2.311198114990447	-1.1506215089114047
ENSG00000017797	-1.6984805184181626	-1.387274423109398	-1.6915076543985144
ENSG00000018189	-1.819052858280369	-1.703432208329988	-1.2879297583135705
ENSG00000018236	-1.7977516457961826	-0.724317430245054	-3.223048169895303
ENSG00000018280	-2.41804227062035	-1.7087746490705822	-0.9800268136164135
ENSG00000018408	-1.759091660992135	-1.3726830425544827	-1.6511172768002016
