ENSEMBL ID	Human_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)	Chimp_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)
ENSG00000005175	0.34773535986911364	0.34976787173440027	0.30249676839648615
ENSG00000005187	0.17069250818120782	0.3946627088077695	0.4346447830110228
ENSG00000005189	0.38454691959861886	0.42638176553773927	0.1890713148636418
ENSG00000005194	0.4120427374109225	0.32006056007294215	0.2678967025161354
ENSG00000005206	0.24571510013342274	0.2488542038195181	0.5054306960470594
ENSG00000005238	0.297192793048735	0.3443589521173432	0.3584482548339219
ENSG00000005243	0.21089827785050705	0.2341642420223113	0.5549374801271817
ENSG00000005249	0.341750546397265	0.38845385945577393	0.2697955941469612
ENSG00000005302	0.373800049460613	0.3923138966777114	0.2338860538616756
ENSG00000005339	0.3180272195947559	0.34690258378953465	0.3350701966157094
ENSG00000005379	0.38810263690969454	0.31459416756529707	0.2973031955250085
ENSG00000005381	0.3617411373948098	0.6178747340943506	0.02038412851083961
ENSG00000005421	0.7878920534501687	0.12527639087748424	0.08683155567234717
ENSG00000005436	0.46823432920844443	0.4151770572528277	0.11658861353872778
ENSG00000005448	0.3052371159653908	0.2935016605891068	0.40126122344550236
ENSG00000005469	0.46723519488525805	0.40047127372175806	0.13229353139298392
ENSG00000005471	0.3201242842244353	0.34824887519272213	0.33162684058284253
ENSG00000005483	0.3046363186358329	0.3844026028604587	0.3109610785037085
ENSG00000005486	0.43202157831209315	0.2980309234836312	0.2699474982042757
ENSG00000005513	0.2757071308716478	0.324987054242723	0.39930581488562916
ENSG00000005700	0.38899721654251773	0.3755654896134431	0.2354372938440391
ENSG00000005810	0.32780192130988356	0.353891120136875	0.3183069585532415
ENSG00000005812	0.305262788892947	0.3494361583807453	0.34530105272630773
ENSG00000005844	0.15217033060501406	0.6360350023981438	0.2117946669968421
ENSG00000005882	0.3318115807721723	0.3143432385483715	0.3538451806794561
ENSG00000005884	0.3865392052580632	0.3757773698988904	0.23768342484304647
ENSG00000005889	0.3032554939839371	0.3978715754583403	0.2988729305577227
ENSG00000005893	0.35694430758815954	0.4036817513854822	0.23937394102635823
ENSG00000005955	0.3414994408132651	0.37290681672068793	0.28559374246604696
ENSG00000005961	0.24492485368663067	0.6051864301159682	0.14988871619740127
ENSG00000005981	0.4988993522913082	0.5011006477086918	0.0
ENSG00000006007	0.35179155265675044	0.3493239392495176	0.298884508093732
ENSG00000006015	0.3132834461757421	0.23729602639788297	0.4494205274263749
ENSG00000006016	0.46181641288334846	0.5133792591395832	0.024804327977068323
ENSG00000006025	0.31275458777118775	0.34040263039217933	0.34684278183663286
ENSG00000006042	0.3522429418778468	0.4742613692019076	0.17349568892024558
ENSG00000006047	0.7948252531197112	0.15544136152458604	0.04973338535570295
ENSG00000006059			
ENSG00000006062	0.255467790586069	0.26142956037492543	0.48310264903900557
ENSG00000006071	0.3711821559945282	0.2572863649314465	0.37153147907402523
ENSG00000006074			
ENSG00000006075	0.6342246804915306	0.2883121055373601	0.07746321397110927
ENSG00000006114	0.30801939231392444	0.3886073869903054	0.30337322069577
ENSG00000006116	0.40380819715112876	0.3092243619008854	0.2869674409479858
ENSG00000006118	0.35516976268306816	0.22355308361825602	0.42127715369867574
ENSG00000006125	0.3610126866878472	0.3933308559688404	0.2456564573433124
ENSG00000006128	0.4230910907402601	0.23217740384206936	0.3447315054176706
ENSG00000006194	0.37124248696962137	0.2739364487388144	0.3548210642915642
ENSG00000006210	0.5634820563919416	0.4365179436080584	0.0
ENSG00000006282	0.47328410385869996	0.39161869249239956	0.1350972036489005
ENSG00000006283	0.3322084525188436	0.2606685802534293	0.4071229672277272
ENSG00000006327	0.3638008188853142	0.5016502398716958	0.13454894124299008
ENSG00000006377	0.2680289064782691	0.3396892827443932	0.39228181077733776
ENSG00000006432	0.33039505283645554	0.31723328355048835	0.3523716636130561
ENSG00000006451	0.35966033295523725	0.37715052316524517	0.26318914387951753
ENSG00000006453	0.414464970900532	0.4896435157505442	0.09589151334892368
ENSG00000006459	0.2599719834265043	0.28886450536906894	0.4511635112044267
ENSG00000006468	0.3143965371707777	0.36601647072380744	0.3195869921054148
ENSG00000006530	0.3186982560363513	0.4330662180741943	0.24823552588945438
ENSG00000006555	0.13676963281784899	0.009853017849623431	0.8533773493325276
ENSG00000006576	0.3190644088890328	0.4554912159069553	0.225444375204012
ENSG00000006606	0.19809513224624112	0.0	0.8019048677537588
ENSG00000006607	0.318146909576216	0.2928466025859813	0.3890064878378028
ENSG00000006611	0.1772194744234648	0.6870066408507232	0.13577388472581206
ENSG00000006625	0.5352214895493198	0.21383347686010232	0.25094503359057785
ENSG00000006634	0.31511321157615474	0.266255380987634	0.4186314074362113
ENSG00000006638	0.8025327502997198	0.10184503621967077	0.09562221348060937
ENSG00000006652	0.44168518736659	0.31838117662053944	0.23993363601287068
ENSG00000006695	0.25764003570383087	0.35574317976152564	0.3866167845346435
ENSG00000006704	0.3131636167966772	0.32964823002051474	0.3571881531828081
ENSG00000006712	0.4219624039360121	0.2713307628774196	0.30670683318656833
ENSG00000006715	0.2998872651341932	0.523730413560257	0.17638232130554982
ENSG00000006740	0.30814762283636693	0.2654340848343066	0.4264182923293264
ENSG00000006744	0.5337354163606434	0.24674841377598336	0.21951616986337333
ENSG00000006747	0.22353389201112106	0.08378992709908792	0.6926761808897911
ENSG00000006757	0.7217336138677414	0.17625268207516295	0.10201370405709573
ENSG00000006788	0.16096514530797723	0.22848745731652878	0.610547397375494
ENSG00000006831	0.3026760401170296	0.45575382942673126	0.24157013045623918
ENSG00000006837	0.41406247900251353	0.3586158527458973	0.2273216682515891
ENSG00000007001	0.9107851175200616	0.08921488247993842	0.0
ENSG00000007038	0.0540936865623568	0.09179356500035529	0.8541127484372879
ENSG00000007047	0.3246589756903117	0.3382431533665142	0.337097870943174
ENSG00000007062	0.31272331323062913	0.4023284781548207	0.28494820861455017
ENSG00000007080	0.3297937846231936	0.28604962233025666	0.3841565930465498
ENSG00000007168	0.2952767022802632	0.4249784770173251	0.27974482070241163
ENSG00000007171	0.7578956305790141	0.22982738420698204	0.012276985214003833
ENSG00000007174	0.3273857422335928	0.25394521252565844	0.41866904524074866
ENSG00000007202	0.3468270108132256	0.350366104185748	0.30280688500102637
ENSG00000007216	0.13365756606911108	0.5455095842891172	0.32083284964177156
ENSG00000007237	0.3155529086753679	0.37448996156107817	0.30995712976355394
ENSG00000007255	0.5617359751034913	0.0	0.4382640248965089
ENSG00000007264	0.4274141668596304	0.20556024133078854	0.3670255918095811
ENSG00000007312	0.438115836530736	0.561884163469264	0.0
ENSG00000007314	0.6154122002882211	0.0	0.3845877997117789
ENSG00000007341	0.27693022822695607	0.3645688472200478	0.3585009245529963
ENSG00000007350	0.08487572203232462	0.07298279506037107	0.8421414829073044
ENSG00000007372	0.3012802984659591	0.37889045949133077	0.3198292420427101
ENSG00000007376	0.31366311130497515	0.2849915086840889	0.4013453800109359
ENSG00000007384	0.3231155248312075	0.366848497845317	0.31003597732347565
ENSG00000007392	0.34493535974394957	0.3154731778464133	0.339591462409637
ENSG00000007402	0.2844855194505156	0.34401847507555705	0.3714960054739273
ENSG00000007516	0.5233541067476877	0.14285891909671744	0.3337869741555948
ENSG00000007520	0.4322367739250885	0.2527560064478936	0.3150072196270179
ENSG00000007541	0.479329989825083	0.2774628069236282	0.24320720325128886
ENSG00000007545	0.29856612729740334	0.3662368514316808	0.33519702127091594
ENSG00000007866	0.37477291119960304	0.4550335105450119	0.17019357825538506
ENSG00000007908	0.7816957946011742	0.18113940633255957	0.03716479906626628
ENSG00000007923	0.3446353034489542	0.351276845376255	0.3040878511747908
ENSG00000007933	0.2713963133168396	0.012741710186105325	0.7158619764970551
ENSG00000007944	0.44031446737851204	0.24121385826412522	0.31847167435736284
ENSG00000007952	0.6574735235072788	0.3425264764927212	0.0
ENSG00000007968	1.0	0.0	0.0
ENSG00000008018	0.28480173105568246	0.28429692527387446	0.4309013436704431
ENSG00000008056	0.3909333527046935	0.2383548239813075	0.3707118233139991
ENSG00000008083	0.28202124316132976	0.35873221729262567	0.35924653954604463
ENSG00000008086	0.3432058689808035	0.37213388486822463	0.2846602461509719
ENSG00000008118	0.37016161580733487	0.4581273860014239	0.1717109981912412
ENSG00000008128	0.2709199829315213	0.2897139718410453	0.4393660452274334
ENSG00000008130	0.25059286899840705	0.2584086740898001	0.49099845691179284
ENSG00000008196	0.509945164319346	0.18909416923335418	0.3009606664472998
ENSG00000008197	0.4809840128937215	0.19162348157674294	0.32739250552953547
ENSG00000008226	0.18201330769529628	0.7417186875401975	0.07626800476450624
ENSG00000008256	0.31367495825250163	0.32103787075002643	0.365287170997472
ENSG00000008277	0.3259893184179412	0.3778275950982211	0.2961830864838377
ENSG00000008282	0.29243560933517504	0.3993032401916505	0.30826115047317454
ENSG00000008283	0.38951056463333317	0.3040437671341342	0.30644566823253266
ENSG00000008294	0.3277194094113989	0.3780135736086587	0.29426701697994234
ENSG00000008300	0.28739019042077907	0.36176449002774497	0.350845319551476
ENSG00000008311	0.3949835252106553	0.4072356721203486	0.1977808026689961
ENSG00000008323	0.0	0.0	1.0
ENSG00000008324	0.3325635305130564	0.1863011475052405	0.4811353219817031
ENSG00000008382	0.3218568132360821	0.3232206086585672	0.35492257810535066
ENSG00000008394	0.6250311055894209	0.09233277174303742	0.28263612266754157
ENSG00000008405	0.3122020987212392	0.4047453257907893	0.2830525754879715
ENSG00000008441	0.35840777882605435	0.2775678207188995	0.36402440045504614
ENSG00000008513	0.2417347291471472	0.34936207724591045	0.40890319360694244
ENSG00000008516	0.5045930252923241	0.40342351641996527	0.09198345828771069
ENSG00000008710	0.4100563294937845	0.33530092261142297	0.2546427478947926
ENSG00000008735	0.33879851355723734	0.2841738428159823	0.37702764362678043
ENSG00000008838	0.3039395783735645	0.4067316675300787	0.28932875409635683
ENSG00000008853	0.4487625031022669	0.2758522826473897	0.2753852142503435
ENSG00000008869	0.348539793295201	0.3102234800331456	0.3412367266716534
ENSG00000008952	0.35569533990636404	0.34234366417156653	0.3019609959220694
ENSG00000008988	0.4601789709260433	0.4243818690712024	0.11543916000275427
ENSG00000009307	0.33570789488009367	0.38618511978938896	0.2781069853305173
ENSG00000009335	0.32741189291508876	0.3803705023717477	0.29221760471316366
ENSG00000009413	0.370133721661504	0.440582538259773	0.189283740078723
ENSG00000009694	0.3441509365431449	0.3490544967913951	0.3067945666654599
ENSG00000009709	0.23819668077581366	0.7618033192241863	0.0
ENSG00000009724	0.2612492308821971	0.4087879280177831	0.32996284110001983
ENSG00000009765	0.0	0.0	1.0
ENSG00000009780	0.3762621471310292	0.3539414622286854	0.2697963906402854
ENSG00000009790	0.21841014873176479	0.4670447357853147	0.3145451154829205
ENSG00000009830	0.3435370086666488	0.318672435927916	0.33779055540543523
ENSG00000009844	0.36251443026888597	0.36880775068250293	0.26867781904861116
ENSG00000009950	0.4955870696288629	0.33392617326550567	0.1704867571056313
ENSG00000009954	0.26387944669656105	0.4498987923565796	0.2862217609468593
ENSG00000010017	0.37311462804098766	0.36844196075306346	0.25844341120594894
ENSG00000010072	0.44678873425190135	0.2523148333944757	0.30089643235362307
ENSG00000010165	0.467921590431225	0.30140142305426876	0.23067698651450635
ENSG00000010219	0.42138909091318305	0.45635344749239415	0.12225746159442276
ENSG00000010244	0.3664013101789999	0.38035902308290537	0.2532396667380947
ENSG00000010256	0.30300256800565645	0.29718171493023887	0.3998157170641048
ENSG00000010270	0.32106824578528165	0.3857789296958541	0.2931528245188643
ENSG00000010278	0.32998874708090353	0.38633048406184645	0.28368076885724997
ENSG00000010292	0.2146704677227333	0.6092894494913792	0.17604008278588743
ENSG00000010295	0.2820390180756956	0.2826329109837728	0.4353280709405316
ENSG00000010318	0.4391536653045638	0.08298428571685369	0.47786204897858253
ENSG00000010319	0.4268568761407879	0.3749041705887634	0.1982389532704487
ENSG00000010322	0.34458462031237796	0.26342154580915605	0.391993833878466
ENSG00000010327	0.22478148530155403	0.3704619402350184	0.4047565744634276
ENSG00000010361	0.31986442632105844	0.24068991252563882	0.4394456611533027
ENSG00000010379	0.3557348362874065	0.31889623880133794	0.3253689249112556
ENSG00000010404	0.35383236502995924	0.4100673114626281	0.23610032350741278
ENSG00000010610	0.2621945360173197	0.3217696809656383	0.4160357830170419
ENSG00000010626	0.3281591927670662	0.6028771279153475	0.06896367931758624
ENSG00000010671	0.2353850162431034	0.4999694302943521	0.2646455534625446
ENSG00000010704	0.23797842013727985	0.26254137412200296	0.4994802057407172
ENSG00000010803	0.3751341458960596	0.33022230766152133	0.29464354644241914
ENSG00000010810	0.3816634708659136	0.31187683771115293	0.3064596914229335
ENSG00000010818	0.3550412646719133	0.3337370606538594	0.31122167467422734
ENSG00000010932	0.1340225660203376	0.3494373436472768	0.5165400903323856
ENSG00000011007	0.3119846762372797	0.3669549613966914	0.32106036236602886
ENSG00000011009	0.23009270715134197	0.30679270215177545	0.4631145906968826
ENSG00000011021	0.3627951288844765	0.3599931084317545	0.27721176268376885
ENSG00000011028	0.2978760355610697	0.25599563450731583	0.44612832993161444
ENSG00000011052	0.37265806218564157	0.17150140755037058	0.4558405302639878
ENSG00000011083	0.3513981928058253	0.2467737076619084	0.40182809953226634
ENSG00000011105	0.3818824108341808	0.20601744200420397	0.41210014716161525
ENSG00000011114	0.331529244723328	0.4005963557634752	0.26787439951319675
ENSG00000011132	0.25663131110382914	0.42256329501898365	0.3208053938771873
ENSG00000011143	0.1800620454812283	0.43421460814784246	0.3857233463709292
ENSG00000011198	0.3056623778745912	0.43958733809278344	0.25475028403262545
ENSG00000011243	0.3023055432668763	0.3319939695753927	0.36570048715773107
ENSG00000011258	0.24847227072777883	0.4273086038756957	0.32421912539652553
ENSG00000011260	0.4687732685053899	0.10243231145594459	0.4287944200386655
ENSG00000011275	0.3139245159372898	0.42613356170868233	0.25994192235402785
ENSG00000011304	0.3376885118443668	0.4264673540181635	0.2358441341374696
ENSG00000011332	0.3240502025995847	0.3665489109007712	0.3094008864996441
ENSG00000011347	0.35797696864809286	0.2883579628868091	0.3536650684650981
ENSG00000011376	0.3751690405131573	0.40698857845532194	0.21784238103152068
ENSG00000011405	0.38521505883225177	0.4285491856595738	0.18623575550817453
ENSG00000011422	0.522472466242715	0.2087642400665861	0.26876329369069896
ENSG00000011426	0.31108927612162107	0.44905461666110696	0.23985610721727205
ENSG00000011451	0.36003331918534437	0.30859324179583075	0.3313734390188247
ENSG00000011454	0.33486566357640374	0.3885966753120471	0.27653766111154915
ENSG00000011465	0.39271852998350554	0.353117083525028	0.25416438649146644
ENSG00000011478	0.4564589379935817	0.25817042808053625	0.28537063392588197
ENSG00000011485	0.3523716984606885	0.33588198675547504	0.31174631478383646
ENSG00000011523	0.4015391656034727	0.3743524067310082	0.22410842766551903
ENSG00000011566	0.28853334871260533	0.40376137249152017	0.3077052787958745
ENSG00000011590	0.041276344713750274	0.07984992650990506	0.8788737287763447
ENSG00000011600	0.18381453065020384	0.5549102765355881	0.2612751928142081
ENSG00000011638	0.526497627113273	0.2994012945224183	0.17410107836430871
ENSG00000011677	0.3775348931816273	0.3464297537401724	0.2760353530782004
ENSG00000012048	0.34411961366732396	0.2789180325140896	0.37696235381858634
ENSG00000012061	0.3027488560168211	0.5457942343161414	0.1514569096670375
ENSG00000012124	0.43845594877366534	0.35403240097034533	0.20751165025598928
ENSG00000012171	0.4282439725692544	0.3890353822854229	0.18272064514532269
ENSG00000012174	0.3898787260661844	0.39954001901462594	0.21058125491918975
ENSG00000012211	0.38097288092320175	0.32670801983158704	0.29231909924521116
ENSG00000012223	0.8699343416644968	0.09127411957051627	0.038791538764986915
ENSG00000012232	0.35171813539803537	0.35228263350101885	0.2959992311009458
ENSG00000012504	0.0	1.0	0.0
ENSG00000012660	0.32130396056496385	0.43471944702005805	0.2439765924149781
ENSG00000012779	0.2971591247283003	0.4953274258802786	0.20751344939142108
ENSG00000012822	0.30750971274954	0.42173603205916044	0.2707542551912997
ENSG00000012963	0.29257254683033057	0.4044242828684749	0.3030031703011945
ENSG00000012983	0.3683985919107198	0.43550814283939676	0.1960932652498835
ENSG00000013016	0.3730585263766565	0.3243733614197051	0.3025681122036386
ENSG00000013275	0.33771757842798344	0.33160470163743844	0.3306777199345782
ENSG00000013288	0.496018701255599	0.210853173455301	0.29312812528910004
ENSG00000013293	0.28547634275917105	0.3996356270592436	0.31488803018158534
ENSG00000013297	0.27843278887280243	0.37675275585395496	0.3448144552732426
ENSG00000013306	0.3527681584599722	0.38286028489478874	0.2643715566452391
ENSG00000013364	0.2792029840272049	0.22999005199837247	0.4908069639744226
ENSG00000013374	0.27586854912490244	0.3965645547783378	0.3275668960967598
ENSG00000013375	0.33424001649108176	0.3951398084217105	0.27062017508720776
ENSG00000013392	0.4071658656209892	0.30165648150776103	0.2911776528712497
ENSG00000013441	0.34082881145705923	0.3172600860857735	0.3419111024571672
ENSG00000013503	0.30137500697428593	0.30174364780339247	0.39688134522232166
ENSG00000013523	0.3375850714704038	0.4053838508161905	0.25703107771340583
ENSG00000013561	0.3635296527325642	0.3930386664236904	0.24343168084374522
ENSG00000013563	0.7067009979594729	0.22483655208473313	0.06846244995579392
ENSG00000013583	0.26132722607229075	0.3799850867485224	0.35868768717918686
ENSG00000013588	0.7021932756219377	0.1256088599455448	0.1721978644325175
ENSG00000013619	0.3064024884713466	0.3410381025134286	0.35255940901522476
ENSG00000013725	0.6882135170215395	0.14980267565683783	0.16198380732162257
ENSG00000013810	0.517105590555173	0.1462140709135834	0.3366803385312435
ENSG00000014123	0.3241193102589971	0.37634917027543907	0.2995315194655639
ENSG00000014138	0.3039477900631406	0.42736289704084895	0.26868931289601045
ENSG00000014164	0.32634040733604835	0.3342544877617885	0.3394051049021631
ENSG00000014216	0.3494833527727436	0.3542038111302849	0.2963128360969715
ENSG00000014257	0.29119353404035586	0.3907542204534535	0.31805224550619055
ENSG00000014641	0.35030006977225453	0.32931399886630314	0.32038593136144233
ENSG00000014824	0.3707485168203951	0.3920873181583307	0.2371641650212741
ENSG00000014914	0.4066348295198857	0.4362347387343019	0.1571304317458124
ENSG00000014919	0.31501329784689475	0.4410949742903098	0.24389172786279534
ENSG00000015133	0.3313761921708304	0.1829096109274611	0.4857141969017085
ENSG00000015153	0.32106853486312226	0.3591910927597194	0.3197403723771583
ENSG00000015171	0.2833743908042582	0.377442989169519	0.33918262002622274
ENSG00000015413	0.12964399088542078	0.0	0.8703560091145793
ENSG00000015475	0.5716962220536937	0.29662110936797825	0.13168266857832814
ENSG00000015479	0.4320147438793812	0.44250163125140574	0.12548362486921302
ENSG00000015520	0.11785180848146397	0.0	0.882148191518536
ENSG00000015532	0.25454606888861836	0.3019117492074843	0.4435421819038972
ENSG00000015592	0.2958647467896626	0.2831260728999307	0.4210091803104068
ENSG00000015676	0.34725981598148004	0.34324218523540395	0.30949799878311607
ENSG00000016082			
ENSG00000016391	0.3089863310982585	0.37518411623677556	0.31582955266496593
ENSG00000016402	0.23444311683090266	0.4443843722449052	0.3211725109241923
ENSG00000016490	0.0	0.0	1.0
ENSG00000016602	0.6151589198244515	0.3639815915354544	0.020859488640094154
ENSG00000016864	0.37237988131987776	0.3596882751576758	0.2679318435224464
ENSG00000017260	0.40303910794968534	0.39523746971978907	0.2017234223305256
ENSG00000017373	0.24817469406540515	0.33874860066247475	0.41307670527212004
ENSG00000017427	0.16210244308773447	0.316687544855364	0.5212100120569014
ENSG00000017483	0.26627167031761495	0.4033280742524523	0.33040025542993273
ENSG00000017621	0.2931896769040647	0.13959076613959132	0.567219556956344
ENSG00000017797	0.32976999667319223	0.3953198273726492	0.27491017595415856
ENSG00000018189	0.35073830017439017	0.4227843163367611	0.2264773834888488
ENSG00000018236	0.29632607803841793	0.40666113074479515	0.2970127912167869
ENSG00000018280	0.3481810647751702	0.35429375728545404	0.29752517793937594
ENSG00000018408	0.41580463155038394	0.353016531033488	0.2311788374161281
ENSG00000018510	0.3505597230289293	0.35394330619943365	0.29549697077163717
ENSG00000018610	0.589903923080511	0.0950796370740977	0.3150164398453914
ENSG00000018625	0.2772312153844682	0.39447819739143725	0.32829058722409454
ENSG00000018699	0.3249497740035836	0.3086711213272497	0.3663791046691665
ENSG00000018869	0.32290516894210536	0.5416130184965655	0.1354818125613291
ENSG00000019102	0.42615099894492553	0.5185091960049274	0.055339805050147114
ENSG00000019144	0.35468133843252647	0.3010942095759465	0.34422445199152707
ENSG00000019169	0.7082414505117619	0.2688200514297411	0.022938498058497
ENSG00000019186	0.7989730569682313	0.10874358120765329	0.09228336182411552
ENSG00000019485	0.3731516026644068	0.33113118858554624	0.295717208750047
ENSG00000019505	0.3099320472432682	0.36646077943177335	0.3236071733249583
ENSG00000019549	0.42505396751446806	0.1033528298289913	0.47159320265654064
ENSG00000019582	0.29680522852091024	0.4753907091824166	0.22780406229667308
ENSG00000019991	0.3269152365633228	0.42181454867909485	0.2512702147575824
ENSG00000019995	0.4020150925760471	0.39022573572871844	0.20775917169523445
ENSG00000020129	0.312644840280225	0.321036696793713	0.36631846292606196
ENSG00000020181	0.3311094755819848	0.3195205155665968	0.34937000885141845
ENSG00000020256	0.3875672886562119	0.3203127688239896	0.29211994251979856
ENSG00000020426	0.36432258697747366	0.3980554187925217	0.23762199423000469
ENSG00000020577	0.30005567520400916	0.39763639968213377	0.30230792511385696
ENSG00000020633	0.40516432492076726	0.3592665655294774	0.2355691095497554
ENSG00000020922	0.3446315873077982	0.4080935018897528	0.24727491080244896
ENSG00000021300	0.37288276291125594	0.34058069617679126	0.28653654091195263
ENSG00000021355	0.20586396174870644	0.3716437192557547	0.42249231899553885
ENSG00000021461	0.5398854932394295	0.35721676859491386	0.10289773816565671
ENSG00000021488	0.09172996734181822	0.1268850887763437	0.7813849438818381
ENSG00000021574	0.3233737525386417	0.3314604470563985	0.34516580040495976
ENSG00000021645	0.3430630036025631	0.3586852619544902	0.29825173444294684
ENSG00000021762	0.40962752978595096	0.23134193239786846	0.3590305378161806
